38:17:c3:19:71:90,38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,38:17:c3:19:45:a0,44:48:c1:a5:82:30,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,38:17:c3:1e:ff:00,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:20,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1f:09:93,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:01:92,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1f:22:32,38:17:c3:1e:ff:01,38:17:c3:1f:22:31,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:01:90,38:17:c3:1f:01:91,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,38:17:c3:1f:09:83,38:17:c3:19:55:52,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:31,b4:5d:50:e1:92:23,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,00:4e:35:df:06:40,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:12,00:4e:35:de:e1:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,66:2a:2f:53:7c:99,68:ff:7b:e4:af:38,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,20:a6:cd:42:0b:f3,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,20:a6:cd:50:24:a1,b4:5d:50:e1:92:30,00:4e:35:de:e1:11,20:a6:cd:42:0b:f0,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:1f:09:92,38:17:c3:1f:09:91,20:a6:cd:42:0b:f2,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:55:41,20:a6:cd:42:0b:f1,38:17:c3:1f:09:90,00:4e:35:de:e1:00,68:ff:7b:e4:af:39,38:17:c3:1f:00:b0,20:a6:cd:42:0b:e3,00:4e:35:de:e1:02,38:17:c3:1f:08:50,38:17:c3:1f:08:51,b4:5d:50:e1:96:43,00:4e:35:de:e1:01,00:4e:35:de:d7:53,00:4e:35:de:d7:52,a8:bd:27:4c:bd:30,44:48:c1:91:95:b3,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,44:48:c1:91:95:b2,a8:bd:27:4c:bd:21,00:4e:35:df:0e:12,00:4e:35:de:d7:50,b4:5d:50:e1:92:20,38:17:c3:1f:08:52,00:4e:35:de:d7:51,38:17:c3:1f:08:41,00:4e:35:de:d7:41,00:4e:35:df:0e:11,00:4e:35:de:d7:43,00:4e:35:de:d7:42,38:17:c3:1e:fc:b0,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,a8:bd:27:4c:bd:22,00:4e:35:df:0e:10,38:17:c3:1e:fc:b1,38:17:c3:1f:08:42,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:36:30,38:17:c3:1f:08:40,a8:bd:27:4c:bd:20,38:17:c3:19:36:32,38:17:c3:1e:fc:b2,70:56:81:c9:91:ab,56:13:79:14:54:6d,64:e5:99:c3:13:3c,38:17:c3:1e:fc:a2,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,a8:bd:27:4c:bd:32,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,a8:bd:27:4c:bd:31,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,32:f7:72:50:57:3b,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:1f:0f:90,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,00:4e:35:df:27:12,00:4e:35:df:27:01,00:4e:35:df:27:00,00:4e:35:df:27:02,00:4e:35:de:d7:40,x,y,label
-83,-72,-86,-100,-100,-74,-88,-72,-88,-100,-65,-64,-73,-64,-74,-73,-73,-100,-83,-82,-82,-69,-91,-67,-73,-71,-72,-68,-91,-68,-86,-100,-90,-91,-78,-87,-88,-100,-81,-100,-81,-89,-87,-86,-87,-100,-90,-100,-72,-100,-100,-100,-70,-71,-88,-87,-90,-87,-82,-81,-81,-86,-69,-66,-68,-74,-62,-62,-73,-74,-72,-72,-83,-83,-71,-70,-71,-79,-78,-84,-86,-100,-80,-77,-73,-51,-87,-90,-48,-50,-79,-78,-78,-62,-62,-86,-82,-64,-64,-80,-80,-65,-79,-77,-89,-83,-71,-100,-78,-77,-100,-100,-100,-84,-83,-79,-100,-100,-80,-80,-100,-100,-82,-82,-82,-91,-82,-81,-81,-90,-100,-88,-88,-100,-89,-88,-80,-87,-84,-79,-90,-90,-88,-89,-89,-91,-87,-87,-88,-89,-89,-87,-90,-90,-89,-88,-89,-91,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17.0
-87,-72,-86,-100,-100,-74,-88,-72,-88,-100,-66,-66,-73,-67,-73,-73,-73,-100,-83,-82,-82,-74,-90,-74,-73,-71,-72,-75,-91,-73,-89,-100,-90,-91,-77,-87,-80,-100,-81,-100,-81,-90,-87,-86,-87,-100,-89,-100,-65,-100,-100,-100,-66,-67,-88,-87,-90,-87,-81,-81,-80,-84,-70,-69,-68,-71,-66,-62,-75,-75,-76,-72,-83,-83,-71,-70,-71,-81,-78,-84,-86,-100,-81,-82,-67,-54,-87,-90,-55,-54,-79,-79,-79,-64,-63,-91,-78,-70,-71,-80,-80,-70,-74,-77,-90,-80,-74,-100,-76,-79,-100,-100,-100,-86,-86,-77,-100,-100,-87,-80,-100,-100,-86,-74,-73,-91,-85,-85,-85,-90,-100,-88,-88,-100,-89,-90,-86,-87,-84,-85,-90,-90,-91,-89,-89,-92,-87,-87,-88,-89,-90,-87,-90,-90,-89,-88,-89,-91,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17.0
-87,-72,-87,-100,-100,-74,-88,-72,-88,-100,-63,-65,-74,-64,-73,-72,-73,-100,-83,-82,-82,-71,-87,-73,-73,-71,-72,-72,-87,-72,-87,-100,-90,-91,-76,-87,-80,-100,-81,-100,-81,-91,-87,-86,-87,-100,-89,-100,-65,-100,-100,-100,-66,-67,-88,-87,-90,-87,-83,-84,-82,-84,-67,-67,-67,-72,-63,-63,-72,-71,-72,-72,-83,-83,-71,-70,-71,-84,-84,-84,-86,-100,-74,-74,-70,-54,-87,-90,-50,-53,-79,-81,-81,-61,-63,-90,-82,-70,-71,-89,-79,-70,-74,-74,-90,-82,-72,-100,-76,-79,-100,-100,-100,-89,-88,-77,-100,-100,-86,-80,-100,-100,-87,-78,-77,-91,-85,-80,-79,-90,-100,-88,-88,-100,-88,-91,-74,-87,-84,-80,-90,-90,-89,-89,-89,-92,-87,-87,-88,-87,-90,-87,-90,-90,-89,-88,-89,-91,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18.0
-86,-72,-86,-100,-100,-74,-86,-72,-87,-100,-67,-66,-71,-65,-70,-70,-70,-100,-83,-82,-79,-67,-88,-67,-73,-71,-72,-67,-86,-67,-87,-100,-90,-91,-80,-87,-80,-100,-81,-100,-81,-91,-87,-86,-87,-100,-89,-100,-65,-100,-100,-100,-66,-65,-88,-87,-90,-87,-82,-81,-81,-87,-68,-69,-70,-74,-62,-65,-74,-74,-73,-72,-83,-83,-71,-70,-71,-81,-80,-84,-86,-100,-80,-80,-74,-52,-87,-90,-52,-53,-79,-86,-81,-62,-60,-90,-87,-67,-71,-79,-80,-70,-74,-77,-90,-81,-74,-100,-76,-79,-100,-100,-100,-86,-86,-77,-100,-100,-83,-80,-100,-100,-83,-72,-74,-91,-83,-81,-81,-90,-100,-88,-88,-100,-87,-88,-81,-87,-84,-81,-90,-90,-88,-89,-89,-90,-87,-87,-88,-87,-90,-87,-90,-90,-89,-88,-89,-91,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18.0
-83,-72,-86,-100,-100,-74,-89,-72,-88,-100,-65,-62,-71,-65,-71,-71,-70,-100,-83,-82,-79,-67,-86,-67,-66,-67,-67,-66,-86,-67,-87,-100,-90,-91,-75,-87,-79,-100,-80,-100,-81,-91,-87,-86,-87,-100,-89,-100,-67,-100,-100,-100,-66,-67,-88,-87,-90,-87,-77,-78,-77,-87,-67,-69,-68,-73,-66,-61,-74,-72,-75,-72,-83,-83,-72,-73,-73,-84,-81,-84,-86,-100,-80,-80,-74,-52,-87,-90,-52,-52,-79,-84,-85,-64,-64,-90,-87,-67,-68,-78,-78,-67,-78,-77,-90,-78,-76,-100,-76,-77,-100,-100,-100,-83,-84,-75,-100,-100,-83,-80,-100,-100,-83,-73,-74,-91,-83,-90,-90,-90,-100,-88,-88,-100,-87,-88,-80,-87,-84,-89,-90,-90,-88,-91,-89,-90,-87,-87,-88,-86,-90,-87,-90,-90,-89,-88,-89,-91,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18.0
-85,-72,-86,-100,-100,-74,-89,-72,-88,-100,-66,-66,-71,-65,-70,-71,-71,-100,-83,-82,-79,-72,-89,-73,-66,-67,-67,-73,-88,-73,-89,-100,-90,-91,-78,-87,-82,-100,-82,-100,-82,-92,-87,-86,-87,-100,-89,-100,-67,-100,-100,-100,-64,-67,-88,-87,-90,-87,-81,-81,-82,-87,-68,-68,-68,-71,-64,-61,-72,-75,-74,-72,-83,-83,-72,-72,-74,-80,-82,-84,-86,-100,-80,-80,-71,-52,-87,-90,-50,-52,-79,-84,-85,-64,-66,-89,-87,-68,-68,-80,-78,-67,-77,-77,-90,-81,-76,-100,-75,-77,-100,-100,-100,-84,-84,-75,-100,-100,-84,-80,-100,-100,-84,-72,-73,-91,-83,-80,-82,-90,-100,-88,-88,-100,-86,-88,-79,-87,-84,-80,-90,-90,-88,-91,-89,-88,-87,-87,-88,-87,-90,-88,-90,-90,-89,-88,-89,-91,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18.0
-86,-72,-86,-100,-100,-74,-89,-72,-88,-100,-68,-67,-70,-84,-71,-72,-72,-100,-83,-82,-79,-73,-90,-73,-66,-67,-67,-72,-88,-73,-89,-100,-90,-91,-72,-87,-82,-100,-86,-100,-82,-92,-95,-86,-87,-100,-89,-100,-69,-100,-100,-100,-69,-70,-88,-87,-90,-87,-90,-88,-88,-89,-72,-73,-72,-71,-71,-54,-72,-71,-78,-72,-83,-83,-71,-70,-71,-85,-83,-84,-86,-100,-80,-80,-71,-55,-87,-90,-59,-54,-79,-79,-79,-70,-71,-90,-82,-70,-71,-81,-78,-70,-77,-73,-90,-89,-78,-100,-76,-77,-100,-100,-100,-86,-87,-75,-100,-100,-84,-80,-100,-100,-86,-81,-84,-91,-84,-89,-90,-90,-100,-88,-88,-100,-87,-88,-89,-87,-84,-88,-90,-90,-88,-91,-89,-88,-87,-87,-88,-88,-90,-91,-90,-90,-89,-88,-89,-91,-88,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18.0
-86,-72,-86,-100,-100,-74,-89,-72,-88,-100,-68,-67,-70,-84,-71,-72,-72,-100,-83,-82,-79,-73,-90,-73,-66,-67,-67,-72,-88,-73,-89,-100,-90,-91,-72,-87,-82,-100,-86,-100,-82,-92,-95,-86,-87,-100,-89,-100,-69,-100,-100,-100,-69,-70,-88,-87,-90,-87,-90,-88,-88,-89,-72,-73,-72,-71,-71,-54,-72,-71,-78,-72,-83,-83,-71,-70,-71,-85,-83,-84,-86,-100,-80,-80,-71,-55,-87,-90,-59,-54,-79,-79,-79,-70,-71,-90,-82,-70,-71,-81,-78,-70,-77,-73,-90,-89,-78,-100,-76,-77,-100,-100,-100,-86,-87,-75,-100,-100,-84,-80,-100,-100,-86,-81,-84,-91,-84,-89,-90,-90,-100,-88,-88,-100,-87,-88,-89,-87,-84,-88,-90,-90,-88,-91,-89,-88,-87,-87,-88,-88,-90,-91,-90,-90,-89,-88,-89,-91,-88,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18.0
-85,-72,-83,-100,-100,-74,-85,-72,-84,-100,-66,-65,-77,-66,-76,-76,-76,-100,-83,-82,-79,-74,-90,-73,-66,-67,-67,-74,-88,-72,-89,-100,-90,-91,-79,-87,-82,-100,-84,-100,-82,-92,-93,-86,-87,-100,-89,-100,-69,-100,-100,-100,-70,-70,-88,-87,-90,-87,-90,-91,-90,-89,-67,-71,-70,-73,-67,-60,-76,-70,-73,-74,-83,-83,-73,-73,-74,-89,-84,-84,-86,-100,-80,-80,-78,-53,-87,-90,-53,-53,-79,-80,-82,-67,-68,-88,-82,-70,-71,-82,-78,-70,-81,-76,-90,-94,-74,-100,-69,-69,-100,-100,-100,-84,-84,-68,-100,-100,-87,-80,-100,-100,-86,-81,-80,-100,-87,-87,-87,-90,-100,-88,-88,-100,-87,-86,-87,-87,-84,-87,-90,-90,-89,-89,-89,-87,-87,-87,-88,-87,-90,-87,-90,-90,-89,-88,-91,-91,-88,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19.0
-85,-72,-83,-100,-100,-74,-85,-72,-84,-100,-68,-68,-75,-68,-75,-75,-75,-100,-83,-82,-79,-75,-90,-74,-66,-67,-67,-75,-88,-73,-89,-100,-90,-91,-75,-87,-84,-100,-83,-100,-82,-92,-93,-86,-87,-100,-89,-100,-69,-100,-100,-100,-70,-70,-88,-87,-90,-87,-87,-88,-87,-89,-67,-71,-70,-73,-64,-59,-73,-73,-75,-74,-83,-83,-68,-68,-70,-88,-87,-84,-86,-100,-79,-78,-78,-54,-87,-90,-51,-54,-79,-84,-83,-65,-64,-96,-83,-68,-66,-79,-77,-68,-81,-76,-90,-88,-77,-100,-68,-69,-100,-100,-100,-84,-84,-70,-100,-100,-86,-80,-100,-100,-86,-80,-79,-100,-86,-89,-88,-90,-100,-88,-88,-100,-87,-89,-88,-87,-84,-88,-90,-90,-88,-89,-89,-88,-87,-87,-88,-87,-90,-87,-89,-90,-89,-88,-91,-89,-88,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19.0
-84,-72,-83,-100,-100,-74,-85,-72,-84,-100,-67,-67,-74,-66,-75,-75,-74,-100,-83,-82,-79,-72,-90,-73,-66,-67,-67,-72,-88,-73,-89,-100,-90,-91,-79,-87,-84,-100,-83,-100,-82,-92,-93,-86,-87,-100,-89,-100,-69,-100,-100,-100,-70,-70,-88,-87,-90,-87,-84,-85,-85,-90,-71,-70,-71,-73,-67,-60,-73,-76,-74,-74,-83,-83,-69,-69,-70,-83,-85,-84,-86,-100,-79,-78,-78,-53,-87,-90,-53,-52,-79,-84,-83,-66,-66,-89,-83,-68,-66,-79,-77,-68,-81,-76,-90,-86,-74,-100,-69,-69,-100,-100,-100,-84,-84,-69,-100,-100,-85,-80,-100,-100,-84,-82,-82,-100,-85,-82,-83,-90,-100,-88,-88,-100,-90,-89,-82,-87,-84,-82,-90,-90,-88,-89,-89,-85,-87,-87,-88,-87,-90,-86,-89,-87,-88,-89,-91,-89,-89,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19.0
-85,-72,-83,-100,-100,-74,-85,-72,-84,-100,-67,-68,-77,-66,-77,-77,-77,-100,-81,-82,-79,-73,-90,-74,-66,-67,-67,-73,-88,-73,-89,-100,-90,-92,-75,-87,-87,-100,-87,-100,-87,-92,-93,-86,-87,-100,-89,-100,-69,-100,-100,-100,-69,-70,-88,-87,-90,-87,-88,-88,-87,-91,-70,-70,-71,-77,-67,-59,-73,-74,-76,-74,-83,-83,-76,-78,-77,-83,-85,-84,-86,-100,-79,-79,-80,-51,-87,-90,-64,-51,-79,-80,-82,-66,-66,-92,-81,-71,-71,-79,-77,-70,-78,-73,-90,-88,-74,-100,-70,-69,-100,-100,-100,-86,-85,-69,-100,-100,-88,-80,-100,-100,-86,-79,-78,-100,-85,-86,-85,-90,-100,-88,-88,-100,-90,-90,-86,-87,-84,-87,-90,-90,-88,-89,-89,-87,-87,-87,-88,-89,-90,-87,-89,-87,-88,-87,-91,-89,-90,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19.0
-85,-72,-83,-100,-100,-74,-85,-72,-84,-100,-68,-68,-75,-68,-75,-75,-75,-100,-83,-82,-79,-75,-90,-74,-66,-67,-67,-75,-88,-73,-89,-100,-90,-91,-75,-87,-84,-100,-83,-100,-82,-92,-93,-86,-87,-100,-89,-100,-69,-100,-100,-100,-70,-70,-88,-87,-90,-87,-87,-88,-87,-89,-67,-71,-70,-73,-64,-59,-73,-73,-75,-74,-83,-83,-68,-68,-70,-88,-87,-84,-86,-100,-79,-78,-78,-54,-87,-90,-51,-54,-79,-84,-83,-65,-64,-96,-83,-68,-66,-79,-77,-68,-81,-76,-90,-88,-77,-100,-68,-69,-100,-100,-100,-84,-84,-70,-100,-100,-86,-80,-100,-100,-86,-80,-79,-100,-86,-89,-88,-90,-100,-88,-88,-100,-87,-89,-88,-87,-84,-88,-90,-90,-88,-89,-89,-88,-87,-87,-88,-87,-90,-87,-89,-90,-89,-88,-91,-89,-88,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19.0
-85,-72,-83,-100,-100,-74,-85,-72,-84,-100,-67,-68,-77,-66,-77,-77,-77,-100,-81,-82,-79,-73,-90,-74,-66,-67,-67,-73,-88,-73,-89,-100,-90,-92,-75,-87,-87,-100,-87,-100,-87,-92,-93,-86,-87,-100,-89,-100,-69,-100,-100,-100,-69,-70,-88,-87,-90,-87,-88,-88,-87,-91,-70,-70,-71,-77,-67,-59,-73,-74,-76,-74,-83,-83,-76,-78,-77,-83,-85,-84,-86,-100,-79,-79,-80,-51,-87,-90,-64,-51,-79,-80,-82,-66,-66,-92,-81,-71,-71,-79,-77,-70,-78,-73,-90,-88,-74,-100,-70,-69,-100,-100,-100,-86,-85,-69,-100,-100,-88,-80,-100,-100,-86,-79,-78,-100,-85,-86,-85,-90,-100,-88,-88,-100,-90,-90,-86,-87,-84,-87,-90,-90,-88,-89,-89,-87,-87,-87,-88,-89,-90,-87,-89,-87,-88,-87,-91,-89,-90,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19.0
-89,-72,-85,-100,-100,-74,-85,-72,-86,-100,-66,-66,-77,-66,-76,-76,-75,-100,-81,-82,-79,-74,-90,-75,-71,-67,-71,-73,-88,-75,-89,-100,-90,-92,-73,-87,-85,-100,-87,-100,-84,-92,-93,-86,-87,-100,-89,-100,-69,-100,-100,-100,-68,-69,-100,-100,-90,-100,-88,-89,-90,-90,-71,-71,-68,-72,-66,-60,-73,-73,-77,-74,-83,-83,-91,-71,-71,-82,-85,-84,-86,-100,-79,-84,-79,-66,-87,-90,-65,-65,-79,-82,-82,-67,-64,-92,-82,-74,-75,-79,-77,-73,-78,-81,-90,-88,-78,-100,-70,-70,-100,-100,-100,-87,-87,-70,-100,-100,-85,-80,-100,-100,-84,-78,-77,-100,-85,-87,-87,-90,-100,-88,-88,-100,-88,-89,-88,-87,-84,-88,-90,-90,-89,-89,-89,-86,-87,-87,-88,-86,-89,-86,-89,-87,-88,-87,-91,-89,-86,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20.0
-86,-72,-85,-100,-100,-74,-85,-72,-86,-100,-67,-68,-73,-66,-75,-75,-74,-100,-81,-82,-79,-76,-92,-76,-70,-71,-70,-76,-90,-76,-91,-100,-90,-92,-72,-87,-81,-100,-80,-100,-79,-92,-93,-86,-87,-100,-89,-100,-69,-100,-100,-100,-70,-68,-100,-100,-90,-100,-87,-88,-90,-90,-71,-71,-71,-72,-67,-59,-73,-71,-77,-74,-83,-83,-72,-70,-70,-84,-85,-84,-86,-100,-82,-84,-79,-61,-87,-90,-61,-61,-82,-81,-80,-67,-67,-83,-81,-74,-71,-74,-77,-73,-73,-76,-90,-90,-78,-100,-69,-70,-100,-100,-100,-85,-86,-68,-100,-100,-88,-80,-100,-100,-86,-78,-76,-100,-87,-87,-86,-90,-100,-88,-88,-100,-87,-90,-85,-87,-75,-86,-82,-90,-89,-90,-89,-87,-87,-87,-88,-87,-91,-86,-84,-87,-88,-87,-91,-89,-86,-89,-87,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20.0
-86,-72,-85,-100,-100,-74,-85,-72,-86,-100,-66,-66,-74,-66,-74,-75,-74,-100,-81,-82,-79,-75,-90,-77,-71,-72,-70,-75,-92,-75,-89,-100,-90,-92,-78,-87,-91,-100,-82,-100,-79,-92,-93,-86,-87,-100,-89,-100,-68,-100,-100,-100,-69,-69,-100,-100,-90,-100,-87,-88,-88,-91,-69,-71,-72,-70,-65,-59,-72,-71,-73,-74,-83,-83,-72,-73,-73,-83,-85,-84,-86,-100,-82,-85,-79,-58,-87,-90,-60,-58,-82,-81,-84,-67,-66,-88,-83,-74,-74,-74,-77,-73,-76,-74,-90,-91,-74,-100,-69,-70,-100,-100,-100,-85,-86,-68,-100,-100,-86,-80,-100,-100,-87,-79,-79,-100,-85,-84,-85,-90,-100,-88,-88,-100,-86,-88,-84,-87,-75,-85,-82,-90,-87,-90,-89,-86,-87,-87,-88,-87,-87,-85,-84,-87,-88,-87,-91,-89,-86,-89,-84,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20.0
-84,-72,-85,-100,-100,-77,-85,-72,-86,-100,-68,-69,-72,-67,-72,-72,-72,-100,-81,-82,-79,-75,-89,-74,-71,-71,-71,-75,-89,-75,-90,-100,-90,-90,-77,-87,-80,-100,-82,-100,-79,-92,-93,-86,-87,-100,-89,-100,-69,-100,-100,-100,-69,-65,-100,-100,-90,-100,-89,-87,-86,-91,-67,-70,-69,-73,-67,-58,-74,-73,-71,-70,-83,-83,-70,-70,-69,-86,-85,-84,-86,-100,-82,-85,-79,-56,-87,-90,-57,-57,-82,-81,-81,-63,-65,-92,-81,-72,-69,-77,-77,-71,-76,-76,-90,-89,-71,-100,-69,-70,-100,-100,-100,-85,-85,-68,-100,-100,-87,-80,-100,-100,-85,-74,-75,-100,-89,-86,-86,-90,-100,-88,-88,-100,-85,-90,-87,-87,-75,-88,-83,-90,-87,-91,-89,-86,-87,-87,-88,-85,-87,-85,-82,-87,-88,-87,-91,-89,-86,-89,-85,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20.0
