60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:51,38:17:c3:19:45:b2,20:a6:cd:42:0a:d1,38:17:c3:19:45:b1,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,38:17:c3:1f:14:11,38:17:c3:1f:14:12,b4:5d:50:e1:96:43,38:17:c3:1f:09:81,44:48:c1:91:d0:04,38:17:c3:1f:09:82,44:48:c1:91:d0:02,38:17:c3:24:47:51,38:17:c3:24:47:52,44:48:c1:91:d0:10,44:48:c1:91:d0:12,44:48:c1:91:95:a3,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:09:93,38:17:c3:1f:00:a0,38:17:c3:1f:00:b0,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:40,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,9c:d6:43:60:92:e0,38:17:c3:1f:09:80,44:48:c1:91:d0:11,38:17:c3:24:47:50,38:17:c3:1f:19:d0,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:14:01,44:48:c1:91:95:a1,44:48:c1:91:d0:14,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:93,44:48:c1:91:95:a2,a8:bd:27:4c:aa:90,b4:5d:50:e1:96:42,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:41,38:17:c3:1f:14:02,44:48:c1:91:d0:00,44:48:c1:91:95:a0,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:1f:09:83,38:17:c3:19:45:a1,38:17:c3:19:45:a2,44:48:c1:91:95:b3,38:17:c3:1f:14:00,44:48:c1:91:d0:01,38:17:c3:19:45:b0,a8:bd:27:4c:aa:80,38:17:c3:19:45:a0,38:17:c3:1f:09:90,44:48:c1:91:95:b2,38:17:c3:1f:09:91,66:2a:2f:53:7c:99,38:17:c3:1f:09:92,ac:e2:d3:c4:08:e6,b6:e6:2d:69:d5:58,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,44:48:c1:91:95:b1,86:0d:8e:aa:25:a4,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f3,38:17:c3:19:d7:72,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:70,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,80:8d:b7:55:35:03,80:8d:b7:55:25:e3,b0:be:76:f8:30:5e,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:25:e1,80:8d:b7:55:25:f3,80:8d:b7:55:25:e0,80:8d:b7:55:35:01,80:8d:b7:55:25:f1,02:54:af:fe:54:11,80:8d:b7:55:25:f2,80:8d:b7:55:35:10,ea:9e:b4:53:24:54,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:3a:42,80:8d:b7:55:35:11,80:8d:b7:55:3a:50,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1e:ff:01,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:02,38:17:c3:1e:ff:10,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,38:17:c3:1e:ff:00,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:39:d0,20:a6:cd:50:24:b0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,20:a6:cd:50:24:a0,80:8d:b7:55:39:c2,38:17:c3:19:71:90,80:8d:b7:55:29:c2,00:4e:35:df:06:42,00:4e:35:df:06:40,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:0e:10,00:4e:35:df:06:41,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:22:30,38:17:c3:1f:22:21,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:32,38:17:c3:1f:22:31,x,y,label
-51,-60,-61,-68,-68,-68,-76,-76,-80,-80,-76,-80,-76,-76,-78,-78,-76,-77,-71,-77,-71,-78,-78,-81,-81,-68,-81,-85,-85,-87,-61,-68,-74,-76,-81,-76,-78,-74,-77,-81,-79,-86,-80,-81,-72,-100,-81,-88,-88,-100,-79,-88,-76,-70,-76,-72,-72,-79,-78,-100,-78,-81,-82,-89,-73,-71,-81,-100,-82,-87,-100,-87,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-51,-60,-60,-68,-70,-70,-100,-76,-81,-79,-77,-80,-77,-77,-76,-77,-76,-78,-71,-78,-72,-79,-79,-81,-81,-78,-83,-86,-87,-88,-60,-70,-76,-78,-82,-77,-77,-74,-77,-81,-79,-86,-81,-81,-72,-79,-81,-88,-88,-100,-79,-88,-78,-71,-78,-73,-73,-80,-78,-78,-78,-81,-82,-89,-72,-72,-81,-78,-82,-88,-100,-87,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-57,-63,-60,-70,-73,-73,-74,-74,-81,-84,-84,-84,-83,-83,-74,-74,-76,-79,-70,-80,-77,-100,-100,-88,-88,-87,-78,-100,-100,-100,-63,-73,-74,-100,-100,-83,-74,-82,-100,-88,-100,-100,-82,-82,-74,-100,-87,-100,-100,-100,-100,-100,-74,-73,-74,-74,-77,-100,-77,-77,-80,-81,-82,-100,-74,-77,-84,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-58,-65,-64,-70,-67,-67,-74,-74,-82,-84,-82,-83,-82,-82,-75,-75,-78,-81,-72,-81,-77,-100,-100,-88,-88,-87,-77,-100,-100,-90,-65,-67,-74,-76,-100,-82,-75,-82,-82,-90,-100,-100,-82,-82,-74,-100,-90,-100,-100,-100,-100,-100,-76,-75,-76,-74,-78,-100,-77,-77,-82,-82,-81,-100,-74,-77,-84,-77,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-58,-65,-64,-70,-67,-67,-74,-76,-81,-83,-82,-84,-82,-82,-77,-77,-77,-81,-73,-81,-77,-100,-100,-86,-84,-100,-78,-100,-100,-90,-65,-67,-74,-75,-82,-82,-78,-79,-82,-85,-100,-100,-82,-81,-73,-100,-85,-100,-100,-100,-100,-100,-76,-73,-75,-74,-78,-100,-78,-78,-80,-82,-81,-100,-74,-78,-84,-77,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-53,-66,-66,-70,-71,-71,-77,-75,-81,-81,-79,-81,-79,-79,-79,-78,-77,-81,-72,-81,-76,-100,-100,-87,-86,-83,-78,-100,-100,-100,-66,-71,-77,-77,-81,-79,-78,-80,-82,-87,-89,-100,-81,-81,-73,-100,-86,-100,-100,-100,-84,-100,-76,-73,-76,-73,-77,-100,-77,-77,-81,-100,-100,-100,-74,-76,-81,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-55,-63,-63,-70,-71,-71,-77,-77,-80,-83,-79,-81,-80,-80,-78,-78,-76,-100,-71,-100,-74,-100,-100,-87,-86,-83,-80,-100,-100,-100,-63,-71,-77,-76,-81,-79,-78,-83,-100,-85,-89,-100,-80,-80,-73,-84,-87,-100,-100,-100,-84,-100,-76,-78,-75,-73,-74,-100,-77,-77,-82,-100,-100,-100,-73,-74,-81,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-55,-63,-64,-71,-70,-70,-77,-77,-80,-83,-80,-83,-80,-80,-78,-78,-76,-100,-71,-84,-74,-100,-100,-86,-86,-100,-81,-100,-100,-100,-65,-70,-77,-77,-100,-80,-78,-82,-84,-86,-89,-100,-80,-80,-73,-84,-86,-100,-100,-100,-100,-100,-76,-73,-76,-73,-74,-100,-77,-77,-81,-100,-100,-100,-73,-74,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-56,-62,-63,-72,-66,-66,-74,-76,-85,-83,-82,-83,-82,-82,-78,-78,-76,-80,-78,-80,-77,-100,-100,-85,-84,-84,-76,-100,-100,-90,-62,-66,-74,-73,-81,-82,-78,-78,-79,-85,-100,-89,-85,-85,-67,-100,-85,-100,-100,-100,-83,-100,-73,-73,-73,-67,-72,-84,-78,-78,-79,-79,-78,-100,-67,-71,-83,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-59,-63,-63,-71,-66,-66,-74,-78,-81,-83,-82,-83,-82,-82,-76,-76,-79,-79,-77,-79,-75,-100,-100,-86,-86,-100,-75,-100,-100,-90,-63,-66,-74,-77,-81,-82,-76,-79,-80,-86,-100,-89,-81,-81,-68,-100,-85,-100,-100,-100,-100,-100,-77,-78,-77,-67,-100,-100,-77,-78,-79,-79,-78,-100,-67,-100,-100,-77,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-57,-64,-63,-71,-67,-67,-75,-78,-86,-84,-83,-83,-83,-82,-78,-78,-75,-79,-77,-79,-75,-100,-100,-86,-86,-83,-77,-100,-100,-100,-64,-67,-75,-74,-86,-83,-78,-80,-80,-86,-100,-100,-86,-86,-66,-100,-86,-100,-100,-100,-100,-100,-74,-79,-77,-66,-100,-100,-77,-77,-79,-100,-100,-100,-66,-77,-83,-78,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-57,-65,-64,-73,-66,-66,-75,-75,-86,-83,-82,-83,-82,-82,-76,-76,-77,-80,-77,-80,-77,-100,-100,-88,-88,-83,-77,-100,-100,-100,-65,-66,-75,-74,-86,-82,-76,-80,-81,-87,-100,-100,-86,-86,-66,-100,-88,-100,-100,-100,-100,-100,-74,-78,-100,-66,-77,-100,-77,-77,-78,-100,-100,-100,-65,-77,-83,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-58,-63,-63,-70,-65,-65,-75,-77,-82,-85,-84,-85,-85,-85,-77,-76,-80,-80,-78,-80,-76,-87,-87,-84,-84,-100,-77,-100,-100,-90,-64,-65,-75,-100,-82,-85,-77,-84,-81,-84,-88,-89,-82,-82,-68,-100,-84,-100,-100,-100,-100,-100,-76,-78,-78,-68,-77,-100,-77,-78,-81,-78,-79,-100,-68,-77,-85,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-58,-63,-63,-73,-64,-64,-100,-77,-81,-83,-82,-83,-82,-82,-77,-77,-78,-80,-77,-80,-75,-87,-87,-85,-85,-100,-65,-100,-100,-90,-64,-64,-100,-75,-82,-82,-78,-78,-81,-85,-86,-89,-81,-81,-67,-100,-85,-100,-100,-100,-100,-100,-74,-75,-75,-67,-75,-100,-63,-63,-81,-78,-79,-100,-67,-75,-84,-63,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-59,-65,-65,-76,-67,-67,-76,-75,-85,-81,-82,-100,-83,-82,-72,-72,-100,-79,-80,-79,-74,-100,-100,-84,-85,-100,-74,-100,-100,-100,-65,-67,-75,-77,-100,-82,-71,-74,-100,-85,-100,-100,-85,-84,-69,-100,-85,-100,-100,-100,-84,-100,-76,-76,-77,-69,-75,-100,-100,-75,-84,-100,-100,-100,-69,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-56,-65,-65,-75,-67,-67,-76,-75,-83,-82,-82,-82,-82,-82,-69,-69,-80,-80,-80,-79,-77,-100,-100,-84,-84,-100,-73,-100,-100,-100,-65,-67,-75,-78,-84,-82,-69,-75,-100,-84,-100,-88,-84,-84,-71,-100,-84,-100,-100,-100,-84,-100,-78,-76,-78,-71,-77,-100,-73,-73,-84,-100,-100,-100,-72,-77,-82,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-56,-64,-64,-76,-67,-68,-78,-78,-85,-82,-82,-82,-82,-82,-69,-69,-77,-80,-79,-80,-77,-100,-100,-85,-85,-84,-73,-100,-100,-100,-64,-67,-78,-78,-84,-82,-69,-74,-80,-85,-89,-88,-84,-84,-72,-84,-85,-100,-100,-100,-83,-100,-78,-76,-78,-72,-77,-84,-72,-72,-85,-100,-100,-100,-70,-77,-82,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-56,-64,-64,-75,-68,-67,-78,-78,-85,-82,-82,-82,-82,-82,-69,-69,-77,-80,-78,-80,-100,-100,-100,-85,-85,-84,-72,-100,-100,-100,-65,-68,-78,-100,-84,-82,-69,-74,-80,-85,-89,-89,-85,-85,-71,-84,-85,-100,-100,-100,-83,-100,-77,-77,-100,-71,-77,-84,-72,-72,-85,-100,-100,-100,-71,-77,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-59,-64,-63,-76,-68,-68,-77,-78,-85,-82,-83,-82,-83,-83,-69,-69,-78,-80,-78,-100,-76,-100,-100,-100,-86,-100,-72,-100,-100,-100,-63,-68,-77,-77,-85,-82,-69,-74,-80,-86,-88,-89,-84,-84,-100,-100,-86,-100,-100,-100,-100,-100,-77,-76,-78,-100,-77,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-60,-64,-63,-76,-68,-67,-77,-77,-85,-82,-82,-82,-82,-83,-74,-69,-78,-80,-78,-79,-76,-100,-100,-86,-85,-100,-73,-100,-100,-100,-64,-68,-77,-77,-85,-83,-69,-74,-80,-86,-88,-89,-84,-84,-73,-100,-86,-100,-100,-100,-100,-100,-77,-76,-77,-73,-77,-100,-74,-73,-84,-100,-100,-100,-73,-100,-82,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-58,-61,-61,-75,-71,-71,-77,-78,-82,-81,-79,-82,-79,-79,-71,-71,-78,-82,-75,-82,-100,-100,-100,-85,-85,-86,-75,-100,-100,-100,-61,-71,-78,-81,-82,-79,-71,-79,-100,-85,-100,-88,-82,-82,-67,-100,-84,-100,-100,-100,-100,-100,-81,-79,-81,-67,-100,-100,-77,-77,-81,-100,-100,-100,-67,-100,-81,-77,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,175,5
-63,-61,-61,-73,-68,-68,-77,-78,-83,-81,-84,-81,-84,-84,-71,-71,-78,-82,-76,-82,-78,-100,-100,-81,-81,-84,-76,-100,-100,-100,-61,-68,-78,-81,-83,-84,-71,-80,-100,-81,-91,-89,-83,-83,-67,-100,-81,-100,-100,-100,-84,-100,-80,-79,-80,-67,-78,-100,-76,-76,-85,-100,-100,-100,-67,-78,-81,-76,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,175,5
-61,-61,-61,-74,-68,-68,-76,-100,-83,-80,-80,-80,-81,-80,-71,-71,-74,-100,-76,-100,-78,-100,-100,-81,-81,-85,-77,-100,-100,-100,-61,-68,-76,-81,-84,-80,-71,-78,-100,-81,-91,-89,-84,-83,-70,-85,-82,-100,-100,-100,-84,-100,-81,-77,-81,-70,-78,-85,-78,-78,-83,-100,-100,-100,-70,-77,-81,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,175,5
