b0:be:76:f8:30:5e,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:35:13,b8:27:eb:9f:6b:77,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,ea:9e:b4:53:24:54,80:8d:b7:55:35:12,80:8d:b7:55:35:11,38:17:c3:1f:01:82,38:17:c3:1f:01:81,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:35:03,38:17:c3:1f:01:92,38:17:c3:1f:01:91,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:35:02,80:8d:b7:55:35:01,44:48:c1:a5:82:21,80:8d:b7:55:25:e3,44:48:c1:a5:82:22,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:19:45:b1,38:17:c3:19:45:b2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,b4:5d:50:e1:92:23,00:4e:35:df:06:41,38:17:c3:19:55:52,b4:5d:50:e1:92:33,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,60:32:b1:3e:1a:b8,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,38:17:c3:1f:0e:00,80:8d:b7:55:39:d0,80:8d:b7:55:39:c0,80:8d:b7:55:35:00,38:17:c3:1f:01:90,44:48:c1:a5:82:30,44:48:c1:a5:82:20,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:25:e0,80:8d:b7:55:3a:50,38:17:c3:19:45:b0,20:a6:cd:50:24:b0,38:17:c3:1e:ff:00,b4:5d:50:e1:92:31,00:4e:35:df:06:42,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:19:55:51,00:4e:35:df:06:40,b4:5d:50:e1:92:20,b4:5d:50:e1:92:32,b4:5d:50:e1:96:43,38:17:c3:1f:01:80,80:8d:b7:55:3a:40,38:17:c3:19:55:50,66:2a:2f:53:7c:99,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,b4:5d:50:e1:92:30,00:4e:35:df:06:51,38:17:c3:1e:ff:10,00:4e:35:df:06:52,00:4e:35:de:e1:12,b4:5d:50:e1:96:53,20:a6:cd:50:24:a0,38:17:c3:19:d7:60,38:17:c3:19:45:a1,38:17:c3:19:45:a2,00:4e:35:df:06:50,20:a6:cd:42:0b:f3,38:17:c3:19:45:a0,20:a6:cd:42:0b:f0,38:17:c3:19:55:41,38:17:c3:19:55:40,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1f:09:83,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,00:4e:35:de:e1:02,38:17:c3:19:55:42,00:4e:35:de:e1:00,a8:bd:27:4c:bd:30,00:4e:35:de:e1:10,00:4e:35:de:e1:11,00:4e:35:de:e1:01,60:32:b1:3e:1a:b7,38:17:c3:1f:08:40,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:08:42,a8:bd:27:4c:bd:31,00:4e:35:de:d7:53,38:17:c3:1f:22:21,38:17:c3:1f:08:41,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,00:4e:35:de:d7:50,00:4e:35:de:d7:52,00:4e:35:de:d7:51,38:17:c3:19:71:90,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1f:22:30,00:4e:35:de:d7:43,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:08:50,00:4e:35:df:0e:12,00:4e:35:df:0e:01,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,00:4e:35:df:0e:11,00:4e:35:df:0e:10,00:4e:35:df:0e:02,00:4e:35:df:0e:00,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:4f:10,38:17:c3:1e:fc:b1,38:17:c3:24:58:a1,00:4e:35:df:27:00,38:17:c3:24:58:b0,38:17:c3:1f:0f:90,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:12,38:17:c3:24:4f:02,38:17:c3:24:4f:01,38:17:c3:24:4f:11,38:17:c3:24:4f:00,38:17:c3:1b:08:a2,38:17:c3:1b:08:b0,38:17:c3:1b:08:b1,38:17:c3:1b:08:a1,00:4e:35:de:d7:40,00:4e:35:de:d7:41,00:4e:35:de:d7:42,38:17:c3:1b:08:a0,x,y,label
-63,-75,-75,-73,-25,-100,-100,-67,-73,-73,-100,-100,-64,-65,-60,-100,-100,-65,-65,-70,-100,-62,-72,-61,-100,-100,-100,-83,-100,-100,-71,-82,-100,-82,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-76,-79,-100,-100,-100,-75,-73,-100,-64,-60,-72,-100,-65,-62,-100,-83,-100,-68,-100,-100,-100,-80,-72,-60,-60,-63,-63,-75,-72,-82,-80,-100,-100,-63,-76,-81,-82,-82,-79,-79,-100,-79,-82,-100,-100,-100,-100,-100,-78,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-85,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-63,-75,-75,-76,-29,-78,-77,-70,-76,-76,-100,-100,-65,-66,-60,-100,-100,-62,-62,-70,-100,-63,-72,-63,-90,-90,-82,-82,-82,-100,-71,-82,-100,-82,-69,-69,-100,-100,-100,-100,-100,-100,-100,-72,-78,-81,-100,-100,-76,-75,-76,-78,-66,-65,-72,-100,-62,-64,-90,-82,-72,-69,-100,-100,-100,-81,-72,-63,-63,-63,-63,-75,-71,-82,-81,-100,-100,-63,-76,-79,-82,-82,-81,-79,-100,-79,-88,-100,-100,-100,-100,-100,-79,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-81,-76,-100,-86,-100,-87,-100,-89,-100,-82,-85,-100,-100,-100,-85,-100,-100,-82,-83,-83,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-65,-74,-74,-74,-31,-78,-77,-68,-74,-74,-100,-100,-63,-63,-71,-87,-87,-63,-63,-100,-100,-60,-72,-59,-90,-90,-82,-81,-81,-71,-71,-82,-100,-82,-69,-69,-100,-100,-100,-100,-100,-100,-100,-71,-80,-79,-100,-100,-77,-74,-74,-72,-63,-62,-100,-87,-63,-60,-90,-81,-72,-69,-100,-100,-100,-79,-72,-62,-62,-64,-64,-80,-72,-100,-79,-100,-100,-64,-81,-77,-100,-100,-79,-79,-100,-79,-85,-100,-100,-100,-100,-100,-79,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-81,-75,-100,-86,-85,-85,-100,-89,-82,-82,-100,-100,-100,-100,-86,-100,-100,-82,-83,-83,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-65,-74,-69,-75,-30,-100,-100,-67,-75,-75,-100,-100,-62,-62,-73,-86,-86,-62,-62,-70,-70,-59,-72,-60,-100,-89,-82,-82,-82,-73,-73,-100,-87,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-70,-79,-78,-100,-100,-73,-68,-75,-72,-63,-62,-71,-86,-62,-60,-90,-83,-74,-68,-100,-88,-100,-78,-70,-62,-62,-64,-64,-79,-72,-81,-78,-100,-100,-64,-79,-77,-80,-80,-78,-84,-100,-84,-85,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-86,-86,-85,-100,-100,-84,-86,-100,-100,-100,-84,-86,-91,-100,-82,-100,-85,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-69,-72,-72,-75,-31,-100,-76,-65,-75,-75,-100,-100,-61,-61,-68,-86,-86,-65,-65,-71,-70,-57,-73,-60,-100,-88,-84,-84,-84,-73,-73,-83,-87,-100,-68,-68,-100,-100,-88,-88,-100,-100,-100,-71,-79,-81,-100,-100,-78,-72,-75,-100,-61,-66,-71,-86,-65,-58,-88,-84,-73,-68,-100,-88,-100,-81,-71,-66,-65,-64,-64,-79,-71,-81,-81,-100,-100,-62,-79,-83,-80,-80,-81,-84,-100,-84,-87,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-88,-86,-87,-100,-100,-84,-83,-88,-100,-100,-84,-100,-87,-100,-100,-100,-83,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-64,-71,-71,-75,-31,-72,-72,-67,-75,-75,-100,-100,-61,-61,-68,-100,-100,-63,-63,-71,-100,-64,-71,-60,-100,-88,-82,-83,-82,-72,-72,-83,-100,-83,-69,-69,-100,-100,-88,-88,-100,-100,-100,-71,-80,-80,-100,-100,-74,-71,-75,-100,-61,-65,-100,-89,-63,-65,-88,-82,-72,-70,-100,-88,-100,-79,-71,-63,-63,-66,-65,-80,-72,-100,-80,-100,-100,-65,-81,-76,-100,-80,-80,-83,-100,-85,-85,-100,-100,-82,-100,-100,-85,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-86,-85,-87,-100,-100,-82,-83,-86,-100,-100,-100,-86,-87,-100,-100,-100,-83,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-69,-100,-100,-100,-31,-72,-73,-68,-100,-79,-100,-100,-65,-65,-68,-100,-100,-64,-64,-70,-71,-65,-79,-64,-100,-100,-83,-83,-83,-78,-79,-79,-85,-79,-75,-75,-100,-100,-100,-100,-100,-100,-80,-70,-76,-80,-100,-100,-100,-69,-79,-72,-65,-59,-71,-100,-64,-65,-88,-83,-79,-75,-100,-88,-100,-81,-70,-58,-59,-70,-69,-76,-71,-77,-81,-100,-100,-70,-76,-81,-78,-77,-81,-76,-100,-76,-86,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-90,-89,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-69,-75,-75,-79,-35,-79,-73,-66,-80,-80,-100,-100,-63,-63,-66,-100,-100,-63,-62,-68,-68,-64,-79,-64,-87,-87,-83,-83,-82,-78,-79,-81,-85,-82,-74,-74,-100,-100,-100,-100,-100,-100,-79,-71,-77,-80,-100,-100,-100,-76,-79,-72,-63,-58,-68,-100,-63,-64,-87,-83,-79,-74,-100,-89,-100,-80,-71,-58,-58,-67,-68,-77,-71,-78,-80,-100,-100,-67,-76,-84,-79,-77,-80,-77,-100,-77,-82,-100,-100,-81,-100,-100,-77,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-82,-82,-100,-100,-100,-100,-100,-84,-100,-100,-100,-86,-100,-100,-100,-100,-87,-86,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-66,-74,-74,-77,-33,-75,-76,-66,-77,-80,-100,-100,-64,-64,-65,-100,-100,-64,-64,-69,-69,-63,-79,-63,-87,-87,-83,-83,-83,-100,-100,-81,-100,-82,-73,-73,-100,-100,-100,-100,-100,-100,-79,-70,-77,-83,-100,-100,-100,-74,-77,-76,-64,-58,-69,-100,-64,-63,-87,-83,-100,-73,-100,-89,-100,-83,-70,-58,-58,-67,-67,-77,-70,-78,-83,-100,-100,-67,-100,-84,-79,-79,-83,-76,-100,-75,-82,-100,-100,-81,-100,-100,-76,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-84,-78,-83,-84,-82,-81,-100,-100,-100,-84,-84,-82,-82,-100,-83,-89,-82,-100,-83,-100,-87,-90,-86,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-69,-72,-73,-81,-35,-74,-74,-67,-81,-80,-100,-100,-63,-63,-69,-100,-100,-65,-65,-69,-71,-64,-76,-64,-87,-87,-82,-82,-83,-77,-76,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-79,-70,-78,-79,-100,-100,-100,-73,-81,-76,-63,-56,-69,-86,-66,-63,-100,-82,-100,-73,-100,-89,-100,-81,-68,-56,-57,-69,-69,-78,-70,-100,-79,-100,-100,-69,-78,-100,-79,-79,-79,-74,-100,-74,-80,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-83,-79,-83,-86,-80,-81,-83,-90,-100,-84,-85,-82,-82,-100,-85,-89,-82,-100,-83,-100,-100,-90,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-65,-73,-73,-77,-35,-74,-75,-70,-76,-76,-100,-100,-67,-66,-73,-100,-100,-67,-67,-76,-76,-66,-79,-66,-100,-100,-82,-82,-82,-78,-79,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-79,-100,-78,-83,-100,-100,-100,-73,-76,-100,-67,-60,-77,-86,-67,-66,-100,-82,-79,-73,-100,-89,-100,-83,-68,-60,-60,-69,-70,-78,-71,-81,-82,-100,-100,-69,-78,-83,-80,-81,-83,-75,-100,-75,-84,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-83,-77,-100,-85,-83,-84,-83,-90,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-68,-71,-71,-78,-37,-76,-76,-67,-79,-78,-100,-100,-65,-65,-73,-100,-100,-63,-63,-76,-76,-66,-79,-65,-87,-87,-82,-82,-82,-79,-78,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-84,-70,-78,-84,-100,-100,-80,-71,-78,-76,-65,-58,-77,-100,-63,-65,-87,-82,-79,-70,-100,-89,-100,-83,-70,-58,-58,-66,-66,-100,-70,-81,-83,-100,-100,-66,-100,-81,-80,-81,-84,-75,-100,-75,-84,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-82,-77,-82,-85,-84,-84,-100,-90,-100,-100,-84,-100,-100,-100,-84,-87,-100,-100,-100,-100,-100,-87,-89,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-60,-70,-70,-78,-36,-71,-71,-69,-78,-77,-100,-100,-64,-64,-100,-100,-100,-76,-76,-100,-100,-66,-77,-66,-100,-100,-82,-83,-82,-72,-72,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-76,-82,-100,-100,-100,-70,-78,-71,-64,-59,-75,-100,-76,-66,-100,-82,-72,-69,-100,-100,-100,-82,-72,-58,-58,-62,-62,-77,-72,-100,-82,-100,-100,-62,-100,-80,-100,-100,-82,-82,-100,-82,-87,-100,-100,-100,-100,-100,-82,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-85,-87,-86,-100,-100,-100,-100,-85,-84,-84,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-60,-73,-73,-79,-31,-71,-71,-68,-79,-78,-100,-100,-70,-69,-100,-100,-100,-73,-73,-100,-72,-67,-74,-67,-100,-100,-84,-84,-84,-72,-72,-82,-82,-81,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-83,-86,-100,-100,-100,-73,-79,-71,-70,-62,-72,-100,-72,-67,-100,-85,-71,-67,-100,-100,-100,-85,-68,-62,-62,-61,-61,-83,-72,-100,-86,-100,-100,-61,-100,-80,-82,-83,-85,-76,-100,-77,-87,-100,-100,-81,-100,-100,-76,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-100,-100,-79,-74,-78,-86,-87,-86,-79,-100,-100,-100,-86,-84,-84,-100,-86,-87,-84,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-61,-69,-69,-75,-31,-71,-71,-66,-75,-75,-100,-100,-66,-67,-78,-100,-100,-68,-68,-75,-75,-68,-73,-68,-100,-100,-82,-82,-82,-72,-73,-82,-81,-81,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-79,-86,-100,-100,-100,-69,-75,-71,-67,-64,-75,-100,-68,-68,-100,-82,-72,-66,-100,-100,-100,-89,-71,-64,-64,-62,-62,-79,-100,-82,-86,-100,-100,-62,-79,-80,-82,-83,-85,-80,-100,-80,-87,-100,-100,-81,-100,-100,-80,-100,-100,-100,-72,-73,-100,-100,-100,-100,-100,-100,-100,-80,-72,-80,-86,-88,-87,-79,-100,-100,-82,-86,-100,-100,-100,-86,-86,-100,-100,-100,-100,-86,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-59,-69,-69,-78,-31,-100,-100,-66,-78,-78,-100,-100,-66,-67,-78,-87,-100,-69,-69,-75,-75,-67,-73,-67,-100,-100,-83,-85,-84,-72,-72,-100,-81,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-70,-79,-100,-100,-100,-100,-69,-78,-100,-67,-61,-75,-87,-69,-68,-100,-83,-72,-71,-100,-100,-100,-89,-70,-58,-64,-64,-64,-79,-65,-82,-100,-100,-100,-64,-79,-77,-100,-100,-100,-81,-100,-82,-83,-100,-100,-100,-100,-100,-81,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-80,-72,-80,-87,-83,-83,-79,-100,-100,-82,-86,-100,-100,-100,-86,-87,-100,-100,-100,-100,-86,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-59,-74,-74,-77,-31,-72,-73,-67,-77,-77,-100,-100,-66,-66,-100,-87,-100,-70,-70,-71,-71,-70,-74,-69,-88,-100,-83,-85,-84,-72,-72,-100,-85,-100,-67,-67,-100,-100,-100,-100,-100,-86,-100,-70,-78,-85,-100,-100,-78,-74,-77,-100,-66,-62,-72,-87,-69,-69,-87,-83,-71,-67,-100,-100,-100,-85,-69,-62,-62,-61,-61,-79,-65,-100,-85,-100,-100,-62,-100,-83,-83,-82,-85,-82,-100,-82,-83,-100,-100,-100,-100,-100,-82,-100,-100,-100,-72,-74,-100,-100,-100,-100,-100,-100,-100,-100,-72,-82,-87,-83,-83,-100,-100,-100,-82,-86,-100,-100,-100,-86,-87,-85,-100,-82,-82,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-59,-71,-71,-76,-31,-72,-73,-64,-76,-76,-100,-100,-65,-65,-71,-88,-100,-71,-71,-71,-71,-66,-72,-66,-88,-100,-86,-86,-86,-74,-75,-100,-81,-100,-71,-71,-100,-100,-100,-100,-100,-86,-83,-100,-81,-86,-100,-100,-76,-72,-76,-72,-65,-61,-71,-88,-71,-64,-87,-86,-75,-71,-100,-89,-100,-86,-69,-61,-60,-60,-60,-81,-100,-100,-84,-100,-100,-60,-81,-79,-82,-82,-86,-79,-100,-79,-85,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-87,-83,-86,-100,-100,-100,-82,-86,-100,-100,-100,-100,-87,-85,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-56,-70,-70,-76,-30,-100,-78,-69,-76,-76,-100,-100,-70,-70,-75,-100,-100,-74,-73,-74,-74,-70,-73,-70,-100,-100,-78,-79,-78,-78,-77,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-86,-69,-100,-89,-100,-100,-100,-70,-76,-78,-70,-66,-72,-100,-74,-71,-89,-78,-77,-65,-100,-88,-100,-89,-69,-66,-66,-65,-65,-100,-70,-100,-100,-100,-100,-65,-100,-78,-100,-100,-100,-80,-100,-80,-82,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-82,-82,-77,-100,-100,-100,-100,-83,-100,-100,-100,-86,-100,-100,-100,-100,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-59,-68,-68,-75,-33,-75,-75,-70,-75,-75,-100,-100,-72,-72,-75,-100,-100,-72,-72,-74,-74,-66,-73,-66,-100,-100,-82,-82,-82,-78,-77,-82,-86,-81,-68,-68,-100,-100,-100,-100,-100,-100,-86,-68,-78,-88,-100,-100,-100,-68,-75,-74,-72,-65,-74,-100,-72,-65,-89,-82,-77,-68,-100,-88,-100,-88,-69,-65,-66,-65,-66,-78,-70,-100,-100,-100,-100,-65,-100,-78,-100,-100,-100,-80,-100,-80,-82,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-78,-100,-77,-100,-82,-82,-77,-100,-100,-100,-100,-82,-81,-100,-100,-86,-81,-100,-100,-84,-87,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-56,-69,-69,-75,-34,-75,-75,-71,-76,-75,-100,-100,-70,-70,-100,-100,-100,-70,-70,-74,-74,-64,-72,-64,-100,-100,-81,-81,-81,-100,-100,-82,-86,-81,-67,-67,-100,-100,-100,-100,-100,-100,-100,-68,-80,-88,-100,-100,-100,-69,-77,-74,-70,-64,-75,-100,-70,-64,-100,-81,-100,-67,-100,-88,-100,-88,-68,-64,-66,-67,-67,-80,-63,-100,-100,-100,-100,-67,-100,-81,-100,-100,-100,-80,-100,-79,-83,-100,-100,-100,-100,-100,-79,-100,-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-78,-77,-71,-100,-83,-84,-77,-100,-100,-82,-100,-82,-81,-100,-100,-87,-81,-100,-82,-82,-88,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
