38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,b0:be:76:f8:30:5e,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:02,80:8d:b7:55:35:01,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:35:03,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:82,38:17:c3:1f:01:81,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:d7:72,38:17:c3:19:d7:71,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,80:8d:b7:55:3a:52,38:17:c3:19:45:b1,38:17:c3:19:45:b2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e3,80:8d:b7:55:25:e2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:b2,b4:5d:50:e1:92:33,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:35:10,80:8d:b7:55:35:00,38:17:c3:1f:01:90,80:8d:b7:55:39:d0,38:17:c3:1f:01:80,38:17:c3:19:d7:60,38:17:c3:19:d7:70,44:48:c1:a5:82:20,80:8d:b7:55:25:f0,80:8d:b7:55:25:e0,20:a6:cd:50:24:a0,20:a6:cd:50:24:b0,b4:5d:50:e1:92:31,66:2a:2f:53:7c:99,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:3a:51,00:4e:35:df:06:40,60:32:b1:3e:1a:b8,00:4e:35:df:06:41,38:17:c3:19:55:52,80:8d:b7:55:39:c0,44:48:c1:a5:82:30,38:17:c3:19:45:b0,80:8d:b7:55:3a:50,38:17:c3:19:55:50,38:17:c3:1e:ff:10,80:8d:b7:55:3a:42,00:4e:35:df:06:51,00:4e:35:df:06:42,00:4e:35:df:06:52,b4:5d:50:e1:96:50,20:a6:cd:50:24:b1,b4:5d:50:e1:96:53,38:17:c3:19:55:51,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:1e:ff:00,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,b4:5d:50:e1:92:23,b4:5d:50:e1:92:22,38:17:c3:19:45:a2,00:4e:35:df:06:50,b4:5d:50:e1:96:43,38:17:c3:19:45:a1,b4:5d:50:e1:92:21,80:8d:b7:55:3a:40,38:17:c3:19:45:a0,80:8d:b7:55:3a:41,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,00:4e:35:de:e1:00,00:4e:35:de:e1:12,00:4e:35:de:e1:01,b4:5d:50:e1:92:20,38:17:c3:1f:09:83,00:4e:35:de:e1:02,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,00:4e:35:de:e1:10,20:a6:cd:42:0b:e3,a8:bd:27:4c:bd:30,00:4e:35:de:e1:11,60:32:b1:3e:1a:b7,a8:bd:27:4c:bd:31,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:32,38:17:c3:1f:08:41,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,00:4e:35:de:d7:53,38:17:c3:1f:22:22,38:17:c3:1f:22:21,00:4e:35:de:d7:50,00:4e:35:de:d7:52,38:17:c3:1f:22:30,00:4e:35:de:d7:51,38:17:c3:19:71:90,00:4e:35:de:d7:43,a8:bd:27:4c:bd:22,38:17:c3:1f:22:20,38:17:c3:1f:08:50,38:17:c3:1f:08:52,38:17:c3:1f:22:31,38:17:c3:19:71:82,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:71:80,38:17:c3:1f:22:32,38:17:c3:19:71:81,38:17:c3:1f:08:51,70:56:81:c9:91:ab,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:1e:fc:a1,00:4e:35:df:0e:01,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:11,00:4e:35:df:0e:10,00:4e:35:df:0e:12,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:4f:11,38:17:c3:24:58:b2,38:17:c3:24:4f:10,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:4f:12,38:17:c3:1f:0f:90,00:4e:35:de:d7:40,00:4e:35:de:d7:41,00:4e:35:de:d7:42,x,y,label
-62,-62,-32,-59,-64,-65,-69,-72,-72,-72,-66,-66,-100,-100,-67,-62,-62,-79,-78,-100,-100,-86,-100,-54,-55,-85,-85,-85,-77,-88,-87,-79,-76,-78,-100,-100,-82,-83,-76,-62,-65,-72,-68,-100,-62,-78,-76,-86,-55,-85,-79,-100,-83,-76,-81,-64,-64,-65,-65,-77,-100,-100,-78,-84,-64,-65,-87,-78,-84,-100,-69,-82,-78,-83,-100,-83,-100,-84,-100,-100,-100,-100,-100,-100,-79,-100,-83,-100,-100,-80,-69,-100,-68,-76,-76,-100,-87,-100,-80,-91,-100,-79,-79,-79,-86,-100,-87,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,387.7999999999999,9
-63,-63,-33,-58,-65,-65,-69,-72,-72,-72,-100,-67,-84,-85,-70,-63,-63,-100,-100,-100,-100,-87,-87,-55,-55,-85,-85,-84,-77,-88,-100,-78,-78,-78,-85,-86,-81,-84,-76,-63,-64,-72,-68,-85,-63,-100,-76,-87,-55,-85,-78,-85,-84,-75,-81,-62,-62,-65,-65,-77,-77,-100,-77,-83,-62,-65,-100,-77,-83,-100,-70,-83,-77,-83,-100,-84,-100,-83,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-80,-70,-100,-70,-76,-76,-100,-100,-100,-80,-91,-100,-80,-80,-80,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,387.7999999999999,9
-63,-62,-29,-59,-64,-65,-71,-72,-72,-71,-67,-67,-84,-85,-69,-62,-62,-100,-100,-77,-76,-87,-87,-54,-55,-85,-83,-85,-77,-100,-100,-78,-78,-78,-85,-86,-81,-84,-75,-62,-64,-72,-67,-85,-63,-100,-100,-87,-55,-85,-78,-85,-84,-76,-86,-62,-62,-65,-65,-77,-77,-100,-77,-83,-62,-65,-87,-77,-84,-100,-70,-82,-77,-82,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-70,-100,-70,-76,-75,-84,-100,-100,-100,-100,-100,-80,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,387.7999999999999,9
-67,-67,-31,-59,-63,-63,-71,-74,-74,-74,-66,-67,-100,-100,-70,-60,-60,-82,-82,-77,-77,-86,-86,-56,-56,-100,-88,-88,-73,-100,-100,-100,-100,-100,-100,-100,-80,-100,-78,-67,-63,-74,-67,-100,-60,-82,-77,-86,-56,-87,-100,-100,-86,-78,-89,-57,-57,-63,-63,-73,-74,-100,-75,-100,-57,-62,-100,-73,-100,-100,-66,-83,-75,-83,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-83,-100,-100,-79,-66,-100,-66,-78,-78,-100,-100,-100,-78,-100,-83,-79,-78,-79,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10
-66,-66,-27,-58,-65,-65,-72,-73,-73,-73,-67,-67,-82,-83,-66,-59,-59,-82,-82,-77,-77,-86,-84,-55,-55,-100,-87,-86,-72,-100,-100,-100,-78,-100,-100,-100,-83,-100,-79,-66,-65,-73,-67,-83,-58,-82,-78,-84,-55,-87,-100,-100,-88,-79,-86,-58,-58,-65,-65,-72,-74,-85,-75,-100,-59,-65,-100,-72,-100,-100,-68,-80,-75,-80,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-80,-100,-100,-79,-68,-100,-68,-79,-79,-100,-91,-100,-80,-100,-83,-79,-78,-79,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10
-67,-67,-26,-59,-63,-63,-73,-74,-74,-74,-68,-68,-82,-83,-68,-60,-60,-83,-82,-77,-76,-85,-84,-58,-58,-85,-85,-85,-73,-100,-100,-100,-78,-100,-100,-100,-78,-100,-77,-67,-65,-74,-68,-83,-60,-100,-77,-85,-58,-85,-76,-100,-86,-77,-87,-58,-58,-63,-63,-73,-100,-86,-100,-83,-58,-63,-100,-73,-100,-100,-67,-82,-100,-82,-100,-86,-100,-84,-100,-100,-100,-100,-100,-80,-80,-100,-83,-100,-100,-79,-67,-100,-67,-77,-78,-100,-91,-84,-80,-100,-84,-78,-79,-79,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10
-67,-67,-26,-58,-63,-63,-69,-74,-74,-74,-67,-67,-83,-82,-69,-60,-60,-83,-82,-76,-76,-83,-85,-58,-58,-85,-85,-85,-74,-100,-100,-76,-85,-76,-100,-100,-78,-86,-78,-67,-100,-74,-67,-83,-60,-100,-76,-84,-58,-86,-76,-100,-86,-78,-85,-58,-58,-64,-64,-73,-74,-86,-75,-84,-58,-64,-89,-73,-85,-100,-67,-79,-75,-79,-100,-86,-100,-84,-100,-100,-100,-100,-100,-80,-80,-100,-79,-100,-100,-78,-67,-100,-67,-78,-78,-100,-100,-84,-80,-100,-84,-78,-78,-78,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10
-67,-67,-26,-58,-100,-100,-69,-73,-73,-73,-68,-68,-82,-83,-68,-59,-59,-81,-81,-76,-77,-84,-84,-58,-58,-100,-85,-100,-74,-100,-100,-76,-75,-76,-83,-84,-78,-86,-78,-67,-100,-73,-68,-82,-59,-81,-77,-84,-58,-86,-76,-83,-86,-78,-89,-58,-58,-64,-64,-74,-74,-85,-74,-84,-58,-64,-89,-74,-85,-100,-100,-81,-74,-82,-100,-86,-100,-84,-100,-100,-100,-100,-100,-82,-79,-100,-82,-100,-100,-80,-67,-100,-67,-78,-78,-100,-100,-100,-80,-100,-84,-78,-78,-78,-100,-100,-90,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10
-67,-67,-26,-58,-63,-63,-71,-74,-74,-74,-68,-68,-82,-83,-69,-59,-59,-81,-81,-77,-76,-85,-84,-57,-58,-100,-100,-100,-74,-100,-100,-100,-76,-76,-83,-83,-77,-100,-79,-67,-63,-74,-68,-82,-60,-82,-77,-85,-58,-100,-74,-84,-86,-77,-89,-57,-57,-64,-63,-74,-74,-87,-74,-84,-58,-64,-89,-73,-84,-100,-67,-79,-74,-79,-100,-100,-100,-84,-100,-100,-100,-100,-100,-82,-80,-100,-79,-100,-100,-80,-67,-100,-67,-79,-79,-100,-100,-100,-79,-100,-100,-79,-79,-79,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10
-64,-64,-30,-56,-65,-65,-63,-75,-74,-75,-75,-75,-100,-100,-75,-61,-61,-100,-100,-78,-78,-100,-100,-48,-48,-83,-83,-83,-78,-100,-100,-82,-78,-82,-100,-100,-82,-85,-83,-64,-65,-75,-100,-100,-62,-100,-78,-88,-48,-84,-83,-100,-84,-83,-87,-53,-53,-55,-55,-78,-100,-84,-79,-80,-53,-55,-100,-79,-80,-100,-65,-80,-79,-80,-100,-84,-100,-80,-100,-100,-100,-84,-100,-100,-100,-100,-79,-100,-100,-100,-65,-100,-65,-83,-83,-83,-100,-83,-100,-100,-83,-79,-78,-78,-100,-100,-88,-100,-100,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-63,-64,-29,-57,-65,-65,-67,-75,-75,-75,-72,-72,-100,-100,-77,-60,-60,-100,-84,-79,-79,-88,-100,-52,-52,-83,-83,-83,-79,-100,-100,-82,-78,-82,-100,-100,-81,-84,-84,-64,-65,-75,-72,-100,-60,-85,-79,-88,-52,-83,-83,-100,-85,-84,-86,-54,-54,-57,-57,-79,-100,-82,-77,-78,-54,-57,-100,-79,-78,-100,-64,-78,-77,-78,-100,-84,-100,-78,-100,-100,-100,-84,-100,-84,-82,-100,-78,-100,-100,-83,-65,-100,-65,-83,-84,-83,-90,-83,-100,-100,-83,-79,-78,-78,-100,-100,-88,-100,-100,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-63,-63,-29,-57,-100,-66,-71,-74,-74,-74,-73,-74,-85,-85,-75,-59,-59,-100,-84,-79,-79,-88,-100,-46,-46,-83,-83,-83,-79,-100,-100,-78,-77,-79,-100,-100,-81,-84,-82,-63,-66,-74,-73,-85,-59,-85,-79,-100,-46,-83,-79,-100,-83,-83,-90,-53,-52,-54,-54,-79,-100,-82,-77,-80,-54,-54,-100,-79,-78,-100,-65,-79,-77,-79,-100,-84,-100,-78,-100,-100,-100,-100,-100,-84,-83,-100,-79,-100,-100,-83,-65,-100,-65,-83,-83,-100,-89,-82,-100,-100,-82,-81,-80,-80,-100,-100,-86,-100,-100,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-63,-63,-30,-58,-100,-66,-69,-74,-74,-74,-73,-74,-85,-86,-75,-57,-58,-100,-100,-100,-100,-100,-100,-50,-50,-83,-83,-83,-80,-100,-100,-80,-78,-79,-100,-100,-81,-84,-85,-63,-66,-74,-73,-85,-58,-85,-100,-100,-50,-84,-79,-100,-83,-85,-86,-52,-52,-57,-57,-80,-77,-100,-78,-81,-52,-57,-100,-80,-81,-100,-66,-82,-78,-82,-100,-84,-100,-81,-100,-100,-100,-100,-100,-83,-83,-100,-82,-100,-100,-100,-65,-100,-66,-85,-83,-100,-89,-82,-84,-100,-83,-80,-80,-80,-100,-100,-86,-100,-90,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-64,-63,-29,-56,-100,-100,-72,-75,-75,-75,-73,-72,-85,-86,-75,-62,-62,-100,-100,-78,-79,-100,-100,-45,-46,-83,-83,-83,-78,-100,-100,-78,-78,-77,-100,-100,-81,-84,-84,-63,-66,-75,-73,-85,-62,-85,-78,-100,-46,-83,-79,-100,-84,-85,-85,-52,-53,-53,-53,-78,-79,-82,-78,-79,-53,-53,-100,-78,-79,-100,-66,-79,-79,-80,-100,-84,-100,-79,-100,-100,-100,-100,-100,-82,-86,-100,-80,-100,-100,-100,-66,-100,-66,-85,-84,-100,-100,-82,-84,-100,-83,-79,-79,-79,-100,-100,-86,-100,-90,-86,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-64,-64,-27,-57,-66,-66,-71,-74,-75,-74,-73,-72,-100,-100,-75,-59,-59,-100,-100,-78,-79,-100,-100,-43,-43,-83,-83,-83,-79,-100,-100,-78,-78,-78,-100,-100,-81,-84,-84,-64,-66,-75,-73,-100,-59,-100,-78,-100,-43,-83,-79,-100,-84,-85,-82,-53,-53,-55,-55,-79,-78,-82,-78,-81,-53,-55,-100,-79,-81,-100,-66,-81,-78,-80,-100,-84,-100,-81,-100,-100,-100,-100,-100,-82,-86,-100,-80,-100,-100,-100,-66,-100,-66,-85,-84,-100,-88,-84,-100,-100,-84,-79,-79,-81,-100,-100,-86,-88,-88,-86,-82,-82,-86,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-63,-63,-23,-59,-63,-65,-67,-78,-77,-76,-73,-73,-100,-100,-71,-62,-62,-80,-80,-100,-100,-100,-100,-50,-50,-100,-87,-100,-76,-100,-100,-77,-77,-77,-100,-100,-84,-87,-81,-63,-65,-77,-100,-100,-62,-80,-100,-100,-50,-86,-77,-100,-100,-81,-84,-52,-52,-55,-55,-76,-75,-83,-75,-76,-52,-55,-100,-76,-77,-100,-69,-82,-75,-82,-100,-88,-100,-76,-100,-100,-100,-100,-100,-86,-82,-100,-82,-100,-100,-77,-69,-100,-69,-81,-81,-82,-87,-83,-81,-100,-83,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-63,-63,-26,-60,-65,-66,-65,-79,-78,-77,-72,-72,-100,-100,-71,-62,-62,-100,-100,-79,-78,-90,-100,-46,-47,-85,-86,-85,-76,-100,-100,-77,-77,-77,-85,-85,-100,-86,-80,-62,-65,-79,-72,-100,-63,-100,-79,-100,-47,-86,-77,-100,-88,-80,-84,-52,-52,-55,-55,-76,-75,-86,-75,-76,-53,-55,-100,-76,-76,-100,-71,-80,-74,-81,-100,-88,-100,-76,-100,-100,-100,-100,-100,-78,-79,-100,-80,-100,-100,-80,-72,-100,-72,-80,-80,-82,-86,-82,-80,-100,-82,-82,-82,-82,-86,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-63,-63,-26,-60,-64,-65,-67,-77,-77,-77,-72,-72,-100,-100,-71,-63,-63,-80,-80,-79,-79,-100,-89,-47,-47,-86,-86,-100,-75,-100,-100,-77,-76,-77,-100,-100,-84,-86,-82,-63,-63,-77,-73,-100,-63,-80,-100,-89,-47,-85,-77,-100,-87,-82,-84,-53,-53,-55,-55,-76,-74,-86,-74,-76,-53,-55,-100,-75,-76,-100,-70,-79,-74,-82,-100,-87,-100,-76,-100,-100,-100,-100,-100,-82,-81,-100,-82,-100,-100,-82,-70,-100,-70,-82,-82,-77,-86,-81,-82,-100,-82,-81,-79,-81,-88,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-63,-63,-26,-60,-65,-64,-66,-76,-77,-76,-71,-70,-100,-100,-69,-61,-61,-100,-100,-100,-100,-89,-100,-46,-46,-100,-86,-100,-75,-100,-100,-77,-76,-77,-85,-85,-100,-87,-81,-63,-65,-76,-71,-100,-61,-100,-100,-90,-46,-100,-77,-84,-88,-80,-84,-52,-52,-57,-57,-75,-74,-100,-74,-76,-53,-57,-100,-75,-75,-100,-71,-81,-75,-81,-100,-87,-100,-77,-100,-100,-100,-100,-100,-79,-80,-100,-81,-100,-100,-80,-72,-100,-71,-81,-80,-81,-89,-81,-79,-100,-100,-81,-81,-82,-100,-100,-100,-100,-100,-100,-84,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-63,-63,-27,-59,-66,-65,-67,-77,-77,-77,-100,-100,-84,-85,-73,-62,-62,-100,-100,-100,-100,-100,-100,-46,-46,-88,-86,-100,-75,-100,-100,-76,-76,-76,-85,-85,-100,-87,-82,-64,-66,-77,-74,-85,-62,-100,-79,-90,-46,-87,-76,-84,-87,-82,-84,-53,-53,-57,-57,-75,-74,-100,-74,-76,-53,-57,-100,-75,-75,-100,-71,-83,-74,-83,-100,-87,-100,-75,-100,-100,-100,-100,-100,-100,-80,-100,-83,-100,-100,-80,-72,-100,-71,-81,-82,-81,-88,-81,-79,-100,-100,-81,-81,-82,-100,-100,-100,-100,-100,-100,-84,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-63,-63,-26,-60,-65,-65,-66,-76,-76,-77,-71,-71,-100,-100,-70,-61,-61,-100,-100,-100,-79,-89,-100,-46,-46,-100,-100,-100,-75,-100,-100,-77,-77,-77,-100,-100,-100,-87,-80,-63,-65,-77,-71,-100,-61,-100,-100,-90,-46,-88,-77,-100,-88,-80,-84,-52,-52,-57,-57,-75,-75,-86,-74,-77,-52,-57,-100,-75,-77,-100,-100,-81,-74,-81,-100,-87,-100,-76,-100,-100,-100,-100,-100,-79,-79,-100,-81,-100,-100,-80,-71,-100,-100,-80,-80,-82,-89,-82,-80,-100,-82,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-67,-67,-32,-62,-69,-70,-73,-77,-77,-77,-74,-74,-100,-100,-71,-63,-63,-100,-100,-82,-82,-100,-100,-52,-52,-84,-84,-84,-71,-100,-100,-100,-76,-100,-100,-100,-87,-85,-80,-67,-70,-77,-74,-100,-63,-100,-82,-100,-52,-84,-100,-100,-86,-80,-85,-55,-56,-56,-56,-71,-67,-84,-67,-79,-56,-56,-100,-72,-80,-100,-71,-81,-67,-81,-100,-86,-100,-79,-100,-100,-100,-100,-100,-84,-80,-100,-81,-100,-100,-81,-71,-100,-71,-80,-80,-81,-82,-81,-100,-100,-81,-100,-75,-100,-100,-100,-85,-100,-100,-85,-100,-100,-85,-100,-100,-100,-89,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
