38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,b0:be:76:f8:30:5e,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:02,80:8d:b7:55:35:01,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:35:03,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:82,38:17:c3:1f:01:81,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:d7:72,38:17:c3:19:d7:71,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,80:8d:b7:55:3a:52,38:17:c3:19:45:b1,38:17:c3:19:45:b2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e3,80:8d:b7:55:25:e2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:b2,b4:5d:50:e1:92:33,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:35:10,80:8d:b7:55:35:00,38:17:c3:1f:01:90,80:8d:b7:55:39:d0,38:17:c3:1f:01:80,38:17:c3:19:d7:60,38:17:c3:19:d7:70,44:48:c1:a5:82:20,80:8d:b7:55:25:f0,80:8d:b7:55:25:e0,20:a6:cd:50:24:a0,20:a6:cd:50:24:b0,b4:5d:50:e1:92:31,66:2a:2f:53:7c:99,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:3a:51,00:4e:35:df:06:40,60:32:b1:3e:1a:b8,00:4e:35:df:06:41,38:17:c3:19:55:52,80:8d:b7:55:39:c0,44:48:c1:a5:82:30,38:17:c3:19:45:b0,80:8d:b7:55:3a:50,38:17:c3:19:55:50,38:17:c3:1e:ff:10,80:8d:b7:55:3a:42,00:4e:35:df:06:51,00:4e:35:df:06:42,00:4e:35:df:06:52,b4:5d:50:e1:96:50,20:a6:cd:50:24:b1,b4:5d:50:e1:96:53,38:17:c3:19:55:51,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:1e:ff:00,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,b4:5d:50:e1:92:23,b4:5d:50:e1:92:22,38:17:c3:19:45:a2,00:4e:35:df:06:50,b4:5d:50:e1:96:43,38:17:c3:19:45:a1,b4:5d:50:e1:92:21,80:8d:b7:55:3a:40,38:17:c3:19:45:a0,80:8d:b7:55:3a:41,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,00:4e:35:de:e1:00,00:4e:35:de:e1:12,00:4e:35:de:e1:01,b4:5d:50:e1:92:20,38:17:c3:1f:09:83,00:4e:35:de:e1:02,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,00:4e:35:de:e1:10,20:a6:cd:42:0b:e3,a8:bd:27:4c:bd:30,00:4e:35:de:e1:11,60:32:b1:3e:1a:b7,a8:bd:27:4c:bd:31,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:32,38:17:c3:1f:08:41,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,00:4e:35:de:d7:53,38:17:c3:1f:22:22,38:17:c3:1f:22:21,00:4e:35:de:d7:50,00:4e:35:de:d7:52,38:17:c3:1f:22:30,00:4e:35:de:d7:51,38:17:c3:19:71:90,00:4e:35:de:d7:43,a8:bd:27:4c:bd:22,38:17:c3:1f:22:20,38:17:c3:1f:08:50,38:17:c3:1f:08:52,38:17:c3:1f:22:31,38:17:c3:19:71:82,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:71:80,38:17:c3:1f:22:32,38:17:c3:19:71:81,38:17:c3:1f:08:51,70:56:81:c9:91:ab,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:1e:fc:a1,00:4e:35:df:0e:01,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:11,00:4e:35:df:0e:10,00:4e:35:df:0e:12,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:4f:11,38:17:c3:24:58:b2,38:17:c3:24:4f:10,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:4f:12,38:17:c3:1f:0f:90,00:4e:35:de:d7:40,00:4e:35:de:d7:41,00:4e:35:de:d7:42,x,y,label
-77,-78,-29,-73,-100,-100,-50,-86,-85,-100,-81,-81,-100,-100,-81,-78,-78,-100,-100,-100,-100,-100,-100,-84,-84,-75,-75,-75,-79,-100,-100,-70,-69,-69,-100,-100,-100,-100,-100,-78,-100,-87,-81,-100,-78,-100,-100,-100,-85,-75,-70,-100,-100,-100,-86,-73,-73,-86,-85,-79,-61,-100,-61,-63,-73,-85,-89,-79,-62,-100,-67,-63,-61,-63,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-67,-100,-67,-100,-100,-69,-81,-69,-100,-100,-69,-55,-55,-55,-81,-100,-78,-81,-100,-78,-100,-100,-78,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-86,-77,-78,-86,-86,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28
-77,-78,-35,-76,-100,-100,-48,-86,-100,-86,-83,-82,-100,-100,-83,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-74,-78,-100,-100,-69,-69,-69,-100,-100,-100,-100,-100,-78,-100,-86,-82,-100,-78,-100,-84,-92,-100,-75,-69,-100,-100,-100,-86,-73,-73,-86,-86,-78,-61,-100,-61,-63,-73,-86,-100,-78,-63,-100,-67,-63,-61,-63,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-67,-100,-67,-100,-100,-69,-81,-69,-100,-100,-69,-54,-54,-54,-81,-100,-78,-81,-100,-78,-100,-100,-78,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-86,-77,-77,-86,-86,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28
-78,-78,-35,-77,-100,-100,-50,-100,-100,-86,-83,-82,-100,-100,-81,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-78,-100,-100,-69,-69,-69,-100,-100,-88,-100,-100,-78,-100,-86,-82,-100,-78,-100,-84,-92,-100,-74,-70,-100,-100,-100,-84,-100,-73,-87,-86,-77,-61,-100,-61,-63,-100,-87,-100,-78,-63,-100,-66,-63,-61,-63,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-67,-100,-67,-100,-100,-69,-79,-69,-100,-100,-69,-54,-54,-54,-79,-100,-78,-79,-100,-77,-100,-100,-78,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-78,-82,-100,-77,-78,-100,-86,-86,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28
-85,-86,-30,-76,-82,-82,-54,-88,-88,-88,-81,-81,-100,-100,-79,-80,-80,-100,-100,-82,-82,-100,-100,-80,-80,-82,-83,-82,-81,-100,-100,-69,-71,-69,-100,-100,-100,-100,-100,-85,-100,-88,-80,-100,-80,-100,-100,-90,-81,-82,-70,-100,-100,-100,-85,-75,-75,-86,-86,-81,-59,-100,-59,-59,-74,-87,-89,-81,-59,-100,-69,-63,-59,-63,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-69,-100,-69,-100,-100,-71,-75,-70,-100,-100,-71,-55,-55,-55,-75,-100,-75,-75,-100,-75,-100,-100,-75,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-77,-78,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-85,-85,-28,-78,-80,-80,-54,-90,-89,-88,-78,-78,-100,-100,-80,-80,-80,-100,-100,-82,-100,-100,-100,-81,-80,-85,-84,-84,-77,-100,-100,-71,-71,-71,-100,-100,-86,-100,-100,-85,-79,-88,-78,-100,-80,-100,-100,-100,-82,-85,-71,-100,-100,-100,-84,-74,-74,-100,-100,-77,-60,-100,-60,-61,-74,-88,-89,-77,-61,-100,-74,-64,-60,-64,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-74,-100,-74,-100,-100,-71,-80,-71,-100,-100,-71,-55,-55,-55,-75,-100,-77,-80,-100,-77,-100,-100,-77,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-89,-78,-78,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-86,-85,-37,-77,-81,-82,-53,-91,-89,-100,-78,-78,-100,-100,-78,-81,-81,-100,-100,-100,-100,-100,-100,-81,-82,-85,-86,-85,-76,-100,-100,-70,-70,-69,-100,-100,-86,-100,-100,-86,-81,-89,-78,-100,-81,-100,-84,-100,-82,-85,-70,-100,-100,-100,-86,-74,-74,-87,-87,-76,-61,-100,-61,-60,-74,-86,-89,-77,-60,-100,-72,-64,-61,-64,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-72,-100,-71,-100,-100,-70,-79,-70,-100,-100,-70,-54,-54,-55,-79,-100,-88,-78,-100,-87,-100,-100,-87,-100,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-89,-77,-78,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-86,-100,-40,-79,-81,-81,-54,-91,-90,-100,-78,-78,-100,-100,-79,-81,-81,-100,-100,-100,-100,-100,-100,-81,-82,-85,-85,-86,-77,-100,-100,-69,-69,-69,-100,-100,-100,-100,-100,-86,-81,-89,-78,-100,-82,-100,-84,-100,-82,-87,-69,-100,-100,-100,-86,-74,-75,-87,-87,-77,-62,-100,-61,-61,-75,-87,-100,-77,-61,-100,-71,-65,-62,-65,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-71,-100,-71,-100,-100,-70,-77,-70,-100,-100,-70,-55,-55,-55,-77,-100,-79,-77,-100,-79,-100,-100,-78,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-77,-78,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-86,-87,-39,-78,-100,-81,-54,-90,-90,-100,-77,-77,-100,-100,-78,-81,-81,-100,-100,-83,-100,-100,-100,-82,-81,-86,-86,-86,-76,-100,-100,-69,-70,-69,-100,-100,-100,-100,-100,-87,-100,-90,-78,-100,-81,-100,-83,-100,-81,-86,-70,-100,-100,-100,-85,-74,-74,-87,-86,-76,-61,-100,-61,-61,-75,-86,-100,-76,-61,-100,-72,-64,-61,-64,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-72,-100,-72,-100,-100,-70,-76,-70,-100,-100,-70,-55,-55,-55,-76,-100,-78,-76,-100,-78,-100,-100,-78,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-78,-78,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-86,-86,-39,-79,-100,-81,-53,-90,-100,-100,-78,-78,-100,-100,-78,-81,-82,-100,-100,-83,-100,-100,-100,-82,-81,-87,-85,-86,-75,-100,-100,-69,-68,-69,-100,-100,-85,-100,-100,-87,-80,-89,-78,-100,-82,-100,-83,-100,-81,-86,-70,-100,-100,-100,-87,-75,-74,-86,-86,-75,-62,-100,-62,-61,-75,-86,-100,-75,-60,-100,-72,-61,-62,-61,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-72,-100,-72,-100,-100,-71,-76,-70,-100,-100,-70,-55,-55,-55,-76,-100,-78,-76,-100,-78,-100,-100,-78,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-89,-78,-78,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-84,-84,-30,-78,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-82,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-79,-100,-100,-75,-75,-75,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-84,-100,-100,-100,-100,-76,-100,-100,-100,-100,-87,-74,-75,-86,-100,-80,-55,-100,-55,-58,-74,-87,-100,-80,-58,-100,-69,-68,-55,-68,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-69,-100,-69,-100,-100,-71,-81,-71,-100,-100,-71,-61,-61,-61,-82,-100,-76,-82,-100,-76,-100,-100,-76,-100,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-86,-85,-35,-84,-100,-100,-52,-100,-100,-100,-85,-84,-100,-100,-82,-85,-84,-100,-100,-100,-100,-100,-100,-82,-100,-76,-76,-76,-79,-100,-100,-75,-72,-76,-100,-100,-100,-100,-100,-86,-83,-89,-100,-100,-85,-100,-100,-100,-82,-76,-75,-100,-100,-100,-86,-74,-75,-86,-100,-79,-58,-100,-58,-61,-74,-87,-100,-79,-60,-100,-68,-63,-58,-63,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-68,-100,-68,-100,-100,-70,-80,-70,-100,-100,-70,-61,-61,-61,-81,-100,-76,-80,-100,-76,-100,-100,-76,-100,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-86,-86,-35,-82,-100,-100,-51,-100,-100,-100,-85,-84,-100,-100,-82,-84,-84,-100,-100,-84,-100,-100,-100,-82,-83,-77,-77,-77,-80,-100,-100,-75,-74,-74,-100,-100,-83,-100,-100,-86,-83,-89,-100,-100,-84,-100,-100,-100,-82,-77,-74,-100,-100,-100,-86,-76,-76,-100,-100,-80,-58,-100,-58,-59,-76,-88,-100,-80,-59,-100,-68,-63,-58,-63,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-68,-100,-68,-100,-100,-70,-79,-70,-100,-100,-70,-61,-61,-61,-79,-100,-76,-79,-100,-76,-100,-100,-75,-100,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-86,-86,-35,-83,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-82,-84,-83,-100,-100,-84,-100,-100,-100,-83,-83,-77,-77,-77,-81,-100,-100,-75,-70,-74,-100,-100,-83,-100,-100,-86,-82,-89,-100,-100,-84,-100,-100,-100,-100,-77,-74,-100,-100,-100,-86,-76,-76,-100,-100,-81,-58,-100,-58,-59,-76,-88,-100,-81,-59,-100,-68,-64,-58,-64,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-69,-100,-69,-100,-100,-70,-80,-70,-100,-100,-70,-61,-61,-61,-80,-100,-76,-80,-100,-76,-100,-100,-75,-100,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-85,-85,-35,-83,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-84,-83,-100,-100,-82,-82,-77,-77,-76,-80,-100,-100,-74,-70,-75,-100,-100,-100,-100,-100,-84,-82,-89,-100,-100,-84,-100,-84,-100,-81,-77,-75,-100,-100,-100,-86,-77,-77,-100,-100,-79,-58,-100,-58,-59,-77,-88,-100,-79,-59,-100,-68,-64,-58,-64,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-69,-100,-69,-100,-100,-70,-82,-70,-100,-100,-70,-62,-62,-62,-82,-100,-77,-82,-100,-77,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-84,-84,-35,-83,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-86,-84,-85,-100,-100,-84,-84,-100,-100,-82,-82,-77,-77,-77,-79,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-84,-100,-89,-84,-100,-84,-100,-84,-100,-81,-77,-73,-100,-100,-100,-88,-77,-75,-100,-100,-79,-58,-100,-58,-61,-77,-87,-100,-79,-61,-100,-68,-67,-57,-67,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-68,-100,-68,-100,-100,-70,-80,-70,-100,-100,-70,-60,-60,-61,-81,-100,-79,-81,-100,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-84,-84,-29,-80,-82,-83,-51,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-77,-100,-100,-72,-73,-72,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-80,-100,-100,-100,-100,-76,-72,-100,-100,-100,-100,-100,-100,-100,-100,-77,-60,-100,-60,-63,-100,-88,-100,-77,-63,-100,-69,-65,-61,-65,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-69,-100,-69,-100,-100,-100,-77,-74,-100,-100,-74,-63,-63,-63,-77,-100,-76,-77,-100,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-84,-84,-29,-80,-82,-83,-53,-100,-100,-100,-100,-100,-100,-100,-82,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-75,-77,-100,-100,-72,-73,-72,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-80,-100,-100,-100,-100,-76,-71,-100,-100,-100,-87,-100,-77,-100,-100,-77,-61,-100,-61,-64,-76,-88,-100,-77,-64,-100,-68,-64,-61,-64,-100,-100,-100,-64,-100,-100,-100,-100,-100,-88,-100,-100,-64,-100,-100,-100,-68,-100,-68,-100,-100,-74,-78,-74,-100,-100,-74,-63,-63,-63,-78,-100,-75,-78,-100,-74,-100,-100,-75,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-85,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-84,-84,-29,-81,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-82,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-76,-77,-100,-100,-72,-72,-71,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-79,-100,-100,-100,-100,-76,-72,-100,-100,-100,-87,-77,-77,-100,-87,-76,-60,-100,-60,-63,-77,-87,-100,-77,-64,-100,-69,-65,-60,-65,-100,-100,-100,-63,-100,-100,-100,-100,-100,-88,-100,-100,-65,-100,-100,-100,-69,-100,-69,-100,-100,-74,-77,-74,-100,-100,-73,-64,-64,-64,-77,-100,-74,-77,-100,-74,-100,-100,-74,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-84,-84,-29,-80,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-82,-79,-79,-100,-100,-100,-100,-100,-100,-100,-83,-75,-76,-76,-76,-100,-100,-72,-73,-72,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-79,-100,-100,-100,-100,-76,-72,-100,-100,-100,-87,-77,-77,-100,-87,-76,-60,-100,-60,-64,-77,-88,-100,-76,-64,-100,-69,-63,-60,-63,-100,-100,-100,-64,-100,-100,-100,-100,-100,-88,-100,-100,-63,-100,-100,-100,-69,-100,-69,-100,-100,-74,-78,-74,-100,-100,-74,-64,-64,-63,-78,-100,-74,-78,-100,-74,-100,-100,-74,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-84,-84,-29,-80,-100,-100,-53,-100,-100,-100,-83,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-83,-75,-75,-75,-76,-100,-100,-72,-73,-72,-100,-100,-100,-100,-100,-84,-100,-89,-100,-100,-82,-100,-100,-100,-100,-75,-72,-100,-100,-100,-86,-77,-77,-87,-87,-76,-60,-100,-60,-62,-77,-88,-100,-76,-62,-100,-69,-63,-60,-63,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-69,-100,-69,-100,-100,-74,-77,-74,-100,-100,-74,-63,-63,-63,-77,-100,-74,-77,-100,-76,-100,-100,-75,-100,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-100,-100,-29,-81,-100,-100,-52,-100,-100,-100,-83,-100,-100,-100,-79,-79,-80,-100,-100,-100,-84,-100,-100,-83,-100,-75,-76,-75,-76,-100,-100,-71,-74,-72,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-80,-100,-100,-100,-83,-76,-72,-100,-100,-100,-87,-77,-77,-86,-87,-76,-60,-100,-60,-64,-77,-88,-100,-76,-64,-100,-69,-66,-60,-66,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-70,-100,-69,-100,-100,-74,-78,-73,-100,-100,-74,-64,-64,-64,-78,-100,-75,-78,-100,-74,-100,-100,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-84,-85,-31,-78,-100,-100,-44,-100,-100,-100,-100,-82,-100,-100,-85,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-81,-100,-100,-74,-77,-74,-100,-100,-86,-100,-100,-84,-100,-100,-100,-100,-79,-100,-100,-100,-100,-85,-74,-100,-100,-100,-100,-81,-81,-100,-100,-81,-65,-100,-65,-64,-81,-100,-100,-81,-64,-100,-74,-72,-65,-73,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-74,-100,-75,-100,-100,-74,-79,-77,-100,-100,-77,-66,-66,-66,-79,-100,-74,-79,-100,-74,-100,-100,-74,-100,-65,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-81,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
