38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,b0:be:76:f8:30:5e,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,38:17:c3:1f:01:81,38:17:c3:1f:01:91,44:48:c1:a5:82:31,38:17:c3:1f:01:92,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:3a:42,44:48:c1:a5:82:32,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e3,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,b4:5d:50:e1:92:23,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:35:10,80:8d:b7:55:39:d0,80:8d:b7:55:39:c0,38:17:c3:1f:01:80,38:17:c3:1f:01:90,44:48:c1:a5:82:30,80:8d:b7:55:35:00,80:8d:b7:55:25:f0,38:17:c3:19:d7:60,38:17:c3:19:45:b0,38:17:c3:19:d7:70,66:2a:2f:53:7c:99,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,b4:5d:50:e1:92:33,80:8d:b7:55:25:e0,00:4e:35:df:06:42,20:a6:cd:50:24:b0,38:17:c3:1f:01:82,44:48:c1:a5:82:22,44:48:c1:a5:82:21,80:8d:b7:55:3a:41,00:4e:35:df:06:41,00:4e:35:df:06:40,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,38:17:c3:19:45:b1,00:4e:35:df:06:51,44:48:c1:a5:82:20,80:8d:b7:55:3a:40,80:8d:b7:55:3a:50,20:a6:cd:50:24:a0,00:4e:35:df:06:52,80:8d:b7:55:35:03,38:17:c3:19:45:b2,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:19:d7:72,38:17:c3:19:55:52,38:17:c3:19:55:51,38:17:c3:19:d7:71,38:17:c3:19:45:a0,38:17:c3:19:55:50,00:4e:35:df:06:50,b4:5d:50:e1:92:31,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,60:32:b1:3e:1a:b8,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,b4:5d:50:e1:96:43,38:17:c3:1e:ff:10,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,b4:5d:50:e1:92:22,00:4e:35:de:e1:12,b4:5d:50:e1:92:21,a8:bd:27:4c:bd:30,60:32:b1:3e:1a:b7,b4:5d:50:e1:92:20,00:4e:35:de:e1:11,00:4e:35:de:e1:10,b4:5d:50:e1:96:53,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:50,00:4e:35:de:e1:02,38:17:c3:1f:08:41,38:17:c3:1f:08:42,00:4e:35:de:e1:01,00:4e:35:de:e1:00,38:17:c3:1f:08:40,38:17:c3:1f:22:21,a8:bd:27:4c:bd:20,38:17:c3:1f:22:22,a8:bd:27:4c:bd:32,38:17:c3:1f:22:20,a8:bd:27:4c:bd:31,38:17:c3:1f:22:30,00:4e:35:de:d7:52,00:4e:35:de:d7:53,38:17:c3:19:71:81,00:4e:35:de:d7:51,00:4e:35:de:d7:50,9c:d6:43:60:92:e0,38:17:c3:19:71:80,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:71:92,a8:bd:27:4c:bd:22,38:17:c3:1f:08:50,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:19:71:82,38:17:c3:1f:08:52,38:17:c3:1f:08:51,a8:bd:27:4c:bd:21,00:4e:35:de:d7:42,00:4e:35:df:0e:12,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:df:0e:01,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:1e:fc:b1,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:90,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,00:4e:35:df:27:01,00:4e:35:df:27:00,00:4e:35:df:27:02,00:4e:35:de:d7:43,38:17:c3:1b:08:a2,38:17:c3:1b:08:a1,38:17:c3:1b:08:a0,38:17:c3:1b:08:b0,00:4e:35:de:d7:40,00:4e:35:de:d7:41,x,y,label
-82,-82,-100,-70,-81,-100,-56,-86,-89,-100,-76,-76,-70,-70,-100,-100,-79,-100,-79,-80,-65,-79,-82,-83,-82,-66,-66,-66,-100,-100,-100,-100,-100,-100,-82,-81,-89,-76,-71,-100,-100,-79,-80,-83,-100,-100,-100,-83,-100,-100,-100,-67,-59,-100,-100,-100,-100,-65,-60,-60,-73,-73,-100,-64,-81,-65,-72,-100,-64,-78,-100,-100,-100,-100,-59,-59,-100,-100,-60,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-57,-54,-100,-78,-100,-100,-100,-100,-78,-74,-100,-100,-100,-72,-100,-100,-72,-71,-100,-100,-76,-100,-82,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-76,-100,-87,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28
-76,-76,-31,-70,-100,-100,-63,-100,-88,-100,-78,-79,-75,-75,-100,-100,-76,-100,-100,-100,-100,-77,-74,-74,-74,-100,-100,-68,-79,-100,-80,-100,-100,-100,-77,-100,-100,-79,-75,-100,-88,-77,-100,-74,-79,-100,-100,-86,-100,-100,-100,-100,-56,-100,-100,-100,-81,-100,-57,-56,-72,-72,-100,-66,-81,-65,-72,-100,-66,-100,-100,-100,-100,-100,-59,-59,-100,-100,-59,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-52,-52,-100,-79,-100,-76,-100,-100,-79,-80,-100,-100,-100,-75,-100,-100,-75,-70,-100,-100,-74,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-76,-76,-31,-70,-78,-78,-55,-100,-88,-100,-81,-81,-71,-72,-100,-100,-77,-100,-78,-100,-65,-77,-75,-75,-75,-72,-72,-72,-79,-100,-80,-100,-100,-100,-77,-100,-100,-81,-72,-100,-88,-77,-78,-75,-79,-100,-100,-84,-100,-100,-100,-72,-57,-100,-100,-100,-80,-65,-58,-58,-75,-76,-100,-64,-81,-65,-76,-100,-64,-77,-100,-100,-100,-100,-58,-58,-100,-100,-58,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-59,-59,-100,-83,-100,-77,-100,-100,-83,-83,-100,-100,-100,-75,-100,-100,-75,-70,-100,-100,-74,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-100,-100,-100,-75,-78,-78,-52,-100,-88,-100,-77,-77,-75,-75,-100,-100,-76,-100,-80,-80,-65,-76,-75,-75,-75,-69,-70,-70,-80,-100,-80,-100,-100,-100,-80,-79,-100,-77,-75,-100,-100,-77,-78,-75,-79,-100,-100,-87,-100,-100,-100,-69,-57,-100,-100,-100,-80,-65,-58,-58,-77,-77,-100,-63,-81,-100,-77,-100,-63,-79,-100,-100,-100,-100,-56,-56,-100,-100,-56,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-53,-53,-100,-82,-100,-77,-100,-100,-82,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-77,-77,-100,-70,-78,-100,-56,-100,-87,-100,-80,-80,-77,-76,-100,-100,-75,-100,-80,-80,-64,-75,-73,-73,-73,-68,-68,-67,-80,-100,-80,-100,-100,-100,-78,-79,-87,-80,-76,-100,-89,-75,-82,-73,-79,-100,-100,-87,-100,-100,-100,-68,-58,-100,-100,-100,-100,-64,-58,-58,-75,-75,-100,-62,-100,-64,-76,-100,-62,-82,-100,-100,-100,-100,-57,-57,-100,-100,-57,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-53,-53,-100,-83,-100,-75,-100,-100,-83,-83,-100,-100,-100,-74,-100,-100,-74,-74,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-82,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-77,-77,-25,-69,-74,-75,-56,-100,-87,-100,-81,-80,-76,-76,-100,-100,-76,-100,-80,-80,-65,-75,-75,-75,-76,-68,-68,-67,-80,-100,-100,-100,-100,-100,-77,-74,-87,-81,-75,-100,-89,-75,-82,-76,-100,-89,-100,-85,-100,-100,-100,-68,-59,-100,-100,-83,-100,-65,-59,-59,-75,-75,-100,-65,-100,-65,-75,-100,-65,-82,-100,-100,-100,-100,-59,-59,-100,-100,-59,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-54,-53,-100,-82,-100,-75,-100,-100,-82,-82,-100,-100,-100,-72,-100,-100,-73,-73,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-84,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-77,-77,-29,-69,-74,-74,-61,-100,-86,-100,-79,-79,-76,-76,-100,-100,-76,-100,-80,-80,-65,-75,-76,-76,-76,-68,-68,-67,-78,-100,-100,-100,-100,-100,-77,-74,-100,-79,-75,-100,-89,-75,-100,-76,-100,-89,-100,-85,-100,-100,-100,-68,-57,-100,-100,-79,-79,-64,-57,-57,-78,-78,-100,-65,-79,-65,-78,-100,-65,-100,-100,-100,-100,-100,-58,-58,-100,-100,-58,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-53,-54,-100,-79,-100,-75,-100,-100,-79,-79,-100,-100,-100,-77,-100,-100,-73,-73,-100,-100,-100,-100,-76,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-82,-100,-84,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-81,-82,-27,-72,-100,-100,-47,-100,-86,-100,-78,-78,-70,-70,-100,-100,-80,-100,-100,-100,-72,-80,-85,-85,-86,-70,-71,-74,-84,-100,-100,-100,-100,-100,-82,-100,-100,-79,-70,-100,-100,-80,-100,-85,-100,-100,-100,-83,-100,-100,-100,-71,-58,-100,-100,-78,-79,-72,-58,-58,-77,-77,-100,-66,-79,-72,-78,-100,-66,-84,-100,-100,-100,-100,-60,-60,-100,-100,-60,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-61,-100,-82,-100,-76,-100,-100,-100,-81,-100,-100,-100,-76,-100,-100,-76,-76,-100,-100,-68,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-81,-80,-27,-71,-100,-100,-50,-87,-87,-100,-78,-80,-70,-70,-100,-100,-79,-100,-100,-100,-72,-79,-86,-86,-86,-73,-73,-71,-83,-83,-83,-100,-100,-100,-80,-100,-87,-81,-70,-100,-100,-80,-100,-87,-83,-100,-100,-86,-100,-100,-100,-73,-57,-100,-100,-78,-79,-72,-57,-57,-78,-78,-100,-66,-79,-72,-78,-100,-66,-84,-100,-100,-100,-100,-61,-61,-100,-100,-61,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-61,-61,-100,-84,-100,-76,-100,-100,-84,-84,-100,-100,-100,-76,-100,-100,-75,-76,-100,-100,-69,-100,-77,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-80,-79,-26,-71,-100,-100,-52,-87,-88,-100,-80,-80,-71,-71,-100,-100,-79,-100,-84,-83,-69,-79,-85,-86,-88,-73,-72,-71,-81,-83,-82,-100,-100,-100,-80,-100,-88,-80,-71,-100,-90,-79,-100,-86,-82,-100,-100,-86,-100,-100,-100,-72,-58,-100,-100,-78,-79,-69,-58,-58,-77,-77,-100,-66,-79,-70,-77,-100,-66,-84,-100,-100,-100,-100,-64,-64,-100,-100,-64,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-63,-100,-81,-100,-78,-100,-100,-84,-82,-100,-100,-100,-74,-100,-100,-73,-73,-100,-100,-69,-100,-78,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-80,-79,-27,-70,-77,-77,-50,-87,-88,-100,-79,-77,-70,-70,-100,-100,-79,-100,-84,-83,-70,-79,-86,-86,-86,-69,-72,-72,-81,-85,-82,-100,-100,-100,-80,-77,-89,-79,-71,-100,-90,-79,-100,-86,-82,-100,-100,-87,-100,-100,-100,-72,-58,-100,-100,-79,-79,-69,-58,-53,-78,-78,-100,-69,-79,-69,-78,-100,-69,-81,-100,-100,-100,-100,-62,-62,-100,-100,-62,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-64,-63,-100,-79,-100,-76,-100,-100,-78,-78,-100,-100,-100,-74,-100,-100,-73,-73,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-100,-100,-28,-77,-77,-77,-48,-100,-100,-100,-81,-81,-73,-73,-100,-100,-79,-100,-100,-100,-71,-79,-82,-82,-82,-69,-72,-75,-100,-85,-100,-100,-100,-100,-100,-77,-89,-80,-100,-100,-100,-79,-100,-82,-82,-100,-100,-81,-100,-100,-100,-73,-58,-100,-100,-79,-100,-71,-58,-58,-78,-78,-100,-69,-100,-71,-78,-100,-69,-81,-100,-100,-100,-100,-61,-61,-100,-100,-61,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-61,-62,-100,-79,-100,-77,-100,-100,-82,-82,-100,-100,-100,-76,-100,-100,-76,-76,-100,-100,-70,-100,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-100,-100,-25,-75,-100,-100,-51,-100,-90,-100,-81,-81,-73,-73,-100,-100,-100,-100,-83,-82,-69,-86,-85,-85,-85,-73,-72,-72,-100,-100,-100,-100,-100,-100,-100,-83,-90,-80,-100,-100,-100,-86,-83,-85,-100,-100,-100,-81,-100,-100,-100,-72,-58,-100,-100,-100,-100,-69,-58,-58,-79,-78,-100,-70,-100,-69,-79,-100,-70,-100,-100,-100,-100,-100,-60,-60,-100,-100,-60,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-61,-100,-79,-100,-77,-100,-100,-79,-79,-100,-100,-100,-74,-100,-100,-75,-75,-100,-100,-70,-100,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-78,-78,-27,-72,-74,-75,-47,-100,-100,-100,-74,-74,-76,-79,-100,-100,-82,-100,-100,-100,-63,-82,-84,-83,-84,-70,-70,-75,-100,-100,-100,-100,-100,-100,-78,-75,-100,-74,-78,-100,-100,-82,-100,-84,-100,-100,-100,-100,-100,-100,-100,-71,-59,-100,-100,-82,-82,-64,-59,-59,-78,-78,-100,-71,-82,-64,-78,-100,-71,-84,-100,-100,-100,-100,-70,-70,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-64,-65,-100,-81,-100,-100,-100,-100,-81,-81,-100,-100,-100,-74,-100,-100,-74,-73,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-80,-81,-29,-71,-75,-75,-48,-100,-90,-100,-74,-74,-76,-79,-100,-100,-83,-100,-100,-100,-62,-82,-87,-86,-87,-69,-69,-72,-100,-100,-100,-100,-100,-100,-80,-76,-100,-74,-78,-100,-100,-83,-83,-84,-100,-100,-100,-88,-100,-100,-100,-71,-57,-100,-100,-82,-84,-62,-57,-57,-82,-82,-100,-69,-84,-62,-82,-100,-70,-84,-100,-100,-100,-100,-70,-70,-100,-100,-70,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-66,-100,-82,-100,-70,-100,-100,-82,-82,-100,-100,-100,-71,-100,-100,-73,-72,-100,-100,-74,-100,-70,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-80,-81,-30,-73,-75,-75,-51,-100,-90,-100,-74,-74,-80,-79,-100,-100,-80,-100,-100,-100,-62,-80,-84,-84,-84,-69,-69,-72,-100,-100,-100,-100,-100,-100,-80,-76,-100,-74,-79,-100,-100,-80,-83,-85,-100,-100,-100,-88,-100,-100,-100,-68,-59,-100,-100,-79,-84,-62,-58,-56,-77,-77,-100,-69,-79,-62,-77,-100,-69,-100,-100,-100,-100,-100,-71,-71,-100,-100,-71,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-65,-64,-100,-82,-100,-70,-100,-100,-82,-82,-100,-100,-100,-72,-100,-100,-72,-72,-100,-100,-74,-100,-70,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-79,-79,-28,-69,-100,-100,-48,-100,-90,-100,-75,-74,-78,-79,-100,-100,-82,-100,-100,-100,-62,-82,-85,-84,-85,-69,-70,-72,-100,-100,-100,-100,-100,-100,-79,-100,-90,-74,-78,-100,-100,-82,-100,-85,-100,-100,-100,-89,-100,-100,-100,-68,-60,-100,-100,-79,-100,-62,-60,-60,-78,-78,-100,-73,-79,-62,-78,-100,-73,-100,-100,-100,-100,-100,-67,-67,-100,-100,-68,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-63,-65,-100,-81,-100,-70,-100,-100,-80,-75,-100,-100,-100,-70,-100,-100,-71,-72,-100,-100,-72,-100,-71,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-72,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-79,-79,-31,-73,-74,-74,-47,-100,-90,-100,-75,-74,-80,-81,-100,-100,-81,-100,-82,-83,-62,-82,-85,-100,-86,-70,-69,-72,-100,-100,-100,-100,-100,-100,-79,-74,-89,-74,-78,-100,-100,-82,-83,-84,-100,-100,-100,-88,-100,-100,-100,-69,-58,-100,-100,-82,-100,-62,-58,-58,-78,-78,-100,-68,-100,-62,-78,-100,-69,-100,-100,-100,-100,-100,-67,-67,-100,-100,-67,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-64,-100,-82,-100,-72,-100,-100,-82,-83,-100,-100,-100,-74,-100,-100,-71,-100,-100,-100,-72,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-72,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-79,-79,-29,-71,-74,-74,-50,-100,-100,-100,-74,-74,-80,-81,-100,-100,-82,-100,-82,-83,-63,-82,-83,-83,-83,-70,-70,-76,-100,-100,-100,-100,-100,-100,-79,-75,-89,-75,-100,-100,-100,-82,-83,-84,-100,-100,-100,-88,-100,-100,-100,-70,-57,-100,-100,-82,-100,-63,-57,-57,-80,-80,-100,-70,-100,-63,-80,-100,-70,-100,-100,-100,-100,-100,-67,-72,-100,-100,-67,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-64,-65,-100,-79,-100,-72,-100,-100,-79,-79,-100,-100,-100,-71,-100,-100,-71,-71,-100,-100,-74,-100,-72,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-72,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-84,-84,-25,-72,-100,-100,-47,-100,-100,-100,-82,-83,-75,-100,-100,-100,-86,-100,-100,-100,-68,-86,-86,-100,-86,-100,-79,-81,-100,-100,-100,-100,-100,-100,-84,-100,-100,-83,-76,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-69,-57,-57,-82,-82,-100,-76,-100,-100,-82,-100,-76,-100,-100,-100,-100,-100,-72,-72,-100,-100,-72,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-80,-100,-73,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-72,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-81,-82,-25,-72,-100,-100,-45,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-84,-84,-84,-100,-100,-78,-100,-100,-100,-100,-100,-100,-82,-100,-86,-81,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-70,-58,-58,-81,-81,-100,-68,-100,-70,-82,-100,-69,-100,-100,-100,-100,-100,-69,-69,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-66,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-75,-74,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
