60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,b4:5d:50:e1:96:51,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,b4:5d:50:e1:96:53,38:17:c3:1f:00:b1,b4:5d:50:e1:96:52,38:17:c3:1f:00:b2,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,20:a6:cd:42:0a:c1,44:48:c1:91:d0:02,44:48:c1:91:d0:00,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,38:17:c3:1f:14:11,38:17:c3:1f:14:12,38:17:c3:1f:09:83,38:17:c3:1f:09:81,38:17:c3:1f:09:82,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,44:48:c1:91:95:a3,20:a6:cd:42:13:e2,20:a6:cd:42:13:e1,44:48:c1:91:95:b3,38:17:c3:1f:09:93,b4:5d:50:e1:96:50,38:17:c3:1f:00:b0,20:a6:cd:42:0a:c2,44:48:c1:91:d0:01,44:48:c1:91:d0:11,38:17:c3:1f:14:10,38:17:c3:19:45:a0,9c:d6:43:60:92:e0,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,66:2a:2f:53:7c:99,20:a6:cd:42:0a:c0,38:17:c3:1f:14:01,38:17:c3:1f:14:02,44:48:c1:91:aa:22,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:24:47:52,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,38:17:c3:1f:14:00,38:17:c3:1f:09:80,44:48:c1:91:95:b2,38:17:c3:24:47:50,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,38:17:c3:1f:09:91,38:17:c3:1f:09:92,b4:5d:50:e1:96:40,20:a6:cd:42:0a:d2,38:17:c3:1f:19:c0,a8:bd:27:4c:aa:90,38:17:c3:19:45:a2,38:17:c3:19:45:a1,a8:bd:27:4c:aa:82,38:17:c3:1f:00:a0,38:17:c3:19:45:b0,44:48:c1:91:95:a2,a8:bd:27:4c:aa:92,38:17:c3:24:47:51,b6:e6:2d:69:d5:58,44:48:c1:91:aa:21,a8:bd:27:4c:aa:81,44:48:c1:91:aa:20,20:a6:cd:42:13:e0,a8:bd:27:4c:aa:80,38:17:c3:1a:cf:d2,38:17:c3:1a:cf:d1,38:17:c3:1a:cf:d0,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:e3,38:17:c3:1f:19:e1,38:17:c3:1f:19:e0,38:17:c3:1f:19:e2,80:8d:b7:55:25:e3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:70,38:17:c3:19:d7:72,38:17:c3:19:d7:71,38:17:c3:19:d7:62,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:35:03,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,ea:9e:b4:53:24:54,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:25:f1,80:8d:b7:55:35:02,80:8d:b7:55:35:13,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,38:17:c3:19:71:90,20:a6:cd:50:24:a1,38:17:c3:1e:ff:01,80:8d:b7:55:35:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,20:a6:cd:50:24:a2,38:17:c3:19:71:91,80:8d:b7:55:29:d0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:29:c2,38:17:c3:19:71:81,38:17:c3:19:71:82,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1e:ff:12,80:8d:b7:55:29:c1,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,38:17:c3:19:36:22,38:17:c3:19:36:21,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:39:c0,38:17:c3:19:36:20,20:a6:cd:50:24:a0,20:a6:cd:50:24:b0,80:8d:b7:55:29:c0,20:a6:cd:50:24:b1,38:17:c3:1f:0e:10,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,20:a6:cd:50:24:b2,38:17:c3:1f:22:30,38:17:c3:1f:0e:12,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:0e:00,38:17:c3:1f:0e:11,x,y,label
-75,-86,-51,-51,-100,-100,-100,-100,-88,-65,-100,-65,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-89,-65,-100,-100,-100,-87,-77,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-82,-50,-74,-100,-100,-100,-100,-100,-82,-100,-100,-82,-100,-100,-100,-72,-74,-100,-100,-100,-100,-76,-82,-82,-77,-78,-85,-84,-84,-100,-82,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-77,-100,-50,-50,-100,-100,-100,-100,-100,-58,-100,-59,-85,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-48,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-73,-100,-100,-100,-100,-73,-78,-78,-74,-74,-86,-86,-86,-100,-77,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-76,-100,-51,-51,-100,-100,-100,-100,-100,-59,-100,-60,-86,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-87,-70,-88,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-51,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-73,-100,-100,-100,-89,-73,-76,-77,-74,-74,-85,-83,-84,-78,-76,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-75,-86,-50,-50,-100,-100,-100,-100,-100,-59,-100,-59,-87,-87,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-86,-70,-88,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-50,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-73,-100,-100,-100,-89,-73,-76,-77,-74,-74,-85,-85,-85,-78,-76,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-75,-86,-53,-53,-100,-100,-100,-100,-100,-59,-100,-58,-85,-87,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-86,-72,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-54,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-71,-100,-100,-100,-87,-100,-85,-84,-100,-100,-84,-85,-85,-78,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-75,-86,-53,-53,-100,-100,-100,-88,-100,-59,-100,-59,-85,-87,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-86,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-53,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-73,-100,-100,-100,-87,-100,-84,-85,-100,-100,-84,-85,-85,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-78,-100,-52,-53,-100,-100,-100,-88,-100,-57,-100,-57,-86,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-86,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-53,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-88,-74,-83,-83,-74,-100,-85,-85,-85,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-78,-100,-52,-52,-100,-100,-100,-100,-100,-59,-100,-59,-79,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-80,-81,-84,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-85,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-52,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-100,-100,-100,-100,-71,-81,-81,-71,-72,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-77,-100,-51,-51,-100,-100,-100,-100,-100,-59,-100,-59,-88,-100,-100,-100,-100,-100,-100,-100,-85,-86,-81,-81,-81,-84,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-87,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-50,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-70,-100,-100,-100,-100,-72,-78,-79,-71,-72,-87,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-77,-100,-53,-53,-100,-100,-100,-100,-100,-61,-100,-61,-88,-100,-100,-100,-100,-100,-100,-100,-85,-85,-81,-79,-78,-82,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-85,-75,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-84,-79,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-84,-53,-74,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-72,-73,-100,-100,-100,-100,-71,-79,-79,-71,-71,-87,-100,-100,-73,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-80,-91,-50,-50,-100,-100,-100,-100,-100,-60,-100,-60,-88,-100,-100,-100,-100,-100,-100,-100,-85,-86,-80,-79,-80,-73,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-85,-75,-100,-100,-100,-89,-100,-84,-83,-100,-100,-100,-100,-100,-100,-84,-79,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-71,-50,-75,-100,-100,-100,-100,-100,-71,-100,-100,-70,-100,-100,-100,-70,-69,-100,-100,-100,-100,-72,-77,-77,-71,-71,-87,-100,-100,-73,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-78,-91,-51,-51,-100,-100,-100,-100,-100,-59,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-78,-81,-80,-83,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-85,-75,-100,-100,-100,-89,-100,-84,-83,-100,-100,-100,-100,-100,-100,-84,-80,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-71,-51,-75,-100,-100,-100,-100,-100,-85,-100,-100,-70,-100,-100,-100,-69,-71,-100,-100,-100,-100,-72,-78,-78,-73,-73,-88,-100,-88,-73,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-78,-91,-52,-52,-100,-100,-100,-100,-100,-60,-100,-59,-87,-100,-100,-100,-100,-100,-100,-100,-85,-86,-80,-81,-80,-82,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-85,-76,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-71,-52,-74,-100,-100,-100,-100,-100,-85,-100,-100,-70,-100,-100,-100,-71,-73,-100,-100,-100,-100,-72,-78,-78,-73,-73,-89,-100,-88,-100,-78,-78,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-75,-100,-56,-56,-100,-100,-100,-100,-100,-65,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-88,-69,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-69,-100,-56,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-73,-100,-100,-100,-100,-73,-76,-76,-73,-73,-80,-80,-80,-77,-76,-76,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-77,-100,-56,-56,-100,-100,-100,-89,-100,-65,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-86,-69,-91,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-56,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-70,-100,-100,-100,-100,-72,-78,-78,-72,-72,-81,-81,-81,-77,-78,-78,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-74,-100,-57,-57,-100,-100,-100,-89,-100,-65,-100,-65,-87,-100,-100,-100,-100,-100,-100,-100,-86,-86,-85,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-87,-69,-91,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-57,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-70,-100,-100,-100,-89,-72,-79,-79,-72,-74,-81,-81,-81,-77,-79,-79,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-77,-100,-57,-57,-100,-100,-100,-89,-100,-64,-100,-64,-87,-100,-100,-100,-100,-100,-100,-100,-85,-86,-85,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-86,-70,-88,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-57,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-73,-100,-100,-100,-89,-73,-79,-79,-74,-74,-82,-82,-82,-100,-79,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-75,-100,-55,-55,-100,-100,-100,-100,-100,-64,-100,-64,-87,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-88,-71,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-55,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-74,-100,-100,-100,-89,-74,-79,-79,-74,-74,-83,-83,-84,-78,-79,-79,-78,-77,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-73,-100,-57,-57,-100,-100,-100,-100,-100,-64,-100,-64,-86,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-88,-69,-88,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-77,-57,-69,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-75,-73,-100,-100,-100,-88,-74,-79,-78,-73,-74,-83,-83,-83,-77,-78,-79,-78,-77,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-83,-100,-54,-54,-100,-100,-100,-100,-100,-64,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-88,-70,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-54,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-66,-100,-100,-100,-88,-67,-73,-73,-67,-67,-84,-100,-100,-82,-73,-73,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,537,124,19
-83,-100,-54,-54,-100,-100,-100,-100,-100,-65,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-88,-70,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-54,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-65,-100,-100,-100,-86,-67,-74,-74,-67,-67,-85,-85,-85,-82,-74,-74,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,537,124,19
