38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,b0:be:76:f8:30:5e,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:35:03,80:8d:b7:55:35:01,80:8d:b7:55:35:02,44:48:c1:a5:82:31,44:48:c1:a5:82:32,38:17:c3:1f:01:81,38:17:c3:1f:01:82,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,38:17:c3:19:d7:71,80:8d:b7:55:25:f2,38:17:c3:19:d7:72,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:19:45:b2,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:39:d0,38:17:c3:1f:01:90,44:48:c1:a5:82:30,38:17:c3:1f:01:80,80:8d:b7:55:39:c0,80:8d:b7:55:35:10,80:8d:b7:55:25:f0,80:8d:b7:55:3a:50,38:17:c3:19:d7:70,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,44:48:c1:a5:82:20,80:8d:b7:55:25:e2,80:8d:b7:55:25:e3,80:8d:b7:55:25:e1,38:17:c3:19:d7:62,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,ac:e2:d3:c4:08:e6,b4:5d:50:e1:92:33,80:8d:b7:55:35:00,80:8d:b7:55:25:e0,38:17:c3:19:d7:60,80:8d:b7:55:3a:40,38:17:c3:1e:ff:00,00:4e:35:df:06:52,38:17:c3:19:d7:61,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:df:06:42,38:17:c3:19:55:50,b4:5d:50:e1:92:31,66:2a:2f:53:7c:99,00:4e:35:df:06:40,00:4e:35:df:06:41,38:17:c3:19:45:b1,00:4e:35:df:06:51,00:4e:35:df:06:50,b4:5d:50:e1:92:20,38:17:c3:19:45:a0,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,b4:5d:50:e1:96:53,b4:5d:50:e1:92:23,20:a6:cd:50:24:a1,38:17:c3:1e:ff:11,20:a6:cd:50:24:a2,60:32:b1:3e:1a:b8,20:a6:cd:50:24:a0,b4:5d:50:e1:96:50,38:17:c3:19:45:a1,b4:5d:50:e1:92:30,b4:5d:50:e1:92:22,b4:5d:50:e1:92:32,20:a6:cd:42:0b:f3,b4:5d:50:e1:92:21,20:a6:cd:42:0b:f0,00:4e:35:de:e1:12,38:17:c3:19:45:a2,60:32:b1:3e:1a:b7,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,b4:5d:50:e1:96:43,00:4e:35:de:e1:02,00:4e:35:de:e1:01,00:4e:35:de:e1:10,a8:bd:27:4c:bd:30,00:4e:35:de:e1:00,00:4e:35:de:e1:11,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:20,38:17:c3:1f:22:21,38:17:c3:1f:22:22,00:4e:35:de:d7:53,00:4e:35:de:d7:52,38:17:c3:1f:22:20,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:21,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:de:d7:42,38:17:c3:19:71:82,00:4e:35:de:d7:41,00:4e:35:de:d7:40,00:4e:35:de:d7:43,38:17:c3:19:71:90,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:08:50,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1f:22:31,38:17:c3:1f:22:30,38:17:c3:1f:22:32,38:17:c3:1e:fc:a2,00:4e:35:df:0e:12,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:00,38:17:c3:1e:fc:b0,00:4e:35:df:0e:11,00:4e:35:df:0e:10,00:4e:35:df:0e:01,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:a0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:10,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,00:4e:35:df:27:01,38:17:c3:1b:08:b0,00:4e:35:df:27:00,38:17:c3:1b:08:a1,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,x,y,label
-100,-100,-66,-68,-67,-69,-64,-64,-100,-100,-69,-70,-70,-68,-68,-100,-100,-62,-62,-57,-57,-78,-77,-100,-100,-100,-100,-100,-100,-70,-70,-100,-66,-68,-64,-89,-69,-100,-57,-77,-100,-71,-100,-100,-100,-100,-100,-100,-100,-62,-76,-100,-78,-100,-69,-69,-82,-86,-70,-78,-100,-69,-100,-77,-100,-100,-100,-100,-100,-85,-79,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-75,-100,-100,-76,-100,-82,-100,-100,-100,-78,-78,-100,-78,-78,-81,-100,-78,-82,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-91,-81,-100,-100,-100,-100,-84,-83,-100,-83,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-79,-78,-67,-100,-100,-64,-64,-64,-100,-100,-69,-70,-69,-66,-66,-100,-100,-61,-60,-59,-60,-80,-80,-80,-84,-83,-100,-83,-100,-71,-71,-100,-79,-100,-63,-100,-66,-100,-59,-80,-83,-71,-100,-100,-100,-100,-100,-100,-100,-61,-76,-77,-75,-100,-69,-67,-81,-84,-69,-76,-82,-68,-100,-78,-100,-73,-73,-71,-72,-84,-77,-72,-72,-100,-77,-77,-76,-100,-100,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-84,-76,-84,-100,-77,-100,-81,-100,-88,-100,-100,-100,-100,-77,-76,-81,-88,-76,-82,-100,-100,-100,-100,-100,-100,-100,-100,-83,-87,-89,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-80,-80,-68,-100,-100,-64,-65,-65,-100,-100,-70,-70,-70,-67,-67,-100,-100,-61,-61,-60,-60,-80,-79,-80,-86,-86,-100,-86,-100,-71,-71,-100,-80,-100,-65,-100,-67,-100,-60,-80,-86,-71,-100,-100,-100,-100,-100,-100,-100,-61,-77,-78,-78,-82,-66,-68,-82,-83,-71,-78,-100,-67,-100,-76,-82,-73,-72,-71,-72,-83,-82,-71,-71,-100,-76,-76,-100,-100,-100,-100,-100,-76,-100,-100,-100,-79,-100,-100,-100,-83,-77,-83,-100,-77,-100,-83,-100,-100,-100,-100,-100,-100,-77,-77,-83,-100,-77,-82,-100,-100,-100,-100,-100,-100,-100,-100,-83,-87,-89,-100,-89,-90,-100,-84,-85,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-80,-80,-68,-100,-100,-69,-63,-63,-100,-100,-68,-70,-70,-66,-66,-100,-100,-62,-62,-58,-58,-78,-79,-78,-86,-87,-100,-86,-100,-74,-74,-100,-76,-100,-63,-100,-66,-100,-58,-78,-86,-74,-100,-100,-100,-100,-100,-100,-100,-59,-77,-78,-78,-82,-66,-68,-81,-83,-70,-78,-100,-67,-100,-78,-82,-73,-73,-71,-73,-83,-77,-71,-71,-100,-78,-79,-75,-100,-100,-100,-100,-74,-100,-100,-100,-82,-100,-100,-100,-84,-74,-84,-100,-75,-100,-82,-100,-100,-100,-79,-78,-100,-77,-77,-82,-88,-77,-82,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-89,-100,-89,-90,-100,-84,-85,-82,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-78,-78,-68,-71,-71,-65,-63,-63,-100,-100,-67,-70,-70,-66,-66,-100,-100,-60,-60,-59,-59,-78,-100,-78,-85,-85,-100,-84,-100,-74,-74,-100,-78,-71,-63,-100,-66,-100,-59,-79,-85,-74,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-68,-68,-79,-86,-71,-100,-100,-68,-100,-79,-100,-73,-73,-71,-73,-86,-76,-71,-71,-100,-80,-80,-75,-100,-100,-100,-100,-74,-87,-100,-100,-76,-100,-100,-100,-86,-74,-86,-100,-75,-100,-81,-100,-100,-79,-78,-78,-100,-77,-77,-81,-88,-77,-81,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-78,-77,-67,-71,-71,-69,-63,-63,-100,-100,-68,-70,-70,-65,-65,-100,-100,-63,-63,-58,-58,-80,-81,-80,-85,-85,-100,-84,-100,-73,-73,-100,-77,-71,-63,-100,-65,-100,-58,-80,-85,-73,-90,-100,-100,-100,-100,-100,-100,-64,-100,-77,-78,-100,-69,-69,-82,-86,-70,-78,-100,-69,-100,-81,-100,-74,-73,-72,-72,-87,-77,-72,-72,-100,-82,-81,-74,-100,-100,-100,-100,-74,-87,-100,-100,-76,-100,-100,-100,-86,-100,-87,-100,-100,-100,-82,-100,-100,-79,-78,-100,-100,-76,-77,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-83,-100,-100,-100,-100,-100,-83,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-72,-72,-61,-72,-72,-60,-59,-59,-100,-100,-67,-70,-69,-60,-60,-100,-100,-70,-70,-59,-59,-78,-78,-78,-83,-84,-100,-84,-100,-67,-68,-100,-72,-71,-59,-100,-60,-100,-59,-78,-84,-67,-89,-88,-100,-100,-100,-88,-88,-70,-73,-76,-74,-81,-62,-62,-100,-82,-69,-74,-81,-62,-100,-80,-81,-73,-73,-71,-74,-82,-76,-73,-71,-100,-80,-80,-80,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-83,-77,-82,-100,-80,-100,-82,-100,-100,-100,-100,-100,-100,-80,-81,-82,-84,-81,-82,-100,-100,-100,-100,-85,-84,-100,-100,-100,-85,-85,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-72,-70,-61,-72,-72,-61,-62,-62,-100,-100,-66,-68,-68,-63,-63,-100,-100,-63,-70,-61,-61,-75,-75,-75,-83,-84,-100,-84,-100,-69,-69,-100,-68,-71,-62,-100,-63,-100,-61,-75,-85,-69,-100,-88,-100,-100,-100,-88,-88,-63,-73,-74,-74,-81,-60,-60,-100,-85,-68,-74,-81,-60,-100,-82,-81,-74,-74,-70,-74,-85,-76,-70,-70,-100,-81,-82,-80,-100,-100,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-86,-100,-86,-100,-80,-100,-81,-100,-100,-100,-100,-100,-100,-81,-81,-81,-85,-80,-81,-100,-100,-100,-100,-86,-86,-100,-100,-100,-88,-87,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-70,-70,-63,-72,-100,-57,-60,-60,-100,-100,-65,-69,-68,-68,-68,-100,-100,-67,-68,-63,-63,-75,-76,-76,-83,-83,-100,-83,-100,-69,-69,-100,-70,-100,-61,-100,-68,-100,-63,-75,-83,-69,-89,-88,-100,-100,-100,-100,-88,-68,-74,-73,-74,-80,-58,-58,-85,-85,-68,-74,-80,-58,-100,-79,-79,-73,-73,-71,-73,-86,-78,-72,-71,-100,-79,-79,-78,-100,-100,-100,-100,-77,-100,-100,-100,-79,-100,-100,-100,-86,-77,-86,-100,-77,-100,-82,-100,-100,-100,-100,-100,-100,-81,-80,-81,-83,-80,-82,-83,-82,-100,-100,-83,-83,-100,-100,-100,-83,-87,-100,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-70,-70,-62,-100,-100,-60,-60,-60,-100,-100,-67,-69,-69,-67,-67,-100,-100,-67,-67,-63,-64,-75,-75,-75,-83,-84,-100,-83,-100,-69,-69,-100,-70,-100,-61,-100,-68,-100,-64,-75,-84,-69,-89,-88,-100,-100,-100,-100,-100,-67,-74,-73,-74,-80,-58,-58,-84,-85,-69,-74,-80,-58,-100,-81,-79,-73,-73,-71,-73,-85,-76,-72,-72,-100,-79,-81,-78,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-85,-77,-85,-100,-78,-100,-81,-100,-100,-78,-78,-78,-100,-81,-81,-81,-84,-81,-81,-83,-82,-100,-100,-83,-83,-100,-100,-100,-82,-82,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-70,-70,-62,-100,-100,-61,-60,-60,-100,-100,-68,-70,-69,-68,-68,-100,-100,-67,-67,-62,-62,-75,-75,-75,-84,-83,-100,-83,-89,-68,-69,-100,-70,-100,-60,-100,-68,-100,-62,-75,-84,-69,-100,-88,-100,-100,-100,-88,-88,-69,-74,-73,-74,-80,-58,-58,-84,-85,-70,-74,-80,-58,-100,-82,-100,-72,-72,-72,-73,-85,-77,-72,-72,-100,-82,-82,-78,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-85,-77,-85,-100,-78,-100,-79,-100,-100,-78,-78,-78,-100,-79,-79,-79,-84,-79,-79,-100,-100,-100,-100,-84,-84,-100,-100,-100,-87,-86,-100,-86,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-71,-70,-63,-72,-72,-61,-60,-60,-100,-100,-66,-69,-69,-68,-68,-100,-100,-66,-66,-62,-62,-75,-74,-75,-84,-82,-100,-82,-89,-69,-69,-100,-70,-72,-60,-100,-68,-100,-62,-75,-82,-69,-100,-88,-100,-100,-100,-88,-88,-66,-74,-73,-74,-80,-59,-58,-83,-83,-69,-74,-79,-59,-100,-80,-80,-74,-74,-72,-74,-84,-76,-72,-72,-100,-82,-79,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-84,-78,-85,-100,-78,-100,-82,-100,-100,-100,-100,-100,-100,-79,-79,-82,-84,-79,-81,-83,-83,-83,-100,-84,-84,-100,-100,-100,-86,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-100,-100,-66,-100,-100,-59,-65,-64,-100,-100,-100,-71,-100,-71,-71,-100,-100,-100,-100,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-65,-100,-71,-100,-59,-100,-100,-68,-93,-100,-100,-100,-100,-100,-100,-100,-76,-75,-76,-100,-100,-100,-100,-88,-70,-76,-100,-100,-100,-76,-100,-75,-75,-71,-75,-87,-85,-72,-71,-100,-77,-77,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-75,-74,-74,-100,-78,-78,-75,-82,-78,-75,-100,-100,-100,-100,-81,-82,-100,-100,-81,-88,-88,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-84,-84,-63,-76,-76,-61,-70,-70,-100,-100,-71,-72,-70,-69,-69,-100,-100,-69,-69,-65,-65,-75,-75,-75,-79,-80,-88,-80,-88,-67,-67,-100,-84,-76,-70,-100,-69,-100,-65,-75,-80,-67,-89,-100,-100,-100,-100,-100,-100,-70,-78,-75,-77,-80,-66,-66,-100,-88,-70,-76,-100,-66,-100,-81,-80,-76,-76,-69,-76,-88,-78,-69,-70,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-88,-100,-100,-100,-100,-100,-83,-100,-100,-79,-79,-80,-100,-80,-80,-83,-83,-80,-83,-100,-100,-100,-100,-86,-83,-100,-82,-82,-83,-83,-82,-86,-86,-100,-83,-84,-100,-83,-100,-100,-100,-100,-86,-86,-88,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-78,-78,-66,-77,-76,-66,-65,-64,-100,-100,-72,-70,-70,-69,-69,-100,-100,-72,-72,-64,-64,-76,-76,-76,-81,-82,-100,-81,-100,-68,-68,-100,-78,-76,-65,-100,-69,-100,-64,-76,-82,-68,-100,-100,-100,-100,-100,-100,-100,-72,-76,-76,-75,-79,-66,-66,-100,-88,-70,-76,-80,-66,-100,-77,-80,-75,-76,-72,-76,-88,-82,-72,-72,-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-76,-100,-100,-75,-74,-74,-100,-77,-76,-77,-83,-77,-77,-100,-100,-100,-100,-82,-83,-100,-82,-82,-100,-100,-83,-100,-100,-100,-83,-84,-100,-83,-100,-100,-100,-100,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-83,-83,-70,-78,-78,-58,-68,-68,-100,-100,-71,-74,-73,-75,-74,-100,-100,-67,-67,-65,-65,-82,-83,-82,-83,-83,-100,-83,-100,-67,-67,-100,-83,-78,-68,-100,-75,-100,-65,-82,-83,-67,-92,-100,-100,-100,-100,-100,-100,-66,-75,-77,-75,-82,-62,-62,-100,-86,-100,-75,-100,-63,-100,-74,-100,-79,-79,-69,-79,-86,-82,-68,-69,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-88,-100,-100,-100,-82,-100,-100,-72,-72,-72,-100,-78,-77,-82,-88,-78,-82,-100,-100,-100,-84,-100,-88,-84,-81,-81,-86,-86,-82,-86,-86,-84,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-82,-82,-71,-78,-78,-57,-65,-65,-100,-100,-71,-74,-73,-71,-72,-100,-100,-69,-68,-62,-62,-82,-83,-83,-84,-85,-100,-85,-100,-64,-64,-100,-82,-78,-66,-100,-72,-100,-63,-82,-85,-65,-100,-100,-100,-100,-100,-100,-100,-68,-76,-77,-77,-82,-62,-62,-85,-87,-74,-77,-100,-63,-100,-77,-81,-75,-75,-69,-75,-87,-84,-70,-69,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-100,-85,-100,-100,-73,-73,-74,-100,-78,-77,-82,-88,-76,-83,-100,-100,-100,-84,-100,-88,-84,-81,-81,-90,-90,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-76,-76,-100,-100,-100,-56,-67,-67,-100,-100,-74,-74,-74,-68,-69,-100,-100,-68,-100,-64,-64,-81,-82,-82,-84,-84,-100,-84,-100,-65,-65,-100,-100,-100,-68,-100,-69,-100,-64,-82,-84,-65,-100,-100,-100,-100,-100,-100,-100,-68,-76,-76,-77,-81,-64,-64,-85,-87,-74,-77,-100,-64,-100,-79,-81,-75,-75,-72,-75,-88,-82,-72,-72,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-87,-100,-100,-100,-85,-100,-100,-73,-73,-73,-100,-76,-76,-100,-88,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-100,-75,-64,-72,-72,-69,-67,-67,-100,-100,-71,-72,-72,-67,-67,-100,-100,-65,-65,-61,-61,-77,-77,-77,-82,-82,-100,-81,-100,-68,-68,-100,-75,-72,-67,-100,-67,-100,-61,-78,-82,-68,-100,-100,-100,-100,-100,-100,-100,-100,-73,-75,-73,-100,-60,-60,-82,-86,-72,-73,-100,-60,-100,-75,-100,-74,-74,-70,-74,-85,-86,-69,-70,-100,-75,-75,-100,-100,-100,-100,-100,-87,-100,-100,-100,-88,-100,-100,-100,-86,-100,-86,-100,-100,-100,-78,-100,-100,-75,-100,-77,-100,-81,-81,-78,-84,-100,-77,-100,-80,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-79,-79,-69,-72,-72,-62,-70,-70,-100,-100,-60,-73,-73,-68,-68,-100,-100,-69,-69,-63,-63,-79,-79,-79,-82,-82,-100,-81,-100,-69,-69,-100,-79,-72,-70,-100,-68,-100,-63,-79,-82,-69,-88,-100,-100,-100,-100,-100,-100,-69,-73,-73,-73,-100,-61,-61,-82,-87,-72,-73,-83,-61,-100,-74,-83,-75,-74,-69,-75,-86,-84,-70,-69,-100,-74,-75,-100,-100,-100,-100,-100,-83,-100,-100,-100,-88,-100,-100,-100,-87,-100,-86,-100,-100,-100,-78,-100,-100,-75,-100,-77,-100,-81,-81,-76,-85,-100,-77,-100,-80,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-83,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-80,-81,-70,-100,-73,-67,-68,-68,-100,-100,-73,-73,-73,-67,-67,-100,-100,-67,-67,-65,-65,-76,-76,-76,-81,-81,-100,-82,-100,-68,-68,-100,-81,-74,-68,-100,-67,-100,-66,-76,-82,-68,-88,-100,-100,-100,-100,-100,-100,-67,-72,-73,-72,-100,-60,-61,-100,-87,-73,-72,-83,-61,-100,-75,-83,-75,-74,-72,-75,-87,-80,-71,-71,-100,-75,-75,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-82,-81,-78,-83,-82,-78,-81,-81,-82,-84,-83,-83,-85,-100,-100,-100,-100,-100,-100,-100,-85,-82,-83,-100,-83,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-79,-79,-70,-100,-73,-63,-68,-68,-100,-100,-73,-72,-71,-67,-67,-100,-100,-70,-70,-65,-65,-79,-79,-79,-83,-83,-88,-83,-87,-66,-66,-100,-80,-74,-68,-100,-67,-100,-66,-79,-83,-66,-87,-100,-100,-100,-100,-100,-100,-70,-72,-73,-72,-100,-61,-61,-84,-86,-72,-72,-100,-61,-100,-74,-100,-74,-74,-71,-74,-87,-83,-72,-71,-100,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-87,-100,-87,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-82,-81,-77,-83,-82,-78,-81,-81,-82,-84,-84,-84,-85,-100,-100,-91,-91,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
