60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,b4:5d:50:e1:96:43,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,44:48:c1:91:d0:02,44:48:c1:91:d0:04,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:19:d1,a8:bd:27:4c:aa:82,44:48:c1:91:d0:00,38:17:c3:19:45:a1,38:17:c3:19:45:a2,20:a6:cd:42:0a:c3,44:48:c1:91:95:a0,a8:bd:27:4c:aa:83,38:17:c3:1f:09:83,20:a6:cd:42:0a:c1,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,a8:bd:27:4c:aa:93,38:17:c3:1f:00:b0,b4:5d:50:e1:96:40,38:17:c3:1f:14:00,44:48:c1:91:d0:01,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,9c:d6:43:60:92:e0,20:a6:cd:42:0a:c2,38:17:c3:19:45:a0,44:48:c1:91:d0:11,66:2a:2f:53:7c:99,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:1f:09:82,38:17:c3:1f:09:81,44:48:c1:91:95:a1,38:17:c3:24:47:51,38:17:c3:24:47:52,20:a6:cd:42:13:e2,38:17:c3:1f:00:a0,b4:5d:50:e1:96:50,38:17:c3:1f:09:80,a8:bd:27:4c:aa:80,44:48:c1:91:95:b2,38:17:c3:24:47:50,38:17:c3:1f:14:02,38:17:c3:1f:14:01,a8:bd:27:4c:aa:81,44:48:c1:91:95:a3,44:48:c1:91:95:b0,38:17:c3:1f:19:d2,44:48:c1:91:95:b1,44:48:c1:91:95:b3,20:a6:cd:42:13:e1,44:48:c1:91:95:a2,20:a6:cd:42:13:e0,20:a6:cd:42:0a:c0,38:17:c3:1f:19:c1,38:17:c3:1f:19:c0,38:17:c3:1f:09:90,38:17:c3:1f:19:c2,80:8d:b7:55:25:e3,44:48:c1:91:aa:22,a8:bd:27:4c:aa:90,38:17:c3:1f:09:93,44:48:c1:91:aa:20,38:17:c3:1f:09:92,38:17:c3:1f:09:91,44:48:c1:91:aa:21,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,38:17:c3:1f:19:f0,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:62,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:70,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:36:30,80:8d:b7:55:35:03,80:8d:b7:55:3a:40,80:8d:b7:55:25:f0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,ea:9e:b4:53:24:54,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,b0:be:76:f8:30:5e,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:3a:50,80:8d:b7:55:35:02,80:8d:b7:55:3a:42,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:41,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,80:8d:b7:55:35:12,80:8d:b7:55:39:c2,80:8d:b7:55:3a:51,20:a6:cd:50:24:a0,38:17:c3:19:71:90,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,80:8d:b7:55:39:c0,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:1e:ff:01,38:17:c3:1e:ff:10,80:8d:b7:55:39:c1,80:8d:b7:55:35:11,38:17:c3:19:71:91,38:17:c3:19:71:92,80:8d:b7:55:3a:52,80:8d:b7:55:39:d0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1e:ff:12,80:8d:b7:55:39:d1,38:17:c3:1e:ff:11,38:17:c3:19:71:80,80:8d:b7:55:29:d0,80:8d:b7:55:39:d2,38:17:c3:19:36:31,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,20:a6:cd:50:24:b0,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,00:4e:35:df:06:42,00:4e:35:df:06:40,20:a6:cd:50:24:b1,00:4e:35:df:06:41,b4:5d:50:e1:92:23,38:17:c3:1f:22:32,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:22:31,38:17:c3:1f:22:30,38:17:c3:1f:0e:11,38:17:c3:1f:0e:00,x,y,label
-100,-100,-72,-72,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-53,-63,-63,-64,-53,-53,-100,-75,-73,-83,-75,-76,-75,-81,-84,-84,-84,-85,-75,-76,-83,-74,-73,-85,-85,-100,-78,-78,-85,-100,-83,-78,-100,-100,-100,-100,-100,-100,-100,-83,-100,-85,-100,-100,-83,-86,-100,-100,-83,-87,-83,-100,-100,-87,-100,-100,-100,-100,-89,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-72,-73,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-52,-63,-63,-63,-53,-53,-100,-78,-73,-85,-76,-75,-76,-80,-85,-85,-85,-100,-75,-77,-83,-76,-73,-85,-85,-73,-100,-100,-85,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-85,-100,-100,-83,-86,-81,-81,-82,-87,-82,-100,-81,-87,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-52,-63,-63,-63,-52,-53,-100,-74,-73,-85,-75,-75,-75,-81,-85,-85,-85,-100,-75,-75,-100,-76,-73,-85,-86,-73,-78,-78,-86,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-82,-100,-85,-100,-100,-100,-87,-81,-81,-82,-87,-82,-100,-81,-87,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-74,-74,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-48,-100,-84,-83,-100,-100,-100,-100,-50,-61,-61,-61,-50,-51,-100,-73,-75,-85,-74,-74,-75,-82,-85,-100,-100,-81,-76,-76,-100,-76,-75,-100,-85,-74,-100,-100,-84,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-76,-77,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-49,-100,-84,-83,-100,-100,-100,-100,-51,-58,-59,-59,-50,-51,-100,-73,-75,-83,-75,-75,-75,-81,-83,-83,-84,-81,-76,-76,-87,-76,-75,-86,-86,-75,-77,-77,-84,-100,-88,-76,-100,-78,-100,-100,-100,-100,-100,-83,-82,-85,-100,-100,-87,-88,-100,-100,-83,-88,-83,-100,-78,-88,-100,-100,-100,-83,-86,-100,-86,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-76,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-50,-100,-100,-82,-100,-100,-100,-100,-51,-59,-59,-59,-50,-51,-100,-100,-100,-86,-75,-75,-74,-84,-86,-86,-86,-85,-75,-76,-86,-75,-75,-85,-85,-73,-76,-76,-100,-100,-86,-77,-100,-80,-100,-100,-100,-100,-80,-82,-82,-100,-100,-100,-86,-100,-77,-77,-82,-88,-82,-100,-76,-88,-100,-100,-100,-100,-85,-100,-86,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-72,-73,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-82,-100,-100,-100,-83,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-51,-100,-100,-82,-100,-100,-100,-100,-51,-58,-58,-58,-51,-51,-100,-77,-73,-84,-74,-74,-74,-81,-84,-84,-84,-85,-75,-76,-86,-75,-73,-85,-86,-73,-77,-77,-86,-100,-86,-77,-100,-80,-100,-82,-100,-100,-80,-83,-100,-86,-100,-100,-86,-100,-77,-77,-83,-100,-83,-100,-78,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-72,-73,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-51,-59,-59,-59,-51,-51,-100,-77,-75,-84,-74,-75,-75,-83,-85,-84,-85,-100,-100,-100,-87,-100,-75,-85,-85,-75,-75,-75,-85,-100,-87,-76,-100,-80,-100,-82,-100,-100,-100,-81,-100,-85,-100,-100,-86,-90,-78,-77,-81,-100,-81,-100,-78,-100,-100,-100,-100,-100,-89,-100,-86,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-78,-78,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-51,-59,-59,-59,-51,-51,-100,-100,-75,-85,-100,-75,-75,-83,-85,-85,-85,-83,-100,-100,-85,-76,-74,-85,-85,-74,-75,-75,-85,-100,-85,-75,-100,-80,-100,-100,-100,-100,-100,-81,-100,-85,-100,-100,-85,-90,-76,-77,-81,-100,-81,-100,-76,-100,-100,-82,-100,-82,-87,-100,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-100,-53,-60,-60,-60,-53,-53,-100,-73,-77,-85,-100,-100,-81,-81,-84,-84,-85,-100,-74,-74,-100,-74,-78,-100,-87,-77,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-78,-77,-100,-86,-100,-100,-100,-88,-79,-100,-78,-100,-77,-100,-79,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-54,-59,-59,-59,-54,-54,-100,-72,-77,-85,-80,-100,-81,-82,-85,-84,-85,-87,-74,-75,-88,-74,-76,-87,-87,-77,-76,-76,-100,-100,-87,-76,-100,-79,-80,-100,-100,-100,-80,-78,-100,-86,-100,-100,-87,-90,-79,-100,-78,-100,-78,-100,-79,-100,-100,-82,-81,-82,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-100,-52,-62,-62,-62,-52,-52,-100,-75,-77,-85,-80,-100,-81,-82,-85,-86,-85,-84,-74,-75,-88,-74,-76,-87,-87,-76,-75,-76,-88,-100,-87,-75,-100,-79,-81,-100,-100,-100,-80,-79,-100,-87,-100,-100,-87,-90,-80,-80,-79,-100,-79,-100,-80,-100,-100,-82,-82,-81,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-44,-100,-86,-100,-100,-100,-100,-100,-53,-60,-60,-60,-53,-53,-100,-75,-77,-86,-80,-79,-81,-81,-87,-86,-86,-87,-74,-74,-89,-74,-76,-86,-86,-76,-76,-76,-88,-100,-88,-77,-100,-79,-79,-100,-100,-100,-79,-78,-100,-87,-100,-100,-88,-90,-79,-79,-78,-100,-79,-100,-79,-100,-100,-82,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-84,-83,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-44,-100,-86,-100,-100,-100,-100,-100,-54,-60,-60,-60,-54,-54,-100,-75,-100,-87,-80,-80,-80,-81,-86,-86,-86,-87,-74,-74,-86,-74,-76,-86,-86,-75,-76,-76,-86,-100,-87,-76,-100,-79,-79,-84,-100,-100,-79,-79,-84,-86,-100,-100,-87,-89,-81,-81,-78,-100,-78,-100,-81,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-84,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-44,-100,-86,-100,-86,-100,-100,-100,-54,-60,-60,-60,-54,-54,-100,-78,-75,-87,-80,-80,-81,-81,-87,-87,-87,-100,-74,-74,-87,-74,-75,-86,-86,-75,-76,-76,-86,-100,-87,-76,-100,-79,-79,-84,-100,-100,-79,-78,-84,-86,-100,-100,-87,-89,-81,-81,-78,-100,-77,-100,-81,-100,-100,-100,-82,-83,-90,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-81,-80,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-82,-100,-100,-100,-84,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-55,-60,-60,-60,-55,-55,-100,-77,-100,-84,-75,-75,-75,-83,-83,-83,-84,-83,-79,-79,-85,-79,-79,-86,-85,-100,-100,-73,-84,-100,-100,-100,-100,-79,-100,-100,-100,-100,-78,-78,-82,-100,-100,-100,-100,-87,-74,-74,-79,-88,-79,-100,-73,-87,-100,-100,-80,-100,-85,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-83,-82,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-83,-100,-100,-100,-81,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-49,-57,-57,-57,-49,-49,-100,-76,-76,-86,-73,-73,-73,-86,-86,-86,-86,-81,-77,-77,-86,-76,-76,-88,-88,-75,-75,-75,-88,-82,-88,-78,-100,-100,-100,-100,-100,-100,-76,-78,-82,-88,-100,-100,-88,-100,-77,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-83,-100,-100,-100,-81,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-49,-57,-57,-57,-49,-49,-100,-100,-76,-86,-73,-73,-73,-86,-85,-86,-86,-85,-75,-76,-86,-76,-76,-88,-88,-76,-76,-75,-88,-81,-87,-75,-100,-76,-76,-82,-100,-100,-76,-79,-81,-88,-100,-100,-88,-100,-77,-76,-78,-100,-100,-100,-76,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-49,-56,-56,-56,-49,-49,-100,-100,-75,-85,-73,-73,-72,-84,-86,-85,-100,-85,-75,-76,-87,-76,-75,-88,-88,-76,-76,-76,-88,-82,-87,-76,-100,-76,-76,-82,-100,-100,-76,-81,-81,-88,-100,-100,-87,-100,-100,-76,-81,-100,-81,-100,-76,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-48,-57,-57,-57,-49,-48,-100,-79,-75,-86,-72,-72,-73,-86,-86,-85,-86,-86,-76,-76,-88,-76,-76,-88,-88,-75,-76,-76,-88,-81,-87,-76,-100,-76,-76,-100,-100,-100,-76,-81,-81,-88,-100,-100,-88,-100,-76,-76,-81,-100,-81,-100,-76,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-84,-100,-100,-100,-81,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-48,-57,-57,-57,-48,-49,-100,-76,-75,-86,-73,-73,-73,-85,-86,-100,-86,-86,-76,-77,-88,-76,-76,-87,-88,-75,-76,-76,-100,-81,-87,-76,-100,-100,-100,-100,-100,-100,-76,-79,-100,-100,-100,-100,-88,-100,-76,-76,-81,-100,-81,-100,-75,-100,-100,-100,-100,-83,-86,-100,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
