60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,38:17:c3:1f:00:a1,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,44:48:c1:91:d0:02,38:17:c3:1f:14:02,38:17:c3:1f:14:01,44:48:c1:91:d0:00,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1f:19:d2,44:48:c1:91:95:a0,38:17:c3:19:45:a1,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:19:45:a2,44:48:c1:91:95:a1,38:17:c3:1f:19:d1,44:48:c1:91:d0:12,a8:bd:27:4c:aa:83,44:48:c1:91:d0:14,44:48:c1:91:d0:10,44:48:c1:91:95:a3,38:17:c3:1f:09:93,38:17:c3:1f:09:92,44:48:c1:91:95:b3,38:17:c3:1f:09:91,38:17:c3:1f:00:b0,38:17:c3:1f:00:a0,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,b4:5d:50:e1:96:40,38:17:c3:1f:14:00,44:48:c1:91:d0:01,44:48:c1:91:95:a2,38:17:c3:19:45:a0,38:17:c3:1f:09:80,38:17:c3:1f:19:d0,9c:d6:43:60:92:e0,44:48:c1:91:d0:11,38:17:c3:1f:14:10,38:17:c3:1f:19:c0,38:17:c3:1f:09:90,66:2a:2f:53:7c:99,38:17:c3:1f:00:a2,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:1f:09:83,38:17:c3:24:47:51,a8:bd:27:4c:aa:81,20:a6:cd:42:0a:c2,38:17:c3:24:47:50,a8:bd:27:4c:aa:80,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,38:17:c3:24:47:52,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,38:17:c3:1f:19:e1,38:17:c3:1f:19:e2,38:17:c3:1f:19:e0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:1f:19:f0,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e3,38:17:c3:19:d7:72,38:17:c3:19:d7:62,38:17:c3:19:d7:70,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:61,38:17:c3:19:d7:60,20:a6:cd:42:0b:f2,38:17:c3:19:d7:71,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:f3,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,ea:9e:b4:53:24:54,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,b0:be:76:f8:30:5e,80:8d:b7:55:3a:50,38:17:c3:19:36:22,38:17:c3:19:36:20,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:19:36:21,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:12,38:17:c3:19:71:90,80:8d:b7:55:35:11,80:8d:b7:55:3a:52,38:17:c3:19:71:91,80:8d:b7:55:39:c2,38:17:c3:19:71:92,80:8d:b7:55:39:d0,20:a6:cd:50:24:a0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:3a:51,38:17:c3:1e:ff:11,80:8d:b7:55:29:d0,80:8d:b7:55:29:c1,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:19:36:31,38:17:c3:19:36:30,20:a6:cd:50:24:b0,38:17:c3:1e:ff:12,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,38:17:c3:1e:ff:10,80:8d:b7:55:29:c2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:29:c0,00:4e:35:df:06:40,00:4e:35:de:e1:00,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:0e:10,00:4e:35:de:e1:01,38:17:c3:1f:22:30,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:0e:02,38:17:c3:1f:22:31,38:17:c3:1f:22:32,80:8d:b7:55:4d:02,80:8d:b7:55:4d:00,80:8d:b7:55:4d:01,x,y,label
-100,-70,-61,-61,-52,-84,-100,-100,-100,-100,-87,-88,-100,-87,-85,-83,-100,-100,-86,-74,-74,-86,-82,-82,-100,-100,-83,-100,-100,-81,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-61,-54,-87,-100,-100,-73,-100,-100,-82,-83,-100,-100,-91,-81,-100,-100,-100,-53,-81,-81,-81,-100,-80,-100,-100,-80,-100,-100,-100,-100,-82,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-86,-86,-79,-87,-83,-86,-85,-100,-100,-100,-83,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-66,-61,-61,-54,-84,-100,-100,-100,-100,-88,-88,-100,-100,-85,-100,-100,-100,-86,-100,-73,-86,-82,-82,-100,-100,-81,-100,-100,-80,-100,-100,-100,-79,-91,-100,-100,-100,-100,-100,-100,-61,-54,-88,-100,-100,-73,-100,-100,-80,-100,-100,-100,-91,-81,-100,-100,-100,-54,-81,-81,-81,-100,-80,-100,-100,-80,-100,-100,-100,-100,-82,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-73,-85,-85,-79,-87,-100,-86,-85,-100,-100,-100,-83,-100,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-66,-60,-60,-54,-84,-100,-100,-100,-100,-87,-88,-100,-100,-85,-100,-100,-100,-100,-74,-74,-100,-82,-82,-100,-100,-81,-100,-100,-80,-100,-100,-100,-79,-91,-100,-100,-100,-100,-100,-100,-61,-54,-88,-100,-100,-74,-100,-100,-80,-100,-100,-100,-100,-81,-100,-100,-100,-54,-81,-81,-81,-100,-80,-100,-100,-80,-100,-100,-100,-100,-82,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-73,-86,-86,-77,-100,-83,-88,-85,-100,-100,-81,-83,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-85,-75,-58,-58,-51,-100,-100,-100,-100,-100,-88,-100,-100,-100,-83,-86,-100,-100,-100,-75,-73,-100,-78,-78,-100,-100,-78,-100,-100,-79,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-58,-51,-89,-100,-100,-75,-100,-100,-79,-100,-100,-100,-100,-75,-100,-100,-100,-51,-75,-75,-82,-100,-78,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-79,-88,-88,-100,-100,-100,-88,-83,-79,-100,-80,-100,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-68,-56,-56,-52,-100,-100,-100,-100,-100,-88,-100,-100,-100,-87,-100,-100,-100,-100,-75,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-56,-52,-89,-100,-100,-76,-100,-100,-77,-100,-100,-100,-100,-81,-100,-100,-100,-51,-81,-81,-84,-100,-78,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-79,-87,-87,-100,-100,-100,-100,-87,-100,-79,-80,-100,-82,-86,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-84,-74,-57,-57,-51,-100,-100,-100,-100,-100,-88,-100,-100,-100,-87,-100,-100,-100,-100,-75,-100,-100,-78,-78,-100,-100,-77,-100,-100,-77,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-57,-52,-89,-100,-100,-76,-100,-100,-77,-100,-100,-100,-100,-82,-100,-100,-100,-51,-81,-81,-86,-100,-78,-100,-100,-78,-100,-100,-100,-100,-77,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-78,-87,-87,-100,-100,-100,-100,-87,-100,-79,-80,-100,-82,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-84,-70,-57,-57,-52,-100,-100,-100,-100,-100,-89,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-77,-100,-100,-77,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-57,-52,-100,-100,-100,-76,-100,-100,-77,-100,-100,-100,-100,-82,-100,-100,-100,-52,-81,-81,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-87,-87,-100,-100,-100,-100,-87,-100,-79,-100,-100,-82,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-84,-70,-57,-57,-52,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-78,-78,-100,-100,-77,-100,-100,-77,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-57,-52,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-82,-100,-100,-100,-52,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-87,-86,-80,-100,-82,-100,-87,-100,-79,-78,-82,-82,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-85,-74,-57,-57,-52,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-78,-78,-100,-100,-77,-100,-100,-77,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-57,-52,-89,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-82,-100,-100,-100,-52,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-86,-87,-79,-100,-82,-90,-87,-100,-79,-78,-82,-82,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-86,-73,-55,-55,-53,-100,-100,-100,-100,-100,-89,-100,-100,-89,-100,-100,-100,-100,-100,-78,-77,-100,-85,-85,-100,-100,-78,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-53,-89,-100,-100,-76,-100,-100,-75,-100,-100,-100,-100,-78,-100,-100,-100,-53,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-86,-73,-54,-54,-54,-100,-100,-100,-100,-100,-89,-89,-100,-89,-85,-100,-100,-100,-100,-78,-77,-100,-80,-80,-100,-100,-77,-100,-100,-76,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-54,-54,-89,-100,-100,-76,-100,-100,-75,-100,-100,-100,-100,-80,-100,-100,-100,-54,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-84,-100,-100,-100,-100,-84,-76,-100,-76,-82,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-85,-73,-54,-54,-54,-100,-100,-100,-100,-100,-88,-89,-100,-89,-86,-88,-100,-100,-100,-78,-77,-100,-81,-81,-100,-100,-76,-100,-100,-76,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-54,-54,-89,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-79,-100,-100,-100,-54,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-85,-85,-78,-100,-100,-100,-85,-76,-100,-76,-82,-100,-86,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-86,-73,-55,-55,-54,-100,-100,-100,-100,-100,-88,-89,-100,-100,-86,-88,-100,-100,-100,-76,-76,-100,-81,-80,-100,-100,-76,-100,-100,-76,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-55,-54,-88,-100,-100,-77,-100,-100,-76,-100,-100,-85,-100,-80,-100,-100,-100,-54,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-85,-80,-100,-100,-100,-86,-77,-77,-77,-82,-100,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-86,-73,-55,-55,-53,-100,-100,-100,-100,-100,-90,-100,-100,-100,-86,-88,-100,-100,-100,-77,-76,-100,-82,-81,-100,-100,-74,-84,-100,-74,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-55,-53,-90,-100,-100,-76,-100,-100,-74,-100,-100,-85,-100,-79,-100,-100,-100,-53,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-85,-86,-74,-87,-100,-88,-85,-77,-77,-77,-100,-100,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-86,-76,-56,-56,-53,-100,-100,-100,-100,-100,-90,-100,-100,-100,-86,-100,-100,-100,-100,-77,-76,-100,-80,-80,-100,-100,-76,-84,-100,-76,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-56,-53,-89,-100,-100,-76,-100,-100,-76,-100,-100,-84,-100,-79,-100,-100,-100,-53,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-85,-86,-74,-87,-100,-88,-85,-77,-77,-77,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-75,-49,-50,-52,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-78,-100,-100,-78,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-49,-53,-100,-100,-100,-75,-100,-100,-78,-100,-100,-91,-100,-77,-100,-100,-100,-52,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-78,-83,-84,-100,-100,-78,-89,-84,-100,-78,-78,-78,-79,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-86,-75,-50,-50,-53,-100,-100,-100,-100,-100,-91,-100,-100,-100,-86,-100,-100,-100,-100,-100,-77,-100,-84,-84,-100,-100,-79,-100,-100,-79,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-50,-53,-100,-100,-100,-77,-100,-100,-78,-100,-100,-91,-100,-78,-100,-100,-100,-52,-79,-79,-80,-100,-83,-100,-100,-83,-100,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-77,-85,-84,-100,-88,-78,-88,-83,-100,-78,-78,-78,-78,-83,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-87,-75,-51,-51,-53,-100,-100,-100,-100,-100,-91,-100,-100,-100,-87,-100,-100,-100,-100,-100,-77,-100,-82,-82,-100,-100,-78,-100,-100,-78,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-51,-53,-100,-100,-100,-77,-100,-100,-77,-100,-100,-91,-100,-76,-100,-100,-100,-52,-76,-76,-80,-100,-83,-100,-100,-83,-100,-100,-100,-100,-81,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-83,-77,-88,-78,-88,-83,-100,-78,-78,-77,-79,-83,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-85,-74,-50,-50,-54,-100,-100,-100,-100,-100,-90,-100,-100,-100,-87,-100,-100,-100,-100,-77,-77,-100,-81,-81,-100,-100,-77,-100,-100,-78,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-50,-53,-91,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-79,-100,-100,-100,-53,-79,-78,-87,-100,-82,-100,-100,-83,-100,-100,-100,-100,-81,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-77,-83,-83,-77,-88,-78,-88,-83,-100,-100,-100,-77,-79,-83,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-85,-76,-50,-50,-52,-100,-100,-100,-100,-100,-90,-100,-100,-100,-87,-100,-100,-100,-100,-77,-77,-100,-82,-83,-100,-100,-78,-100,-100,-79,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-50,-52,-91,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-77,-100,-100,-100,-52,-77,-77,-87,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-77,-83,-83,-76,-88,-78,-88,-83,-78,-100,-100,-77,-79,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-85,-74,-49,-49,-52,-100,-100,-100,-100,-100,-89,-100,-100,-100,-84,-100,-100,-100,-100,-79,-78,-100,-82,-82,-100,-100,-78,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-52,-90,-100,-100,-79,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-52,-78,-78,-87,-100,-83,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-76,-82,-82,-77,-88,-78,-88,-83,-78,-100,-100,-78,-79,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-87,-80,-54,-54,-52,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-76,-76,-100,-100,-74,-82,-81,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-52,-100,-100,-100,-78,-100,-100,-77,-82,-100,-100,-100,-83,-100,-100,-100,-52,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-80,-80,-70,-84,-78,-85,-80,-72,-74,-74,-100,-100,-80,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
