60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,38:17:c3:1f:00:a1,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,44:48:c1:91:d0:02,38:17:c3:1f:14:02,38:17:c3:1f:14:01,44:48:c1:91:d0:00,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1f:19:d2,44:48:c1:91:95:a0,38:17:c3:19:45:a1,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:19:45:a2,44:48:c1:91:95:a1,38:17:c3:1f:19:d1,44:48:c1:91:d0:12,a8:bd:27:4c:aa:83,44:48:c1:91:d0:14,44:48:c1:91:d0:10,44:48:c1:91:95:a3,38:17:c3:1f:09:93,38:17:c3:1f:09:92,44:48:c1:91:95:b3,38:17:c3:1f:09:91,38:17:c3:1f:00:b0,38:17:c3:1f:00:a0,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,b4:5d:50:e1:96:40,38:17:c3:1f:14:00,44:48:c1:91:d0:01,44:48:c1:91:95:a2,38:17:c3:19:45:a0,38:17:c3:1f:09:80,38:17:c3:1f:19:d0,9c:d6:43:60:92:e0,44:48:c1:91:d0:11,38:17:c3:1f:14:10,38:17:c3:1f:19:c0,38:17:c3:1f:09:90,66:2a:2f:53:7c:99,38:17:c3:1f:00:a2,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:1f:09:83,38:17:c3:24:47:51,a8:bd:27:4c:aa:81,20:a6:cd:42:0a:c2,38:17:c3:24:47:50,a8:bd:27:4c:aa:80,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,38:17:c3:24:47:52,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,38:17:c3:1f:19:e1,38:17:c3:1f:19:e2,38:17:c3:1f:19:e0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:1f:19:f0,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e3,38:17:c3:19:d7:72,38:17:c3:19:d7:62,38:17:c3:19:d7:70,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:61,38:17:c3:19:d7:60,20:a6:cd:42:0b:f2,38:17:c3:19:d7:71,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:f3,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,ea:9e:b4:53:24:54,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,b0:be:76:f8:30:5e,80:8d:b7:55:3a:50,38:17:c3:19:36:22,38:17:c3:19:36:20,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:19:36:21,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:12,38:17:c3:19:71:90,80:8d:b7:55:35:11,80:8d:b7:55:3a:52,38:17:c3:19:71:91,80:8d:b7:55:39:c2,38:17:c3:19:71:92,80:8d:b7:55:39:d0,20:a6:cd:50:24:a0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:3a:51,38:17:c3:1e:ff:11,80:8d:b7:55:29:d0,80:8d:b7:55:29:c1,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:19:36:31,38:17:c3:19:36:30,20:a6:cd:50:24:b0,38:17:c3:1e:ff:12,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,38:17:c3:1e:ff:10,80:8d:b7:55:29:c2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:29:c0,00:4e:35:df:06:40,00:4e:35:de:e1:00,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:0e:10,00:4e:35:de:e1:01,38:17:c3:1f:22:30,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:0e:02,38:17:c3:1f:22:31,38:17:c3:1f:22:32,80:8d:b7:55:4d:02,80:8d:b7:55:4d:00,80:8d:b7:55:4d:01,x,y,label
-100,-100,-75,-75,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-72,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-82,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-81,-58,-53,-58,-100,-81,-81,-82,-53,-53,-100,-58,-70,-77,-73,-72,-72,-88,-75,-76,-76,-86,-87,-86,-84,-78,-79,-78,-100,-100,-100,-100,-80,-79,-100,-84,-85,-84,-100,-85,-100,-100,-83,-100,-88,-81,-100,-100,-100,-100,-100,-100,-75,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-85,-59,-54,-59,-100,-100,-100,-100,-54,-55,-100,-58,-100,-78,-100,-100,-73,-82,-75,-74,-75,-83,-82,-83,-82,-71,-71,-71,-80,-88,-100,-100,-77,-100,-100,-88,-88,-100,-100,-100,-100,-100,-81,-100,-87,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-100,-80,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-85,-58,-52,-58,-100,-100,-84,-84,-52,-52,-100,-58,-74,-73,-72,-72,-72,-83,-74,-74,-75,-83,-83,-83,-83,-72,-72,-72,-81,-88,-100,-100,-77,-100,-100,-86,-87,-100,-100,-100,-100,-100,-80,-100,-87,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-80,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-83,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-85,-57,-52,-57,-100,-100,-84,-84,-52,-52,-100,-57,-75,-75,-72,-72,-72,-82,-77,-78,-75,-83,-82,-82,-83,-72,-72,-72,-85,-88,-100,-100,-76,-76,-100,-85,-86,-86,-100,-86,-100,-100,-80,-100,-87,-77,-81,-80,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-73,-72,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-79,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-69,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-85,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-85,-57,-53,-57,-100,-100,-100,-100,-53,-53,-100,-57,-74,-76,-72,-72,-72,-83,-76,-76,-77,-83,-83,-83,-83,-72,-72,-72,-85,-88,-100,-100,-76,-77,-100,-84,-85,-86,-100,-85,-100,-100,-100,-100,-88,-77,-100,-100,-100,-84,-100,-100,-100,-82,-81,-100,-100,-100,-84,-100,-100,-100,-100,-86,-87,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-78,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-69,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-84,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-57,-52,-57,-100,-100,-84,-84,-53,-53,-100,-57,-74,-76,-72,-71,-72,-83,-77,-78,-78,-83,-83,-82,-82,-72,-72,-72,-100,-88,-100,-100,-76,-77,-100,-86,-86,-86,-100,-86,-100,-100,-82,-100,-88,-77,-83,-83,-100,-85,-80,-82,-100,-82,-81,-100,-100,-100,-84,-80,-79,-84,-100,-88,-87,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-73,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-78,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-84,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-84,-57,-53,-57,-100,-100,-84,-84,-52,-53,-100,-58,-73,-78,-72,-72,-72,-82,-78,-79,-78,-82,-82,-82,-80,-72,-71,-72,-100,-100,-100,-100,-77,-77,-100,-86,-86,-86,-100,-86,-100,-100,-82,-100,-86,-77,-83,-83,-100,-83,-80,-81,-100,-100,-100,-100,-100,-100,-83,-80,-79,-84,-82,-88,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-71,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-100,-100,-100,-64,-59,-64,-100,-100,-100,-100,-59,-59,-100,-64,-100,-71,-100,-100,-100,-86,-77,-77,-77,-86,-86,-86,-79,-72,-72,-72,-100,-85,-100,-100,-100,-100,-100,-84,-86,-85,-100,-84,-100,-100,-81,-100,-86,-100,-81,-81,-100,-82,-100,-100,-82,-83,-83,-100,-100,-87,-81,-100,-100,-82,-100,-86,-86,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-73,-73,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-100,-100,-86,-65,-59,-65,-100,-100,-100,-100,-60,-59,-100,-65,-74,-67,-74,-74,-74,-85,-75,-75,-77,-85,-85,-85,-79,-73,-74,-73,-84,-87,-100,-100,-79,-79,-100,-84,-83,-84,-100,-84,-86,-100,-81,-100,-87,-80,-82,-81,-86,-82,-75,-100,-82,-83,-83,-100,-100,-87,-82,-100,-100,-83,-100,-86,-87,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-74,-75,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-83,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-84,-64,-62,-64,-100,-100,-100,-100,-60,-60,-100,-64,-74,-70,-75,-75,-74,-86,-73,-73,-73,-86,-86,-86,-80,-73,-73,-72,-84,-85,-100,-100,-79,-78,-100,-85,-84,-85,-100,-85,-85,-100,-80,-100,-87,-80,-80,-81,-84,-82,-75,-100,-100,-100,-100,-100,-100,-87,-82,-100,-100,-83,-100,-86,-86,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-77,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-85,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-38,-100,-100,-84,-67,-60,-67,-100,-100,-100,-100,-60,-60,-100,-67,-74,-76,-75,-74,-75,-86,-74,-74,-74,-86,-86,-86,-81,-73,-73,-73,-100,-84,-100,-100,-100,-78,-100,-84,-84,-85,-100,-84,-85,-100,-80,-100,-86,-77,-80,-81,-84,-100,-77,-100,-100,-100,-100,-100,-100,-87,-100,-100,-74,-100,-100,-86,-86,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-73,-73,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-77,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-71,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-86,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-100,-100,-100,-63,-60,-63,-100,-100,-100,-100,-60,-60,-100,-63,-74,-69,-74,-74,-74,-84,-74,-74,-74,-83,-84,-83,-81,-73,-73,-73,-100,-83,-100,-100,-100,-100,-100,-85,-84,-84,-100,-85,-83,-100,-100,-100,-86,-80,-100,-81,-83,-82,-76,-80,-100,-100,-100,-100,-100,-86,-82,-76,-76,-82,-79,-86,-86,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-74,-74,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-100,-100,-100,-64,-60,-64,-100,-100,-100,-100,-60,-60,-100,-64,-75,-70,-73,-73,-73,-85,-74,-74,-74,-85,-85,-85,-79,-72,-73,-100,-84,-83,-100,-100,-100,-100,-100,-85,-84,-85,-100,-84,-83,-100,-100,-100,-86,-80,-100,-100,-83,-83,-76,-80,-80,-80,-80,-100,-100,-86,-83,-76,-76,-83,-79,-87,-87,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-59,-49,-59,-100,-100,-100,-100,-49,-49,-100,-59,-74,-100,-100,-100,-100,-86,-100,-100,-100,-86,-86,-100,-83,-72,-100,-71,-80,-100,-100,-100,-79,-79,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-59,-50,-59,-100,-100,-100,-100,-50,-50,-100,-59,-74,-75,-74,-100,-74,-86,-100,-100,-100,-85,-86,-100,-83,-72,-72,-73,-80,-87,-100,-100,-79,-79,-100,-88,-88,-87,-100,-88,-100,-100,-100,-100,-88,-79,-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-83,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-76,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-83,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-60,-51,-60,-100,-100,-100,-100,-50,-50,-100,-60,-73,-76,-74,-74,-74,-85,-76,-76,-100,-86,-86,-100,-83,-72,-72,-73,-80,-87,-100,-100,-79,-79,-100,-88,-86,-87,-100,-88,-87,-100,-100,-100,-88,-79,-100,-100,-100,-100,-100,-100,-74,-73,-73,-100,-100,-89,-100,-100,-100,-100,-83,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-76,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-82,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-85,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-61,-50,-61,-100,-100,-100,-100,-50,-50,-100,-61,-74,-76,-74,-74,-74,-85,-76,-76,-100,-86,-86,-86,-82,-72,-72,-72,-80,-87,-100,-100,-78,-79,-100,-87,-87,-87,-100,-100,-87,-100,-100,-100,-88,-79,-100,-100,-87,-80,-80,-100,-74,-74,-74,-100,-100,-90,-80,-80,-80,-80,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-76,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-82,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-60,-50,-60,-100,-100,-100,-100,-50,-50,-100,-60,-74,-75,-74,-74,-74,-85,-75,-76,-75,-86,-86,-86,-82,-71,-72,-72,-80,-87,-100,-100,-79,-79,-100,-87,-87,-88,-100,-88,-87,-100,-100,-100,-89,-79,-100,-100,-87,-80,-80,-100,-100,-74,-74,-100,-100,-90,-80,-80,-80,-80,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-60,-50,-60,-100,-100,-100,-100,-50,-50,-100,-60,-74,-75,-76,-74,-74,-85,-76,-76,-76,-86,-86,-85,-83,-72,-72,-72,-80,-87,-100,-100,-79,-79,-100,-88,-88,-88,-100,-88,-87,-100,-100,-100,-88,-79,-100,-100,-87,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-78,-78,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-53,-53,-53,-100,-100,-100,-100,-53,-54,-100,-53,-75,-76,-75,-75,-75,-86,-78,-78,-78,-86,-86,-86,-80,-100,-76,-100,-100,-100,-100,-100,-72,-79,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-88,-79,-100,-81,-100,-77,-78,-77,-74,-74,-74,-100,-100,-100,-77,-79,-79,-77,-100,-100,-100,-100,-100,-100,-88,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-76,-76,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-88,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-59,-54,-59,-100,-100,-100,-100,-54,-54,-100,-59,-79,-76,-79,-79,-79,-85,-77,-77,-79,-86,-85,-85,-85,-75,-75,-100,-80,-89,-100,-100,-100,-74,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-82,-77,-78,-76,-76,-77,-100,-100,-100,-82,-77,-77,-82,-78,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-88,-57,-53,-57,-100,-100,-100,-100,-53,-53,-100,-57,-79,-77,-77,-100,-76,-86,-78,-78,-79,-85,-85,-86,-82,-75,-75,-75,-80,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-90,-72,-83,-82,-100,-78,-100,-77,-77,-100,-78,-100,-100,-88,-79,-100,-79,-79,-77,-100,-100,-77,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
