60:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,60:32:b1:3e:1a:b7,b4:5d:50:e1:96:43,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,44:48:c1:91:d0:04,b4:5d:50:e1:96:42,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,44:48:c1:91:d0:02,44:48:c1:91:d0:00,20:a6:cd:42:0a:c3,38:17:c3:1f:14:01,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,38:17:c3:19:45:a1,44:48:c1:91:95:a1,a8:bd:27:4c:aa:83,38:17:c3:1f:09:82,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:09:93,38:17:c3:1f:09:91,38:17:c3:1f:09:92,44:48:c1:91:95:b3,38:17:c3:1f:00:a0,20:a6:cd:42:0a:d2,9c:d6:43:60:92:e0,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,38:17:c3:1f:00:b0,44:48:c1:91:d0:11,38:17:c3:19:45:a0,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,44:48:c1:91:95:b2,86:0d:8e:aa:25:a4,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:41,20:a6:cd:42:0a:c1,38:17:c3:1f:14:12,38:17:c3:19:45:a2,38:17:c3:1f:14:11,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:50,38:17:c3:1f:14:10,38:17:c3:1f:00:a1,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:95:a0,38:17:c3:1f:09:81,38:17:c3:1f:09:83,a8:bd:27:4c:aa:82,44:48:c1:91:95:a3,38:17:c3:24:47:51,38:17:c3:24:47:52,38:17:c3:1f:14:00,44:48:c1:91:95:a2,38:17:c3:1f:09:80,66:2a:2f:53:7c:99,38:17:c3:1f:14:02,20:a6:cd:42:13:e2,38:17:c3:19:45:b0,a8:bd:27:4c:aa:80,44:48:c1:91:95:b0,44:48:c1:91:95:b1,a8:bd:27:4c:aa:81,38:17:c3:24:47:50,a8:bd:27:4c:aa:93,b6:e6:2d:69:d5:58,a8:bd:27:4c:aa:90,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:e3,38:17:c3:1f:19:f0,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:70,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:61,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:f2,80:8d:b7:55:35:00,80:8d:b7:55:35:02,80:8d:b7:55:35:01,b0:be:76:f8:30:5e,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:50,ea:9e:b4:53:24:54,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:39:d0,38:17:c3:19:71:90,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:19:36:20,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:30,38:17:c3:1e:ff:10,38:17:c3:1e:ff:00,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:39:d2,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,38:17:c3:1e:ff:01,80:8d:b7:55:29:d0,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,38:17:c3:1e:ff:02,20:a6:cd:50:24:a2,80:8d:b7:55:39:c2,20:a6:cd:50:24:b0,80:8d:b7:55:39:d1,00:4e:35:df:06:42,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:52,38:17:c3:1f:22:30,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:0e:10,38:17:c3:1f:22:21,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:22:31,38:17:c3:1f:0e:00,38:17:c3:1f:22:32,x,y,label
-58,-67,-68,-73,-75,-75,-76,-76,-71,-72,-72,-77,-77,-74,-74,-80,-80,-80,-80,-81,-81,-100,-80,-84,-79,-100,-100,-88,-100,-88,-86,-67,-75,-81,-72,-77,-72,-80,-100,-89,-88,-100,-100,-74,-72,-74,-75,-80,-75,-74,-80,-75,-67,-86,-86,-80,-79,-78,-78,-80,-85,-85,-74,-80,-81,-100,-74,-100,-86,-78,-100,-100,-78,-83,-91,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-61,-67,-69,-72,-76,-76,-76,-74,-72,-71,-71,-75,-77,-74,-72,-80,-80,-80,-81,-80,-81,-100,-80,-85,-81,-100,-100,-87,-88,-87,-87,-67,-76,-80,-72,-75,-72,-81,-100,-89,-88,-87,-100,-73,-72,-73,-78,-80,-78,-72,-80,-78,-68,-85,-85,-80,-81,-79,-77,-80,-100,-100,-71,-80,-81,-100,-72,-100,-85,-77,-100,-100,-78,-84,-92,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-54,-65,-67,-81,-76,-76,-76,-74,-77,-73,-73,-76,-100,-74,-71,-78,-78,-78,-82,-82,-82,-81,-78,-79,-100,-88,-87,-87,-87,-87,-100,-66,-76,-74,-77,-100,-73,-82,-100,-87,-100,-100,-100,-75,-77,-74,-77,-81,-77,-74,-78,-78,-65,-80,-81,-79,-100,-100,-100,-100,-100,-100,-71,-78,-100,-100,-71,-100,-81,-100,-100,-100,-78,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-57,-67,-69,-75,-82,-82,-82,-74,-75,-72,-72,-76,-77,-73,-70,-76,-78,-77,-82,-82,-82,-81,-79,-75,-77,-87,-86,-85,-85,-84,-88,-66,-82,-78,-76,-77,-72,-82,-100,-87,-85,-88,-100,-75,-75,-76,-72,-80,-72,-75,-75,-72,-66,-81,-81,-79,-78,-81,-100,-78,-100,-100,-69,-78,-79,-100,-70,-100,-81,-100,-100,-88,-78,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-55,-60,-67,-75,-79,-78,-79,-73,-75,-69,-69,-76,-77,-72,-67,-77,-77,-77,-87,-86,-87,-78,-80,-78,-78,-87,-86,-85,-85,-84,-88,-60,-79,-83,-76,-76,-69,-87,-78,-91,-85,-88,-100,-72,-75,-72,-77,-80,-77,-72,-77,-77,-60,-82,-82,-80,-78,-80,-76,-78,-100,-100,-67,-79,-77,-100,-67,-100,-82,-77,-100,-88,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-56,-65,-68,-74,-75,-75,-75,-77,-71,-68,-68,-74,-74,-59,-70,-84,-84,-83,-86,-86,-86,-78,-82,-78,-79,-100,-100,-100,-100,-100,-100,-65,-75,-73,-72,-74,-67,-86,-78,-89,-100,-100,-100,-59,-72,-59,-76,-100,-76,-59,-84,-75,-64,-81,-81,-80,-79,-77,-78,-79,-100,-100,-70,-83,-79,-100,-70,-100,-82,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-57,-65,-70,-74,-75,-75,-75,-74,-71,-68,-68,-73,-74,-59,-70,-81,-81,-81,-86,-86,-87,-80,-82,-74,-79,-100,-100,-100,-100,-100,-100,-65,-75,-73,-72,-73,-68,-88,-80,-88,-100,-90,-100,-72,-72,-72,-76,-100,-76,-72,-78,-76,-65,-83,-83,-100,-79,-79,-76,-79,-100,-100,-70,-83,-80,-100,-70,-100,-82,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-54,-64,-69,-76,-76,-76,-76,-76,-71,-71,-68,-74,-76,-73,-100,-84,-84,-84,-86,-87,-86,-80,-100,-74,-80,-100,-100,-100,-100,-100,-89,-64,-76,-75,-100,-73,-68,-86,-80,-88,-100,-89,-100,-73,-71,-72,-76,-100,-76,-72,-78,-76,-64,-85,-85,-81,-79,-78,-77,-78,-100,-100,-100,-81,-79,-100,-100,-100,-85,-77,-100,-100,-77,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-59,-71,-72,-73,-80,-80,-80,-78,-73,-62,-62,-73,-73,-58,-71,-83,-83,-83,-84,-84,-84,-77,-80,-79,-100,-87,-86,-100,-100,-100,-100,-72,-80,-75,-73,-73,-62,-84,-78,-87,-88,-100,-100,-100,-73,-76,-73,-100,-73,-76,-83,-73,-71,-79,-79,-81,-100,-81,-78,-83,-100,-100,-71,-80,-100,-100,-71,-100,-79,-78,-100,-100,-79,-100,-100,-100,-90,-83,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-61,-72,-70,-76,-81,-81,-81,-78,-74,-65,-65,-73,-74,-76,-71,-80,-81,-81,-79,-78,-78,-77,-80,-80,-80,-88,-87,-100,-100,-100,-100,-72,-81,-82,-74,-73,-65,-78,-78,-88,-88,-100,-100,-76,-74,-75,-74,-100,-74,-75,-81,-74,-72,-80,-80,-80,-80,-81,-78,-82,-100,-100,-71,-80,-100,-100,-71,-100,-80,-78,-100,-100,-79,-100,-100,-100,-90,-83,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-57,-58,-71,-76,-80,-80,-80,-74,-76,-60,-60,-75,-74,-76,-67,-82,-82,-82,-82,-82,-82,-100,-83,-61,-78,-88,-87,-100,-100,-100,-100,-58,-80,-83,-77,-76,-60,-82,-100,-88,-100,-100,-100,-77,-76,-76,-72,-100,-72,-75,-82,-73,-58,-80,-79,-80,-80,-76,-62,-85,-100,-100,-67,-84,-100,-100,-68,-100,-80,-62,-100,-100,-62,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-57,-62,-73,-77,-81,-82,-82,-80,-72,-62,-62,-80,-100,-74,-68,-80,-79,-79,-78,-78,-78,-100,-80,-77,-79,-100,-100,-88,-100,-100,-100,-62,-82,-74,-72,-76,-62,-78,-78,-88,-100,-100,-100,-77,-72,-78,-77,-100,-77,-78,-80,-77,-62,-82,-83,-80,-79,-78,-77,-85,-100,-100,-68,-81,-100,-100,-67,-100,-83,-77,-100,-100,-77,-87,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-61,-60,-73,-78,-83,-83,-83,-76,-72,-65,-65,-75,-100,-74,-72,-85,-84,-85,-80,-80,-80,-79,-80,-77,-79,-100,-100,-88,-100,-100,-100,-60,-83,-75,-73,-75,-65,-80,-79,-91,-100,-100,-100,-77,-73,-78,-73,-100,-73,-78,-84,-74,-60,-80,-80,-80,-79,-80,-76,-100,-100,-100,-72,-81,-100,-100,-72,-100,-80,-76,-100,-100,-76,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-56,-62,-73,-78,-81,-81,-81,-76,-72,-61,-61,-80,-80,-65,-68,-81,-81,-81,-82,-82,-81,-79,-100,-77,-78,-100,-100,-90,-100,-100,-100,-62,-81,-75,-74,-79,-61,-81,-80,-91,-100,-100,-100,-67,-72,-66,-76,-79,-76,-67,-81,-76,-62,-82,-82,-100,-78,-77,-77,-82,-100,-87,-68,-100,-78,-100,-68,-100,-82,-77,-100,-100,-77,-86,-100,-100,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-58,-64,-73,-80,-77,-78,-78,-77,-77,-65,-65,-100,-83,-74,-68,-81,-81,-81,-82,-82,-82,-100,-100,-100,-79,-100,-87,-100,-100,-100,-100,-64,-77,-71,-78,-100,-65,-82,-100,-87,-100,-100,-100,-77,-77,-75,-72,-100,-71,-74,-100,-71,-64,-80,-80,-100,-79,-82,-100,-100,-100,-100,-67,-100,-80,-100,-67,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-60,-62,-73,-81,-78,-78,-78,-78,-79,-63,-62,-100,-83,-74,-66,-81,-81,-82,-83,-82,-83,-82,-82,-77,-79,-85,-85,-100,-100,-100,-100,-62,-78,-78,-79,-100,-63,-83,-82,-85,-100,-100,-100,-77,-79,-75,-72,-81,-72,-74,-82,-72,-62,-81,-80,-83,-80,-82,-74,-84,-100,-100,-67,-82,-80,-100,-67,-100,-100,-75,-100,-100,-74,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-62,-62,-72,-75,-83,-82,-83,-77,-77,-65,-65,-78,-100,-75,-64,-79,-79,-79,-86,-86,-86,-80,-81,-75,-79,-85,-85,-86,-88,-100,-100,-62,-82,-77,-76,-78,-65,-86,-82,-85,-100,-100,-100,-77,-77,-79,-73,-81,-73,-79,-82,-73,-62,-81,-81,-82,-78,-78,-73,-83,-87,-87,-64,-82,-79,-100,-65,-100,-81,-73,-100,-100,-73,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-56,-63,-72,-76,-83,-82,-83,-74,-78,-65,-65,-78,-100,-74,-67,-80,-80,-80,-86,-86,-86,-80,-81,-74,-79,-100,-100,-86,-88,-100,-100,-63,-82,-75,-78,-78,-65,-87,-100,-100,-100,-100,-100,-100,-78,-79,-72,-100,-72,-79,-80,-72,-63,-81,-87,-81,-81,-82,-77,-83,-87,-87,-67,-81,-79,-100,-67,-100,-86,-73,-100,-100,-77,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-57,-63,-72,-74,-79,-80,-80,-64,-78,-64,-64,-78,-100,-76,-67,-78,-79,-78,-86,-86,-85,-100,-81,-74,-79,-100,-100,-88,-88,-88,-100,-63,-79,-74,-78,-77,-64,-86,-100,-100,-88,-100,-100,-80,-77,-80,-72,-81,-72,-80,-79,-72,-63,-100,-87,-81,-81,-82,-75,-82,-86,-86,-67,-80,-100,-100,-67,-100,-88,-76,-100,-100,-76,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-59,-64,-72,-74,-80,-80,-80,-76,-76,-65,-65,-79,-80,-74,-67,-79,-79,-79,-86,-86,-85,-100,-79,-74,-79,-100,-100,-88,-88,-88,-100,-64,-80,-74,-77,-79,-65,-86,-100,-100,-88,-100,-100,-80,-76,-80,-73,-81,-73,-80,-79,-73,-64,-100,-100,-81,-79,-79,-76,-81,-85,-86,-67,-80,-79,-100,-67,-100,-88,-76,-100,-100,-76,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-60,-61,-76,-100,-79,-79,-79,-75,-77,-66,-66,-78,-100,-73,-66,-81,-81,-81,-81,-81,-81,-80,-100,-75,-100,-100,-100,-89,-100,-100,-100,-62,-79,-83,-75,-100,-66,-81,-100,-89,-100,-100,-100,-100,-77,-76,-68,-80,-68,-75,-100,-68,-62,-83,-84,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-66,-100,-84,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,175,5
-53,-61,-76,-100,-79,-79,-79,-74,-76,-68,-68,-76,-76,-73,-67,-82,-82,-82,-81,-82,-82,-80,-83,-76,-81,-100,-100,-89,-88,-100,-100,-62,-79,-83,-77,-76,-69,-82,-100,-89,-88,-100,-100,-74,-76,-74,-67,-80,-67,-74,-82,-67,-61,-83,-83,-100,-81,-81,-73,-81,-100,-100,-67,-82,-81,-100,-68,-100,-84,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,175,5
-57,-64,-76,-80,-78,-78,-79,-74,-76,-68,-68,-76,-76,-73,-69,-82,-82,-82,-82,-82,-82,-100,-83,-75,-81,-100,-100,-89,-88,-100,-100,-64,-78,-84,-76,-76,-67,-82,-100,-100,-89,-100,-100,-75,-76,-74,-68,-100,-68,-74,-82,-68,-64,-83,-83,-82,-81,-80,-73,-81,-100,-100,-67,-82,-81,-100,-69,-100,-100,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,175,5
