_id,x,y,bssid,ssid,capabilities,frequency,level,atTimestamp
1,144.1123046875,807.4384155273438,72:32:b1:3e:1a:b8,,[WPA2-PSK-CCMP][ESS],2457.0,-60.0,575342769396.0
2,144.1123046875,807.4384155273438,60:32:b1:3e:1a:b8,LIMS,[WPA2-PSK-CCMP][ESS][WPS],2457.0,-61.0,575342769396.0
3,144.1123046875,807.4384155273438,72:32:b1:3e:1a:b7,,[WPA2-PSK-CCMP][ESS],5745.0,-62.0,575342769396.0
4,144.1123046875,807.4384155273438,60:32:b1:3e:1a:b7,LIMS,[WPA2-PSK-CCMP][ESS][WPS],5745.0,-62.0,575342769396.0
5,144.1123046875,807.4384155273438,38:17:c3:1f:00:b0,csu-guest,[ESS],5825.0,-68.0,575342769396.0
6,144.1123046875,807.4384155273438,38:17:c3:1f:00:b2,eduroam,[WPA2-EAP-CCMP][ESS],5825.0,-68.0,575342769396.0
7,144.1123046875,807.4384155273438,38:17:c3:1f:00:b1,csu-eid,[WPA2-EAP-CCMP][ESS],5825.0,-69.0,575342769396.0
8,144.1123046875,807.4384155273438,38:17:c3:1f:00:a0,csu-guest,[ESS],2412.0,-75.0,575342769396.0
9,144.1123046875,807.4384155273438,38:17:c3:1f:00:a1,csu-eid,[WPA2-EAP-CCMP][ESS],2412.0,-75.0,575342769396.0
10,144.1123046875,807.4384155273438,38:17:c3:1f:00:a2,eduroam,[WPA2-EAP-CCMP][ESS],2412.0,-75.0,575342769396.0
11,144.1123046875,807.4384155273438,b4:5d:50:e1:96:50,csu-guest,[ESS],5180.0,-77.0,575342769396.0
12,144.1123046875,807.4384155273438,b4:5d:50:e1:96:52,eduroam,[WPA2-EAP-CCMP][ESS],5180.0,-77.0,575342769396.0
13,144.1123046875,807.4384155273438,b4:5d:50:e1:96:53,engr_labs,[WPA2-PSK-CCMP][ESS],5180.0,-77.0,575342769396.0
14,144.1123046875,807.4384155273438,20:a6:cd:42:0a:d3,engr_labs,[WPA2-PSK-CCMP][ESS],5240.0,-77.0,575342769396.0
15,144.1123046875,807.4384155273438,20:a6:cd:42:0a:d2,csu-guest,[ESS],5240.0,-78.0,575342769396.0
16,144.1123046875,807.4384155273438,b4:5d:50:e1:96:51,csu-eid,[WPA2-EAP-CCMP][ESS],5180.0,-78.0,575342769396.0
17,144.1123046875,807.4384155273438,20:a6:cd:42:0a:d0,csu-eid,[WPA2-EAP-CCMP][ESS],5240.0,-78.0,575342769396.0
18,144.1123046875,807.4384155273438,20:a6:cd:42:0a:d1,eduroam,[WPA2-EAP-CCMP][ESS],5240.0,-78.0,575342769396.0
19,144.1123046875,807.4384155273438,b4:5d:50:e1:96:40,csu-guest,[ESS],2437.0,-79.0,575342769396.0
