60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a0,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,44:48:c1:91:d0:14,b4:5d:50:e1:96:42,44:48:c1:91:d0:12,44:48:c1:91:d0:11,44:48:c1:91:d0:10,38:17:c3:1f:14:02,b4:5d:50:e1:96:41,38:17:c3:1f:14:00,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c3,9c:d6:43:60:92:e0,44:48:c1:91:d0:04,44:48:c1:91:d0:00,38:17:c3:1f:14:01,44:48:c1:91:d0:02,44:48:c1:91:d0:01,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,20:a6:cd:42:0a:d1,38:17:c3:1f:09:83,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d2,38:17:c3:19:45:a1,38:17:c3:19:45:a0,38:17:c3:1f:09:80,a8:bd:27:4c:aa:83,44:48:c1:91:95:a0,38:17:c3:1f:09:81,38:17:c3:1f:09:82,44:48:c1:91:95:a2,44:48:c1:91:95:a3,38:17:c3:24:47:52,44:48:c1:91:95:b3,44:48:c1:91:95:a1,38:17:c3:1f:14:10,38:17:c3:24:47:51,38:17:c3:24:47:50,38:17:c3:1f:14:11,38:17:c3:1f:19:d1,44:48:c1:91:95:b1,44:48:c1:91:95:b0,44:48:c1:91:95:b2,a8:bd:27:4c:aa:91,38:17:c3:1f:14:12,38:17:c3:1f:19:d2,a8:bd:27:4c:aa:92,38:17:c3:1f:09:93,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:90,38:17:c3:1f:09:92,38:17:c3:1f:19:d0,44:48:c1:91:aa:22,38:17:c3:1f:09:91,38:17:c3:19:45:b2,38:17:c3:1f:09:90,38:17:c3:19:45:b0,38:17:c3:19:45:b1,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:40,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,a8:bd:27:4c:aa:82,38:17:c3:19:45:a2,20:a6:cd:42:0a:c2,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,ac:e2:d3:c4:08:e6,20:a6:cd:42:13:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:1f:19:f0,20:a6:cd:42:0b:e3,38:17:c3:19:d7:70,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,38:17:c3:19:d7:71,38:17:c3:19:d7:60,38:17:c3:19:d7:61,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:25:e3,80:8d:b7:55:25:f1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:35:03,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:25:f2,66:2a:2f:53:7c:99,80:8d:b7:55:25:e0,80:8d:b7:55:35:01,ea:9e:b4:53:24:54,80:8d:b7:55:35:02,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,b0:be:76:f8:30:5e,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:35:11,38:17:c3:1e:ff:10,80:8d:b7:55:35:00,38:17:c3:19:71:90,80:8d:b7:55:35:12,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:36:30,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:1e:ff:00,80:8d:b7:55:39:c1,80:8d:b7:55:29:d0,38:17:c3:1e:ff:02,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,80:8d:b7:55:39:c0,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:c2,80:8d:b7:55:29:d1,00:4e:35:df:06:41,38:17:c3:1e:ff:01,00:4e:35:df:06:52,68:ff:7b:e4:af:38,80:8d:b7:55:29:c1,00:4e:35:de:e1:12,80:8d:b7:55:29:c2,20:a6:cd:50:24:b0,80:8d:b7:55:29:c0,80:8d:b7:55:29:d2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:22:31,38:17:c3:1f:22:30,38:17:c3:1f:22:32,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,x,y,timestamp
-57,-57,-69,-69,-69,-66,-70,-69,-70,-80,-76,-80,-79,-80,-70,-77,-72,-75,-72,-79,-76,-100,-71,-100,-100,-83,-84,-84,-82,-100,-83,-82,-82,-83,-100,-100,-100,-85,-100,-84,-83,-100,-100,-84,-85,-100,-83,-83,-84,-83,-100,-85,-84,-85,-88,-83,-100,-87,-91,-87,-88,-100,-89,-100,-100,-100,-92,-90,-100,-67,-76,-76,-75,-82,-100,-75,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,75,768,356701583821
-61,-58,-68,-68,-68,-66,-69,-68,-67,-78,-76,-80,-77,-79,-70,-76,-72,-75,-73,-79,-76,-100,-72,-100,-100,-83,-83,-84,-82,-100,-83,-82,-81,-81,-100,-100,-82,-100,-100,-83,-100,-100,-100,-86,-85,-100,-82,-85,-86,-83,-100,-85,-84,-86,-87,-83,-100,-87,-91,-87,-88,-100,-90,-100,-100,-100,-92,-89,-100,-67,-76,-76,-77,-83,-100,-77,-82,-82,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,75,768,359976489080
-66,-65,-61,-61,-61,-67,-69,-69,-69,-78,-79,-79,-78,-79,-79,-84,-75,-76,-100,-81,-75,-100,-75,-100,-77,-84,-85,-85,-86,-100,-83,-86,-86,-87,-84,-81,-85,-82,-86,-83,-84,-85,-83,-87,-88,-83,-87,-88,-87,-89,-100,-87,-88,-88,-87,-89,-100,-87,-89,-87,-100,-100,-91,-100,-100,-100,-89,-100,-100,-100,-84,-77,-78,-100,-83,-78,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,75,751,401549965783
-62,-65,-65,-65,-65,-68,-69,-69,-69,-77,-77,-77,-78,-79,-77,-76,-76,-76,-100,-84,-75,-79,-78,-79,-100,-85,-85,-86,-86,-82,-86,-86,-86,-87,-84,-81,-85,-81,-84,-84,-84,-84,-83,-88,-89,-83,-86,-88,-87,-87,-100,-87,-88,-89,-100,-87,-100,-100,-90,-91,-100,-100,-91,-100,-100,-100,-89,-89,-100,-69,-77,-78,-78,-100,-83,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,75,751,404772611615
-63,-100,-61,-61,-61,-67,-68,-69,-68,-79,-77,-77,-78,-79,-75,-76,-76,-75,-78,-86,-100,-79,-75,-79,-100,-85,-87,-86,-84,-82,-85,-85,-85,-85,-100,-100,-100,-81,-84,-85,-82,-84,-83,-88,-89,-83,-84,-88,-87,-83,-100,-89,-100,-89,-100,-83,-100,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-69,-77,-78,-78,-85,-100,-82,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,75,751,408124863853
-60,-59,-60,-59,-60,-69,-68,-70,-69,-80,-77,-80,-81,-80,-77,-78,-76,-77,-78,-86,-79,-100,-77,-100,-100,-87,-87,-86,-84,-81,-87,-85,-85,-85,-100,-100,-100,-80,-100,-85,-82,-100,-87,-100,-88,-100,-86,-100,-88,-83,-100,-89,-90,-89,-100,-83,-100,-100,-91,-100,-100,-90,-91,-100,-88,-100,-90,-89,-90,-70,-100,-100,-82,-85,-100,-82,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,75,751,411449940727
-63,-63,-63,-63,-63,-66,-66,-66,-66,-80,-79,-80,-80,-80,-75,-78,-83,-75,-74,-82,-82,-100,-76,-84,-100,-87,-87,-86,-87,-82,-87,-88,-86,-87,-100,-100,-100,-79,-100,-85,-84,-100,-87,-100,-87,-100,-84,-100,-89,-85,-100,-89,-89,-89,-100,-84,-100,-100,-89,-100,-100,-90,-91,-100,-89,-90,-90,-89,-89,-66,-80,-100,-80,-85,-100,-80,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,75,751,414838902601
-61,-63,-62,-62,-63,-66,-68,-70,-69,-84,-75,-84,-84,-84,-77,-77,-79,-75,-77,-82,-82,-100,-77,-84,-100,-87,-87,-86,-86,-82,-87,-86,-86,-86,-100,-100,-100,-81,-100,-85,-84,-100,-83,-88,-88,-100,-85,-100,-89,-86,-100,-89,-87,-88,-100,-86,-100,-100,-90,-100,-100,-88,-100,-100,-90,-90,-88,-89,-89,-66,-76,-82,-82,-85,-100,-81,-84,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,75,751,418189129058
-64,-61,-61,-62,-62,-70,-63,-63,-100,-83,-100,-83,-83,-84,-72,-100,-73,-76,-100,-100,-76,-78,-73,-79,-78,-83,-83,-82,-100,-100,-84,-90,-90,-89,-100,-100,-100,-100,-100,-100,-83,-100,-100,-86,-89,-100,-78,-85,-86,-79,-100,-100,-100,-100,-100,-78,-100,-100,-87,-100,-100,-85,-93,-100,-87,-100,-87,-100,-100,-70,-81,-70,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,75,734,462195060499
-61,-60,-63,-62,-62,-70,-63,-64,-64,-81,-80,-81,-81,-82,-70,-79,-71,-78,-80,-87,-75,-78,-71,-79,-78,-83,-83,-90,-100,-82,-84,-90,-88,-89,-100,-100,-84,-78,-100,-100,-83,-100,-100,-86,-88,-100,-79,-85,-86,-80,-100,-100,-100,-88,-100,-80,-100,-100,-87,-90,-90,-86,-93,-100,-87,-100,-87,-100,-100,-71,-79,-77,-79,-77,-100,-78,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,75,734,465362633779
-63,-62,-61,-62,-62,-69,-66,-65,-65,-81,-78,-81,-81,-82,-70,-79,-71,-78,-82,-84,-75,-82,-71,-83,-83,-85,-85,-86,-89,-82,-84,-89,-88,-87,-100,-100,-84,-78,-100,-100,-83,-100,-100,-86,-87,-100,-80,-88,-87,-80,-100,-100,-88,-86,-100,-81,-100,-100,-87,-90,-90,-86,-100,-100,-87,-100,-87,-100,-100,-70,-78,-78,-79,-100,-100,-78,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,75,734,468669794403
-61,-62,-61,-62,-62,-69,-65,-65,-65,-81,-78,-81,-81,-82,-70,-79,-72,-78,-82,-83,-74,-82,-71,-83,-83,-85,-85,-86,-89,-100,-85,-89,-88,-87,-100,-100,-84,-79,-100,-100,-100,-100,-100,-86,-87,-100,-81,-88,-87,-80,-100,-100,-88,-86,-100,-81,-100,-100,-86,-92,-93,-86,-100,-100,-87,-100,-85,-100,-100,-70,-78,-78,-79,-82,-100,-78,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,75,734,472006556485
-59,-63,-61,-62,-62,-70,-65,-65,-65,-81,-80,-81,-81,-81,-71,-79,-72,-78,-75,-83,-78,-100,-100,-100,-83,-85,-85,-86,-90,-85,-84,-89,-90,-91,-100,-100,-100,-80,-100,-88,-100,-100,-100,-86,-100,-100,-80,-88,-87,-80,-100,-100,-100,-100,-100,-81,-100,-100,-86,-90,-93,-86,-100,-100,-86,-100,-85,-100,-100,-71,-81,-100,-100,-82,-100,-78,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,75,734,475308572838
-59,-63,-61,-62,-62,-70,-65,-68,-67,-81,-80,-81,-81,-81,-71,-79,-71,-78,-82,-83,-74,-100,-100,-100,-83,-86,-85,-85,-90,-85,-85,-100,-89,-90,-100,-100,-100,-80,-100,-88,-100,-100,-100,-86,-89,-100,-80,-87,-87,-80,-100,-100,-100,-89,-100,-81,-100,-100,-86,-91,-91,-85,-100,-100,-85,-100,-85,-100,-100,-71,-81,-100,-80,-82,-100,-79,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,75,734,478559184035
-67,-100,-63,-62,-62,-69,-65,-64,-64,-78,-80,-78,-77,-79,-73,-80,-74,-78,-82,-83,-80,-83,-74,-83,-81,-84,-86,-86,-93,-85,-84,-100,-94,-91,-100,-100,-89,-81,-100,-100,-100,-100,-100,-100,-89,-100,-79,-100,-90,-79,-100,-100,-100,-100,-100,-80,-100,-100,-90,-90,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,75,717,527777352245
-70,-100,-64,-62,-62,-69,-65,-63,-64,-78,-80,-78,-77,-79,-70,-80,-72,-78,-80,-81,-80,-82,-71,-81,-82,-85,-87,-86,-88,-85,-86,-87,-88,-89,-100,-100,-89,-80,-100,-100,-100,-100,-100,-100,-89,-100,-81,-100,-90,-80,-100,-100,-100,-100,-100,-81,-100,-100,-89,-90,-100,-92,-100,-100,-100,-100,-90,-100,-100,-100,-81,-100,-100,-77,-100,-100,-77,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,75,717,530944860525
-70,-75,-64,-62,-62,-69,-64,-65,-64,-78,-100,-76,-77,-78,-71,-100,-72,-78,-78,-82,-78,-82,-71,-84,-82,-85,-86,-86,-87,-85,-85,-87,-88,-87,-100,-100,-100,-80,-100,-100,-100,-100,-85,-100,-100,-100,-81,-100,-100,-80,-100,-100,-100,-100,-100,-81,-100,-100,-89,-90,-92,-100,-100,-100,-100,-100,-90,-100,-100,-100,-81,-100,-100,-77,-100,-100,-77,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,75,717,534117893701
-66,-68,-63,-62,-62,-69,-64,-65,-64,-78,-81,-78,-78,-78,-71,-82,-72,-80,-78,-82,-79,-82,-73,-84,-82,-85,-86,-86,-87,-86,-85,-87,-88,-87,-86,-100,-100,-80,-100,-100,-100,-100,-85,-100,-100,-100,-78,-100,-100,-79,-100,-100,-100,-100,-100,-79,-100,-100,-91,-89,-89,-100,-100,-100,-100,-100,-90,-100,-100,-100,-81,-100,-100,-80,-84,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,75,717,537329178908
-68,-68,-63,-62,-62,-68,-64,-65,-64,-78,-81,-78,-80,-80,-72,-82,-73,-80,-100,-82,-79,-100,-73,-82,-100,-85,-85,-85,-88,-86,-85,-87,-88,-88,-86,-100,-100,-80,-100,-100,-88,-85,-100,-86,-100,-100,-77,-87,-86,-78,-100,-100,-100,-100,-100,-78,-100,-100,-88,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-78,-84,-87,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,75,717,540527234063
-64,-68,-63,-63,-62,-68,-64,-65,-64,-80,-100,-79,-80,-80,-72,-100,-73,-100,-77,-86,-80,-100,-73,-82,-100,-85,-85,-85,-85,-86,-85,-87,-87,-86,-100,-100,-100,-78,-100,-89,-88,-85,-91,-86,-100,-100,-78,-87,-87,-79,-100,-100,-100,-89,-100,-78,-100,-100,-88,-90,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-83,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,75,717,543799354478
-63,-100,-64,-65,-65,-67,-100,-100,-67,-83,-77,-82,-83,-82,-73,-77,-73,-79,-77,-82,-100,-100,-73,-100,-82,-90,-89,-100,-86,-84,-91,-85,-86,-86,-100,-100,-81,-70,-100,-82,-100,-100,-100,-100,-100,-100,-79,-100,-88,-78,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-67,-76,-100,-81,-100,-100,-100,-100,-100,-100,-100,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,75,699,588886248263
-63,-64,-63,-63,-64,-66,-67,-67,-67,-83,-77,-82,-82,-82,-70,-77,-69,-77,-78,-78,-100,-100,-69,-100,-82,-88,-89,-89,-86,-76,-88,-88,-87,-87,-100,-100,-81,-79,-100,-82,-100,-87,-85,-100,-100,-100,-79,-100,-88,-78,-100,-100,-100,-89,-100,-77,-100,-100,-90,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-66,-78,-84,-81,-100,-100,-85,-100,-100,-100,-100,-86,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,75,699,592062941648
-63,-63,-63,-63,-63,-66,-67,-68,-67,-83,-79,-82,-82,-82,-71,-100,-69,-77,-78,-79,-100,-100,-70,-100,-100,-88,-89,-89,-87,-76,-88,-88,-88,-87,-100,-100,-100,-81,-100,-84,-100,-87,-85,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-89,-100,-78,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-66,-79,-84,-84,-87,-100,-85,-100,-100,-100,-100,-86,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,75,699,595321180761
