b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:35:02,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:39:d2,80:8d:b7:55:35:10,80:8d:b7:55:39:d1,80:8d:b7:55:35:03,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:d0,38:17:c3:1f:01:91,38:17:c3:1f:01:90,80:8d:b7:55:25:e3,38:17:c3:1f:01:92,38:17:c3:1f:01:81,80:8d:b7:55:25:e1,00:4e:35:df:06:40,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,44:48:c1:a5:82:21,80:8d:b7:55:25:f1,00:4e:35:df:06:42,00:4e:35:df:06:41,44:48:c1:a5:82:22,80:8d:b7:55:3a:51,38:17:c3:19:d7:72,44:48:c1:a5:82:20,80:8d:b7:55:3a:50,80:8d:b7:55:3a:52,44:48:c1:a5:82:31,38:17:c3:19:d7:71,38:17:c3:19:d7:70,20:a6:cd:50:24:a2,38:17:c3:19:d7:61,44:48:c1:a5:82:30,38:17:c3:19:d7:60,44:48:c1:a5:82:32,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,00:4e:35:df:06:52,00:4e:35:df:06:51,38:17:c3:1e:ff:12,20:a6:cd:50:24:b0,ac:e2:d3:c4:08:e6,80:8d:b7:55:35:13,b0:be:76:f8:30:5e,38:17:c3:1f:01:82,80:8d:b7:55:39:c0,80:8d:b7:55:25:e0,80:8d:b7:55:25:e2,20:a6:cd:50:24:b2,00:4e:35:df:06:50,38:17:c3:19:45:b0,80:8d:b7:55:3a:41,38:17:c3:19:d7:62,80:8d:b7:55:3a:40,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,66:2a:2f:53:7c:99,38:17:c3:1f:01:80,80:8d:b7:55:3a:42,20:a6:cd:50:24:b1,38:17:c3:19:45:b2,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,38:17:c3:19:55:50,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,38:17:c3:19:45:a1,38:17:c3:19:55:51,b4:5d:50:e1:92:31,b4:5d:50:e1:92:33,68:ff:7b:e4:af:39,38:17:c3:1f:09:83,38:17:c3:19:45:b1,38:17:c3:19:45:a0,00:4e:35:de:e1:12,b4:5d:50:e1:92:23,38:17:c3:1f:22:31,38:17:c3:1f:22:30,38:17:c3:19:45:a2,60:32:b1:3e:1a:b7,38:17:c3:19:55:52,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,38:17:c3:1f:08:50,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,00:4e:35:de:e1:11,00:4e:35:de:e1:01,00:4e:35:de:e1:00,00:4e:35:de:e1:10,00:4e:35:de:e1:02,b4:5d:50:e1:92:20,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1f:08:51,38:17:c3:1f:08:52,00:4e:35:de:d7:52,38:17:c3:1f:22:20,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,68:ff:7b:e4:af:38,00:4e:35:df:0e:12,38:17:c3:19:71:91,38:17:c3:19:71:90,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,00:4e:35:de:d7:41,38:17:c3:19:71:92,38:17:c3:1f:22:32,38:17:c3:1f:08:41,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:1f:22:21,38:17:c3:1f:08:40,38:17:c3:1f:08:42,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a0,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:4f:10,38:17:c3:24:4f:01,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1b:08:b0,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:19:71:81,00:4e:35:df:0e:00,00:4e:35:de:d7:43,00:4e:35:de:d7:42,00:4e:35:de:d7:40,x,y,timestamp
-33,-52,-54,-55,-54,-60,-60,-60,-76,-72,-76,-69,-68,-77,-69,-79,-74,-100,-100,-77,-78,-76,-78,-76,-75,-81,-90,-80,-80,-80,-77,-80,-100,-100,-77,-80,-79,-76,-81,-81,-84,-79,-79,-100,-75,-83,-75,-82,-82,-83,-86,-84,-82,-86,-84,-69,-72,-71,-100,-81,-81,-87,-85,-91,-100,-75,-100,-100,-100,-100,-73,-100,-100,-90,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,613,5789481922008
-36,-57,-54,-55,-54,-60,-60,-60,-72,-72,-72,-70,-70,-76,-70,-77,-71,-69,-68,-77,-78,-78,-78,-78,-71,-81,-100,-80,-80,-80,-76,-80,-100,-100,-76,-83,-78,-76,-82,-83,-82,-78,-78,-100,-75,-80,-75,-80,-82,-83,-86,-86,-82,-85,-85,-70,-73,-71,-71,-81,-81,-85,-86,-91,-77,-75,-100,-100,-100,-100,-72,-78,-86,-90,-89,-89,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,613,5792809747424
-49,-50,-63,-61,-62,-64,-64,-64,-71,-70,-70,-70,-71,-79,-70,-78,-72,-76,-76,-76,-78,-76,-81,-75,-74,-74,-85,-75,-76,-77,-100,-75,-86,-86,-100,-83,-78,-100,-83,-82,-81,-77,-77,-100,-78,-82,-79,-82,-86,-86,-83,-84,-85,-88,-76,-71,-70,-100,-76,-100,-100,-100,-86,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,601,5860004369534
-32,-50,-61,-61,-61,-60,-60,-60,-71,-71,-70,-69,-69,-77,-70,-78,-71,-76,-75,-78,-78,-78,-81,-77,-74,-74,-85,-77,-76,-77,-79,-75,-85,-86,-78,-82,-78,-78,-82,-82,-81,-77,-77,-100,-78,-81,-79,-82,-83,-83,-83,-83,-83,-87,-100,-70,-70,-73,-75,-100,-100,-87,-83,-100,-100,-79,-82,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,601,5863284847449
-29,-57,-57,-57,-58,-60,-60,-60,-72,-73,-71,-69,-70,-79,-70,-78,-72,-76,-75,-79,-78,-79,-79,-77,-75,-79,-100,-77,-76,-77,-79,-75,-85,-86,-79,-83,-77,-79,-83,-82,-81,-77,-78,-100,-78,-81,-80,-80,-83,-84,-83,-83,-83,-87,-100,-70,-78,-73,-75,-78,-78,-88,-83,-100,-78,-79,-80,-85,-100,-100,-76,-79,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,601,5866700289531
-28,-58,-56,-57,-56,-60,-60,-60,-73,-73,-72,-70,-70,-77,-70,-78,-73,-76,-100,-78,-78,-79,-79,-79,-75,-79,-100,-76,-76,-77,-80,-76,-100,-100,-79,-83,-78,-79,-84,-84,-81,-78,-78,-100,-81,-80,-80,-80,-83,-83,-88,-83,-83,-88,-100,-70,-77,-75,-71,-78,-78,-89,-89,-100,-78,-80,-80,-85,-100,-100,-75,-79,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,601,5870160190676
-28,-56,-56,-57,-56,-60,-60,-60,-73,-73,-73,-70,-71,-77,-69,-78,-74,-100,-74,-78,-78,-78,-100,-78,-75,-79,-100,-76,-76,-76,-80,-77,-100,-100,-79,-82,-78,-79,-83,-82,-81,-77,-77,-100,-79,-81,-80,-81,-83,-83,-87,-87,-83,-89,-81,-70,-75,-75,-74,-100,-78,-89,-89,-100,-100,-80,-100,-100,-85,-100,-75,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,601,5873452787445
-28,-54,-56,-57,-56,-60,-60,-60,-72,-74,-73,-70,-70,-77,-69,-77,-76,-75,-74,-77,-79,-78,-79,-80,-74,-100,-100,-78,-78,-76,-100,-78,-100,-100,-79,-82,-78,-79,-83,-82,-81,-77,-78,-83,-79,-81,-100,-81,-83,-83,-87,-87,-83,-89,-78,-70,-75,-74,-74,-79,-79,-89,-89,-100,-100,-80,-100,-83,-84,-100,-100,-80,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,601,5876848696402
-29,-54,-60,-61,-61,-64,-64,-64,-100,-100,-100,-65,-65,-76,-65,-75,-69,-73,-67,-76,-76,-75,-75,-76,-100,-100,-100,-76,-78,-78,-78,-78,-100,-100,-77,-81,-78,-75,-82,-82,-78,-77,-77,-86,-79,-79,-80,-79,-80,-80,-87,-88,-79,-90,-100,-65,-79,-74,-100,-100,-100,-90,-85,-100,-77,-79,-100,-100,-100,-87,-100,-77,-89,-100,-100,-100,-89,-90,-80,-80,-80,-86,-90,-91,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,588,5960119152777
-29,-51,-58,-58,-57,-61,-61,-60,-72,-71,-71,-71,-71,-76,-71,-75,-74,-67,-67,-77,-79,-79,-75,-80,-74,-100,-100,-76,-77,-77,-78,-76,-100,-100,-78,-80,-78,-79,-80,-80,-79,-75,-74,-100,-79,-79,-100,-79,-81,-82,-86,-84,-82,-88,-80,-71,-75,-74,-67,-100,-100,-100,-85,-100,-77,-79,-100,-86,-100,-87,-100,-77,-86,-100,-100,-100,-89,-90,-80,-80,-80,-86,-90,-91,-94,-85,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,588,5963525513661
-29,-54,-57,-57,-57,-60,-61,-60,-72,-72,-71,-67,-67,-78,-67,-78,-70,-67,-69,-77,-76,-76,-82,-77,-74,-100,-100,-79,-77,-80,-78,-80,-100,-100,-78,-80,-100,-79,-80,-80,-80,-75,-74,-100,-100,-81,-100,-81,-80,-80,-86,-86,-81,-88,-84,-67,-76,-74,-68,-100,-100,-100,-85,-100,-76,-79,-76,-86,-100,-87,-73,-77,-86,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-85,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,588,5967024921628
-29,-50,-58,-57,-57,-59,-60,-60,-72,-72,-71,-67,-67,-76,-67,-75,-73,-67,-68,-76,-76,-77,-77,-77,-74,-100,-100,-79,-79,-79,-100,-79,-100,-100,-78,-80,-75,-100,-80,-80,-80,-76,-76,-100,-82,-81,-100,-81,-80,-80,-86,-86,-79,-88,-100,-67,-75,-74,-68,-100,-75,-100,-86,-100,-76,-100,-76,-85,-100,-100,-74,-75,-100,-100,-100,-100,-100,-100,-82,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,588,5970444530846
-26,-54,-57,-57,-57,-62,-62,-60,-72,-72,-71,-65,-65,-79,-64,-78,-72,-67,-68,-78,-76,-75,-77,-75,-74,-100,-100,-76,-76,-77,-100,-75,-100,-100,-76,-80,-76,-76,-80,-78,-80,-77,-78,-100,-82,-79,-100,-79,-81,-82,-86,-86,-81,-100,-100,-65,-78,-74,-67,-100,-75,-100,-86,-87,-100,-100,-78,-85,-87,-90,-74,-78,-100,-89,-100,-100,-100,-100,-82,-81,-81,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,588,5973809338292
-27,-52,-57,-57,-57,-59,-59,-60,-70,-72,-68,-64,-65,-78,-64,-79,-69,-67,-68,-78,-75,-75,-77,-75,-76,-100,-100,-80,-78,-78,-78,-79,-90,-100,-76,-79,-75,-77,-78,-79,-78,-75,-75,-100,-100,-79,-100,-79,-80,-80,-85,-86,-80,-88,-84,-65,-76,-74,-67,-100,-76,-100,-86,-87,-100,-100,-78,-100,-86,-90,-75,-76,-100,-89,-100,-100,-92,-100,-79,-80,-81,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,588,5977206697301
-27,-53,-62,-62,-61,-68,-69,-69,-100,-100,-100,-68,-69,-73,-70,-74,-71,-100,-71,-74,-81,-82,-100,-81,-76,-100,-82,-100,-86,-86,-100,-83,-83,-83,-100,-81,-71,-76,-80,-80,-78,-71,-72,-100,-100,-78,-77,-78,-83,-83,-86,-84,-82,-92,-100,-70,-74,-100,-100,-100,-100,-91,-85,-100,-81,-100,-100,-86,-100,-100,-100,-82,-91,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-85,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,576,6072247419713
-27,-52,-61,-62,-61,-67,-68,-69,-100,-71,-100,-69,-69,-70,-70,-71,-69,-100,-71,-74,-81,-82,-100,-81,-76,-100,-82,-78,-80,-80,-75,-79,-81,-82,-74,-82,-71,-76,-81,-82,-78,-71,-72,-100,-100,-78,-77,-78,-83,-83,-85,-84,-82,-88,-100,-69,-76,-74,-72,-100,-100,-88,-85,-100,-81,-75,-100,-86,-100,-100,-100,-79,-88,-100,-100,-100,-100,-91,-100,-100,-100,-84,-89,-100,-100,-100,-100,-100,-85,-89,-92,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,576,6075484754243
-28,-53,-61,-62,-61,-65,-65,-66,-100,-71,-71,-65,-67,-70,-67,-71,-70,-74,-73,-71,-81,-81,-78,-81,-76,-79,-82,-76,-76,-77,-75,-76,-82,-82,-74,-82,-70,-76,-81,-82,-78,-69,-70,-100,-77,-78,-77,-78,-84,-83,-85,-84,-83,-88,-82,-67,-74,-74,-72,-80,-80,-88,-85,-89,-79,-76,-79,-100,-100,-100,-100,-78,-87,-89,-100,-100,-100,-91,-100,-100,-100,-100,-89,-100,-100,-100,-100,-88,-100,-89,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,576,6079011602992
-29,-57,-100,-100,-61,-64,-64,-64,-70,-69,-69,-66,-67,-71,-67,-71,-69,-74,-73,-71,-80,-79,-77,-79,-78,-77,-82,-76,-78,-79,-75,-76,-82,-83,-74,-82,-71,-74,-84,-82,-78,-72,-72,-86,-77,-79,-76,-79,-80,-80,-84,-84,-79,-91,-83,-67,-73,-100,-72,-77,-80,-88,-85,-89,-78,-75,-78,-86,-84,-100,-100,-77,-87,-89,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-88,-85,-89,-100,-89,-89,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,576,6082514251063
-29,-55,-58,-61,-60,-68,-67,-68,-72,-69,-69,-68,-67,-71,-67,-71,-69,-74,-73,-71,-81,-80,-77,-80,-77,-80,-82,-76,-78,-77,-75,-76,-83,-83,-74,-82,-71,-74,-82,-81,-79,-72,-72,-86,-78,-80,-76,-79,-80,-82,-84,-84,-81,-89,-100,-68,-77,-79,-73,-81,-79,-100,-85,-100,-78,-77,-78,-86,-84,-100,-100,-78,-100,-88,-88,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-90,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,576,6086130305854
-29,-54,-60,-61,-60,-66,-66,-66,-70,-70,-70,-65,-66,-75,-66,-76,-70,-74,-73,-76,-81,-80,-100,-81,-77,-80,-82,-76,-78,-77,-76,-76,-83,-83,-77,-77,-70,-76,-78,-81,-80,-71,-70,-100,-78,-80,-76,-80,-80,-80,-86,-83,-79,-89,-87,-66,-76,-79,-73,-81,-79,-100,-84,-100,-78,-77,-100,-100,-100,-100,-100,-79,-90,-88,-88,-100,-100,-93,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,576,6089698568665
-40,-59,-64,-65,-66,-70,-70,-70,-70,-71,-70,-68,-68,-74,-69,-74,-73,-69,-67,-74,-85,-84,-100,-84,-80,-100,-79,-76,-75,-76,-100,-75,-100,-100,-72,-75,-76,-72,-76,-74,-79,-76,-75,-100,-80,-79,-80,-80,-82,-84,-83,-81,-83,-91,-100,-68,-74,-81,-68,-100,-100,-100,-85,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,563,6153742441036
-36,-59,-60,-60,-66,-64,-64,-64,-71,-71,-70,-71,-70,-73,-69,-74,-72,-69,-67,-74,-84,-84,-100,-84,-80,-100,-82,-75,-75,-75,-73,-75,-84,-82,-72,-75,-75,-73,-76,-74,-83,-76,-75,-86,-78,-83,-78,-84,-82,-83,-84,-85,-83,-88,-84,-69,-77,-100,-69,-100,-100,-85,-85,-100,-100,-79,-100,-82,-100,-100,-100,-100,-88,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,563,6157041429420
