ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,80:8d:b7:55:25:f0,80:8d:b7:55:39:c1,80:8d:b7:55:25:f1,80:8d:b7:55:39:d2,80:8d:b7:55:25:f2,80:8d:b7:55:39:d1,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:25:f3,80:8d:b7:55:39:d0,38:17:c3:1f:01:91,38:17:c3:1f:01:92,44:48:c1:a5:82:22,38:17:c3:1f:01:90,38:17:c3:19:d7:72,38:17:c3:19:d7:71,44:48:c1:a5:82:21,44:48:c1:a5:82:20,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:70,b0:be:76:f8:30:5e,44:48:c1:a5:82:31,44:48:c1:a5:82:32,44:48:c1:a5:82:30,80:8d:b7:55:3a:51,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,38:17:c3:1e:ff:01,80:8d:b7:55:3a:52,20:a6:cd:50:24:a2,38:17:c3:1e:ff:11,38:17:c3:1e:ff:00,80:8d:b7:55:3a:50,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:19:45:b0,00:4e:35:df:06:52,38:17:c3:1f:01:82,38:17:c3:1f:01:81,80:8d:b7:55:35:03,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:62,66:2a:2f:53:7c:99,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,b4:5d:50:e1:92:23,80:8d:b7:55:25:e3,80:8d:b7:55:25:e2,60:32:b1:3e:1a:b8,20:a6:cd:50:24:b2,20:a6:cd:50:24:b0,38:17:c3:19:45:b1,00:4e:35:df:06:51,20:a6:cd:50:24:b1,00:4e:35:df:06:50,38:17:c3:1f:01:80,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,00:4e:35:df:06:42,38:17:c3:19:55:50,00:4e:35:df:06:41,72:32:b1:3e:1a:b7,00:4e:35:df:06:40,00:4e:35:de:e1:12,60:32:b1:3e:1a:b7,38:17:c3:19:71:90,38:17:c3:1f:22:30,38:17:c3:19:55:51,00:4e:35:de:e1:10,68:ff:7b:e4:af:38,38:17:c3:19:55:52,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,38:17:c3:19:45:a0,b4:5d:50:e1:92:33,00:4e:35:de:e1:11,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:22,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,00:4e:35:de:e1:02,00:4e:35:de:e1:01,00:4e:35:de:e1:00,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:d7:51,00:4e:35:de:d7:50,68:ff:7b:e4:af:39,38:17:c3:1f:08:50,00:4e:35:de:d7:42,00:4e:35:de:d7:43,00:4e:35:de:d7:40,a8:bd:27:4c:bd:30,38:17:c3:19:71:82,38:17:c3:19:71:92,38:17:c3:19:71:91,a8:bd:27:4c:bd:22,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1e:fc:b0,38:17:c3:1f:22:31,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:21,00:4e:35:df:0e:12,38:17:c3:1f:22:32,a8:bd:27:4c:bd:32,00:4e:35:df:0e:10,00:4e:35:df:0e:11,a8:bd:27:4c:bd:31,00:4e:35:df:0e:02,38:17:c3:1e:fc:b1,00:4e:35:df:0e:01,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:4f:10,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,00:4e:35:de:d7:41,x,y,timestamp
-71,-100,-100,-77,-78,-79,-79,-76,-75,-76,-74,-63,-63,-79,-63,-81,-67,-81,-67,-76,-75,-100,-80,-66,-100,-100,-62,-100,-89,-100,-62,-61,-87,-90,-72,-65,-65,-65,-72,-100,-91,-100,-70,-100,-100,-100,-71,-100,-100,-100,-79,-100,-100,-75,-100,-100,-100,-79,-72,-72,-71,-82,-100,-77,-100,-100,-100,-100,-78,-100,-77,-100,-100,-100,-100,-100,-76,-84,-76,-100,-76,-81,-87,-100,-100,-84,-83,-100,-84,-100,-100,-100,-84,-82,-85,-85,-86,-100,-100,-100,-100,-85,-83,-85,-100,-100,-100,-100,-100,-100,-85,-85,-85,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,392,1778172552549
-69,-100,-100,-77,-78,-79,-79,-78,-78,-78,-78,-62,-63,-80,-63,-81,-66,-81,-66,-100,-100,-100,-82,-66,-100,-100,-62,-100,-91,-91,-62,-63,-87,-90,-71,-66,-66,-66,-72,-100,-91,-100,-73,-100,-100,-100,-72,-100,-100,-100,-76,-100,-100,-73,-100,-100,-100,-80,-100,-100,-100,-82,-100,-77,-89,-100,-100,-100,-78,-100,-77,-100,-100,-100,-100,-100,-82,-84,-82,-88,-83,-82,-87,-100,-100,-86,-82,-89,-84,-100,-100,-100,-85,-82,-85,-85,-85,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,392,1781520328121
-68,-72,-72,-72,-76,-100,-76,-70,-69,-70,-70,-64,-76,-100,-63,-100,-71,-100,-71,-77,-100,-78,-100,-72,-100,-100,-64,-100,-100,-100,-64,-63,-90,-90,-69,-73,-73,-73,-69,-100,-90,-100,-70,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-67,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-84,-76,-100,-100,-86,-86,-90,-100,-85,-100,-100,-85,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-86,-85,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,371,1838063776380
-67,-73,-72,-72,-76,-100,-75,-70,-69,-70,-70,-64,-64,-80,-63,-80,-69,-81,-70,-77,-78,-78,-80,-69,-100,-100,-62,-100,-100,-100,-62,-62,-100,-89,-67,-73,-73,-73,-69,-100,-90,-100,-69,-100,-100,-100,-68,-100,-100,-100,-72,-100,-100,-76,-100,-100,-100,-84,-68,-67,-68,-86,-76,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-75,-83,-76,-100,-75,-86,-86,-90,-100,-84,-87,-100,-83,-100,-100,-100,-87,-87,-100,-100,-89,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-84,-85,-84,-85,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,371,1841244035858
-68,-73,-72,-72,-77,-79,-76,-70,-70,-70,-69,-61,-64,-80,-63,-80,-70,-80,-70,-77,-78,-79,-80,-70,-100,-100,-63,-100,-100,-100,-62,-62,-100,-89,-66,-73,-73,-73,-68,-100,-100,-100,-68,-100,-100,-100,-68,-100,-100,-100,-72,-100,-100,-75,-100,-100,-100,-90,-68,-69,-68,-86,-76,-79,-100,-100,-100,-100,-100,-100,-72,-100,-80,-79,-100,-100,-76,-83,-76,-100,-75,-82,-87,-90,-90,-84,-87,-100,-84,-100,-100,-100,-88,-84,-100,-100,-89,-100,-100,-100,-100,-80,-86,-84,-85,-100,-100,-100,-100,-100,-82,-83,-82,-83,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,371,1844677969972
-67,-74,-74,-75,-75,-79,-75,-70,-70,-70,-69,-61,-64,-80,-63,-81,-70,-80,-70,-77,-77,-79,-81,-70,-100,-100,-63,-100,-100,-100,-62,-62,-100,-89,-66,-73,-73,-73,-68,-100,-100,-100,-68,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-90,-70,-69,-68,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-100,-100,-76,-84,-76,-100,-100,-82,-87,-90,-90,-83,-100,-100,-83,-100,-100,-100,-87,-84,-100,-100,-86,-100,-100,-100,-81,-80,-86,-84,-85,-100,-100,-100,-100,-100,-82,-83,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,371,1848117503772
-69,-74,-74,-73,-76,-76,-75,-70,-70,-70,-69,-65,-63,-80,-63,-81,-70,-80,-70,-77,-77,-100,-81,-70,-100,-100,-61,-100,-100,-100,-62,-62,-89,-88,-66,-73,-73,-73,-68,-100,-92,-100,-68,-100,-100,-100,-68,-100,-100,-100,-75,-100,-100,-75,-100,-100,-100,-88,-70,-69,-68,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-76,-84,-76,-88,-75,-82,-87,-89,-100,-83,-84,-100,-83,-100,-100,-100,-87,-83,-100,-100,-86,-100,-100,-100,-81,-100,-86,-84,-100,-100,-100,-100,-100,-100,-84,-85,-84,-84,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,371,1851474748563
-70,-74,-74,-73,-76,-76,-75,-69,-70,-70,-69,-65,-63,-80,-63,-80,-70,-80,-70,-78,-100,-100,-80,-70,-100,-100,-63,-100,-100,-100,-63,-62,-100,-88,-64,-73,-73,-73,-68,-100,-92,-100,-68,-100,-100,-100,-68,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-86,-69,-70,-69,-100,-81,-79,-100,-100,-100,-100,-73,-100,-72,-100,-81,-100,-100,-100,-76,-84,-75,-88,-75,-82,-88,-89,-90,-83,-84,-100,-83,-100,-100,-100,-87,-83,-100,-100,-87,-100,-100,-100,-100,-100,-86,-84,-85,-100,-100,-100,-100,-100,-84,-85,-85,-85,-100,-100,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,371,1854887152728
-65,-76,-76,-75,-76,-76,-77,-75,-75,-75,-75,-64,-63,-76,-66,-75,-70,-76,-70,-78,-80,-80,-75,-69,-100,-100,-67,-100,-100,-100,-67,-68,-89,-90,-67,-70,-70,-70,-64,-100,-90,-100,-64,-100,-100,-100,-64,-100,-100,-100,-80,-100,-100,-78,-100,-100,-100,-84,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-79,-100,-80,-100,-78,-79,-100,-100,-76,-86,-76,-100,-75,-79,-100,-100,-100,-85,-78,-88,-86,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-88,-85,-87,-100,-100,-100,-100,-100,-79,-81,-78,-80,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,349,1903794750939
-65,-76,-76,-75,-76,-76,-77,-75,-75,-75,-75,-63,-63,-77,-64,-75,-70,-76,-70,-78,-100,-100,-77,-69,-100,-100,-67,-100,-100,-100,-67,-68,-100,-90,-67,-70,-70,-70,-63,-100,-89,-100,-63,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-71,-71,-72,-100,-78,-79,-100,-100,-100,-100,-100,-100,-80,-100,-78,-100,-100,-100,-75,-86,-76,-100,-75,-79,-100,-100,-100,-85,-77,-100,-85,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-86,-100,-100,-100,-100,-100,-80,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,349,1907107492917
-66,-100,-76,-100,-76,-76,-78,-75,-75,-75,-75,-64,-64,-75,-64,-77,-70,-76,-70,-79,-79,-79,-77,-69,-100,-100,-67,-100,-100,-100,-67,-68,-100,-91,-67,-70,-70,-70,-63,-100,-91,-100,-63,-100,-100,-100,-63,-100,-100,-100,-78,-100,-100,-77,-100,-100,-100,-84,-71,-71,-72,-86,-77,-81,-100,-100,-100,-100,-78,-100,-78,-100,-78,-100,-100,-100,-75,-100,-76,-100,-76,-78,-100,-89,-100,-100,-77,-87,-85,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-82,-80,-79,-85,-85,-86,-100,-100,-100,-100,-100,-77,-77,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,349,1910427640572
-70,-75,-76,-75,-76,-77,-76,-75,-75,-75,-79,-64,-64,-77,-63,-76,-70,-77,-70,-79,-80,-81,-76,-70,-100,-100,-67,-100,-100,-100,-67,-69,-100,-92,-69,-70,-70,-70,-64,-100,-91,-100,-65,-100,-100,-100,-66,-100,-100,-100,-78,-100,-100,-76,-100,-100,-100,-83,-100,-100,-100,-86,-77,-80,-89,-100,-100,-100,-79,-100,-79,-100,-79,-79,-100,-100,-75,-100,-76,-100,-76,-78,-100,-89,-100,-100,-78,-87,-85,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-79,-79,-79,-85,-86,-100,-100,-100,-100,-91,-100,-79,-77,-78,-78,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,349,1913812842497
-76,-75,-76,-75,-76,-76,-76,-75,-75,-75,-75,-64,-64,-77,-63,-75,-70,-76,-70,-100,-80,-81,-77,-70,-100,-100,-68,-100,-100,-100,-68,-68,-100,-91,-69,-70,-70,-70,-64,-100,-90,-100,-65,-100,-100,-100,-65,-100,-100,-100,-82,-100,-100,-74,-100,-100,-100,-84,-100,-100,-100,-100,-77,-80,-89,-100,-100,-100,-82,-100,-82,-100,-79,-79,-100,-100,-75,-86,-100,-100,-76,-79,-100,-89,-100,-87,-79,-100,-86,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-77,-78,-85,-86,-100,-100,-100,-100,-91,-100,-79,-78,-78,-78,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,349,1917222378746
-66,-100,-100,-100,-76,-76,-76,-75,-75,-75,-75,-100,-100,-77,-100,-77,-70,-76,-70,-81,-82,-100,-78,-70,-100,-100,-68,-100,-100,-100,-68,-68,-100,-91,-69,-69,-69,-70,-64,-100,-90,-100,-64,-100,-100,-100,-64,-100,-100,-100,-81,-100,-100,-74,-100,-100,-100,-84,-100,-100,-100,-100,-78,-80,-100,-100,-100,-100,-80,-100,-79,-100,-78,-80,-100,-100,-77,-86,-78,-100,-100,-79,-100,-100,-100,-86,-79,-100,-85,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-77,-78,-87,-87,-87,-100,-100,-100,-100,-100,-79,-78,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,349,1920584511349
-64,-100,-100,-100,-100,-100,-78,-75,-74,-74,-73,-65,-65,-76,-65,-75,-66,-75,-66,-78,-78,-78,-75,-66,-100,-100,-81,-100,-88,-100,-81,-82,-89,-100,-72,-72,-72,-72,-65,-100,-100,-100,-65,-100,-100,-100,-65,-100,-100,-100,-74,-100,-100,-77,-100,-100,-100,-81,-68,-68,-66,-89,-76,-79,-100,-100,-100,-100,-74,-100,-75,-100,-78,-79,-100,-100,-79,-100,-80,-100,-81,-79,-100,-86,-100,-84,-80,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-89,-91,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,328,1979083810910
-65,-76,-76,-77,-78,-78,-77,-74,-73,-74,-73,-65,-65,-76,-65,-75,-66,-75,-66,-77,-78,-78,-75,-66,-100,-100,-80,-100,-88,-100,-79,-80,-89,-100,-71,-71,-71,-72,-64,-100,-100,-100,-63,-100,-100,-100,-63,-100,-100,-100,-72,-100,-100,-73,-100,-100,-100,-81,-67,-68,-66,-89,-76,-79,-100,-100,-100,-100,-70,-100,-73,-100,-78,-79,-100,-100,-79,-100,-79,-100,-78,-79,-100,-86,-100,-84,-78,-100,-84,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-79,-83,-83,-83,-100,-100,-100,-100,-100,-89,-91,-100,-89,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,328,1982423604607
-66,-77,-78,-79,-78,-78,-77,-74,-73,-74,-73,-67,-66,-77,-68,-75,-66,-75,-66,-77,-100,-77,-75,-66,-100,-100,-80,-100,-89,-87,-79,-80,-100,-89,-70,-71,-71,-72,-64,-100,-100,-100,-63,-100,-100,-100,-65,-100,-100,-100,-72,-100,-100,-72,-100,-100,-100,-81,-68,-71,-69,-87,-76,-100,-100,-100,-100,-100,-70,-100,-73,-100,-100,-100,-100,-100,-80,-83,-79,-100,-79,-82,-100,-87,-89,-83,-82,-100,-83,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-79,-84,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-89,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,328,1985739361532
-66,-77,-78,-79,-80,-80,-77,-74,-73,-73,-73,-65,-65,-75,-65,-75,-66,-75,-66,-77,-78,-77,-75,-66,-100,-100,-79,-100,-86,-87,-79,-80,-100,-89,-70,-71,-71,-72,-64,-100,-100,-100,-63,-100,-100,-100,-65,-100,-100,-100,-72,-100,-100,-75,-100,-100,-100,-81,-67,-67,-67,-86,-74,-79,-91,-100,-91,-100,-75,-100,-73,-100,-100,-78,-100,-100,-80,-83,-79,-100,-79,-82,-100,-85,-88,-83,-82,-100,-83,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-88,-89,-88,-90,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,328,1989133547937
-66,-77,-77,-77,-78,-79,-77,-74,-73,-73,-73,-65,-65,-75,-65,-75,-66,-75,-66,-77,-78,-77,-76,-66,-100,-100,-79,-100,-86,-87,-79,-80,-100,-87,-71,-71,-71,-72,-64,-100,-100,-100,-64,-100,-100,-100,-64,-100,-100,-100,-75,-100,-100,-75,-100,-100,-100,-82,-67,-67,-67,-86,-74,-79,-91,-100,-91,-100,-74,-100,-74,-100,-100,-78,-100,-100,-78,-100,-79,-100,-79,-82,-100,-88,-88,-100,-82,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-79,-100,-79,-83,-83,-84,-100,-100,-100,-100,-100,-88,-89,-88,-90,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,328,1992473520071
-67,-77,-77,-77,-78,-79,-76,-74,-73,-73,-73,-65,-65,-75,-65,-75,-66,-75,-66,-77,-78,-77,-76,-66,-100,-100,-79,-100,-100,-100,-79,-80,-100,-87,-72,-71,-71,-71,-64,-100,-100,-100,-63,-100,-100,-100,-64,-100,-100,-100,-75,-100,-100,-75,-100,-100,-100,-81,-66,-67,-100,-86,-76,-81,-88,-100,-91,-100,-73,-100,-74,-100,-80,-81,-100,-100,-78,-100,-78,-100,-79,-82,-100,-86,-88,-100,-81,-89,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-79,-81,-79,-83,-83,-84,-100,-100,-100,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,328,1995930848091
-66,-100,-100,-78,-75,-74,-75,-76,-76,-76,-76,-68,-68,-80,-69,-81,-71,-81,-71,-78,-77,-78,-80,-71,-100,-100,-72,-100,-100,-100,-72,-73,-83,-90,-77,-82,-81,-82,-68,-100,-100,-100,-68,-100,-100,-100,-68,-100,-100,-100,-78,-100,-100,-71,-100,-100,-85,-100,-67,-100,-100,-100,-75,-80,-100,-100,-100,-100,-77,-100,-78,-100,-81,-79,-100,-100,-76,-100,-76,-100,-75,-82,-100,-86,-87,-100,-82,-87,-83,-100,-100,-100,-90,-81,-100,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,306,2051316104893
-65,-100,-100,-78,-75,-74,-74,-77,-76,-76,-76,-68,-68,-80,-69,-81,-70,-79,-70,-78,-76,-76,-79,-70,-100,-100,-70,-100,-100,-100,-71,-71,-100,-90,-75,-80,-80,-80,-67,-100,-100,-100,-67,-100,-100,-100,-68,-100,-100,-100,-76,-100,-100,-72,-81,-100,-85,-85,-67,-100,-100,-100,-74,-80,-100,-100,-100,-100,-76,-100,-77,-100,-81,-78,-100,-100,-75,-100,-76,-100,-75,-82,-100,-85,-87,-100,-82,-87,-83,-100,-100,-100,-89,-81,-100,-90,-90,-100,-100,-100,-77,-100,-100,-100,-100,-89,-100,-100,-100,-100,-89,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,306,2054577798746
-100,-77,-77,-100,-73,-73,-73,-77,-76,-76,-77,-68,-68,-100,-68,-100,-70,-79,-70,-78,-74,-76,-79,-70,-100,-100,-72,-100,-92,-100,-71,-71,-83,-100,-73,-81,-81,-80,-67,-100,-100,-100,-67,-100,-100,-100,-68,-100,-100,-100,-75,-100,-100,-72,-84,-84,-84,-85,-68,-68,-68,-100,-78,-80,-100,-100,-100,-100,-75,-100,-74,-100,-80,-78,-100,-100,-76,-100,-76,-100,-75,-82,-100,-85,-90,-82,-82,-100,-81,-100,-100,-100,-91,-82,-100,-100,-90,-100,-100,-100,-77,-100,-87,-100,-100,-89,-100,-100,-100,-100,-89,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,306,2057973753067
-63,-77,-77,-100,-75,-74,-75,-77,-76,-76,-77,-100,-68,-77,-68,-77,-70,-100,-70,-78,-75,-77,-80,-70,-100,-100,-72,-100,-92,-100,-71,-71,-100,-89,-73,-80,-81,-79,-67,-100,-100,-100,-67,-100,-100,-100,-67,-100,-100,-100,-77,-100,-100,-72,-84,-84,-84,-86,-68,-68,-68,-91,-78,-79,-100,-100,-100,-100,-77,-100,-78,-100,-79,-78,-100,-100,-76,-100,-76,-100,-75,-82,-100,-85,-89,-82,-82,-86,-82,-100,-100,-100,-91,-82,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-86,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,306,2061372974993
-70,-77,-100,-77,-75,-75,-75,-77,-76,-76,-77,-68,-69,-77,-70,-77,-69,-100,-69,-75,-75,-77,-80,-70,-100,-100,-70,-100,-100,-100,-100,-71,-100,-89,-73,-81,-81,-81,-67,-100,-93,-100,-67,-100,-100,-100,-67,-100,-100,-100,-74,-100,-100,-71,-84,-100,-84,-86,-68,-68,-68,-91,-100,-79,-100,-100,-100,-100,-74,-100,-74,-100,-79,-78,-100,-100,-76,-83,-76,-100,-100,-82,-100,-85,-89,-82,-82,-86,-82,-100,-100,-100,-89,-81,-100,-100,-100,-100,-100,-81,-81,-100,-89,-100,-100,-100,-100,-100,-100,-100,-85,-86,-86,-85,-100,-100,-100,-100,-100,-92,-100,-86,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,306,2064066124523
