ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,80:8d:b7:55:25:f0,80:8d:b7:55:39:c1,80:8d:b7:55:25:f1,80:8d:b7:55:39:d2,80:8d:b7:55:25:f2,80:8d:b7:55:39:d1,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:25:f3,80:8d:b7:55:39:d0,38:17:c3:1f:01:91,38:17:c3:1f:01:92,44:48:c1:a5:82:22,38:17:c3:1f:01:90,38:17:c3:19:d7:72,38:17:c3:19:d7:71,44:48:c1:a5:82:21,44:48:c1:a5:82:20,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:70,b0:be:76:f8:30:5e,44:48:c1:a5:82:31,44:48:c1:a5:82:32,44:48:c1:a5:82:30,80:8d:b7:55:3a:51,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,38:17:c3:1e:ff:01,80:8d:b7:55:3a:52,20:a6:cd:50:24:a2,38:17:c3:1e:ff:11,38:17:c3:1e:ff:00,80:8d:b7:55:3a:50,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:19:45:b0,00:4e:35:df:06:52,38:17:c3:1f:01:82,38:17:c3:1f:01:81,80:8d:b7:55:35:03,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:62,66:2a:2f:53:7c:99,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,b4:5d:50:e1:92:23,80:8d:b7:55:25:e3,80:8d:b7:55:25:e2,60:32:b1:3e:1a:b8,20:a6:cd:50:24:b2,20:a6:cd:50:24:b0,38:17:c3:19:45:b1,00:4e:35:df:06:51,20:a6:cd:50:24:b1,00:4e:35:df:06:50,38:17:c3:1f:01:80,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,00:4e:35:df:06:42,38:17:c3:19:55:50,00:4e:35:df:06:41,72:32:b1:3e:1a:b7,00:4e:35:df:06:40,00:4e:35:de:e1:12,60:32:b1:3e:1a:b7,38:17:c3:19:71:90,38:17:c3:1f:22:30,38:17:c3:19:55:51,00:4e:35:de:e1:10,68:ff:7b:e4:af:38,38:17:c3:19:55:52,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,38:17:c3:19:45:a0,b4:5d:50:e1:92:33,00:4e:35:de:e1:11,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:22,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,00:4e:35:de:e1:02,00:4e:35:de:e1:01,00:4e:35:de:e1:00,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:d7:51,00:4e:35:de:d7:50,68:ff:7b:e4:af:39,38:17:c3:1f:08:50,00:4e:35:de:d7:42,00:4e:35:de:d7:43,00:4e:35:de:d7:40,a8:bd:27:4c:bd:30,38:17:c3:19:71:82,38:17:c3:19:71:92,38:17:c3:19:71:91,a8:bd:27:4c:bd:22,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1e:fc:b0,38:17:c3:1f:22:31,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:21,00:4e:35:df:0e:12,38:17:c3:1f:22:32,a8:bd:27:4c:bd:32,00:4e:35:df:0e:10,00:4e:35:df:0e:11,a8:bd:27:4c:bd:31,00:4e:35:df:0e:02,38:17:c3:1e:fc:b1,00:4e:35:df:0e:01,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:4f:10,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,00:4e:35:de:d7:41,x,y,timestamp
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-100,-100,-73,-100,-72,-100,-72,-82,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-89,-100,-100,-77,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-51,-100,-100,-100,-100,-51,-50,-100,-100,-48,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-87,-84,-84,-85,-100,-100,-100,-100,-100,429,-123,3895713485595
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-90,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-100,-100,-72,-100,-72,-100,-68,-80,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-89,-91,-100,-81,-80,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-51,-100,-100,-100,-100,-51,-50,-100,-100,-48,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-84,-100,-100,-100,-100,-100,429,-123,3898653570438
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-90,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-78,-100,-100,-100,-100,-100,-72,-100,-72,-100,-68,-79,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-91,-100,-81,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-51,-100,-100,-100,-100,-51,-50,-100,-100,-48,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-84,-100,-86,-87,-87,-100,429,-123,3901652265281
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-78,-100,-100,-100,-100,-100,-71,-100,-72,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-52,-100,-100,-100,-100,-52,-51,-100,-100,-47,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-88,-83,-84,-84,-100,-86,-87,-87,-100,429,-123,3904676008821
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-74,-100,-73,-100,-74,-76,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-43,-100,-100,-100,-100,-43,-42,-100,-100,-51,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-78,-87,-87,-87,-100,-100,-90,-100,-100,450,-123,3945772529951
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-74,-100,-73,-100,-74,-74,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-84,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-42,-100,-100,-100,-100,-43,-42,-100,-100,-51,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-78,-87,-86,-87,-100,-100,-90,-100,-100,450,-123,3948744214742
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-74,-100,-73,-100,-74,-76,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-41,-100,-100,-100,-100,-42,-42,-100,-100,-50,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-86,-100,-100,-100,-100,-100,450,-123,3951709417085
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-73,-100,-100,-100,-100,-100,-73,-100,-73,-100,-73,-75,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-41,-100,-100,-100,-100,-42,-42,-100,-100,-50,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-79,-86,-86,-86,-100,-100,-100,-100,-100,450,-123,3954646043906
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-73,-100,-100,-100,-100,-100,-73,-100,-73,-100,-73,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-42,-100,-100,-100,-100,-43,-43,-100,-100,-49,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-79,-87,-86,-88,-100,-100,-100,-100,-100,450,-123,3957590969634
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-77,-100,-100,-100,-100,-100,-74,-100,-73,-100,-73,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-42,-100,-100,-100,-100,-42,-43,-100,-100,-50,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-79,-85,-86,-87,-100,-100,-100,-100,-100,450,-123,3960590137706
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-87,-100,-100,-100,-89,-100,-100,-100,-89,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-72,-100,-71,-100,-71,-71,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-44,-100,-100,-100,-100,-45,-45,-100,-100,-46,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,472,-123,3996971588473
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-86,-100,-100,-100,-85,-100,-100,-100,-86,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-84,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-72,-100,-71,-100,-72,-70,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-74,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-44,-100,-100,-100,-100,-45,-44,-100,-100,-46,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-84,-85,-100,-100,-100,-100,-100,472,-123,3999946910452
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-86,-100,-100,-100,-85,-100,-100,-100,-86,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-82,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-72,-100,-72,-100,-72,-71,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-85,-100,-100,-44,-100,-100,-100,-100,-44,-44,-88,-100,-46,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-84,-84,-100,-100,-100,-100,-100,472,-123,4002961822534
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-86,-100,-100,-100,-87,-100,-100,-100,-87,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-72,-100,-71,-100,-71,-70,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-85,-100,-100,-45,-100,-100,-100,-100,-44,-44,-88,-100,-46,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-81,-83,-84,-84,-100,-100,-100,-100,-100,472,-123,4005986912533
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-86,-100,-100,-100,-87,-100,-100,-100,-87,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-72,-100,-71,-100,-71,-70,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-74,-73,-73,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-45,-100,-100,-100,-100,-44,-44,-88,-100,-46,-89,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-81,-83,-84,-84,-100,-100,-100,-100,-100,472,-123,4009019456073
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-87,-100,-100,-100,-87,-100,-100,-100,-87,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-72,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-70,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-74,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-44,-100,-100,-100,-100,-44,-44,-88,-100,-46,-89,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,472,-123,4012061262426
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-75,-100,-75,-100,-74,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-49,-100,-100,-100,-100,-49,-48,-100,-100,-50,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-86,-100,-100,-100,-100,-100,493,-123,4056014872878
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-74,-100,-74,-100,-74,-71,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-49,-100,-100,-100,-100,-50,-49,-100,-100,-50,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-78,-85,-85,-86,-100,-100,-100,-100,-100,493,-123,4058992038919
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-89,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-74,-100,-74,-100,-75,-71,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-50,-100,-100,-100,-100,-50,-50,-100,-100,-51,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-78,-86,-86,-86,-100,-100,-100,-100,-100,493,-123,4061961485063
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-89,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-74,-100,-74,-100,-74,-71,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-50,-100,-100,-100,-100,-51,-51,-100,-100,-51,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-78,-85,-86,-86,-100,-100,-100,-100,-100,493,-123,4064971230791
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-76,-100,-100,-100,-100,-100,-74,-100,-75,-100,-74,-72,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-50,-100,-100,-100,-100,-51,-50,-100,-100,-51,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-78,-85,-86,-86,-100,-100,-100,-100,-100,493,-123,4067981691051
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-89,-100,-100,-100,-91,-100,-100,-100,-89,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-74,-100,-75,-100,-100,-73,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-50,-100,-100,-100,-100,-51,-50,-100,-100,-50,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-86,-100,-100,-100,-100,-100,493,-123,4070895748758
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-80,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-73,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-58,-100,-100,-100,-100,-59,-57,-100,-100,-50,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-89,-89,-100,-100,-100,-100,-100,515,-123,4114377339106
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-77,-100,-77,-100,-77,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-57,-100,-100,-100,-100,-57,-57,-100,-100,-50,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-89,-89,-100,-100,-100,-100,-100,515,-123,4117287155980
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-81,-100,-100,-100,-100,-100,-77,-100,-77,-100,-77,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-59,-100,-100,-100,-100,-58,-58,-100,-100,-50,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-89,-90,-100,-100,-100,-100,-100,515,-123,4120258692906
