60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:00:b0,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:42,44:48:c1:91:d0:04,b4:5d:50:e1:96:41,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c3,38:17:c3:1f:14:02,b4:5d:50:e1:96:40,38:17:c3:1f:14:01,38:17:c3:1f:14:00,38:17:c3:19:45:a1,b4:5d:50:e1:96:52,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,9c:d6:43:60:92:e0,38:17:c3:19:45:a2,44:48:c1:91:d0:11,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d2,38:17:c3:24:47:50,38:17:c3:1f:09:83,38:17:c3:19:45:a0,44:48:c1:91:d0:12,38:17:c3:24:47:51,38:17:c3:1f:14:12,38:17:c3:24:47:52,a8:bd:27:4c:aa:83,38:17:c3:1f:09:82,38:17:c3:1f:09:80,38:17:c3:1f:14:11,38:17:c3:1f:14:10,44:48:c1:91:95:b1,38:17:c3:1f:09:93,44:48:c1:91:95:b0,44:48:c1:91:95:b2,38:17:c3:1f:09:90,44:48:c1:91:95:b3,38:17:c3:1f:09:92,38:17:c3:1f:09:91,a8:bd:27:4c:aa:90,38:17:c3:19:45:b2,38:17:c3:19:45:b1,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,20:a6:cd:42:13:f0,a8:bd:27:4c:aa:91,ac:e2:d3:c4:08:e6,44:48:c1:91:d0:01,44:48:c1:91:95:a3,44:48:c1:91:d0:02,a8:bd:27:4c:aa:92,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:1f:19:d0,20:a6:cd:42:13:f2,72:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,44:48:c1:91:d0:00,b6:e6:2d:69:d5:58,44:48:c1:91:95:a0,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,44:48:c1:91:95:a2,38:17:c3:1f:09:81,44:48:c1:91:95:a1,a8:bd:27:4c:aa:80,38:17:c3:1f:19:f0,38:17:c3:1f:19:c2,44:48:c1:91:aa:30,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,38:17:c3:19:d7:70,20:a6:cd:42:0b:e1,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:60,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:62,38:17:c3:19:d7:61,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,38:17:c3:19:36:30,80:8d:b7:55:25:e3,66:2a:2f:53:7c:99,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:25:e2,38:17:c3:1e:ff:10,80:8d:b7:55:3a:40,80:8d:b7:55:35:03,b0:be:76:f8:30:5e,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:51,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:52,80:8d:b7:55:35:12,80:8d:b7:55:35:11,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,38:17:c3:19:71:90,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:02,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,38:17:c3:19:71:91,80:8d:b7:55:29:d0,80:8d:b7:55:39:c1,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,20:a6:cd:50:24:a0,38:17:c3:1e:ff:00,68:ff:7b:e4:af:39,80:8d:b7:55:39:d0,80:8d:b7:55:29:c0,38:17:c3:1e:ff:01,00:4e:35:df:06:50,00:4e:35:df:06:52,38:17:c3:1f:22:30,00:4e:35:df:06:41,00:4e:35:df:06:40,00:4e:35:df:06:42,20:a6:cd:50:24:b2,20:a6:cd:50:24:b0,20:a6:cd:50:24:b1,68:ff:7b:e4:af:38,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:4d:00,80:8d:b7:55:4d:01,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,x,y,timestamp
-76,-84,-49,-49,-49,-51,-52,-52,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-84,-76,-100,-100,-83,-100,-84,-100,-100,-83,-83,-100,-91,-100,-100,-91,-100,-100,-100,-100,-86,-87,-100,-87,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-91,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,160,655,1185289556265
-84,-83,-50,-50,-51,-51,-51,-51,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-87,-79,-100,-100,-100,-100,-100,-100,-80,-100,-92,-100,-100,-100,-100,-100,-100,-80,-100,-100,-84,-100,-84,-89,-100,-83,-84,-100,-90,-100,-100,-90,-100,-100,-100,-100,-86,-87,-100,-87,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-86,-100,-100,-100,-100,-91,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,160,655,1187040612775
-80,-84,-49,-49,-50,-51,-51,-51,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-80,-100,-92,-100,-100,-100,-100,-100,-100,-80,-100,-100,-83,-100,-83,-89,-100,-83,-84,-100,-90,-100,-100,-91,-100,-100,-100,-100,-87,-87,-100,-88,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-85,-82,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,160,655,1188813623816
-85,-84,-49,-49,-50,-51,-51,-51,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-83,-100,-83,-89,-100,-83,-83,-100,-90,-100,-100,-91,-100,-100,-100,-100,-88,-87,-100,-88,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-81,-85,-82,-100,-100,-93,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,160,655,1190582769701
-76,-88,-47,-47,-47,-55,-55,-56,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-82,-100,-100,-100,-100,-83,-82,-100,-90,-100,-100,-89,-100,-90,-88,-100,-83,-85,-100,-84,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,177,655,1245062540722
-79,-89,-47,-47,-47,-55,-54,-55,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-81,-100,-100,-83,-100,-100,-100,-100,-83,-83,-100,-90,-100,-100,-89,-100,-90,-89,-100,-84,-85,-100,-84,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-87,-89,-90,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,177,655,1246808631815
-79,-88,-47,-47,-47,-55,-57,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-81,-100,-100,-81,-100,-100,-100,-100,-81,-81,-100,-90,-100,-100,-91,-100,-90,-89,-100,-84,-85,-100,-84,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-84,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-87,-89,-89,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,177,655,1248569787335
-77,-88,-47,-47,-47,-55,-54,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-82,-100,-82,-90,-100,-81,-82,-100,-89,-100,-100,-89,-100,-88,-89,-100,-84,-84,-100,-84,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-81,-87,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-89,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,177,655,1250336279574
-81,-88,-45,-44,-45,-54,-54,-54,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-82,-100,-81,-90,-100,-81,-82,-100,-89,-100,-100,-89,-100,-88,-89,-100,-84,-84,-100,-84,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-84,-83,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-89,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,177,655,1252095070250
-78,-86,-46,-45,-46,-56,-57,-55,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-81,-82,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-81,-100,-100,-83,-100,-82,-100,-100,-85,-84,-100,-89,-100,-100,-89,-100,-100,-100,-100,-84,-84,-100,-84,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-84,-83,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-83,-83,-100,-83,-100,-100,-89,-88,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,177,655,1253899485614
-81,-87,-49,-49,-48,-52,-52,-53,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-82,-79,-100,-100,-100,-100,-100,-100,-80,-92,-91,-100,-100,-100,-100,-100,-84,-80,-100,-100,-86,-100,-82,-100,-100,-87,-85,-100,-89,-100,-100,-91,-100,-100,-100,-100,-81,-80,-100,-81,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-88,-87,-90,-88,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,194,655,1316962055017
-82,-86,-49,-49,-48,-52,-52,-53,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-79,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-87,-100,-82,-100,-100,-87,-87,-100,-100,-100,-100,-91,-100,-100,-100,-100,-78,-79,-100,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-86,-90,-88,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,194,655,1318782872516
-82,-86,-49,-49,-48,-53,-53,-66,-100,-100,-100,-100,-100,-100,-100,-90,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-87,-100,-86,-100,-100,-89,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-86,-86,-89,-88,-100,-88,-89,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,194,655,1320571414651
-100,-100,-49,-49,-48,-53,-53,-54,-100,-100,-100,-100,-100,-100,-100,-90,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-88,-85,-100,-100,-86,-100,-83,-100,-100,-87,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-80,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-80,-86,-100,-84,-85,-89,-90,-100,-88,-89,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,194,655,1322316021942
-81,-100,-46,-46,-46,-53,-53,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-88,-85,-100,-100,-86,-100,-83,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-83,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-80,-90,-100,-88,-85,-90,-90,-100,-88,-90,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,194,655,1324056944962
-82,-100,-46,-46,-46,-53,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-88,-100,-100,-100,-100,-87,-88,-100,-88,-100,-100,-88,-100,-89,-89,-100,-83,-83,-100,-84,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-87,-100,-87,-89,-86,-87,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,194,655,1325814948451
-79,-83,-43,-44,-43,-51,-51,-51,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-79,-100,-88,-100,-100,-79,-85,-100,-91,-100,-100,-91,-100,-100,-100,-100,-83,-84,-100,-83,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-88,-76,-88,-87,-83,-84,-83,-83,-84,-80,-100,-89,-90,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,211,655,1404160616755
-76,-84,-43,-43,-43,-52,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-88,-100,-100,-100,-89,-100,-100,-100,-100,-90,-100,-100,-100,-100,-82,-83,-100,-83,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-76,-87,-76,-87,-87,-85,-84,-83,-84,-84,-80,-100,-90,-90,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,211,655,1405966114098
-79,-83,-42,-42,-42,-52,-54,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-77,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-90,-100,-100,-100,-100,-82,-82,-100,-81,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-86,-100,-87,-86,-85,-84,-79,-84,-84,-100,-100,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,211,655,1407681069358
-79,-83,-42,-42,-42,-52,-52,-52,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-86,-85,-77,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-90,-100,-100,-100,-100,-82,-82,-100,-81,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-79,-85,-86,-84,-85,-80,-84,-84,-81,-80,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,211,655,1409426031180
-80,-83,-42,-42,-42,-52,-52,-52,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-86,-85,-77,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-91,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-81,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-82,-84,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-79,-85,-86,-85,-85,-80,-85,-85,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,211,655,1411194539565
-79,-83,-42,-42,-41,-52,-52,-52,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-93,-100,-100,-92,-100,-100,-100,-100,-82,-83,-100,-81,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-88,-100,-89,-88,-84,-85,-100,-84,-85,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,211,655,1412985702428
