72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,38:17:c3:1f:00:b0,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,20:a6:cd:42:0a:c3,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:41,44:48:c1:91:d0:00,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,9c:d6:43:60:92:e0,38:17:c3:1f:14:00,44:48:c1:91:d0:11,44:48:c1:91:d0:10,b4:5d:50:e1:96:43,44:48:c1:91:d0:04,44:48:c1:91:d0:14,44:48:c1:91:d0:12,b4:5d:50:e1:96:40,38:17:c3:1f:14:01,38:17:c3:1f:14:02,44:48:c1:91:d0:02,38:17:c3:1f:09:80,38:17:c3:1f:09:83,38:17:c3:1f:09:81,44:48:c1:91:95:a3,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:83,b4:5d:50:e1:96:50,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,44:48:c1:91:95:a2,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:80,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d2,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:1f:14:10,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:09:91,38:17:c3:1f:09:93,38:17:c3:1f:09:90,20:a6:cd:42:0a:d3,44:48:c1:91:95:b3,38:17:c3:1f:09:92,38:17:c3:24:47:50,38:17:c3:19:45:b1,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:19:45:b2,44:48:c1:91:95:b2,a8:bd:27:4c:aa:92,38:17:c3:1f:19:c1,38:17:c3:1f:19:c0,38:17:c3:19:45:b0,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:90,38:17:c3:1f:19:d1,a8:bd:27:4c:aa:91,38:17:c3:1f:19:d0,38:17:c3:1f:19:d2,38:17:c3:1f:19:c2,44:48:c1:91:aa:30,44:48:c1:91:aa:31,38:17:c3:22:61:91,38:17:c3:22:61:90,20:a6:cd:42:13:f0,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:42,38:17:c3:1f:00:a0,38:17:c3:19:45:a1,38:17:c3:19:45:a0,20:a6:cd:42:13:f2,44:48:c1:91:d0:01,38:17:c3:1f:09:82,44:48:c1:91:aa:21,44:48:c1:91:95:a0,38:17:c3:19:45:a2,44:48:c1:91:95:a1,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,38:17:c3:1f:19:f0,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:70,20:a6:cd:42:0b:e0,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f0,38:17:c3:19:d7:60,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:36:30,80:8d:b7:55:25:f3,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:02,80:8d:b7:55:3a:41,66:2a:2f:53:7c:99,80:8d:b7:55:3a:50,80:8d:b7:55:35:00,ea:9e:b4:53:24:54,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:3a:42,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:40,38:17:c3:19:71:90,80:8d:b7:55:35:01,38:17:c3:19:71:92,38:17:c3:1e:ff:10,b0:be:76:f8:30:5e,38:17:c3:19:71:80,68:ff:7b:e4:af:39,80:8d:b7:55:39:c0,38:17:c3:1e:ff:12,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,80:8d:b7:55:39:c2,38:17:c3:1e:ff:11,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,80:8d:b7:55:39:c1,38:17:c3:19:36:31,38:17:c3:19:36:32,38:17:c3:19:71:91,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,20:a6:cd:50:24:a0,80:8d:b7:55:29:d1,38:17:c3:1f:22:30,80:8d:b7:55:39:d1,68:ff:7b:e4:af:38,38:17:c3:1e:ff:00,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:df:06:52,00:4e:35:df:06:50,20:a6:cd:50:24:b0,00:4e:35:df:06:40,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:42,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,x,y,timestamp
-100,-79,-84,-53,-53,-54,-56,-56,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-88,-100,-100,-79,-78,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-84,-100,-88,-100,-100,-83,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-81,-80,-100,-100,-100,-100,-100,-80,-100,-83,-100,-100,-100,-80,-100,-100,-85,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,213,632,1138349956335
-100,-80,-83,-53,-53,-53,-55,-56,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-86,-100,-88,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-79,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-74,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,213,632,1140136769459
-100,-80,-83,-53,-53,-53,-57,-56,-100,-88,-100,-100,-100,-100,-100,-80,-89,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-100,-88,-100,-100,-84,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-57,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-86,-86,-89,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,213,632,1141772067219
-100,-79,-82,-53,-53,-53,-57,-56,-87,-100,-100,-100,-100,-89,-100,-78,-90,-100,-100,-100,-90,-100,-100,-79,-80,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-84,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-85,-100,-86,-100,-100,-85,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-56,-78,-78,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-73,-86,-86,-89,-100,-92,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,213,632,1143529035500
-78,-76,-85,-47,-48,-48,-54,-54,-100,-100,-100,-100,-100,-100,-100,-100,-92,-90,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-82,-100,-100,-100,-88,-89,-100,-100,-100,-100,-83,-100,-100,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-54,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-88,-100,-87,-100,-88,-100,-88,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,230,632,1204393082404
-78,-79,-83,-49,-48,-48,-50,-50,-92,-100,-100,-100,-100,-100,-100,-100,-92,-90,-100,-100,-89,-90,-100,-100,-86,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-86,-100,-100,-100,-88,-89,-100,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-50,-83,-80,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-81,-82,-82,-84,-83,-87,-100,-88,-100,-88,-89,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,230,632,1206173685788
-100,-79,-83,-50,-50,-49,-51,-52,-92,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-88,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-83,-100,-100,-100,-100,-89,-100,-100,-100,-100,-86,-100,-100,-85,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-83,-83,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-82,-82,-82,-84,-83,-100,-100,-89,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,230,632,1208062339694
-100,-77,-85,-50,-50,-49,-51,-51,-100,-100,-100,-100,-100,-100,-100,-87,-90,-100,-100,-100,-89,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-83,-100,-100,-100,-90,-92,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-52,-100,-80,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-83,-100,-83,-82,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,230,632,1209797862506
-75,-75,-86,-49,-49,-49,-51,-51,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-83,-100,-100,-100,-90,-92,-100,-100,-100,-100,-87,-100,-100,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-52,-82,-81,-100,-100,-100,-100,-100,-82,-100,-84,-100,-100,-100,-80,-100,-100,-84,-85,-83,-83,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,230,632,1211574791568
-75,-79,-86,-49,-49,-49,-52,-52,-100,-100,-100,-100,-100,-100,-100,-84,-90,-100,-100,-100,-89,-100,-100,-84,-84,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-83,-84,-83,-100,-100,-100,-90,-92,-100,-100,-100,-100,-86,-100,-100,-86,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-52,-82,-82,-100,-100,-100,-100,-100,-82,-100,-84,-100,-100,-100,-79,-100,-100,-85,-85,-85,-83,-89,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,230,632,1213360726984
-100,-78,-87,-46,-46,-46,-57,-56,-100,-100,-100,-100,-100,-100,-100,-84,-92,-100,-100,-100,-89,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-91,-88,-100,-100,-100,-84,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-100,-83,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-56,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-88,-100,-100,-88,-92,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,247,632,1277903955501
-79,-80,-87,-47,-46,-46,-53,-53,-100,-100,-100,-100,-100,-100,-100,-84,-92,-100,-100,-90,-89,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-91,-88,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-100,-83,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-53,-76,-76,-100,-100,-100,-100,-100,-77,-100,-79,-100,-100,-100,-79,-100,-83,-88,-100,-85,-86,-92,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,247,632,1279652574406
-79,-78,-100,-48,-48,-47,-54,-53,-100,-100,-100,-100,-100,-100,-100,-84,-92,-100,-100,-90,-100,-100,-100,-83,-85,-100,-100,-100,-100,-100,-87,-85,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-87,-100,-90,-100,-100,-85,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-53,-78,-79,-100,-100,-100,-100,-100,-78,-100,-79,-100,-100,-100,-77,-100,-83,-85,-100,-85,-86,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,247,632,1281472233937
-100,-79,-100,-49,-49,-50,-55,-54,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-90,-100,-100,-83,-85,-100,-100,-100,-100,-100,-87,-85,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-86,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-85,-100,-90,-100,-100,-85,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-54,-78,-79,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-80,-100,-100,-85,-100,-85,-86,-93,-100,-89,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,247,632,1283319810603
-100,-79,-90,-49,-50,-50,-54,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-84,-100,-91,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-54,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-78,-100,-100,-86,-100,-100,-100,-92,-100,-89,-91,-91,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,247,632,1285113551800
-100,-76,-90,-49,-50,-50,-54,-52,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-91,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-83,-85,-100,-85,-86,-90,-100,-90,-89,-89,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,247,632,1286895935549
-74,-74,-86,-48,-48,-48,-55,-56,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-85,-83,-100,-100,-100,-86,-87,-86,-100,-100,-100,-89,-89,-100,-100,-100,-100,-83,-100,-100,-83,-100,-100,-100,-100,-83,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-56,-86,-87,-100,-100,-100,-100,-100,-86,-100,-79,-100,-100,-100,-77,-100,-100,-84,-86,-84,-83,-90,-100,-90,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,632,1336261276260
-74,-74,-85,-50,-51,-50,-55,-55,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-85,-83,-100,-100,-100,-86,-87,-89,-100,-100,-100,-90,-90,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-83,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-55,-86,-87,-100,-100,-100,-100,-100,-86,-100,-79,-100,-100,-100,-70,-100,-100,-84,-86,-84,-84,-88,-100,-89,-91,-88,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,632,1338152808915
-78,-79,-84,-49,-50,-50,-52,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-89,-100,-100,-100,-90,-90,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-83,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-87,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-82,-82,-81,-84,-100,-84,-84,-88,-100,-89,-100,-91,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,632,1339985283550
-79,-79,-86,-47,-48,-47,-53,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-89,-90,-89,-100,-100,-88,-86,-88,-100,-100,-87,-100,-83,-100,-100,-83,-100,-100,-100,-100,-83,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-77,-82,-81,-80,-84,-80,-81,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,632,1341741093132
-79,-79,-86,-47,-48,-47,-53,-54,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-88,-100,-100,-100,-83,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-85,-86,-87,-100,-100,-88,-87,-88,-100,-100,-87,-100,-83,-100,-100,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-53,-100,-79,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-78,-100,-100,-80,-84,-79,-81,-91,-100,-88,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,264,632,1343535551413
