b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:35:00,80:8d:b7:55:35:12,80:8d:b7:55:35:01,80:8d:b7:55:39:c2,38:17:c3:1f:01:82,38:17:c3:1f:01:81,38:17:c3:1f:01:80,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:25:e3,80:8d:b7:55:39:c1,80:8d:b7:55:39:d1,b0:be:76:f8:30:5e,80:8d:b7:55:39:d0,80:8d:b7:55:39:d2,38:17:c3:1f:01:90,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:3a:41,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:61,38:17:c3:19:d7:62,80:8d:b7:55:3a:40,80:8d:b7:55:25:f3,38:17:c3:19:d7:72,38:17:c3:19:d7:60,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:42,44:48:c1:a5:82:30,38:17:c3:1e:ff:00,44:48:c1:a5:82:32,44:48:c1:a5:82:31,20:a6:cd:50:24:a2,38:17:c3:1e:ff:01,38:17:c3:1e:ff:11,38:17:c3:1e:ff:02,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,00:4e:35:df:06:42,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,00:4e:35:df:06:41,38:17:c3:19:45:a1,80:8d:b7:55:3a:51,38:17:c3:19:45:b2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:df:06:51,20:a6:cd:50:24:b1,00:4e:35:df:06:52,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,20:a6:cd:50:24:b2,38:17:c3:19:45:b1,38:17:c3:19:55:50,b4:5d:50:e1:92:33,44:48:c1:a5:82:21,44:48:c1:a5:82:22,44:48:c1:a5:82:20,00:4e:35:df:06:40,80:8d:b7:55:39:c0,00:4e:35:df:06:50,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,80:8d:b7:55:25:e2,72:32:b1:3e:1a:b7,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,00:4e:35:de:e1:12,00:4e:35:de:e1:10,00:4e:35:de:e1:02,68:ff:7b:e4:af:39,38:17:c3:1f:22:30,b4:5d:50:e1:92:20,38:17:c3:1f:09:93,00:4e:35:de:e1:11,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,b4:5d:50:e1:92:23,b4:5d:50:e1:92:31,00:4e:35:de:e1:00,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:19:55:51,00:4e:35:de:e1:01,38:17:c3:19:55:52,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:21,00:4e:35:de:d7:53,00:4e:35:de:d7:52,38:17:c3:1f:08:50,00:4e:35:de:d7:51,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:19:55:41,00:4e:35:de:d7:50,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:71:92,68:ff:7b:e4:af:38,00:4e:35:de:d7:43,38:17:c3:1f:22:31,00:4e:35:df:0e:12,38:17:c3:1f:22:32,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:22:20,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:32,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,00:4e:35:df:0e:00,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:24:4f:02,38:17:c3:24:4f:01,38:17:c3:24:4f:00,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:de:d7:40,x,y,timestamp
-33,-78,-100,-83,-100,-100,-100,-100,-100,-89,-100,-87,-100,-100,-100,-100,-100,-100,-89,-87,-100,-100,-86,-42,-85,-85,-100,-100,-100,-82,-100,-100,-100,-100,-83,-88,-100,-100,-87,-86,-89,-100,-83,-87,-100,-88,-87,-100,-100,-100,-100,-76,-77,-69,-100,-100,-69,-100,-77,-100,-100,-100,-70,-100,-71,-100,-100,-100,-100,-75,-100,-89,-100,-100,-68,-100,-70,-100,-100,-100,-100,-84,-100,-84,-84,-85,-85,-83,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-75,-84,-74,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-72,-100,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,112,25161746711129
-32,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-89,-43,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-81,-82,-80,-100,-82,-91,-100,-88,-87,-100,-100,-100,-100,-77,-77,-69,-100,-100,-70,-100,-77,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-77,-100,-89,-100,-100,-69,-100,-73,-100,-100,-100,-100,-84,-100,-84,-84,-85,-85,-85,-100,-100,-100,-100,-85,-100,-100,-100,-100,-85,-100,-100,-77,-84,-77,-100,-100,-100,-68,-100,-100,-100,-100,-75,-75,-74,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-68,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,112,25165038977326
-34,-100,-100,-86,-87,-84,-85,-84,-100,-90,-100,-100,-100,-100,-100,-100,-100,-88,-88,-89,-85,-100,-87,-41,-88,-89,-100,-100,-100,-77,-100,-100,-100,-100,-77,-86,-100,-100,-84,-86,-80,-100,-82,-90,-100,-100,-88,-100,-100,-100,-100,-77,-78,-69,-100,-100,-70,-100,-77,-100,-100,-100,-70,-100,-70,-100,-100,-100,-100,-77,-100,-85,-100,-100,-68,-100,-70,-100,-100,-100,-100,-86,-100,-88,-100,-86,-85,-85,-100,-100,-100,-100,-87,-100,-100,-100,-100,-85,-100,-100,-76,-84,-77,-100,-100,-100,-69,-100,-100,-100,-100,-75,-75,-74,-100,-69,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,112,25168249791439
-42,-79,-100,-100,-100,-84,-85,-84,-100,-90,-100,-100,-100,-100,-100,-100,-100,-88,-88,-89,-85,-100,-88,-41,-88,-88,-100,-100,-100,-77,-100,-100,-100,-100,-77,-83,-100,-100,-84,-83,-87,-100,-75,-88,-100,-88,-88,-100,-100,-100,-100,-75,-76,-70,-100,-100,-100,-100,-77,-100,-100,-100,-70,-100,-71,-100,-100,-100,-100,-81,-100,-86,-86,-87,-68,-100,-72,-100,-100,-100,-100,-86,-100,-88,-100,-85,-85,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-86,-100,-100,-76,-87,-81,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-69,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,112,25171466389302
-52,-76,-100,-100,-100,-85,-84,-85,-88,-87,-91,-100,-87,-100,-100,-100,-100,-100,-100,-100,-81,-100,-86,-42,-87,-85,-100,-100,-100,-75,-100,-100,-100,-100,-100,-84,-100,-100,-85,-85,-83,-100,-74,-89,-100,-100,-100,-100,-100,-100,-100,-78,-78,-72,-100,-100,-71,-100,-78,-100,-100,-100,-71,-100,-71,-100,-100,-100,-100,-77,-100,-100,-100,-100,-72,-100,-71,-92,-100,-100,-100,-86,-100,-87,-85,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-77,-100,-100,-100,-67,-100,-100,-100,-100,-77,-77,-77,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-71,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,96,25217333054181
-34,-79,-100,-100,-100,-85,-84,-85,-88,-87,-91,-100,-87,-83,-100,-100,-100,-89,-89,-88,-83,-81,-84,-43,-84,-85,-100,-100,-100,-75,-100,-100,-100,-100,-100,-84,-100,-100,-85,-85,-83,-100,-77,-87,-100,-100,-100,-100,-100,-100,-100,-78,-78,-70,-100,-100,-71,-100,-78,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-77,-100,-100,-100,-100,-70,-100,-73,-92,-100,-100,-100,-86,-100,-87,-85,-88,-88,-84,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-76,-85,-77,-100,-100,-100,-64,-100,-100,-100,-100,-77,-77,-77,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-71,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,96,25220631109075
-32,-86,-100,-100,-100,-85,-84,-85,-100,-100,-100,-100,-100,-83,-100,-100,-100,-89,-91,-88,-80,-81,-87,-38,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-83,-82,-83,-100,-77,-87,-100,-100,-100,-100,-100,-100,-100,-77,-78,-70,-100,-100,-71,-100,-79,-100,-100,-100,-72,-100,-71,-100,-100,-100,-100,-78,-100,-100,-100,-100,-70,-100,-72,-100,-100,-100,-100,-86,-100,-100,-84,-84,-84,-84,-83,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-79,-85,-79,-100,-100,-100,-66,-100,-100,-100,-100,-76,-100,-76,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,96,25223996755064
-49,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-89,-88,-80,-100,-85,-41,-87,-85,-100,-100,-100,-79,-100,-100,-100,-100,-100,-83,-100,-100,-85,-84,-85,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-73,-100,-100,-73,-100,-88,-100,-100,-100,-70,-100,-70,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-86,-100,-100,-84,-84,-84,-86,-83,-100,-100,-100,-84,-100,-100,-100,-100,-84,-100,-100,-78,-85,-78,-100,-100,-100,-66,-100,-100,-100,-100,-73,-72,-73,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,96,25227307384958
-34,-100,-100,-100,-100,-100,-89,-90,-100,-88,-100,-100,-100,-82,-100,-100,-100,-100,-86,-89,-80,-100,-85,-45,-84,-85,-100,-100,-100,-77,-100,-100,-100,-100,-77,-83,-100,-100,-83,-84,-83,-100,-75,-87,-100,-87,-87,-100,-100,-100,-100,-79,-79,-71,-100,-100,-73,-100,-81,-100,-100,-100,-69,-100,-68,-100,-100,-100,-100,-75,-100,-100,-100,-100,-73,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-86,-100,-100,-100,-100,-86,-100,-100,-100,-100,-84,-100,-100,-75,-85,-76,-100,-100,-100,-66,-100,-100,-100,-100,-73,-72,-73,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-70,-69,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,96,25230632398030
-30,-76,-100,-100,-100,-84,-85,-85,-100,-86,-88,-87,-88,-82,-100,-100,-100,-88,-87,-88,-80,-100,-84,-49,-84,-85,-100,-100,-100,-77,-100,-100,-100,-100,-77,-83,-100,-100,-84,-83,-83,-100,-76,-87,-100,-89,-87,-100,-100,-100,-100,-77,-79,-71,-100,-100,-72,-100,-77,-100,-100,-100,-69,-100,-68,-100,-100,-100,-100,-75,-100,-100,-100,-100,-72,-100,-69,-100,-100,-100,-100,-88,-100,-100,-86,-86,-88,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-100,-100,-74,-86,-74,-100,-100,-100,-67,-100,-100,-100,-100,-100,-75,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-71,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,96,25233889014226
-39,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-89,-87,-37,-89,-86,-100,-100,-100,-78,-100,-100,-100,-100,-78,-88,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-75,-100,-100,-100,-71,-100,-72,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-88,-72,-100,-100,-100,-100,-90,-100,-100,-100,-85,-84,-87,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-76,-86,-76,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,64,25283390177801
-33,-76,-100,-100,-100,-86,-87,-88,-100,-91,-100,-87,-100,-87,-100,-100,-100,-89,-86,-88,-81,-89,-87,-40,-88,-86,-100,-100,-100,-75,-100,-100,-100,-100,-78,-88,-100,-100,-100,-100,-100,-100,-75,-88,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-76,-100,-100,-100,-70,-100,-70,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-88,-70,-100,-100,-100,-100,-84,-100,-83,-84,-85,-84,-87,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-74,-86,-74,-100,-100,-100,-71,-100,-100,-100,-100,-100,-78,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,64,25286539896550
-46,-100,-100,-82,-100,-86,-87,-86,-100,-91,-100,-87,-100,-100,-100,-100,-100,-89,-88,-89,-81,-100,-87,-42,-88,-86,-100,-100,-100,-75,-100,-100,-100,-100,-100,-84,-100,-100,-85,-84,-85,-100,-75,-88,-100,-100,-100,-100,-100,-100,-100,-77,-77,-69,-100,-100,-70,-100,-76,-100,-100,-100,-71,-100,-72,-100,-100,-100,-100,-75,-100,-100,-100,-100,-69,-100,-70,-100,-100,-100,-100,-84,-100,-83,-84,-85,-84,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-85,-100,-100,-83,-87,-74,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-79,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,64,25289829938476
-34,-86,-100,-82,-100,-86,-87,-86,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-87,-41,-88,-87,-100,-100,-100,-75,-100,-100,-100,-100,-100,-85,-100,-100,-86,-85,-87,-100,-75,-88,-100,-100,-100,-100,-100,-100,-100,-76,-76,-70,-100,-100,-70,-100,-77,-100,-100,-100,-70,-100,-71,-100,-100,-100,-100,-75,-100,-100,-100,-100,-69,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-89,-100,-100,-100,-100,-85,-100,-100,-100,-100,-85,-100,-100,-78,-87,-75,-100,-100,-100,-68,-100,-100,-100,-100,-79,-100,-79,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,64,25293169276183
-34,-80,-100,-100,-100,-100,-100,-100,-100,-89,-100,-90,-100,-100,-100,-100,-100,-87,-87,-89,-100,-100,-86,-41,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-86,-86,-87,-100,-100,-87,-100,-87,-100,-100,-100,-100,-100,-75,-76,-70,-100,-100,-70,-100,-75,-100,-100,-100,-70,-100,-71,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-84,-86,-83,-83,-89,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-77,-100,-76,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-72,-71,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,64,25296421079723
-33,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-87,-88,-90,-100,-100,-86,-43,-86,-87,-100,-100,-100,-100,-92,-100,-100,-100,-77,-87,-100,-100,-100,-86,-85,-100,-100,-86,-100,-87,-86,-100,-100,-100,-100,-76,-75,-72,-100,-100,-73,-100,-75,-100,-100,-100,-70,-100,-71,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-84,-86,-83,-83,-88,-100,-100,-100,-100,-84,-100,-100,-100,-100,-88,-100,-100,-73,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-72,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,64,25299526984514
-31,-78,-100,-100,-100,-83,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-84,-43,-83,-83,-100,-100,-100,-78,-100,-100,-100,-100,-80,-86,-100,-100,-86,-86,-87,-100,-80,-88,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-72,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-76,-90,-100,-100,-100,-87,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-82,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-66,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-65,-100,-100,-100,-87,-100,-100,-100,-100,-88,-87,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,49,25337527780958
-33,-77,-100,-100,-100,-84,-85,-84,-100,-100,-100,-100,-100,-87,-100,-100,-100,-84,-84,-85,-85,-100,-83,-42,-83,-83,-100,-100,-100,-78,-100,-100,-100,-100,-80,-86,-100,-100,-86,-86,-87,-100,-79,-88,-100,-100,-100,-100,-100,-100,-100,-72,-72,-70,-100,-100,-70,-100,-71,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-80,-100,-100,-100,-100,-70,-100,-72,-90,-100,-100,-100,-87,-100,-87,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-82,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-65,-100,-100,-86,-88,-85,-100,-100,-86,-87,-88,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,49,25340720940696
-34,-100,-100,-100,-100,-84,-85,-84,-100,-100,-100,-84,-100,-87,-100,-100,-100,-84,-84,-84,-100,-100,-83,-44,-83,-82,-100,-100,-100,-78,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-87,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-69,-100,-100,-69,-100,-72,-100,-100,-100,-70,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-67,-65,-100,-100,-86,-88,-85,-100,-100,-86,-87,-88,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,49,25344022201216
-33,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-84,-86,-84,-100,-100,-82,-44,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-91,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-72,-69,-100,-100,-69,-100,-71,-100,-100,-100,-72,-100,-73,-100,-100,-100,-100,-82,-100,-100,-100,-100,-70,-100,-72,-100,-100,-100,-100,-83,-100,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-82,-100,-100,-100,-67,-100,-100,-100,-100,-77,-77,-100,-100,-69,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-66,-65,-100,-100,-86,-89,-85,-100,-100,-100,-88,-88,-100,-77,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,49,25347260535537
-33,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-84,-87,-84,-100,-100,-82,-45,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-91,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-74,-75,-69,-100,-100,-69,-100,-75,-100,-100,-100,-76,-100,-75,-100,-100,-100,-100,-82,-100,-100,-100,-100,-70,-100,-76,-100,-100,-100,-100,-83,-100,-85,-83,-86,-86,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-81,-100,-81,-100,-100,-100,-67,-100,-100,-100,-100,-77,-77,-100,-100,-69,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-66,-65,-100,-100,-86,-89,-100,-100,-100,-100,-88,-89,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,49,25350485012984
-32,-81,-100,-100,-100,-86,-88,-86,-100,-88,-100,-100,-100,-87,-100,-100,-100,-100,-87,-100,-100,-87,-83,-40,-83,-84,-100,-100,-100,-81,-100,-100,-100,-100,-81,-88,-100,-100,-87,-87,-87,-100,-80,-90,-100,-100,-100,-100,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-73,-100,-100,-100,-76,-100,-75,-100,-100,-100,-100,-82,-100,-100,-100,-100,-73,-100,-76,-89,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-81,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-68,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-64,-100,-100,-100,-89,-100,-100,-100,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,49,25353735292202
-30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-78,-100,-100,-79,-100,-88,-100,-100,-100,-78,-100,-79,-100,-100,-100,-100,-83,-100,-100,-100,-100,-79,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-83,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-68,-67,-100,-100,-85,-85,-85,-100,-100,-100,-85,-85,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,268,17,25424098876341
