b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:35:00,80:8d:b7:55:35:12,80:8d:b7:55:35:01,80:8d:b7:55:39:c2,38:17:c3:1f:01:82,38:17:c3:1f:01:81,38:17:c3:1f:01:80,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:25:e3,80:8d:b7:55:39:c1,80:8d:b7:55:39:d1,b0:be:76:f8:30:5e,80:8d:b7:55:39:d0,80:8d:b7:55:39:d2,38:17:c3:1f:01:90,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:3a:41,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:61,38:17:c3:19:d7:62,80:8d:b7:55:3a:40,80:8d:b7:55:25:f3,38:17:c3:19:d7:72,38:17:c3:19:d7:60,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:42,44:48:c1:a5:82:30,38:17:c3:1e:ff:00,44:48:c1:a5:82:32,44:48:c1:a5:82:31,20:a6:cd:50:24:a2,38:17:c3:1e:ff:01,38:17:c3:1e:ff:11,38:17:c3:1e:ff:02,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,00:4e:35:df:06:42,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,00:4e:35:df:06:41,38:17:c3:19:45:a1,80:8d:b7:55:3a:51,38:17:c3:19:45:b2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:df:06:51,20:a6:cd:50:24:b1,00:4e:35:df:06:52,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,20:a6:cd:50:24:b2,38:17:c3:19:45:b1,38:17:c3:19:55:50,b4:5d:50:e1:92:33,44:48:c1:a5:82:21,44:48:c1:a5:82:22,44:48:c1:a5:82:20,00:4e:35:df:06:40,80:8d:b7:55:39:c0,00:4e:35:df:06:50,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,80:8d:b7:55:25:e2,72:32:b1:3e:1a:b7,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,00:4e:35:de:e1:12,00:4e:35:de:e1:10,00:4e:35:de:e1:02,68:ff:7b:e4:af:39,38:17:c3:1f:22:30,b4:5d:50:e1:92:20,38:17:c3:1f:09:93,00:4e:35:de:e1:11,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,b4:5d:50:e1:92:23,b4:5d:50:e1:92:31,00:4e:35:de:e1:00,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:19:55:51,00:4e:35:de:e1:01,38:17:c3:19:55:52,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:21,00:4e:35:de:d7:53,00:4e:35:de:d7:52,38:17:c3:1f:08:50,00:4e:35:de:d7:51,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:19:55:41,00:4e:35:de:d7:50,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:71:92,68:ff:7b:e4:af:38,00:4e:35:de:d7:43,38:17:c3:1f:22:31,00:4e:35:df:0e:12,38:17:c3:1f:22:32,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:22:20,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:32,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,00:4e:35:df:0e:00,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:24:4f:02,38:17:c3:24:4f:01,38:17:c3:24:4f:00,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:de:d7:40,x,y,timestamp
-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-79,-100,-100,-79,-100,-100,-100,-100,-100,-78,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-84,-100,-100,-100,-100,-100,-100,-100,-79,-80,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-80,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-58,-60,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-51,-51,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,505,17,26442635235224
-32,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-79,-100,-100,-79,-100,-100,-100,-100,-100,-78,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-78,-89,-100,-100,-100,-100,-100,-100,-100,-78,-79,-80,-100,-100,-100,-100,-77,-100,-100,-100,-100,-80,-100,-100,-100,-80,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-58,-59,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-51,-51,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,505,17,26445669407150
-31,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-80,-100,-100,-79,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-84,-100,-100,-100,-100,-100,-100,-100,-77,-78,-83,-100,-100,-100,-100,-77,-100,-100,-100,-100,-82,-100,-100,-100,-81,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-58,-58,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-51,-51,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,505,17,26448707116263
-30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-80,-100,-100,-79,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-88,-100,-100,-100,-100,-100,-100,-100,-77,-74,-81,-100,-100,-100,-100,-77,-100,-100,-100,-100,-81,-100,-100,-100,-82,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-58,-59,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-51,-51,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,505,17,26451759948189
-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-80,-100,-100,-80,-100,-100,-100,-100,-100,-77,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-78,-87,-100,-100,-100,-100,-100,-100,-100,-78,-78,-81,-100,-100,-100,-100,-77,-100,-100,-100,-100,-82,-100,-100,-100,-82,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-58,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-51,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,505,17,26454757554334
-32,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-91,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-77,-100,-100,-100,-76,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-64,-62,-100,-100,-100,-100,-90,-100,-86,-100,-100,-100,-100,-100,-100,-55,-54,-54,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,521,17,26504778100304
-29,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-82,-100,-100,-100,-100,-100,-81,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-84,-85,-76,-100,-100,-100,-100,-85,-100,-100,-100,-100,-76,-100,-100,-100,-76,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-64,-63,-100,-100,-100,-100,-90,-100,-88,-100,-100,-100,-100,-100,-100,-55,-54,-54,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,521,17,26507796623220
-29,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-82,-100,-100,-100,-100,-100,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-89,-100,-100,-100,-100,-100,-100,-100,-88,-87,-77,-100,-100,-100,-100,-85,-100,-100,-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-55,-54,-55,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,521,17,26510835542646
-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-86,-86,-77,-100,-100,-100,-100,-84,-100,-100,-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-63,-64,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-55,-55,-55,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,521,17,26513874251290
-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-80,-100,-100,-80,-100,-100,-100,-100,-100,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-86,-86,-76,-100,-100,-100,-100,-86,-100,-100,-100,-100,-76,-100,-100,-100,-77,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-55,-55,-55,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-80,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,521,17,26516863285404
-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-80,-100,-100,-100,-100,-100,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-83,-88,-100,-100,-100,-100,-100,-100,-100,-86,-86,-77,-100,-100,-100,-100,-86,-100,-100,-100,-100,-76,-100,-100,-100,-76,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-64,-65,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-55,-56,-55,-100,-81,-100,-100,-100,-87,-87,-100,-100,-100,-81,-80,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,521,17,26519970764569
-32,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-77,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-64,-64,-64,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-77,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,553,17,26581872322202
-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-78,-100,-100,-100,-100,-100,-100,-100,-80,-80,-76,-100,-100,-100,-100,-80,-100,-100,-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-61,-60,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-64,-64,-64,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-77,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,553,17,26584898489336
-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-79,-100,-100,-100,-100,-100,-100,-100,-80,-79,-78,-100,-100,-100,-100,-80,-100,-100,-100,-100,-78,-100,-100,-100,-79,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-61,-60,-100,-100,-100,-100,-93,-100,-86,-100,-100,-100,-100,-100,-100,-64,-64,-64,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-76,-87,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,553,17,26587948996106
-33,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-87,-100,-100,-100,-100,-100,-100,-100,-80,-80,-77,-100,-100,-100,-100,-80,-100,-100,-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-100,-100,-100,-100,-93,-100,-88,-100,-100,-100,-100,-100,-100,-64,-63,-63,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,553,17,26590951597823
-32,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-83,-100,-100,-100,-100,-100,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-82,-90,-100,-100,-100,-100,-100,-100,-100,-80,-75,-77,-100,-100,-100,-100,-79,-100,-100,-100,-100,-78,-100,-100,-100,-77,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-61,-60,-100,-100,-100,-100,-100,-100,-87,-100,-100,-89,-100,-100,-100,-64,-64,-64,-78,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-76,-86,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,553,17,26593968028343
-32,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-83,-100,-100,-100,-100,-100,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-83,-80,-77,-100,-100,-100,-100,-81,-100,-100,-100,-100,-78,-100,-100,-100,-78,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-61,-60,-100,-100,-100,-100,-100,-100,-87,-100,-100,-89,-100,-100,-100,-64,-64,-64,-100,-83,-100,-100,-100,-100,-84,-100,-100,-100,-100,-75,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,553,17,26597022776988
-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-81,-100,-100,-100,-100,-100,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-82,-79,-100,-100,-100,-100,-100,-100,-100,-77,-77,-75,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-100,-100,-100,-76,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-82,-100,-89,-100,-100,-100,-100,-64,-64,-64,-83,-83,-100,-100,-100,-82,-82,-100,-100,-100,-84,-77,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,584,17,26649138299624
-33,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-81,-100,-100,-80,-100,-100,-100,-100,-100,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-82,-87,-100,-100,-100,-100,-100,-100,-100,-77,-77,-74,-100,-100,-100,-100,-76,-100,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-63,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,584,17,26652223964831
-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-80,-100,-100,-100,-100,-100,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-100,-100,-100,-76,-100,-100,-89,-100,-75,-100,-100,-100,-76,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-63,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-63,-63,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,584,17,26655301306340
-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-76,-76,-74,-100,-100,-100,-100,-76,-100,-100,-89,-100,-74,-100,-100,-100,-74,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-63,-64,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-64,-64,-64,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,584,17,26658286614725
-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-81,-100,-100,-82,-100,-100,-100,-100,-100,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-82,-87,-100,-100,-100,-100,-100,-100,-100,-76,-76,-74,-100,-100,-100,-100,-76,-100,-100,-89,-100,-74,-100,-100,-100,-76,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-63,-64,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-64,-64,-64,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,584,17,26661349953474
-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-82,-100,-100,-100,-100,-100,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-82,-84,-100,-100,-100,-100,-100,-100,-100,-74,-71,-75,-100,-100,-100,-100,-74,-100,-100,-100,-100,-78,-100,-100,-100,-76,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-65,-65,-65,-80,-79,-100,-100,-100,-91,-100,-100,-100,-100,-79,-100,-88,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,584,17,26664451743264
