60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,72:32:b1:3e:1a:b8,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:00:a2,38:17:c3:1f:00:a0,38:17:c3:1f:00:b0,20:a6:cd:42:0a:c3,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:14:02,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,20:a6:cd:42:0a:c2,9c:d6:43:60:92:e0,44:48:c1:91:d0:02,44:48:c1:91:d0:00,44:48:c1:91:d0:14,44:48:c1:91:d0:01,b4:5d:50:e1:96:50,38:17:c3:19:45:a2,38:17:c3:19:45:a0,44:48:c1:91:d0:11,44:48:c1:91:d0:10,38:17:c3:19:45:a1,44:48:c1:91:d0:12,38:17:c3:1f:09:83,38:17:c3:1f:14:11,38:17:c3:1f:09:80,38:17:c3:1f:09:81,38:17:c3:1f:09:82,20:a6:cd:42:0a:d3,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d1,38:17:c3:1f:14:12,20:a6:cd:42:0a:d0,38:17:c3:24:47:51,38:17:c3:24:47:52,a8:bd:27:4c:aa:93,38:17:c3:24:47:50,38:17:c3:1f:09:92,38:17:c3:1f:09:91,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d1,38:17:c3:1f:09:93,38:17:c3:1f:09:90,44:48:c1:91:95:b3,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,20:a6:cd:42:13:f2,20:a6:cd:42:13:f0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b0,b4:5d:50:e1:96:43,b4:5d:50:e1:96:40,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,44:48:c1:91:d0:04,44:48:c1:91:95:a3,a8:bd:27:4c:aa:92,44:48:c1:91:aa:32,a8:bd:27:4c:aa:91,20:a6:cd:42:13:f1,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:19:45:b0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,44:48:c1:91:95:a1,44:48:c1:91:95:a2,44:48:c1:91:95:a0,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:82,44:48:c1:91:aa:30,44:48:c1:91:aa:31,ac:e2:d3:c4:08:e6,38:17:c3:1f:19:f0,38:17:c3:19:d7:70,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e1,66:2a:2f:53:7c:99,20:a6:cd:42:0b:e3,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:25:e3,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f1,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:62,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,80:8d:b7:55:25:e1,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:00,80:8d:b7:55:25:e2,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,80:8d:b7:55:3a:42,80:8d:b7:55:35:10,b0:be:76:f8:30:5e,80:8d:b7:55:35:13,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:35:12,80:8d:b7:55:35:11,ea:9e:b4:53:24:54,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:3a:51,80:8d:b7:55:39:c0,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:71:90,38:17:c3:1e:ff:10,38:17:c3:19:36:30,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:36:31,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,80:8d:b7:55:29:d0,68:ff:7b:e4:af:39,80:8d:b7:55:39:c1,80:8d:b7:55:29:d2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,80:8d:b7:55:39:c2,80:8d:b7:55:29:c0,80:8d:b7:55:29:d1,68:ff:7b:e4:af:38,80:8d:b7:55:39:d0,38:17:c3:1f:22:30,80:8d:b7:55:29:c1,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,80:8d:b7:55:29:c2,20:a6:cd:50:24:b1,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:02,38:17:c3:1f:22:21,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,38:17:c3:1f:0e:01,38:17:c3:1f:22:20,x,y,timestamp
-74,-73,-74,-65,-100,-64,-64,-66,-66,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-87,-100,-86,-86,-100,-86,-100,-83,-100,-100,-100,-89,-83,-89,-89,-84,-100,-100,-100,-100,-90,-100,-100,-89,-79,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-88,-100,-100,-100,-100,-100,-82,-100,-80,-100,-100,-78,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,108,635,1072535935371
-74,-73,-73,-64,-100,-63,-63,-64,-65,-63,-86,-78,-78,-77,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-86,-100,-87,-87,-81,-100,-100,-100,-89,-81,-89,-89,-81,-100,-100,-100,-100,-90,-100,-100,-100,-80,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-88,-100,-100,-100,-100,-100,-81,-100,-82,-100,-100,-81,-100,-88,-81,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,108,635,1075578492349
-80,-78,-78,-62,-100,-61,-61,-61,-61,-60,-100,-73,-74,-74,-100,-90,-100,-100,-100,-100,-91,-100,-100,-89,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-77,-100,-100,-100,-86,-100,-100,-100,-86,-79,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-88,-100,-100,-100,-88,-100,-86,-100,-86,-100,-100,-91,-90,-100,-100,-100,-100,-100,-81,-81,-80,-100,-100,-85,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,128,635,1117411128426
-80,-78,-72,-60,-100,-60,-61,-60,-60,-60,-100,-73,-70,-70,-100,-90,-100,-100,-100,-100,-92,-100,-100,-89,-100,-93,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-86,-100,-100,-100,-88,-79,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-85,-88,-100,-100,-100,-88,-100,-86,-100,-86,-100,-100,-90,-90,-100,-100,-100,-100,-100,-81,-81,-80,-100,-100,-84,-100,-88,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,128,635,1120547811602
-80,-100,-72,-58,-100,-61,-61,-59,-60,-61,-100,-71,-71,-70,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-93,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-78,-100,-100,-100,-85,-100,-100,-100,-86,-81,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-86,-100,-85,-100,-90,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-88,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,128,635,1123617635403
-79,-100,-72,-70,-100,-61,-61,-60,-59,-60,-88,-71,-71,-70,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-77,-100,-100,-100,-85,-100,-100,-100,-84,-81,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-86,-100,-83,-100,-90,-89,-90,-100,-100,-100,-100,-100,-80,-80,-80,-100,-100,-84,-100,-89,-87,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,128,635,1126632243683
-77,-77,-75,-62,-100,-60,-60,-60,-61,-60,-88,-71,-71,-70,-100,-100,-100,-100,-100,-100,-91,-100,-100,-87,-87,-100,-100,-100,-100,-87,-77,-100,-100,-100,-100,-78,-100,-100,-77,-100,-100,-100,-85,-100,-100,-100,-86,-78,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-86,-100,-83,-100,-100,-100,-91,-100,-100,-100,-100,-100,-79,-80,-80,-100,-100,-83,-100,-88,-87,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,128,635,1129714048474
-80,-79,-77,-62,-100,-60,-60,-60,-62,-60,-88,-72,-73,-72,-100,-100,-100,-100,-100,-100,-92,-100,-100,-87,-87,-91,-100,-100,-100,-87,-77,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-86,-100,-100,-100,-86,-77,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-91,-100,-100,-100,-100,-100,-79,-100,-81,-100,-100,-84,-100,-88,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,128,635,1132781685764
-79,-81,-70,-61,-70,-57,-57,-60,-61,-57,-100,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-84,-100,-100,-73,-100,-100,-87,-100,-74,-100,-100,-74,-100,-100,-100,-84,-100,-100,-100,-84,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-84,-100,-90,-91,-88,-100,-100,-100,-100,-100,-80,-100,-80,-100,-100,-89,-100,-91,-83,-83,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,148,635,1175332163040
-79,-80,-72,-62,-70,-57,-57,-61,-61,-57,-100,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-84,-100,-100,-72,-100,-100,-100,-100,-73,-100,-100,-72,-100,-100,-100,-84,-100,-100,-87,-84,-77,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-83,-100,-84,-100,-90,-100,-88,-100,-100,-100,-100,-100,-100,-80,-79,-100,-100,-77,-100,-91,-83,-83,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,148,635,1178417464601
-81,-81,-73,-59,-69,-57,-58,-59,-59,-58,-86,-79,-100,-79,-100,-100,-100,-100,-100,-100,-90,-100,-100,-83,-100,-100,-100,-84,-100,-87,-73,-100,-100,-100,-100,-73,-100,-100,-73,-100,-100,-100,-84,-100,-88,-87,-84,-80,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-83,-100,-84,-100,-100,-100,-89,-100,-100,-100,-100,-100,-81,-80,-80,-100,-100,-85,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,148,635,1181489253871
-80,-81,-77,-60,-69,-57,-58,-59,-59,-58,-86,-79,-100,-79,-100,-100,-100,-89,-100,-100,-90,-100,-100,-82,-84,-100,-100,-84,-100,-88,-73,-100,-100,-100,-100,-73,-100,-100,-74,-100,-100,-100,-84,-100,-86,-87,-84,-80,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-83,-100,-84,-100,-100,-100,-89,-100,-100,-100,-100,-100,-81,-80,-80,-100,-100,-76,-100,-100,-100,-100,-84,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,148,635,1184572177099
-80,-81,-71,-60,-70,-57,-58,-59,-60,-57,-86,-79,-100,-79,-100,-100,-100,-89,-100,-100,-100,-100,-100,-83,-84,-100,-100,-84,-100,-88,-73,-100,-100,-100,-100,-73,-100,-100,-73,-100,-100,-100,-84,-100,-87,-87,-84,-80,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-83,-100,-84,-100,-100,-100,-90,-100,-100,-100,-100,-100,-81,-80,-80,-100,-100,-88,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,148,635,1187743021993
-81,-80,-69,-60,-70,-57,-58,-60,-60,-57,-100,-79,-79,-80,-100,-100,-100,-100,-100,-100,-90,-100,-100,-84,-84,-100,-100,-85,-100,-88,-73,-100,-100,-100,-100,-73,-100,-100,-73,-100,-100,-100,-82,-100,-88,-87,-84,-80,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-84,-100,-100,-100,-90,-100,-100,-100,-100,-100,-79,-80,-80,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,148,635,1190734626628
-85,-100,-75,-54,-100,-51,-52,-55,-55,-51,-89,-77,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-82,-100,-100,-100,-100,-83,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-80,-100,-87,-82,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,168,635,1234190135101
-85,-85,-74,-52,-79,-52,-52,-54,-53,-52,-88,-77,-77,-78,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-88,-100,-100,-100,-84,-100,-100,-85,-100,-100,-100,-84,-100,-100,-100,-85,-100,-100,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-100,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-77,-100,-86,-80,-100,-100,-100,-82,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,168,635,1237189861974
-84,-84,-78,-53,-75,-51,-52,-54,-53,-52,-88,-80,-100,-79,-100,-100,-100,-100,-100,-100,-90,-100,-100,-86,-100,-100,-100,-85,-100,-85,-86,-88,-100,-100,-100,-85,-100,-100,-86,-100,-100,-100,-84,-100,-100,-100,-85,-86,-100,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-100,-87,-89,-88,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-79,-100,-86,-80,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,168,635,1240270528171
-83,-84,-76,-53,-75,-51,-51,-53,-53,-52,-100,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-85,-100,-100,-84,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-100,-84,-100,-100,-100,-85,-86,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-84,-100,-88,-89,-88,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-79,-100,-90,-100,-100,-81,-100,-100,-91,-89,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,168,635,1243314087128
-83,-100,-76,-53,-81,-51,-52,-53,-53,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-87,-86,-100,-100,-100,-100,-85,-100,-100,-86,-100,-100,-100,-84,-100,-100,-100,-85,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-84,-100,-88,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-89,-100,-81,-81,-100,-100,-91,-89,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,168,635,1246349026711
-83,-82,-75,-53,-81,-52,-52,-53,-53,-52,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-91,-100,-100,-100,-87,-86,-100,-100,-100,-100,-85,-100,-100,-86,-100,-100,-100,-85,-100,-100,-100,-85,-85,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-84,-100,-88,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-89,-100,-81,-100,-100,-83,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,168,635,1249295517647
-83,-100,-79,-52,-81,-47,-47,-52,-52,-47,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-81,-100,-83,-83,-100,-100,-100,-100,-82,-100,-100,-82,-100,-100,-100,-92,-100,-100,-100,-93,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-86,-85,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-75,-100,-89,-100,-100,-100,-100,-100,-88,-88,-100,-88,-86,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,188,635,1294907595963
-83,-83,-76,-52,-77,-49,-49,-52,-52,-49,-100,-100,-81,-81,-100,-100,-86,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-79,-100,-84,-84,-100,-100,-100,-100,-83,-100,-100,-83,-100,-100,-100,-92,-100,-100,-100,-93,-83,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-86,-85,-86,-86,-100,-100,-100,-87,-86,-86,-100,-100,-81,-100,-89,-100,-100,-100,-100,-100,-88,-88,-100,-88,-86,-87,-88,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,188,635,1297949168253
