72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a0,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,b4:5d:50:e1:96:40,44:48:c1:91:95:a3,44:48:c1:91:d0:11,44:48:c1:91:d0:10,44:48:c1:91:d0:12,44:48:c1:91:d0:14,38:17:c3:1f:14:00,20:a6:cd:42:0a:d2,38:17:c3:1f:14:01,38:17:c3:1f:14:02,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,38:17:c3:1f:09:83,9c:d6:43:60:92:e0,a8:bd:27:4c:aa:82,b4:5d:50:e1:96:53,38:17:c3:1f:09:81,38:17:c3:1f:09:80,a8:bd:27:4c:aa:81,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,a8:bd:27:4c:aa:93,38:17:c3:1f:09:82,38:17:c3:1f:19:d1,38:17:c3:1f:14:11,38:17:c3:1f:19:d0,38:17:c3:1f:14:12,a8:bd:27:4c:aa:92,38:17:c3:19:45:b2,38:17:c3:1f:14:10,38:17:c3:1f:19:d2,38:17:c3:19:45:b0,a8:bd:27:4c:aa:90,38:17:c3:19:45:b1,38:17:c3:1f:09:93,44:48:c1:91:aa:31,44:48:c1:91:aa:32,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c3,44:48:c1:91:d0:02,44:48:c1:91:d0:01,44:48:c1:91:d0:00,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,44:48:c1:91:d0:04,20:a6:cd:42:0a:c2,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:83,38:17:c3:1f:09:92,38:17:c3:1f:09:91,38:17:c3:1f:09:90,44:48:c1:91:95:b3,44:48:c1:91:95:b0,44:48:c1:91:95:b2,86:0d:8e:aa:25:a4,44:48:c1:91:95:b1,a8:bd:27:4c:aa:91,38:17:c3:22:61:90,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,44:48:c1:91:95:a2,44:48:c1:91:95:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,ac:e2:d3:c4:08:e6,66:2a:2f:53:7c:99,44:48:c1:91:95:a0,38:17:c3:19:36:30,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:19:45:a1,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:70,20:a6:cd:42:0b:e3,38:17:c3:19:d7:62,38:17:c3:19:d7:72,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,80:8d:b7:55:25:e3,38:17:c3:19:d7:61,38:17:c3:19:d7:60,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:03,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:3a:40,ea:9e:b4:53:24:54,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:3a:50,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:35:02,80:8d:b7:55:3a:51,b0:be:76:f8:30:5e,80:8d:b7:55:3a:42,80:8d:b7:55:3a:52,38:17:c3:19:71:90,80:8d:b7:55:3a:41,38:17:c3:1e:ff:10,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,68:ff:7b:e4:af:39,38:17:c3:1e:ff:00,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:1e:ff:02,38:17:c3:19:71:91,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,38:17:c3:19:71:92,38:17:c3:19:36:32,38:17:c3:19:36:31,38:17:c3:1e:ff:01,80:8d:b7:55:29:d0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,80:8d:b7:55:39:d0,20:a6:cd:50:24:a1,00:4e:35:df:06:52,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,38:17:c3:1f:22:30,68:ff:7b:e4:af:38,20:a6:cd:50:24:b0,80:8d:b7:55:39:c0,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:22:31,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:22:32,38:17:c3:1f:22:21,x,y,timestamp
-63,-56,-67,-67,-70,-69,-69,-67,-67,-77,-84,-78,-78,-79,-78,-100,-80,-81,-83,-81,-80,-80,-87,-77,-100,-81,-84,-84,-86,-80,-81,-80,-88,-83,-100,-85,-92,-87,-88,-87,-85,-100,-89,-88,-100,-88,-100,-100,-74,-75,-77,-76,-76,-73,-73,-75,-73,-100,-87,-88,-91,-89,-88,-88,-87,-100,-88,-86,-100,-68,-78,-77,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,164,759,381584141676
-58,-57,-67,-70,-72,-72,-69,-69,-69,-77,-84,-79,-79,-80,-80,-81,-100,-81,-83,-100,-100,-100,-84,-75,-100,-79,-84,-84,-86,-80,-80,-80,-86,-83,-100,-83,-100,-83,-88,-87,-84,-100,-86,-88,-100,-88,-100,-100,-75,-74,-78,-100,-78,-74,-74,-74,-74,-100,-87,-88,-91,-89,-84,-86,-85,-100,-86,-87,-100,-67,-78,-76,-80,-81,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,164,759,383612481050
-60,-59,-66,-66,-65,-65,-65,-66,-66,-75,-100,-75,-76,-76,-76,-72,-83,-100,-100,-82,-83,-83,-100,-83,-84,-85,-100,-100,-100,-85,-86,-86,-87,-100,-100,-82,-100,-82,-88,-91,-80,-100,-89,-88,-89,-89,-100,-100,-70,-78,-100,-78,-80,-78,-78,-76,-100,-100,-80,-89,-88,-89,-89,-86,-89,-100,-86,-87,-100,-67,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,164,744,428481487283
-64,-63,-66,-66,-66,-65,-65,-66,-66,-76,-100,-74,-74,-74,-75,-74,-84,-74,-73,-83,-83,-84,-100,-83,-84,-84,-100,-100,-100,-84,-85,-84,-91,-100,-100,-85,-100,-86,-100,-88,-84,-100,-88,-91,-88,-87,-100,-100,-74,-77,-79,-78,-80,-78,-77,-76,-78,-100,-81,-87,-86,-86,-91,-100,-89,-100,-100,-100,-100,-67,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,164,744,429933747178
-64,-63,-66,-66,-66,-65,-65,-67,-67,-76,-85,-74,-74,-74,-73,-74,-86,-74,-74,-86,-86,-87,-100,-83,-100,-83,-86,-88,-100,-84,-84,-88,-91,-88,-100,-81,-100,-83,-100,-88,-81,-100,-88,-87,-88,-84,-100,-100,-72,-77,-79,-78,-79,-79,-79,-78,-78,-100,-81,-86,-86,-86,-90,-89,-89,-100,-90,-100,-100,-67,-76,-76,-84,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,164,744,431898102855
-61,-61,-67,-67,-66,-66,-65,-66,-66,-77,-85,-73,-73,-72,-73,-75,-87,-75,-74,-87,-87,-88,-100,-81,-82,-83,-86,-88,-100,-84,-84,-88,-89,-88,-100,-81,-100,-82,-100,-89,-81,-100,-87,-90,-86,-87,-100,-100,-74,-79,-80,-100,-80,-79,-79,-78,-78,-100,-78,-86,-86,-86,-91,-89,-89,-100,-90,-100,-100,-100,-77,-76,-84,-86,-100,-85,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,164,744,433956885823
-61,-59,-69,-66,-66,-66,-66,-67,-66,-77,-85,-73,-73,-72,-73,-75,-85,-74,-74,-86,-86,-86,-86,-80,-82,-84,-100,-100,-100,-100,-100,-85,-89,-100,-100,-82,-100,-82,-100,-89,-82,-100,-89,-88,-86,-87,-100,-100,-74,-77,-80,-100,-79,-78,-77,-75,-77,-100,-78,-86,-86,-86,-89,-100,-89,-100,-100,-100,-100,-100,-77,-76,-83,-81,-100,-83,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,164,744,436056478374
-62,-57,-69,-64,-66,-66,-66,-66,-65,-75,-81,-73,-73,-73,-73,-75,-89,-74,-75,-89,-89,-90,-86,-79,-100,-84,-86,-88,-83,-84,-85,-85,-89,-100,-100,-82,-100,-82,-100,-88,-82,-100,-89,-88,-87,-87,-100,-100,-71,-77,-76,-78,-77,-78,-77,-74,-77,-100,-100,-88,-86,-86,-89,-91,-90,-100,-100,-100,-100,-100,-76,-100,-82,-81,-83,-83,-89,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,164,744,438088486290
-100,-64,-70,-67,-64,-64,-64,-66,-65,-77,-83,-75,-74,-73,-74,-74,-87,-74,-77,-87,-86,-85,-86,-82,-100,-85,-100,-100,-100,-86,-84,-85,-89,-100,-100,-100,-100,-100,-100,-89,-100,-100,-89,-90,-89,-86,-100,-100,-75,-78,-100,-79,-100,-79,-78,-78,-78,-100,-100,-87,-86,-86,-91,-91,-91,-100,-100,-100,-100,-100,-77,-78,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,164,744,481278198825
-100,-60,-70,-65,-65,-65,-64,-65,-65,-77,-83,-74,-73,-73,-74,-74,-86,-74,-74,-87,-87,-88,-86,-82,-100,-84,-100,-100,-82,-84,-84,-84,-89,-89,-100,-83,-100,-83,-100,-88,-82,-100,-89,-90,-88,-86,-100,-100,-72,-79,-100,-79,-100,-79,-78,-75,-78,-100,-82,-87,-86,-87,-89,-91,-91,-100,-100,-100,-100,-70,-77,-76,-82,-80,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,164,744,483264589398
-59,-61,-70,-64,-66,-66,-65,-65,-64,-80,-85,-75,-74,-73,-74,-74,-87,-74,-76,-87,-85,-87,-86,-82,-100,-84,-89,-100,-82,-83,-84,-84,-100,-89,-100,-83,-100,-83,-100,-87,-82,-100,-87,-90,-87,-86,-100,-100,-73,-76,-80,-79,-79,-78,-100,-76,-78,-100,-80,-86,-86,-87,-90,-100,-91,-100,-100,-100,-100,-70,-77,-76,-82,-84,-85,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,164,744,485284684970
-59,-64,-71,-66,-66,-66,-66,-66,-68,-80,-84,-75,-74,-74,-74,-74,-87,-74,-74,-87,-85,-86,-86,-80,-100,-84,-89,-100,-100,-83,-84,-84,-90,-100,-100,-83,-100,-84,-100,-87,-84,-100,-86,-90,-86,-85,-100,-100,-74,-78,-80,-79,-79,-78,-100,-76,-79,-100,-81,-86,-86,-87,-90,-100,-91,-100,-100,-100,-100,-70,-78,-78,-82,-84,-85,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,164,744,487316748875
-61,-61,-70,-66,-66,-66,-66,-66,-66,-78,-84,-74,-72,-73,-74,-75,-87,-74,-75,-87,-85,-86,-86,-80,-84,-86,-100,-100,-100,-85,-85,-84,-90,-100,-100,-83,-100,-84,-100,-87,-84,-100,-86,-90,-88,-85,-100,-100,-74,-78,-80,-79,-79,-80,-78,-76,-79,-100,-81,-85,-86,-87,-90,-100,-90,-100,-100,-100,-100,-70,-78,-78,-100,-100,-85,-100,-92,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,164,744,489312868354
-66,-65,-70,-65,-65,-65,-66,-65,-66,-77,-83,-74,-72,-73,-74,-75,-86,-75,-75,-87,-86,-88,-100,-83,-83,-83,-100,-100,-84,-83,-84,-83,-90,-100,-100,-82,-100,-83,-100,-86,-82,-100,-86,-90,-88,-87,-100,-100,-73,-76,-100,-100,-100,-80,-78,-75,-78,-84,-80,-86,-87,-89,-88,-90,-90,-100,-100,-100,-100,-70,-77,-76,-100,-100,-100,-100,-88,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,164,744,491278647572
-64,-57,-71,-69,-65,-65,-66,-70,-70,-80,-100,-79,-79,-79,-79,-76,-87,-76,-75,-86,-87,-86,-89,-83,-79,-87,-100,-87,-100,-88,-89,-87,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-77,-100,-77,-78,-79,-100,-100,-78,-100,-100,-78,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,164,729,539975521772
-64,-59,-68,-67,-68,-67,-67,-67,-67,-80,-100,-79,-78,-77,-76,-76,-86,-76,-75,-85,-85,-85,-89,-83,-82,-87,-100,-87,-83,-88,-89,-87,-86,-86,-100,-81,-89,-82,-86,-100,-81,-100,-91,-85,-100,-100,-100,-100,-78,-79,-78,-78,-79,-80,-100,-78,-80,-100,-78,-100,-100,-90,-100,-100,-92,-100,-100,-85,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,164,729,541822494011
-63,-59,-69,-67,-67,-67,-67,-67,-75,-100,-100,-80,-80,-79,-80,-77,-86,-76,-77,-85,-85,-86,-85,-83,-81,-90,-100,-100,-81,-89,-88,-89,-86,-100,-100,-79,-89,-78,-86,-100,-78,-100,-91,-86,-100,-100,-100,-100,-80,-77,-78,-100,-100,-80,-100,-78,-80,-82,-78,-100,-100,-100,-100,-100,-91,-100,-100,-85,-100,-68,-80,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,164,729,543818039479
-65,-60,-69,-67,-65,-64,-65,-67,-67,-80,-100,-82,-82,-82,-81,-77,-86,-77,-77,-85,-85,-86,-85,-81,-81,-89,-100,-100,-81,-88,-88,-88,-86,-100,-100,-77,-100,-78,-86,-100,-77,-100,-100,-84,-100,-100,-100,-100,-79,-77,-80,-78,-100,-100,-100,-100,-81,-82,-77,-100,-100,-100,-100,-100,-91,-100,-100,-84,-100,-70,-80,-79,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,164,729,545829846197
-63,-64,-69,-67,-65,-65,-65,-67,-68,-80,-100,-82,-82,-82,-81,-77,-85,-77,-77,-86,-85,-86,-87,-81,-81,-90,-100,-100,-81,-88,-89,-91,-84,-100,-100,-77,-100,-78,-86,-100,-77,-100,-100,-84,-100,-100,-100,-100,-79,-79,-80,-78,-82,-80,-82,-78,-81,-82,-78,-100,-100,-91,-90,-100,-90,-100,-100,-85,-100,-70,-82,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,164,729,547832583175
-61,-61,-69,-68,-64,-64,-64,-68,-67,-100,-87,-80,-81,-81,-80,-76,-86,-76,-77,-87,-86,-87,-87,-83,-81,-90,-100,-100,-81,-100,-89,-90,-85,-100,-100,-77,-100,-78,-85,-100,-77,-100,-100,-86,-100,-100,-100,-100,-79,-76,-100,-81,-81,-80,-80,-78,-79,-82,-80,-100,-100,-91,-90,-100,-90,-100,-100,-85,-100,-70,-82,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,164,729,549839368226
-100,-71,-72,-67,-64,-64,-63,-67,-67,-81,-100,-81,-80,-80,-80,-74,-84,-74,-75,-85,-84,-85,-85,-80,-100,-91,-83,-84,-100,-100,-100,-89,-100,-84,-100,-76,-89,-77,-100,-100,-78,-100,-100,-100,-100,-90,-100,-100,-81,-77,-81,-100,-80,-100,-81,-79,-80,-81,-79,-100,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,164,714,600058115030
-100,-67,-70,-69,-68,-67,-67,-69,-69,-80,-100,-78,-79,-80,-79,-74,-84,-74,-75,-85,-84,-85,-82,-80,-82,-89,-84,-84,-82,-88,-100,-89,-100,-85,-100,-76,-89,-77,-100,-100,-77,-100,-91,-100,-100,-90,-100,-100,-81,-78,-81,-100,-80,-79,-81,-78,-78,-81,-79,-100,-100,-91,-88,-88,-88,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-87,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,164,714,601980528571
-67,-66,-68,-70,-63,-63,-63,-70,-70,-81,-85,-81,-81,-81,-81,-75,-83,-74,-75,-84,-84,-83,-81,-79,-82,-89,-84,-84,-82,-88,-100,-89,-100,-85,-100,-76,-100,-77,-100,-100,-77,-100,-91,-100,-100,-90,-100,-100,-83,-78,-81,-81,-82,-79,-100,-79,-78,-81,-80,-100,-100,-89,-89,-88,-88,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,164,714,603926195914
