ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:39:c0,80:8d:b7:55:35:03,38:17:c3:1f:01:82,38:17:c3:1f:01:81,b0:be:76:f8:30:5e,80:8d:b7:55:35:01,38:17:c3:1f:01:80,80:8d:b7:55:35:02,38:17:c3:1f:01:91,80:8d:b7:55:39:d1,38:17:c3:1f:01:90,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,38:17:c3:1f:01:92,38:17:c3:19:d7:62,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,44:48:c1:a5:82:32,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,44:48:c1:a5:82:31,38:17:c3:19:d7:71,80:8d:b7:55:3a:40,80:8d:b7:55:3a:52,38:17:c3:19:d7:70,38:17:c3:19:d7:72,44:48:c1:a5:82:21,80:8d:b7:55:3a:50,2a:16:ad:ec:da:ab,80:8d:b7:55:3a:51,44:48:c1:a5:82:30,00:4e:35:df:06:50,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,00:4e:35:df:06:52,00:4e:35:df:06:51,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,80:8d:b7:55:39:c1,80:8d:b7:55:25:e2,38:17:c3:19:d7:60,38:17:c3:19:d7:61,44:48:c1:a5:82:20,44:48:c1:a5:82:22,00:4e:35:df:06:42,20:a6:cd:50:24:a0,38:17:c3:19:45:b2,80:8d:b7:55:35:00,80:8d:b7:55:39:c2,80:8d:b7:55:25:e1,38:17:c3:1e:ff:02,20:a6:cd:50:24:a2,38:17:c3:19:55:50,38:17:c3:1e:ff:01,00:4e:35:df:06:40,20:a6:cd:50:24:a1,66:2a:2f:53:7c:99,38:17:c3:1e:ff:00,38:17:c3:19:45:b1,38:17:c3:1f:22:30,00:4e:35:df:06:41,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b7,68:ff:7b:e4:af:38,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:23,68:ff:7b:e4:af:39,38:17:c3:19:55:52,60:32:b1:3e:1a:b8,38:17:c3:19:71:90,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:19:55:40,b4:5d:50:e1:92:31,38:17:c3:19:55:51,b4:5d:50:e1:92:33,00:4e:35:de:e1:12,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:19:55:41,00:4e:35:de:e1:02,00:4e:35:de:e1:01,00:4e:35:de:e1:00,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,38:17:c3:1f:08:41,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:1f:08:50,38:17:c3:19:55:42,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:1f:22:22,38:17:c3:1f:22:32,00:4e:35:de:d7:42,00:4e:35:de:d7:43,38:17:c3:1f:22:20,38:17:c3:1f:22:31,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:de:d7:40,00:4e:35:de:d7:41,38:17:c3:19:71:80,38:17:c3:19:71:81,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:19:71:82,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,00:4e:35:df:0e:12,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:20,38:17:c3:1e:fc:b0,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,00:4e:35:df:0e:00,00:4e:35:df:0e:02,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:24:58:a0,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,38:17:c3:1b:08:a2,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,x,y,timestamp
-62,-100,-100,-100,-76,-76,-76,-82,-83,-82,-82,-61,-74,-100,-100,-82,-78,-100,-77,-100,-66,-92,-85,-85,-84,-66,-66,-100,-100,-83,-85,-63,-66,-67,-63,-86,-68,-71,-86,-85,-64,-71,-100,-71,-63,-79,-100,-100,-100,-79,-78,-100,-100,-100,-100,-79,-80,-63,-78,-100,-100,-64,-63,-74,-100,-100,-76,-63,-78,-100,-100,-90,-100,-75,-100,-87,-100,-100,-100,-75,-88,-88,-92,-100,-100,-100,-88,-87,-100,-100,-100,-82,-86,-88,-88,-80,-86,-86,-80,-81,-81,-100,-100,-83,-85,-86,-86,-100,-100,-100,-100,-81,-85,-85,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,509,1330144617043
-60,-82,-84,-84,-75,-75,-76,-81,-82,-81,-81,-63,-78,-100,-100,-80,-100,-100,-80,-100,-66,-100,-83,-85,-84,-66,-66,-100,-100,-85,-85,-65,-69,-67,-65,-85,-69,-71,-86,-87,-65,-71,-100,-71,-65,-80,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-64,-64,-74,-100,-100,-79,-62,-100,-100,-100,-89,-100,-75,-100,-89,-100,-100,-100,-75,-87,-86,-92,-100,-100,-100,-88,-87,-100,-100,-100,-82,-85,-90,-86,-80,-86,-85,-80,-80,-81,-90,-92,-83,-85,-85,-86,-100,-100,-100,-100,-81,-85,-84,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,509,1334662632770
-63,-82,-84,-84,-75,-75,-76,-80,-79,-79,-79,-63,-76,-100,-100,-79,-100,-100,-79,-100,-68,-100,-84,-84,-83,-67,-68,-100,-100,-84,-83,-64,-66,-67,-64,-85,-69,-71,-85,-84,-62,-71,-100,-71,-65,-80,-100,-100,-100,-79,-79,-100,-100,-100,-100,-79,-79,-62,-78,-100,-100,-63,-62,-73,-100,-100,-79,-62,-78,-100,-100,-88,-100,-73,-100,-87,-100,-100,-100,-74,-89,-88,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-88,-88,-87,-79,-87,-88,-80,-79,-100,-86,-92,-100,-85,-85,-100,-100,-100,-100,-100,-100,-85,-84,-84,-84,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,509,1339044845217
-60,-84,-100,-84,-75,-75,-75,-79,-79,-79,-79,-62,-75,-100,-100,-81,-81,-100,-80,-100,-68,-100,-100,-83,-83,-68,-68,-100,-100,-83,-83,-64,-66,-67,-64,-85,-68,-71,-85,-84,-63,-71,-100,-70,-65,-81,-100,-100,-100,-80,-81,-100,-100,-100,-100,-78,-79,-63,-78,-100,-100,-64,-63,-73,-100,-100,-79,-61,-78,-100,-100,-88,-100,-73,-100,-89,-100,-100,-100,-74,-88,-88,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-88,-88,-86,-81,-87,-87,-81,-80,-100,-85,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-86,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,509,1343453234121
-69,-100,-100,-100,-83,-82,-83,-75,-75,-75,-76,-66,-80,-100,-100,-71,-79,-100,-79,-100,-67,-100,-100,-82,-81,-66,-67,-100,-100,-81,-82,-66,-100,-67,-64,-100,-100,-69,-91,-100,-60,-69,-100,-68,-66,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-100,-78,-65,-100,-100,-100,-60,-60,-100,-100,-100,-79,-65,-100,-100,-100,-86,-100,-74,-100,-83,-100,-100,-100,-100,-88,-88,-100,-100,-84,-100,-85,-81,-91,-100,-100,-100,-88,-84,-88,-79,-88,-90,-79,-78,-100,-100,-100,-100,-86,-84,-85,-100,-100,-100,-100,-100,-90,-88,-89,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,494,1390801188009
-69,-80,-81,-80,-82,-82,-83,-79,-79,-79,-80,-66,-80,-100,-100,-67,-79,-100,-79,-100,-66,-100,-100,-81,-81,-65,-66,-100,-83,-81,-81,-65,-67,-68,-64,-89,-67,-69,-90,-89,-58,-69,-100,-68,-65,-75,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-78,-65,-100,-84,-84,-60,-59,-74,-100,-100,-79,-65,-100,-100,-100,-86,-100,-73,-100,-82,-100,-100,-95,-73,-86,-84,-100,-100,-84,-100,-85,-83,-91,-100,-100,-100,-88,-85,-88,-79,-88,-87,-77,-78,-100,-88,-100,-100,-86,-84,-85,-100,-100,-100,-100,-100,-87,-87,-86,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,494,1395159110195
-73,-80,-81,-80,-84,-85,-85,-76,-75,-77,-76,-100,-80,-100,-100,-69,-88,-100,-79,-100,-64,-100,-100,-82,-83,-64,-64,-100,-83,-82,-82,-66,-68,-68,-68,-89,-68,-69,-87,-86,-67,-69,-100,-68,-67,-79,-100,-100,-100,-78,-80,-100,-100,-100,-100,-100,-78,-67,-100,-84,-84,-67,-67,-74,-100,-100,-100,-100,-100,-100,-100,-86,-100,-75,-100,-82,-100,-100,-93,-75,-86,-84,-100,-100,-90,-100,-85,-83,-100,-100,-100,-100,-86,-85,-88,-80,-88,-87,-81,-81,-100,-84,-83,-84,-100,-87,-88,-100,-100,-100,-93,-100,-87,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,494,1399688108527
-68,-83,-84,-84,-83,-84,-85,-74,-74,-74,-74,-68,-82,-100,-100,-65,-80,-100,-80,-100,-64,-100,-100,-83,-84,-63,-64,-100,-100,-84,-84,-70,-70,-70,-69,-89,-71,-67,-87,-86,-67,-66,-100,-67,-70,-76,-100,-100,-100,-77,-77,-100,-100,-100,-100,-78,-100,-67,-80,-100,-100,-67,-66,-74,-100,-100,-78,-66,-80,-100,-100,-86,-100,-76,-100,-82,-100,-100,-93,-75,-88,-87,-90,-100,-90,-100,-85,-87,-100,-100,-100,-100,-87,-84,-88,-83,-88,-89,-81,-83,-100,-83,-85,-84,-100,-87,-88,-100,-100,-100,-93,-100,-84,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,494,1404098958213
-65,-83,-84,-84,-82,-82,-83,-79,-79,-80,-79,-68,-82,-100,-100,-67,-79,-100,-79,-100,-65,-100,-100,-79,-80,-65,-65,-100,-100,-79,-80,-70,-70,-70,-69,-100,-71,-67,-91,-100,-67,-66,-100,-67,-70,-75,-100,-100,-100,-75,-77,-100,-100,-100,-100,-78,-100,-100,-80,-100,-100,-68,-67,-75,-100,-100,-81,-66,-80,-100,-100,-85,-100,-76,-100,-81,-100,-100,-89,-75,-88,-90,-91,-100,-100,-100,-85,-87,-100,-100,-100,-82,-86,-84,-88,-81,-88,-88,-81,-80,-100,-83,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-87,-89,-83,-83,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,494,1408479910815
-68,-100,-100,-100,-81,-81,-81,-77,-76,-76,-77,-100,-78,-100,-100,-67,-81,-100,-80,-100,-65,-100,-100,-79,-80,-65,-65,-100,-100,-81,-81,-69,-70,-100,-69,-100,-100,-67,-91,-100,-68,-67,-100,-67,-69,-75,-100,-100,-90,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-69,-75,-100,-100,-81,-66,-100,-100,-100,-87,-100,-76,-100,-81,-100,-100,-90,-76,-89,-88,-89,-100,-100,-100,-87,-100,-100,-100,-100,-82,-86,-85,-87,-81,-86,-86,-81,-81,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-92,-100,-87,-87,-100,-88,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,494,1412890991699
-74,-100,-100,-100,-82,-80,-81,-81,-80,-80,-81,-67,-75,-100,-100,-68,-100,-100,-100,-100,-66,-100,-88,-85,-85,-66,-66,-100,-86,-83,-83,-72,-66,-65,-71,-100,-66,-74,-87,-100,-69,-75,-100,-75,-73,-75,-100,-100,-100,-74,-74,-100,-100,-100,-100,-77,-67,-67,-100,-85,-100,-69,-68,-77,-100,-100,-82,-67,-77,-100,-100,-90,-100,-100,-100,-80,-100,-100,-100,-76,-90,-92,-87,-100,-86,-100,-90,-100,-100,-100,-100,-100,-88,-89,-87,-83,-86,-86,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,479,1463933451575
-70,-100,-100,-100,-80,-80,-81,-80,-80,-80,-79,-63,-78,-100,-100,-68,-81,-100,-81,-100,-67,-100,-100,-85,-85,-67,-67,-100,-86,-84,-84,-72,-66,-66,-73,-88,-66,-72,-88,-88,-69,-73,-100,-73,-73,-77,-100,-100,-100,-74,-76,-100,-100,-100,-100,-77,-67,-63,-100,-85,-100,-68,-69,-77,-100,-100,-82,-63,-76,-100,-100,-90,-100,-100,-100,-81,-100,-100,-91,-76,-90,-92,-89,-100,-86,-100,-90,-100,-100,-100,-100,-79,-87,-89,-87,-85,-86,-87,-84,-84,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-89,-89,-88,-89,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,479,1468310843449
-70,-83,-83,-82,-81,-80,-81,-80,-80,-80,-79,-64,-81,-100,-100,-71,-81,-100,-82,-100,-67,-100,-100,-83,-83,-67,-68,-100,-100,-83,-83,-72,-66,-66,-73,-88,-66,-72,-88,-89,-69,-72,-100,-72,-73,-73,-100,-100,-100,-74,-73,-100,-100,-100,-100,-77,-76,-65,-76,-100,-100,-68,-69,-77,-100,-100,-100,-63,-76,-100,-100,-90,-100,-78,-100,-81,-100,-100,-91,-77,-91,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-79,-89,-100,-87,-82,-87,-87,-82,-81,-79,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-82,-84,-83,-82,-83,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,479,1472707700009
-100,-83,-83,-82,-80,-80,-81,-78,-79,-79,-79,-65,-76,-100,-100,-70,-77,-100,-78,-100,-67,-100,-100,-83,-83,-67,-67,-100,-100,-83,-83,-70,-100,-100,-70,-88,-100,-72,-88,-89,-69,-74,-100,-74,-70,-77,-100,-100,-100,-78,-77,-100,-100,-100,-100,-77,-76,-66,-76,-100,-100,-69,-69,-78,-100,-100,-78,-66,-76,-100,-100,-86,-100,-78,-100,-81,-100,-100,-92,-77,-91,-100,-89,-100,-100,-100,-86,-100,-92,-100,-100,-80,-85,-87,-86,-82,-85,-85,-82,-83,-80,-86,-100,-88,-88,-88,-89,-100,-100,-100,-100,-100,-87,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,479,1477116909383
-76,-81,-82,-100,-80,-80,-81,-76,-76,-76,-76,-65,-76,-100,-100,-69,-77,-100,-78,-100,-67,-100,-100,-82,-82,-67,-67,-100,-100,-83,-83,-70,-65,-65,-70,-87,-65,-72,-87,-86,-69,-72,-100,-73,-70,-75,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-68,-67,-77,-100,-100,-78,-66,-100,-100,-100,-88,-100,-76,-100,-81,-100,-100,-92,-77,-100,-100,-89,-100,-100,-100,-86,-87,-90,-100,-100,-80,-87,-87,-86,-82,-86,-86,-82,-82,-80,-86,-100,-100,-88,-88,-89,-100,-100,-100,-100,-100,-86,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,479,1481609106152
-73,-81,-81,-81,-80,-80,-81,-80,-80,-80,-80,-65,-78,-100,-100,-63,-78,-100,-78,-100,-67,-100,-100,-82,-84,-67,-67,-100,-100,-84,-83,-70,-65,-64,-71,-86,-65,-72,-87,-85,-69,-72,-100,-72,-70,-75,-100,-100,-100,-75,-74,-100,-100,-100,-100,-76,-100,-66,-78,-100,-100,-68,-67,-76,-100,-100,-78,-66,-78,-100,-100,-87,-100,-77,-100,-80,-100,-100,-92,-77,-100,-100,-87,-100,-100,-78,-87,-87,-90,-100,-100,-79,-85,-88,-86,-84,-85,-86,-82,-83,-78,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-78,-89,-91,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,479,1486022165213
-70,-100,-100,-83,-80,-80,-80,-71,-73,-71,-72,-72,-69,-100,-100,-69,-72,-100,-73,-100,-75,-100,-88,-81,-82,-76,-76,-100,-100,-82,-82,-71,-70,-70,-71,-100,-71,-69,-89,-100,-100,-68,-100,-68,-71,-72,-100,-100,-100,-73,-74,-100,-100,-100,-100,-77,-80,-71,-77,-100,-100,-75,-100,-100,-100,-100,-73,-72,-77,-100,-100,-83,-100,-100,-100,-82,-100,-100,-89,-100,-100,-100,-84,-100,-100,-100,-83,-100,-89,-100,-100,-100,-88,-83,-88,-86,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-81,-81,-81,-81,-100,-100,-100,-100,-87,-89,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,464,1527510695926
-77,-100,-100,-83,-84,-84,-86,-72,-73,-73,-73,-72,-70,-100,-100,-64,-74,-100,-74,-100,-72,-100,-100,-78,-79,-72,-72,-100,-100,-79,-79,-71,-68,-69,-71,-89,-71,-69,-87,-89,-71,-68,-100,-69,-72,-72,-100,-100,-100,-73,-74,-100,-100,-100,-100,-76,-79,-71,-75,-100,-88,-71,-72,-80,-100,-100,-74,-72,-76,-100,-100,-82,-100,-80,-100,-82,-100,-100,-88,-80,-92,-91,-84,-100,-100,-100,-82,-100,-87,-100,-100,-100,-90,-81,-89,-79,-100,-100,-79,-82,-100,-83,-84,-82,-100,-100,-100,-100,-100,-100,-91,-81,-84,-84,-84,-85,-89,-88,-100,-100,-87,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,464,1531844207227
-73,-85,-100,-85,-84,-83,-84,-76,-77,-77,-77,-100,-70,-100,-100,-67,-76,-100,-77,-100,-72,-100,-87,-81,-81,-72,-72,-100,-100,-82,-83,-71,-69,-69,-71,-88,-100,-66,-89,-89,-73,-66,-100,-66,-71,-77,-100,-100,-100,-77,-100,-100,-100,-100,-100,-76,-79,-68,-75,-100,-88,-73,-73,-78,-100,-100,-76,-67,-76,-100,-100,-83,-100,-78,-100,-82,-100,-100,-88,-78,-92,-91,-85,-100,-100,-100,-83,-100,-88,-100,-100,-100,-90,-83,-89,-78,-100,-100,-79,-79,-100,-83,-82,-78,-100,-100,-100,-100,-100,-100,-92,-81,-86,-86,-85,-87,-89,-88,-100,-100,-100,-86,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,464,1536292549152
-70,-85,-100,-85,-83,-83,-82,-78,-78,-78,-78,-68,-74,-100,-100,-64,-78,-100,-77,-100,-72,-100,-84,-80,-79,-72,-72,-100,-100,-80,-79,-71,-69,-68,-71,-88,-68,-66,-89,-89,-73,-65,-100,-66,-71,-77,-100,-100,-100,-77,-76,-100,-100,-100,-100,-79,-80,-67,-78,-100,-100,-73,-73,-78,-100,-100,-79,-68,-78,-100,-100,-83,-100,-78,-100,-82,-100,-100,-88,-78,-100,-100,-84,-100,-100,-100,-83,-100,-88,-100,-100,-100,-100,-83,-100,-81,-100,-100,-79,-82,-100,-82,-82,-78,-100,-100,-100,-100,-100,-100,-92,-100,-85,-86,-85,-86,-100,-88,-100,-100,-100,-89,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,464,1540665037796
-70,-100,-100,-100,-83,-85,-84,-78,-78,-78,-78,-68,-74,-100,-100,-64,-77,-100,-77,-100,-72,-100,-88,-80,-79,-72,-72,-100,-100,-80,-79,-72,-69,-68,-72,-88,-68,-67,-90,-89,-73,-66,-100,-66,-72,-76,-100,-100,-100,-75,-75,-100,-100,-100,-100,-79,-77,-67,-78,-100,-100,-74,-74,-76,-100,-100,-79,-68,-78,-100,-100,-83,-100,-77,-100,-82,-100,-100,-88,-77,-100,-100,-82,-100,-100,-100,-83,-100,-87,-100,-100,-100,-89,-83,-89,-81,-88,-89,-82,-82,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-92,-100,-87,-87,-87,-88,-100,-88,-86,-100,-100,-89,-87,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,464,1545067229461
-73,-100,-100,-100,-84,-85,-84,-78,-78,-77,-78,-68,-80,-100,-100,-64,-77,-100,-77,-100,-72,-100,-87,-81,-81,-72,-72,-100,-100,-80,-80,-72,-69,-68,-72,-88,-68,-68,-89,-88,-73,-69,-100,-68,-72,-76,-100,-100,-100,-75,-75,-100,-100,-100,-100,-79,-77,-100,-78,-100,-100,-74,-74,-76,-100,-100,-77,-68,-78,-100,-100,-83,-100,-77,-100,-81,-100,-100,-88,-77,-100,-100,-84,-100,-100,-100,-82,-86,-88,-100,-100,-100,-88,-83,-88,-81,-88,-89,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-88,-100,-100,-86,-100,-100,-100,-88,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,464,1549472421334
-73,-80,-79,-80,-83,-84,-84,-76,-75,-76,-77,-100,-77,-100,-100,-66,-100,-100,-76,-100,-71,-100,-100,-80,-80,-72,-74,-100,-100,-80,-79,-71,-66,-100,-71,-100,-66,-72,-90,-89,-73,-73,-100,-72,-71,-75,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-72,-72,-77,-100,-100,-74,-100,-100,-100,-100,-83,-100,-76,-100,-82,-100,-100,-88,-76,-100,-100,-84,-89,-100,-100,-84,-88,-91,-100,-100,-79,-88,-83,-88,-80,-88,-88,-80,-80,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-91,-100,-85,-85,-86,-85,-100,-87,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,464,1579094626479
