ea:9e:b4:53:24:54,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:10,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,80:8d:b7:55:39:c2,38:17:c3:1f:01:82,80:8d:b7:55:39:c1,38:17:c3:1f:01:80,80:8d:b7:55:39:c0,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:39:d0,80:8d:b7:55:35:03,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:3a:50,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,38:17:c3:1f:01:90,38:17:c3:1f:01:92,38:17:c3:1f:01:91,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:72,38:17:c3:19:d7:71,38:17:c3:19:d7:70,44:48:c1:a5:82:30,44:48:c1:a5:82:32,38:17:c3:1e:ff:01,44:48:c1:a5:82:31,80:8d:b7:55:3a:42,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,20:a6:cd:50:24:b0,38:17:c3:19:55:51,b4:5d:50:e1:92:20,38:17:c3:1e:ff:10,38:17:c3:19:55:50,38:17:c3:1f:01:81,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:40,44:48:c1:a5:82:20,20:a6:cd:50:24:a0,00:4e:35:df:06:42,00:4e:35:df:06:41,00:4e:35:df:06:40,00:4e:35:df:06:52,00:4e:35:df:06:50,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,60:32:b1:3e:1a:b7,80:8d:b7:55:3a:41,44:48:c1:a5:82:22,72:32:b1:3e:1a:b7,80:8d:b7:55:25:e3,44:48:c1:a5:82:21,00:4e:35:de:e1:12,80:8d:b7:55:25:e2,60:32:b1:3e:1a:b8,00:4e:35:df:06:51,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,b4:5d:50:e1:92:23,38:17:c3:1f:09:90,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,38:17:c3:1f:22:30,38:17:c3:19:45:b2,72:32:b1:3e:1a:b8,38:17:c3:19:45:b0,38:17:c3:19:45:b1,66:2a:2f:53:7c:99,38:17:c3:19:45:a2,38:17:c3:19:45:a1,68:ff:7b:e4:af:39,38:17:c3:1f:22:32,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,38:17:c3:19:55:52,38:17:c3:19:71:90,b4:5d:50:e1:92:33,b4:5d:50:e1:92:31,00:4e:35:de:e1:11,00:4e:35:de:e1:10,00:4e:35:de:e1:01,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,00:4e:35:de:e1:02,44:48:c1:91:95:b0,38:17:c3:1f:08:40,38:17:c3:1f:08:42,38:17:c3:19:55:40,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:1f:08:50,00:4e:35:de:d7:52,00:4e:35:de:e1:00,38:17:c3:1f:08:41,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,68:ff:7b:e4:af:38,38:17:c3:1f:08:52,38:17:c3:1f:22:31,38:17:c3:1f:08:51,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:92,00:4e:35:de:d7:41,00:4e:35:de:d7:42,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,00:4e:35:df:0e:12,00:4e:35:df:0e:10,38:17:c3:1f:22:21,00:4e:35:df:0e:00,38:17:c3:1e:fc:a0,00:4e:35:df:0e:11,00:4e:35:df:0e:01,38:17:c3:1e:fc:b0,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a0,38:17:c3:24:58:b0,38:17:c3:24:4f:10,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,00:4e:35:de:d7:43,00:4e:35:de:d7:40,x,y,timestamp
-61,-100,-100,-100,-72,-73,-72,-71,-71,-71,-70,-68,-64,-84,-64,-100,-64,-66,-66,-66,-74,-75,-75,-75,-72,-72,-72,-79,-79,-78,-78,-91,-100,-100,-100,-83,-100,-81,-81,-82,-64,-64,-100,-64,-75,-100,-100,-88,-89,-88,-100,-100,-91,-100,-100,-86,-100,-67,-100,-82,-82,-82,-82,-82,-100,-100,-86,-76,-67,-85,-100,-67,-87,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-90,-100,-100,-100,-100,-100,-84,-84,-100,-100,-87,-86,-88,-100,-100,-88,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,497,3359902117519
-62,-71,-72,-72,-75,-74,-74,-72,-72,-71,-72,-69,-65,-84,-64,-100,-64,-66,-66,-66,-73,-75,-75,-75,-73,-74,-74,-81,-80,-81,-80,-100,-100,-100,-83,-83,-83,-82,-81,-82,-62,-61,-100,-62,-74,-100,-100,-100,-100,-100,-100,-84,-89,-91,-100,-100,-74,-67,-100,-82,-84,-82,-100,-100,-100,-100,-84,-75,-100,-85,-100,-67,-87,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-85,-100,-100,-86,-86,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,497,3363299115539
-65,-71,-72,-71,-76,-76,-76,-72,-71,-71,-71,-67,-65,-100,-66,-100,-64,-65,-65,-65,-73,-100,-100,-75,-76,-76,-74,-79,-79,-79,-78,-100,-100,-100,-81,-83,-83,-82,-83,-84,-62,-62,-100,-62,-72,-100,-100,-100,-100,-100,-100,-84,-89,-91,-100,-100,-72,-67,-100,-85,-84,-100,-83,-100,-100,-100,-85,-72,-66,-85,-100,-67,-90,-100,-92,-83,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-86,-87,-100,-88,-100,-87,-89,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,497,3366656132881
-61,-71,-100,-71,-77,-76,-76,-73,-73,-73,-73,-68,-65,-100,-66,-100,-67,-66,-67,-68,-100,-71,-71,-72,-76,-77,-75,-80,-79,-79,-79,-100,-100,-100,-81,-100,-100,-82,-83,-83,-63,-63,-100,-63,-73,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-73,-65,-100,-84,-84,-100,-83,-84,-100,-100,-86,-73,-66,-87,-80,-67,-90,-82,-92,-83,-100,-100,-83,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-90,-100,-86,-87,-100,-100,-100,-87,-89,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,497,3369972198036
-61,-72,-100,-100,-77,-76,-77,-72,-73,-72,-72,-70,-68,-100,-67,-100,-67,-63,-63,-64,-73,-71,-71,-71,-73,-73,-73,-80,-79,-79,-79,-100,-100,-100,-100,-100,-100,-82,-83,-84,-63,-63,-100,-63,-74,-100,-100,-100,-100,-100,-89,-83,-100,-89,-100,-100,-73,-69,-100,-84,-100,-100,-82,-84,-100,-100,-86,-73,-69,-87,-80,-69,-88,-82,-100,-83,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-90,-100,-89,-100,-88,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,497,3373224563347
-54,-72,-71,-72,-75,-75,-76,-76,-76,-77,-77,-66,-65,-100,-64,-100,-62,-66,-67,-66,-75,-75,-76,-100,-73,-73,-73,-82,-82,-82,-82,-100,-100,-100,-86,-100,-100,-84,-84,-85,-66,-66,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-86,-69,-61,-100,-77,-100,-76,-80,-79,-100,-100,-88,-70,-61,-89,-100,-59,-85,-100,-100,-80,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-92,-86,-85,-83,-100,-87,-87,-100,-100,-100,-100,-82,-82,-83,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,480,3429703403378
-56,-72,-72,-72,-70,-71,-71,-75,-75,-76,-75,-66,-67,-100,-67,-100,-62,-68,-67,-67,-75,-72,-73,-100,-73,-73,-73,-84,-84,-85,-84,-100,-100,-100,-86,-100,-100,-84,-84,-85,-62,-62,-100,-63,-100,-100,-100,-100,-100,-90,-100,-83,-94,-100,-100,-100,-69,-60,-100,-77,-100,-76,-80,-79,-100,-100,-88,-70,-60,-100,-100,-59,-85,-100,-100,-80,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-88,-86,-85,-85,-100,-87,-87,-89,-100,-100,-100,-82,-82,-83,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,480,3432984491033
-56,-72,-72,-72,-70,-70,-70,-76,-75,-77,-75,-66,-68,-100,-68,-100,-69,-69,-69,-69,-77,-76,-74,-76,-73,-72,-73,-83,-84,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-86,-64,-64,-100,-64,-73,-100,-100,-100,-100,-90,-85,-86,-94,-86,-100,-83,-72,-77,-100,-77,-100,-100,-80,-100,-100,-100,-88,-71,-62,-88,-82,-63,-86,-100,-100,-80,-100,-100,-81,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-86,-100,-88,-86,-85,-85,-100,-100,-100,-87,-91,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,480,3436312873375
-54,-72,-73,-73,-70,-70,-70,-76,-76,-77,-77,-66,-68,-100,-68,-100,-69,-70,-70,-70,-77,-74,-74,-76,-73,-73,-73,-84,-84,-83,-83,-100,-100,-100,-85,-100,-100,-85,-100,-85,-65,-64,-100,-65,-73,-100,-100,-100,-100,-100,-86,-84,-100,-86,-83,-86,-72,-64,-100,-77,-78,-100,-80,-81,-100,-100,-88,-71,-60,-88,-82,-61,-86,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-86,-100,-88,-86,-87,-87,-100,-100,-100,-87,-91,-100,-86,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,480,3439655782124
-55,-72,-73,-73,-70,-70,-70,-76,-76,-76,-77,-67,-68,-100,-100,-100,-100,-70,-70,-70,-75,-74,-74,-100,-73,-73,-74,-84,-85,-83,-84,-100,-100,-100,-85,-83,-85,-85,-100,-85,-68,-67,-100,-68,-71,-100,-100,-100,-100,-100,-85,-84,-100,-85,-83,-100,-72,-60,-100,-77,-77,-100,-80,-81,-100,-100,-88,-71,-60,-88,-81,-61,-87,-100,-100,-100,-100,-100,-83,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-84,-100,-88,-87,-87,-87,-88,-100,-100,-86,-100,-88,-87,-100,-100,-100,-91,-89,-86,-87,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,480,3442965159414
-56,-100,-100,-100,-70,-70,-71,-76,-77,-76,-77,-67,-68,-100,-68,-100,-67,-70,-70,-71,-74,-74,-73,-73,-73,-73,-72,-84,-85,-84,-85,-93,-100,-92,-85,-83,-85,-100,-100,-100,-67,-67,-100,-67,-71,-100,-100,-100,-100,-100,-85,-85,-100,-85,-100,-87,-72,-60,-100,-77,-77,-78,-81,-81,-100,-100,-100,-71,-60,-88,-80,-60,-87,-100,-89,-81,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-84,-100,-87,-87,-87,-87,-88,-100,-100,-86,-100,-88,-87,-100,-100,-100,-91,-89,-86,-87,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,480,3446382053892
-63,-76,-75,-76,-72,-73,-84,-80,-81,-79,-79,-69,-67,-100,-100,-100,-100,-67,-66,-66,-79,-100,-100,-100,-72,-71,-71,-80,-81,-81,-81,-100,-100,-100,-86,-100,-100,-85,-85,-85,-63,-63,-100,-63,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-80,-80,-100,-81,-80,-100,-100,-100,-71,-59,-100,-81,-58,-85,-100,-100,-80,-100,-100,-83,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,463,3494543256843
-63,-76,-75,-76,-72,-73,-84,-80,-77,-77,-76,-71,-77,-100,-68,-100,-68,-68,-68,-68,-75,-77,-77,-78,-72,-71,-72,-80,-81,-81,-81,-100,-100,-100,-86,-100,-100,-85,-86,-86,-63,-62,-100,-62,-70,-100,-100,-100,-100,-100,-81,-100,-100,-83,-100,-100,-70,-56,-100,-78,-78,-100,-81,-80,-100,-100,-100,-71,-57,-90,-81,-56,-86,-100,-86,-80,-100,-100,-83,-100,-100,-100,-89,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-84,-100,-90,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-93,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,463,3497765986893
-65,-100,-80,-80,-100,-100,-100,-75,-75,-75,-74,-71,-69,-100,-68,-100,-69,-68,-68,-68,-75,-77,-77,-78,-75,-75,-76,-84,-83,-85,-84,-100,-100,-100,-100,-100,-100,-89,-86,-88,-62,-62,-100,-62,-72,-100,-100,-100,-100,-100,-84,-100,-100,-83,-100,-84,-72,-57,-100,-80,-80,-100,-79,-75,-100,-100,-100,-71,-58,-90,-78,-59,-88,-100,-86,-80,-100,-100,-84,-100,-100,-100,-90,-100,-100,-100,-100,-84,-100,-100,-91,-100,-100,-100,-100,-84,-100,-89,-88,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,463,3501102857934
-63,-100,-80,-80,-77,-75,-77,-75,-75,-75,-74,-70,-68,-100,-66,-100,-67,-68,-68,-68,-80,-78,-77,-79,-74,-75,-74,-81,-82,-82,-82,-100,-100,-100,-100,-100,-100,-88,-88,-88,-63,-62,-100,-62,-70,-100,-100,-100,-100,-100,-84,-100,-100,-83,-100,-82,-69,-58,-100,-79,-79,-79,-79,-79,-100,-100,-100,-70,-60,-100,-78,-60,-86,-100,-100,-80,-100,-100,-84,-100,-100,-100,-91,-100,-100,-100,-100,-87,-100,-100,-91,-100,-100,-100,-100,-84,-100,-89,-87,-100,-87,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,463,3504436234703
-64,-78,-78,-78,-77,-75,-76,-75,-75,-75,-75,-70,-68,-100,-66,-100,-67,-68,-68,-69,-76,-78,-78,-79,-75,-75,-76,-83,-82,-82,-82,-100,-100,-100,-100,-100,-100,-88,-88,-88,-63,-62,-100,-62,-70,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-83,-69,-60,-100,-79,-79,-79,-79,-79,-100,-100,-100,-70,-60,-100,-100,-60,-86,-100,-100,-80,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,463,3507812130483
-63,-78,-78,-78,-77,-76,-76,-75,-76,-76,-75,-70,-67,-100,-66,-100,-66,-68,-68,-69,-76,-78,-77,-79,-73,-73,-73,-83,-82,-82,-82,-100,-100,-100,-100,-100,-100,-86,-87,-87,-62,-62,-100,-62,-70,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-83,-70,-60,-100,-79,-79,-79,-79,-80,-100,-100,-100,-100,-60,-100,-100,-60,-86,-100,-87,-80,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-86,-87,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,463,3511138547670
-65,-100,-100,-75,-86,-74,-75,-79,-80,-79,-79,-62,-100,-100,-100,-100,-100,-65,-66,-65,-100,-100,-100,-100,-73,-73,-73,-82,-83,-83,-84,-100,-100,-100,-100,-100,-100,-88,-90,-88,-62,-62,-100,-62,-70,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-83,-100,-67,-100,-73,-73,-100,-80,-81,-100,-100,-100,-71,-69,-100,-80,-69,-83,-82,-100,-80,-100,-100,-81,-100,-100,-100,-89,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-84,-84,-87,-100,-89,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,446,3569312335512
-68,-100,-100,-75,-80,-77,-76,-75,-76,-75,-75,-62,-65,-100,-100,-100,-65,-65,-65,-65,-100,-77,-100,-100,-73,-73,-73,-82,-84,-83,-83,-91,-100,-100,-100,-100,-84,-88,-90,-88,-66,-66,-100,-67,-71,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-63,-100,-73,-74,-100,-82,-81,-100,-100,-100,-71,-64,-100,-77,-65,-81,-82,-100,-80,-100,-100,-82,-100,-83,-100,-89,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-84,-84,-87,-100,-89,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,446,3572586521813
-66,-75,-77,-75,-78,-77,-77,-79,-79,-78,-78,-62,-64,-100,-64,-100,-64,-65,-65,-65,-76,-77,-78,-78,-73,-72,-72,-82,-83,-83,-83,-89,-100,-100,-100,-100,-84,-88,-90,-88,-65,-65,-100,-65,-72,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-72,-65,-100,-73,-73,-73,-78,-79,-100,-100,-100,-100,-65,-100,-78,-65,-81,-100,-100,-78,-100,-100,-82,-100,-83,-100,-91,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-84,-82,-100,-100,-91,-90,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-85,-100,-100,-87,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,446,3575928905770
-70,-75,-77,-100,-78,-77,-77,-79,-79,-79,-80,-61,-64,-100,-63,-100,-63,-66,-67,-67,-76,-78,-78,-78,-73,-73,-73,-82,-83,-83,-83,-89,-100,-100,-100,-100,-100,-100,-90,-89,-67,-67,-100,-68,-72,-100,-100,-100,-100,-100,-87,-83,-100,-86,-100,-100,-71,-67,-100,-72,-73,-73,-82,-79,-100,-100,-89,-100,-67,-100,-78,-66,-81,-100,-100,-82,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-84,-82,-87,-100,-91,-89,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-100,-100,-87,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,446,3579350391237
-68,-74,-76,-74,-77,-78,-77,-79,-79,-79,-80,-61,-64,-100,-63,-100,-64,-67,-68,-68,-73,-78,-79,-79,-77,-76,-75,-82,-82,-81,-82,-92,-100,-92,-100,-100,-100,-100,-90,-89,-64,-63,-100,-64,-71,-100,-100,-100,-100,-100,-87,-100,-100,-86,-100,-100,-71,-67,-100,-72,-72,-100,-80,-80,-100,-100,-89,-71,-67,-100,-77,-66,-81,-100,-100,-81,-100,-100,-82,-100,-100,-100,-91,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-84,-87,-100,-90,-89,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-88,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,446,3582685136340
-71,-74,-75,-74,-78,-78,-79,-80,-81,-80,-80,-61,-64,-100,-63,-100,-64,-70,-69,-70,-73,-78,-78,-79,-74,-74,-74,-82,-82,-81,-82,-92,-100,-92,-100,-100,-100,-100,-100,-100,-64,-64,-100,-64,-71,-100,-100,-100,-100,-100,-88,-100,-100,-88,-100,-88,-71,-64,-100,-72,-72,-72,-81,-81,-100,-100,-100,-71,-65,-90,-78,-64,-84,-80,-100,-81,-100,-100,-81,-100,-82,-81,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-86,-85,-89,-100,-90,-89,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,446,3586070192329
-74,-100,-100,-100,-100,-100,-100,-76,-75,-76,-75,-71,-63,-100,-100,-100,-100,-68,-68,-68,-100,-100,-100,-100,-72,-73,-72,-80,-100,-79,-82,-100,-100,-100,-100,-100,-100,-88,-88,-89,-62,-62,-100,-62,-71,-100,-100,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-69,-100,-76,-75,-76,-78,-78,-100,-100,-100,-100,-70,-100,-77,-70,-84,-100,-100,-77,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-85,-100,-100,-100,-86,-84,-90,-86,-85,-83,-84,-100,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-86,-84,-85,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,267,429,3640161210589
