ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:01,38:17:c3:1f:0e:11,38:17:c3:1f:0e:00,38:17:c3:1f:01:82,38:17:c3:1f:01:80,80:8d:b7:55:35:13,80:8d:b7:55:39:c1,80:8d:b7:55:35:12,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:39:d2,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:35:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d0,80:8d:b7:55:35:01,80:8d:b7:55:35:00,38:17:c3:1f:01:91,38:17:c3:1f:01:90,80:8d:b7:55:25:e3,38:17:c3:1f:01:92,44:48:c1:a5:82:21,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,44:48:c1:a5:82:20,38:17:c3:19:d7:62,b0:be:76:f8:30:5e,80:8d:b7:55:25:f1,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,38:17:c3:19:d7:72,80:8d:b7:55:3a:42,38:17:c3:19:d7:71,38:17:c3:19:d7:70,00:4e:35:df:06:40,80:8d:b7:55:3a:52,44:48:c1:a5:82:32,44:48:c1:a5:82:30,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,00:4e:35:df:06:52,20:a6:cd:50:24:a2,80:8d:b7:55:3a:51,80:8d:b7:55:3a:50,00:4e:35:df:06:50,44:48:c1:a5:82:31,00:4e:35:df:06:51,20:a6:cd:50:24:a0,60:32:b1:3e:1a:b8,00:4e:35:df:06:42,38:17:c3:19:45:b0,72:32:b1:3e:1a:b7,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,38:17:c3:1f:01:81,44:48:c1:a5:82:22,38:17:c3:19:d7:60,20:a6:cd:50:24:b0,20:a6:cd:50:24:a1,b4:5d:50:e1:92:23,60:32:b1:3e:1a:b7,66:2a:2f:53:7c:99,38:17:c3:1e:ff:00,00:4e:35:df:06:41,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:de:e1:12,72:32:b1:3e:1a:b8,38:17:c3:1e:ff:02,68:ff:7b:e4:af:39,38:17:c3:1e:ff:01,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:19:55:51,38:17:c3:19:55:50,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:19:45:a0,38:17:c3:1f:22:30,b4:5d:50:e1:92:33,00:4e:35:de:e1:11,00:4e:35:de:e1:10,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,b4:5d:50:e1:92:32,b4:5d:50:e1:92:31,b4:5d:50:e1:92:30,b4:5d:50:e1:92:22,38:17:c3:19:55:52,00:4e:35:de:e1:00,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,00:4e:35:de:e1:02,38:17:c3:1f:08:50,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,00:4e:35:de:e1:01,00:4e:35:de:d7:53,44:48:c1:91:95:b3,38:17:c3:1f:22:20,00:4e:35:de:d7:52,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:21,38:17:c3:1f:22:32,68:ff:7b:e4:af:38,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:19:71:90,a8:bd:27:4c:bd:30,00:4e:35:de:d7:43,00:4e:35:df:0e:12,38:17:c3:1f:08:51,38:17:c3:1f:08:52,00:4e:35:de:d7:40,00:4e:35:de:d7:42,38:17:c3:1f:22:31,00:4e:35:de:d7:41,38:17:c3:19:71:91,38:17:c3:19:71:92,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a0,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:df:0e:00,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:1b:08:b0,38:17:c3:24:4f:01,00:4e:35:df:27:12,00:4e:35:df:27:10,x,y,timestamp
-57,-100,-70,-69,-74,-70,-73,-87,-88,-71,-64,-70,-71,-71,-63,-64,-65,-81,-63,-63,-81,-100,-100,-100,-76,-100,-60,-76,-76,-76,-75,-60,-84,-75,-76,-84,-83,-68,-68,-90,-68,-89,-90,-77,-71,-61,-62,-100,-100,-91,-79,-100,-70,-71,-79,-62,-80,-100,-100,-77,-100,-100,-100,-100,-100,-87,-61,-82,-90,-100,-83,-90,-100,-100,-77,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-89,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-85,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,571,1494479870731
-59,-73,-70,-70,-73,-70,-73,-100,-100,-71,-66,-71,-71,-71,-61,-66,-65,-81,-61,-61,-100,-100,-100,-100,-79,-100,-62,-76,-76,-76,-78,-62,-84,-77,-76,-84,-87,-69,-68,-90,-69,-89,-90,-100,-69,-63,-62,-100,-100,-100,-82,-100,-70,-69,-81,-62,-83,-100,-100,-77,-100,-89,-79,-80,-100,-100,-61,-82,-90,-100,-100,-90,-100,-100,-77,-100,-100,-88,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-86,-100,-100,-83,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,571,1497805498542
-60,-100,-75,-74,-73,-73,-100,-100,-100,-78,-68,-78,-78,-76,-65,-67,-66,-80,-65,-65,-79,-78,-100,-100,-81,-100,-63,-79,-77,-78,-100,-63,-100,-72,-78,-100,-86,-100,-100,-87,-100,-87,-87,-100,-70,-64,-64,-100,-100,-100,-100,-100,-70,-71,-83,-64,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-64,-100,-91,-100,-85,-100,-100,-100,-79,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-85,-100,-100,-85,-85,-84,-100,-100,-87,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,571,1574799137054
-62,-100,-75,-74,-73,-73,-100,-100,-100,-78,-65,-76,-75,-74,-64,-65,-66,-80,-64,-63,-79,-78,-100,-89,-81,-100,-63,-80,-79,-81,-78,-64,-100,-72,-79,-100,-100,-70,-100,-87,-69,-87,-87,-78,-70,-62,-62,-100,-100,-92,-85,-100,-70,-71,-83,-63,-83,-100,-100,-76,-100,-100,-100,-100,-100,-100,-63,-100,-88,-100,-85,-100,-100,-100,-78,-100,-100,-85,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-84,-85,-84,-100,-100,-85,-85,-84,-100,-88,-87,-84,-86,-83,-87,-100,-100,-100,-82,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,571,1577947482366
-60,-100,-73,-73,-100,-73,-100,-100,-100,-73,-66,-73,-74,-74,-64,-65,-64,-81,-64,-64,-81,-82,-100,-89,-100,-100,-64,-79,-78,-78,-75,-64,-100,-70,-79,-100,-85,-70,-100,-85,-69,-86,-87,-77,-70,-62,-63,-100,-100,-91,-82,-100,-70,-71,-81,-63,-81,-100,-90,-76,-100,-100,-100,-100,-100,-100,-63,-100,-90,-100,-100,-100,-100,-100,-78,-100,-100,-87,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-85,-85,-84,-100,-100,-100,-85,-100,-100,-88,-100,-84,-86,-83,-86,-100,-100,-100,-82,-100,-100,-90,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,571,1581314553041
-60,-100,-73,-74,-100,-73,-100,-100,-100,-73,-63,-73,-74,-100,-63,-65,-64,-81,-63,-62,-81,-82,-100,-91,-82,-100,-63,-79,-78,-78,-75,-63,-100,-70,-79,-100,-85,-70,-70,-87,-100,-86,-87,-78,-70,-62,-63,-100,-100,-91,-82,-100,-70,-70,-81,-63,-82,-100,-88,-77,-100,-100,-77,-79,-79,-100,-63,-100,-90,-100,-100,-100,-100,-100,-78,-100,-91,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-86,-87,-87,-100,-85,-100,-100,-100,-85,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,571,1584610171009
-60,-100,-73,-73,-100,-73,-100,-100,-100,-100,-64,-100,-100,-100,-62,-65,-64,-81,-62,-63,-100,-100,-100,-91,-82,-100,-63,-79,-78,-78,-78,-63,-100,-71,-79,-100,-100,-69,-69,-87,-70,-85,-87,-78,-70,-63,-64,-100,-100,-100,-83,-100,-70,-71,-81,-63,-83,-100,-88,-78,-100,-100,-77,-79,-79,-100,-63,-100,-90,-100,-100,-100,-100,-100,-78,-100,-91,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-86,-87,-87,-85,-85,-84,-100,-100,-85,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,571,1587940645278
-60,-100,-73,-74,-100,-74,-100,-100,-100,-100,-64,-100,-100,-100,-62,-65,-64,-80,-63,-62,-81,-81,-100,-100,-81,-100,-64,-79,-78,-79,-76,-64,-100,-71,-79,-100,-100,-70,-69,-87,-70,-87,-87,-78,-71,-63,-64,-100,-100,-100,-83,-100,-71,-71,-83,-63,-83,-100,-100,-78,-100,-100,-100,-100,-78,-100,-64,-100,-91,-100,-88,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-85,-83,-84,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,571,1591226910121
-59,-100,-73,-73,-100,-72,-100,-100,-100,-73,-100,-73,-74,-73,-67,-61,-100,-76,-67,-68,-76,-75,-100,-100,-100,-100,-59,-79,-79,-77,-77,-60,-83,-73,-77,-100,-87,-70,-100,-87,-69,-86,-86,-100,-73,-61,-62,-100,-100,-100,-75,-100,-73,-74,-77,-62,-76,-100,-100,-76,-100,-89,-80,-79,-100,-100,-58,-100,-88,-100,-100,-100,-90,-100,-76,-87,-86,-85,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-84,-100,-100,-88,-87,-89,-100,-100,-85,-100,-100,-100,-87,-100,-100,-100,-100,-87,-90,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,557,1673369488215
-62,-100,-73,-73,-100,-72,-100,-100,-100,-73,-61,-74,-74,-73,-67,-73,-61,-76,-67,-68,-76,-75,-100,-100,-78,-100,-59,-80,-79,-80,-75,-59,-83,-73,-81,-84,-82,-70,-100,-84,-69,-86,-86,-76,-73,-60,-60,-100,-100,-92,-76,-100,-73,-74,-77,-60,-77,-100,-100,-76,-100,-89,-80,-79,-100,-100,-58,-100,-88,-100,-84,-89,-88,-100,-76,-87,-86,-85,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-84,-100,-100,-88,-87,-89,-100,-100,-86,-100,-100,-100,-87,-100,-100,-100,-100,-87,-90,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,557,1676742641911
-58,-72,-73,-73,-100,-72,-72,-100,-100,-73,-61,-74,-74,-73,-66,-64,-61,-76,-66,-66,-75,-75,-100,-100,-78,-100,-71,-80,-79,-80,-78,-60,-100,-73,-80,-84,-100,-100,-100,-84,-100,-86,-86,-76,-74,-60,-60,-100,-100,-92,-76,-100,-73,-73,-77,-60,-77,-100,-100,-76,-100,-87,-100,-100,-100,-100,-62,-100,-86,-100,-84,-89,-88,-100,-76,-87,-87,-84,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-83,-83,-100,-100,-88,-87,-89,-100,-100,-86,-100,-100,-100,-87,-91,-100,-100,-100,-87,-89,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,557,1680205900764
-61,-72,-73,-73,-100,-72,-72,-88,-87,-73,-61,-74,-74,-73,-66,-61,-61,-76,-67,-67,-76,-75,-100,-100,-78,-100,-62,-100,-79,-80,-78,-60,-100,-73,-80,-84,-100,-69,-68,-88,-70,-87,-87,-76,-74,-61,-61,-100,-100,-100,-76,-100,-73,-74,-75,-61,-75,-100,-100,-75,-100,-85,-82,-100,-81,-88,-60,-85,-87,-100,-84,-85,-88,-100,-75,-87,-89,-87,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-86,-89,-100,-100,-90,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,557,1683580263054
-62,-100,-73,-73,-100,-72,-100,-88,-87,-73,-63,-73,-74,-73,-65,-63,-63,-76,-66,-67,-76,-75,-100,-100,-78,-100,-59,-81,-80,-81,-78,-59,-100,-73,-80,-100,-82,-69,-68,-87,-70,-87,-87,-76,-74,-61,-61,-100,-100,-89,-75,-100,-73,-74,-75,-61,-75,-100,-100,-75,-100,-85,-82,-100,-81,-88,-59,-85,-86,-100,-84,-86,-100,-100,-75,-87,-86,-87,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-85,-100,-91,-100,-100,-100,-86,-89,-100,-100,-89,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,557,1686922253209
-60,-74,-73,-73,-100,-72,-100,-100,-100,-73,-64,-73,-74,-73,-65,-63,-64,-78,-66,-66,-78,-78,-100,-100,-100,-100,-61,-81,-80,-81,-80,-61,-100,-74,-80,-100,-81,-70,-70,-88,-69,-87,-87,-100,-74,-61,-61,-100,-100,-91,-77,-100,-74,-74,-77,-61,-78,-100,-91,-100,-100,-86,-100,-79,-81,-100,-61,-100,-88,-100,-100,-86,-100,-100,-75,-87,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-85,-100,-100,-100,-100,-100,-100,-91,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,557,1690333867479
-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-70,-65,-65,-80,-70,-71,-80,-79,-100,-100,-77,-100,-60,-83,-84,-85,-76,-59,-87,-69,-84,-86,-100,-100,-100,-100,-100,-100,-90,-78,-66,-69,-69,-100,-100,-100,-75,-100,-67,-67,-75,-70,-75,-100,-100,-77,-100,-100,-100,-82,-100,-100,-60,-100,-100,-100,-82,-89,-87,-100,-77,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-86,-83,-84,-100,-100,-86,-87,-85,-100,-86,-100,-100,-100,-100,-85,-100,-100,-100,-100,-84,-84,-100,-100,-83,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,544,1746668127145
-61,-100,-79,-100,-100,-79,-100,-100,-100,-75,-64,-100,-74,-75,-67,-63,-63,-80,-67,-67,-80,-79,-100,-100,-77,-100,-60,-84,-84,-85,-76,-60,-84,-66,-85,-84,-84,-100,-100,-89,-100,-89,-90,-78,-66,-67,-68,-100,-100,-100,-75,-100,-67,-67,-75,-68,-77,-100,-100,-76,-100,-100,-100,-79,-100,-100,-60,-85,-100,-100,-82,-89,-83,-100,-77,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-86,-86,-88,-100,-100,-86,-87,-85,-100,-86,-100,-100,-100,-100,-83,-92,-100,-100,-100,-81,-84,-100,-100,-83,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,544,1749948204383
-75,-73,-79,-100,-74,-79,-73,-100,-100,-75,-62,-74,-74,-75,-65,-63,-62,-100,-66,-65,-76,-79,-100,-100,-100,-100,-60,-86,-86,-86,-75,-60,-84,-67,-85,-84,-84,-100,-100,-89,-100,-89,-90,-78,-68,-63,-62,-100,-100,-100,-75,-100,-67,-67,-76,-63,-76,-100,-100,-77,-100,-100,-100,-79,-100,-100,-60,-85,-100,-100,-82,-89,-83,-100,-78,-100,-100,-87,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-89,-86,-86,-88,-100,-100,-100,-87,-100,-100,-87,-100,-100,-100,-100,-82,-92,-100,-100,-100,-81,-85,-100,-100,-86,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,544,1753288307819
-67,-74,-78,-79,-74,-78,-73,-100,-100,-75,-63,-74,-74,-75,-65,-63,-65,-78,-66,-65,-77,-100,-100,-100,-100,-100,-60,-83,-84,-84,-79,-60,-84,-67,-85,-100,-100,-100,-100,-100,-100,-100,-89,-78,-65,-63,-62,-100,-100,-100,-78,-100,-65,-65,-78,-63,-77,-100,-100,-78,-100,-100,-78,-79,-79,-100,-60,-100,-100,-100,-82,-91,-84,-100,-78,-100,-100,-83,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-89,-100,-84,-82,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-84,-100,-100,-85,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,544,1756745941881
-67,-74,-78,-79,-73,-78,-73,-100,-100,-75,-63,-75,-75,-74,-67,-63,-65,-78,-67,-67,-77,-100,-100,-100,-79,-100,-63,-84,-84,-86,-79,-62,-100,-68,-84,-100,-85,-73,-100,-100,-73,-100,-89,-100,-66,-65,-64,-100,-100,-100,-80,-100,-66,-66,-78,-64,-80,-100,-100,-78,-100,-89,-78,-79,-79,-100,-63,-100,-100,-100,-83,-91,-85,-100,-78,-100,-100,-87,-100,-100,-83,-100,-100,-100,-84,-88,-100,-100,-100,-89,-88,-87,-82,-100,-100,-100,-87,-100,-100,-85,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-86,-100,-100,-85,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,544,1760048940213
-70,-100,-78,-78,-73,-78,-73,-100,-100,-75,-64,-75,-75,-74,-65,-64,-63,-79,-65,-66,-78,-79,-100,-100,-79,-100,-64,-84,-84,-84,-78,-64,-87,-70,-83,-85,-86,-73,-100,-100,-73,-100,-90,-77,-66,-67,-67,-100,-100,-100,-76,-100,-66,-66,-100,-66,-76,-100,-100,-77,-100,-89,-100,-100,-100,-100,-63,-86,-92,-100,-82,-100,-83,-100,-78,-100,-100,-83,-100,-100,-83,-100,-100,-100,-84,-100,-100,-100,-100,-100,-87,-83,-82,-100,-100,-87,-87,-89,-100,-85,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-86,-100,-100,-85,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,544,1763384469847
-71,-100,-81,-100,-100,-80,-100,-100,-100,-76,-100,-75,-75,-74,-70,-100,-100,-74,-71,-71,-74,-74,-100,-100,-76,-100,-62,-80,-82,-81,-74,-62,-100,-68,-82,-100,-100,-100,-100,-90,-100,-88,-88,-75,-73,-71,-72,-100,-100,-100,-80,-100,-73,-75,-78,-73,-80,-100,-100,-76,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-86,-89,-100,-100,-75,-100,-100,-81,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-80,-82,-100,-100,-84,-82,-84,-100,-86,-100,-100,-100,-100,-83,-100,-100,-100,-100,-85,-81,-100,-100,-82,-82,-82,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,531,1819709652377
-68,-100,-76,-76,-100,-76,-100,-100,-100,-74,-64,-75,-75,-74,-69,-63,-64,-75,-69,-69,-74,-74,-100,-100,-76,-100,-62,-83,-83,-83,-79,-62,-100,-68,-82,-100,-100,-100,-100,-90,-100,-88,-88,-75,-69,-67,-68,-100,-100,-100,-80,-100,-69,-70,-78,-68,-79,-100,-87,-76,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-70,-89,-86,-100,-75,-100,-100,-81,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-89,-82,-81,-82,-100,-100,-83,-82,-82,-100,-86,-100,-100,-100,-100,-83,-100,-100,-100,-100,-85,-83,-100,-100,-83,-82,-82,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,531,1822967633678
-74,-100,-75,-76,-100,-75,-100,-100,-100,-78,-65,-81,-79,-78,-68,-65,-65,-76,-68,-69,-76,-74,-100,-100,-74,-100,-66,-83,-83,-83,-79,-66,-100,-69,-82,-100,-100,-100,-100,-100,-100,-100,-88,-78,-70,-71,-71,-100,-100,-100,-76,-100,-70,-71,-75,-71,-79,-100,-87,-78,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-81,-100,-84,-100,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-89,-82,-77,-79,-100,-100,-83,-82,-82,-100,-86,-100,-100,-100,-100,-83,-100,-100,-100,-100,-85,-84,-100,-100,-83,-84,-84,-100,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,531,1826312716854
