ea:9e:b4:53:24:54,b8:27:eb:9f:6b:77,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,80:8d:b7:55:35:12,80:8d:b7:55:35:03,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:00,38:17:c3:1f:01:82,b0:be:76:f8:30:5e,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:39:d1,80:8d:b7:55:39:c0,80:8d:b7:55:39:d0,80:8d:b7:55:25:e1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:d2,38:17:c3:19:d7:62,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:61,38:17:c3:19:d7:71,38:17:c3:19:d7:70,80:8d:b7:55:25:f3,38:17:c3:19:d7:72,80:8d:b7:55:25:f1,00:4e:35:df:06:40,38:17:c3:1e:ff:01,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,38:17:c3:1e:ff:02,44:48:c1:a5:82:30,38:17:c3:1e:ff:00,44:48:c1:a5:82:22,44:48:c1:a5:82:32,44:48:c1:a5:82:31,38:17:c3:1e:ff:12,00:4e:35:df:06:52,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:1e:ff:11,20:a6:cd:50:24:a0,00:4e:35:df:06:42,38:17:c3:1e:ff:10,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:01:80,38:17:c3:1f:01:92,38:17:c3:1f:01:91,38:17:c3:1f:01:90,44:48:c1:a5:82:21,44:48:c1:a5:82:20,00:4e:35:df:06:41,60:32:b1:3e:1a:b8,80:8d:b7:55:3a:50,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,66:2a:2f:53:7c:99,38:17:c3:1f:01:81,80:8d:b7:55:25:e0,80:8d:b7:55:25:e2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,38:17:c3:19:d7:60,80:8d:b7:55:25:e3,72:32:b1:3e:1a:b8,38:17:c3:19:45:b0,b4:5d:50:e1:92:23,38:17:c3:19:45:b1,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,72:32:b1:3e:1a:b7,00:4e:35:de:e1:12,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:19:45:b2,38:17:c3:19:55:50,68:ff:7b:e4:af:39,38:17:c3:1f:22:30,00:4e:35:de:e1:02,60:32:b1:3e:1a:b7,b4:5d:50:e1:92:31,38:17:c3:19:55:52,b4:5d:50:e1:92:33,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,00:4e:35:de:e1:10,00:4e:35:de:e1:11,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,38:17:c3:19:55:51,44:48:c1:91:95:b1,44:48:c1:91:95:b0,b4:5d:50:e1:92:20,00:4e:35:de:e1:01,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:08:50,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:e1:00,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:52,00:4e:35:de:d7:50,38:17:c3:19:71:90,68:ff:7b:e4:af:38,38:17:c3:1f:22:31,38:17:c3:19:71:91,38:17:c3:1f:22:32,38:17:c3:19:71:80,38:17:c3:19:71:82,a8:bd:27:4c:bd:30,38:17:c3:1f:08:51,00:4e:35:df:0e:12,38:17:c3:1f:08:52,38:17:c3:19:71:92,00:4e:35:df:0e:10,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:31,38:17:c3:1e:fc:b0,00:4e:35:df:0e:11,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:4f:10,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1b:08:b0,38:17:c3:19:71:81,00:4e:35:de:d7:43,00:4e:35:de:d7:40,00:4e:35:de:d7:42,00:4e:35:de:d7:41,x,y,timestamp
-58,-38,-72,-72,-72,-80,-100,-72,-72,-72,-100,-85,-75,-100,-100,-69,-64,-68,-80,-63,-62,-69,-100,-82,-100,-88,-87,-80,-86,-80,-79,-100,-74,-74,-80,-79,-100,-65,-100,-57,-65,-64,-100,-81,-81,-79,-100,-100,-77,-90,-71,-71,-69,-100,-100,-100,-100,-58,-58,-77,-100,-74,-100,-100,-91,-86,-80,-80,-100,-100,-100,-85,-100,-100,-100,-87,-100,-100,-100,-100,-100,-84,-100,-100,-100,-86,-100,-100,-100,-89,-88,-85,-88,-100,-100,-100,-100,-100,-84,-83,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,409,2757968659884
-58,-42,-71,-71,-71,-73,-76,-72,-72,-72,-100,-85,-75,-100,-100,-68,-62,-68,-100,-63,-62,-68,-100,-100,-100,-88,-87,-78,-86,-80,-75,-100,-73,-74,-79,-79,-100,-65,-100,-57,-65,-64,-100,-81,-82,-82,-100,-100,-81,-90,-100,-100,-100,-86,-100,-100,-100,-57,-57,-77,-100,-74,-100,-100,-87,-86,-100,-81,-100,-100,-100,-100,-80,-100,-100,-87,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-90,-100,-89,-89,-100,-88,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,409,2761322357383
-57,-39,-71,-71,-71,-71,-76,-71,-71,-72,-78,-85,-74,-78,-79,-68,-61,-68,-80,-62,-62,-68,-100,-81,-100,-89,-90,-78,-88,-80,-75,-100,-75,-75,-79,-78,-100,-67,-100,-57,-67,-67,-100,-83,-82,-82,-100,-100,-78,-92,-74,-73,-73,-86,-100,-100,-100,-57,-57,-79,-100,-76,-100,-100,-87,-86,-100,-79,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-85,-100,-90,-100,-100,-90,-86,-92,-100,-100,-80,-100,-100,-84,-83,-100,-100,-86,-100,-100,-100,-100,-87,-87,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,409,2764654217538
-57,-36,-72,-71,-72,-71,-76,-72,-71,-72,-76,-100,-74,-77,-100,-65,-60,-65,-80,-62,-61,-65,-90,-84,-100,-87,-87,-77,-87,-77,-79,-100,-74,-73,-77,-77,-100,-65,-100,-57,-66,-65,-100,-81,-82,-82,-100,-100,-79,-91,-100,-100,-100,-100,-100,-100,-100,-57,-58,-79,-100,-74,-100,-100,-88,-100,-80,-81,-100,-100,-100,-100,-78,-100,-100,-85,-100,-74,-73,-74,-91,-81,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-90,-100,-100,-82,-100,-100,-83,-82,-100,-86,-100,-100,-100,-86,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,409,2805341286793
-58,-36,-71,-71,-71,-71,-76,-72,-71,-72,-76,-100,-74,-100,-100,-67,-60,-68,-100,-62,-61,-68,-100,-100,-100,-90,-88,-78,-88,-78,-79,-100,-74,-74,-79,-79,-100,-68,-100,-57,-68,-69,-100,-80,-81,-81,-100,-100,-80,-91,-100,-71,-72,-100,-100,-100,-100,-57,-57,-79,-91,-74,-100,-100,-88,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-74,-73,-74,-91,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-82,-100,-100,-83,-82,-100,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,409,2808728325333
-54,-39,-71,-71,-71,-71,-78,-72,-71,-71,-79,-100,-75,-79,-79,-67,-61,-66,-100,-61,-61,-66,-100,-83,-100,-86,-87,-79,-87,-78,-79,-100,-74,-74,-79,-79,-100,-68,-100,-59,-67,-67,-100,-81,-81,-81,-100,-100,-79,-100,-70,-71,-71,-100,-100,-100,-100,-59,-59,-79,-91,-74,-100,-100,-93,-100,-76,-77,-100,-100,-100,-100,-81,-100,-100,-100,-100,-75,-75,-75,-88,-84,-100,-100,-100,-86,-100,-100,-100,-100,-89,-86,-89,-100,-100,-100,-100,-100,-85,-85,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,409,2812088403561
-58,-39,-71,-71,-71,-71,-76,-72,-72,-71,-78,-100,-75,-79,-79,-67,-61,-66,-81,-61,-61,-66,-86,-100,-100,-87,-87,-79,-88,-78,-78,-100,-73,-74,-79,-79,-100,-68,-100,-59,-67,-67,-100,-83,-85,-83,-100,-100,-79,-100,-70,-71,-70,-100,-100,-100,-100,-58,-59,-79,-100,-74,-100,-100,-89,-100,-80,-80,-100,-100,-100,-100,-81,-100,-100,-100,-100,-75,-75,-75,-88,-87,-100,-100,-100,-86,-100,-93,-100,-100,-87,-86,-87,-89,-89,-100,-100,-100,-86,-87,-84,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,409,2815549295852
-57,-39,-71,-71,-71,-72,-75,-72,-72,-72,-78,-100,-76,-100,-100,-69,-61,-69,-81,-100,-100,-69,-86,-100,-100,-87,-87,-79,-87,-79,-78,-100,-73,-74,-79,-80,-100,-71,-100,-58,-71,-71,-100,-82,-82,-82,-100,-100,-79,-100,-68,-71,-70,-100,-100,-100,-100,-58,-58,-79,-100,-74,-100,-100,-89,-100,-80,-80,-100,-100,-100,-100,-81,-88,-100,-88,-100,-100,-100,-100,-88,-89,-100,-100,-100,-86,-100,-92,-100,-100,-87,-86,-89,-89,-89,-100,-100,-100,-89,-87,-84,-85,-87,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,409,2819051522361
-56,-43,-71,-70,-71,-71,-77,-71,-71,-72,-78,-100,-76,-80,-80,-66,-61,-67,-100,-63,-62,-67,-89,-81,-100,-87,-87,-79,-87,-79,-79,-100,-74,-74,-77,-80,-100,-67,-100,-60,-67,-68,-100,-82,-83,-83,-100,-100,-78,-100,-68,-71,-70,-100,-100,-100,-100,-63,-60,-79,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-78,-100,-85,-100,-100,-100,-85,-100,-92,-100,-100,-100,-83,-90,-100,-100,-82,-82,-83,-86,-85,-100,-100,-85,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,409,2822507442307
-66,-40,-100,-100,-80,-100,-73,-76,-77,-77,-76,-100,-65,-75,-76,-67,-64,-68,-100,-65,-62,-69,-86,-100,-100,-86,-86,-100,-87,-100,-100,-100,-70,-71,-100,-88,-100,-61,-100,-61,-61,-61,-100,-81,-80,-80,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-100,-100,-71,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-100,-86,-100,-100,-100,-100,-100,-100,-83,-100,-88,-100,-90,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,386,2883065288482
-68,-49,-82,-82,-82,-76,-73,-75,-74,-75,-76,-100,-66,-76,-76,-67,-62,-68,-100,-63,-62,-68,-87,-83,-100,-88,-87,-88,-87,-88,-100,-100,-74,-73,-87,-87,-100,-62,-100,-61,-61,-61,-100,-77,-78,-78,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-100,-88,-74,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-72,-75,-74,-100,-88,-100,-100,-100,-100,-100,-100,-81,-100,-86,-100,-87,-86,-86,-100,-100,-100,-86,-87,-84,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-84,-84,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,386,2886289290408
-67,-52,-82,-82,-82,-76,-75,-75,-74,-75,-79,-100,-65,-78,-77,-68,-63,-68,-100,-63,-62,-68,-87,-84,-100,-88,-88,-84,-87,-85,-79,-100,-71,-71,-84,-83,-100,-62,-100,-62,-61,-61,-100,-78,-78,-77,-100,-100,-78,-100,-81,-80,-79,-100,-100,-100,-100,-61,-62,-79,-88,-70,-100,-100,-85,-100,-100,-100,-100,-100,-100,-86,-100,-87,-100,-100,-100,-72,-100,-74,-100,-84,-100,-100,-100,-87,-100,-100,-81,-100,-86,-86,-86,-86,-87,-100,-100,-100,-84,-83,-84,-100,-86,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-80,-83,-83,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,386,2889716045094
-66,-42,-83,-84,-82,-74,-76,-74,-74,-74,-79,-100,-65,-79,-79,-69,-65,-71,-100,-64,-66,-69,-87,-83,-100,-86,-87,-84,-86,-85,-79,-100,-71,-71,-84,-83,-100,-62,-100,-62,-62,-62,-100,-80,-81,-80,-100,-100,-78,-100,-81,-80,-79,-100,-100,-100,-100,-61,-60,-79,-87,-71,-100,-100,-85,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-84,-100,-73,-72,-72,-100,-84,-100,-100,-100,-87,-100,-100,-84,-100,-87,-86,-88,-86,-88,-100,-100,-100,-84,-84,-100,-84,-84,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-80,-84,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,386,2893232525405
-70,-38,-83,-84,-82,-74,-75,-74,-74,-74,-79,-100,-63,-79,-79,-68,-65,-69,-100,-64,-66,-69,-100,-100,-100,-86,-86,-86,-86,-100,-100,-100,-71,-71,-86,-87,-100,-64,-100,-62,-65,-64,-100,-79,-80,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-60,-78,-87,-71,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-86,-100,-84,-100,-73,-72,-72,-100,-84,-100,-100,-100,-85,-100,-100,-84,-100,-87,-84,-86,-87,-88,-100,-100,-100,-84,-84,-100,-87,-84,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-84,-85,-84,-85,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,386,2896745981342
-68,-47,-82,-84,-83,-74,-75,-74,-74,-74,-78,-100,-63,-77,-79,-68,-64,-69,-80,-64,-64,-69,-100,-83,-100,-87,-86,-86,-86,-100,-100,-100,-73,-72,-86,-87,-100,-63,-100,-59,-63,-63,-100,-79,-80,-79,-100,-100,-79,-100,-77,-77,-76,-100,-100,-100,-100,-59,-60,-78,-100,-72,-100,-100,-84,-100,-80,-80,-100,-100,-100,-100,-83,-86,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-87,-100,-100,-81,-100,-88,-85,-86,-87,-88,-100,-100,-100,-82,-82,-100,-87,-85,-100,-100,-84,-80,-100,-100,-100,-100,-100,-100,-100,-85,-85,-85,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,386,2899486754205
-69,-39,-100,-100,-100,-73,-76,-73,-74,-73,-100,-100,-75,-80,-100,-71,-72,-70,-100,-72,-71,-71,-100,-100,-100,-100,-89,-83,-100,-82,-78,-100,-70,-70,-82,-82,-100,-72,-100,-64,-72,-72,-100,-77,-78,-77,-100,-100,-77,-100,-82,-80,-80,-100,-100,-100,-100,-62,-63,-77,-87,-70,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-71,-72,-71,-86,-87,-100,-100,-100,-85,-100,-89,-100,-100,-85,-85,-87,-87,-86,-100,-100,-82,-87,-87,-100,-84,-84,-100,-100,-100,-86,-100,-100,-100,-91,-100,-100,-85,-82,-81,-82,-82,-93,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,363,2943570704345
-69,-35,-100,-100,-79,-75,-75,-75,-76,-74,-100,-100,-72,-80,-80,-68,-64,-69,-100,-64,-71,-69,-100,-100,-100,-100,-89,-80,-100,-80,-77,-100,-67,-67,-81,-80,-100,-68,-100,-64,-68,-68,-100,-74,-74,-75,-100,-100,-76,-100,-82,-80,-80,-100,-100,-100,-100,-62,-63,-77,-87,-67,-100,-100,-81,-100,-100,-79,-100,-100,-100,-100,-76,-100,-100,-83,-100,-71,-72,-69,-86,-89,-100,-100,-100,-85,-100,-88,-83,-88,-85,-85,-86,-86,-86,-100,-82,-81,-87,-87,-85,-84,-84,-100,-100,-85,-79,-100,-100,-100,-91,-100,-100,-85,-82,-82,-82,-82,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,363,2947028853718
-100,-35,-78,-100,-79,-75,-77,-75,-76,-74,-100,-100,-72,-80,-80,-68,-64,-69,-100,-64,-100,-69,-100,-100,-100,-100,-89,-78,-100,-79,-77,-100,-67,-67,-80,-80,-100,-68,-100,-65,-68,-68,-100,-77,-76,-77,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-100,-100,-68,-100,-100,-82,-100,-100,-79,-100,-100,-100,-100,-76,-100,-100,-83,-100,-71,-100,-69,-100,-89,-100,-100,-100,-100,-100,-88,-83,-88,-87,-85,-88,-86,-86,-100,-82,-81,-100,-100,-85,-87,-100,-100,-100,-85,-79,-100,-100,-100,-100,-100,-100,-100,-82,-82,-81,-80,-90,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,363,2950536010331
-70,-35,-78,-78,-79,-75,-77,-75,-75,-75,-100,-100,-71,-80,-80,-67,-65,-67,-100,-66,-64,-67,-87,-100,-100,-100,-89,-78,-100,-80,-76,-100,-68,-68,-81,-81,-100,-69,-100,-63,-69,-70,-100,-77,-76,-77,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-63,-64,-100,-100,-68,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-84,-100,-73,-100,-100,-100,-85,-100,-100,-100,-100,-100,-89,-100,-87,-87,-84,-88,-100,-100,-85,-100,-100,-85,-100,-85,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-87,-82,-82,-83,-83,-90,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,363,2953963063247
-71,-35,-78,-78,-79,-75,-77,-75,-75,-75,-82,-100,-71,-80,-80,-68,-65,-68,-100,-63,-64,-68,-87,-100,-100,-100,-89,-80,-100,-80,-76,-100,-68,-68,-81,-81,-100,-68,-100,-64,-69,-69,-100,-79,-79,-80,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-66,-65,-100,-100,-68,-100,-100,-83,-100,-100,-81,-100,-100,-100,-100,-78,-100,-100,-84,-100,-73,-100,-100,-100,-85,-100,-100,-100,-86,-100,-87,-100,-87,-87,-85,-89,-90,-100,-85,-100,-100,-85,-86,-87,-88,-85,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-87,-83,-84,-84,-83,-90,-91,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,363,2957264936162
-72,-34,-78,-100,-78,-75,-77,-75,-75,-75,-80,-100,-73,-80,-81,-68,-65,-69,-100,-64,-64,-68,-100,-87,-87,-100,-89,-80,-100,-80,-77,-100,-71,-70,-80,-81,-100,-68,-100,-65,-69,-69,-100,-75,-75,-76,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-66,-65,-76,-88,-70,-100,-100,-82,-100,-100,-81,-100,-100,-100,-100,-78,-100,-100,-85,-100,-70,-70,-69,-89,-86,-100,-100,-100,-86,-100,-87,-100,-100,-87,-84,-87,-90,-100,-84,-84,-85,-86,-86,-87,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-81,-81,-90,-91,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,363,2960791989494
-70,-34,-82,-81,-82,-75,-100,-74,-75,-74,-100,-100,-65,-80,-100,-66,-62,-67,-100,-62,-62,-66,-100,-88,-100,-100,-100,-82,-100,-82,-100,-100,-70,-70,-82,-83,-100,-69,-100,-65,-70,-69,-100,-75,-76,-76,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-75,-89,-70,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-71,-100,-100,-78,-100,-100,-100,-100,-100,-100,-83,-88,-93,-83,-91,-100,-100,-100,-82,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-82,-83,-82,-82,-91,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,340,3010262726611
-71,-34,-82,-81,-80,-75,-77,-74,-75,-75,-100,-100,-63,-76,-78,-71,-63,-71,-80,-62,-62,-70,-100,-100,-100,-85,-86,-83,-85,-82,-100,-100,-73,-74,-82,-83,-100,-73,-100,-67,-72,-73,-100,-77,-77,-77,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-65,-66,-75,-83,-72,-100,-100,-86,-100,-100,-80,-100,-100,-100,-100,-74,-86,-100,-84,-100,-100,-71,-71,-100,-82,-100,-100,-100,-85,-100,-90,-82,-88,-89,-83,-88,-87,-88,-100,-82,-100,-82,-82,-84,-83,-83,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-82,-86,-87,-87,-87,-88,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,259,340,3013600446193
