38:17:c3:1f:0e:10,b0:be:76:f8:30:5e,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,38:17:c3:1f:01:92,38:17:c3:1f:01:91,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:35:01,80:8d:b7:55:35:03,80:8d:b7:55:35:02,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,38:17:c3:1f:01:81,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:e1,80:8d:b7:55:25:e3,80:8d:b7:55:3a:41,44:48:c1:a5:82:21,80:8d:b7:55:3a:42,60:32:b1:3e:1a:b7,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:df:06:51,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,00:4e:35:df:06:40,00:4e:35:df:06:41,38:17:c3:1e:ff:01,60:32:b1:3e:1a:b8,38:17:c3:1e:ff:02,38:17:c3:1e:ff:12,2a:16:ad:ec:da:ab,38:17:c3:1e:ff:11,b4:5d:50:e1:92:33,38:17:c3:1f:09:93,38:17:c3:1f:09:92,20:a6:cd:42:0b:f3,68:ff:7b:e4:af:39,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,38:17:c3:1f:01:90,38:17:c3:1f:0e:00,80:8d:b7:55:35:00,80:8d:b7:55:25:f0,44:48:c1:a5:82:30,38:17:c3:19:d7:70,00:4e:35:df:06:52,44:48:c1:a5:82:20,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,00:4e:35:df:06:42,38:17:c3:1e:ff:10,38:17:c3:1f:09:90,38:17:c3:1f:22:30,66:2a:2f:53:7c:99,00:4e:35:df:06:50,80:8d:b7:55:3a:52,44:48:c1:a5:82:22,68:ff:7b:e4:af:38,38:17:c3:19:55:52,38:17:c3:1f:09:91,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:22:32,38:17:c3:1f:22:31,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,00:4e:35:de:e1:12,a8:bd:27:4c:bd:30,20:a6:cd:42:0b:f0,80:8d:b7:55:3a:51,80:8d:b7:55:25:e2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,80:8d:b7:55:39:c0,b4:5d:50:e1:92:31,38:17:c3:1e:ff:00,38:17:c3:1f:09:83,38:17:c3:19:d7:60,20:a6:cd:42:0b:e3,20:a6:cd:50:24:a0,72:32:b1:3e:1a:b7,b4:5d:50:e1:92:22,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:23,b4:5d:50:e1:96:43,38:17:c3:1f:01:82,00:4e:35:de:e1:10,38:17:c3:19:55:51,00:4e:35:de:e1:11,38:17:c3:19:55:50,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:45:a2,38:17:c3:19:45:a1,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,00:4e:35:de:e1:02,38:17:c3:1f:22:22,00:4e:35:de:e1:01,00:4e:35:de:e1:00,20:a6:cd:42:0b:f2,b4:5d:50:e1:92:21,38:17:c3:19:71:92,b4:5d:50:e1:92:20,38:17:c3:1f:01:80,38:17:c3:1f:08:52,38:17:c3:1f:08:50,38:17:c3:19:55:40,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e1,38:17:c3:1f:00:b1,20:a6:cd:42:0a:c3,20:a6:cd:42:0b:e0,38:17:c3:1f:00:b0,20:a6:cd:42:0b:e2,38:17:c3:1f:08:51,38:17:c3:19:55:42,38:17:c3:1f:22:20,00:4e:35:de:d7:53,00:4e:35:de:d7:43,00:4e:35:de:d7:52,38:17:c3:19:55:41,a8:bd:27:4c:bd:22,44:48:c1:91:95:b2,00:4e:35:df:0e:12,38:17:c3:1f:22:21,a8:bd:27:4c:bd:20,38:17:c3:1f:08:42,38:17:c3:1f:08:41,44:48:c1:91:95:b0,38:17:c3:1f:08:40,44:48:c1:91:95:b3,44:48:c1:91:95:b1,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:21,00:4e:35:de:d7:40,00:4e:35:df:0e:01,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:19:36:30,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:19:71:81,38:17:c3:19:36:31,38:17:c3:1e:fc:a2,38:17:c3:19:71:82,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,38:17:c3:19:71:80,00:4e:35:df:0e:02,00:4e:35:df:0e:00,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:91,38:17:c3:1f:0f:92,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,38:17:c3:24:58:a0,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,38:17:c3:1b:08:a2,38:17:c3:1b:08:a1,38:17:c3:1b:08:a0,00:4e:35:df:27:10,00:4e:35:df:27:11,9c:d6:43:60:92:e0,x,y,timestamp
-68,-58,-68,-68,-57,-57,-64,-65,-65,-82,-82,-53,-68,-69,-73,-68,-72,-77,-76,-76,-54,-54,-58,-57,-100,-78,-77,-100,-74,-69,-55,-68,-81,-83,-85,-75,-100,-88,-100,-80,-100,-77,-77,-80,-100,-80,-82,-83,-82,-75,-100,-100,-100,-100,-58,-65,-82,-68,-73,-77,-54,-78,-75,-55,-84,-88,-76,-83,-100,-88,-86,-75,-68,-55,-100,-78,-100,-82,-82,-100,-100,-68,-100,-69,-80,-83,-100,-68,-100,-80,-80,-75,-75,-58,-75,-82,-100,-100,-100,-81,-81,-81,-100,-82,-100,-100,-79,-77,-80,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-82,-100,-100,-100,-82,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,584,1331426210220
-68,-58,-67,-68,-57,-57,-65,-65,-65,-82,-82,-53,-68,-68,-73,-68,-72,-76,-76,-76,-54,-54,-57,-57,-100,-78,-78,-100,-73,-69,-55,-68,-81,-85,-85,-74,-100,-100,-100,-80,-100,-77,-77,-81,-85,-80,-82,-82,-82,-75,-100,-100,-100,-100,-57,-65,-82,-68,-73,-77,-54,-77,-74,-55,-85,-100,-77,-81,-100,-88,-85,-74,-68,-55,-86,-77,-100,-82,-83,-100,-100,-68,-100,-69,-79,-83,-89,-68,-76,-80,-80,-75,-75,-58,-75,-82,-100,-100,-100,-81,-81,-81,-100,-82,-100,-100,-79,-77,-78,-100,-100,-100,-100,-100,-100,-100,-82,-100,-83,-83,-100,-100,-100,-82,-81,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-83,-81,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,584,1337866627510
-68,-58,-68,-68,-57,-58,-65,-64,-65,-82,-82,-53,-68,-68,-73,-68,-73,-76,-76,-76,-54,-54,-57,-57,-100,-78,-82,-100,-73,-69,-54,-68,-81,-83,-82,-76,-100,-100,-100,-83,-78,-77,-77,-81,-85,-80,-82,-83,-82,-75,-100,-100,-100,-100,-58,-65,-82,-68,-73,-76,-54,-77,-75,-55,-83,-100,-77,-81,-100,-88,-85,-75,-68,-54,-86,-78,-100,-82,-83,-100,-100,-66,-100,-69,-80,-83,-90,-68,-76,-100,-100,-75,-75,-58,-75,-82,-100,-78,-100,-81,-100,-81,-100,-83,-100,-100,-100,-77,-80,-100,-100,-100,-100,-100,-100,-100,-82,-100,-83,-83,-100,-100,-100,-82,-81,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-84,-81,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,584,1344447524122
-68,-58,-68,-68,-57,-58,-65,-64,-65,-82,-82,-53,-68,-68,-73,-68,-73,-76,-76,-76,-54,-54,-57,-57,-100,-78,-82,-100,-73,-69,-54,-68,-81,-83,-82,-76,-100,-100,-100,-83,-78,-77,-77,-81,-85,-80,-82,-83,-82,-75,-100,-100,-100,-100,-58,-65,-82,-68,-73,-76,-54,-77,-75,-55,-83,-100,-77,-81,-100,-88,-85,-75,-68,-54,-86,-78,-100,-82,-83,-100,-100,-66,-100,-69,-80,-83,-90,-68,-76,-100,-100,-75,-75,-58,-75,-82,-100,-78,-100,-81,-100,-81,-100,-83,-100,-100,-100,-77,-80,-100,-100,-100,-100,-100,-100,-100,-82,-100,-83,-83,-100,-100,-100,-82,-81,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-84,-81,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,569,1372758441142
-69,-63,-70,-70,-54,-54,-72,-72,-72,-83,-100,-60,-100,-100,-69,-66,-69,-77,-77,-77,-55,-55,-58,-59,-100,-80,-80,-100,-77,-66,-54,-66,-80,-83,-83,-76,-100,-100,-100,-82,-100,-100,-73,-100,-100,-100,-100,-88,-100,-72,-100,-100,-100,-84,-54,-71,-100,-100,-69,-77,-55,-80,-75,-54,-83,-88,-73,-86,-100,-87,-82,-75,-67,-54,-100,-100,-100,-85,-86,-100,-87,-67,-100,-66,-77,-86,-100,-67,-100,-100,-100,-72,-72,-59,-72,-100,-100,-76,-100,-100,-79,-74,-100,-76,-100,-100,-78,-100,-77,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-83,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-88,-100,-100,-76,-83,-100,-100,-100,-100,-79,-79,-84,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,569,1379171746869
-69,-67,-70,-70,-54,-54,-72,-72,-72,-83,-100,-58,-100,-100,-69,-66,-69,-77,-77,-77,-55,-55,-57,-57,-100,-80,-80,-100,-77,-66,-54,-66,-80,-83,-84,-70,-100,-100,-76,-81,-77,-73,-73,-100,-100,-100,-100,-88,-100,-72,-100,-100,-100,-84,-55,-72,-100,-100,-69,-77,-55,-80,-71,-54,-83,-88,-73,-87,-100,-87,-82,-70,-67,-54,-100,-72,-100,-85,-86,-100,-87,-67,-100,-65,-76,-86,-100,-67,-100,-100,-100,-72,-72,-57,-72,-100,-100,-77,-100,-100,-79,-74,-100,-76,-100,-81,-78,-72,-78,-73,-100,-100,-100,-100,-100,-100,-75,-100,-81,-74,-100,-74,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-85,-76,-100,-87,-100,-100,-76,-83,-85,-100,-100,-100,-79,-80,-84,-79,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,569,1385420731085
-70,-65,-70,-70,-54,-54,-71,-71,-72,-83,-100,-58,-100,-100,-69,-66,-69,-76,-77,-77,-55,-55,-57,-57,-100,-80,-79,-100,-77,-63,-54,-66,-79,-83,-83,-76,-100,-100,-77,-79,-76,-73,-73,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-84,-54,-72,-100,-100,-69,-76,-55,-80,-76,-54,-84,-88,-73,-85,-100,-87,-85,-75,-67,-54,-100,-72,-100,-86,-100,-100,-100,-68,-77,-66,-79,-100,-100,-67,-100,-100,-100,-72,-72,-57,-72,-100,-100,-76,-100,-100,-100,-74,-100,-76,-100,-81,-79,-72,-78,-72,-100,-100,-100,-100,-100,-100,-80,-84,-81,-74,-100,-75,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-86,-100,-100,-100,-100,-86,-100,-100,-100,-79,-80,-85,-81,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,569,1391803452020
-70,-67,-100,-70,-54,-54,-72,-72,-72,-100,-100,-58,-100,-68,-69,-68,-69,-77,-77,-76,-55,-55,-57,-57,-80,-80,-80,-77,-77,-63,-54,-64,-80,-84,-83,-71,-100,-100,-77,-81,-76,-73,-64,-100,-100,-84,-100,-100,-100,-72,-100,-100,-100,-84,-55,-72,-84,-69,-100,-77,-55,-80,-71,-54,-84,-100,-73,-86,-100,-87,-82,-71,-67,-54,-89,-72,-100,-87,-100,-100,-100,-67,-76,-65,-78,-100,-100,-67,-77,-100,-100,-72,-72,-56,-72,-100,-100,-76,-100,-100,-100,-70,-100,-70,-100,-81,-78,-72,-78,-72,-100,-100,-100,-100,-100,-100,-82,-84,-82,-81,-100,-74,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-88,-100,-100,-100,-100,-86,-100,-100,-100,-79,-80,-85,-81,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,569,1398203126705
-70,-67,-70,-70,-54,-54,-73,-72,-72,-83,-84,-57,-69,-69,-69,-67,-69,-77,-76,-76,-55,-55,-57,-57,-80,-79,-79,-77,-78,-65,-54,-65,-80,-83,-83,-71,-100,-100,-77,-75,-76,-73,-73,-100,-100,-84,-100,-100,-100,-72,-100,-100,-100,-84,-54,-72,-83,-69,-69,-77,-55,-80,-70,-54,-84,-100,-73,-86,-100,-89,-84,-70,-68,-54,-89,-73,-100,-87,-100,-100,-100,-68,-76,-66,-78,-100,-100,-67,-77,-100,-100,-72,-73,-57,-72,-100,-100,-77,-100,-100,-100,-74,-100,-70,-100,-100,-78,-72,-78,-72,-100,-100,-100,-100,-100,-100,-81,-84,-81,-81,-100,-74,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-88,-100,-100,-100,-100,-85,-100,-100,-100,-100,-80,-85,-81,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,569,1404591722484
-68,-60,-70,-68,-51,-51,-72,-72,-72,-83,-84,-57,-69,-69,-76,-67,-69,-78,-78,-77,-47,-47,-54,-55,-80,-80,-80,-74,-74,-70,-54,-69,-80,-83,-83,-70,-100,-100,-78,-80,-77,-73,-73,-100,-100,-82,-100,-100,-100,-78,-100,-100,-100,-100,-51,-72,-83,-69,-69,-78,-47,-81,-70,-54,-84,-100,-73,-86,-100,-89,-78,-70,-67,-53,-87,-77,-100,-87,-86,-100,-100,-66,-74,-66,-76,-86,-100,-67,-73,-100,-100,-78,-78,-54,-78,-100,-100,-77,-100,-100,-80,-74,-89,-78,-100,-100,-76,-77,-76,-100,-100,-100,-100,-100,-100,-100,-82,-100,-81,-81,-100,-74,-100,-79,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-88,-100,-88,-100,-100,-85,-100,-100,-100,-100,-100,-85,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,554,1435070685650
-68,-60,-100,-69,-50,-50,-69,-69,-69,-100,-100,-59,-69,-100,-76,-100,-100,-78,-79,-79,-47,-47,-55,-51,-100,-82,-81,-74,-74,-69,-52,-69,-80,-80,-81,-75,-100,-100,-78,-82,-79,-73,-73,-100,-100,-82,-100,-100,-100,-77,-100,-100,-100,-100,-51,-69,-100,-100,-100,-79,-45,-81,-74,-52,-81,-100,-72,-86,-100,-100,-84,-75,-68,-52,-87,-76,-100,-87,-87,-100,-100,-68,-75,-100,-75,-87,-100,-68,-73,-100,-100,-78,-77,-55,-77,-100,-100,-77,-100,-100,-81,-79,-89,-80,-100,-100,-75,-77,-76,-77,-86,-100,-100,-100,-100,-100,-82,-100,-83,-100,-100,-100,-100,-79,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-84,-100,-84,-100,-100,-100,-87,-100,-100,-100,-79,-85,-79,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,554,1441571493043
-68,-61,-68,-68,-56,-56,-74,-74,-74,-83,-83,-61,-69,-100,-76,-72,-72,-79,-80,-79,-46,-46,-55,-51,-100,-82,-82,-74,-73,-69,-53,-68,-82,-84,-83,-72,-100,-100,-79,-80,-79,-73,-73,-100,-100,-82,-100,-87,-100,-78,-100,-100,-100,-100,-56,-74,-84,-100,-100,-80,-46,-82,-72,-54,-83,-100,-74,-86,-100,-100,-82,-72,-68,-53,-87,-75,-100,-87,-87,-100,-100,-68,-75,-68,-78,-87,-100,-68,-74,-100,-84,-78,-78,-55,-78,-100,-100,-77,-100,-83,-81,-79,-89,-80,-100,-100,-79,-77,-76,-77,-86,-100,-100,-100,-100,-100,-84,-100,-83,-83,-100,-100,-100,-79,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-100,-84,-100,-100,-100,-87,-100,-100,-100,-79,-85,-79,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,554,1447941695228
-68,-61,-68,-68,-50,-50,-69,-69,-69,-83,-83,-67,-100,-100,-75,-70,-74,-76,-76,-77,-44,-44,-52,-51,-100,-82,-81,-74,-73,-69,-53,-68,-81,-84,-83,-72,-100,-100,-78,-80,-78,-73,-73,-100,-100,-100,-100,-87,-100,-74,-100,-100,-100,-100,-50,-69,-84,-100,-100,-77,-45,-81,-72,-54,-83,-100,-74,-86,-100,-100,-79,-72,-65,-53,-100,-76,-100,-83,-87,-100,-100,-65,-75,-68,-75,-87,-100,-65,-74,-100,-84,-74,-75,-55,-75,-100,-100,-78,-100,-83,-83,-81,-100,-81,-100,-100,-75,-76,-75,-76,-88,-100,-100,-100,-100,-100,-84,-100,-83,-83,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-87,-100,-86,-100,-100,-86,-88,-100,-100,-100,-79,-100,-79,-86,-85,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,554,1454295196840
-68,-62,-68,-68,-49,-49,-69,-69,-69,-84,-84,-59,-100,-100,-74,-70,-74,-76,-77,-77,-44,-44,-57,-57,-100,-80,-82,-74,-71,-69,-53,-68,-81,-84,-83,-72,-100,-100,-78,-78,-78,-72,-72,-100,-100,-100,-100,-88,-100,-75,-100,-100,-100,-100,-50,-69,-83,-69,-74,-76,-44,-81,-72,-54,-84,-100,-71,-100,-100,-86,-78,-73,-65,-53,-87,-76,-100,-83,-100,-100,-85,-65,-100,-68,-75,-100,-100,-65,-74,-100,-84,-75,-75,-57,-75,-100,-100,-78,-100,-83,-83,-81,-100,-81,-100,-100,-75,-76,-75,-76,-88,-100,-100,-100,-100,-100,-83,-100,-82,-83,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-86,-100,-86,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-86,-85,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,554,1460919364754
-68,-61,-68,-69,-49,-49,-69,-69,-69,-84,-84,-58,-100,-100,-74,-75,-74,-77,-78,-77,-44,-44,-56,-57,-81,-80,-81,-76,-72,-68,-55,-68,-83,-84,-84,-72,-100,-100,-78,-64,-78,-72,-71,-100,-100,-100,-100,-86,-100,-75,-100,-100,-100,-100,-50,-69,-83,-69,-74,-77,-44,-80,-72,-100,-83,-100,-71,-100,-100,-86,-79,-72,-65,-55,-86,-77,-100,-83,-83,-100,-87,-65,-77,-100,-75,-100,-100,-65,-76,-100,-100,-75,-75,-56,-75,-100,-93,-78,-100,-100,-83,-81,-100,-79,-100,-80,-75,-76,-75,-76,-88,-100,-100,-100,-100,-100,-81,-100,-83,-82,-100,-81,-100,-81,-80,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-77,-86,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-86,-85,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,554,1467755953137
-69,-63,-69,-69,-59,-59,-68,-68,-68,-84,-84,-61,-100,-100,-72,-65,-72,-76,-77,-77,-50,-50,-62,-61,-81,-82,-82,-76,-72,-68,-51,-68,-83,-84,-84,-67,-100,-100,-79,-64,-80,-71,-71,-100,-100,-100,-100,-86,-100,-77,-100,-100,-100,-100,-59,-68,-88,-69,-73,-77,-50,-82,-67,-51,-83,-100,-71,-100,-100,-85,-82,-72,-64,-51,-86,-74,-100,-83,-82,-100,-87,-64,-77,-100,-79,-100,-100,-64,-76,-100,-100,-77,-76,-56,-77,-100,-93,-79,-100,-100,-83,-81,-100,-79,-100,-80,-75,-74,-79,-100,-85,-85,-100,-100,-100,-100,-81,-100,-83,-82,-100,-81,-100,-79,-80,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-82,-77,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,539,1497788875834
-69,-63,-69,-69,-57,-57,-68,-68,-68,-85,-86,-60,-100,-100,-72,-74,-71,-77,-76,-77,-50,-50,-62,-61,-100,-82,-82,-100,-72,-68,-51,-68,-83,-100,-100,-67,-88,-100,-79,-77,-80,-71,-71,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-57,-68,-86,-100,-73,-76,-50,-82,-67,-51,-100,-100,-100,-100,-100,-85,-80,-67,-65,-51,-86,-74,-100,-83,-82,-100,-100,-65,-74,-100,-80,-100,-100,-65,-100,-100,-100,-78,-78,-100,-78,-100,-100,-79,-100,-100,-82,-100,-100,-100,-100,-100,-79,-74,-79,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-100,-83,-100,-83,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-85,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,539,1504381825884
-69,-64,-69,-69,-58,-58,-68,-68,-68,-85,-86,-59,-100,-100,-79,-75,-72,-76,-76,-77,-51,-51,-59,-57,-100,-82,-82,-100,-79,-69,-51,-69,-83,-83,-83,-67,-88,-100,-100,-79,-80,-71,-70,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-58,-68,-86,-100,-100,-76,-50,-82,-67,-51,-83,-100,-71,-100,-100,-85,-80,-67,-65,-51,-87,-74,-100,-84,-100,-85,-85,-65,-74,-68,-82,-100,-100,-65,-100,-100,-100,-79,-79,-100,-79,-100,-100,-79,-100,-100,-82,-100,-84,-79,-100,-100,-82,-74,-81,-74,-100,-100,-100,-100,-100,-100,-82,-100,-82,-100,-100,-79,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-83,-100,-84,-100,-83,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-83,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,539,1510510791558
