72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,b4:5d:50:e1:96:43,38:17:c3:19:45:b1,38:17:c3:19:45:b2,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c3,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,38:17:c3:24:47:51,38:17:c3:1f:14:12,20:a6:cd:42:0a:d1,38:17:c3:24:47:52,38:17:c3:1f:14:11,38:17:c3:1f:19:d1,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:19:d2,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b3,38:17:c3:19:d7:71,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:93,38:17:c3:1f:00:b0,b4:5d:50:e1:96:50,38:17:c3:1f:00:a0,38:17:c3:19:45:b0,44:48:c1:91:d0:11,20:a6:cd:42:0a:c2,9c:d6:43:60:92:e0,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,38:17:c3:24:47:50,38:17:c3:1f:09:90,38:17:c3:1f:19:d0,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,38:17:c3:19:d7:70,44:48:c1:91:aa:30,38:17:c3:19:d7:72,20:a6:cd:42:13:f2,44:48:c1:91:aa:31,20:a6:cd:42:13:f1,20:a6:cd:42:13:f0,38:17:c3:22:61:90,38:17:c3:1f:09:83,20:a6:cd:42:13:e2,38:17:c3:1f:09:80,38:17:c3:1f:14:00,38:17:c3:1a:cf:d2,38:17:c3:1a:cf:d1,38:17:c3:22:61:91,38:17:c3:1a:cf:d0,38:17:c3:19:36:30,38:17:c3:22:5e:f0,b0:b8:67:3d:c2:f2,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:d7:60,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:1f:09:82,44:48:c1:91:d0:04,38:17:c3:1f:09:81,44:48:c1:91:95:a1,44:48:c1:91:95:a3,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,38:17:c3:19:36:32,38:17:c3:22:5e:f2,38:17:c3:22:5e:f1,80:8d:b7:55:25:f3,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:40,38:17:c3:24:56:50,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b8,38:17:c3:1f:19:f2,a8:bd:27:4c:aa:81,38:17:c3:24:56:51,92:32:4b:b2:cc:47,a8:bd:27:4c:aa:80,44:48:c1:91:aa:22,44:48:c1:91:aa:21,38:17:c3:1f:19:f0,44:48:c1:91:aa:20,38:17:c3:1f:1c:10,38:17:c3:1f:19:c2,20:a6:cd:42:13:e1,44:48:c1:91:d0:01,38:17:c3:19:45:a0,20:a6:cd:42:13:e0,86:0d:8e:aa:25:a4,44:48:c1:91:d0:02,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:1f:19:c0,38:17:c3:1f:19:f1,44:48:c1:91:95:a0,44:48:c1:91:95:a2,44:48:c1:91:9d:50,44:48:c1:91:d0:00,b6:e6:2d:69:d5:58,80:8d:b7:55:25:e3,38:17:c3:1f:19:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:f0,38:17:c3:19:36:31,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:29:d0,80:8d:b7:55:25:f2,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:35:13,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:35:10,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:35:11,80:8d:b7:55:35:12,b0:be:76:f8:30:5e,20:a6:cd:50:24:b0,80:8d:b7:55:39:d0,80:8d:b7:55:35:02,80:8d:b7:55:3a:51,ea:9e:b4:53:24:54,68:ff:7b:e4:af:39,80:8d:b7:55:3a:40,80:8d:b7:55:3a:52,02:54:af:fe:54:11,20:a6:cd:50:24:a1,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:71:90,38:17:c3:1e:ff:10,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,68:ff:7b:e4:af:38,38:17:c3:19:71:82,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,38:17:c3:19:71:81,80:8d:b7:55:39:c0,38:17:c3:19:71:80,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:19:36:21,38:17:c3:19:36:22,00:4e:35:df:06:52,38:17:c3:1f:0e:10,38:17:c3:1f:22:31,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,38:17:c3:1f:22:30,38:17:c3:1f:22:32,80:8d:b7:55:29:c0,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,00:4e:35:de:e1:11,00:4e:35:de:e1:12,00:4e:35:df:06:42,00:4e:35:df:06:41,00:4e:35:df:06:40,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:0e:00,38:17:c3:1f:22:21,00:4e:35:de:e1:10,80:8d:b7:55:4d:10,80:8d:b7:55:4d:01,80:8d:b7:55:4d:11,80:8d:b7:55:4d:12,80:8d:b7:55:4d:02,x,y,timestamp
-69,-69,-58,-58,-83,-82,-82,-62,-55,-55,-74,-78,-78,-77,-79,-77,-77,-77,-79,-79,-82,-66,-79,-82,-71,-100,-100,-100,-86,-100,-88,-100,-85,-100,-61,-86,-58,-82,-55,-77,-79,-77,-81,-79,-71,-81,-87,-89,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-66,-66,-84,-77,-100,-100,-100,-73,-84,-84,-100,-100,-100,-100,-78,-88,-100,-100,-100,-62,-100,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-77,-81,-100,-100,-100,-100,-81,-100,-67,-100,-100,-100,-78,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,114,685,1277257945865
-69,-69,-58,-58,-84,-83,-83,-62,-55,-55,-100,-78,-79,-100,-79,-100,-77,-50,-78,-78,-82,-70,-79,-82,-70,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-85,-58,-82,-55,-79,-79,-77,-81,-79,-70,-82,-87,-89,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-77,-100,-100,-66,-66,-100,-76,-100,-100,-100,-76,-100,-85,-100,-100,-100,-100,-78,-100,-100,-100,-100,-62,-100,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-77,-81,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-78,-100,-84,-84,-78,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,114,685,1282874346801
-69,-69,-58,-58,-83,-83,-82,-62,-55,-55,-100,-78,-78,-100,-79,-100,-77,-79,-79,-79,-81,-69,-78,-82,-69,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-84,-58,-83,-56,-79,-79,-78,-82,-78,-69,-82,-87,-89,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-77,-100,-100,-66,-66,-100,-76,-100,-100,-85,-72,-100,-85,-100,-100,-100,-100,-74,-100,-100,-100,-100,-63,-100,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-77,-81,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-78,-100,-84,-84,-78,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,114,685,1288661052371
-69,-69,-58,-58,-84,-83,-83,-63,-55,-55,-100,-80,-79,-100,-79,-100,-77,-79,-79,-79,-82,-70,-79,-82,-70,-100,-100,-100,-87,-100,-100,-100,-100,-100,-73,-86,-57,-83,-56,-79,-79,-77,-82,-79,-70,-82,-87,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-77,-100,-100,-66,-66,-100,-76,-100,-100,-85,-72,-85,-87,-100,-100,-100,-100,-76,-100,-100,-100,-100,-63,-100,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-84,-84,-79,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,114,685,1294375318619
-69,-69,-58,-58,-83,-83,-83,-61,-55,-56,-100,-78,-78,-100,-78,-100,-77,-80,-79,-79,-81,-70,-79,-81,-70,-100,-100,-100,-87,-100,-100,-100,-100,-100,-74,-85,-58,-83,-55,-79,-78,-77,-82,-79,-70,-81,-87,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-66,-66,-100,-100,-100,-100,-83,-75,-85,-87,-100,-100,-100,-100,-75,-100,-100,-100,-100,-63,-100,-73,-100,-100,-74,-100,-100,-88,-100,-100,-100,-100,-100,-81,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-83,-85,-79,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,114,685,1300195937107
-69,-69,-58,-58,-83,-83,-83,-61,-55,-55,-100,-78,-78,-100,-79,-100,-100,-80,-79,-80,-82,-69,-79,-82,-69,-100,-100,-100,-87,-100,-100,-100,-100,-100,-60,-87,-57,-82,-55,-78,-79,-77,-100,-79,-69,-82,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-66,-100,-100,-100,-100,-84,-59,-85,-87,-100,-100,-100,-100,-78,-100,-100,-100,-100,-63,-100,-60,-100,-100,-60,-100,-100,-88,-100,-100,-100,-100,-100,-81,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-84,-85,-79,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,114,685,1305915665281
-69,-72,-59,-59,-84,-85,-86,-66,-54,-55,-82,-77,-77,-100,-82,-100,-80,-74,-80,-80,-82,-70,-80,-82,-70,-100,-85,-85,-84,-100,-100,-100,-100,-84,-77,-87,-58,-84,-55,-77,-82,-77,-86,-81,-70,-82,-83,-100,-100,-87,-83,-100,-83,-100,-100,-100,-100,-100,-81,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-100,-77,-77,-71,-70,-80,-100,-81,-100,-84,-59,-100,-100,-100,-100,-100,-100,-75,-100,-78,-100,-100,-100,-100,-77,-100,-100,-78,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,685,1327044150742
-72,-71,-58,-58,-84,-83,-84,-65,-55,-55,-82,-77,-77,-100,-82,-100,-81,-80,-80,-81,-100,-71,-80,-100,-71,-100,-84,-84,-85,-100,-100,-100,-100,-84,-77,-88,-58,-85,-55,-77,-83,-81,-86,-81,-71,-89,-85,-100,-100,-100,-83,-100,-83,-100,-100,-100,-100,-100,-79,-100,-80,-70,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-81,-77,-77,-71,-70,-81,-100,-80,-100,-100,-74,-100,-100,-100,-100,-100,-100,-75,-79,-78,-100,-100,-62,-100,-77,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-85,-86,-81,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,685,1332871230636
-70,-70,-58,-58,-84,-83,-84,-62,-55,-55,-82,-77,-77,-100,-82,-100,-81,-80,-80,-81,-100,-71,-81,-100,-71,-100,-84,-85,-85,-100,-100,-100,-100,-84,-77,-87,-58,-85,-55,-77,-83,-81,-86,-81,-71,-89,-86,-100,-100,-88,-84,-100,-83,-100,-100,-100,-100,-100,-81,-100,-80,-70,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-81,-77,-77,-71,-71,-81,-100,-80,-100,-100,-74,-100,-100,-100,-100,-100,-100,-75,-79,-78,-100,-100,-69,-100,-77,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-86,-85,-81,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,685,1338926886831
-70,-70,-58,-58,-83,-85,-83,-69,-54,-54,-100,-77,-77,-100,-83,-100,-81,-81,-81,-80,-100,-70,-81,-100,-70,-100,-85,-86,-85,-100,-100,-100,-100,-100,-77,-88,-58,-84,-54,-77,-82,-82,-100,-81,-71,-89,-84,-100,-100,-87,-83,-100,-100,-100,-100,-100,-100,-100,-81,-100,-80,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-70,-70,-81,-78,-80,-100,-100,-73,-100,-88,-100,-100,-100,-100,-73,-80,-100,-100,-100,-70,-100,-77,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-82,-80,-80,-100,-100,-100,-100,-100,-82,-100,-100,-100,-82,-81,-86,-85,-81,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,685,1344831661829
-71,-71,-58,-58,-84,-83,-84,-68,-54,-54,-100,-76,-77,-100,-83,-100,-80,-82,-80,-80,-87,-71,-80,-100,-71,-100,-86,-86,-85,-100,-100,-100,-100,-100,-77,-87,-58,-84,-55,-78,-82,-80,-100,-80,-71,-87,-85,-100,-100,-87,-84,-100,-100,-100,-100,-100,-100,-100,-81,-100,-80,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-71,-70,-81,-78,-81,-100,-100,-73,-100,-88,-100,-100,-100,-100,-69,-80,-100,-100,-87,-70,-100,-77,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-82,-80,-80,-100,-100,-100,-100,-100,-81,-100,-100,-100,-82,-81,-85,-85,-82,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,685,1350581087608
-70,-70,-58,-58,-85,-84,-85,-69,-55,-55,-100,-78,-78,-100,-83,-100,-80,-82,-81,-81,-87,-71,-81,-100,-71,-100,-84,-85,-85,-100,-100,-100,-100,-83,-78,-88,-58,-84,-55,-78,-83,-81,-100,-81,-72,-87,-84,-100,-100,-87,-83,-100,-84,-100,-100,-100,-100,-100,-56,-100,-80,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-70,-70,-81,-77,-81,-100,-100,-73,-100,-88,-100,-100,-100,-100,-73,-80,-100,-100,-87,-70,-100,-78,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-82,-80,-80,-100,-100,-100,-100,-100,-81,-100,-100,-100,-82,-81,-86,-85,-82,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,685,1356434193075
-70,-73,-55,-55,-87,-86,-86,-69,-54,-55,-100,-76,-77,-85,-84,-100,-80,-81,-81,-81,-87,-80,-81,-100,-80,-100,-85,-85,-86,-100,-100,-100,-100,-83,-78,-81,-54,-86,-54,-77,-84,-81,-100,-81,-80,-87,-85,-100,-100,-81,-84,-100,-83,-100,-100,-100,-100,-100,-56,-100,-80,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-70,-70,-81,-77,-81,-100,-100,-73,-81,-81,-100,-100,-100,-100,-73,-80,-100,-100,-87,-100,-100,-78,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-83,-83,-82,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,685,1383609751346
-72,-73,-56,-56,-87,-86,-86,-72,-53,-54,-100,-76,-77,-85,-84,-100,-100,-83,-100,-100,-100,-77,-100,-100,-77,-100,-85,-84,-85,-100,-100,-100,-100,-84,-100,-81,-55,-86,-54,-77,-84,-81,-100,-100,-77,-100,-84,-100,-100,-81,-84,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-81,-82,-100,-100,-100,-100,-74,-77,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,685,1389567400093
-72,-72,-55,-55,-87,-86,-86,-69,-56,-56,-100,-78,-78,-85,-84,-100,-81,-83,-100,-100,-100,-78,-100,-100,-77,-100,-84,-84,-84,-100,-100,-100,-100,-83,-82,-82,-55,-86,-55,-78,-84,-80,-100,-100,-78,-100,-84,-100,-100,-83,-84,-100,-83,-100,-100,-100,-100,-100,-82,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-74,-74,-100,-100,-82,-100,-100,-77,-82,-82,-100,-100,-100,-100,-73,-77,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,685,1394909852956
-72,-72,-55,-55,-85,-86,-86,-55,-55,-55,-82,-78,-78,-100,-84,-100,-80,-82,-86,-86,-100,-77,-85,-100,-77,-100,-85,-85,-84,-100,-100,-100,-100,-83,-81,-81,-55,-86,-56,-78,-86,-80,-100,-86,-77,-100,-85,-100,-100,-82,-83,-100,-84,-100,-100,-100,-100,-100,-81,-100,-82,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-74,-74,-81,-80,-82,-100,-100,-76,-82,-82,-100,-100,-100,-100,-68,-80,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,144,685,1400324666235
