72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,b4:5d:50:e1:96:43,38:17:c3:19:45:b1,38:17:c3:19:45:b2,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c3,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,38:17:c3:24:47:51,38:17:c3:1f:14:12,20:a6:cd:42:0a:d1,38:17:c3:24:47:52,38:17:c3:1f:14:11,38:17:c3:1f:19:d1,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:19:d2,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b3,38:17:c3:19:d7:71,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:93,38:17:c3:1f:00:b0,b4:5d:50:e1:96:50,38:17:c3:1f:00:a0,38:17:c3:19:45:b0,44:48:c1:91:d0:11,20:a6:cd:42:0a:c2,9c:d6:43:60:92:e0,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,38:17:c3:24:47:50,38:17:c3:1f:09:90,38:17:c3:1f:19:d0,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,38:17:c3:19:d7:70,44:48:c1:91:aa:30,38:17:c3:19:d7:72,20:a6:cd:42:13:f2,44:48:c1:91:aa:31,20:a6:cd:42:13:f1,20:a6:cd:42:13:f0,38:17:c3:22:61:90,38:17:c3:1f:09:83,20:a6:cd:42:13:e2,38:17:c3:1f:09:80,38:17:c3:1f:14:00,38:17:c3:1a:cf:d2,38:17:c3:1a:cf:d1,38:17:c3:22:61:91,38:17:c3:1a:cf:d0,38:17:c3:19:36:30,38:17:c3:22:5e:f0,b0:b8:67:3d:c2:f2,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:d7:60,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:1f:09:82,44:48:c1:91:d0:04,38:17:c3:1f:09:81,44:48:c1:91:95:a1,44:48:c1:91:95:a3,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,38:17:c3:19:36:32,38:17:c3:22:5e:f2,38:17:c3:22:5e:f1,80:8d:b7:55:25:f3,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:40,38:17:c3:24:56:50,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b8,38:17:c3:1f:19:f2,a8:bd:27:4c:aa:81,38:17:c3:24:56:51,92:32:4b:b2:cc:47,a8:bd:27:4c:aa:80,44:48:c1:91:aa:22,44:48:c1:91:aa:21,38:17:c3:1f:19:f0,44:48:c1:91:aa:20,38:17:c3:1f:1c:10,38:17:c3:1f:19:c2,20:a6:cd:42:13:e1,44:48:c1:91:d0:01,38:17:c3:19:45:a0,20:a6:cd:42:13:e0,86:0d:8e:aa:25:a4,44:48:c1:91:d0:02,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:1f:19:c0,38:17:c3:1f:19:f1,44:48:c1:91:95:a0,44:48:c1:91:95:a2,44:48:c1:91:9d:50,44:48:c1:91:d0:00,b6:e6:2d:69:d5:58,80:8d:b7:55:25:e3,38:17:c3:1f:19:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:f0,38:17:c3:19:36:31,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:29:d0,80:8d:b7:55:25:f2,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:35:13,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:35:10,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:35:11,80:8d:b7:55:35:12,b0:be:76:f8:30:5e,20:a6:cd:50:24:b0,80:8d:b7:55:39:d0,80:8d:b7:55:35:02,80:8d:b7:55:3a:51,ea:9e:b4:53:24:54,68:ff:7b:e4:af:39,80:8d:b7:55:3a:40,80:8d:b7:55:3a:52,02:54:af:fe:54:11,20:a6:cd:50:24:a1,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:71:90,38:17:c3:1e:ff:10,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,68:ff:7b:e4:af:38,38:17:c3:19:71:82,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,38:17:c3:19:71:81,80:8d:b7:55:39:c0,38:17:c3:19:71:80,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:19:36:21,38:17:c3:19:36:22,00:4e:35:df:06:52,38:17:c3:1f:0e:10,38:17:c3:1f:22:31,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,38:17:c3:1f:22:30,38:17:c3:1f:22:32,80:8d:b7:55:29:c0,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,00:4e:35:de:e1:11,00:4e:35:de:e1:12,00:4e:35:df:06:42,00:4e:35:df:06:41,00:4e:35:df:06:40,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:0e:00,38:17:c3:1f:22:21,00:4e:35:de:e1:10,80:8d:b7:55:4d:10,80:8d:b7:55:4d:01,80:8d:b7:55:4d:11,80:8d:b7:55:4d:12,80:8d:b7:55:4d:02,x,y,timestamp
-87,-100,-66,-66,-100,-100,-100,-83,-67,-68,-100,-70,-70,-100,-100,-100,-100,-89,-100,-100,-100,-80,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-66,-100,-67,-70,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-67,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-84,-61,-59,-100,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-61,-66,-66,-62,-66,-66,-85,-100,-85,-84,-100,-85,-100,-84,-84,-100,-86,-85,-86,-100,-85,-85,-100,-100,-85,-100,-100,-100,-88,-86,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,339,685,2045055995572
-87,-86,-67,-67,-100,-100,-100,-78,-66,-66,-100,-69,-69,-100,-100,-100,-100,-89,-100,-100,-100,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-66,-100,-66,-69,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-67,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-85,-63,-59,-100,-100,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-82,-100,-61,-62,-66,-66,-61,-66,-66,-84,-100,-84,-84,-89,-84,-100,-84,-86,-100,-86,-85,-86,-100,-85,-85,-100,-100,-85,-85,-100,-100,-88,-86,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,339,685,2050653661977
-87,-87,-67,-68,-100,-100,-100,-82,-66,-66,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-67,-100,-67,-71,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-71,-100,-71,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-67,-67,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-58,-59,-100,-100,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-61,-61,-66,-66,-62,-66,-66,-86,-100,-85,-83,-89,-84,-100,-84,-86,-100,-86,-85,-86,-100,-87,-86,-100,-100,-100,-85,-100,-100,-100,-86,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,339,685,2056379517339
-100,-86,-68,-68,-100,-100,-100,-83,-67,-68,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-67,-100,-68,-71,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-71,-100,-71,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-67,-100,-67,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-88,-100,-100,-100,-100,-100,-84,-60,-58,-100,-100,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-82,-100,-61,-61,-65,-65,-61,-65,-66,-84,-100,-85,-82,-89,-85,-100,-100,-85,-100,-100,-86,-85,-100,-87,-86,-100,-100,-100,-85,-100,-100,-100,-86,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,339,685,2061925748483
-100,-87,-68,-68,-100,-100,-100,-83,-63,-62,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-67,-100,-63,-71,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-73,-100,-72,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-67,-100,-67,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-88,-100,-100,-100,-100,-100,-85,-57,-59,-100,-100,-88,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-82,-100,-61,-61,-66,-66,-57,-66,-66,-86,-100,-87,-82,-100,-86,-83,-84,-86,-100,-100,-86,-85,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-86,-100,-87,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,339,685,2067412768116
-100,-87,-70,-69,-100,-100,-100,-83,-68,-69,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-70,-100,-68,-64,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-73,-100,-72,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-67,-100,-67,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-64,-100,-100,-100,-100,-100,-81,-61,-59,-100,-100,-88,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-80,-100,-61,-61,-62,-62,-57,-62,-62,-82,-100,-81,-82,-100,-81,-83,-84,-85,-100,-100,-85,-85,-100,-100,-100,-100,-100,-85,-100,-85,-100,-100,-100,-85,-87,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,354,685,2088455029098
-100,-100,-69,-70,-100,-100,-100,-100,-68,-69,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-69,-100,-68,-66,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-64,-100,-100,-100,-100,-100,-81,-58,-67,-100,-100,-87,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-64,-65,-63,-63,-64,-63,-63,-81,-88,-81,-100,-100,-81,-100,-100,-87,-100,-100,-86,-85,-100,-100,-100,-100,-100,-85,-100,-85,-100,-100,-100,-85,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,354,685,2093759508158
-100,-100,-69,-70,-100,-100,-100,-81,-68,-69,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-69,-100,-68,-66,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-72,-100,-71,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-65,-100,-65,-100,-100,-100,-89,-100,-100,-100,-86,-100,-100,-76,-100,-100,-100,-100,-100,-81,-55,-65,-100,-100,-87,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-64,-63,-63,-63,-65,-63,-63,-81,-88,-81,-82,-100,-81,-100,-100,-85,-100,-100,-86,-85,-82,-100,-100,-100,-100,-85,-100,-85,-100,-88,-100,-85,-100,-100,-100,-85,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,354,685,2099197181593
-100,-100,-70,-69,-100,-100,-100,-80,-67,-67,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-69,-100,-67,-66,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-65,-65,-65,-100,-100,-100,-89,-100,-100,-100,-86,-100,-100,-76,-100,-100,-100,-100,-100,-81,-59,-66,-100,-100,-87,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-63,-100,-64,-64,-63,-63,-64,-63,-63,-81,-88,-81,-83,-100,-80,-100,-100,-87,-100,-100,-85,-85,-82,-82,-82,-100,-100,-100,-100,-86,-89,-88,-82,-85,-100,-100,-100,-86,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,354,685,2104243578935
-100,-100,-70,-70,-100,-100,-100,-83,-67,-66,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-69,-100,-67,-66,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-86,-100,-100,-84,-100,-100,-100,-100,-87,-100,-100,-65,-64,-65,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-81,-57,-66,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-66,-65,-100,-100,-100,-100,-100,-100,-100,-83,-100,-64,-64,-63,-63,-64,-63,-63,-81,-100,-81,-83,-100,-81,-74,-73,-86,-100,-100,-86,-86,-82,-82,-82,-100,-100,-100,-100,-86,-89,-88,-82,-85,-100,-100,-100,-86,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,354,685,2109861911589
-100,-100,-70,-70,-100,-100,-100,-82,-67,-67,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-69,-100,-67,-66,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-71,-100,-72,-100,-100,-100,-100,-100,-86,-100,-100,-84,-100,-100,-100,-100,-88,-100,-100,-100,-64,-65,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-80,-57,-66,-100,-100,-85,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-66,-65,-100,-100,-100,-100,-100,-100,-100,-80,-100,-64,-64,-63,-63,-64,-63,-63,-81,-100,-81,-84,-100,-81,-74,-73,-85,-100,-100,-86,-85,-100,-82,-82,-100,-100,-100,-100,-86,-89,-89,-83,-85,-100,-100,-100,-86,-78,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,354,685,2115533537368
-100,-100,-69,-69,-100,-100,-100,-83,-67,-67,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-69,-100,-67,-73,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-69,-100,-69,-100,-100,-100,-100,-100,-86,-100,-100,-83,-100,-100,-100,-100,-85,-100,-100,-65,-65,-65,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-86,-100,-100,-85,-100,-100,-76,-55,-86,-100,-100,-78,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-75,-100,-64,-64,-68,-68,-64,-68,-68,-75,-100,-76,-80,-100,-76,-79,-73,-82,-100,-100,-82,-84,-100,-82,-82,-100,-100,-82,-81,-86,-100,-89,-82,-83,-100,-100,-100,-83,-76,-87,-85,-85,-86,-87,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,369,685,2138987035745
-100,-100,-70,-70,-100,-100,-100,-84,-67,-68,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-70,-100,-100,-74,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-69,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-86,-100,-100,-64,-65,-64,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-80,-100,-100,-86,-100,-100,-77,-59,-68,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-75,-100,-71,-71,-69,-69,-71,-69,-69,-77,-85,-76,-80,-89,-76,-79,-100,-83,-100,-100,-82,-85,-100,-84,-84,-100,-100,-82,-83,-100,-100,-100,-84,-83,-100,-100,-100,-84,-76,-100,-85,-85,-86,-87,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,369,685,2144781186524
-100,-100,-70,-70,-100,-100,-100,-80,-67,-67,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-70,-100,-66,-74,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-69,-100,-69,-100,-100,-100,-100,-100,-86,-100,-100,-83,-100,-100,-100,-100,-86,-100,-100,-64,-64,-64,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-80,-100,-100,-85,-100,-100,-77,-61,-69,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-76,-100,-71,-71,-69,-69,-71,-69,-69,-76,-85,-76,-82,-89,-76,-79,-100,-82,-81,-80,-83,-84,-100,-84,-84,-100,-100,-82,-83,-100,-100,-100,-84,-83,-100,-100,-100,-84,-77,-100,-85,-85,-85,-85,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,369,685,2150425479751
-100,-100,-71,-71,-100,-100,-100,-80,-69,-68,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-70,-100,-69,-74,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-69,-100,-69,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-65,-65,-65,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-76,-56,-70,-100,-100,-78,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-71,-72,-70,-71,-73,-70,-70,-76,-85,-76,-80,-89,-76,-79,-79,-82,-81,-80,-83,-84,-80,-84,-84,-100,-100,-82,-83,-77,-100,-86,-82,-84,-86,-100,-100,-83,-77,-100,-85,-85,-85,-85,-85,-86,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,369,685,2156283965738
-100,-100,-72,-72,-100,-100,-100,-80,-66,-66,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-70,-100,-66,-73,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-69,-100,-69,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-64,-64,-64,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-86,-100,-100,-86,-100,-100,-76,-55,-69,-100,-100,-78,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-78,-100,-72,-72,-70,-70,-72,-70,-70,-76,-84,-76,-80,-89,-76,-79,-80,-83,-81,-81,-83,-84,-80,-83,-83,-100,-100,-83,-83,-86,-100,-86,-88,-84,-89,-100,-100,-84,-78,-100,-84,-86,-85,-85,-86,-86,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,369,685,2162177766205
