38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:19:55:42,68:ff:7b:e4:af:38,b0:be:76:f8:30:5e,38:17:c3:24:58:b2,38:17:c3:24:58:b1,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:19:55:50,38:17:c3:1e:fc:b0,38:17:c3:24:58:b0,00:4e:35:df:06:52,80:8d:b7:55:3a:50,32:f7:72:50:57:3b,70:56:81:c9:91:ab,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,68:ff:7b:e4:af:39,38:17:c3:1e:fc:a0,66:2a:2f:53:7c:99,64:e5:99:c3:13:3c,38:17:c3:24:58:a0,38:17:c3:24:58:a1,56:13:79:14:54:6d,20:4e:7f:c2:ff:e8,80:8d:b7:55:3a:51,00:4e:35:df:06:40,80:8d:b7:55:3a:52,00:4e:35:df:06:42,00:4e:35:de:e1:12,38:17:c3:19:55:41,44:48:c1:a5:82:32,44:48:c1:a5:82:31,38:17:c3:1f:08:52,38:17:c3:1f:08:51,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,44:48:c1:a5:82:21,38:17:c3:19:55:40,44:48:c1:a5:82:30,38:17:c3:1f:08:50,80:8d:b7:55:39:d0,44:48:c1:a5:82:22,38:17:c3:24:58:a2,44:48:c1:a5:82:20,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:11,38:17:c3:1f:01:92,38:17:c3:1f:01:91,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:35:03,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e3,80:8d:b7:55:39:c2,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1e:ff:11,b4:5d:50:e1:92:33,38:17:c3:1e:ff:12,38:17:c3:19:45:b1,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:45:b2,20:a6:cd:50:24:a2,38:17:c3:19:45:a1,38:17:c3:19:45:a2,20:a6:cd:50:24:a1,60:32:b1:3e:1a:b8,20:a6:cd:42:0b:f3,b4:5d:50:e1:92:23,38:17:c3:1f:09:83,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,38:17:c3:1f:01:90,80:8d:b7:55:35:00,80:8d:b7:55:25:f0,38:17:c3:19:d7:70,80:8d:b7:55:25:e0,20:a6:cd:50:24:b0,38:17:c3:1e:ff:10,38:17:c3:19:45:b0,38:17:c3:19:d7:60,38:17:c3:1f:09:90,38:17:c3:19:45:a0,20:a6:cd:42:0b:f0,38:17:c3:1f:01:81,38:17:c3:1f:01:82,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,38:17:c3:1f:01:80,38:17:c3:1f:22:30,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,38:17:c3:1f:09:91,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,b4:5d:50:e1:92:31,00:4e:35:de:e1:11,00:4e:35:de:e1:10,a8:bd:27:4c:bd:31,b4:5d:50:e1:96:50,38:17:c3:19:71:90,a8:bd:27:4c:bd:30,38:17:c3:1f:09:93,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:43,80:8d:b7:55:39:c1,a8:bd:27:4c:bd:32,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:20,80:8d:b7:55:39:c0,20:a6:cd:50:24:a0,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,38:17:c3:1f:22:31,38:17:c3:1f:09:92,38:17:c3:1f:22:32,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,00:4e:35:df:06:41,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:19:71:91,80:8d:b7:55:3a:40,00:4e:35:de:e1:01,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1e:ff:00,38:17:c3:19:71:92,00:4e:35:de:e1:00,00:4e:35:de:e1:02,38:17:c3:1f:08:42,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:1f:08:40,a8:bd:27:4c:bd:22,38:17:c3:1f:22:21,00:4e:35:df:0e:12,44:48:c1:91:95:b1,44:48:c1:91:95:b0,00:4e:35:de:d7:53,38:17:c3:1f:08:41,00:4e:35:de:d7:52,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:1f:22:22,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:de:d7:43,38:17:c3:1f:22:20,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,00:4e:35:de:d7:42,38:17:c3:19:36:30,9c:d6:43:60:92:e0,00:4e:35:de:d7:41,00:4e:35:de:d7:40,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:20,00:4e:35:df:0e:02,00:4e:35:df:0e:00,00:4e:35:df:0e:01,38:17:c3:24:4f:12,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,38:17:c3:24:4f:11,38:17:c3:1f:0f:90,38:17:c3:24:4f:10,38:17:c3:24:4f:00,38:17:c3:24:4f:01,38:17:c3:1b:08:b0,38:17:c3:1b:08:a0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,38:17:c3:1b:08:a1,38:17:c3:24:4f:02,38:17:c3:1b:08:a2,00:4e:35:df:27:11,00:4e:35:df:27:10,00:4e:35:df:27:00,00:4e:35:df:27:02,x,y,timestamp
-67,-67,-100,-100,-100,-81,-67,-100,-100,-65,-65,-67,-100,-100,-65,-63,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-63,-70,-63,-71,-77,-100,-59,-59,-85,-100,-60,-60,-59,-100,-58,-100,-60,-59,-100,-100,-74,-100,-75,-72,-72,-72,-87,-88,-66,-100,-100,-67,-70,-100,-72,-72,-72,-70,-58,-82,-82,-73,-73,-81,-86,-87,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-76,-100,-75,-72,-88,-100,-72,-82,-74,-87,-100,-89,-100,-100,-100,-100,-100,-100,-81,-81,-100,-85,-73,-72,-100,-100,-100,-100,-72,-77,-77,-82,-100,-85,-83,-100,-100,-100,-57,-83,-85,-80,-57,-100,-100,-80,-100,-100,-85,-100,-100,-64,-65,-70,-100,-100,-86,-64,-79,-100,-100,-100,-85,-79,-79,-100,-81,-100,-100,-80,-100,-85,-100,-100,-77,-100,-77,-77,-77,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,484,1505836795778
-67,-68,-100,-100,-100,-82,-67,-100,-100,-65,-64,-68,-100,-100,-65,-62,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-62,-70,-62,-71,-76,-100,-60,-60,-100,-100,-60,-60,-100,-100,-59,-100,-60,-100,-100,-100,-74,-75,-75,-71,-72,-72,-88,-100,-63,-100,-100,-68,-100,-70,-73,-73,-73,-72,-57,-82,-81,-73,-74,-81,-86,-87,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-76,-100,-76,-72,-86,-100,-73,-82,-73,-86,-88,-88,-100,-100,-100,-100,-100,-100,-77,-81,-100,-86,-73,-73,-100,-100,-100,-100,-73,-76,-75,-82,-100,-85,-100,-100,-100,-100,-57,-80,-85,-79,-57,-100,-80,-79,-100,-100,-85,-100,-100,-64,-65,-70,-100,-100,-86,-64,-79,-100,-100,-100,-85,-79,-79,-100,-81,-100,-100,-80,-84,-100,-100,-100,-77,-100,-77,-78,-78,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,484,1512403107703
-67,-67,-100,-100,-100,-82,-67,-100,-100,-68,-68,-68,-100,-100,-68,-63,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-63,-70,-63,-70,-76,-100,-59,-59,-100,-100,-60,-60,-60,-100,-58,-100,-60,-59,-100,-60,-76,-75,-75,-71,-71,-71,-88,-100,-64,-77,-77,-68,-100,-70,-73,-73,-73,-72,-58,-81,-81,-73,-74,-80,-86,-87,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-77,-100,-76,-71,-86,-100,-73,-82,-73,-87,-88,-88,-100,-100,-100,-100,-100,-100,-77,-78,-100,-85,-73,-73,-100,-100,-100,-100,-73,-76,-75,-81,-100,-85,-81,-100,-100,-100,-58,-81,-85,-80,-58,-100,-81,-81,-100,-100,-85,-100,-100,-64,-64,-70,-100,-100,-86,-64,-79,-100,-100,-100,-100,-79,-79,-100,-81,-100,-100,-80,-84,-100,-100,-100,-77,-100,-77,-77,-77,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,484,1518858137336
-67,-70,-100,-100,-100,-82,-60,-100,-100,-69,-69,-69,-100,-100,-68,-58,-100,-100,-100,-100,-75,-100,-80,-100,-100,-100,-100,-100,-58,-67,-58,-70,-72,-100,-63,-63,-83,-83,-57,-57,-61,-100,-60,-84,-57,-60,-100,-60,-76,-69,-75,-71,-70,-70,-88,-100,-69,-77,-77,-72,-71,-71,-75,-74,-75,-72,-57,-81,-81,-73,-74,-81,-84,-84,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-77,-100,-76,-70,-86,-71,-75,-81,-73,-84,-88,-88,-100,-100,-100,-100,-100,-100,-81,-81,-100,-81,-77,-77,-100,-100,-100,-100,-76,-72,-72,-80,-100,-100,-80,-100,-100,-100,-57,-79,-100,-80,-57,-100,-81,-81,-81,-100,-100,-100,-100,-62,-62,-67,-100,-100,-100,-62,-77,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-84,-100,-100,-100,-78,-100,-78,-78,-79,-100,-86,-100,-86,-100,-82,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,467,1550986839719
-100,-69,-100,-100,-100,-100,-58,-100,-100,-68,-63,-69,-100,-100,-68,-58,-100,-100,-100,-100,-75,-100,-76,-100,-100,-100,-100,-100,-59,-67,-58,-66,-73,-100,-58,-58,-83,-83,-60,-60,-63,-100,-58,-84,-60,-63,-100,-63,-100,-69,-100,-72,-73,-73,-87,-100,-65,-100,-100,-68,-71,-71,-74,-73,-74,-72,-61,-81,-81,-70,-100,-81,-84,-84,-87,-75,-100,-86,-100,-81,-86,-100,-100,-100,-100,-80,-100,-77,-100,-100,-73,-89,-71,-74,-81,-100,-84,-88,-86,-100,-100,-100,-100,-100,-100,-80,-81,-100,-81,-76,-75,-100,-100,-100,-100,-75,-74,-74,-80,-100,-81,-80,-100,-100,-100,-61,-80,-100,-78,-61,-100,-77,-77,-81,-100,-100,-100,-100,-63,-63,-66,-100,-100,-81,-63,-75,-100,-100,-100,-80,-78,-76,-100,-100,-100,-100,-100,-100,-87,-100,-86,-79,-100,-79,-78,-80,-100,-100,-100,-100,-100,-82,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,467,1557565683519
-69,-69,-100,-100,-100,-78,-43,-100,-100,-69,-70,-69,-100,-100,-69,-59,-100,-100,-100,-100,-75,-100,-72,-100,-100,-100,-100,-100,-58,-67,-58,-66,-74,-100,-59,-59,-83,-83,-60,-60,-63,-100,-59,-84,-60,-63,-100,-63,-100,-70,-71,-72,-73,-73,-87,-100,-65,-100,-100,-68,-71,-71,-74,-74,-74,-75,-58,-82,-82,-70,-100,-78,-84,-84,-86,-75,-100,-86,-100,-81,-86,-100,-100,-100,-100,-67,-100,-77,-100,-72,-73,-89,-71,-74,-82,-71,-84,-86,-86,-100,-100,-100,-100,-100,-100,-80,-81,-100,-81,-76,-75,-100,-100,-100,-100,-75,-74,-74,-80,-100,-81,-80,-100,-100,-100,-62,-80,-100,-79,-61,-100,-79,-78,-81,-100,-100,-100,-100,-63,-63,-66,-100,-100,-81,-63,-75,-100,-100,-100,-80,-75,-76,-83,-100,-100,-100,-100,-83,-86,-100,-86,-78,-100,-77,-77,-77,-82,-100,-100,-100,-81,-82,-86,-82,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,467,1563917327319
-69,-69,-100,-100,-100,-78,-57,-100,-100,-69,-70,-69,-100,-100,-69,-58,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-58,-66,-58,-67,-74,-100,-59,-59,-100,-100,-60,-60,-63,-100,-59,-100,-60,-63,-100,-62,-100,-70,-71,-73,-73,-73,-87,-100,-65,-100,-100,-70,-71,-70,-74,-74,-74,-73,-61,-82,-81,-71,-100,-80,-85,-85,-88,-76,-100,-86,-84,-83,-86,-100,-100,-100,-100,-79,-100,-77,-100,-72,-73,-89,-71,-75,-81,-71,-86,-88,-86,-83,-100,-100,-100,-100,-100,-80,-80,-100,-81,-76,-76,-100,-100,-100,-100,-76,-74,-74,-100,-100,-80,-100,-100,-100,-100,-61,-80,-100,-79,-61,-100,-79,-78,-100,-100,-100,-100,-100,-63,-63,-67,-100,-100,-81,-63,-75,-85,-85,-100,-81,-75,-76,-83,-100,-100,-100,-100,-83,-86,-85,-86,-79,-100,-78,-78,-78,-82,-100,-100,-100,-81,-82,-86,-82,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,467,1570779632368
-69,-70,-100,-100,-100,-77,-57,-100,-100,-69,-68,-69,-100,-100,-69,-58,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-58,-67,-58,-66,-74,-100,-59,-59,-100,-100,-60,-60,-62,-100,-59,-100,-60,-62,-100,-62,-100,-72,-72,-72,-71,-71,-100,-100,-65,-100,-100,-69,-71,-70,-73,-74,-75,-72,-61,-82,-81,-71,-100,-77,-85,-85,-86,-76,-100,-85,-84,-83,-85,-100,-100,-100,-100,-81,-100,-100,-100,-72,-72,-89,-70,-75,-81,-71,-86,-86,-86,-83,-100,-100,-100,-100,-100,-82,-80,-100,-80,-76,-76,-100,-100,-100,-100,-76,-74,-74,-100,-100,-80,-100,-100,-100,-100,-61,-79,-100,-79,-61,-100,-79,-78,-100,-100,-100,-100,-100,-63,-63,-66,-100,-100,-81,-63,-75,-85,-85,-100,-81,-75,-76,-83,-100,-100,-100,-100,-83,-86,-85,-86,-78,-100,-77,-78,-79,-82,-100,-100,-100,-81,-82,-86,-82,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,467,1577575647938
-69,-70,-100,-100,-100,-77,-56,-100,-100,-69,-69,-69,-100,-100,-69,-58,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-58,-66,-58,-66,-74,-100,-59,-59,-85,-83,-60,-60,-62,-100,-59,-84,-60,-61,-100,-62,-76,-72,-72,-72,-71,-71,-100,-100,-67,-76,-75,-69,-71,-71,-74,-74,-75,-72,-62,-81,-81,-71,-100,-77,-84,-84,-86,-75,-100,-85,-82,-83,-85,-100,-100,-100,-100,-81,-100,-100,-100,-72,-72,-89,-71,-77,-83,-100,-84,-86,-86,-82,-100,-100,-100,-100,-100,-81,-82,-100,-80,-75,-75,-100,-100,-100,-100,-75,-74,-73,-81,-100,-80,-80,-100,-100,-100,-62,-80,-100,-100,-61,-100,-100,-78,-100,-100,-100,-100,-100,-64,-63,-66,-100,-100,-81,-63,-100,-86,-87,-100,-81,-100,-100,-83,-100,-100,-100,-100,-84,-86,-86,-85,-78,-83,-79,-78,-78,-83,-85,-86,-100,-82,-83,-82,-82,-79,-100,-87,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,467,1584215925540
-72,-72,-100,-100,-100,-77,-62,-100,-100,-70,-70,-69,-100,-100,-70,-54,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-54,-68,-54,-68,-75,-100,-62,-62,-82,-83,-57,-57,-63,-100,-62,-84,-57,-63,-100,-64,-74,-68,-72,-70,-70,-70,-100,-100,-64,-76,-75,-71,-71,-71,-74,-74,-73,-53,-61,-82,-82,-68,-100,-77,-84,-84,-86,-80,-100,-85,-82,-83,-85,-100,-100,-100,-100,-82,-100,-100,-100,-68,-70,-89,-71,-74,-83,-100,-84,-87,-86,-82,-100,-100,-100,-100,-100,-81,-81,-100,-80,-81,-80,-100,-100,-100,-100,-80,-75,-76,-81,-100,-83,-80,-100,-100,-100,-62,-81,-100,-100,-62,-100,-100,-82,-100,-100,-100,-100,-100,-62,-62,-68,-100,-100,-82,-62,-77,-86,-87,-100,-83,-100,-78,-83,-100,-100,-82,-100,-84,-85,-86,-85,-79,-83,-79,-79,-80,-83,-85,-86,-100,-82,-83,-82,-82,-79,-100,-87,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,450,1614142024539
-72,-72,-100,-100,-100,-100,-61,-100,-100,-69,-69,-100,-100,-100,-67,-60,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-60,-68,-60,-69,-74,-100,-61,-61,-83,-82,-58,-58,-63,-100,-62,-82,-59,-63,-100,-64,-76,-68,-100,-70,-70,-70,-100,-100,-73,-76,-76,-65,-72,-100,-69,-69,-70,-53,-62,-81,-80,-68,-100,-82,-85,-85,-100,-83,-100,-100,-80,-80,-100,-100,-100,-100,-100,-82,-100,-100,-100,-68,-70,-100,-72,-70,-80,-100,-85,-87,-100,-80,-100,-100,-100,-100,-100,-100,-82,-100,-83,-84,-84,-100,-100,-100,-100,-84,-74,-74,-100,-100,-83,-100,-100,-100,-100,-62,-81,-100,-78,-61,-100,-100,-82,-83,-100,-83,-100,-100,-62,-62,-69,-100,-100,-82,-62,-78,-100,-100,-100,-83,-79,-78,-100,-100,-100,-82,-100,-100,-85,-100,-100,-84,-100,-83,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,450,1621074729797
-70,-70,-100,-100,-100,-75,-60,-100,-100,-66,-69,-70,-100,-100,-66,-60,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-60,-68,-60,-72,-76,-100,-62,-62,-83,-82,-62,-62,-58,-100,-62,-82,-62,-62,-100,-62,-74,-71,-71,-70,-71,-71,-100,-100,-62,-74,-74,-65,-72,-100,-76,-76,-76,-58,-60,-81,-80,-68,-59,-84,-85,-85,-100,-80,-100,-100,-80,-80,-100,-100,-100,-100,-100,-82,-100,-100,-100,-71,-71,-100,-71,-76,-82,-100,-85,-87,-100,-80,-100,-100,-100,-100,-100,-85,-82,-100,-84,-80,-80,-100,-100,-100,-100,-80,-75,-75,-84,-100,-83,-83,-100,-100,-100,-51,-83,-100,-78,-50,-100,-100,-82,-83,-100,-83,-100,-100,-63,-54,-72,-100,-100,-82,-50,-77,-100,-100,-100,-83,-79,-77,-100,-81,-100,-82,-81,-100,-85,-100,-100,-82,-100,-82,-81,-82,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,450,1627582300315
-68,-68,-100,-100,-100,-75,-59,-100,-100,-68,-68,-68,-100,-100,-68,-60,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-59,-67,-59,-67,-74,-100,-64,-64,-83,-82,-65,-64,-71,-100,-64,-82,-64,-62,-100,-62,-73,-71,-71,-71,-71,-71,-100,-87,-72,-74,-74,-65,-72,-71,-76,-75,-76,-58,-64,-81,-81,-100,-59,-84,-85,-85,-100,-81,-100,-86,-80,-80,-87,-84,-100,-100,-83,-82,-100,-82,-100,-71,-71,-89,-71,-76,-82,-74,-85,-87,-87,-80,-100,-100,-100,-100,-100,-85,-82,-100,-85,-82,-82,-100,-100,-100,-100,-81,-75,-75,-80,-100,-83,-83,-100,-100,-100,-64,-81,-100,-84,-64,-100,-82,-82,-83,-100,-83,-100,-100,-58,-59,-67,-100,-100,-100,-58,-77,-100,-100,-100,-100,-77,-76,-100,-81,-100,-100,-81,-100,-86,-100,-100,-79,-100,-80,-79,-79,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,450,1634247205781
-68,-68,-100,-100,-100,-76,-58,-100,-100,-68,-68,-69,-100,-100,-68,-59,-100,-100,-100,-100,-79,-100,-73,-100,-100,-100,-100,-100,-59,-67,-59,-67,-71,-100,-64,-64,-100,-100,-63,-63,-71,-66,-64,-100,-63,-63,-100,-62,-73,-73,-72,-71,-71,-71,-100,-89,-65,-74,-74,-100,-100,-71,-76,-75,-76,-71,-63,-81,-82,-100,-59,-89,-100,-100,-100,-81,-100,-88,-100,-100,-86,-84,-100,-100,-83,-100,-100,-82,-100,-73,-71,-87,-71,-77,-82,-74,-100,-87,-88,-100,-100,-100,-100,-100,-100,-84,-100,-100,-85,-81,-81,-100,-100,-100,-100,-81,-71,-72,-81,-100,-83,-83,-100,-100,-100,-63,-81,-100,-82,-62,-100,-83,-83,-100,-100,-84,-100,-100,-58,-58,-67,-100,-100,-100,-58,-78,-100,-100,-100,-100,-77,-78,-100,-81,-100,-100,-81,-100,-86,-100,-100,-80,-100,-80,-80,-80,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,450,1641103580310
-68,-68,-100,-100,-100,-76,-59,-100,-100,-65,-65,-68,-100,-100,-65,-59,-100,-100,-100,-100,-79,-100,-76,-100,-100,-100,-100,-100,-59,-67,-59,-68,-76,-100,-64,-64,-82,-81,-62,-62,-63,-66,-64,-81,-62,-63,-100,-63,-74,-73,-72,-71,-71,-71,-100,-89,-65,-100,-73,-72,-73,-73,-76,-74,-76,-72,-63,-82,-82,-73,-73,-80,-86,-86,-100,-81,-100,-88,-79,-78,-86,-84,-100,-100,-83,-86,-100,-82,-100,-73,-71,-87,-73,-76,-82,-73,-86,-87,-88,-78,-100,-100,-100,-100,-100,-84,-87,-100,-84,-81,-81,-100,-100,-100,-100,-81,-76,-76,-81,-100,-83,-81,-100,-100,-100,-62,-80,-100,-82,-62,-100,-83,-83,-100,-100,-83,-100,-100,-60,-60,-67,-100,-100,-100,-60,-78,-100,-100,-100,-100,-79,-78,-83,-100,-83,-100,-100,-100,-86,-100,-100,-80,-82,-80,-80,-80,-100,-100,-100,-100,-100,-83,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,450,1647696430620
-70,-70,-100,-100,-100,-77,-57,-100,-100,-67,-67,-70,-100,-100,-67,-54,-100,-100,-100,-100,-79,-100,-77,-100,-100,-100,-100,-100,-54,-69,-54,-69,-69,-100,-66,-65,-80,-80,-64,-64,-68,-66,-62,-80,-64,-68,-100,-68,-74,-70,-70,-69,-71,-69,-100,-89,-62,-100,-73,-72,-73,-73,-72,-72,-72,-74,-57,-81,-81,-73,-73,-60,-86,-86,-100,-85,-100,-88,-79,-78,-86,-100,-100,-100,-100,-86,-100,-100,-100,-70,-69,-87,-73,-72,-81,-73,-86,-100,-88,-80,-100,-100,-100,-100,-100,-84,-87,-100,-82,-85,-84,-100,-100,-100,-100,-85,-69,-69,-80,-100,-83,-81,-100,-100,-100,-58,-80,-100,-82,-58,-100,-83,-83,-83,-100,-82,-100,-100,-63,-63,-67,-100,-100,-100,-64,-78,-100,-100,-100,-82,-79,-78,-83,-100,-83,-100,-100,-100,-87,-100,-100,-77,-82,-77,-77,-78,-100,-100,-100,-100,-100,-83,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,433,1690555710760
-69,-69,-100,-100,-100,-77,-57,-100,-100,-67,-67,-70,-100,-100,-67,-55,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-55,-69,-55,-69,-70,-100,-64,-63,-80,-80,-63,-63,-68,-100,-63,-80,-63,-68,-100,-68,-100,-70,-70,-69,-100,-69,-100,-100,-69,-100,-100,-100,-100,-100,-73,-73,-73,-74,-57,-80,-80,-100,-100,-60,-84,-84,-100,-85,-100,-100,-100,-100,-100,-83,-100,-100,-84,-100,-100,-100,-100,-72,-69,-100,-100,-73,-80,-100,-83,-87,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-84,-100,-100,-100,-100,-85,-70,-70,-80,-100,-85,-81,-100,-100,-100,-58,-81,-100,-100,-58,-83,-100,-100,-83,-100,-83,-100,-100,-63,-63,-100,-100,-100,-86,-64,-78,-100,-100,-100,-82,-100,-78,-100,-100,-100,-100,-100,-100,-87,-100,-100,-78,-100,-78,-78,-78,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,433,1697145095393
