80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,44:48:c1:a5:82:31,44:48:c1:a5:82:32,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:35:03,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,00:4e:35:df:06:50,00:4e:35:df:06:51,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,44:48:c1:a5:82:22,44:48:c1:a5:82:21,38:17:c3:19:45:b2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,60:32:b1:3e:1a:b7,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:d7:62,80:8d:b7:55:3a:42,00:4e:35:df:06:41,00:4e:35:df:06:40,b4:5d:50:e1:92:33,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,00:4e:35:de:e1:11,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,60:32:b1:3e:1a:b8,68:ff:7b:e4:af:39,b4:5d:50:e1:96:53,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,38:17:c3:1f:01:90,44:48:c1:a5:82:30,38:17:c3:1f:0e:00,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:3a:50,00:4e:35:df:06:52,80:8d:b7:55:39:c0,20:a6:cd:50:24:b0,38:17:c3:1e:ff:10,38:17:c3:19:d7:60,00:4e:35:df:06:42,b4:5d:50:e1:92:31,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,b4:5d:50:e1:96:50,66:2a:2f:53:7c:99,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:3a:41,80:8d:b7:55:25:e3,38:17:c3:1e:ff:02,38:17:c3:19:d7:61,38:17:c3:1e:ff:01,80:8d:b7:55:35:00,44:48:c1:a5:82:20,80:8d:b7:55:3a:40,20:a6:cd:50:24:a0,38:17:c3:1f:22:30,38:17:c3:19:45:b1,38:17:c3:19:55:51,38:17:c3:19:55:52,68:ff:7b:e4:af:38,a8:bd:27:4c:bd:32,00:4e:35:de:e1:10,b4:5d:50:e1:92:23,38:17:c3:19:55:50,38:17:c3:1f:09:90,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,a8:bd:27:4c:bd:31,ac:e2:d3:c4:08:e6,b4:5d:50:e1:96:51,80:8d:b7:55:25:e0,38:17:c3:1f:01:82,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:20,38:17:c3:19:45:b0,b4:5d:50:e1:92:21,38:17:c3:1f:01:81,20:a6:cd:42:0b:e3,38:17:c3:1f:01:80,38:17:c3:19:71:90,72:32:b1:3e:1a:b7,38:17:c3:1f:09:91,38:17:c3:1f:09:93,00:4e:35:de:e1:01,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:30,00:4e:35:de:e1:02,38:17:c3:19:45:a2,b4:5d:50:e1:96:52,38:17:c3:1f:09:83,38:17:c3:1f:22:31,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,00:4e:35:de:e1:00,38:17:c3:1f:22:32,38:17:c3:1f:08:50,38:17:c3:19:45:a1,38:17:c3:1f:09:92,38:17:c3:19:45:a0,38:17:c3:19:55:40,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:55:41,38:17:c3:19:55:42,00:4e:35:df:0e:12,00:4e:35:de:d7:53,00:4e:35:de:d7:52,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:22:20,a8:bd:27:4c:bd:22,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b3,44:48:c1:91:95:b2,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,a8:bd:27:4c:bd:21,00:4e:35:de:d7:41,00:4e:35:de:d7:42,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:de:d7:43,00:4e:35:df:0e:01,00:4e:35:de:d7:40,38:17:c3:1f:22:22,38:17:c3:19:36:30,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,00:4e:35:df:0e:02,38:17:c3:1e:fc:b0,38:17:c3:1f:22:21,a8:bd:27:4c:bd:20,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:19:36:32,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:1f:0f:90,38:17:c3:24:58:b1,38:17:c3:1f:0f:91,38:17:c3:24:4f:12,38:17:c3:1f:0f:92,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:24:58:b2,38:17:c3:24:4f:00,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:4f:01,38:17:c3:24:4f:02,00:4e:35:df:27:01,00:4e:35:df:27:00,00:4e:35:df:27:02,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,38:17:c3:1b:08:a1,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,00:4e:35:df:27:11,x,y,timestamp
-53,-57,-64,-64,-68,-68,-68,-80,-81,-55,-55,-60,-61,-52,-68,-68,-70,-76,-76,-78,-79,-79,-67,-67,-76,-76,-58,-58,-57,-57,-85,-100,-100,-84,-84,-84,-76,-67,-76,-77,-81,-78,-78,-78,-80,-79,-80,-83,-100,-64,-68,-81,-61,-68,-76,-79,-67,-76,-58,-100,-85,-75,-76,-80,-81,-78,-100,-61,-70,-70,-100,-73,-100,-76,-100,-71,-57,-67,-100,-87,-86,-75,-75,-100,-83,-80,-81,-76,-100,-100,-100,-83,-77,-100,-100,-100,-100,-78,-86,-79,-75,-100,-100,-100,-85,-100,-100,-100,-79,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-84,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,559,3291704524732
-54,-58,-61,-61,-69,-69,-69,-80,-81,-55,-55,-59,-59,-55,-67,-68,-67,-76,-76,-76,-76,-77,-67,-67,-79,-79,-57,-57,-100,-57,-85,-100,-100,-84,-82,-84,-100,-66,-77,-77,-80,-78,-78,-78,-100,-100,-80,-100,-100,-62,-69,-81,-60,-68,-76,-78,-68,-79,-100,-100,-84,-75,-77,-80,-100,-79,-100,-80,-70,-70,-65,-73,-80,-100,-81,-70,-57,-65,-100,-87,-86,-75,-75,-100,-83,-78,-79,-76,-100,-100,-100,-83,-74,-100,-100,-100,-82,-78,-86,-79,-75,-100,-100,-100,-84,-100,-100,-84,-79,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-84,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-87,-87,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,559,3298337363115
-54,-58,-62,-63,-68,-68,-68,-82,-82,-54,-54,-59,-59,-56,-68,-67,-73,-77,-76,-78,-79,-79,-66,-66,-79,-78,-56,-57,-57,-57,-100,-100,-100,-100,-83,-84,-100,-66,-77,-77,-80,-100,-100,-78,-80,-80,-86,-100,-100,-62,-68,-82,-59,-68,-76,-79,-66,-78,-57,-100,-84,-75,-78,-80,-80,-78,-100,-80,-70,-70,-66,-69,-81,-100,-80,-70,-57,-66,-80,-87,-100,-100,-76,-100,-83,-78,-79,-100,-100,-100,-100,-83,-58,-100,-100,-100,-83,-78,-100,-79,-100,-100,-100,-100,-84,-100,-100,-84,-79,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,559,3304894928946
-56,-59,-64,-64,-67,-67,-67,-79,-80,-57,-57,-51,-51,-55,-68,-66,-66,-79,-80,-76,-76,-76,-67,-67,-79,-73,-60,-60,-54,-54,-100,-82,-82,-81,-86,-85,-100,-68,-76,-76,-72,-70,-72,-80,-80,-80,-86,-100,-100,-64,-67,-80,-52,-100,-80,-76,-67,-73,-60,-82,-86,-100,-75,-71,-80,-79,-100,-84,-70,-66,-68,-69,-81,-100,-82,-66,-54,-68,-80,-86,-100,-75,-75,-100,-83,-80,-79,-75,-100,-100,-100,-83,-75,-100,-100,-100,-83,-100,-100,-79,-100,-100,-100,-100,-84,-100,-100,-82,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,542,3333701020185
-55,-60,-63,-63,-67,-67,-67,-79,-80,-56,-56,-52,-52,-60,-100,-66,-66,-80,-81,-78,-77,-77,-67,-67,-74,-73,-60,-60,-54,-54,-100,-80,-81,-82,-86,-85,-100,-68,-72,-76,-70,-71,-69,-80,-100,-80,-100,-100,-100,-64,-67,-79,-53,-100,-81,-78,-67,-73,-60,-80,-84,-100,-75,-69,-100,-80,-90,-84,-100,-66,-68,-72,-100,-100,-82,-66,-54,-68,-77,-85,-100,-75,-75,-100,-100,-80,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,542,3340041463568
-55,-60,-64,-64,-67,-67,-67,-79,-80,-55,-55,-51,-52,-55,-100,-66,-67,-79,-79,-77,-77,-77,-69,-68,-73,-72,-62,-60,-54,-54,-100,-80,-81,-82,-85,-86,-76,-68,-77,-76,-73,-73,-69,-80,-100,-80,-85,-100,-100,-64,-67,-79,-52,-100,-80,-77,-68,-73,-61,-80,-85,-100,-77,-73,-100,-81,-90,-86,-68,-68,-67,-74,-100,-100,-82,-69,-54,-68,-77,-87,-100,-75,-74,-100,-83,-81,-69,-75,-100,-75,-100,-83,-81,-100,-100,-100,-100,-78,-90,-78,-100,-100,-100,-100,-83,-100,-100,-82,-78,-83,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-86,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,542,3346285248618
-57,-59,-64,-64,-68,-68,-68,-79,-80,-57,-56,-52,-52,-54,-100,-68,-68,-81,-80,-77,-77,-77,-67,-67,-73,-73,-60,-59,-55,-55,-100,-78,-79,-82,-86,-86,-76,-68,-77,-100,-73,-73,-69,-81,-100,-100,-83,-100,-100,-64,-68,-79,-52,-69,-80,-77,-67,-73,-59,-78,-86,-78,-77,-73,-100,-79,-90,-83,-68,-68,-67,-74,-100,-76,-84,-68,-56,-67,-77,-86,-100,-100,-75,-87,-84,-80,-75,-100,-100,-75,-100,-84,-82,-100,-100,-79,-100,-78,-90,-77,-79,-100,-79,-100,-85,-100,-100,-81,-77,-85,-81,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-86,-84,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,542,3352705665386
-56,-59,-65,-65,-67,-67,-69,-79,-79,-56,-56,-53,-53,-55,-100,-68,-71,-80,-79,-76,-76,-76,-67,-67,-71,-71,-58,-58,-55,-55,-100,-78,-79,-100,-86,-86,-76,-67,-76,-77,-73,-73,-100,-84,-100,-100,-64,-71,-88,-65,-67,-79,-53,-69,-79,-76,-67,-71,-58,-78,-86,-78,-77,-73,-100,-84,-89,-83,-68,-68,-67,-75,-100,-75,-84,-68,-55,-67,-77,-85,-100,-75,-75,-87,-85,-80,-84,-100,-100,-74,-75,-84,-77,-100,-75,-79,-100,-78,-100,-77,-79,-100,-79,-100,-85,-100,-100,-81,-77,-85,-81,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-84,-85,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,542,3359318266634
-56,-60,-65,-64,-66,-66,-66,-79,-79,-57,-57,-52,-52,-48,-100,-68,-67,-80,-80,-77,-76,-77,-68,-67,-72,-71,-58,-58,-54,-55,-100,-78,-79,-100,-86,-85,-75,-67,-76,-77,-72,-72,-72,-83,-79,-80,-64,-71,-88,-65,-66,-79,-52,-69,-81,-76,-68,-71,-58,-78,-86,-78,-77,-72,-100,-83,-89,-86,-68,-69,-67,-75,-100,-75,-84,-69,-55,-67,-100,-85,-100,-75,-74,-87,-83,-80,-74,-100,-100,-75,-75,-84,-76,-100,-75,-79,-100,-100,-100,-77,-79,-100,-79,-100,-82,-100,-100,-81,-76,-85,-81,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-88,-84,-85,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,542,3366044372725
-47,-53,-65,-65,-68,-68,-68,-80,-80,-47,-47,-51,-51,-66,-100,-100,-69,-83,-83,-78,-78,-78,-65,-65,-69,-70,-58,-58,-55,-54,-100,-100,-100,-81,-100,-85,-77,-66,-75,-75,-73,-73,-72,-80,-79,-84,-64,-71,-88,-65,-68,-80,-51,-100,-81,-79,-65,-70,-58,-100,-88,-100,-75,-73,-100,-79,-89,-84,-100,-69,-66,-73,-100,-76,-100,-69,-54,-67,-100,-86,-100,-74,-73,-100,-82,-80,-74,-100,-100,-75,-75,-82,-78,-100,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-76,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-77,-100,-100,-77,-77,-88,-87,-86,-84,-84,-100,-81,-83,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,525,3397098759275
-48,-54,-63,-63,-73,-73,-73,-80,-80,-48,-48,-49,-49,-62,-100,-100,-69,-82,-80,-78,-78,-78,-67,-67,-70,-70,-55,-55,-54,-54,-100,-100,-100,-82,-100,-100,-77,-66,-74,-74,-72,-72,-72,-77,-100,-84,-100,-100,-88,-63,-73,-80,-49,-100,-82,-78,-67,-70,-55,-100,-86,-100,-74,-72,-100,-79,-89,-84,-100,-100,-66,-73,-100,-76,-100,-100,-54,-66,-100,-86,-100,-72,-73,-100,-84,-80,-78,-100,-100,-75,-75,-84,-78,-89,-100,-100,-81,-75,-100,-75,-100,-100,-100,-88,-100,-100,-100,-100,-76,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-77,-100,-100,-77,-77,-100,-85,-85,-84,-85,-100,-81,-84,-84,-86,-84,-85,-86,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,525,3403516858335
-48,-54,-64,-63,-68,-68,-68,-80,-80,-48,-48,-50,-50,-62,-67,-100,-72,-81,-81,-80,-80,-80,-67,-68,-70,-71,-58,-57,-54,-54,-100,-100,-100,-81,-100,-100,-77,-66,-75,-74,-72,-72,-72,-79,-82,-84,-78,-100,-88,-63,-68,-80,-50,-100,-81,-80,-68,-71,-56,-100,-85,-100,-74,-73,-100,-79,-89,-84,-72,-70,-66,-73,-100,-76,-100,-100,-54,-66,-100,-87,-100,-72,-73,-100,-84,-80,-78,-100,-100,-75,-75,-84,-77,-89,-100,-100,-81,-75,-100,-75,-100,-100,-100,-88,-100,-100,-100,-100,-76,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-77,-100,-100,-77,-77,-100,-86,-86,-85,-84,-100,-81,-83,-84,-86,-84,-85,-84,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,525,3409932580416
-48,-54,-64,-64,-69,-69,-69,-100,-100,-48,-48,-50,-49,-63,-67,-100,-72,-83,-82,-80,-79,-80,-68,-68,-70,-71,-57,-57,-55,-54,-100,-100,-100,-81,-100,-85,-100,-66,-75,-75,-72,-72,-72,-79,-82,-100,-80,-100,-89,-65,-69,-100,-50,-100,-82,-80,-68,-70,-57,-100,-85,-100,-74,-72,-100,-79,-88,-85,-72,-70,-66,-100,-100,-100,-100,-100,-54,-66,-100,-86,-100,-72,-73,-100,-83,-80,-78,-100,-100,-75,-75,-84,-77,-89,-100,-100,-79,-100,-100,-75,-100,-100,-100,-89,-81,-100,-100,-100,-100,-100,-85,-100,-100,-100,-88,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-85,-83,-100,-81,-83,-84,-86,-84,-85,-84,-79,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,525,3416623771612
-48,-54,-64,-64,-69,-69,-69,-84,-84,-48,-48,-49,-49,-62,-67,-100,-70,-83,-83,-79,-79,-79,-68,-68,-73,-72,-57,-57,-54,-54,-100,-100,-100,-82,-100,-85,-100,-67,-75,-75,-73,-72,-72,-79,-82,-100,-79,-100,-89,-73,-69,-84,-49,-100,-82,-80,-69,-73,-57,-100,-84,-100,-74,-72,-100,-78,-88,-77,-70,-70,-66,-76,-100,-76,-100,-70,-53,-67,-100,-86,-100,-73,-73,-88,-83,-79,-76,-73,-100,-77,-100,-84,-69,-89,-77,-100,-79,-100,-90,-100,-100,-100,-100,-89,-82,-100,-100,-85,-100,-84,-84,-100,-100,-100,-85,-100,-100,-100,-100,-84,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-85,-85,-100,-81,-84,-84,-86,-84,-86,-84,-79,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,525,3423038992651
-48,-54,-64,-64,-69,-69,-69,-84,-84,-48,-48,-50,-50,-62,-100,-100,-72,-82,-83,-79,-80,-80,-68,-67,-71,-71,-57,-57,-54,-54,-100,-100,-100,-82,-100,-85,-76,-66,-100,-75,-72,-72,-72,-80,-100,-100,-78,-100,-89,-64,-69,-84,-50,-100,-82,-79,-67,-71,-56,-100,-85,-76,-74,-72,-100,-79,-88,-84,-69,-69,-66,-74,-100,-76,-100,-70,-54,-66,-100,-86,-100,-73,-73,-87,-83,-80,-77,-73,-100,-77,-100,-84,-69,-100,-77,-100,-79,-100,-90,-100,-100,-100,-100,-89,-82,-100,-100,-85,-100,-83,-84,-100,-100,-100,-85,-100,-100,-100,-100,-84,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-85,-86,-100,-81,-84,-85,-84,-85,-86,-100,-79,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,525,3429794344523
-52,-60,-65,-65,-69,-69,-69,-83,-84,-52,-52,-46,-46,-56,-100,-100,-72,-82,-79,-76,-76,-76,-65,-65,-71,-71,-56,-56,-54,-54,-100,-100,-100,-77,-100,-100,-76,-66,-100,-67,-75,-75,-75,-76,-100,-100,-78,-100,-100,-64,-69,-85,-46,-100,-82,-77,-65,-74,-56,-100,-85,-76,-67,-74,-100,-76,-100,-84,-69,-69,-68,-74,-100,-76,-100,-70,-54,-68,-100,-86,-100,-73,-73,-87,-80,-76,-77,-73,-100,-77,-100,-80,-69,-100,-77,-100,-100,-100,-88,-100,-100,-100,-100,-100,-82,-100,-100,-79,-100,-80,-81,-100,-100,-100,-85,-100,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-85,-86,-100,-100,-84,-85,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,508,3470105658154
-61,-58,-65,-65,-68,-100,-69,-83,-84,-62,-62,-45,-48,-55,-100,-100,-73,-100,-80,-77,-77,-77,-65,-65,-100,-74,-56,-56,-54,-54,-100,-83,-83,-77,-86,-100,-100,-67,-67,-67,-74,-75,-75,-77,-100,-100,-100,-81,-100,-64,-68,-85,-45,-100,-100,-78,-65,-73,-57,-83,-85,-80,-67,-74,-100,-76,-100,-85,-100,-75,-68,-74,-100,-100,-100,-74,-54,-68,-100,-87,-89,-73,-73,-100,-80,-76,-78,-73,-100,-100,-100,-80,-81,-100,-100,-100,-100,-80,-87,-80,-100,-100,-100,-100,-78,-100,-100,-79,-80,-81,-81,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,508,3476482569766
-59,-59,-64,-64,-68,-69,-68,-83,-84,-60,-60,-46,-46,-54,-100,-100,-72,-79,-79,-78,-78,-78,-65,-65,-72,-72,-58,-56,-55,-55,-100,-83,-83,-77,-86,-85,-100,-68,-67,-67,-74,-75,-75,-75,-100,-100,-100,-81,-100,-64,-69,-85,-46,-67,-80,-79,-65,-72,-59,-83,-85,-80,-67,-74,-100,-75,-100,-87,-100,-75,-68,-77,-100,-100,-100,-74,-55,-68,-100,-85,-89,-73,-73,-100,-81,-76,-81,-73,-100,-100,-100,-80,-81,-100,-100,-100,-81,-81,-87,-81,-100,-100,-100,-100,-78,-100,-100,-81,-80,-81,-81,-100,-100,-100,-85,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-83,-100,-100,-100,-87,-86,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,508,3482569035857
