72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,b4:5d:50:e1:96:51,38:17:c3:1f:14:12,38:17:c3:1f:14:11,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:c3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:43,44:48:c1:91:d0:04,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:24:47:51,38:17:c3:24:47:52,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b3,a8:bd:27:4c:aa:83,44:48:c1:91:95:a3,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,20:a6:cd:42:13:f1,38:17:c3:1f:00:b0,38:17:c3:1f:00:a0,38:17:c3:1f:14:10,b4:5d:50:e1:96:50,44:48:c1:91:d0:11,9c:d6:43:60:92:e0,20:a6:cd:42:0a:d2,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,44:48:c1:91:95:b2,38:17:c3:24:47:50,a8:bd:27:4c:aa:90,38:17:c3:19:d7:70,38:17:c3:1a:cf:d0,44:48:c1:91:aa:30,20:a6:cd:42:0a:c1,ac:e2:d3:c4:08:e6,44:48:c1:91:aa:21,44:48:c1:91:aa:31,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:19:45:a1,38:17:c3:1f:09:93,44:48:c1:91:aa:32,38:17:c3:22:5e:f2,38:17:c3:22:5e:f1,38:17:c3:1f:09:90,20:a6:cd:42:13:f0,38:17:c3:19:45:a0,38:17:c3:1f:19:f0,38:17:c3:22:5e:f0,b4:5d:50:e1:96:41,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,b4:5d:50:e1:96:42,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:1f:09:83,44:48:c1:91:95:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a2,a8:bd:27:4c:aa:80,44:48:c1:91:d0:02,38:17:c3:19:45:a2,38:17:c3:24:56:41,38:17:c3:24:56:42,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,38:17:c3:1f:09:82,20:a6:cd:42:13:e2,38:17:c3:1f:09:80,86:0d:8e:aa:25:a4,38:17:c3:1f:14:02,38:17:c3:1f:14:01,38:17:c3:1f:09:81,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,20:a6:cd:42:13:e1,20:a6:cd:42:0a:c2,38:17:c3:1f:14:00,44:48:c1:91:aa:20,38:17:c3:1f:19:c0,20:a6:cd:42:13:e0,66:2a:2f:53:7c:99,20:a6:cd:42:0a:c0,44:48:c1:91:aa:22,b0:b8:67:3d:c2:f2,44:48:c1:91:d0:00,20:a6:cd:42:0b:e3,b6:e6:2d:69:d5:58,38:17:c3:19:36:30,38:17:c3:1a:cf:d1,20:a6:cd:42:0b:f0,44:48:c1:91:9d:50,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,38:17:c3:1f:19:f2,38:17:c3:19:36:31,38:17:c3:19:36:32,38:17:c3:1f:19:f1,92:32:4b:b2:cc:47,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,80:8d:b7:55:25:e3,38:17:c3:19:d7:60,38:17:c3:19:d7:61,38:17:c3:19:d7:62,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:10,80:8d:b7:55:29:d0,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:39:d0,80:8d:b7:55:3a:52,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,ea:9e:b4:53:24:54,80:8d:b7:55:3a:40,80:8d:b7:55:3a:51,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:1f:22:30,20:a6:cd:50:24:b0,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,38:17:c3:19:71:90,68:ff:7b:e4:af:38,80:8d:b7:55:39:d1,80:8d:b7:55:29:d1,80:8d:b7:55:39:d2,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:36:22,38:17:c3:19:36:21,20:a6:cd:50:24:a1,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,38:17:c3:19:36:20,80:8d:b7:55:39:c0,38:17:c3:1f:0e:10,80:8d:b7:55:29:d2,00:4e:35:df:06:52,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1f:22:32,38:17:c3:1e:ff:00,38:17:c3:1f:22:31,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:df:06:51,00:4e:35:df:06:42,00:4e:35:df:06:50,00:4e:35:df:06:41,00:4e:35:de:e1:12,00:4e:35:df:06:40,38:17:c3:1f:0e:01,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:e1:10,38:17:c3:1f:0e:00,b4:5d:50:e1:92:23,38:17:c3:1f:0e:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:02,80:8d:b7:55:4d:00,80:8d:b7:55:4d:10,80:8d:b7:55:4d:12,80:8d:b7:55:4d:11,x,y,timestamp
-74,-74,-51,-51,-49,-49,-100,-80,-80,-88,-100,-86,-100,-100,-85,-82,-85,-84,-100,-100,-73,-74,-100,-100,-100,-100,-100,-100,-100,-78,-100,-85,-84,-85,-100,-51,-49,-80,-88,-86,-100,-84,-74,-100,-100,-100,-83,-78,-100,-100,-100,-67,-100,-100,-84,-82,-75,-83,-100,-100,-100,-83,-100,-74,-100,-100,-100,-100,-76,-100,-79,-79,-84,-100,-100,-100,-80,-100,-74,-100,-100,-100,-100,-83,-100,-83,-100,-73,-74,-83,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-80,-100,-77,-77,-80,-100,-100,-100,-100,-100,-72,-72,-72,-80,-80,-100,-79,-79,-78,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,651,1132143806598
-74,-75,-52,-52,-49,-49,-100,-78,-78,-88,-100,-86,-100,-100,-84,-82,-85,-84,-84,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-79,-100,-85,-84,-85,-100,-51,-49,-79,-100,-100,-100,-84,-74,-100,-100,-100,-83,-77,-100,-100,-100,-67,-100,-100,-82,-83,-75,-82,-100,-100,-100,-84,-100,-74,-100,-100,-100,-100,-66,-100,-80,-79,-84,-100,-100,-100,-79,-100,-74,-100,-100,-100,-100,-83,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-80,-100,-78,-78,-80,-100,-100,-100,-100,-100,-100,-72,-72,-80,-80,-87,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,651,1138022862845
-74,-73,-51,-51,-49,-49,-88,-78,-78,-89,-89,-87,-100,-100,-85,-85,-85,-84,-84,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-48,-100,-85,-84,-85,-100,-51,-49,-79,-89,-100,-100,-85,-74,-100,-100,-100,-83,-77,-100,-100,-100,-66,-100,-100,-83,-83,-75,-82,-100,-100,-100,-83,-100,-74,-100,-100,-100,-100,-72,-100,-65,-65,-70,-100,-100,-100,-65,-100,-75,-100,-100,-100,-100,-83,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-80,-100,-77,-78,-80,-100,-100,-100,-100,-100,-71,-72,-71,-80,-80,-87,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,651,1143764369354
-74,-73,-52,-52,-49,-49,-88,-79,-79,-89,-89,-86,-100,-100,-85,-83,-85,-84,-84,-83,-74,-74,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-84,-84,-100,-51,-49,-79,-89,-88,-100,-85,-74,-100,-100,-100,-84,-78,-100,-100,-100,-69,-100,-100,-83,-83,-74,-83,-100,-100,-100,-82,-100,-75,-100,-100,-100,-100,-68,-100,-65,-65,-70,-100,-100,-100,-80,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-81,-100,-78,-78,-81,-100,-100,-100,-100,-100,-71,-72,-71,-81,-80,-87,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,651,1149528580654
-74,-78,-45,-45,-43,-43,-88,-78,-78,-90,-89,-86,-100,-100,-86,-82,-86,-86,-100,-83,-73,-73,-100,-100,-100,-100,-100,-100,-100,-77,-100,-84,-84,-84,-100,-44,-43,-79,-90,-88,-100,-85,-73,-100,-100,-100,-82,-77,-100,-100,-100,-76,-100,-100,-83,-84,-74,-83,-100,-100,-100,-84,-100,-75,-100,-100,-100,-100,-70,-100,-82,-83,-79,-100,-100,-100,-83,-100,-75,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-82,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-83,-100,-77,-77,-83,-100,-100,-100,-100,-100,-71,-75,-71,-82,-82,-100,-78,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,285,651,1176605714237
-100,-80,-43,-43,-41,-41,-100,-75,-75,-89,-89,-86,-100,-100,-86,-82,-86,-86,-82,-85,-74,-74,-100,-100,-100,-100,-100,-100,-100,-80,-100,-84,-85,-84,-100,-43,-41,-75,-89,-100,-100,-85,-74,-100,-100,-100,-82,-78,-100,-100,-84,-68,-100,-100,-84,-83,-76,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-68,-100,-82,-83,-81,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-76,-82,-100,-100,-100,-84,-100,-100,-100,-100,-100,-83,-100,-100,-100,-72,-100,-100,-100,-77,-100,-77,-79,-76,-100,-100,-100,-100,-100,-100,-75,-100,-76,-76,-88,-78,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,285,651,1182338716474
-77,-77,-45,-45,-44,-44,-100,-78,-78,-89,-89,-86,-84,-85,-86,-82,-86,-86,-82,-85,-72,-73,-100,-100,-100,-100,-100,-100,-100,-83,-100,-84,-87,-84,-100,-44,-44,-78,-89,-85,-100,-85,-73,-100,-100,-100,-82,-77,-100,-100,-84,-79,-100,-100,-86,-85,-76,-85,-100,-100,-100,-86,-100,-74,-87,-100,-100,-100,-69,-100,-82,-83,-81,-100,-100,-100,-83,-100,-74,-100,-100,-100,-100,-82,-100,-100,-100,-100,-76,-82,-100,-100,-100,-84,-100,-100,-100,-100,-100,-83,-100,-100,-100,-51,-100,-85,-100,-80,-100,-78,-76,-80,-100,-100,-85,-100,-100,-100,-75,-100,-80,-79,-88,-78,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,285,651,1188086537774
-77,-76,-45,-45,-44,-44,-100,-76,-76,-89,-89,-86,-84,-85,-85,-82,-85,-86,-76,-85,-72,-72,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-87,-100,-100,-44,-44,-76,-89,-85,-84,-85,-73,-100,-100,-100,-100,-77,-100,-100,-84,-68,-100,-100,-86,-87,-75,-86,-100,-100,-100,-85,-100,-74,-87,-100,-100,-100,-67,-100,-84,-100,-81,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-83,-100,-100,-100,-77,-100,-85,-100,-80,-100,-77,-77,-80,-100,-100,-85,-100,-100,-74,-100,-73,-80,-80,-69,-100,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,285,651,1193908077980
-76,-76,-44,-44,-44,-44,-100,-76,-76,-89,-100,-85,-84,-86,-85,-82,-85,-86,-76,-85,-73,-72,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-87,-100,-100,-44,-44,-76,-91,-85,-84,-85,-73,-100,-100,-100,-100,-78,-100,-100,-100,-76,-100,-100,-85,-85,-75,-85,-100,-100,-100,-86,-100,-75,-87,-100,-100,-100,-67,-100,-84,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-83,-100,-100,-100,-77,-100,-85,-100,-80,-100,-77,-77,-80,-100,-84,-86,-100,-100,-74,-100,-73,-80,-80,-85,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,285,651,1199520865843
-76,-76,-44,-44,-44,-44,-100,-76,-76,-89,-100,-85,-84,-86,-85,-82,-85,-86,-76,-85,-73,-72,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-87,-100,-100,-44,-44,-76,-91,-85,-84,-85,-73,-100,-100,-100,-100,-78,-100,-100,-100,-76,-100,-100,-85,-85,-75,-85,-100,-100,-100,-86,-100,-75,-87,-100,-100,-100,-67,-100,-84,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-83,-100,-100,-100,-77,-100,-85,-100,-80,-100,-77,-77,-80,-100,-84,-86,-100,-100,-74,-100,-73,-80,-80,-85,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,285,651,1205052261257
-75,-76,-41,-41,-45,-45,-100,-75,-75,-89,-100,-87,-84,-86,-100,-86,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-88,-100,-100,-40,-45,-75,-91,-86,-100,-100,-71,-100,-100,-100,-88,-77,-100,-100,-100,-70,-100,-100,-81,-82,-74,-82,-100,-100,-100,-82,-100,-74,-87,-100,-100,-100,-72,-100,-79,-81,-80,-100,-100,-100,-100,-85,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-87,-100,-100,-100,-100,-71,-100,-88,-100,-76,-100,-79,-79,-76,-100,-86,-85,-100,-100,-100,-100,-100,-76,-76,-84,-100,-100,-100,-86,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,300,651,1237540192912
-75,-77,-41,-41,-44,-44,-100,-76,-75,-100,-100,-87,-100,-100,-100,-86,-100,-100,-85,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-41,-44,-75,-100,-100,-100,-100,-71,-100,-100,-100,-100,-79,-100,-100,-100,-67,-100,-100,-82,-82,-75,-82,-100,-100,-100,-82,-100,-74,-100,-100,-100,-100,-72,-100,-80,-81,-80,-100,-100,-100,-100,-85,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-88,-100,-77,-100,-79,-79,-77,-100,-100,-100,-100,-100,-100,-76,-100,-77,-76,-86,-79,-100,-100,-85,-87,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,300,651,1243076485982
-76,-76,-41,-41,-44,-44,-100,-73,-73,-100,-100,-88,-86,-100,-100,-86,-100,-100,-86,-100,-73,-72,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-41,-44,-73,-100,-86,-100,-100,-73,-100,-100,-100,-100,-79,-100,-100,-100,-68,-100,-100,-81,-81,-75,-82,-100,-100,-100,-81,-100,-75,-100,-100,-100,-100,-71,-100,-77,-77,-81,-100,-100,-100,-100,-85,-75,-100,-100,-100,-100,-81,-100,-82,-100,-77,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-87,-100,-77,-100,-79,-79,-77,-100,-100,-100,-100,-100,-100,-76,-100,-77,-77,-85,-79,-100,-100,-85,-86,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,300,651,1248448652178
-76,-76,-41,-41,-45,-45,-100,-73,-74,-100,-100,-86,-86,-100,-100,-100,-100,-100,-86,-100,-73,-72,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-41,-45,-74,-100,-87,-100,-100,-73,-100,-100,-100,-100,-79,-100,-100,-100,-70,-100,-100,-83,-82,-74,-82,-100,-100,-100,-83,-100,-73,-100,-100,-100,-100,-74,-100,-77,-77,-80,-100,-100,-100,-78,-100,-74,-100,-100,-100,-100,-81,-100,-82,-100,-77,-78,-80,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-86,-100,-76,-100,-80,-80,-76,-100,-100,-100,-100,-100,-76,-76,-100,-77,-76,-86,-81,-81,-81,-86,-86,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,300,651,1253996476603
-76,-76,-41,-41,-45,-45,-100,-74,-74,-100,-100,-87,-86,-100,-100,-100,-100,-100,-86,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-41,-45,-74,-100,-86,-100,-100,-73,-100,-100,-100,-100,-79,-100,-100,-100,-73,-100,-100,-82,-82,-74,-82,-100,-100,-100,-82,-100,-73,-100,-100,-100,-100,-74,-100,-77,-77,-80,-100,-100,-100,-78,-100,-74,-100,-100,-100,-100,-81,-100,-82,-100,-78,-78,-80,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-86,-100,-77,-100,-80,-79,-76,-100,-100,-100,-100,-100,-75,-76,-76,-76,-76,-86,-81,-80,-81,-86,-86,-87,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,300,651,1259755924830
-76,-76,-41,-41,-45,-45,-100,-74,-74,-100,-100,-88,-86,-100,-100,-84,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-41,-45,-74,-100,-86,-100,-100,-73,-100,-100,-100,-100,-80,-100,-100,-100,-72,-100,-100,-82,-82,-74,-82,-100,-100,-100,-82,-100,-75,-100,-100,-100,-100,-73,-100,-100,-100,-80,-100,-100,-100,-78,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-86,-100,-77,-100,-79,-80,-76,-100,-100,-100,-100,-100,-75,-76,-76,-76,-76,-86,-81,-80,-81,-86,-85,-87,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,300,651,1265435700036
-76,-77,-50,-50,-43,-43,-100,-77,-77,-87,-100,-86,-100,-100,-89,-84,-88,-88,-100,-100,-71,-70,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-47,-43,-77,-87,-86,-100,-88,-71,-100,-100,-100,-100,-74,-100,-100,-100,-71,-100,-100,-81,-81,-74,-82,-100,-100,-100,-81,-100,-75,-100,-100,-100,-73,-72,-100,-82,-100,-84,-100,-100,-100,-83,-100,-75,-100,-100,-100,-100,-85,-100,-86,-100,-78,-78,-85,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-78,-100,-73,-74,-78,-100,-100,-100,-100,-100,-75,-76,-76,-78,-78,-86,-81,-80,-81,-86,-88,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,315,651,1292619700807
