72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,b4:5d:50:e1:96:51,38:17:c3:1f:14:12,38:17:c3:1f:14:11,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:c3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:43,44:48:c1:91:d0:04,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:24:47:51,38:17:c3:24:47:52,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b3,a8:bd:27:4c:aa:83,44:48:c1:91:95:a3,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,20:a6:cd:42:13:f1,38:17:c3:1f:00:b0,38:17:c3:1f:00:a0,38:17:c3:1f:14:10,b4:5d:50:e1:96:50,44:48:c1:91:d0:11,9c:d6:43:60:92:e0,20:a6:cd:42:0a:d2,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,44:48:c1:91:95:b2,38:17:c3:24:47:50,a8:bd:27:4c:aa:90,38:17:c3:19:d7:70,38:17:c3:1a:cf:d0,44:48:c1:91:aa:30,20:a6:cd:42:0a:c1,ac:e2:d3:c4:08:e6,44:48:c1:91:aa:21,44:48:c1:91:aa:31,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:19:45:a1,38:17:c3:1f:09:93,44:48:c1:91:aa:32,38:17:c3:22:5e:f2,38:17:c3:22:5e:f1,38:17:c3:1f:09:90,20:a6:cd:42:13:f0,38:17:c3:19:45:a0,38:17:c3:1f:19:f0,38:17:c3:22:5e:f0,b4:5d:50:e1:96:41,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,b4:5d:50:e1:96:42,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:1f:09:83,44:48:c1:91:95:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a2,a8:bd:27:4c:aa:80,44:48:c1:91:d0:02,38:17:c3:19:45:a2,38:17:c3:24:56:41,38:17:c3:24:56:42,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,38:17:c3:1f:09:82,20:a6:cd:42:13:e2,38:17:c3:1f:09:80,86:0d:8e:aa:25:a4,38:17:c3:1f:14:02,38:17:c3:1f:14:01,38:17:c3:1f:09:81,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,20:a6:cd:42:13:e1,20:a6:cd:42:0a:c2,38:17:c3:1f:14:00,44:48:c1:91:aa:20,38:17:c3:1f:19:c0,20:a6:cd:42:13:e0,66:2a:2f:53:7c:99,20:a6:cd:42:0a:c0,44:48:c1:91:aa:22,b0:b8:67:3d:c2:f2,44:48:c1:91:d0:00,20:a6:cd:42:0b:e3,b6:e6:2d:69:d5:58,38:17:c3:19:36:30,38:17:c3:1a:cf:d1,20:a6:cd:42:0b:f0,44:48:c1:91:9d:50,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,38:17:c3:1f:19:f2,38:17:c3:19:36:31,38:17:c3:19:36:32,38:17:c3:1f:19:f1,92:32:4b:b2:cc:47,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,80:8d:b7:55:25:e3,38:17:c3:19:d7:60,38:17:c3:19:d7:61,38:17:c3:19:d7:62,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:10,80:8d:b7:55:29:d0,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:39:d0,80:8d:b7:55:3a:52,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,ea:9e:b4:53:24:54,80:8d:b7:55:3a:40,80:8d:b7:55:3a:51,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:1f:22:30,20:a6:cd:50:24:b0,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,38:17:c3:19:71:90,68:ff:7b:e4:af:38,80:8d:b7:55:39:d1,80:8d:b7:55:29:d1,80:8d:b7:55:39:d2,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:36:22,38:17:c3:19:36:21,20:a6:cd:50:24:a1,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,38:17:c3:19:36:20,80:8d:b7:55:39:c0,38:17:c3:1f:0e:10,80:8d:b7:55:29:d2,00:4e:35:df:06:52,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1f:22:32,38:17:c3:1e:ff:00,38:17:c3:1f:22:31,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:df:06:51,00:4e:35:df:06:42,00:4e:35:df:06:50,00:4e:35:df:06:41,00:4e:35:de:e1:12,00:4e:35:df:06:40,38:17:c3:1f:0e:01,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:e1:10,38:17:c3:1f:0e:00,b4:5d:50:e1:92:23,38:17:c3:1f:0e:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:02,80:8d:b7:55:4d:00,80:8d:b7:55:4d:10,80:8d:b7:55:4d:12,80:8d:b7:55:4d:11,x,y,timestamp
-83,-100,-59,-60,-57,-57,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-59,-58,-84,-100,-100,-100,-100,-69,-100,-100,-100,-100,-69,-100,-100,-100,-66,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-80,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-82,-100,-100,-100,-88,-100,-100,-100,-100,-69,-100,-87,-100,-71,-100,-69,-69,-71,-100,-88,-100,-100,-100,-63,-62,-63,-71,-71,-83,-74,-73,-74,-81,-80,-87,-81,-81,-86,-88,-82,-82,-100,-87,-86,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,390,651,1603363543397
-83,-100,-64,-64,-63,-64,-100,-85,-84,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-62,-64,-84,-100,-100,-100,-100,-63,-100,-100,-100,-100,-71,-100,-100,-100,-59,-100,-100,-100,-100,-67,-100,-100,-100,-100,-88,-100,-68,-100,-100,-100,-80,-82,-100,-100,-100,-85,-100,-100,-100,-84,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-82,-100,-100,-100,-88,-100,-100,-100,-100,-66,-100,-85,-100,-67,-100,-70,-70,-66,-100,-100,-86,-100,-100,-63,-68,-63,-66,-67,-83,-72,-73,-74,-83,-83,-100,-83,-84,-84,-88,-82,-100,-100,-84,-87,-89,-86,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,405,651,1628752623856
-86,-100,-64,-64,-65,-64,-100,-83,-83,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-64,-65,-83,-100,-100,-100,-100,-62,-100,-100,-100,-100,-71,-100,-100,-100,-64,-100,-100,-100,-100,-69,-100,-100,-100,-100,-88,-100,-69,-100,-100,-100,-100,-82,-100,-100,-100,-85,-100,-100,-100,-84,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-85,-100,-68,-100,-71,-71,-67,-100,-100,-86,-100,-100,-100,-68,-100,-67,-67,-100,-71,-71,-72,-84,-83,-79,-85,-83,-85,-100,-100,-100,-100,-84,-87,-100,-100,-85,-84,-82,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,405,651,1634401157917
-86,-100,-64,-64,-65,-64,-100,-83,-84,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-64,-65,-84,-100,-100,-100,-100,-62,-100,-100,-100,-100,-71,-100,-100,-100,-61,-100,-100,-100,-100,-69,-88,-100,-100,-100,-88,-100,-69,-100,-100,-100,-82,-80,-100,-100,-100,-85,-100,-100,-100,-84,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-85,-100,-68,-100,-71,-70,-67,-100,-100,-86,-100,-100,-100,-68,-100,-67,-67,-100,-71,-71,-72,-84,-84,-79,-84,-84,-85,-100,-100,-100,-100,-84,-87,-100,-100,-84,-83,-82,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,405,651,1639923808904
-86,-84,-61,-61,-64,-64,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-61,-64,-84,-100,-100,-100,-100,-62,-100,-100,-100,-100,-71,-100,-100,-100,-63,-100,-100,-100,-100,-68,-88,-100,-100,-100,-100,-100,-68,-100,-100,-100,-82,-83,-100,-100,-100,-85,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-86,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-66,-100,-86,-100,-67,-100,-71,-71,-66,-100,-100,-86,-100,-100,-68,-68,-68,-67,-67,-80,-72,-72,-72,-82,-84,-79,-84,-83,-84,-100,-83,-84,-83,-83,-87,-100,-100,-85,-84,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,405,651,1645510262444
-100,-84,-62,-62,-64,-57,-100,-83,-82,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-63,-62,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-60,-64,-83,-100,-100,-100,-100,-63,-100,-100,-100,-100,-71,-100,-100,-100,-64,-100,-100,-100,-100,-69,-88,-100,-100,-100,-100,-100,-69,-100,-100,-100,-82,-83,-100,-74,-75,-84,-100,-100,-100,-74,-100,-67,-100,-100,-100,-100,-86,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-66,-100,-86,-100,-67,-100,-71,-71,-67,-100,-100,-86,-100,-100,-70,-68,-68,-67,-67,-80,-71,-72,-72,-84,-84,-78,-84,-84,-84,-100,-84,-84,-83,-84,-86,-100,-100,-84,-84,-83,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,405,651,1651127139368
-100,-84,-62,-62,-63,-63,-100,-84,-84,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-86,-63,-63,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-62,-64,-84,-100,-100,-100,-100,-63,-100,-100,-100,-100,-71,-100,-100,-100,-64,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-85,-100,-74,-75,-84,-100,-100,-100,-74,-100,-67,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-66,-100,-86,-100,-67,-100,-72,-72,-67,-100,-100,-86,-100,-100,-69,-70,-69,-67,-67,-80,-72,-71,-72,-83,-83,-78,-82,-84,-84,-100,-84,-84,-83,-85,-86,-100,-100,-84,-85,-83,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,405,651,1656673420356
-87,-100,-65,-65,-60,-59,-100,-80,-79,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-86,-65,-65,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-62,-60,-80,-100,-100,-100,-100,-66,-100,-100,-100,-100,-72,-100,-100,-100,-61,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-80,-100,-74,-75,-83,-100,-100,-100,-74,-100,-63,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-84,-100,-100,-100,-100,-84,-100,-100,-100,-88,-100,-100,-100,-100,-60,-100,-86,-100,-69,-100,-72,-72,-69,-100,-100,-100,-100,-100,-64,-64,-62,-69,-69,-82,-71,-71,-72,-83,-84,-78,-83,-83,-85,-100,-84,-84,-85,-84,-86,-100,-100,-86,-86,-90,-85,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,420,651,1686519777324
-87,-100,-66,-66,-61,-60,-100,-83,-83,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-65,-61,-83,-100,-100,-100,-100,-64,-100,-100,-100,-100,-72,-100,-100,-100,-61,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-84,-79,-100,-100,-100,-83,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-87,-100,-100,-100,-100,-59,-100,-100,-100,-66,-100,-72,-72,-65,-100,-100,-100,-100,-100,-61,-61,-62,-65,-65,-86,-71,-71,-70,-83,-83,-86,-83,-84,-86,-90,-82,-100,-85,-85,-86,-100,-100,-85,-86,-83,-85,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,420,651,1692273352947
-87,-100,-66,-66,-61,-61,-100,-83,-83,-100,-100,-100,-100,-100,-100,-86,-100,-88,-100,-87,-65,-65,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-65,-61,-83,-100,-100,-100,-90,-65,-100,-100,-100,-100,-72,-100,-100,-100,-65,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-84,-79,-100,-100,-100,-85,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-84,-100,-85,-100,-100,-100,-83,-100,-100,-100,-100,-84,-100,-100,-100,-88,-100,-100,-100,-100,-58,-100,-100,-100,-66,-100,-73,-73,-65,-100,-100,-100,-100,-100,-62,-62,-62,-65,-65,-83,-71,-70,-71,-83,-84,-83,-83,-85,-86,-90,-81,-100,-85,-86,-86,-100,-100,-85,-86,-83,-85,-85,-87,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,420,651,1697942362632
-87,-100,-66,-66,-53,-61,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-65,-65,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-65,-61,-83,-100,-100,-100,-90,-65,-100,-100,-100,-100,-73,-100,-100,-100,-60,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-84,-85,-100,-100,-100,-85,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-84,-100,-85,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-59,-100,-87,-100,-66,-100,-73,-73,-65,-100,-100,-100,-100,-100,-62,-62,-62,-65,-65,-83,-71,-70,-70,-83,-84,-83,-84,-83,-85,-89,-81,-100,-100,-85,-86,-100,-100,-85,-86,-83,-85,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,420,651,1703669826119
-100,-87,-66,-66,-61,-61,-100,-83,-83,-100,-100,-100,-100,-100,-100,-86,-100,-88,-100,-87,-65,-65,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-65,-61,-82,-100,-100,-100,-90,-65,-100,-100,-100,-100,-73,-100,-100,-100,-63,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-80,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-85,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-60,-100,-87,-100,-66,-100,-73,-73,-66,-100,-100,-100,-100,-100,-61,-62,-62,-66,-66,-82,-71,-70,-70,-84,-84,-83,-84,-83,-86,-89,-81,-100,-100,-86,-100,-100,-100,-86,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,420,651,1709466313565
-87,-87,-64,-64,-61,-61,-100,-82,-82,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-63,-61,-83,-100,-100,-100,-100,-65,-100,-100,-100,-100,-72,-100,-100,-100,-67,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-81,-100,-100,-100,-85,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-86,-100,-66,-100,-72,-72,-65,-100,-100,-100,-100,-100,-62,-62,-62,-65,-65,-82,-71,-70,-70,-83,-84,-84,-84,-85,-85,-89,-100,-100,-100,-85,-100,-100,-100,-84,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,420,651,1715147203094
-87,-87,-63,-63,-61,-61,-100,-82,-82,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-62,-61,-82,-100,-100,-100,-100,-72,-100,-100,-100,-100,-73,-100,-100,-100,-61,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-83,-100,-100,-100,-85,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-84,-100,-85,-100,-100,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-58,-100,-86,-100,-64,-100,-73,-73,-64,-100,-100,-100,-100,-100,-61,-62,-62,-64,-64,-79,-67,-67,-67,-83,-83,-84,-84,-83,-86,-89,-100,-100,-84,-86,-85,-100,-100,-86,-85,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,651,1742881966573
-100,-86,-63,-63,-60,-60,-100,-82,-83,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-63,-61,-83,-100,-100,-100,-100,-64,-100,-100,-100,-100,-74,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-80,-100,-100,-100,-85,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-84,-100,-85,-100,-100,-83,-85,-100,-100,-100,-80,-100,-100,-100,-100,-87,-100,-100,-100,-100,-58,-100,-100,-100,-65,-100,-74,-74,-65,-100,-100,-100,-100,-100,-61,-62,-62,-65,-65,-79,-67,-68,-67,-84,-84,-84,-84,-84,-85,-100,-100,-100,-84,-84,-85,-100,-84,-85,-85,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,651,1748553891258
-86,-86,-64,-64,-61,-61,-100,-83,-82,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-63,-61,-82,-100,-100,-100,-100,-65,-100,-100,-100,-100,-74,-100,-100,-100,-61,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-81,-100,-72,-72,-85,-100,-100,-100,-72,-100,-69,-100,-100,-100,-100,-84,-100,-85,-100,-100,-83,-85,-100,-100,-100,-80,-100,-100,-100,-100,-87,-100,-100,-100,-100,-59,-100,-100,-100,-65,-100,-74,-74,-65,-100,-100,-100,-100,-100,-61,-62,-62,-65,-65,-80,-68,-68,-67,-85,-84,-84,-84,-84,-86,-100,-100,-100,-84,-84,-85,-100,-84,-85,-86,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,651,1754121678600
-86,-87,-63,-63,-61,-61,-100,-83,-82,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-65,-64,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-63,-61,-82,-100,-100,-100,-100,-65,-100,-100,-100,-100,-72,-100,-100,-100,-64,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-81,-100,-72,-72,-100,-100,-100,-100,-72,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-65,-100,-73,-72,-65,-100,-100,-100,-100,-100,-61,-62,-62,-65,-65,-80,-68,-68,-67,-84,-84,-84,-84,-85,-84,-100,-100,-100,-100,-86,-85,-100,-85,-85,-86,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,651,1759721141462
