38:17:c3:1f:0e:10,b0:be:76:f8:30:5e,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,44:48:c1:a5:82:31,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,44:48:c1:a5:82:32,80:8d:b7:55:35:03,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:1f:01:82,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,38:17:c3:1f:01:81,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e3,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,20:a6:cd:50:24:b1,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:41,20:a6:cd:50:24:b2,38:17:c3:19:45:b2,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,20:a6:cd:42:0b:f2,60:32:b1:3e:1a:b8,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,80:8d:b7:55:35:10,38:17:c3:1f:01:90,80:8d:b7:55:39:d0,38:17:c3:1f:0e:00,44:48:c1:a5:82:30,80:8d:b7:55:25:f0,38:17:c3:19:d7:70,80:8d:b7:55:25:e0,80:8d:b7:55:39:c0,80:8d:b7:55:3a:50,80:8d:b7:55:3a:40,20:a6:cd:50:24:b0,00:4e:35:df:06:52,38:17:c3:1e:ff:10,00:4e:35:df:06:42,b4:5d:50:e1:92:31,38:17:c3:1f:09:90,a8:bd:27:4c:bd:30,38:17:c3:19:71:90,20:a6:cd:42:0b:f0,80:8d:b7:55:35:02,80:8d:b7:55:35:01,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:41,60:32:b1:3e:1a:b7,38:17:c3:19:55:52,38:17:c3:19:55:51,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,00:4e:35:de:e1:11,00:4e:35:de:e1:10,b4:5d:50:e1:92:23,38:17:c3:1f:22:31,80:8d:b7:55:35:00,38:17:c3:19:55:50,38:17:c3:19:d7:60,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,38:17:c3:1f:22:30,68:ff:7b:e4:af:39,72:32:b1:3e:1a:b7,20:a6:cd:50:24:a2,44:48:c1:a5:82:21,68:ff:7b:e4:af:38,44:48:c1:a5:82:20,00:4e:35:de:e1:02,66:2a:2f:53:7c:99,00:4e:35:df:06:40,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,38:17:c3:1f:09:83,b4:5d:50:e1:92:21,80:8d:b7:55:3a:42,38:17:c3:19:45:b1,38:17:c3:1f:09:93,72:32:b1:3e:1a:b8,38:17:c3:19:45:b0,38:17:c3:19:45:a0,44:48:c1:a5:82:22,38:17:c3:1f:22:32,38:17:c3:1f:09:91,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,b4:5d:50:e1:96:50,a8:bd:27:4c:bd:31,38:17:c3:19:71:92,38:17:c3:19:71:91,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,20:a6:cd:42:0b:e1,a8:bd:27:4c:bd:32,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:1f:01:80,38:17:c3:19:45:a1,00:4e:35:de:e1:00,00:4e:35:de:e1:01,38:17:c3:1f:08:51,38:17:c3:1f:08:50,38:17:c3:1f:09:80,38:17:c3:1f:09:92,38:17:c3:19:45:a2,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,b4:5d:50:e1:96:43,00:4e:35:de:d7:53,44:48:c1:91:95:b0,44:48:c1:91:95:b3,38:17:c3:19:55:40,44:48:c1:91:95:b2,a8:bd:27:4c:bd:20,00:4e:35:de:d7:52,a8:bd:27:4c:bd:21,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:df:0e:12,44:48:c1:91:95:b1,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:08:42,38:17:c3:1f:08:52,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:df:0e:10,38:17:c3:1f:22:22,a8:bd:27:4c:bd:22,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:19:71:82,38:17:c3:19:71:81,00:4e:35:de:d7:40,00:4e:35:de:d7:43,38:17:c3:19:71:80,38:17:c3:19:36:30,38:17:c3:19:36:31,00:4e:35:df:0e:11,38:17:c3:19:36:22,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:19:36:21,00:4e:35:df:0e:02,00:4e:35:df:0e:00,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,38:17:c3:24:4f:01,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,00:4e:35:df:27:00,00:4e:35:df:27:01,00:4e:35:df:27:02,38:17:c3:1b:08:a1,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,00:4e:35:df:27:11,00:4e:35:df:27:10,x,y,timestamp
-100,-60,-100,-73,-67,-73,-74,-100,-100,-60,-60,-67,-24,-70,-71,-71,-67,-72,-70,-70,-70,-81,-81,-100,-64,-64,-100,-71,-71,-72,-58,-58,-86,-78,-63,-84,-86,-100,-100,-83,-83,-83,-100,-84,-100,-100,-74,-90,-61,-100,-67,-70,-81,-71,-65,-58,-63,-85,-71,-87,-69,-83,-100,-100,-83,-100,-73,-74,-71,-71,-69,-87,-68,-68,-82,-81,-100,-100,-81,-82,-82,-83,-73,-69,-82,-100,-80,-83,-100,-100,-100,-63,-79,-63,-79,-76,-69,-85,-82,-100,-100,-63,-87,-100,-100,-86,-100,-63,-82,-100,-100,-100,-100,-83,-82,-83,-100,-100,-100,-100,-100,-83,-72,-72,-100,-100,-77,-79,-79,-79,-100,-100,-100,-100,-100,-100,-85,-100,-100,-72,-100,-100,-85,-100,-84,-85,-85,-100,-100,-100,-84,-79,-84,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,280,11235155229932
-71,-62,-70,-73,-72,-72,-72,-100,-100,-66,-66,-64,-25,-75,-100,-100,-64,-70,-71,-71,-71,-81,-82,-100,-64,-64,-100,-71,-71,-66,-57,-57,-85,-78,-63,-85,-86,-100,-100,-83,-82,-83,-100,-85,-100,-100,-72,-100,-63,-100,-65,-71,-82,-71,-64,-57,-63,-85,-72,-87,-70,-82,-100,-100,-84,-100,-100,-100,-71,-72,-69,-100,-69,-68,-82,-82,-100,-100,-79,-78,-100,-82,-71,-68,-83,-100,-79,-83,-100,-100,-100,-65,-100,-65,-80,-73,-69,-100,-100,-100,-100,-63,-87,-100,-100,-86,-100,-65,-83,-100,-100,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-82,-72,-72,-100,-100,-100,-80,-80,-80,-100,-100,-100,-100,-100,-100,-82,-100,-100,-72,-100,-100,-82,-100,-83,-83,-100,-100,-100,-100,-100,-79,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,280,11241944686335
-68,-58,-68,-68,-74,-74,-76,-100,-100,-67,-66,-69,-22,-70,-100,-100,-69,-70,-71,-71,-71,-82,-82,-100,-62,-65,-100,-71,-71,-66,-55,-55,-85,-78,-63,-85,-86,-100,-100,-83,-82,-83,-100,-85,-100,-100,-75,-100,-66,-100,-69,-71,-81,-71,-62,-55,-59,-85,-68,-87,-70,-83,-100,-81,-84,-100,-74,-100,-68,-68,-69,-100,-68,-68,-82,-82,-100,-100,-77,-77,-100,-85,-75,-68,-83,-100,-77,-84,-78,-86,-100,-65,-77,-65,-79,-74,-70,-100,-100,-100,-100,-63,-87,-100,-100,-86,-100,-65,-84,-100,-100,-100,-100,-81,-83,-83,-100,-100,-100,-100,-100,-81,-72,-72,-100,-100,-79,-78,-78,-78,-100,-100,-100,-100,-100,-100,-84,-100,-100,-72,-100,-100,-84,-100,-85,-84,-100,-100,-100,-100,-100,-78,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,280,11248329790291
-70,-63,-69,-70,-74,-74,-74,-100,-100,-61,-61,-66,-23,-69,-100,-73,-66,-70,-71,-72,-71,-82,-82,-100,-64,-64,-100,-100,-100,-74,-54,-54,-85,-80,-100,-85,-87,-100,-100,-83,-83,-84,-100,-85,-100,-100,-74,-100,-62,-100,-66,-71,-82,-100,-62,-54,-59,-85,-68,-87,-71,-84,-100,-81,-82,-100,-74,-100,-67,-68,-71,-100,-68,-68,-82,-81,-100,-100,-78,-79,-80,-82,-75,-68,-83,-100,-79,-82,-78,-86,-100,-65,-77,-65,-80,-75,-67,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-65,-83,-100,-100,-100,-100,-81,-82,-82,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-79,-80,-79,-80,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-85,-100,-85,-85,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,280,11254897842476
-69,-61,-70,-69,-72,-72,-72,-100,-100,-67,-67,-67,-24,-66,-100,-73,-67,-70,-73,-71,-72,-82,-82,-100,-63,-63,-100,-100,-100,-74,-59,-59,-100,-82,-64,-100,-87,-100,-100,-82,-83,-83,-100,-100,-100,-100,-72,-100,-67,-74,-67,-73,-82,-100,-63,-59,-64,-100,-70,-88,-70,-83,-100,-82,-82,-100,-74,-71,-71,-71,-70,-100,-68,-69,-82,-81,-100,-100,-77,-77,-81,-80,-75,-69,-81,-100,-77,-81,-81,-86,-100,-63,-77,-63,-79,-75,-71,-100,-83,-100,-100,-63,-87,-100,-87,-88,-100,-62,-81,-100,-100,-100,-100,-81,-82,-82,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-79,-80,-82,-82,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-83,-100,-84,-83,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,280,11261336409869
-69,-61,-70,-69,-71,-71,-71,-100,-100,-62,-62,-67,-23,-70,-100,-73,-67,-74,-67,-67,-67,-78,-78,-100,-63,-63,-100,-100,-100,-73,-55,-55,-100,-78,-60,-100,-87,-86,-86,-82,-82,-83,-100,-86,-100,-100,-71,-100,-62,-74,-67,-67,-82,-100,-63,-55,-61,-100,-71,-85,-70,-82,-100,-82,-82,-100,-100,-71,-73,-71,-70,-100,-70,-71,-82,-83,-100,-100,-74,-74,-84,-82,-100,-70,-83,-100,-74,-82,-85,-100,-100,-65,-100,-65,-71,-75,-70,-100,-83,-100,-100,-60,-87,-100,-82,-88,-100,-65,-82,-100,-100,-100,-100,-81,-81,-82,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-78,-77,-78,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-83,-100,-84,-83,-85,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,280,11267822236273
-69,-61,-70,-69,-74,-75,-75,-100,-100,-61,-61,-67,-54,-65,-100,-73,-67,-71,-69,-69,-68,-78,-78,-100,-63,-63,-100,-70,-70,-72,-57,-58,-100,-82,-60,-100,-100,-86,-86,-87,-86,-86,-100,-86,-100,-100,-74,-100,-61,-74,-67,-69,-83,-71,-63,-58,-61,-100,-67,-85,-70,-86,-100,-82,-84,-100,-73,-71,-67,-67,-70,-100,-66,-66,-80,-78,-100,-100,-74,-74,-84,-82,-100,-67,-80,-100,-74,-82,-76,-100,-100,-65,-100,-65,-75,-78,-70,-100,-83,-100,-100,-60,-87,-100,-82,-88,-100,-70,-81,-100,-100,-100,-100,-78,-84,-84,-100,-100,-100,-100,-100,-79,-100,-68,-100,-100,-100,-78,-79,-79,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-83,-100,-84,-83,-83,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-88,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,263,11299488904022
-100,-62,-72,-71,-72,-72,-72,-100,-100,-64,-64,-67,-22,-67,-100,-100,-67,-72,-68,-68,-68,-100,-83,-100,-65,-100,-100,-70,-70,-72,-56,-56,-100,-82,-60,-100,-100,-100,-100,-84,-85,-85,-100,-100,-100,-100,-72,-88,-61,-100,-67,-68,-82,-72,-65,-56,-100,-100,-67,-87,-100,-85,-100,-79,-83,-100,-73,-100,-67,-67,-70,-100,-67,-66,-80,-78,-100,-100,-70,-70,-83,-82,-74,-68,-80,-100,-70,-81,-76,-100,-100,-67,-82,-100,-76,-74,-70,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-67,-79,-100,-100,-100,-100,-79,-82,-82,-100,-100,-100,-100,-100,-78,-100,-68,-100,-100,-75,-75,-79,-79,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-83,-100,-82,-83,-83,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-88,-100,-84,-100,-85,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,263,11306105100894
-72,-61,-72,-72,-72,-71,-71,-100,-100,-61,-61,-67,-21,-63,-100,-100,-67,-70,-68,-68,-68,-82,-82,-100,-64,-64,-100,-72,-72,-75,-57,-57,-100,-82,-62,-100,-100,-100,-100,-86,-86,-86,-100,-100,-100,-100,-72,-88,-61,-100,-67,-68,-83,-70,-64,-56,-64,-100,-67,-87,-100,-86,-100,-79,-83,-100,-71,-71,-67,-67,-71,-100,-65,-66,-80,-78,-100,-100,-70,-70,-81,-80,-74,-63,-79,-100,-70,-80,-76,-87,-100,-67,-81,-100,-76,-79,-70,-100,-100,-100,-85,-64,-100,-100,-84,-100,-100,-68,-79,-100,-100,-100,-100,-78,-82,-82,-100,-100,-100,-100,-100,-78,-100,-68,-100,-100,-74,-78,-78,-77,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-82,-100,-83,-83,-83,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-88,-100,-83,-100,-84,-84,-85,-84,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,263,11312549778496
-72,-62,-72,-72,-73,-73,-73,-85,-87,-61,-61,-67,-21,-63,-100,-100,-68,-74,-67,-67,-67,-83,-83,-100,-64,-64,-100,-72,-72,-75,-57,-57,-100,-82,-62,-100,-100,-100,-100,-85,-86,-85,-100,-100,-100,-100,-73,-86,-60,-100,-68,-68,-84,-70,-64,-57,-64,-100,-71,-87,-100,-85,-100,-79,-84,-100,-76,-76,-71,-71,-71,-100,-66,-64,-100,-100,-100,-100,-70,-70,-83,-81,-76,-66,-79,-100,-70,-81,-100,-87,-100,-70,-81,-69,-75,-76,-70,-84,-100,-100,-85,-64,-100,-100,-84,-100,-100,-67,-81,-100,-100,-100,-100,-78,-83,-83,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-74,-75,-78,-77,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-84,-100,-85,-83,-83,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-83,-100,-84,-84,-85,-84,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,263,11319195855524
-72,-57,-72,-72,-71,-71,-71,-85,-87,-62,-62,-66,-21,-62,-100,-100,-66,-72,-68,-68,-68,-83,-83,-100,-64,-66,-100,-72,-72,-71,-58,-57,-100,-79,-61,-100,-100,-100,-100,-85,-86,-87,-100,-100,-100,-100,-71,-86,-62,-100,-67,-68,-84,-70,-66,-58,-61,-100,-71,-100,-70,-84,-100,-100,-82,-100,-72,-71,-71,-71,-71,-100,-66,-66,-100,-100,-100,-100,-73,-73,-85,-79,-73,-66,-79,-100,-73,-79,-76,-87,-100,-69,-82,-69,-74,-77,-70,-84,-100,-100,-85,-61,-100,-100,-84,-100,-100,-68,-80,-100,-100,-100,-100,-78,-81,-82,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-75,-74,-78,-77,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-83,-100,-83,-82,-83,-100,-100,-100,-100,-78,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-83,-100,-85,-84,-85,-84,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,263,11325995537553
-72,-57,-72,-72,-71,-71,-71,-85,-87,-62,-62,-66,-21,-62,-100,-100,-66,-72,-68,-68,-68,-83,-83,-100,-64,-66,-100,-72,-72,-71,-58,-57,-100,-79,-61,-100,-100,-100,-100,-85,-86,-87,-100,-100,-100,-100,-71,-86,-62,-100,-67,-68,-84,-70,-66,-58,-61,-100,-71,-100,-70,-84,-100,-100,-82,-100,-72,-71,-71,-71,-71,-100,-66,-66,-100,-100,-100,-100,-73,-73,-85,-79,-73,-66,-79,-100,-73,-79,-76,-87,-100,-69,-82,-69,-74,-77,-70,-84,-100,-100,-85,-61,-100,-100,-84,-100,-100,-68,-80,-100,-100,-100,-100,-78,-81,-82,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-75,-74,-78,-77,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-83,-100,-83,-82,-83,-100,-100,-100,-100,-78,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-83,-100,-85,-84,-85,-84,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,263,11332624157186
-100,-58,-70,-100,-74,-75,-75,-100,-87,-61,-61,-69,-22,-56,-100,-100,-69,-73,-69,-68,-69,-78,-79,-100,-65,-64,-100,-100,-70,-70,-61,-61,-100,-83,-55,-100,-100,-100,-100,-85,-89,-88,-100,-100,-100,-100,-75,-88,-61,-100,-69,-69,-78,-100,-64,-61,-56,-100,-66,-88,-69,-88,-100,-100,-84,-100,-72,-71,-67,-66,-71,-86,-67,-67,-81,-81,-100,-100,-71,-77,-81,-82,-73,-67,-80,-100,-76,-82,-78,-100,-100,-69,-81,-69,-76,-82,-69,-100,-100,-100,-100,-54,-100,-100,-80,-100,-100,-67,-82,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-79,-77,-78,-78,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-83,-100,-84,-83,-84,-100,-100,-100,-80,-78,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-84,-100,-84,-100,-85,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,247,11358650155509
-100,-57,-70,-100,-75,-76,-75,-100,-100,-61,-61,-67,-24,-67,-100,-100,-67,-100,-72,-72,-72,-79,-78,-100,-100,-64,-100,-100,-70,-68,-59,-59,-100,-85,-55,-100,-100,-100,-100,-87,-87,-87,-100,-87,-100,-100,-75,-100,-61,-100,-68,-72,-79,-100,-64,-60,-56,-100,-67,-88,-69,-86,-100,-100,-85,-100,-100,-100,-67,-67,-100,-100,-67,-67,-80,-79,-100,-100,-77,-76,-82,-81,-100,-67,-79,-100,-77,-82,-75,-100,-100,-68,-81,-68,-100,-76,-69,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-68,-83,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-80,-62,-100,-100,-100,-79,-80,-80,-80,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-84,-100,-83,-83,-84,-100,-100,-100,-79,-80,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,247,11365179878215
-100,-62,-71,-100,-75,-74,-75,-100,-100,-62,-62,-68,-25,-67,-100,-77,-68,-72,-71,-71,-71,-79,-78,-100,-100,-64,-100,-100,-70,-69,-60,-60,-100,-85,-58,-100,-100,-100,-87,-87,-88,-87,-100,-87,-100,-100,-75,-89,-62,-100,-68,-71,-78,-100,-65,-60,-58,-100,-67,-87,-70,-87,-100,-80,-85,-100,-76,-100,-67,-67,-70,-100,-67,-67,-80,-79,-100,-100,-74,-73,-81,-83,-100,-67,-79,-100,-74,-83,-75,-100,-100,-71,-81,-72,-100,-63,-69,-100,-85,-100,-84,-58,-100,-100,-89,-100,-100,-68,-83,-100,-100,-100,-100,-79,-85,-85,-100,-100,-100,-100,-100,-79,-62,-100,-100,-100,-74,-78,-80,-81,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-84,-100,-83,-84,-84,-100,-100,-100,-79,-80,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,247,11371419947640
-100,-61,-71,-100,-73,-74,-74,-100,-100,-67,-67,-69,-25,-62,-100,-77,-69,-74,-72,-71,-72,-79,-79,-100,-100,-64,-100,-100,-100,-68,-61,-60,-100,-76,-57,-100,-100,-100,-87,-88,-89,-89,-100,-87,-100,-100,-74,-89,-63,-100,-69,-72,-79,-100,-65,-60,-57,-100,-66,-87,-68,-88,-100,-80,-84,-100,-76,-100,-66,-65,-67,-100,-67,-67,-80,-80,-100,-100,-74,-74,-84,-82,-100,-67,-79,-100,-74,-83,-75,-100,-100,-71,-81,-72,-79,-74,-68,-100,-85,-100,-84,-57,-100,-100,-89,-100,-100,-68,-82,-100,-100,-100,-100,-79,-84,-85,-100,-100,-100,-100,-100,-79,-62,-100,-100,-83,-74,-78,-80,-80,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-78,-84,-100,-83,-84,-84,-100,-100,-100,-79,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,247,11378045636908
-100,-58,-71,-100,-73,-73,-73,-100,-100,-61,-61,-69,-27,-65,-100,-77,-69,-72,-71,-72,-71,-79,-80,-100,-100,-64,-100,-70,-70,-69,-62,-62,-100,-85,-57,-100,-89,-100,-87,-86,-86,-86,-100,-65,-100,-100,-73,-89,-61,-100,-70,-72,-79,-100,-65,-62,-57,-100,-67,-87,-68,-87,-100,-80,-85,-100,-74,-100,-66,-67,-67,-100,-66,-66,-100,-80,-100,-100,-77,-76,-81,-81,-74,-66,-100,-100,-76,-82,-100,-100,-100,-71,-81,-67,-79,-79,-68,-83,-82,-100,-84,-57,-100,-100,-89,-100,-100,-67,-82,-100,-100,-100,-100,-79,-84,-85,-100,-100,-100,-100,-100,-79,-100,-100,-100,-83,-74,-78,-80,-79,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-77,-83,-76,-85,-84,-85,-100,-100,-100,-100,-79,-100,-79,-100,-100,-77,-100,-100,-100,-80,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,247,11384604200708
