80:8d:b7:55:39:c0,b0:be:76:f8:30:5e,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,38:17:c3:1f:01:92,38:17:c3:1f:01:91,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:35:02,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:35:03,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,38:17:c3:1f:01:81,38:17:c3:19:d7:71,80:8d:b7:55:25:f2,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:19:d7:72,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,72:32:b1:3e:1a:b7,80:8d:b7:55:3a:52,38:17:c3:19:45:b1,38:17:c3:19:45:b2,20:a6:cd:50:24:b2,80:8d:b7:55:3a:51,80:8d:b7:55:25:e3,44:48:c1:a5:82:22,38:17:c3:19:d7:61,38:17:c3:19:55:52,38:17:c3:19:55:51,20:a6:cd:50:24:b1,68:ff:7b:e4:af:38,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,b4:5d:50:e1:92:33,00:4e:35:de:e1:10,38:17:c3:1e:ff:01,38:17:c3:1f:09:91,00:4e:35:de:e1:11,00:4e:35:df:06:40,38:17:c3:1e:ff:02,60:32:b1:3e:1a:b8,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:23,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,38:17:c3:1f:01:90,38:17:c3:1f:0e:00,44:48:c1:a5:82:30,80:8d:b7:55:35:00,00:4e:35:df:06:52,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:3a:50,38:17:c3:19:d7:60,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,38:17:c3:19:55:50,38:17:c3:1e:ff:10,20:a6:cd:50:24:a0,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,00:4e:35:df:06:42,38:17:c3:1f:09:90,38:17:c3:1f:22:30,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:35:01,60:32:b1:3e:1a:b7,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,44:48:c1:a5:82:21,a8:bd:27:4c:bd:32,00:4e:35:df:06:41,38:17:c3:1f:09:93,38:17:c3:1f:0e:10,38:17:c3:1f:01:80,44:48:c1:a5:82:20,66:2a:2f:53:7c:99,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,20:a6:cd:42:0b:f3,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:31,20:a6:cd:42:0b:f0,a8:bd:27:4c:bd:31,38:17:c3:19:71:90,80:8d:b7:55:25:e1,38:17:c3:1f:09:83,80:8d:b7:55:25:e0,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,a8:bd:27:4c:bd:30,b4:5d:50:e1:96:50,68:ff:7b:e4:af:39,38:17:c3:1f:22:31,38:17:c3:1f:22:32,b4:5d:50:e1:92:21,20:a6:cd:42:0b:f1,b4:5d:50:e1:92:22,80:8d:b7:55:25:e2,38:17:c3:1f:08:50,38:17:c3:19:55:42,80:8d:b7:55:3a:40,b4:5d:50:e1:96:52,38:17:c3:19:55:41,38:17:c3:19:71:92,38:17:c3:19:55:40,38:17:c3:19:71:91,38:17:c3:1f:01:82,38:17:c3:1f:09:92,38:17:c3:19:45:a2,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,20:a6:cd:42:0b:f2,b4:5d:50:e1:92:20,b4:5d:50:e1:96:43,00:4e:35:de:e1:01,00:4e:35:de:e1:02,38:17:c3:19:45:a1,00:4e:35:de:d7:53,38:17:c3:19:45:a0,00:4e:35:de:d7:52,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:08:41,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:de:d7:43,00:4e:35:df:0e:12,00:4e:35:de:e1:00,00:4e:35:df:0e:10,38:17:c3:19:71:82,00:4e:35:df:0e:11,00:4e:35:de:d7:42,38:17:c3:19:71:80,38:17:c3:19:71:81,00:4e:35:de:d7:40,38:17:c3:19:36:30,38:17:c3:19:36:32,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:19:36:31,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,a8:bd:27:4c:bd:22,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1f:08:42,00:4e:35:df:0e:01,00:4e:35:df:0e:00,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:1f:0f:92,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:91,38:17:c3:1f:0f:90,38:17:c3:24:4f:10,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:4f:01,38:17:c3:24:4f:02,32:f7:72:50:57:3b,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,00:4e:35:df:27:12,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,00:4e:35:df:27:00,00:4e:35:df:27:02,00:4e:35:df:27:10,38:17:c3:1b:08:a1,00:4e:35:de:d7:41,00:4e:35:df:27:11,9c:d6:43:60:92:e0,x,y,timestamp
-55,-61,-53,-53,-69,-69,-69,-82,-82,-23,-59,-67,-67,-71,-50,-50,-68,-55,-55,-100,-82,-78,-70,-69,-83,-77,-78,-83,-67,-100,-100,-81,-66,-73,-59,-79,-74,-75,-81,-100,-100,-100,-84,-80,-100,-100,-77,-78,-100,-100,-78,-100,-100,-79,-100,-78,-53,-69,-82,-67,-50,-71,-69,-83,-78,-67,-80,-81,-100,-75,-88,-100,-100,-79,-74,-100,-85,-64,-66,-71,-80,-66,-66,-57,-79,-74,-100,-65,-100,-59,-83,-77,-77,-100,-79,-77,-100,-79,-100,-100,-100,-100,-100,-100,-79,-100,-79,-85,-85,-78,-100,-77,-100,-82,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-78,-100,-100,-100,-100,-85,-100,-85,-84,-100,-84,-84,-82,-84,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,506,2708202690215
-56,-61,-53,-53,-70,-69,-70,-82,-82,-22,-65,-67,-67,-71,-48,-48,-63,-55,-54,-100,-82,-79,-70,-71,-83,-78,-78,-80,-66,-100,-100,-83,-66,-73,-59,-79,-73,-73,-82,-87,-100,-100,-83,-80,-81,-100,-75,-79,-100,-100,-79,-75,-100,-80,-100,-78,-53,-70,-82,-67,-49,-70,-70,-84,-78,-66,-80,-82,-90,-73,-88,-100,-100,-78,-76,-100,-86,-67,-66,-69,-81,-66,-66,-57,-79,-74,-100,-66,-100,-59,-83,-75,-75,-100,-100,-75,-100,-79,-100,-100,-100,-75,-100,-100,-79,-100,-79,-85,-85,-79,-100,-77,-100,-84,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-84,-100,-84,-84,-83,-83,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,506,2714701119848
-55,-63,-53,-53,-70,-70,-70,-84,-84,-22,-65,-68,-68,-71,-48,-48,-63,-55,-55,-100,-82,-79,-69,-69,-83,-78,-78,-80,-66,-100,-100,-83,-66,-73,-59,-79,-74,-73,-83,-87,-100,-100,-83,-80,-81,-100,-74,-81,-100,-100,-83,-75,-100,-80,-100,-78,-53,-69,-85,-69,-49,-70,-69,-84,-78,-66,-80,-84,-90,-73,-100,-100,-100,-82,-76,-100,-86,-66,-66,-69,-82,-65,-66,-57,-79,-74,-100,-66,-100,-59,-83,-74,-74,-100,-100,-74,-100,-79,-100,-100,-100,-75,-100,-100,-79,-100,-79,-85,-85,-79,-100,-77,-100,-83,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-84,-100,-84,-84,-83,-83,-100,-87,-86,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,506,2721534594637
-57,-60,-53,-53,-70,-70,-69,-84,-84,-23,-57,-68,-68,-72,-49,-49,-71,-56,-56,-100,-81,-76,-68,-69,-80,-75,-75,-80,-67,-100,-100,-86,-67,-71,-50,-100,-72,-72,-87,-87,-100,-100,-82,-100,-81,-100,-78,-75,-100,-100,-74,-75,-100,-82,-100,-79,-53,-70,-85,-69,-49,-72,-69,-81,-76,-67,-100,-86,-90,-72,-85,-100,-100,-74,-76,-100,-83,-64,-66,-72,-82,-65,-71,-50,-79,-100,-100,-62,-100,-50,-82,-78,-77,-100,-100,-76,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-82,-84,-79,-100,-79,-100,-83,-100,-71,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-85,-100,-86,-100,-100,-100,-100,-83,-81,-100,-85,-86,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,482,2754215821656
-56,-60,-53,-53,-69,-69,-69,-100,-100,-21,-64,-100,-100,-72,-49,-49,-71,-56,-56,-100,-81,-76,-69,-68,-80,-75,-75,-100,-67,-100,-100,-86,-67,-72,-52,-82,-72,-72,-86,-86,-100,-100,-82,-82,-100,-100,-77,-75,-100,-100,-75,-70,-100,-82,-100,-79,-53,-69,-100,-100,-49,-72,-68,-81,-76,-67,-82,-87,-89,-72,-86,-100,-100,-75,-69,-100,-83,-66,-100,-72,-100,-100,-71,-52,-79,-70,-100,-66,-100,-52,-80,-77,-78,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-80,-100,-80,-100,-84,-100,-71,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-87,-100,-87,-100,-100,-100,-100,-83,-83,-100,-85,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,482,2760108806446
-56,-60,-53,-54,-68,-68,-68,-100,-100,-21,-64,-100,-100,-71,-49,-49,-68,-55,-55,-100,-81,-76,-69,-69,-81,-76,-76,-100,-67,-100,-100,-85,-67,-72,-52,-81,-72,-72,-85,-86,-100,-87,-82,-82,-100,-84,-78,-74,-100,-100,-74,-71,-100,-84,-100,-78,-54,-68,-100,-100,-49,-71,-69,-82,-76,-67,-82,-85,-89,-72,-86,-100,-100,-74,-70,-100,-83,-67,-67,-71,-83,-69,-69,-52,-79,-70,-100,-66,-100,-52,-82,-79,-78,-100,-100,-79,-100,-79,-86,-71,-100,-71,-100,-100,-80,-100,-83,-83,-85,-80,-100,-80,-100,-84,-100,-69,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-87,-100,-87,-100,-100,-100,-100,-83,-83,-100,-85,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,482,2765962543735
-57,-60,-54,-54,-69,-70,-70,-82,-81,-22,-64,-70,-70,-71,-50,-50,-70,-56,-56,-100,-81,-75,-69,-69,-81,-75,-75,-100,-68,-100,-100,-84,-68,-72,-50,-82,-72,-72,-84,-86,-100,-87,-82,-82,-100,-84,-80,-74,-100,-100,-74,-71,-100,-85,-100,-78,-54,-70,-81,-70,-50,-72,-69,-82,-76,-68,-83,-84,-89,-72,-86,-100,-100,-74,-71,-100,-83,-66,-66,-72,-83,-70,-70,-50,-79,-71,-100,-73,-100,-50,-82,-79,-79,-100,-100,-79,-100,-79,-86,-71,-100,-71,-100,-100,-80,-100,-83,-83,-82,-80,-100,-79,-100,-82,-100,-70,-100,-76,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-83,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,482,2772059658108
-56,-61,-54,-54,-69,-69,-69,-82,-81,-22,-64,-70,-70,-71,-50,-50,-70,-56,-56,-100,-82,-77,-68,-68,-81,-77,-76,-83,-67,-100,-100,-87,-67,-72,-50,-82,-73,-73,-86,-87,-100,-87,-82,-81,-100,-84,-77,-74,-100,-100,-74,-71,-100,-85,-100,-78,-55,-69,-81,-70,-51,-72,-68,-81,-77,-67,-82,-87,-89,-73,-86,-84,-100,-74,-71,-100,-84,-66,-66,-71,-84,-70,-70,-50,-79,-71,-100,-65,-100,-50,-82,-77,-77,-100,-100,-77,-100,-79,-86,-71,-100,-71,-100,-100,-80,-100,-83,-83,-84,-79,-100,-79,-100,-83,-100,-70,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-88,-100,-87,-100,-100,-100,-100,-83,-86,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,482,2778725694251
-57,-60,-54,-54,-69,-69,-69,-83,-82,-22,-63,-70,-70,-72,-49,-50,-71,-57,-57,-100,-81,-76,-68,-68,-81,-77,-77,-83,-66,-100,-100,-85,-66,-73,-50,-82,-72,-73,-83,-87,-100,-88,-78,-81,-100,-100,-80,-74,-100,-100,-74,-71,-100,-87,-100,-43,-54,-68,-83,-70,-50,-72,-68,-81,-77,-66,-82,-85,-89,-73,-87,-84,-100,-74,-71,-100,-84,-66,-66,-72,-84,-70,-70,-50,-79,-71,-100,-66,-100,-50,-82,-80,-80,-100,-100,-80,-100,-79,-100,-100,-100,-70,-100,-100,-79,-100,-100,-83,-83,-78,-100,-79,-100,-83,-100,-70,-100,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-83,-86,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,482,2785535145863
-57,-60,-54,-54,-69,-69,-69,-83,-82,-22,-63,-100,-100,-72,-49,-48,-70,-58,-58,-100,-81,-76,-69,-64,-81,-76,-77,-86,-67,-100,-100,-86,-67,-73,-51,-83,-70,-70,-85,-87,-100,-88,-78,-83,-100,-100,-78,-73,-100,-100,-74,-71,-100,-87,-100,-43,-53,-68,-83,-100,-49,-72,-68,-81,-76,-67,-82,-86,-89,-70,-86,-84,-100,-74,-72,-100,-84,-66,-66,-72,-84,-69,-70,-51,-80,-72,-100,-66,-100,-51,-83,-78,-78,-100,-88,-78,-100,-79,-100,-100,-100,-70,-100,-100,-79,-100,-100,-83,-84,-79,-100,-80,-100,-83,-100,-70,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-86,-100,-85,-100,-100,-100,-100,-83,-86,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,482,2811811317363
-59,-61,-54,-54,-68,-68,-68,-82,-82,-22,-60,-100,-100,-72,-48,-48,-70,-59,-59,-100,-81,-75,-69,-70,-81,-76,-76,-85,-66,-100,-100,-84,-66,-73,-51,-83,-71,-71,-85,-85,-100,-100,-81,-83,-100,-100,-78,-74,-100,-100,-75,-71,-100,-100,-85,-79,-55,-68,-83,-100,-48,-100,-70,-81,-76,-66,-82,-84,-89,-72,-86,-100,-100,-75,-72,-100,-83,-65,-100,-100,-100,-69,-70,-51,-80,-71,-100,-64,-100,-52,-81,-78,-78,-100,-88,-78,-100,-100,-100,-72,-100,-71,-100,-100,-100,-100,-100,-83,-82,-79,-100,-79,-71,-83,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-85,-100,-87,-100,-100,-100,-100,-82,-82,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,482,2818442902569
-60,-56,-54,-54,-68,-68,-68,-82,-82,-22,-59,-70,-69,-72,-48,-48,-70,-60,-59,-100,-81,-75,-67,-68,-81,-75,-76,-85,-67,-100,-100,-84,-68,-71,-51,-83,-72,-72,-84,-85,-100,-100,-82,-81,-100,-100,-80,-74,-100,-100,-74,-72,-100,-81,-85,-62,-54,-68,-82,-69,-48,-100,-67,-81,-75,-67,-82,-84,-89,-72,-87,-100,-100,-74,-71,-100,-83,-65,-66,-100,-85,-69,-70,-50,-80,-71,-100,-65,-100,-52,-80,-78,-78,-100,-88,-80,-100,-81,-100,-72,-100,-71,-100,-100,-100,-100,-80,-83,-83,-79,-100,-82,-71,-84,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-85,-100,-87,-100,-100,-100,-100,-82,-82,-100,-87,-86,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,482,2824545620796
-57,-61,-54,-54,-69,-69,-68,-84,-84,-24,-58,-68,-68,-72,-52,-52,-70,-57,-56,-100,-81,-76,-70,-69,-81,-75,-76,-85,-68,-100,-100,-86,-68,-70,-51,-100,-72,-72,-87,-85,-100,-100,-82,-81,-100,-100,-78,-74,-100,-100,-73,-71,-100,-81,-85,-62,-54,-69,-84,-68,-53,-100,-69,-81,-76,-68,-100,-86,-89,-72,-87,-100,-100,-74,-70,-100,-84,-66,-66,-100,-85,-70,-70,-50,-80,-71,-100,-66,-100,-52,-80,-78,-77,-100,-100,-78,-100,-79,-100,-72,-100,-72,-100,-100,-80,-100,-80,-85,-83,-100,-100,-82,-72,-82,-77,-70,-100,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-82,-82,-100,-87,-86,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,482,2831177928918
-56,-61,-54,-54,-70,-70,-70,-84,-84,-24,-59,-68,-68,-72,-52,-52,-68,-57,-58,-100,-81,-75,-69,-69,-81,-76,-75,-85,-67,-100,-100,-86,-67,-73,-53,-100,-72,-72,-86,-86,-100,-100,-82,-81,-100,-100,-77,-74,-100,-100,-74,-70,-100,-81,-100,-79,-54,-70,-84,-68,-52,-71,-70,-81,-76,-67,-100,-85,-100,-100,-86,-100,-100,-75,-71,-100,-84,-66,-66,-72,-85,-70,-70,-50,-80,-70,-100,-66,-100,-52,-84,-78,-77,-100,-100,-78,-100,-79,-100,-71,-100,-72,-100,-100,-79,-100,-80,-84,-84,-100,-100,-82,-71,-85,-77,-70,-100,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-84,-85,-100,-85,-85,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,482,2837781975166
-59,-60,-55,-56,-68,-69,-69,-83,-83,-22,-60,-68,-68,-72,-52,-52,-69,-58,-58,-100,-80,-75,-69,-70,-81,-76,-76,-85,-68,-100,-100,-87,-68,-79,-50,-81,-73,-74,-87,-86,-100,-100,-79,-82,-83,-83,-80,-74,-100,-100,-73,-70,-100,-85,-100,-89,-56,-69,-84,-68,-52,-71,-70,-80,-76,-68,-82,-86,-100,-100,-87,-100,-100,-73,-71,-100,-83,-65,-64,-72,-83,-69,-69,-51,-80,-70,-100,-65,-100,-51,-84,-81,-80,-100,-84,-80,-100,-79,-86,-71,-100,-72,-100,-100,-79,-100,-81,-83,-83,-82,-100,-81,-71,-85,-77,-70,-100,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-84,-85,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,482,2844336104434
-58,-57,-56,-56,-70,-70,-70,-83,-83,-22,-62,-72,-72,-72,-49,-49,-75,-58,-58,-100,-77,-74,-69,-68,-77,-74,-74,-100,-65,-100,-100,-87,-65,-72,-54,-82,-74,-74,-88,-86,-100,-86,-78,-81,-83,-83,-74,-76,-100,-100,-76,-70,-100,-85,-100,-89,-57,-70,-84,-72,-49,-73,-68,-77,-74,-65,-81,-87,-100,-100,-86,-100,-100,-77,-72,-100,-86,-73,-73,-73,-83,-69,-69,-57,-81,-72,-100,-73,-100,-57,-79,-74,-74,-100,-84,-74,-100,-81,-85,-71,-100,-72,-100,-100,-81,-100,-81,-83,-83,-82,-100,-81,-71,-85,-100,-100,-100,-100,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-82,-100,-82,-100,-100,-100,-100,-84,-85,-100,-83,-83,-100,-100,-79,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,457,2889417547855
-61,-59,-56,-56,-72,-72,-72,-100,-100,-22,-71,-72,-72,-72,-51,-51,-75,-60,-60,-100,-78,-74,-70,-65,-77,-74,-74,-84,-67,-100,-100,-87,-67,-74,-54,-82,-74,-74,-88,-84,-100,-86,-76,-81,-100,-100,-74,-75,-100,-100,-75,-100,-100,-100,-100,-100,-56,-72,-100,-72,-50,-73,-70,-78,-74,-67,-81,-87,-100,-100,-87,-100,-100,-75,-71,-100,-86,-74,-73,-73,-100,-65,-64,-57,-78,-70,-100,-81,-100,-57,-79,-75,-74,-100,-84,-74,-100,-81,-85,-76,-100,-75,-100,-100,-81,-100,-81,-100,-100,-100,-100,-100,-75,-100,-100,-64,-100,-100,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-86,-79,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,457,2896147335925
-59,-58,-57,-56,-72,-71,-71,-87,-88,-22,-71,-72,-70,-74,-50,-50,-71,-59,-59,-100,-77,-75,-68,-69,-78,-74,-74,-85,-66,-100,-100,-86,-66,-76,-55,-82,-74,-74,-87,-84,-100,-88,-77,-82,-100,-100,-75,-75,-100,-100,-75,-70,-100,-85,-100,-80,-57,-71,-87,-72,-50,-75,-69,-78,-74,-66,-83,-87,-100,-100,-86,-100,-100,-75,-72,-100,-85,-73,-73,-74,-100,-65,-66,-55,-82,-72,-100,-73,-100,-55,-79,-74,-75,-100,-84,-75,-100,-81,-84,-76,-100,-74,-100,-100,-81,-100,-81,-100,-100,-81,-100,-81,-75,-100,-100,-66,-100,-100,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-81,-100,-79,-78,-100,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-86,-79,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,457,2902639669360
