80:8d:b7:55:39:c0,b0:be:76:f8:30:5e,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,38:17:c3:1f:01:92,38:17:c3:1f:01:91,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:35:02,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:35:03,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,38:17:c3:1f:01:81,38:17:c3:19:d7:71,80:8d:b7:55:25:f2,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:19:d7:72,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,72:32:b1:3e:1a:b7,80:8d:b7:55:3a:52,38:17:c3:19:45:b1,38:17:c3:19:45:b2,20:a6:cd:50:24:b2,80:8d:b7:55:3a:51,80:8d:b7:55:25:e3,44:48:c1:a5:82:22,38:17:c3:19:d7:61,38:17:c3:19:55:52,38:17:c3:19:55:51,20:a6:cd:50:24:b1,68:ff:7b:e4:af:38,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,b4:5d:50:e1:92:33,00:4e:35:de:e1:10,38:17:c3:1e:ff:01,38:17:c3:1f:09:91,00:4e:35:de:e1:11,00:4e:35:df:06:40,38:17:c3:1e:ff:02,60:32:b1:3e:1a:b8,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:23,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,38:17:c3:1f:01:90,38:17:c3:1f:0e:00,44:48:c1:a5:82:30,80:8d:b7:55:35:00,00:4e:35:df:06:52,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:3a:50,38:17:c3:19:d7:60,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,38:17:c3:19:55:50,38:17:c3:1e:ff:10,20:a6:cd:50:24:a0,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,00:4e:35:df:06:42,38:17:c3:1f:09:90,38:17:c3:1f:22:30,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:35:01,60:32:b1:3e:1a:b7,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,44:48:c1:a5:82:21,a8:bd:27:4c:bd:32,00:4e:35:df:06:41,38:17:c3:1f:09:93,38:17:c3:1f:0e:10,38:17:c3:1f:01:80,44:48:c1:a5:82:20,66:2a:2f:53:7c:99,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,20:a6:cd:42:0b:f3,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:31,20:a6:cd:42:0b:f0,a8:bd:27:4c:bd:31,38:17:c3:19:71:90,80:8d:b7:55:25:e1,38:17:c3:1f:09:83,80:8d:b7:55:25:e0,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,a8:bd:27:4c:bd:30,b4:5d:50:e1:96:50,68:ff:7b:e4:af:39,38:17:c3:1f:22:31,38:17:c3:1f:22:32,b4:5d:50:e1:92:21,20:a6:cd:42:0b:f1,b4:5d:50:e1:92:22,80:8d:b7:55:25:e2,38:17:c3:1f:08:50,38:17:c3:19:55:42,80:8d:b7:55:3a:40,b4:5d:50:e1:96:52,38:17:c3:19:55:41,38:17:c3:19:71:92,38:17:c3:19:55:40,38:17:c3:19:71:91,38:17:c3:1f:01:82,38:17:c3:1f:09:92,38:17:c3:19:45:a2,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,20:a6:cd:42:0b:f2,b4:5d:50:e1:92:20,b4:5d:50:e1:96:43,00:4e:35:de:e1:01,00:4e:35:de:e1:02,38:17:c3:19:45:a1,00:4e:35:de:d7:53,38:17:c3:19:45:a0,00:4e:35:de:d7:52,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:08:41,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:de:d7:43,00:4e:35:df:0e:12,00:4e:35:de:e1:00,00:4e:35:df:0e:10,38:17:c3:19:71:82,00:4e:35:df:0e:11,00:4e:35:de:d7:42,38:17:c3:19:71:80,38:17:c3:19:71:81,00:4e:35:de:d7:40,38:17:c3:19:36:30,38:17:c3:19:36:32,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:19:36:31,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,a8:bd:27:4c:bd:22,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1f:08:42,00:4e:35:df:0e:01,00:4e:35:df:0e:00,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:1f:0f:92,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:91,38:17:c3:1f:0f:90,38:17:c3:24:4f:10,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:4f:01,38:17:c3:24:4f:02,32:f7:72:50:57:3b,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,00:4e:35:df:27:12,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,00:4e:35:df:27:00,00:4e:35:df:27:02,00:4e:35:df:27:10,38:17:c3:1b:08:a1,00:4e:35:de:d7:41,00:4e:35:df:27:11,9c:d6:43:60:92:e0,x,y,timestamp
-100,-57,-100,-100,-100,-100,-100,-100,-100,-20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-78,-100,-100,-100,-79,-87,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-66,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-79,-100,-100,-100,-85,-100,-100,-100,-66,-68,-100,-100,-100,-100,-100,-100,-82,-82,-100,-50,-68,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-86,-72,-86,-81,-86,-100,-81,-80,-100,-100,-100,-43,-43,-100,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,564,-99,2593743912760
-100,-48,-100,-100,-100,-100,-100,-100,-100,-27,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-84,-100,-100,-100,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-65,-100,-100,-65,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-65,-68,-100,-100,-100,-100,-100,-100,-100,-82,-100,-50,-68,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-50,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-85,-72,-86,-83,-86,-100,-85,-83,-100,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-87,-100,-100,-100,-85,-100,-100,-100,-100,-100,588,-99,2624452531654
-100,-48,-100,-100,-100,-100,-100,-100,-100,-23,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-84,-100,-100,-100,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-90,-64,-100,-100,-64,-66,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-69,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-64,-66,-100,-100,-100,-100,-100,-100,-84,-84,-100,-49,-65,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-49,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-74,-100,-84,-83,-100,-84,-84,-100,-100,-100,-57,-56,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-87,-86,-100,-100,-100,-100,-85,-100,-100,-100,-100,588,-99,2629703960350
-100,-49,-100,-100,-100,-100,-100,-100,-100,-22,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-85,-100,-100,-100,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-90,-63,-100,-100,-64,-66,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-71,-100,-100,-84,-100,-100,-100,-87,-100,-100,-100,-64,-66,-100,-100,-100,-100,-100,-100,-84,-84,-100,-48,-66,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-48,-89,-100,-100,-100,-100,-100,-48,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-75,-100,-84,-83,-100,-84,-85,-100,-100,-100,-55,-55,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-87,-86,-100,-100,-100,-100,-85,-100,-100,-100,-100,588,-99,2634889852067
-100,-48,-88,-100,-100,-100,-100,-100,-100,-25,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-85,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-90,-64,-100,-100,-63,-66,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-71,-100,-100,-85,-100,-100,-100,-86,-100,-100,-100,-64,-66,-100,-100,-100,-100,-100,-100,-84,-84,-100,-47,-66,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-47,-87,-100,-100,-100,-100,-100,-47,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-66,-100,-84,-83,-100,-84,-85,-100,-100,-100,-56,-55,-100,-100,-100,-100,-55,-100,-100,-100,-100,-81,-82,-83,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-87,-86,-100,-100,-100,-100,-85,-100,-100,-100,-100,588,-99,2640323137638
-100,-48,-88,-100,-100,-100,-100,-100,-100,-24,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-85,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-64,-100,-100,-64,-66,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-71,-100,-100,-84,-100,-100,-100,-86,-100,-100,-100,-63,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-66,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-49,-87,-100,-100,-100,-100,-100,-49,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-66,-100,-100,-100,-100,-100,-85,-100,-100,-100,-55,-55,-100,-100,-100,-100,-55,-100,-100,-100,-100,-81,-82,-83,-83,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,-99,2645801434511
-100,-48,-88,-100,-100,-100,-100,-100,-100,-23,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-85,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-65,-100,-100,-65,-65,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-73,-100,-100,-85,-100,-100,-100,-87,-100,-100,-100,-63,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-65,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-49,-88,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-83,-100,-100,-100,-100,-100,-100,-100,-55,-55,-100,-100,-100,-100,-56,-100,-100,-100,-100,-82,-81,-82,-83,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,-99,2651169561540
-100,-52,-100,-100,-100,-100,-100,-100,-100,-20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-85,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-60,-70,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-70,-100,-100,-86,-100,-100,-100,-90,-100,-100,-100,-60,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-70,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-52,-88,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-71,-86,-83,-100,-100,-100,-100,-100,-100,-100,-57,-57,-100,-100,-100,-100,-57,-100,-100,-100,-100,-82,-81,-82,-83,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,612,-99,2683422329913
-100,-57,-100,-100,-100,-100,-100,-100,-100,-19,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-60,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-86,-100,-100,-100,-90,-100,-100,-100,-61,-70,-100,-100,-100,-100,-100,-100,-85,-100,-100,-52,-70,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-71,-84,-100,-84,-100,-100,-100,-100,-100,-100,-57,-57,-100,-100,-100,-100,-57,-100,-100,-100,-100,-81,-82,-82,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,612,-99,2688532672932
-100,-51,-100,-100,-100,-100,-100,-100,-100,-20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-60,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-87,-100,-100,-100,-90,-100,-100,-100,-60,-70,-100,-100,-100,-100,-100,-100,-85,-100,-100,-53,-70,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-74,-87,-100,-84,-100,-81,-82,-100,-100,-100,-52,-52,-100,-100,-100,-100,-52,-100,-100,-100,-100,-81,-82,-82,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,612,-99,2693599968190
-100,-52,-100,-100,-100,-100,-100,-100,-100,-20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-59,-71,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-70,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-59,-70,-100,-100,-100,-100,-100,-100,-85,-100,-100,-52,-70,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-73,-87,-100,-84,-100,-81,-82,-100,-100,-100,-52,-52,-100,-100,-100,-100,-52,-100,-100,-100,-100,-81,-82,-82,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,612,-99,2698854679751
-100,-52,-100,-100,-100,-100,-100,-100,-100,-20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-59,-71,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-70,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-59,-70,-100,-100,-100,-100,-100,-100,-84,-100,-100,-53,-70,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-73,-86,-100,-86,-100,-81,-82,-100,-100,-100,-52,-52,-100,-100,-100,-100,-52,-100,-100,-100,-100,-81,-82,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,612,-99,2703936074124
-100,-53,-100,-100,-100,-100,-100,-100,-100,-24,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-87,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-59,-71,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-72,-100,-100,-87,-100,-100,-100,-89,-100,-100,-100,-59,-70,-100,-100,-100,-100,-100,-100,-84,-100,-100,-53,-70,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-73,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,612,-99,2709114459278
-100,-53,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-83,-100,-100,-100,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-65,-73,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-74,-100,-100,-85,-100,-100,-100,-89,-100,-100,-100,-65,-70,-100,-100,-100,-100,-100,-100,-84,-100,-100,-49,-73,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-82,-85,-100,-82,-82,-100,-100,-100,-58,-58,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,637,-99,2739164722496
-100,-46,-100,-100,-100,-100,-100,-100,-100,-23,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-83,-100,-100,-100,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-67,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-73,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-81,-100,-100,-83,-82,-100,-100,-100,-56,-56,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,637,-99,2744265035567
-100,-45,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-85,-100,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-66,-73,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-76,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-73,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-81,-84,-100,-83,-82,-100,-100,-100,-55,-55,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,637,-99,2749359975409
-100,-45,-100,-100,-100,-100,-100,-100,-100,-24,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-85,-100,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-70,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-76,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-81,-85,-100,-83,-82,-100,-100,-100,-54,-55,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,637,-99,2754435273792
-100,-47,-100,-100,-100,-100,-100,-100,-100,-20,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-86,-100,-100,-100,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-69,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-75,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-70,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-86,-81,-85,-100,-82,-79,-100,-100,-100,-54,-55,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,637,-99,2759432721811
