38:17:c3:19:71:91,38:17:c3:19:71:90,38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,44:48:c1:a5:82:30,80:8d:b7:55:25:f2,44:48:c1:a5:82:32,80:8d:b7:55:25:f3,44:48:c1:a5:82:31,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:1e:ff:00,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:20,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:01:92,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:01:90,38:17:c3:1f:01:91,20:a6:cd:50:24:a1,38:17:c3:1f:09:90,38:17:c3:19:55:52,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:d0,00:4e:35:df:06:40,b0:be:76:f8:30:5e,00:4e:35:df:06:41,38:17:c3:1f:00:b0,00:4e:35:de:e1:12,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,66:2a:2f:53:7c:99,68:ff:7b:e4:af:38,b4:5d:50:e1:96:52,68:ff:7b:e4:af:39,b4:5d:50:e1:96:53,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,38:17:c3:24:58:b0,72:32:b1:3e:1a:b7,38:17:c3:24:58:b1,38:17:c3:24:58:b2,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,80:8d:b7:55:25:e3,00:4e:35:df:06:42,80:8d:b7:55:3a:42,38:17:c3:19:55:40,38:17:c3:1f:22:32,38:17:c3:1f:22:31,b4:5d:50:e1:92:23,38:17:c3:19:71:92,00:4e:35:de:e1:11,72:32:b1:3e:1a:b8,00:4e:35:de:e1:10,38:17:c3:1f:08:50,20:a6:cd:50:24:a2,38:17:c3:19:45:a2,38:17:c3:19:45:a0,20:a6:cd:50:24:a0,38:17:c3:1f:09:83,38:17:c3:19:45:a1,38:17:c3:1f:09:91,a8:bd:27:4c:bd:30,20:a6:cd:42:0b:e3,38:17:c3:19:55:41,38:17:c3:19:55:42,44:48:c1:91:95:b2,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,00:4e:35:de:d7:53,00:4e:35:de:d7:52,44:48:c1:91:95:b3,b4:5d:50:e1:92:20,00:4e:35:de:e1:00,00:4e:35:de:e1:01,38:17:c3:1f:08:52,00:4e:35:de:e1:02,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,38:17:c3:1f:08:51,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:08:42,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:df:0e:12,00:4e:35:de:d7:43,38:17:c3:19:36:30,38:17:c3:1f:08:41,00:4e:35:df:0e:10,38:17:c3:1f:08:40,38:17:c3:19:71:82,38:17:c3:19:71:81,00:4e:35:df:0e:11,a8:bd:27:4c:bd:22,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,64:e5:99:c3:13:3c,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:1f:0f:90,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,38:17:c3:19:71:80,00:4e:35:de:d7:42,00:4e:35:de:d7:40,00:4e:35:de:d7:41,x,y,label
-89,-90,-74,-91,-76,-89,-74,-88,-56,-81,-57,-80,-56,-80,-80,-100,-100,-100,-100,-83,-84,-84,-73,-90,-72,-65,-66,-66,-72,-89,-74,-88,-100,-100,-88,-91,-72,-87,-87,-100,-100,-82,-91,-90,-87,-100,-100,-76,-100,-100,-100,-74,-74,-100,-100,-88,-100,-80,-80,-81,-80,-67,-66,-67,-59,-80,-65,-79,-100,-80,-100,-100,-75,-75,-76,-89,-89,-100,-88,-100,-100,-100,-100,-100,-81,-81,-83,-61,-100,-82,-100,-100,-61,-61,-81,-75,-80,-58,-59,-88,-78,-69,-84,-79,-82,-67,-77,-78,-68,-85,-86,-86,-83,-89,-80,-94,-80,-94,-100,-100,-100,-100,-100,-100,-100,-93,-100,-85,-85,-90,-89,-87,-81,-81,-91,-89,-86,-86,-88,-86,-86,-88,-90,-91,-100,-100,-100,-100,-81,-80,-91,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-89,-89,-75,-91,-76,-89,-75,-88,-56,-80,-56,-79,-55,-81,-79,-100,-100,-100,-100,-84,-84,-85,-72,-90,-73,-65,-65,-65,-73,-88,-72,-88,-100,-100,-88,-89,-70,-88,-86,-100,-100,-82,-91,-87,-88,-100,-100,-74,-100,-100,-100,-75,-74,-100,-100,-88,-100,-80,-81,-81,-81,-66,-66,-67,-58,-79,-68,-78,-100,-80,-100,-100,-77,-76,-77,-88,-90,-100,-88,-100,-100,-100,-100,-100,-80,-81,-83,-60,-100,-82,-100,-100,-62,-59,-80,-77,-77,-58,-59,-88,-77,-70,-83,-84,-82,-69,-77,-80,-67,-85,-84,-86,-83,-90,-80,-89,-81,-94,-100,-100,-100,-100,-100,-100,-100,-93,-100,-85,-85,-90,-89,-87,-81,-83,-91,-88,-86,-87,-88,-87,-87,-86,-90,-91,-100,-100,-100,-100,-82,-83,-91,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-89,-89,-73,-91,-72,-88,-72,-88,-65,-75,-64,-74,-62,-75,-74,-100,-100,-100,-100,-84,-84,-85,-71,-85,-72,-72,-72,-72,-72,-86,-71,-86,-100,-100,-90,-90,-83,-88,-86,-100,-100,-87,-86,-89,-88,-100,-100,-72,-100,-100,-100,-76,-73,-100,-100,-89,-100,-79,-80,-80,-79,-60,-61,-61,-60,-78,-65,-78,-100,-79,-100,-100,-75,-74,-76,-85,-90,-100,-88,-100,-100,-100,-100,-100,-81,-81,-79,-63,-100,-83,-100,-100,-65,-64,-81,-78,-76,-60,-62,-88,-79,-68,-83,-81,-81,-71,-78,-75,-72,-81,-86,-85,-84,-90,-79,-86,-80,-91,-100,-100,-100,-100,-100,-100,-100,-91,-100,-81,-81,-90,-87,-88,-81,-82,-91,-88,-87,-85,-88,-87,-87,-90,-89,-91,-100,-100,-100,-100,-87,-80,-89,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-90,-89,-73,-91,-73,-88,-72,-88,-64,-75,-63,-74,-63,-75,-75,-100,-100,-100,-100,-83,-84,-84,-74,-89,-72,-82,-74,-72,-73,-86,-72,-86,-100,-100,-90,-89,-72,-88,-87,-100,-100,-88,-85,-89,-88,-100,-100,-72,-100,-100,-100,-73,-72,-100,-100,-88,-100,-85,-86,-86,-86,-65,-65,-62,-58,-78,-68,-76,-100,-77,-100,-100,-75,-75,-76,-87,-90,-100,-88,-100,-100,-100,-100,-100,-79,-80,-80,-64,-100,-88,-100,-100,-65,-63,-80,-80,-79,-57,-56,-88,-81,-76,-83,-81,-81,-78,-78,-74,-78,-81,-86,-86,-84,-90,-77,-86,-78,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-80,-80,-90,-87,-88,-80,-80,-91,-88,-87,-85,-88,-85,-87,-90,-89,-91,-100,-100,-100,-100,-80,-79,-89,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-89,-89,-72,-91,-72,-88,-72,-88,-63,-74,-61,-76,-61,-75,-74,-100,-100,-100,-100,-81,-83,-83,-75,-90,-74,-71,-73,-71,-74,-86,-73,-88,-100,-100,-89,-89,-68,-89,-86,-100,-100,-89,-85,-91,-88,-100,-100,-72,-100,-100,-100,-73,-73,-100,-100,-87,-100,-86,-85,-86,-85,-64,-65,-64,-56,-75,-69,-75,-100,-78,-100,-100,-75,-74,-75,-87,-84,-100,-88,-100,-100,-100,-100,-100,-77,-82,-78,-64,-100,-88,-100,-100,-64,-65,-81,-80,-79,-56,-56,-90,-80,-78,-83,-81,-81,-75,-78,-78,-78,-81,-85,-87,-84,-89,-78,-86,-78,-88,-100,-100,-100,-100,-100,-100,-100,-91,-100,-80,-80,-90,-87,-88,-82,-82,-91,-88,-86,-87,-87,-86,-87,-90,-88,-91,-100,-100,-100,-100,-82,-83,-89,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-89,-89,-72,-91,-72,-88,-73,-88,-64,-75,-61,-74,-61,-75,-75,-100,-100,-100,-100,-83,-82,-83,-73,-87,-75,-72,-80,-73,-75,-88,-74,-89,-100,-100,-87,-87,-66,-89,-87,-100,-100,-88,-86,-90,-90,-100,-100,-72,-100,-100,-100,-74,-72,-100,-100,-87,-100,-87,-87,-86,-86,-64,-64,-64,-56,-76,-69,-80,-100,-78,-100,-100,-77,-75,-75,-87,-84,-100,-88,-100,-100,-100,-100,-100,-80,-79,-76,-65,-100,-88,-100,-100,-64,-61,-80,-80,-79,-55,-58,-88,-80,-77,-83,-81,-81,-78,-82,-79,-78,-79,-85,-85,-84,-89,-78,-87,-78,-87,-100,-100,-100,-100,-100,-100,-100,-91,-100,-80,-81,-90,-87,-88,-82,-82,-91,-88,-86,-86,-87,-86,-87,-90,-89,-91,-100,-100,-100,-100,-81,-83,-89,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-90,-89,-74,-91,-73,-88,-73,-88,-62,-75,-63,-75,-61,-74,-75,-100,-100,-100,-100,-83,-83,-82,-75,-90,-74,-70,-70,-70,-74,-87,-75,-89,-100,-100,-87,-90,-65,-88,-86,-100,-100,-89,-83,-89,-88,-100,-100,-73,-100,-100,-100,-73,-73,-100,-100,-88,-100,-85,-84,-85,-87,-64,-70,-65,-56,-78,-64,-78,-100,-77,-100,-100,-74,-75,-76,-88,-84,-100,-88,-100,-100,-100,-100,-100,-80,-79,-78,-64,-100,-88,-100,-100,-64,-64,-80,-80,-79,-56,-56,-88,-80,-75,-83,-81,-81,-78,-82,-78,-76,-79,-86,-87,-85,-89,-77,-87,-78,-87,-100,-100,-100,-100,-100,-100,-100,-91,-100,-81,-81,-90,-87,-88,-82,-81,-91,-88,-86,-85,-88,-87,-87,-90,-87,-91,-100,-100,-100,-100,-81,-82,-90,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-89,-89,-74,-91,-73,-88,-73,-88,-64,-74,-61,-74,-65,-74,-74,-100,-100,-100,-100,-83,-83,-81,-74,-88,-73,-74,-72,-72,-74,-87,-74,-87,-100,-100,-87,-89,-69,-90,-85,-100,-100,-90,-85,-90,-88,-100,-100,-72,-100,-100,-100,-73,-73,-100,-100,-89,-100,-86,-85,-86,-87,-65,-66,-64,-55,-79,-68,-79,-100,-75,-100,-100,-76,-74,-75,-88,-85,-100,-86,-100,-100,-100,-100,-100,-80,-79,-77,-65,-100,-88,-100,-100,-64,-63,-82,-80,-79,-56,-56,-89,-80,-76,-83,-81,-81,-74,-82,-79,-76,-78,-86,-87,-83,-89,-75,-87,-77,-87,-100,-100,-100,-100,-100,-100,-100,-91,-100,-79,-80,-90,-87,-88,-81,-81,-91,-88,-88,-86,-87,-87,-87,-90,-88,-91,-100,-100,-100,-100,-81,-80,-90,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-90,-89,-80,-100,-65,-88,-73,-100,-61,-74,-62,-74,-62,-74,-74,-100,-100,-100,-100,-86,-83,-83,-72,-89,-72,-75,-76,-74,-73,-87,-73,-87,-100,-100,-87,-91,-76,-88,-86,-100,-100,-83,-85,-90,-88,-100,-100,-72,-100,-93,-100,-72,-72,-100,-100,-89,-100,-78,-79,-79,-79,-68,-68,-67,-61,-75,-71,-74,-100,-79,-100,-100,-73,-72,-72,-89,-83,-100,-90,-100,-100,-100,-100,-100,-79,-80,-73,-62,-100,-80,-100,-100,-62,-62,-79,-79,-80,-61,-61,-89,-80,-69,-82,-82,-84,-68,-79,-75,-69,-83,-82,-83,-91,-89,-79,-91,-78,-84,-100,-100,-100,-100,-100,-100,-100,-87,-100,-82,-81,-90,-86,-87,-81,-81,-90,-88,-78,-81,-84,-82,-87,-90,-85,-91,-91,-100,-100,-100,-81,-80,-88,-96,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-87,-90,-72,-100,-72,-88,-71,-100,-62,-74,-61,-74,-62,-74,-75,-100,-100,-100,-100,-86,-83,-85,-72,-90,-71,-75,-76,-74,-71,-87,-71,-88,-100,-100,-87,-89,-67,-88,-84,-100,-100,-79,-85,-89,-88,-100,-100,-72,-100,-93,-100,-72,-71,-100,-100,-89,-100,-78,-79,-79,-78,-68,-68,-67,-61,-75,-71,-75,-100,-78,-100,-100,-78,-77,-76,-90,-83,-100,-90,-100,-100,-100,-100,-100,-80,-81,-73,-63,-100,-80,-100,-100,-62,-63,-81,-79,-80,-60,-61,-89,-80,-68,-82,-82,-84,-68,-79,-74,-68,-83,-82,-83,-88,-89,-78,-91,-79,-83,-100,-100,-100,-100,-100,-100,-100,-86,-100,-84,-82,-90,-87,-86,-80,-80,-92,-88,-78,-78,-83,-78,-87,-90,-85,-91,-91,-100,-100,-100,-79,-79,-89,-96,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-90,-89,-73,-100,-72,-88,-72,-100,-61,-74,-60,-74,-59,-75,-75,-100,-100,-100,-100,-83,-84,-84,-71,-90,-72,-75,-75,-75,-73,-87,-72,-88,-100,-100,-87,-88,-73,-88,-84,-100,-100,-81,-90,-87,-87,-100,-100,-71,-100,-93,-100,-72,-71,-100,-100,-89,-100,-79,-77,-79,-78,-68,-68,-69,-60,-72,-70,-75,-100,-78,-100,-100,-76,-75,-75,-85,-82,-100,-90,-100,-100,-100,-100,-100,-79,-80,-76,-64,-100,-81,-100,-100,-64,-61,-81,-79,-80,-61,-61,-92,-80,-68,-83,-82,-85,-69,-80,-73,-68,-82,-83,-82,-89,-89,-79,-91,-81,-85,-100,-100,-100,-100,-100,-100,-100,-86,-100,-82,-82,-89,-85,-85,-77,-78,-93,-88,-78,-77,-85,-78,-87,-90,-85,-91,-91,-100,-100,-100,-78,-78,-87,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-88,-89,-71,-100,-71,-88,-71,-100,-61,-77,-61,-74,-60,-73,-74,-100,-100,-100,-100,-86,-85,-84,-72,-90,-72,-75,-76,-76,-71,-87,-78,-88,-100,-100,-87,-89,-67,-88,-84,-100,-100,-82,-90,-88,-87,-100,-100,-72,-100,-94,-100,-72,-71,-100,-100,-89,-100,-79,-79,-80,-78,-68,-68,-69,-62,-74,-70,-75,-100,-79,-100,-100,-75,-77,-77,-88,-84,-100,-90,-100,-100,-100,-100,-100,-79,-76,-76,-62,-100,-81,-100,-100,-62,-62,-75,-79,-80,-62,-62,-92,-80,-67,-84,-83,-85,-68,-79,-74,-67,-81,-83,-83,-89,-89,-79,-93,-79,-83,-100,-100,-100,-100,-100,-100,-100,-86,-100,-82,-90,-92,-85,-87,-78,-78,-89,-88,-78,-78,-85,-79,-87,-90,-84,-92,-91,-88,-100,-100,-79,-79,-89,-92,-93,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-88,-90,-70,-100,-71,-88,-71,-100,-61,-73,-60,-75,-61,-73,-73,-100,-100,-100,-100,-83,-83,-83,-72,-90,-72,-76,-75,-74,-74,-87,-73,-88,-100,-100,-87,-89,-80,-87,-83,-100,-100,-80,-90,-87,-87,-100,-100,-71,-100,-94,-100,-72,-72,-100,-100,-89,-100,-78,-79,-81,-80,-67,-68,-68,-65,-71,-69,-72,-100,-77,-100,-100,-75,-77,-77,-88,-82,-100,-83,-100,-100,-100,-100,-100,-79,-76,-73,-67,-100,-81,-100,-100,-65,-65,-75,-78,-79,-64,-63,-92,-79,-69,-84,-83,-85,-69,-80,-74,-68,-82,-83,-82,-89,-88,-77,-93,-79,-83,-100,-100,-100,-100,-100,-100,-100,-86,-100,-82,-80,-92,-88,-86,-79,-82,-91,-88,-79,-79,-85,-78,-87,-90,-84,-91,-91,-88,-100,-100,-81,-81,-88,-92,-92,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-88,-91,-70,-100,-71,-88,-70,-100,-66,-74,-65,-76,-66,-76,-74,-100,-100,-100,-100,-85,-83,-83,-72,-90,-73,-74,-76,-75,-72,-87,-72,-88,-100,-100,-87,-90,-74,-87,-84,-100,-100,-88,-90,-87,-87,-100,-100,-70,-100,-93,-100,-71,-71,-100,-100,-89,-100,-84,-85,-85,-85,-71,-70,-70,-57,-74,-69,-74,-100,-76,-100,-100,-78,-78,-78,-90,-82,-100,-83,-100,-100,-100,-100,-100,-80,-79,-73,-60,-100,-89,-100,-100,-62,-61,-80,-80,-79,-58,-58,-90,-80,-63,-84,-83,-85,-61,-80,-75,-64,-80,-83,-83,-89,-88,-78,-93,-77,-85,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-87,-92,-87,-87,-80,-80,-91,-90,-79,-81,-85,-79,-87,-90,-85,-91,-91,-87,-100,-100,-80,-80,-91,-92,-91,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-85,-91,-76,-100,-76,-88,-75,-100,-65,-76,-66,-76,-66,-74,-74,-100,-100,-100,-100,-83,-82,-81,-75,-90,-74,-75,-75,-74,-75,-87,-74,-88,-100,-100,-87,-90,-77,-86,-85,-100,-100,-88,-90,-84,-85,-100,-100,-70,-100,-93,-100,-70,-69,-100,-100,-89,-100,-84,-85,-87,-85,-70,-70,-69,-56,-73,-66,-74,-100,-81,-100,-100,-78,-78,-78,-85,-88,-100,-83,-100,-100,-100,-100,-100,-81,-81,-73,-52,-100,-89,-100,-100,-53,-53,-81,-80,-82,-55,-56,-90,-80,-71,-84,-83,-85,-72,-80,-74,-71,-80,-86,-84,-89,-85,-81,-93,-79,-86,-100,-100,-100,-100,-100,-100,-100,-91,-100,-86,-87,-92,-89,-89,-85,-84,-91,-90,-83,-83,-85,-85,-100,-90,-85,-91,-91,-87,-100,-100,-85,-86,-91,-92,-91,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-85,-91,-75,-100,-75,-88,-75,-100,-65,-74,-63,-74,-63,-75,-74,-100,-100,-100,-100,-82,-82,-84,-75,-90,-75,-74,-73,-75,-75,-87,-74,-88,-100,-100,-87,-90,-78,-84,-88,-100,-100,-92,-90,-84,-83,-100,-100,-70,-100,-93,-100,-71,-69,-100,-100,-89,-100,-86,-85,-85,-85,-66,-69,-68,-56,-73,-65,-74,-100,-82,-100,-100,-72,-74,-72,-81,-90,-100,-83,-100,-100,-100,-100,-100,-82,-83,-81,-52,-100,-89,-100,-100,-53,-52,-83,-80,-82,-56,-56,-87,-80,-70,-84,-83,-85,-72,-80,-72,-71,-80,-87,-84,-89,-85,-82,-93,-80,-88,-100,-100,-100,-100,-100,-100,-100,-90,-100,-81,-81,-92,-89,-89,-81,-80,-91,-90,-84,-85,-90,-84,-100,-90,-89,-91,-91,-87,-100,-100,-80,-81,-91,-92,-92,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-85,-85,-75,-100,-75,-88,-75,-100,-65,-74,-63,-75,-64,-74,-74,-100,-100,-100,-100,-82,-82,-81,-74,-92,-73,-85,-75,-76,-75,-87,-73,-88,-100,-100,-87,-90,-75,-85,-85,-100,-100,-92,-90,-85,-84,-100,-100,-70,-100,-93,-100,-70,-70,-100,-100,-89,-100,-86,-85,-85,-85,-70,-69,-69,-55,-73,-66,-73,-100,-80,-100,-100,-72,-72,-72,-81,-89,-100,-83,-100,-100,-100,-100,-100,-82,-82,-80,-52,-100,-89,-100,-100,-51,-51,-85,-80,-81,-56,-54,-90,-78,-72,-84,-83,-85,-72,-82,-73,-71,-80,-84,-83,-87,-85,-80,-93,-81,-88,-100,-100,-100,-100,-100,-100,-100,-91,-100,-79,-81,-92,-90,-90,-80,-80,-91,-90,-84,-85,-89,-84,-100,-90,-89,-91,-91,-87,-100,-100,-80,-79,-91,-92,-92,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-85,-85,-76,-100,-75,-88,-75,-100,-66,-76,-66,-77,-65,-75,-75,-100,-100,-100,-100,-82,-82,-82,-73,-92,-74,-75,-76,-76,-74,-87,-74,-88,-100,-100,-87,-90,-76,-84,-85,-100,-100,-92,-90,-84,-84,-100,-100,-69,-100,-93,-100,-70,-69,-100,-100,-89,-100,-87,-85,-87,-85,-69,-69,-67,-57,-73,-66,-73,-100,-81,-100,-100,-72,-72,-73,-87,-88,-100,-83,-100,-100,-100,-100,-100,-82,-82,-80,-53,-100,-89,-100,-100,-51,-52,-82,-79,-80,-56,-54,-92,-79,-72,-84,-83,-85,-73,-79,-74,-72,-80,-84,-83,-87,-85,-80,-93,-81,-88,-100,-100,-100,-100,-100,-100,-100,-90,-100,-79,-81,-92,-92,-90,-82,-81,-91,-90,-84,-84,-88,-84,-100,-90,-90,-91,-91,-87,-100,-100,-81,-82,-91,-92,-91,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-84,-85,-76,-100,-76,-88,-75,-100,-65,-76,-63,-77,-65,-76,-75,-100,-100,-100,-100,-82,-82,-83,-74,-92,-75,-74,-76,-73,-76,-87,-74,-88,-100,-100,-87,-90,-80,-84,-86,-100,-100,-92,-90,-85,-84,-100,-100,-70,-100,-93,-100,-69,-69,-100,-100,-89,-100,-85,-86,-86,-85,-68,-67,-66,-56,-72,-66,-72,-100,-80,-100,-100,-71,-71,-71,-81,-89,-100,-83,-100,-100,-100,-100,-100,-82,-83,-79,-52,-100,-92,-100,-100,-52,-51,-83,-79,-80,-56,-57,-92,-79,-72,-84,-83,-84,-71,-79,-72,-71,-80,-86,-85,-88,-85,-80,-93,-80,-89,-100,-100,-100,-100,-100,-100,-100,-90,-100,-79,-81,-92,-90,-89,-82,-83,-91,-90,-84,-85,-89,-84,-100,-90,-90,-91,-91,-87,-100,-100,-83,-83,-91,-92,-91,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-84,-85,-75,-100,-76,-88,-76,-100,-66,-76,-66,-77,-65,-76,-75,-100,-100,-100,-100,-82,-81,-82,-73,-92,-75,-73,-73,-72,-74,-87,-74,-88,-100,-100,-87,-90,-77,-84,-85,-100,-100,-91,-90,-84,-84,-100,-100,-70,-100,-93,-100,-70,-69,-100,-100,-89,-100,-84,-86,-85,-85,-69,-67,-70,-54,-72,-64,-72,-100,-81,-100,-100,-72,-72,-72,-82,-89,-100,-83,-100,-100,-100,-100,-100,-82,-83,-79,-52,-100,-91,-100,-100,-51,-53,-83,-78,-79,-54,-54,-87,-79,-72,-84,-84,-83,-71,-79,-73,-71,-80,-85,-85,-87,-85,-80,-93,-80,-89,-100,-100,-100,-100,-100,-100,-100,-90,-100,-81,-81,-92,-91,-89,-83,-82,-91,-90,-85,-85,-89,-85,-100,-90,-90,-91,-91,-87,-100,-100,-82,-82,-91,-92,-90,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
