38:17:c3:19:71:91,38:17:c3:19:71:90,38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,44:48:c1:a5:82:30,80:8d:b7:55:25:f2,44:48:c1:a5:82:32,80:8d:b7:55:25:f3,44:48:c1:a5:82:31,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:1e:ff:00,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:20,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:01:92,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:01:90,38:17:c3:1f:01:91,20:a6:cd:50:24:a1,38:17:c3:1f:09:90,38:17:c3:19:55:52,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:d0,00:4e:35:df:06:40,b0:be:76:f8:30:5e,00:4e:35:df:06:41,38:17:c3:1f:00:b0,00:4e:35:de:e1:12,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,66:2a:2f:53:7c:99,68:ff:7b:e4:af:38,b4:5d:50:e1:96:52,68:ff:7b:e4:af:39,b4:5d:50:e1:96:53,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,38:17:c3:24:58:b0,72:32:b1:3e:1a:b7,38:17:c3:24:58:b1,38:17:c3:24:58:b2,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,80:8d:b7:55:25:e3,00:4e:35:df:06:42,80:8d:b7:55:3a:42,38:17:c3:19:55:40,38:17:c3:1f:22:32,38:17:c3:1f:22:31,b4:5d:50:e1:92:23,38:17:c3:19:71:92,00:4e:35:de:e1:11,72:32:b1:3e:1a:b8,00:4e:35:de:e1:10,38:17:c3:1f:08:50,20:a6:cd:50:24:a2,38:17:c3:19:45:a2,38:17:c3:19:45:a0,20:a6:cd:50:24:a0,38:17:c3:1f:09:83,38:17:c3:19:45:a1,38:17:c3:1f:09:91,a8:bd:27:4c:bd:30,20:a6:cd:42:0b:e3,38:17:c3:19:55:41,38:17:c3:19:55:42,44:48:c1:91:95:b2,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,00:4e:35:de:d7:53,00:4e:35:de:d7:52,44:48:c1:91:95:b3,b4:5d:50:e1:92:20,00:4e:35:de:e1:00,00:4e:35:de:e1:01,38:17:c3:1f:08:52,00:4e:35:de:e1:02,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,38:17:c3:1f:08:51,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:08:42,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:df:0e:12,00:4e:35:de:d7:43,38:17:c3:19:36:30,38:17:c3:1f:08:41,00:4e:35:df:0e:10,38:17:c3:1f:08:40,38:17:c3:19:71:82,38:17:c3:19:71:81,00:4e:35:df:0e:11,a8:bd:27:4c:bd:22,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,64:e5:99:c3:13:3c,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:1f:0f:90,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,38:17:c3:19:71:80,00:4e:35:de:d7:42,00:4e:35:de:d7:40,00:4e:35:de:d7:41,x,y,label
-100,-100,-84,-100,-84,-100,-82,-100,-86,-74,-87,-74,-86,-74,-74,-87,-88,-86,-100,-85,-85,-86,-86,-100,-86,-88,-87,-89,-86,-100,-87,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-85,-76,-70,-49,-70,-100,-75,-100,-100,-55,-54,-54,-91,-94,-100,-88,-100,-100,-100,-100,-100,-100,-88,-87,-71,-100,-100,-100,-100,-71,-71,-90,-83,-82,-76,-76,-91,-83,-80,-81,-81,-81,-77,-77,-69,-78,-82,-100,-100,-100,-100,-77,-100,-77,-92,-100,-100,-100,-100,-100,-100,-100,-71,-100,-71,-73,-100,-71,-71,-100,-100,-100,-100,-80,-81,-100,-80,-100,-100,-100,-100,-100,-100,-79,-77,-100,-100,-82,-100,-100,-100,-82,-100,-100,-100,-83,-80,-89,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-100,-100,-84,-100,-84,-100,-82,-100,-86,-79,-86,-78,-86,-80,-80,-87,-88,-86,-100,-85,-85,-86,-83,-100,-83,-88,-87,-89,-83,-100,-82,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-65,-63,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-84,-74,-69,-49,-70,-100,-78,-100,-100,-58,-57,-57,-91,-94,-100,-88,-100,-100,-100,-100,-100,-100,-88,-87,-70,-100,-100,-100,-100,-70,-70,-90,-83,-84,-74,-74,-91,-84,-75,-81,-81,-81,-77,-77,-69,-77,-70,-100,-100,-100,-100,-77,-100,-77,-92,-100,-100,-100,-100,-100,-100,-100,-71,-100,-70,-70,-100,-70,-70,-100,-100,-100,-100,-80,-81,-100,-81,-100,-100,-100,-100,-100,-100,-79,-77,-100,-100,-82,-100,-100,-100,-83,-100,-100,-100,-84,-80,-89,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-100,-100,-83,-100,-83,-100,-83,-100,-88,-73,-89,-73,-88,-72,-72,-88,-87,-86,-100,-86,-85,-86,-86,-100,-85,-88,-87,-89,-84,-100,-85,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-67,-66,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-84,-75,-74,-48,-73,-100,-77,-100,-100,-58,-59,-58,-91,-94,-100,-88,-100,-100,-100,-100,-100,-100,-88,-92,-71,-100,-100,-100,-100,-71,-72,-90,-83,-84,-75,-76,-91,-84,-80,-81,-80,-82,-80,-78,-73,-78,-70,-100,-100,-100,-100,-77,-100,-76,-92,-100,-100,-100,-100,-100,-100,-100,-69,-100,-70,-67,-100,-69,-68,-100,-100,-100,-100,-80,-78,-100,-81,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-81,-100,-100,-100,-81,-100,-100,-100,-81,-79,-89,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-100,-100,-83,-100,-83,-100,-83,-100,-88,-73,-88,-72,-87,-73,-73,-88,-87,-86,-100,-86,-85,-86,-85,-100,-85,-88,-87,-89,-85,-100,-85,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-64,-67,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-83,-76,-70,-49,-73,-100,-76,-100,-100,-59,-61,-59,-91,-94,-100,-89,-100,-100,-100,-100,-100,-100,-88,-88,-72,-100,-100,-100,-100,-71,-72,-90,-81,-81,-76,-75,-91,-81,-77,-81,-80,-82,-79,-79,-73,-79,-72,-100,-100,-100,-100,-76,-100,-79,-92,-100,-100,-100,-100,-100,-100,-100,-69,-100,-68,-70,-100,-69,-69,-100,-100,-100,-100,-81,-80,-100,-80,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-82,-100,-100,-100,-82,-100,-100,-100,-82,-79,-89,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-100,-100,-83,-100,-83,-100,-83,-100,-82,-77,-81,-78,-82,-77,-76,-88,-87,-86,-100,-86,-85,-86,-86,-100,-87,-88,-87,-89,-88,-100,-88,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-67,-66,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-81,-81,-68,-49,-67,-100,-74,-100,-100,-69,-68,-70,-91,-94,-100,-89,-100,-100,-100,-100,-100,-100,-88,-91,-71,-100,-100,-100,-100,-70,-70,-90,-86,-81,-81,-81,-92,-87,-79,-84,-83,-83,-77,-79,-68,-77,-72,-100,-100,-100,-100,-73,-100,-74,-92,-100,-100,-100,-100,-100,-100,-100,-63,-100,-76,-74,-100,-61,-62,-100,-100,-100,-100,-83,-83,-100,-82,-100,-100,-100,-100,-100,-100,-78,-75,-100,-100,-83,-100,-100,-100,-83,-100,-100,-100,-85,-78,-89,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-100,-100,-83,-100,-83,-100,-83,-100,-84,-79,-84,-80,-84,-79,-80,-88,-87,-86,-100,-86,-85,-86,-87,-100,-87,-88,-87,-89,-88,-100,-88,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-66,-67,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-81,-79,-83,-48,-69,-100,-77,-100,-100,-68,-66,-67,-91,-94,-100,-88,-100,-100,-100,-100,-100,-100,-88,-92,-74,-100,-100,-100,-100,-73,-72,-90,-86,-81,-80,-80,-92,-87,-81,-82,-82,-83,-80,-79,-69,-80,-75,-100,-100,-100,-100,-77,-100,-77,-92,-100,-100,-100,-100,-100,-100,-100,-66,-100,-74,-75,-100,-64,-64,-100,-100,-100,-100,-83,-83,-100,-81,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-86,-100,-100,-100,-86,-100,-100,-100,-85,-80,-89,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-100,-100,-83,-100,-83,-100,-83,-100,-84,-79,-84,-79,-84,-80,-80,-88,-87,-86,-100,-86,-85,-86,-87,-100,-87,-88,-87,-89,-86,-100,-86,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-66,-65,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-81,-80,-67,-49,-69,-100,-77,-100,-100,-65,-67,-65,-91,-94,-100,-88,-100,-100,-100,-100,-100,-100,-88,-89,-73,-100,-100,-100,-100,-74,-73,-90,-86,-89,-81,-82,-92,-87,-80,-83,-82,-82,-78,-79,-69,-77,-76,-100,-100,-100,-100,-76,-100,-76,-92,-100,-100,-100,-100,-100,-100,-100,-64,-100,-73,-73,-100,-63,-65,-100,-100,-100,-100,-82,-81,-100,-82,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-83,-100,-100,-100,-81,-100,-100,-100,-83,-79,-89,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-100,-100,-87,-100,-87,-100,-89,-100,-84,-79,-84,-78,-84,-79,-79,-88,-87,-86,-100,-86,-85,-86,-88,-100,-87,-88,-87,-89,-87,-100,-86,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-63,-66,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-81,-80,-69,-49,-70,-100,-77,-100,-100,-60,-62,-61,-91,-94,-100,-88,-100,-100,-100,-100,-100,-100,-88,-90,-73,-100,-100,-100,-100,-73,-72,-90,-89,-88,-80,-80,-92,-87,-77,-83,-82,-84,-78,-80,-70,-80,-76,-100,-100,-100,-100,-77,-100,-79,-92,-100,-100,-100,-100,-100,-100,-100,-63,-100,-73,-75,-100,-62,-64,-100,-100,-100,-100,-81,-81,-100,-80,-100,-100,-100,-100,-100,-100,-76,-77,-100,-100,-83,-100,-100,-100,-84,-100,-100,-100,-83,-79,-89,-88,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-100,-100,-89,-100,-88,-100,-86,-100,-86,-79,-85,-78,-84,-78,-79,-88,-90,-86,-100,-86,-85,-86,-86,-100,-87,-88,-87,-89,-86,-100,-87,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-66,-65,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-82,-80,-70,-49,-70,-100,-78,-100,-100,-62,-63,-61,-91,-94,-100,-88,-100,-100,-100,-100,-100,-100,-88,-91,-74,-100,-100,-100,-100,-74,-73,-90,-89,-88,-79,-80,-92,-87,-77,-83,-82,-84,-77,-80,-68,-80,-76,-100,-100,-100,-100,-79,-100,-79,-92,-100,-100,-100,-100,-100,-100,-100,-62,-100,-73,-76,-100,-64,-64,-100,-100,-100,-100,-81,-82,-100,-82,-100,-100,-100,-100,-100,-100,-77,-80,-100,-100,-83,-100,-100,-100,-84,-100,-100,-100,-84,-79,-89,-88,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-100,-100,-89,-100,-88,-100,-86,-100,-84,-77,-84,-75,-84,-76,-77,-88,-89,-86,-100,-86,-85,-86,-88,-100,-88,-88,-87,-89,-89,-100,-88,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-68,-67,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-81,-81,-71,-49,-73,-100,-74,-100,-100,-66,-67,-66,-91,-94,-100,-88,-100,-100,-100,-100,-100,-100,-100,-89,-73,-100,-100,-100,-100,-74,-74,-90,-89,-88,-81,-80,-92,-87,-78,-84,-82,-82,-78,-81,-73,-78,-75,-100,-100,-100,-100,-75,-100,-75,-92,-100,-100,-100,-100,-100,-100,-100,-63,-100,-72,-72,-100,-64,-65,-100,-100,-100,-100,-82,-83,-100,-80,-100,-100,-100,-100,-100,-100,-77,-80,-100,-100,-82,-100,-100,-100,-82,-100,-100,-100,-83,-79,-89,-88,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-100,-100,-84,-100,-85,-100,-83,-100,-88,-76,-87,-76,-87,-75,-74,-88,-90,-86,-100,-84,-84,-86,-89,-100,-89,-88,-87,-89,-88,-100,-88,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-86,-78,-75,-49,-72,-100,-79,-100,-100,-67,-65,-63,-91,-94,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-70,-100,-100,-100,-100,-69,-69,-90,-89,-88,-78,-77,-92,-87,-79,-84,-82,-82,-80,-81,-75,-80,-77,-100,-100,-100,-100,-79,-100,-79,-92,-100,-100,-100,-100,-100,-100,-100,-63,-100,-78,-80,-100,-60,-62,-100,-100,-100,-100,-82,-83,-100,-80,-100,-100,-100,-100,-100,-100,-76,-79,-100,-100,-88,-100,-100,-100,-82,-100,-100,-100,-83,-76,-89,-88,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-100,-100,-84,-100,-84,-100,-83,-100,-87,-74,-87,-72,-85,-73,-73,-88,-86,-87,-100,-85,-85,-85,-90,-100,-89,-88,-87,-89,-90,-100,-89,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-85,-78,-73,-56,-74,-100,-81,-100,-100,-65,-65,-66,-94,-94,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-70,-100,-100,-100,-100,-70,-71,-90,-86,-88,-79,-80,-92,-86,-80,-87,-85,-82,-82,-81,-72,-81,-76,-100,-100,-100,-100,-80,-100,-82,-92,-100,-100,-100,-100,-100,-100,-100,-66,-100,-73,-74,-100,-65,-64,-100,-100,-100,-100,-82,-83,-100,-80,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-91,-100,-100,-100,-82,-100,-100,-100,-83,-75,-89,-88,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-100,-100,-85,-100,-85,-100,-83,-100,-89,-74,-88,-73,-87,-74,-74,-87,-89,-86,-100,-84,-85,-85,-89,-100,-89,-88,-87,-89,-89,-100,-89,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-70,-69,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-85,-80,-74,-52,-74,-100,-80,-100,-100,-67,-67,-68,-94,-94,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-71,-100,-100,-100,-100,-71,-71,-100,-88,-88,-80,-81,-92,-87,-79,-86,-84,-84,-80,-82,-73,-80,-78,-100,-100,-100,-100,-80,-100,-83,-92,-100,-100,-100,-100,-100,-100,-100,-64,-100,-76,-76,-100,-61,-64,-100,-100,-100,-100,-82,-85,-100,-83,-100,-100,-100,-100,-100,-100,-74,-75,-100,-100,-91,-100,-100,-100,-82,-100,-100,-100,-83,-78,-89,-88,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-100,-100,-84,-100,-87,-100,-85,-100,-87,-73,-87,-74,-87,-74,-73,-87,-88,-88,-100,-85,-85,-84,-89,-100,-89,-88,-87,-89,-89,-100,-89,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-84,-86,-82,-80,-74,-55,-74,-100,-82,-100,-100,-69,-68,-67,-94,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-69,-100,-100,-100,-100,-72,-72,-100,-86,-86,-80,-80,-92,-88,-79,-86,-84,-84,-80,-82,-73,-80,-78,-100,-100,-100,-100,-82,-100,-81,-92,-100,-100,-100,-100,-100,-100,-100,-66,-100,-76,-72,-100,-64,-64,-100,-100,-100,-100,-82,-85,-100,-83,-100,-100,-100,-100,-100,-100,-77,-75,-100,-100,-91,-100,-100,-100,-82,-100,-100,-100,-83,-78,-89,-88,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-100,-100,-84,-100,-87,-100,-85,-100,-89,-76,-90,-77,-89,-77,-78,-87,-88,-88,-100,-84,-85,-85,-87,-100,-87,-88,-87,-89,-88,-100,-87,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-78,-74,-42,-75,-100,-80,-100,-100,-69,-70,-69,-94,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-71,-100,-100,-100,-100,-72,-72,-100,-85,-87,-79,-78,-92,-86,-78,-86,-84,-84,-78,-82,-75,-81,-74,-100,-100,-100,-100,-80,-100,-80,-92,-100,-100,-100,-100,-100,-100,-100,-62,-100,-76,-74,-100,-59,-61,-100,-100,-100,-100,-85,-86,-100,-83,-100,-100,-100,-100,-100,-100,-73,-76,-100,-100,-89,-100,-100,-100,-82,-100,-100,-100,-83,-75,-89,-88,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-100,-100,-86,-100,-85,-100,-84,-100,-88,-76,-86,-74,-88,-75,-74,-86,-88,-87,-100,-85,-86,-85,-87,-100,-88,-100,-87,-89,-87,-100,-89,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-84,-78,-71,-51,-73,-100,-81,-100,-100,-67,-66,-67,-91,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-89,-70,-100,-100,-100,-100,-70,-69,-100,-85,-87,-79,-79,-92,-86,-82,-86,-84,-84,-81,-83,-73,-81,-74,-100,-100,-100,-100,-81,-100,-80,-92,-100,-100,-100,-100,-100,-100,-100,-68,-100,-74,-74,-100,-62,-61,-100,-100,-100,-100,-84,-84,-100,-83,-100,-100,-100,-100,-100,-100,-73,-76,-100,-100,-89,-100,-100,-100,-82,-100,-100,-100,-83,-75,-89,-88,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-100,-100,-86,-100,-85,-100,-84,-100,-86,-77,-85,-77,-86,-77,-79,-86,-88,-87,-100,-85,-86,-85,-83,-100,-82,-100,-100,-100,-83,-100,-82,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-83,-74,-71,-44,-70,-100,-79,-100,-100,-66,-66,-66,-91,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-90,-67,-100,-100,-100,-100,-68,-67,-100,-85,-87,-72,-73,-92,-86,-79,-88,-88,-84,-79,-83,-70,-78,-74,-100,-100,-100,-100,-80,-100,-79,-92,-100,-100,-100,-100,-100,-100,-100,-66,-100,-74,-76,-100,-67,-66,-100,-100,-100,-100,-86,-85,-100,-85,-100,-100,-100,-100,-100,-100,-73,-76,-100,-100,-88,-100,-100,-100,-82,-100,-100,-100,-83,-73,-89,-88,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-82,-100,-82,-100,-82,-100,-86,-78,-86,-78,-86,-77,-78,-86,-84,-85,-100,-88,-88,-85,-83,-100,-83,-100,-89,-100,-82,-100,-81,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-75,-73,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-84,-74,-70,-44,-70,-100,-77,-100,-100,-67,-67,-65,-91,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-88,-67,-100,-100,-100,-100,-68,-68,-100,-85,-87,-74,-74,-92,-86,-79,-88,-88,-84,-79,-83,-70,-80,-78,-100,-100,-100,-100,-77,-100,-77,-92,-100,-100,-100,-100,-100,-100,-100,-68,-100,-80,-78,-100,-66,-66,-100,-100,-100,-100,-85,-83,-100,-84,-100,-100,-100,-100,-100,-100,-75,-77,-100,-100,-88,-100,-100,-100,-82,-100,-100,-100,-86,-77,-89,-88,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-82,-100,-82,-100,-82,-100,-87,-77,-85,-78,-86,-77,-78,-86,-84,-85,-100,-89,-88,-85,-81,-100,-82,-100,-89,-91,-81,-100,-82,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-84,-73,-70,-43,-70,-100,-79,-100,-100,-67,-66,-67,-90,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-88,-67,-100,-100,-100,-100,-68,-67,-100,-85,-87,-73,-73,-92,-86,-80,-88,-88,-84,-81,-83,-69,-83,-77,-100,-100,-100,-100,-77,-100,-78,-92,-100,-100,-100,-100,-100,-100,-100,-67,-100,-77,-76,-100,-67,-66,-100,-100,-100,-100,-83,-85,-100,-84,-100,-100,-100,-100,-100,-100,-77,-75,-100,-100,-88,-100,-100,-100,-86,-100,-100,-100,-87,-77,-89,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-82,-100,-82,-100,-82,-100,-87,-77,-85,-76,-86,-78,-75,-86,-84,-85,-100,-89,-88,-85,-81,-100,-82,-100,-89,-91,-83,-100,-82,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-75,-73,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-84,-74,-70,-43,-69,-100,-82,-100,-100,-65,-67,-69,-90,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-89,-67,-100,-100,-100,-100,-69,-68,-100,-85,-87,-73,-73,-92,-86,-81,-87,-86,-87,-80,-83,-67,-83,-77,-100,-100,-100,-100,-83,-100,-83,-92,-100,-100,-100,-100,-100,-100,-100,-67,-100,-79,-79,-100,-68,-67,-100,-100,-100,-100,-84,-85,-100,-85,-100,-100,-100,-100,-100,-100,-77,-75,-100,-100,-86,-100,-100,-100,-86,-100,-100,-100,-85,-77,-89,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
