20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a1,44:48:c1:91:95:a2,20:a6:cd:42:0a:c2,44:48:c1:91:95:a3,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:19:45:a1,38:17:c3:19:45:a0,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,9c:d6:43:60:92:e0,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,38:17:c3:19:d7:70,38:17:c3:19:d7:71,44:48:c1:91:d0:10,38:17:c3:19:d7:72,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,44:48:c1:91:d0:04,38:17:c3:24:47:50,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:22:61:92,66:2a:2f:53:7c:99,38:17:c3:22:61:90,38:17:c3:1f:19:c0,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:09:93,38:17:c3:1f:00:a0,a8:bd:27:4c:aa:83,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,a8:bd:27:4c:aa:81,20:a6:cd:42:13:f0,20:a6:cd:42:13:f1,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,38:17:c3:24:56:50,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,20:a6:cd:42:13:f2,b4:5d:50:e1:96:41,38:17:c3:1f:19:f0,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,38:17:c3:1f:09:90,38:17:c3:1f:09:91,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,44:48:c1:91:95:b0,38:17:c3:1f:09:83,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,a8:bd:27:4c:aa:93,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,44:48:c1:91:95:a0,38:17:c3:19:45:a2,44:48:c1:91:aa:30,38:17:c3:1f:14:00,b4:5d:50:e1:96:40,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:1f:09:82,38:17:c3:1f:09:80,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:1f:09:81,80:8d:b7:55:25:f0,38:17:c3:22:5e:f2,44:48:c1:91:aa:31,44:48:c1:91:aa:32,38:17:c3:19:36:30,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:61,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,80:8d:b7:55:25:f3,38:17:c3:19:d7:60,80:8d:b7:55:25:e3,38:17:c3:19:d7:62,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:35:03,b0:be:76:f8:30:5e,38:17:c3:1e:ff:10,80:8d:b7:55:35:10,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:35:13,80:8d:b7:55:25:e0,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,38:17:c3:19:36:21,38:17:c3:19:36:22,38:17:c3:19:71:90,38:17:c3:19:71:92,38:17:c3:19:71:91,80:8d:b7:55:29:d0,68:ff:7b:e4:af:38,38:17:c3:1e:ff:11,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ea:9e:b4:53:24:54,38:17:c3:1f:22:30,38:17:c3:1e:ff:12,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1e:ff:01,80:8d:b7:55:29:c0,38:17:c3:1e:ff:00,80:8d:b7:55:29:c2,38:17:c3:1e:ff:02,38:17:c3:19:71:82,80:8d:b7:55:29:c1,80:8d:b7:55:39:c2,00:4e:35:df:06:52,20:a6:cd:50:24:a2,38:17:c3:1f:0e:10,38:17:c3:1f:22:32,20:a6:cd:50:24:b0,38:17:c3:1f:22:31,00:4e:35:df:06:50,00:4e:35:de:e1:12,20:a6:cd:50:24:a0,20:a6:cd:50:24:a1,00:4e:35:df:06:40,20:a6:cd:50:24:b1,00:4e:35:df:06:51,20:a6:cd:50:24:b2,00:4e:35:de:e1:11,00:4e:35:de:e1:10,00:4e:35:df:06:42,00:4e:35:df:06:41,38:17:c3:1f:0e:01,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:4d:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,x,y,label
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-93,-100,-100,-62,-100,-62,-100,-100,-100,-100,-100,-100,-52,-53,-100,-52,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-62,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-53,-77,-100,-76,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-90,-93,-90,-67,-100,-100,-100,-100,-100,-76,-67,-85,-65,-100,-100,-76,-77,-78,-81,-85,-75,-81,-84,-84,-80,-86,-77,-77,-80,-80,-82,-84,-83,-86,-88,-85,-89,-90,-100,-100,-93,-90,-90,-77,-90,-74,-86,-86,-86,-90,-74,-78,-78,-86,-87,-83,-88,-85,-87,-83,-100,-89,-88,-92,-83,-92,-88,-93,-88,-91,-92,-83,-83,-87,-92,-89,-89,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-93,-100,-100,-62,-100,-63,-100,-100,-100,-100,-100,-100,-52,-51,-100,-52,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-62,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-59,-76,-100,-76,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-90,-92,-90,-67,-100,-100,-100,-100,-100,-79,-67,-85,-68,-100,-100,-77,-78,-78,-81,-85,-75,-81,-84,-84,-81,-83,-77,-77,-81,-81,-83,-82,-83,-85,-87,-88,-89,-88,-100,-100,-90,-89,-89,-77,-90,-75,-86,-87,-86,-89,-75,-79,-79,-86,-87,-83,-88,-85,-87,-83,-100,-89,-88,-91,-83,-92,-88,-89,-88,-91,-91,-84,-84,-87,-92,-89,-89,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-93,-100,-100,-66,-100,-65,-100,-100,-100,-100,-100,-100,-52,-52,-100,-52,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-65,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-62,-75,-100,-77,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-88,-92,-100,-62,-100,-100,-100,-100,-100,-68,-61,-85,-60,-100,-100,-69,-70,-77,-77,-89,-75,-84,-82,-82,-83,-80,-76,-78,-83,-84,-83,-83,-83,-88,-88,-86,-85,-84,-100,-100,-93,-90,-89,-81,-88,-75,-89,-89,-87,-90,-77,-80,-80,-90,-88,-83,-88,-83,-87,-83,-100,-89,-87,-91,-83,-92,-88,-88,-88,-91,-93,-84,-81,-87,-87,-89,-88,-91,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-93,-100,-100,-70,-100,-70,-100,-100,-100,-100,-100,-100,-51,-50,-100,-50,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-70,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-59,-87,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-88,-91,-91,-61,-100,-100,-100,-100,-100,-69,-61,-85,-60,-100,-100,-69,-70,-75,-81,-89,-79,-81,-82,-80,-81,-80,-75,-75,-82,-81,-81,-82,-81,-87,-88,-84,-84,-86,-100,-100,-88,-90,-91,-81,-89,-78,-89,-89,-87,-90,-78,-80,-80,-90,-88,-83,-88,-83,-87,-83,-100,-89,-87,-91,-83,-92,-88,-88,-88,-91,-93,-84,-81,-87,-87,-89,-86,-91,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-93,-100,-100,-70,-100,-70,-100,-100,-100,-100,-100,-100,-53,-52,-100,-54,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-70,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-58,-85,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-88,-91,-91,-62,-100,-100,-100,-100,-100,-71,-62,-85,-63,-100,-100,-70,-71,-75,-81,-89,-77,-79,-85,-80,-80,-82,-76,-76,-80,-79,-81,-83,-82,-87,-88,-84,-84,-86,-100,-100,-92,-90,-91,-81,-89,-76,-89,-89,-88,-90,-75,-80,-80,-90,-88,-83,-88,-83,-87,-83,-100,-89,-87,-91,-82,-92,-86,-86,-87,-91,-93,-83,-84,-87,-87,-89,-86,-91,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-93,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-53,-52,-100,-52,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-76,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-65,-83,-100,-84,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-91,-91,-91,-61,-100,-100,-100,-100,-100,-70,-60,-85,-60,-100,-100,-71,-69,-76,-77,-89,-77,-81,-85,-80,-81,-82,-75,-75,-81,-81,-81,-83,-81,-89,-88,-86,-87,-85,-100,-100,-91,-90,-91,-86,-88,-76,-89,-89,-90,-90,-75,-85,-86,-90,-88,-83,-88,-83,-87,-82,-100,-89,-89,-93,-82,-92,-86,-87,-87,-91,-93,-83,-84,-87,-87,-89,-87,-91,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-93,-100,-100,-77,-100,-77,-100,-100,-100,-100,-100,-100,-53,-53,-100,-54,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-76,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-60,-86,-100,-84,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-92,-92,-91,-61,-100,-100,-100,-100,-100,-72,-59,-85,-60,-100,-100,-71,-71,-77,-81,-87,-77,-81,-85,-80,-80,-82,-78,-77,-80,-81,-81,-83,-81,-88,-88,-83,-83,-83,-100,-100,-90,-90,-89,-86,-88,-76,-88,-87,-90,-90,-75,-85,-86,-90,-88,-82,-88,-83,-87,-82,-100,-89,-89,-93,-82,-92,-89,-88,-88,-91,-93,-83,-83,-87,-86,-89,-86,-91,-91,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-93,-100,-100,-76,-100,-74,-100,-100,-100,-100,-100,-100,-51,-51,-100,-51,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-74,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-58,-88,-100,-87,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-92,-95,-91,-59,-100,-100,-100,-100,-100,-71,-62,-80,-60,-100,-100,-71,-71,-78,-81,-87,-77,-81,-81,-81,-81,-82,-77,-77,-80,-81,-82,-83,-82,-87,-88,-83,-83,-83,-100,-100,-92,-90,-89,-84,-88,-78,-86,-87,-88,-89,-78,-84,-85,-90,-88,-83,-88,-83,-87,-84,-100,-89,-89,-93,-82,-92,-88,-87,-88,-91,-92,-83,-83,-87,-86,-89,-87,-91,-91,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-93,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-47,-47,-100,-48,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-70,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-62,-88,-100,-87,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-68,-95,-91,-59,-100,-100,-100,-100,-100,-78,-59,-80,-59,-100,-100,-78,-78,-77,-81,-87,-74,-80,-81,-81,-79,-82,-77,-77,-80,-82,-78,-78,-79,-92,-92,-85,-83,-86,-100,-100,-93,-90,-89,-83,-89,-73,-86,-87,-84,-90,-73,-84,-83,-90,-88,-81,-88,-81,-87,-82,-100,-89,-89,-91,-82,-92,-88,-85,-89,-100,-92,-88,-83,-100,-86,-100,-86,-91,-91,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-93,-100,-100,-72,-100,-71,-100,-100,-100,-100,-100,-100,-47,-48,-100,-47,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-73,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-58,-88,-100,-87,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-68,-95,-91,-59,-100,-100,-100,-100,-100,-79,-58,-80,-58,-100,-100,-79,-79,-80,-80,-88,-73,-80,-81,-81,-84,-82,-77,-78,-80,-81,-78,-78,-79,-92,-92,-85,-83,-86,-100,-100,-91,-91,-90,-82,-90,-73,-86,-87,-85,-87,-72,-83,-81,-84,-85,-81,-88,-81,-87,-82,-100,-89,-85,-90,-82,-92,-88,-91,-87,-90,-92,-86,-83,-100,-91,-92,-89,-91,-91,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-93,-100,-100,-73,-100,-71,-100,-100,-100,-100,-100,-100,-48,-47,-100,-47,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-71,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-65,-87,-100,-86,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-68,-95,-91,-59,-100,-100,-100,-100,-100,-80,-58,-79,-58,-100,-100,-80,-79,-77,-82,-88,-72,-80,-81,-81,-82,-82,-77,-76,-79,-80,-78,-78,-78,-92,-90,-85,-86,-85,-100,-100,-89,-88,-91,-81,-90,-72,-86,-87,-85,-89,-74,-82,-82,-84,-85,-81,-88,-81,-87,-82,-100,-89,-85,-91,-82,-92,-87,-90,-87,-90,-92,-87,-83,-88,-89,-91,-88,-91,-91,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-93,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-47,-48,-100,-47,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-72,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-59,-85,-100,-86,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-68,-95,-91,-60,-100,-100,-100,-100,-100,-76,-59,-79,-60,-100,-100,-76,-76,-78,-81,-88,-73,-81,-81,-81,-81,-82,-78,-78,-81,-81,-78,-80,-77,-90,-90,-85,-85,-84,-100,-100,-92,-88,-89,-81,-88,-74,-86,-87,-84,-88,-74,-82,-81,-84,-86,-81,-88,-81,-87,-79,-100,-89,-87,-91,-82,-92,-90,-88,-89,-90,-92,-87,-83,-88,-89,-91,-88,-91,-91,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-93,-100,-100,-71,-100,-72,-100,-100,-100,-100,-100,-100,-47,-47,-100,-47,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-72,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-57,-86,-100,-86,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-68,-95,-91,-59,-100,-100,-100,-100,-100,-77,-59,-78,-60,-100,-100,-76,-77,-77,-80,-88,-75,-81,-83,-83,-81,-83,-77,-77,-81,-82,-80,-78,-78,-90,-90,-85,-86,-85,-100,-100,-91,-90,-89,-81,-88,-74,-86,-87,-84,-89,-73,-82,-81,-84,-86,-81,-88,-83,-87,-80,-100,-89,-86,-93,-87,-92,-87,-88,-88,-90,-92,-87,-86,-88,-86,-91,-88,-91,-91,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-93,-100,-100,-71,-100,-70,-100,-100,-100,-100,-100,-100,-48,-48,-100,-47,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-71,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-60,-85,-100,-86,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-68,-95,-91,-59,-100,-100,-100,-100,-100,-76,-59,-81,-59,-100,-100,-77,-78,-78,-81,-88,-75,-81,-81,-81,-80,-81,-79,-77,-80,-80,-80,-78,-78,-90,-90,-85,-86,-85,-100,-100,-91,-89,-89,-81,-89,-73,-86,-87,-84,-86,-75,-82,-81,-87,-87,-81,-88,-82,-87,-69,-100,-89,-86,-91,-89,-92,-87,-88,-87,-90,-92,-88,-88,-88,-88,-91,-87,-91,-91,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-72,-100,-100,-100,-100,-100,-100,-46,-46,-100,-45,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-72,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-53,-87,-100,-87,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-68,-95,-91,-59,-100,-100,-100,-100,-100,-79,-60,-80,-60,-100,-100,-78,-78,-77,-79,-86,-79,-82,-82,-86,-81,-83,-78,-78,-81,-81,-82,-82,-82,-89,-90,-87,-86,-87,-100,-100,-89,-89,-88,-76,-90,-77,-89,-90,-87,-86,-77,-75,-75,-87,-87,-78,-83,-79,-82,-79,-100,-86,-86,-91,-84,-93,-85,-89,-86,-90,-92,-84,-83,-88,-87,-91,-88,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-47,-47,-100,-48,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-73,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-51,-82,-100,-84,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-68,-95,-91,-58,-100,-100,-100,-100,-100,-75,-60,-81,-57,-100,-100,-75,-75,-78,-84,-86,-79,-83,-82,-82,-82,-83,-79,-79,-83,-83,-82,-82,-82,-90,-90,-88,-89,-86,-100,-100,-91,-88,-88,-76,-90,-80,-91,-88,-87,-86,-79,-75,-75,-87,-87,-83,-86,-82,-86,-82,-100,-86,-86,-91,-85,-93,-85,-88,-86,-90,-92,-84,-84,-88,-87,-91,-88,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-48,-47,-100,-48,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-72,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-55,-83,-100,-82,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-68,-95,-91,-57,-100,-100,-100,-100,-100,-76,-57,-81,-57,-100,-100,-73,-74,-79,-80,-84,-75,-83,-81,-81,-80,-82,-78,-79,-80,-81,-79,-80,-80,-91,-90,-89,-89,-90,-100,-100,-86,-87,-87,-78,-92,-76,-89,-88,-86,-89,-75,-77,-78,-87,-87,-81,-88,-80,-86,-81,-100,-86,-86,-91,-86,-94,-88,-87,-87,-90,-92,-85,-85,-88,-86,-91,-88,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-69,-100,-100,-100,-100,-100,-100,-52,-51,-100,-51,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-68,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-58,-89,-100,-90,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-68,-95,-100,-59,-100,-100,-100,-100,-100,-74,-60,-85,-59,-100,-100,-74,-75,-83,-83,-87,-77,-84,-82,-84,-83,-84,-82,-83,-84,-85,-86,-87,-86,-91,-90,-85,-84,-84,-100,-100,-92,-91,-88,-72,-93,-75,-91,-89,-87,-88,-74,-73,-73,-92,-89,-83,-81,-81,-81,-81,-100,-80,-86,-92,-80,-93,-87,-85,-89,-90,-92,-79,-79,-88,-85,-91,-84,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-69,-100,-100,-100,-100,-100,-100,-51,-52,-100,-51,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-69,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-56,-89,-100,-88,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-68,-95,-91,-62,-100,-100,-100,-100,-100,-77,-62,-85,-60,-100,-100,-77,-76,-81,-83,-87,-73,-83,-82,-84,-83,-84,-80,-81,-82,-82,-83,-83,-83,-90,-88,-84,-84,-85,-100,-100,-92,-91,-88,-73,-93,-74,-87,-87,-90,-88,-73,-73,-76,-92,-89,-82,-82,-82,-80,-80,-100,-81,-86,-90,-77,-93,-88,-84,-86,-90,-92,-77,-78,-88,-84,-91,-85,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
