38:17:c3:1f:0e:12,38:17:c3:19:d7:62,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:19:45:a1,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,38:17:c3:19:45:a0,80:8d:b7:55:39:d0,00:4e:35:df:06:40,44:48:c1:a5:82:30,b0:be:76:f8:30:5e,00:4e:35:df:06:42,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,b8:27:eb:9f:6b:77,38:17:c3:1e:ff:00,00:4e:35:de:e1:11,00:4e:35:de:e1:12,00:4e:35:de:e1:10,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,b4:5d:50:e1:96:50,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,44:48:c1:a5:82:21,66:2a:2f:53:7c:99,44:48:c1:a5:82:20,44:48:c1:a5:82:22,68:ff:7b:e4:af:38,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,38:17:c3:1f:01:92,38:17:c3:1f:22:30,80:8d:b7:55:3a:52,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:01:90,80:8d:b7:55:3a:50,38:17:c3:1f:01:91,80:8d:b7:55:3a:51,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:55:52,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:0e:00,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:81,80:8d:b7:55:3a:41,38:17:c3:1f:01:82,80:8d:b7:55:3a:42,38:17:c3:1e:ff:12,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:1f:01:80,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,80:8d:b7:55:25:e3,b4:5d:50:e1:92:31,00:4e:35:df:06:41,38:17:c3:19:45:a2,b4:5d:50:e1:92:23,b4:5d:50:e1:96:53,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:19:71:90,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,68:ff:7b:e4:af:39,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1f:22:32,38:17:c3:1f:22:31,20:a6:cd:42:0b:e3,38:17:c3:1f:08:50,38:17:c3:1f:09:92,38:17:c3:1f:09:91,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,a8:bd:27:4c:bd:30,38:17:c3:1f:00:b0,44:48:c1:91:95:b2,44:48:c1:91:95:b3,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:19:55:40,38:17:c3:19:55:41,38:17:c3:19:55:42,00:4e:35:de:d7:53,00:4e:35:de:d7:52,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,00:4e:35:de:d7:51,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,00:4e:35:de:d7:50,38:17:c3:1f:08:51,00:4e:35:de:e1:00,00:4e:35:de:e1:02,38:17:c3:1f:09:83,00:4e:35:de:e1:01,a8:bd:27:4c:bd:22,38:17:c3:1f:08:52,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:21,00:4e:35:df:0e:12,00:4e:35:de:d7:40,00:4e:35:de:d7:43,00:4e:35:de:d7:42,00:4e:35:de:d7:41,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:19:71:82,38:17:c3:19:36:30,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1f:22:21,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,70:56:81:c9:91:ab,38:17:c3:1e:fc:b2,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:4f:10,38:17:c3:24:58:b2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1b:08:b0,38:17:c3:1f:0f:90,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,38:17:c3:1b:08:a2,00:4e:35:df:27:10,00:4e:35:df:27:11,x,y,label
-50,-87,-74,-75,-72,-88,-49,-87,-50,-87,-89,-62,-85,-74,-68,-83,-74,-71,-74,-71,-71,-73,-28,-82,-92,-92,-91,-74,-74,-75,-63,-80,-62,-90,-87,-87,-87,-78,-92,-77,-76,-92,-62,-80,-63,-79,-79,-79,-60,-75,-74,-71,-73,-90,-76,-83,-83,-87,-86,-72,-76,-72,-77,-88,-88,-90,-74,-61,-60,-61,-59,-88,-83,-88,-84,-84,-61,-86,-86,-76,-77,-74,-77,-78,-78,-78,-75,-75,-81,-90,-89,-89,-72,-90,-83,-90,-90,-89,-86,-89,-91,-89,-88,-89,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-50,-88,-76,-74,-75,-88,-49,-88,-50,-87,-89,-62,-84,-74,-68,-84,-75,-72,-75,-72,-73,-72,-27,-82,-92,-92,-91,-75,-74,-74,-61,-81,-63,-90,-85,-85,-85,-78,-92,-79,-78,-92,-63,-80,-63,-79,-80,-79,-53,-75,-74,-71,-72,-90,-76,-82,-83,-85,-86,-72,-77,-71,-77,-88,-88,-87,-73,-63,-61,-62,-61,-87,-83,-85,-84,-83,-60,-86,-87,-81,-76,-78,-77,-79,-78,-78,-78,-75,-81,-88,-88,-89,-72,-90,-83,-90,-90,-90,-85,-89,-91,-89,-88,-89,-93,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-58,-80,-70,-73,-73,-85,-60,-82,-60,-80,-84,-68,-85,-72,-77,-84,-72,-71,-70,-72,-72,-71,-30,-84,-92,-90,-91,-69,-66,-68,-62,-86,-64,-90,-81,-79,-78,-77,-90,-77,-77,-89,-65,-83,-65,-84,-73,-75,-53,-72,-71,-73,-75,-84,-70,-84,-82,-91,-86,-76,-70,-75,-70,-87,-88,-89,-72,-60,-60,-69,-68,-86,-85,-86,-87,-86,-62,-88,-87,-79,-80,-76,-81,-73,-75,-77,-80,-80,-77,-85,-85,-87,-80,-86,-83,-84,-90,-90,-91,-89,-90,-89,-88,-90,-93,-92,-89,-89,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-61,-80,-70,-74,-73,-85,-60,-82,-59,-79,-84,-65,-85,-74,-77,-89,-73,-73,-74,-74,-73,-74,-28,-84,-91,-90,-89,-68,-68,-69,-61,-83,-61,-90,-83,-83,-83,-80,-93,-79,-80,-93,-61,-83,-63,-82,-74,-75,-56,-72,-73,-73,-75,-84,-72,-84,-82,-88,-86,-75,-70,-74,-70,-87,-88,-89,-73,-59,-57,-65,-62,-86,-87,-86,-86,-87,-57,-88,-87,-79,-79,-76,-80,-75,-78,-76,-80,-83,-76,-86,-86,-86,-80,-85,-88,-84,-90,-91,-88,-89,-91,-89,-88,-90,-93,-93,-89,-89,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-57,-80,-69,-73,-74,-85,-60,-82,-58,-81,-84,-62,-85,-72,-77,-87,-71,-73,-73,-73,-74,-74,-29,-84,-89,-90,-89,-68,-68,-68,-58,-82,-58,-90,-84,-82,-83,-78,-93,-79,-81,-92,-58,-82,-58,-82,-74,-74,-54,-75,-71,-77,-73,-85,-70,-84,-84,-89,-90,-73,-70,-73,-72,-89,-86,-89,-74,-60,-59,-82,-62,-88,-87,-86,-87,-87,-58,-88,-88,-79,-80,-76,-79,-74,-78,-76,-80,-79,-76,-88,-88,-86,-80,-89,-88,-84,-90,-93,-89,-89,-89,-89,-88,-90,-93,-93,-89,-89,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-62,-81,-73,-73,-74,-85,-63,-82,-61,-82,-85,-65,-88,-73,-77,-89,-72,-71,-72,-72,-71,-72,-28,-84,-89,-88,-90,-69,-68,-68,-66,-81,-65,-90,-83,-83,-82,-79,-91,-81,-78,-90,-66,-81,-63,-81,-74,-74,-62,-73,-70,-67,-73,-84,-70,-84,-84,-89,-91,-73,-70,-73,-70,-89,-88,-90,-72,-59,-56,-63,-61,-88,-85,-76,-87,-87,-58,-90,-88,-79,-79,-76,-79,-74,-83,-76,-80,-80,-76,-86,-87,-86,-80,-84,-87,-84,-91,-93,-89,-89,-89,-89,-88,-90,-93,-93,-88,-89,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-60,-81,-73,-73,-74,-86,-59,-82,-57,-80,-86,-66,-88,-71,-75,-89,-71,-70,-71,-70,-70,-69,-28,-84,-89,-92,-90,-70,-69,-71,-59,-83,-59,-90,-83,-82,-83,-78,-88,-78,-79,-90,-59,-82,-59,-83,-74,-73,-60,-71,-71,-68,-72,-86,-70,-84,-84,-87,-89,-73,-70,-73,-68,-89,-88,-90,-71,-58,-59,-64,-64,-89,-85,-79,-87,-84,-57,-87,-88,-81,-83,-78,-80,-73,-78,-78,-80,-81,-79,-87,-86,-87,-81,-88,-87,-87,-91,-92,-89,-89,-90,-89,-88,-90,-93,-90,-89,-89,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-58,-79,-72,-71,-72,-86,-57,-81,-48,-80,-86,-67,-87,-74,-73,-87,-73,-72,-73,-72,-73,-72,-29,-86,-89,-91,-90,-68,-68,-68,-62,-81,-64,-93,-82,-81,-82,-77,-90,-77,-79,-90,-64,-80,-63,-81,-75,-75,-54,-74,-72,-78,-75,-83,-70,-85,-85,-87,-89,-75,-70,-75,-68,-89,-88,-90,-72,-58,-58,-65,-66,-89,-85,-84,-87,-84,-58,-87,-88,-81,-81,-78,-81,-75,-78,-85,-80,-81,-79,-86,-85,-86,-81,-86,-87,-87,-91,-93,-88,-89,-91,-89,-88,-90,-93,-90,-89,-89,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-57,-83,-71,-71,-72,-86,-57,-83,-58,-80,-86,-73,-87,-72,-70,-87,-70,-73,-71,-72,-74,-75,-34,-82,-87,-87,-89,-71,-70,-72,-65,-78,-65,-93,-87,-88,-89,-76,-90,-76,-75,-90,-62,-79,-65,-78,-80,-80,-61,-72,-71,-69,-72,-88,-69,-84,-85,-89,-91,-72,-67,-72,-68,-89,-88,-90,-72,-61,-59,-73,-72,-81,-82,-84,-81,-82,-58,-80,-80,-82,-77,-78,-77,-81,-78,-85,-80,-77,-79,-86,-84,-86,-81,-86,-87,-87,-91,-90,-91,-89,-89,-89,-89,-90,-91,-89,-89,-88,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-50,-83,-71,-71,-70,-86,-52,-83,-52,-73,-86,-71,-88,-71,-76,-87,-70,-74,-70,-75,-74,-75,-28,-82,-87,-89,-89,-72,-71,-70,-67,-74,-67,-90,-86,-87,-88,-83,-90,-83,-77,-93,-64,-75,-66,-75,-78,-79,-58,-72,-73,-69,-70,-88,-67,-85,-85,-88,-91,-72,-67,-71,-67,-89,-88,-90,-74,-58,-59,-71,-70,-83,-82,-84,-82,-82,-58,-81,-82,-82,-80,-83,-81,-79,-78,-85,-80,-78,-80,-86,-84,-86,-81,-86,-87,-87,-91,-89,-89,-88,-89,-90,-89,-90,-91,-90,-89,-88,-87,-88,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-51,-82,-72,-72,-71,-86,-51,-83,-53,-81,-86,-68,-88,-71,-75,-87,-70,-74,-70,-73,-88,-74,-26,-82,-85,-85,-85,-71,-70,-71,-60,-77,-59,-90,-83,-83,-83,-78,-90,-76,-78,-93,-59,-77,-60,-77,-80,-81,-61,-76,-76,-71,-70,-87,-68,-85,-85,-89,-90,-70,-68,-70,-69,-89,-88,-88,-76,-58,-58,-68,-69,-83,-83,-90,-82,-83,-59,-81,-82,-82,-80,-83,-75,-80,-80,-81,-80,-78,-78,-85,-84,-84,-76,-85,-87,-87,-91,-90,-88,-88,-91,-90,-89,-90,-92,-90,-89,-88,-86,-86,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-50,-82,-72,-71,-71,-86,-51,-82,-50,-83,-86,-70,-87,-70,-72,-86,-71,-76,-71,-74,-74,-76,-28,-82,-88,-88,-88,-70,-71,-71,-60,-76,-59,-90,-82,-83,-83,-78,-94,-76,-78,-93,-62,-76,-61,-77,-79,-80,-65,-71,-71,-69,-72,-88,-69,-88,-85,-89,-89,-72,-69,-73,-70,-89,-88,-88,-75,-59,-57,-70,-70,-82,-83,-90,-82,-81,-59,-82,-82,-80,-76,-83,-77,-79,-81,-81,-80,-79,-80,-85,-84,-84,-79,-83,-87,-87,-91,-90,-88,-88,-91,-90,-89,-90,-92,-90,-89,-88,-88,-86,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-48,-81,-72,-72,-71,-86,-49,-82,-48,-83,-86,-70,-87,-70,-72,-86,-71,-75,-71,-75,-76,-74,-27,-85,-88,-90,-88,-72,-70,-70,-61,-77,-61,-92,-85,-86,-85,-77,-94,-76,-78,-93,-62,-77,-63,-77,-79,-79,-60,-76,-75,-69,-72,-87,-67,-84,-85,-89,-89,-73,-68,-71,-67,-89,-88,-88,-75,-56,-58,-69,-71,-82,-80,-89,-83,-82,-59,-82,-82,-80,-76,-83,-77,-80,-81,-81,-79,-79,-80,-86,-86,-86,-79,-85,-87,-87,-89,-91,-90,-88,-91,-90,-90,-90,-92,-90,-89,-88,-88,-87,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-52,-82,-72,-72,-72,-86,-54,-82,-51,-81,-86,-71,-87,-70,-69,-89,-70,-76,-69,-77,-75,-76,-26,-84,-88,-88,-88,-71,-70,-69,-61,-75,-63,-92,-85,-87,-87,-77,-91,-79,-78,-93,-62,-76,-63,-76,-80,-81,-59,-74,-72,-71,-71,-88,-68,-86,-85,-89,-89,-71,-68,-71,-68,-89,-90,-88,-74,-57,-57,-71,-71,-82,-83,-88,-83,-83,-58,-82,-83,-82,-78,-80,-78,-80,-81,-81,-79,-76,-80,-87,-85,-86,-79,-87,-87,-87,-91,-90,-89,-88,-92,-90,-88,-90,-92,-93,-89,-88,-90,-88,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-59,-83,-74,-73,-74,-86,-60,-83,-58,-83,-86,-62,-88,-73,-71,-82,-73,-71,-72,-71,-71,-70,-29,-88,-88,-88,-88,-73,-72,-72,-57,-84,-57,-86,-77,-79,-77,-76,-92,-78,-76,-91,-58,-84,-57,-84,-77,-78,-61,-74,-74,-65,-66,-85,-72,-86,-85,-89,-87,-67,-71,-67,-70,-89,-89,-88,-74,-65,-66,-62,-60,-82,-83,-82,-83,-82,-58,-82,-82,-81,-79,-80,-78,-77,-79,-79,-79,-76,-80,-85,-85,-84,-79,-85,-87,-87,-90,-86,-87,-88,-91,-87,-87,-90,-85,-87,-89,-88,-86,-86,-91,-93,-86,-85,-89,-89,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-58,-82,-73,-73,-73,-86,-62,-83,-59,-82,-86,-63,-88,-71,-76,-81,-70,-72,-71,-72,-72,-74,-29,-88,-86,-85,-85,-72,-73,-71,-56,-82,-56,-86,-79,-78,-81,-76,-91,-81,-89,-91,-56,-82,-56,-82,-75,-74,-58,-70,-71,-70,-70,-84,-72,-87,-86,-88,-87,-69,-71,-68,-72,-89,-89,-88,-71,-67,-67,-81,-62,-81,-84,-81,-83,-82,-66,-80,-81,-80,-79,-80,-78,-74,-79,-75,-79,-76,-78,-85,-87,-84,-79,-85,-81,-87,-90,-85,-85,-88,-92,-86,-85,-90,-88,-87,-89,-88,-85,-84,-91,-91,-87,-86,-87,-88,-88,-90,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-63,-82,-71,-69,-78,-86,-61,-83,-62,-83,-86,-63,-81,-73,-76,-81,-74,-71,-72,-71,-70,-71,-30,-88,-91,-91,-89,-73,-70,-71,-58,-84,-58,-86,-81,-81,-81,-80,-91,-82,-81,-91,-57,-83,-58,-83,-74,-75,-65,-61,-72,-61,-69,-84,-73,-87,-86,-87,-91,-69,-73,-68,-72,-89,-89,-88,-74,-60,-62,-63,-64,-82,-84,-81,-83,-82,-60,-82,-82,-80,-79,-80,-76,-75,-79,-75,-79,-76,-78,-85,-87,-89,-79,-88,-82,-87,-90,-85,-85,-88,-90,-86,-85,-90,-88,-86,-89,-90,-85,-85,-91,-91,-87,-86,-87,-88,-88,-90,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-63,-82,-69,-70,-71,-86,-64,-82,-61,-81,-90,-64,-81,-74,-76,-81,-72,-73,-73,-74,-72,-73,-29,-88,-91,-91,-89,-75,-74,-74,-58,-84,-58,-88,-80,-78,-78,-80,-91,-81,-82,-91,-59,-83,-58,-85,-75,-74,-59,-73,-74,-70,-68,-84,-70,-87,-86,-87,-91,-68,-70,-68,-71,-89,-89,-88,-73,-61,-61,-64,-64,-82,-81,-81,-80,-82,-61,-82,-82,-80,-79,-80,-76,-75,-79,-81,-79,-79,-78,-87,-88,-87,-79,-87,-81,-87,-90,-86,-86,-88,-92,-87,-87,-90,-88,-87,-90,-90,-85,-85,-91,-91,-87,-87,-88,-90,-89,-88,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-60,-81,-75,-75,-75,-86,-58,-82,-60,-83,-90,-61,-81,-71,-80,-82,-72,-72,-72,-71,-71,-70,-29,-88,-91,-91,-89,-72,-71,-71,-58,-81,-58,-87,-80,-81,-79,-80,-92,-81,-80,-91,-59,-84,-58,-83,-75,-76,-59,-74,-73,-69,-67,-88,-71,-87,-86,-89,-91,-68,-72,-66,-71,-89,-89,-88,-74,-64,-65,-63,-64,-82,-82,-81,-82,-82,-65,-81,-82,-80,-79,-80,-76,-75,-79,-81,-79,-79,-78,-89,-87,-88,-71,-88,-81,-87,-90,-87,-87,-88,-92,-88,-87,-90,-87,-86,-90,-90,-85,-85,-91,-91,-87,-87,-89,-89,-90,-90,-95,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
