38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,44:48:c1:a5:82:30,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1f:09:93,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:01:92,38:17:c3:1f:22:30,60:32:b1:3e:1a:b7,38:17:c3:1f:01:90,38:17:c3:1f:01:91,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,80:8d:b7:55:39:d0,00:4e:35:df:06:40,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,66:2a:2f:53:7c:99,68:ff:7b:e4:af:38,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e3,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,44:48:c1:a5:82:22,38:17:c3:19:45:b0,38:17:c3:19:55:50,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:25:e0,00:4e:35:de:e1:12,60:32:b1:3e:1a:b8,20:a6:cd:50:24:a2,38:17:c3:19:55:52,38:17:c3:19:55:51,b4:5d:50:e1:92:23,44:48:c1:a5:82:21,44:48:c1:a5:82:20,80:8d:b7:55:3a:40,38:17:c3:19:71:90,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,68:ff:7b:e4:af:39,b4:5d:50:e1:96:53,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,b4:5d:50:e1:96:52,38:17:c3:1f:08:50,38:17:c3:19:55:41,00:4e:35:de:e1:00,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:1f:22:32,a8:bd:27:4c:bd:30,38:17:c3:1f:22:31,38:17:c3:1f:09:83,20:a6:cd:42:0b:e3,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:19:55:42,44:48:c1:91:95:b2,44:48:c1:91:95:b3,00:4e:35:de:e1:02,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,38:17:c3:1f:08:51,38:17:c3:1f:08:52,a8:bd:27:4c:bd:20,00:4e:35:de:e1:01,38:17:c3:19:55:40,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,44:48:c1:91:95:b0,44:48:c1:91:95:b1,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:df:0e:12,00:4e:35:de:d7:43,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:19:36:30,00:4e:35:de:d7:40,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,38:17:c3:19:71:82,38:17:c3:1e:fc:b1,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:1e:fc:a1,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:b1,38:17:c3:1f:0f:90,38:17:c3:1f:0f:91,38:17:c3:1b:08:b0,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:1b:08:b2,00:4e:35:df:27:12,38:17:c3:1b:08:b1,00:4e:35:df:27:00,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:de:d7:42,00:4e:35:de:d7:41,x,y,label
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-78,-54,-79,-78,-70,-71,-70,-85,-100,-100,-100,-100,-86,-100,-100,-86,-86,-100,-100,-100,-88,-100,-100,-100,-100,-90,-100,-100,-91,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-89,-100,-100,-86,-86,-100,-100,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-88,-89,-100,-43,-100,-100,-100,-42,-42,-100,-100,-100,-88,-100,-100,-100,-100,-100,-62,-87,-100,-62,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-86,-83,-82,-100,-86,-87,-88,-82,-100,-100,-87,-84,-85,-86,-89,-91,-100,-100,-100,-100,-100,-100,459.79999999999995,799.6000000000007,44
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-78,-48,-78,-79,-69,-69,-69,-85,-100,-100,-100,-100,-86,-100,-100,-85,-86,-100,-100,-100,-88,-100,-100,-100,-100,-90,-100,-100,-91,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-84,-100,-100,-87,-86,-100,-100,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-84,-84,-100,-41,-100,-100,-100,-42,-42,-100,-100,-100,-88,-100,-100,-100,-100,-100,-57,-89,-100,-57,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-86,-83,-82,-100,-86,-87,-88,-81,-100,-100,-91,-84,-85,-86,-89,-91,-100,-100,-100,-100,-100,-100,459.79999999999995,799.6000000000007,44
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-79,-48,-79,-79,-70,-71,-70,-86,-100,-100,-100,-100,-84,-100,-100,-84,-85,-100,-100,-100,-88,-100,-100,-100,-100,-90,-100,-100,-91,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-84,-100,-100,-86,-86,-100,-100,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-84,-83,-100,-44,-100,-100,-100,-44,-44,-100,-100,-100,-89,-100,-100,-100,-100,-100,-59,-88,-100,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-82,-100,-86,-87,-88,-81,-100,-100,-91,-88,-85,-86,-100,-91,-100,-100,-100,-100,-100,-100,459.79999999999995,799.6000000000007,44
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-76,-48,-77,-79,-73,-74,-74,-90,-100,-100,-100,-100,-83,-100,-100,-84,-84,-100,-100,-100,-88,-100,-100,-100,-100,-90,-100,-100,-91,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-84,-100,-100,-88,-86,-100,-100,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-83,-84,-100,-44,-100,-100,-100,-45,-45,-100,-100,-100,-89,-100,-100,-100,-100,-100,-59,-88,-100,-60,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-81,-84,-84,-100,-86,-87,-88,-84,-100,-100,-91,-88,-85,-87,-100,-91,-100,-100,-100,-100,-100,-100,459.79999999999995,799.6000000000007,44
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-77,-63,-77,-77,-74,-74,-75,-87,-100,-100,-100,-100,-84,-100,-100,-84,-85,-100,-100,-100,-88,-100,-100,-100,-89,-90,-100,-100,-91,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-78,-100,-100,-88,-90,-100,-100,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-79,-78,-100,-40,-100,-100,-100,-40,-40,-100,-100,-100,-85,-100,-100,-100,-100,-100,-52,-84,-100,-52,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-81,-87,-85,-100,-86,-87,-88,-86,-100,-100,-91,-88,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,445.59999999999997,799.6000000000007,45
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-77,-62,-76,-77,-75,-74,-76,-88,-100,-100,-100,-100,-83,-100,-100,-84,-83,-100,-100,-100,-88,-100,-100,-100,-89,-90,-100,-100,-91,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-80,-100,-100,-89,-88,-100,-100,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-80,-81,-100,-40,-100,-100,-100,-40,-40,-100,-100,-100,-84,-100,-100,-100,-100,-100,-53,-85,-100,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-85,-100,-86,-90,-88,-84,-100,-100,-91,-88,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,445.59999999999997,799.6000000000007,45
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-77,-61,-78,-75,-76,-74,-74,-89,-100,-100,-100,-100,-83,-100,-100,-84,-83,-100,-100,-100,-88,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-76,-100,-100,-88,-89,-100,-100,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-76,-76,-100,-39,-100,-100,-100,-39,-39,-100,-100,-100,-83,-100,-100,-100,-100,-100,-52,-83,-100,-53,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-85,-100,-86,-90,-88,-85,-100,-100,-91,-88,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,445.59999999999997,799.6000000000007,45
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-77,-63,-77,-78,-74,-75,-74,-91,-100,-100,-100,-100,-84,-100,-100,-85,-83,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-78,-100,-100,-87,-87,-100,-100,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-78,-78,-100,-41,-100,-100,-100,-42,-41,-100,-100,-100,-84,-100,-100,-100,-100,-100,-52,-84,-100,-61,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-83,-100,-86,-90,-88,-84,-100,-100,-91,-88,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,445.59999999999997,799.6000000000007,45
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-74,-62,-75,-77,-76,-76,-78,-89,-100,-100,-100,-100,-83,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-77,-100,-100,-89,-89,-100,-100,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-76,-75,-100,-41,-100,-100,-100,-40,-40,-100,-100,-100,-87,-100,-100,-100,-100,-100,-53,-84,-100,-52,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-86,-84,-84,-100,-86,-90,-88,-84,-100,-100,-91,-88,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,445.59999999999997,799.6000000000007,45
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-75,-61,-78,-74,-75,-74,-74,-87,-100,-100,-100,-100,-83,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-75,-100,-100,-89,-88,-100,-100,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-76,-76,-100,-40,-100,-100,-100,-41,-39,-100,-100,-100,-83,-100,-100,-100,-100,-100,-53,-84,-100,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-85,-100,-86,-90,-88,-84,-100,-100,-91,-88,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,445.59999999999997,799.6000000000007,45
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-75,-57,-78,-78,-76,-76,-74,-85,-100,-100,-100,-100,-87,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-79,-100,-100,-90,-89,-100,-100,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-78,-79,-100,-29,-100,-100,-100,-35,-34,-100,-100,-100,-82,-100,-100,-100,-100,-100,-57,-82,-100,-58,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-86,-83,-83,-100,-86,-89,-88,-84,-100,-100,-91,-88,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,431.4,799.6000000000007,46
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-78,-55,-76,-78,-78,-78,-77,-89,-100,-100,-100,-100,-84,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-79,-100,-100,-89,-92,-100,-100,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-79,-78,-100,-35,-100,-100,-100,-35,-35,-100,-100,-100,-80,-100,-100,-100,-100,-100,-57,-81,-100,-57,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-80,-85,-82,-100,-86,-91,-88,-81,-100,-100,-91,-88,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,431.4,799.6000000000007,46
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-78,-52,-78,-75,-74,-76,-75,-89,-100,-100,-100,-100,-85,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-80,-100,-100,-89,-92,-100,-100,-100,-88,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-80,-81,-100,-34,-100,-100,-100,-34,-35,-100,-100,-100,-80,-100,-100,-100,-100,-100,-55,-81,-100,-55,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-82,-100,-86,-91,-88,-84,-100,-100,-91,-88,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,431.4,799.6000000000007,46
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-79,-53,-75,-76,-76,-78,-77,-87,-100,-100,-100,-100,-86,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-81,-100,-100,-90,-91,-100,-100,-100,-88,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-82,-82,-100,-30,-100,-100,-100,-35,-35,-100,-100,-100,-80,-100,-100,-100,-100,-100,-56,-81,-100,-56,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-81,-100,-86,-91,-88,-82,-100,-100,-88,-88,-86,-87,-89,-100,-100,-100,-100,-100,-100,-100,431.4,799.6000000000007,46
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-77,-53,-79,-79,-77,-78,-76,-89,-100,-100,-100,-100,-86,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-83,-100,-100,-90,-91,-100,-100,-100,-88,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-84,-83,-100,-36,-100,-100,-100,-36,-36,-100,-100,-100,-79,-100,-100,-100,-100,-100,-57,-80,-100,-56,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-82,-80,-82,-100,-100,-91,-100,-82,-100,-100,-88,-89,-87,-87,-89,-100,-100,-100,-100,-100,-100,-100,431.4,799.6000000000007,46
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-75,-54,-77,-78,-74,-76,-74,-85,-100,-100,-100,-100,-86,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-78,-100,-100,-90,-91,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-78,-78,-100,-35,-100,-100,-100,-36,-35,-100,-100,-100,-81,-100,-100,-100,-100,-100,-57,-81,-100,-57,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-86,-83,-84,-100,-100,-91,-100,-83,-100,-100,-88,-89,-87,-87,-89,-100,-100,-100,-100,-100,-100,-100,431.4,799.6000000000007,46
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-75,-52,-77,-78,-71,-70,-70,-86,-100,-100,-100,-100,-83,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-78,-100,-100,-90,-88,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-77,-75,-100,-37,-100,-100,-100,-37,-37,-100,-100,-100,-83,-100,-100,-100,-100,-100,-55,-81,-100,-54,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-86,-83,-83,-100,-100,-93,-100,-82,-100,-100,-89,-89,-87,-87,-89,-100,-90,-100,-100,-100,-100,-100,417.2,799.6000000000007,47
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-75,-55,-76,-77,-72,-71,-73,-87,-100,-100,-100,-100,-85,-100,-100,-83,-85,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-73,-100,-100,-91,-88,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-73,-73,-100,-38,-100,-100,-100,-37,-38,-100,-100,-100,-84,-100,-100,-100,-100,-100,-58,-85,-100,-58,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-85,-100,-91,-91,-90,-82,-100,-100,-89,-89,-87,-87,-91,-100,-90,-100,-100,-100,-100,-100,417.2,799.6000000000007,47
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-79,-51,-79,-77,-72,-72,-71,-94,-100,-100,-100,-100,-84,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-74,-100,-100,-90,-91,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-74,-76,-100,-38,-100,-100,-100,-37,-36,-100,-100,-100,-85,-100,-100,-100,-100,-100,-55,-81,-100,-56,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-84,-100,-91,-90,-90,-83,-100,-100,-89,-89,-87,-87,-88,-100,-86,-100,-100,-100,-100,-100,417.2,799.6000000000007,47
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-55,-79,-77,-72,-72,-81,-87,-100,-100,-100,-100,-84,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-73,-100,-100,-90,-91,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-73,-72,-100,-38,-100,-100,-100,-38,-37,-100,-100,-100,-84,-100,-100,-100,-100,-100,-58,-84,-100,-62,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-85,-83,-84,-100,-91,-90,-88,-84,-100,-100,-89,-89,-87,-87,-89,-100,-88,-89,-100,-100,-100,-100,417.2,799.6000000000007,47
