38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,44:48:c1:a5:82:30,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1f:09:93,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:01:92,38:17:c3:1f:22:30,60:32:b1:3e:1a:b7,38:17:c3:1f:01:90,38:17:c3:1f:01:91,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,80:8d:b7:55:39:d0,00:4e:35:df:06:40,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,66:2a:2f:53:7c:99,68:ff:7b:e4:af:38,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e3,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,44:48:c1:a5:82:22,38:17:c3:19:45:b0,38:17:c3:19:55:50,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:25:e0,00:4e:35:de:e1:12,60:32:b1:3e:1a:b8,20:a6:cd:50:24:a2,38:17:c3:19:55:52,38:17:c3:19:55:51,b4:5d:50:e1:92:23,44:48:c1:a5:82:21,44:48:c1:a5:82:20,80:8d:b7:55:3a:40,38:17:c3:19:71:90,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,68:ff:7b:e4:af:39,b4:5d:50:e1:96:53,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,b4:5d:50:e1:96:52,38:17:c3:1f:08:50,38:17:c3:19:55:41,00:4e:35:de:e1:00,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:1f:22:32,a8:bd:27:4c:bd:30,38:17:c3:1f:22:31,38:17:c3:1f:09:83,20:a6:cd:42:0b:e3,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:19:55:42,44:48:c1:91:95:b2,44:48:c1:91:95:b3,00:4e:35:de:e1:02,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,38:17:c3:1f:08:51,38:17:c3:1f:08:52,a8:bd:27:4c:bd:20,00:4e:35:de:e1:01,38:17:c3:19:55:40,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,44:48:c1:91:95:b0,44:48:c1:91:95:b1,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:df:0e:12,00:4e:35:de:d7:43,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:19:36:30,00:4e:35:de:d7:40,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,38:17:c3:19:71:82,38:17:c3:1e:fc:b1,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:1e:fc:a1,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:b1,38:17:c3:1f:0f:90,38:17:c3:1f:0f:91,38:17:c3:1b:08:b0,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:1b:08:b2,00:4e:35:df:27:12,38:17:c3:1b:08:b1,00:4e:35:df:27:00,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:de:d7:42,00:4e:35:de:d7:41,x,y,label
-77,-87,-79,-89,-79,-87,-59,-59,-74,-58,-75,-73,-74,-80,-80,-82,-77,-90,-70,-70,-90,-70,-88,-100,-100,-91,-75,-90,-89,-86,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-77,-54,-77,-60,-77,-78,-74,-75,-76,-86,-82,-78,-80,-79,-56,-88,-92,-58,-59,-82,-80,-81,-53,-52,-85,-80,-70,-69,-83,-84,-80,-71,-68,-71,-74,-100,-75,-100,-100,-100,-84,-79,-92,-100,-74,-74,-86,-73,-72,-69,-83,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-92,-86,-84,-100,-100,-100,-83,-84,-78,-78,-90,-86,-88,-100,-100,-88,-87,-86,-90,-89,-88,-89,-87,-89,-90,-91,-100,-88,-86,-100,-100,-100,-100,-100,-100,-89,-82,-82,-81,-81,-90,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-79,-87,-79,-89,-79,-87,-57,-57,-74,-57,-75,-73,-74,-81,-80,-81,-70,-90,-70,-71,-90,-70,-88,-100,-100,-90,-79,-90,-90,-87,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-77,-75,-54,-75,-65,-75,-76,-75,-75,-75,-86,-81,-80,-81,-79,-62,-87,-92,-62,-61,-81,-80,-81,-54,-54,-85,-80,-70,-69,-83,-84,-80,-66,-65,-64,-75,-100,-74,-100,-100,-100,-84,-84,-92,-100,-74,-74,-87,-75,-74,-69,-85,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-92,-86,-87,-100,-100,-100,-85,-85,-82,-80,-90,-88,-88,-100,-100,-87,-88,-86,-90,-89,-87,-89,-87,-89,-90,-91,-100,-87,-86,-100,-100,-100,-100,-100,-100,-89,-83,-83,-82,-84,-90,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-80,-87,-79,-89,-80,-87,-59,-58,-74,-57,-74,-75,-76,-80,-80,-80,-69,-90,-69,-70,-90,-69,-88,-100,-100,-90,-80,-90,-90,-85,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-74,-55,-77,-64,-77,-78,-77,-78,-78,-88,-82,-81,-81,-81,-60,-86,-92,-61,-60,-83,-80,-81,-53,-56,-90,-82,-68,-65,-86,-84,-80,-61,-66,-66,-77,-100,-75,-100,-100,-100,-86,-80,-92,-100,-75,-74,-85,-75,-74,-69,-85,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-90,-86,-87,-100,-100,-100,-85,-86,-81,-82,-90,-88,-88,-100,-100,-87,-88,-86,-90,-91,-88,-89,-87,-89,-92,-90,-100,-87,-86,-100,-100,-100,-100,-100,-100,-89,-78,-77,-78,-78,-89,-100,-86,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-79,-89,-80,-90,-79,-87,-56,-58,-74,-56,-73,-75,-73,-81,-80,-81,-70,-90,-70,-69,-90,-92,-88,-100,-100,-90,-78,-88,-89,-85,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-75,-75,-56,-77,-66,-77,-78,-73,-74,-75,-90,-82,-81,-81,-81,-60,-89,-92,-59,-60,-81,-81,-82,-55,-56,-86,-82,-69,-65,-88,-86,-80,-67,-66,-66,-71,-100,-75,-100,-100,-100,-86,-80,-92,-100,-75,-74,-85,-70,-72,-69,-85,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-91,-85,-84,-100,-100,-100,-84,-84,-79,-78,-90,-89,-88,-100,-100,-89,-89,-85,-90,-93,-89,-89,-87,-89,-90,-90,-100,-87,-85,-100,-100,-100,-100,-100,-100,-89,-81,-81,-79,-80,-88,-100,-86,-88,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-79,-89,-78,-90,-78,-87,-57,-58,-76,-56,-74,-74,-74,-82,-81,-82,-68,-90,-69,-68,-90,-67,-88,-100,-100,-91,-74,-89,-90,-87,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-75,-74,-53,-77,-65,-75,-75,-83,-81,-82,-90,-83,-80,-80,-81,-59,-86,-92,-62,-59,-81,-81,-82,-54,-56,-87,-82,-69,-69,-85,-86,-80,-67,-66,-67,-74,-100,-75,-100,-100,-100,-86,-85,-92,-100,-74,-74,-85,-73,-76,-69,-85,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-91,-85,-91,-100,-100,-100,-85,-85,-86,-86,-90,-88,-88,-100,-100,-87,-87,-85,-90,-92,-90,-89,-87,-89,-90,-90,-100,-90,-85,-100,-100,-100,-100,-100,-100,-89,-76,-75,-75,-76,-88,-100,-86,-88,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-79,-89,-78,-90,-75,-87,-61,-62,-74,-62,-76,-73,-74,-80,-80,-82,-73,-88,-72,-73,-87,-72,-86,-100,-100,-89,-79,-89,-83,-84,-92,-89,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-80,-80,-58,-75,-61,-78,-75,-74,-74,-73,-83,-83,-79,-79,-77,-57,-86,-92,-58,-57,-79,-81,-82,-58,-58,-87,-83,-68,-68,-77,-78,-80,-68,-69,-70,-76,-100,-74,-100,-100,-100,-81,-81,-100,-100,-74,-74,-88,-77,-75,-68,-86,-100,-100,-86,-92,-100,-100,-100,-100,-100,-100,-92,-80,-83,-100,-100,-100,-86,-85,-83,-80,-84,-90,-83,-100,-100,-88,-88,-82,-90,-91,-84,-89,-88,-100,-90,-90,-100,-89,-82,-100,-100,-100,-100,-100,-100,-89,-78,-78,-79,-77,-88,-94,-100,-100,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-76,-89,-76,-90,-76,-87,-63,-62,-74,-61,-75,-76,-74,-80,-81,-81,-72,-88,-73,-74,-88,-73,-87,-100,-100,-89,-77,-86,-84,-83,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-81,-83,-83,-82,-61,-75,-64,-77,-75,-74,-74,-73,-79,-83,-78,-78,-75,-58,-86,-92,-58,-59,-79,-80,-80,-58,-59,-94,-77,-69,-68,-81,-78,-80,-70,-70,-70,-79,-100,-74,-100,-100,-100,-80,-81,-100,-100,-74,-74,-91,-81,-78,-70,-86,-100,-100,-86,-92,-100,-100,-100,-100,-100,-100,-84,-80,-83,-100,-100,-100,-86,-85,-81,-82,-85,-90,-85,-100,-100,-87,-88,-82,-92,-92,-83,-89,-88,-100,-85,-84,-100,-82,-82,-100,-100,-100,-100,-100,-100,-89,-80,-79,-79,-79,-91,-94,-100,-100,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-78,-89,-78,-90,-78,-87,-71,-70,-74,-71,-75,-76,-74,-81,-82,-82,-70,-89,-70,-72,-91,-68,-91,-100,-100,-89,-77,-86,-82,-83,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-82,-81,-58,-78,-63,-75,-78,-76,-75,-75,-78,-83,-81,-79,-71,-54,-85,-92,-56,-55,-80,-80,-79,-60,-59,-87,-79,-68,-68,-81,-78,-100,-66,-69,-67,-79,-100,-72,-100,-100,-100,-80,-79,-100,-100,-72,-72,-91,-79,-81,-68,-84,-100,-100,-86,-92,-100,-100,-100,-100,-100,-100,-87,-84,-87,-100,-100,-100,-85,-85,-78,-78,-82,-89,-85,-100,-100,-88,-88,-84,-92,-92,-85,-89,-88,-100,-85,-85,-100,-85,-87,-100,-100,-100,-100,-100,-100,-89,-79,-79,-79,-78,-90,-94,-100,-100,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-78,-89,-78,-90,-78,-87,-70,-70,-73,-70,-72,-74,-73,-82,-81,-80,-71,-93,-71,-71,-91,-71,-91,-100,-100,-89,-79,-86,-83,-84,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-82,-81,-63,-79,-63,-79,-79,-77,-76,-75,-79,-81,-79,-79,-71,-55,-85,-100,-56,-56,-81,-80,-79,-60,-61,-88,-79,-68,-68,-80,-79,-100,-71,-70,-70,-79,-100,-71,-100,-100,-100,-81,-79,-100,-100,-72,-71,-91,-79,-78,-68,-85,-100,-100,-86,-92,-100,-100,-100,-100,-100,-100,-84,-84,-87,-100,-100,-100,-86,-85,-78,-78,-84,-88,-82,-100,-100,-89,-88,-84,-92,-92,-85,-89,-88,-100,-85,-85,-100,-81,-87,-100,-100,-100,-100,-100,-100,-89,-79,-79,-79,-80,-86,-94,-100,-100,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-78,-89,-79,-90,-78,-87,-67,-67,-72,-68,-72,-74,-73,-81,-81,-81,-71,-92,-72,-75,-91,-71,-91,-100,-100,-91,-79,-86,-83,-83,-93,-87,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-82,-81,-60,-79,-63,-78,-79,-75,-73,-74,-80,-81,-79,-78,-71,-54,-86,-100,-55,-54,-82,-82,-81,-58,-60,-88,-79,-68,-68,-80,-87,-81,-69,-70,-69,-81,-100,-72,-100,-100,-100,-78,-77,-100,-100,-72,-72,-91,-79,-78,-68,-85,-100,-100,-86,-92,-100,-100,-100,-100,-100,-100,-84,-82,-83,-100,-100,-100,-85,-84,-78,-77,-83,-90,-83,-100,-100,-89,-87,-82,-92,-92,-84,-89,-88,-100,-85,-86,-100,-83,-82,-100,-100,-100,-100,-100,-100,-89,-77,-77,-78,-77,-86,-94,-100,-100,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-78,-89,-79,-90,-76,-87,-64,-64,-75,-64,-74,-74,-74,-83,-82,-82,-70,-89,-69,-70,-90,-71,-88,-100,-100,-91,-75,-86,-83,-85,-93,-87,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-79,-80,-54,-78,-66,-78,-79,-76,-75,-75,-85,-81,-78,-78,-71,-54,-83,-100,-54,-54,-77,-82,-81,-53,-53,-88,-77,-69,-69,-77,-76,-81,-69,-70,-65,-80,-100,-71,-100,-100,-100,-78,-79,-100,-100,-72,-72,-91,-79,-78,-70,-84,-100,-100,-86,-92,-100,-100,-100,-100,-100,-100,-84,-82,-81,-100,-100,-100,-86,-85,-79,-80,-83,-88,-83,-100,-100,-90,-88,-82,-92,-92,-83,-89,-88,-100,-84,-85,-100,-82,-82,-100,-100,-100,-100,-100,-100,-89,-81,-81,-82,-81,-86,-94,-100,-100,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-79,-100,-79,-100,-79,-100,-71,-71,-73,-71,-74,-73,-73,-83,-85,-85,-78,-89,-75,-75,-90,-76,-90,-100,-100,-92,-80,-86,-86,-90,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-84,-83,-60,-77,-63,-79,-80,-75,-75,-74,-86,-81,-87,-84,-80,-57,-92,-91,-58,-58,-84,-84,-84,-58,-60,-90,-84,-70,-70,-82,-79,-78,-70,-70,-70,-75,-100,-70,-100,-100,-100,-82,-78,-90,-100,-69,-69,-91,-73,-74,-68,-89,-100,-100,-85,-92,-100,-100,-100,-100,-100,-100,-93,-83,-82,-100,-100,-100,-89,-88,-78,-80,-88,-88,-86,-100,-100,-87,-89,-83,-92,-92,-79,-89,-88,-100,-90,-91,-100,-79,-82,-100,-100,-100,-100,-100,-100,-100,-83,-83,-83,-83,-87,-94,-87,-87,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-80,-100,-82,-100,-80,-100,-65,-63,-72,-63,-70,-71,-72,-86,-87,-88,-73,-93,-74,-73,-90,-73,-90,-100,-100,-92,-87,-86,-85,-94,-93,-89,-100,-100,-91,-89,-100,-100,-100,-100,-80,-81,-81,-81,-61,-75,-72,-76,-73,-70,-70,-70,-89,-83,-83,-83,-81,-58,-91,-91,-57,-57,-84,-82,-82,-61,-58,-87,-82,-64,-64,-82,-83,-78,-71,-71,-69,-83,-91,-71,-100,-100,-100,-79,-75,-90,-100,-71,-70,-89,-83,-84,-67,-91,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-86,-83,-84,-100,-100,-100,-91,-90,-75,-74,-84,-91,-85,-100,-100,-90,-90,-81,-92,-92,-85,-100,-100,-100,-85,-85,-100,-86,-82,-100,-100,-100,-90,-100,-100,-100,-77,-78,-78,-77,-85,-89,-86,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-77,-100,-77,-100,-76,-100,-66,-66,-71,-65,-71,-71,-71,-86,-85,-87,-76,-90,-76,-75,-90,-75,-90,-100,-100,-92,-80,-86,-86,-92,-92,-89,-100,-100,-91,-100,-100,-100,-100,-100,-81,-82,-82,-82,-62,-78,-75,-74,-77,-70,-74,-70,-88,-85,-83,-84,-78,-56,-90,-91,-56,-56,-86,-83,-83,-60,-58,-96,-84,-65,-64,-81,-80,-76,-71,-71,-71,-80,-90,-73,-100,-100,-100,-80,-75,-90,-100,-72,-72,-89,-81,-81,-67,-90,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-83,-83,-84,-100,-100,-100,-91,-89,-77,-76,-86,-90,-86,-100,-100,-90,-90,-81,-92,-92,-82,-100,-100,-100,-84,-84,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-78,-85,-100,-87,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-79,-100,-78,-100,-79,-100,-69,-68,-74,-68,-73,-73,-73,-87,-88,-87,-73,-90,-74,-75,-89,-73,-89,-100,-100,-91,-83,-86,-85,-90,-92,-89,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-83,-83,-59,-79,-68,-78,-81,-71,-73,-72,-85,-83,-84,-84,-79,-53,-92,-91,-52,-52,-84,-82,-82,-58,-61,-91,-81,-71,-73,-80,-81,-79,-68,-67,-69,-76,-100,-69,-100,-100,-100,-78,-81,-90,-100,-68,-69,-91,-75,-75,-70,-88,-100,-100,-87,-92,-100,-100,-100,-100,-100,-100,-89,-82,-80,-100,-100,-100,-88,-87,-82,-81,-84,-92,-84,-100,-100,-92,-91,-82,-92,-92,-80,-89,-88,-100,-88,-89,-100,-79,-82,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-78,-88,-94,-87,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-77,-100,-77,-100,-76,-100,-71,-71,-69,-70,-69,-69,-69,-89,-88,-87,-72,-90,-72,-73,-90,-72,-90,-100,-100,-92,-82,-86,-85,-93,-92,-89,-100,-100,-91,-90,-100,-100,-100,-100,-83,-84,-83,-83,-63,-71,-68,-74,-77,-71,-71,-70,-87,-83,-83,-84,-81,-58,-90,-91,-59,-60,-84,-83,-83,-62,-60,-91,-84,-65,-68,-82,-83,-77,-73,-73,-73,-83,-93,-71,-100,-100,-100,-79,-75,-90,-100,-71,-70,-89,-81,-81,-68,-91,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-86,-83,-84,-100,-100,-100,-91,-89,-76,-75,-86,-91,-86,-100,-100,-90,-90,-81,-92,-92,-82,-100,-100,-100,-86,-85,-100,-85,-82,-100,-100,-100,-90,-100,-100,-100,-79,-79,-79,-78,-88,-89,-87,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-83,-89,-83,-90,-83,-87,-66,-65,-70,-66,-70,-70,-70,-85,-85,-85,-72,-89,-76,-74,-88,-73,-88,-100,-100,-91,-80,-86,-83,-90,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-79,-80,-63,-79,-69,-82,-81,-74,-70,-69,-84,-81,-82,-85,-77,-53,-89,-100,-54,-55,-82,-82,-82,-63,-62,-90,-81,-70,-71,-80,-81,-79,-70,-70,-67,-78,-100,-72,-100,-100,-100,-78,-78,-90,-100,-71,-70,-91,-77,-76,-70,-86,-100,-100,-87,-92,-100,-100,-100,-100,-100,-100,-89,-82,-79,-100,-100,-100,-85,-86,-79,-78,-84,-92,-84,-100,-100,-89,-90,-82,-92,-92,-80,-89,-88,-100,-88,-89,-100,-79,-82,-100,-100,-100,-100,-100,-100,-100,-79,-79,-80,-79,-87,-94,-87,-87,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-75,-100,-75,-100,-76,-100,-67,-65,-73,-66,-74,-74,-74,-84,-87,-85,-72,-93,-72,-71,-90,-73,-90,-100,-100,-90,-70,-100,-80,-94,-93,-89,-100,-100,-91,-89,-100,-100,-100,-100,-83,-84,-84,-83,-59,-79,-59,-75,-79,-70,-72,-69,-86,-86,-83,-83,-81,-56,-90,-91,-58,-58,-85,-82,-82,-58,-58,-85,-83,-66,-67,-82,-81,-80,-74,-74,-73,-80,-92,-70,-100,-100,-100,-82,-78,-90,-100,-69,-70,-90,-83,-78,-67,-90,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-82,-79,-85,-100,-100,-100,-91,-90,-78,-80,-80,-91,-80,-100,-100,-89,-90,-81,-100,-100,-86,-100,-100,-100,-81,-82,-100,-84,-82,-100,-100,-100,-90,-100,-100,-100,-85,-86,-85,-86,-85,-89,-86,-87,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-77,-91,-77,-89,-77,-90,-69,-68,-70,-68,-70,-70,-70,-84,-84,-84,-73,-92,-72,-72,-90,-73,-90,-100,-100,-92,-73,-100,-83,-94,-92,-89,-100,-100,-91,-89,-100,-100,-100,-100,-83,-85,-84,-86,-58,-79,-59,-75,-78,-73,-73,-73,-82,-79,-83,-83,-81,-56,-90,-91,-58,-56,-85,-80,-80,-55,-56,-85,-80,-65,-67,-82,-81,-80,-74,-70,-74,-80,-92,-65,-100,-100,-100,-82,-77,-90,-100,-68,-64,-90,-79,-80,-65,-86,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-82,-79,-84,-100,-100,-100,-85,-86,-76,-77,-82,-89,-84,-100,-100,-89,-88,-81,-100,-100,-83,-100,-100,-100,-81,-80,-100,-85,-79,-100,-100,-100,-90,-100,-100,-100,-81,-82,-82,-81,-85,-89,-86,-87,-93,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-77,-91,-77,-92,-76,-88,-67,-68,-74,-67,-74,-73,-74,-84,-85,-85,-70,-93,-70,-70,-90,-70,-90,-100,-100,-92,-80,-89,-80,-93,-89,-91,-100,-100,-91,-89,-100,-100,-100,-100,-88,-85,-88,-86,-58,-79,-60,-76,-75,-75,-76,-77,-81,-79,-80,-80,-80,-57,-94,-91,-57,-57,-80,-80,-80,-57,-60,-88,-80,-66,-67,-81,-81,-80,-74,-70,-74,-79,-92,-67,-100,-100,-100,-82,-79,-90,-100,-63,-67,-94,-77,-76,-65,-85,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-82,-79,-79,-100,-100,-100,-87,-86,-78,-79,-81,-91,-81,-100,-100,-89,-92,-80,-100,-100,-85,-100,-100,-100,-81,-80,-100,-84,-79,-100,-100,-100,-90,-100,-100,-100,-88,-88,-87,-89,-85,-89,-86,-87,-94,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
