20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,20:a6:cd:42:0a:c2,44:48:c1:91:95:a3,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:19:45:a1,38:17:c3:19:45:a2,b6:e6:2d:69:d5:58,38:17:c3:19:45:a0,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,44:48:c1:91:d0:04,38:17:c3:24:47:50,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:22:61:90,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,a8:bd:27:4c:aa:83,38:17:c3:22:5e:f0,38:17:c3:22:5e:f1,38:17:c3:22:5e:f2,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:1c:10,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,38:17:c3:1f:09:90,b4:5d:50:e1:96:43,38:17:c3:1f:09:91,a8:bd:27:4c:aa:91,38:17:c3:1f:09:81,a8:bd:27:4c:aa:90,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,a8:bd:27:4c:aa:93,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:1f:09:80,38:17:c3:19:d7:70,38:17:c3:19:d7:71,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:1f:1c:12,38:17:c3:1f:1c:11,38:17:c3:1f:09:82,38:17:c3:1f:09:83,38:17:c3:24:56:50,38:17:c3:1f:19:f0,38:17:c3:22:61:91,38:17:c3:1a:cf:d0,44:48:c1:91:95:a2,38:17:c3:19:36:30,38:17:c3:19:36:31,66:2a:2f:53:7c:99,20:a6:cd:42:0b:e3,80:8d:b7:55:25:e3,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:19:d7:72,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,80:8d:b7:55:29:d0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,38:17:c3:19:36:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:11,80:8d:b7:55:25:e0,80:8d:b7:55:35:12,80:8d:b7:55:25:e1,38:17:c3:1e:ff:10,80:8d:b7:55:39:d0,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,b0:be:76:f8:30:5e,80:8d:b7:55:25:e2,68:ff:7b:e4:af:38,38:17:c3:1e:ff:11,ea:9e:b4:53:24:54,80:8d:b7:55:3a:42,38:17:c3:19:71:91,38:17:c3:19:71:90,68:ff:7b:e4:af:39,38:17:c3:1e:ff:12,38:17:c3:19:71:92,d8:07:b6:72:52:c0,80:8d:b7:55:35:02,38:17:c3:1f:22:30,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1f:22:32,38:17:c3:1f:22:31,80:8d:b7:55:29:c0,80:8d:b7:55:39:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,00:4e:35:de:e1:12,38:17:c3:1f:0e:10,20:a6:cd:50:24:b0,00:4e:35:df:06:52,00:4e:35:df:06:50,20:a6:cd:50:24:b1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:df:06:51,20:a6:cd:50:24:b2,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:02,80:8d:b7:55:4d:10,38:17:c3:1f:22:22,x,y,label
-73,-75,-88,-87,-76,-81,-71,-80,-80,-82,-86,-86,-93,-87,-85,-85,-85,-72,-80,-73,-80,-59,-80,-59,-73,-87,-89,-73,-85,-88,-74,-74,-72,-73,-77,-76,-79,-83,-84,-84,-84,-59,-78,-77,-83,-83,-77,-77,-70,-74,-83,-89,-90,-89,-88,-85,-87,-60,-64,-60,-60,-70,-83,-87,-95,-70,-85,-84,-78,-83,-81,-88,-80,-88,-87,-87,-90,-88,-91,-87,-81,-88,-81,-89,-89,-86,-85,-85,-85,-93,-92,-88,-90,-89,-93,-88,-93,-85,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-74,-75,-86,-87,-75,-78,-71,-81,-80,-80,-89,-87,-93,-87,-85,-85,-84,-72,-80,-73,-80,-60,-80,-54,-73,-87,-89,-73,-85,-88,-73,-70,-71,-71,-78,-77,-79,-82,-83,-82,-84,-61,-77,-77,-83,-83,-76,-77,-71,-77,-82,-89,-90,-89,-88,-85,-86,-60,-65,-58,-60,-71,-84,-87,-95,-72,-86,-81,-79,-83,-80,-88,-81,-88,-87,-88,-87,-88,-91,-86,-81,-87,-81,-91,-89,-86,-85,-85,-86,-93,-92,-88,-89,-89,-93,-88,-93,-87,-93,-92,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-84,-83,-86,-87,-79,-85,-79,-86,-86,-85,-87,-87,-100,-87,-89,-90,-88,-72,-79,-72,-78,-58,-78,-58,-72,-82,-90,-73,-85,-88,-72,-73,-72,-73,-84,-83,-80,-83,-82,-81,-84,-61,-84,-84,-87,-88,-80,-81,-69,-81,-79,-89,-90,-89,-100,-79,-86,-66,-67,-66,-65,-69,-79,-87,-95,-68,-80,-87,-80,-88,-86,-88,-88,-88,-87,-86,-88,-85,-91,-85,-85,-85,-87,-88,-93,-86,-82,-79,-79,-93,-92,-88,-87,-89,-93,-88,-93,-87,-93,-92,-95,-93,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-80,-81,-86,-87,-81,-86,-77,-84,-87,-87,-89,-88,-100,-88,-89,-89,-90,-71,-74,-72,-74,-57,-73,-58,-71,-85,-92,-71,-85,-88,-76,-75,-74,-75,-82,-82,-80,-85,-84,-85,-84,-58,-83,-82,-87,-87,-81,-80,-70,-82,-66,-89,-90,-89,-100,-80,-86,-64,-72,-64,-71,-70,-80,-87,-95,-70,-79,-88,-80,-87,-86,-88,-85,-86,-87,-89,-88,-84,-93,-85,-85,-85,-86,-89,-93,-100,-67,-66,-67,-93,-100,-88,-87,-89,-93,-88,-93,-87,-93,-92,-93,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-81,-80,-86,-87,-80,-86,-80,-85,-85,-85,-87,-86,-93,-86,-88,-89,-88,-73,-76,-74,-76,-58,-77,-57,-73,-83,-91,-73,-85,-88,-72,-73,-75,-73,-83,-84,-81,-84,-81,-81,-84,-57,-83,-84,-87,-88,-80,-80,-68,-79,-79,-89,-90,-89,-88,-79,-86,-60,-78,-60,-70,-69,-82,-87,-95,-69,-79,-87,-79,-87,-86,-89,-87,-83,-85,-85,-86,-84,-92,-86,-87,-85,-86,-89,-89,-86,-79,-79,-79,-93,-92,-89,-88,-89,-93,-88,-93,-87,-93,-92,-95,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-74,-83,-86,-87,-75,-78,-71,-81,-80,-80,-87,-86,-93,-86,-85,-85,-84,-73,-76,-73,-75,-56,-76,-55,-73,-83,-89,-73,-85,-88,-75,-75,-72,-73,-83,-83,-79,-84,-81,-80,-84,-56,-83,-83,-88,-88,-81,-82,-71,-77,-81,-89,-90,-89,-88,-83,-86,-64,-65,-63,-60,-71,-83,-87,-95,-71,-79,-85,-79,-86,-87,-88,-86,-87,-87,-87,-87,-85,-91,-86,-87,-86,-87,-91,-89,-86,-85,-79,-81,-93,-92,-89,-89,-89,-93,-88,-93,-87,-93,-92,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-80,-81,-86,-87,-81,-87,-77,-84,-86,-86,-87,-86,-100,-88,-89,-91,-91,-73,-79,-72,-79,-58,-79,-58,-72,-84,-92,-73,-85,-88,-73,-73,-73,-75,-83,-85,-83,-84,-82,-83,-84,-58,-83,-83,-87,-86,-80,-80,-69,-80,-80,-89,-90,-89,-100,-79,-86,-63,-73,-67,-71,-68,-79,-87,-95,-68,-81,-86,-79,-85,-85,-88,-86,-88,-87,-86,-87,-85,-93,-86,-85,-84,-86,-89,-93,-86,-80,-78,-79,-93,-92,-88,-87,-89,-93,-88,-93,-87,-93,-92,-95,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-84,-83,-86,-87,-83,-85,-77,-86,-86,-85,-88,-88,-100,-89,-91,-90,-89,-73,-74,-73,-75,-58,-75,-61,-73,-81,-90,-74,-85,-88,-74,-74,-74,-74,-83,-83,-80,-83,-82,-81,-84,-57,-85,-86,-87,-87,-81,-81,-70,-82,-78,-89,-90,-89,-100,-82,-86,-65,-68,-65,-65,-70,-80,-87,-95,-69,-82,-87,-78,-87,-85,-90,-87,-86,-87,-87,-86,-85,-92,-85,-86,-84,-84,-90,-93,-86,-78,-78,-79,-93,-92,-89,-89,-89,-93,-88,-93,-87,-93,-92,-95,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-78,-77,-86,-100,-77,-85,-78,-89,-87,-87,-89,-88,-100,-88,-85,-85,-85,-72,-75,-72,-74,-59,-75,-58,-74,-82,-92,-72,-100,-88,-70,-71,-73,-71,-83,-82,-79,-81,-82,-84,-84,-59,-82,-83,-89,-89,-83,-80,-66,-82,-79,-92,-100,-100,-100,-83,-86,-64,-63,-62,-71,-68,-83,-87,-100,-68,-84,-85,-82,-86,-88,-88,-87,-89,-89,-90,-91,-83,-92,-83,-87,-83,-85,-90,-88,-100,-80,-80,-84,-100,-100,-91,-88,-100,-91,-100,-93,-87,-93,-92,-91,-92,-91,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-79,-79,-86,-100,-82,-89,-78,-83,-84,-84,-86,-88,-100,-87,-87,-85,-87,-73,-78,-73,-75,-58,-76,-58,-74,-82,-92,-73,-100,-88,-73,-75,-73,-73,-84,-83,-80,-84,-82,-82,-84,-60,-83,-83,-89,-91,-77,-80,-69,-82,-79,-92,-100,-100,-100,-83,-86,-62,-68,-62,-70,-69,-86,-87,-100,-70,-84,-85,-82,-86,-86,-88,-85,-89,-91,-91,-90,-86,-92,-86,-87,-86,-85,-90,-88,-100,-80,-80,-84,-100,-100,-91,-88,-100,-91,-100,-93,-87,-93,-92,-91,-92,-91,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-80,-82,-86,-100,-82,-87,-80,-83,-84,-82,-86,-88,-100,-87,-87,-87,-87,-72,-78,-73,-78,-58,-76,-58,-73,-82,-92,-73,-100,-88,-73,-73,-73,-73,-84,-83,-79,-81,-81,-82,-84,-58,-83,-83,-91,-92,-75,-77,-68,-82,-81,-92,-100,-100,-100,-85,-86,-63,-68,-64,-67,-69,-83,-87,-100,-69,-83,-91,-82,-90,-86,-88,-86,-93,-91,-89,-90,-85,-92,-86,-86,-85,-85,-90,-88,-100,-83,-80,-81,-100,-100,-91,-88,-100,-93,-100,-93,-87,-93,-92,-91,-92,-91,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-80,-80,-86,-100,-80,-89,-78,-83,-84,-82,-86,-88,-100,-87,-87,-88,-87,-72,-77,-72,-77,-60,-76,-59,-72,-82,-92,-73,-100,-88,-72,-73,-73,-73,-83,-82,-75,-81,-82,-83,-84,-58,-83,-83,-91,-90,-77,-77,-66,-77,-80,-92,-100,-100,-100,-83,-86,-64,-72,-63,-67,-69,-83,-87,-100,-68,-84,-91,-82,-91,-85,-88,-86,-91,-92,-89,-91,-87,-92,-86,-86,-87,-88,-90,-88,-100,-80,-80,-80,-100,-100,-91,-89,-100,-93,-100,-93,-87,-93,-92,-91,-92,-91,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-80,-81,-86,-100,-80,-89,-78,-84,-83,-82,-87,-87,-100,-87,-88,-87,-88,-73,-75,-72,-77,-60,-77,-59,-72,-82,-92,-73,-100,-88,-72,-73,-73,-74,-83,-84,-79,-83,-82,-81,-84,-60,-82,-83,-90,-93,-77,-77,-69,-77,-76,-92,-100,-100,-100,-84,-86,-62,-67,-63,-70,-70,-83,-87,-100,-70,-83,-91,-82,-91,-86,-88,-87,-90,-92,-91,-90,-86,-92,-87,-86,-87,-88,-90,-88,-100,-82,-80,-80,-100,-100,-91,-87,-100,-94,-100,-93,-87,-93,-92,-91,-92,-91,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-80,-80,-86,-100,-83,-89,-78,-84,-85,-83,-87,-87,-100,-87,-87,-86,-87,-73,-77,-72,-77,-59,-77,-60,-72,-84,-92,-72,-100,-88,-73,-73,-73,-74,-83,-83,-79,-82,-81,-82,-84,-59,-83,-83,-91,-92,-77,-77,-69,-77,-79,-92,-100,-100,-100,-83,-86,-61,-68,-61,-69,-69,-82,-87,-100,-69,-82,-92,-82,-92,-86,-88,-87,-90,-92,-89,-91,-87,-92,-87,-85,-86,-86,-90,-88,-100,-82,-80,-80,-100,-100,-91,-87,-100,-94,-100,-93,-87,-93,-100,-91,-92,-91,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-82,-83,-100,-100,-82,-86,-78,-84,-85,-84,-87,-87,-100,-87,-83,-83,-84,-75,-68,-74,-68,-57,-67,-56,-75,-84,-92,-75,-100,-100,-75,-74,-74,-75,-88,-86,-79,-88,-86,-86,-100,-58,-87,-86,-87,-86,-77,-73,-70,-72,-79,-92,-100,-100,-100,-83,-100,-65,-69,-65,-69,-68,-83,-100,-100,-68,-82,-89,-80,-86,-86,-88,-91,-85,-86,-86,-85,-86,-91,-87,-85,-88,-86,-90,-88,-100,-81,-81,-80,-100,-100,-91,-87,-100,-84,-100,-100,-100,-100,-100,-91,-92,-91,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-84,-83,-100,-100,-83,-86,-81,-84,-85,-84,-87,-87,-100,-87,-84,-83,-83,-76,-67,-75,-67,-61,-67,-61,-76,-83,-92,-75,-100,-100,-76,-76,-75,-77,-84,-84,-79,-86,-84,-84,-100,-61,-84,-83,-87,-87,-76,-76,-68,-76,-64,-92,-100,-100,-100,-83,-100,-63,-74,-62,-69,-68,-83,-100,-100,-68,-83,-86,-84,-86,-86,-88,-88,-85,-86,-84,-84,-88,-91,-88,-88,-90,-86,-90,-88,-100,-68,-68,-68,-100,-100,-91,-87,-100,-84,-100,-100,-100,-100,-100,-91,-92,-91,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-82,-80,-100,-100,-79,-83,-74,-83,-83,-82,-87,-87,-100,-87,-86,-86,-86,-75,-71,-74,-72,-57,-71,-57,-74,-83,-92,-74,-100,-100,-77,-77,-76,-78,-82,-83,-79,-85,-83,-84,-100,-58,-82,-83,-87,-86,-76,-76,-64,-75,-64,-92,-100,-100,-100,-88,-100,-66,-64,-65,-69,-62,-83,-100,-100,-63,-88,-85,-84,-85,-86,-88,-91,-89,-88,-87,-88,-84,-91,-84,-90,-85,-86,-90,-88,-100,-80,-79,-79,-100,-100,-91,-87,-100,-84,-100,-100,-100,-100,-100,-91,-92,-91,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-79,-80,-100,-100,-79,-83,-77,-83,-83,-82,-91,-91,-100,-90,-87,-85,-85,-75,-71,-76,-70,-55,-68,-55,-76,-83,-92,-75,-100,-100,-75,-75,-75,-76,-82,-80,-79,-83,-84,-83,-100,-55,-82,-82,-86,-86,-79,-77,-64,-78,-78,-92,-100,-100,-100,-88,-100,-66,-71,-65,-63,-64,-83,-100,-100,-63,-88,-86,-81,-85,-86,-88,-90,-89,-87,-89,-89,-83,-91,-84,-89,-83,-86,-87,-88,-100,-81,-82,-81,-100,-100,-91,-84,-100,-85,-100,-100,-100,-100,-100,-91,-92,-91,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-79,-78,-100,-100,-81,-81,-78,-83,-83,-82,-90,-91,-100,-90,-87,-86,-86,-76,-71,-75,-70,-56,-68,-55,-76,-83,-92,-75,-100,-100,-76,-74,-75,-77,-82,-82,-79,-84,-85,-84,-100,-55,-82,-82,-88,-87,-77,-78,-64,-80,-78,-92,-100,-100,-100,-88,-100,-66,-72,-65,-63,-64,-83,-100,-100,-62,-88,-86,-81,-85,-86,-87,-90,-89,-87,-88,-87,-83,-91,-82,-89,-83,-86,-88,-88,-100,-81,-82,-81,-100,-100,-87,-83,-100,-84,-100,-100,-100,-100,-100,-91,-92,-91,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
