44:48:c1:91:95:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a2,44:48:c1:91:95:a3,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:22:61:90,38:17:c3:1f:09:92,38:17:c3:1f:09:93,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:81,38:17:c3:1f:09:82,44:48:c1:91:95:b0,38:17:c3:1f:09:83,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:09:80,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,44:48:c1:91:aa:20,20:a6:cd:42:0a:c3,44:48:c1:91:aa:21,44:48:c1:91:d0:00,44:48:c1:91:aa:22,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:24:47:50,44:48:c1:91:d0:04,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:1f:19:c0,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,38:17:c3:24:56:50,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,38:17:c3:1f:1c:10,20:a6:cd:42:13:f2,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,38:17:c3:1f:1c:12,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,44:48:c1:91:aa:31,44:48:c1:91:aa:32,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,ac:e2:d3:c4:08:e6,38:17:c3:1f:19:f0,38:17:c3:19:d7:70,38:17:c3:1a:cf:d0,38:17:c3:19:36:30,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:19:36:32,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:e0,80:8d:b7:55:25:e3,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:35:03,38:17:c3:19:36:31,80:8d:b7:55:25:f2,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,68:ff:7b:e4:af:39,80:8d:b7:55:35:11,38:17:c3:1e:ff:10,80:8d:b7:55:35:12,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,80:8d:b7:55:25:e0,38:17:c3:19:71:90,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,68:ff:7b:e4:af:38,38:17:c3:19:71:92,20:a6:cd:50:24:b0,38:17:c3:19:71:91,80:8d:b7:55:29:d0,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:df:06:52,80:8d:b7:55:29:d1,ea:9e:b4:53:24:54,80:8d:b7:55:29:d2,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1e:ff:00,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:de:e1:12,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:21,80:8d:b7:55:4d:10,80:8d:b7:55:4d:12,80:8d:b7:55:4d:11,x,y,label
-100,-100,-100,-100,-83,-88,-84,-100,-100,-100,-100,-100,-87,-87,-81,-75,-88,-87,-88,-88,-100,-84,-100,-92,-92,-84,-84,-84,-89,-83,-83,-89,-100,-85,-100,-89,-100,-87,-89,-100,-100,-100,-87,-70,-86,-70,-48,-70,-49,-88,-88,-100,-87,-84,-78,-83,-79,-93,-86,-89,-71,-89,-89,-100,-100,-100,-48,-85,-90,-79,-81,-63,-76,-100,-78,-84,-100,-88,-100,-100,-78,-78,-62,-88,-100,-100,-63,-88,-100,-100,-84,-85,-85,-84,-100,-100,-100,-84,-84,-80,-93,-86,-100,-100,-100,-100,-100,-86,-88,-88,-86,-87,-87,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-100,-100,-100,-83,-88,-84,-100,-100,-100,-100,-100,-87,-86,-79,-76,-88,-87,-89,-89,-100,-86,-100,-92,-92,-84,-83,-83,-89,-83,-83,-89,-100,-85,-100,-89,-100,-87,-89,-100,-100,-100,-88,-72,-87,-69,-49,-69,-50,-87,-88,-100,-87,-83,-82,-83,-82,-93,-86,-89,-71,-89,-89,-100,-100,-100,-49,-85,-90,-78,-80,-63,-78,-100,-79,-84,-100,-88,-100,-100,-78,-78,-62,-88,-100,-100,-63,-88,-100,-100,-84,-85,-85,-84,-100,-100,-100,-84,-84,-78,-93,-88,-100,-100,-100,-100,-100,-87,-86,-86,-85,-87,-86,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-100,-100,-100,-83,-88,-84,-100,-100,-100,-100,-100,-86,-86,-79,-78,-87,-87,-89,-89,-100,-86,-100,-92,-92,-85,-84,-83,-89,-83,-83,-89,-100,-86,-100,-89,-100,-87,-89,-100,-100,-100,-86,-71,-87,-70,-49,-70,-49,-86,-92,-100,-86,-83,-82,-83,-82,-90,-86,-92,-71,-89,-89,-100,-100,-100,-49,-85,-90,-78,-79,-62,-85,-100,-79,-85,-100,-88,-100,-100,-78,-78,-60,-88,-100,-100,-62,-88,-100,-100,-84,-86,-84,-85,-100,-100,-100,-84,-85,-85,-93,-86,-100,-100,-100,-100,-100,-86,-87,-86,-86,-86,-87,-87,-89,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-100,-100,-100,-84,-85,-84,-100,-100,-100,-100,-100,-86,-88,-79,-79,-86,-87,-89,-89,-100,-86,-100,-92,-92,-84,-84,-84,-89,-83,-83,-89,-100,-85,-100,-89,-100,-87,-89,-100,-100,-100,-88,-70,-86,-70,-50,-70,-49,-86,-91,-100,-86,-82,-82,-82,-82,-91,-86,-90,-71,-89,-89,-100,-100,-100,-49,-85,-91,-79,-79,-61,-79,-100,-80,-84,-100,-88,-100,-100,-80,-66,-62,-88,-100,-100,-61,-88,-100,-100,-84,-85,-84,-86,-100,-100,-100,-84,-86,-86,-93,-87,-100,-100,-100,-100,-100,-87,-87,-86,-86,-86,-87,-87,-89,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-100,-100,-100,-86,-86,-86,-100,-100,-100,-100,-100,-84,-83,-82,-81,-83,-84,-89,-89,-100,-86,-100,-92,-92,-77,-78,-78,-89,-83,-83,-89,-100,-89,-100,-89,-100,-87,-89,-100,-100,-100,-88,-72,-91,-73,-50,-72,-50,-91,-91,-100,-90,-85,-86,-87,-89,-91,-86,-90,-71,-89,-89,-100,-100,-100,-50,-85,-91,-81,-78,-58,-79,-100,-82,-84,-100,-88,-100,-100,-80,-78,-58,-88,-100,-100,-59,-88,-93,-100,-83,-84,-84,-85,-100,-100,-100,-85,-84,-81,-93,-82,-100,-100,-100,-100,-100,-82,-85,-88,-84,-87,-79,-81,-89,-92,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-100,-100,-100,-86,-86,-85,-100,-100,-100,-100,-100,-85,-86,-83,-81,-86,-85,-89,-88,-100,-87,-100,-100,-100,-75,-75,-74,-89,-83,-83,-89,-100,-89,-100,-89,-100,-87,-89,-100,-100,-100,-89,-74,-89,-73,-48,-74,-49,-91,-91,-100,-90,-85,-86,-87,-87,-92,-86,-90,-71,-89,-89,-100,-100,-100,-49,-85,-91,-81,-78,-59,-79,-100,-68,-86,-100,-88,-100,-100,-83,-78,-58,-88,-100,-100,-58,-88,-89,-100,-83,-84,-84,-85,-100,-100,-100,-88,-86,-88,-93,-82,-100,-100,-100,-100,-100,-82,-84,-84,-85,-85,-81,-82,-87,-92,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-100,-100,-100,-86,-93,-85,-100,-100,-100,-100,-100,-85,-84,-81,-81,-92,-85,-89,-88,-100,-87,-100,-100,-100,-77,-78,-78,-89,-83,-83,-89,-100,-88,-100,-89,-100,-87,-89,-100,-100,-100,-88,-72,-90,-72,-49,-72,-48,-91,-91,-100,-91,-87,-86,-85,-86,-93,-86,-90,-100,-89,-89,-100,-100,-100,-49,-85,-92,-82,-80,-57,-82,-100,-80,-86,-100,-100,-100,-100,-78,-78,-58,-100,-100,-100,-58,-100,-89,-100,-82,-82,-82,-82,-100,-100,-100,-88,-85,-79,-93,-80,-100,-100,-100,-100,-100,-82,-83,-83,-84,-84,-81,-80,-85,-92,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-100,-100,-100,-86,-93,-85,-100,-100,-100,-100,-100,-84,-85,-81,-79,-85,-86,-89,-90,-100,-87,-100,-100,-100,-77,-76,-77,-89,-100,-100,-89,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-73,-89,-73,-48,-73,-49,-90,-92,-100,-92,-87,-87,-93,-88,-92,-100,-90,-100,-89,-89,-100,-100,-100,-49,-100,-94,-81,-81,-59,-81,-100,-81,-85,-100,-100,-100,-100,-84,-78,-58,-100,-100,-100,-58,-100,-89,-100,-83,-83,-83,-84,-100,-100,-100,-88,-85,-76,-93,-81,-100,-100,-100,-100,-100,-82,-85,-86,-85,-86,-80,-80,-85,-92,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-100,-100,-100,-86,-93,-85,-100,-100,-100,-100,-100,-86,-86,-82,-84,-85,-87,-89,-89,-100,-87,-100,-100,-100,-78,-77,-77,-89,-90,-100,-89,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-73,-91,-72,-50,-73,-49,-90,-92,-100,-89,-85,-86,-86,-88,-92,-100,-90,-100,-100,-89,-100,-100,-100,-50,-100,-94,-82,-82,-58,-82,-100,-81,-85,-100,-100,-100,-100,-84,-79,-58,-100,-100,-100,-57,-100,-89,-100,-83,-83,-82,-82,-100,-100,-100,-88,-85,-76,-93,-81,-100,-100,-100,-100,-100,-81,-85,-85,-87,-85,-81,-81,-85,-92,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-100,-100,-100,-86,-93,-85,-100,-100,-100,-100,-100,-87,-86,-81,-79,-85,-86,-89,-89,-100,-87,-100,-100,-100,-77,-78,-77,-88,-90,-100,-89,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-73,-92,-74,-49,-74,-49,-90,-92,-100,-91,-85,-86,-86,-88,-91,-100,-90,-100,-100,-89,-100,-100,-100,-49,-100,-91,-82,-82,-58,-80,-100,-81,-85,-100,-100,-100,-100,-84,-76,-58,-100,-100,-100,-57,-100,-89,-100,-83,-82,-83,-83,-100,-100,-100,-85,-85,-77,-93,-81,-100,-100,-100,-100,-100,-85,-84,-85,-85,-84,-80,-81,-85,-97,-85,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-100,-100,-100,-86,-93,-85,-100,-100,-100,-100,-100,-87,-93,-81,-79,-92,-86,-89,-89,-100,-87,-100,-100,-100,-75,-73,-73,-88,-90,-100,-89,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-89,-74,-90,-72,-40,-73,-39,-89,-92,-100,-90,-85,-86,-82,-88,-91,-100,-90,-100,-100,-89,-100,-100,-100,-40,-100,-91,-82,-82,-54,-80,-100,-81,-85,-100,-100,-100,-100,-84,-76,-55,-100,-100,-100,-56,-100,-89,-100,-83,-82,-83,-83,-100,-100,-100,-85,-85,-79,-93,-84,-100,-96,-100,-100,-100,-84,-85,-85,-85,-85,-81,-82,-85,-97,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-100,-100,-100,-86,-93,-85,-100,-100,-100,-100,-100,-90,-91,-78,-79,-91,-86,-89,-89,-100,-87,-100,-100,-100,-75,-75,-75,-88,-90,-100,-89,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-91,-74,-91,-72,-40,-73,-41,-89,-92,-100,-90,-84,-84,-85,-84,-91,-100,-90,-100,-100,-89,-100,-100,-100,-40,-100,-91,-82,-82,-54,-86,-100,-82,-85,-100,-100,-100,-100,-76,-76,-53,-100,-100,-100,-53,-100,-89,-100,-83,-93,-91,-83,-100,-100,-100,-86,-85,-78,-93,-84,-100,-96,-100,-100,-100,-83,-85,-85,-85,-85,-81,-82,-84,-97,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-100,-100,-100,-86,-93,-85,-100,-100,-100,-100,-100,-90,-91,-80,-79,-92,-86,-89,-89,-100,-90,-100,-100,-100,-74,-75,-74,-88,-90,-100,-89,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-73,-88,-73,-40,-72,-39,-89,-92,-100,-89,-84,-84,-82,-84,-91,-100,-90,-100,-100,-89,-100,-100,-100,-40,-100,-91,-82,-82,-55,-86,-100,-80,-85,-100,-100,-100,-100,-76,-76,-54,-100,-100,-100,-54,-100,-89,-100,-83,-93,-91,-83,-100,-100,-100,-85,-86,-78,-93,-82,-100,-96,-100,-100,-100,-80,-85,-84,-84,-84,-83,-83,-85,-97,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-100,-100,-100,-86,-93,-85,-100,-100,-100,-100,-100,-90,-93,-81,-79,-94,-86,-89,-89,-100,-90,-100,-100,-100,-74,-74,-74,-88,-90,-100,-89,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-88,-72,-89,-72,-40,-73,-40,-89,-92,-100,-89,-84,-84,-83,-84,-91,-100,-90,-100,-100,-89,-100,-100,-100,-40,-100,-91,-82,-87,-54,-86,-100,-79,-85,-100,-100,-100,-100,-76,-76,-55,-100,-100,-100,-54,-100,-89,-100,-83,-93,-91,-83,-100,-100,-100,-86,-84,-77,-93,-82,-100,-96,-100,-100,-100,-80,-84,-84,-84,-84,-83,-84,-84,-97,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-100,-100,-100,-86,-93,-85,-100,-100,-100,-100,-100,-90,-92,-79,-81,-93,-86,-89,-89,-100,-90,-100,-100,-100,-73,-74,-74,-88,-90,-100,-89,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-88,-72,-89,-71,-40,-71,-40,-90,-92,-100,-89,-84,-82,-83,-84,-91,-100,-90,-100,-100,-89,-100,-100,-100,-40,-100,-91,-82,-87,-54,-86,-100,-79,-85,-100,-100,-100,-100,-76,-85,-53,-100,-100,-100,-54,-100,-89,-100,-83,-93,-91,-83,-100,-100,-100,-85,-86,-86,-93,-82,-100,-96,-100,-100,-100,-80,-85,-84,-85,-85,-83,-82,-84,-97,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-100,-100,-100,-86,-93,-85,-100,-100,-100,-100,-100,-90,-92,-79,-81,-92,-86,-89,-89,-100,-87,-100,-100,-100,-75,-75,-75,-88,-90,-100,-89,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-88,-72,-88,-72,-40,-71,-40,-90,-92,-100,-88,-84,-82,-82,-84,-91,-100,-90,-100,-100,-89,-100,-100,-100,-41,-100,-91,-82,-86,-53,-86,-100,-80,-85,-100,-100,-100,-100,-76,-85,-54,-100,-100,-100,-54,-100,-93,-100,-83,-93,-91,-83,-100,-100,-100,-86,-84,-81,-93,-82,-100,-96,-100,-100,-100,-80,-85,-84,-85,-84,-83,-83,-84,-97,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-100,-100,-100,-86,-93,-85,-100,-100,-100,-100,-100,-90,-89,-81,-83,-89,-90,-89,-89,-100,-84,-100,-100,-100,-78,-78,-79,-88,-90,-100,-89,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-88,-75,-91,-74,-46,-74,-44,-90,-92,-100,-91,-84,-84,-84,-84,-91,-100,-90,-100,-100,-89,-100,-100,-100,-45,-100,-91,-82,-86,-58,-86,-100,-83,-83,-100,-100,-100,-100,-76,-85,-57,-100,-100,-100,-57,-100,-93,-100,-85,-88,-88,-84,-100,-100,-100,-84,-83,-78,-93,-78,-100,-96,-100,-100,-100,-81,-82,-83,-82,-82,-79,-78,-84,-97,-90,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-100,-100,-100,-100,-84,-93,-82,-100,-100,-100,-100,-100,-89,-89,-80,-82,-89,-90,-89,-89,-100,-88,-100,-100,-100,-80,-81,-79,-88,-90,-100,-89,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-88,-77,-92,-76,-45,-76,-44,-90,-92,-100,-91,-84,-86,-84,-84,-91,-100,-90,-100,-100,-89,-100,-100,-100,-45,-100,-91,-82,-82,-57,-82,-100,-83,-84,-100,-100,-100,-100,-76,-85,-62,-100,-100,-100,-60,-100,-93,-100,-85,-86,-86,-88,-100,-100,-100,-84,-83,-87,-93,-80,-100,-96,-100,-100,-100,-81,-84,-84,-84,-87,-81,-80,-84,-97,-90,-82,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
