20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,38:17:c3:19:d7:70,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:24:47:50,44:48:c1:91:d0:04,38:17:c3:24:47:52,38:17:c3:22:61:92,38:17:c3:24:47:51,38:17:c3:22:61:90,38:17:c3:1f:19:c2,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:09:93,38:17:c3:1f:14:00,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,a8:bd:27:4c:aa:83,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:00:a2,38:17:c3:1f:09:90,b4:5d:50:e1:96:43,38:17:c3:1f:1c:12,38:17:c3:1f:09:91,38:17:c3:1f:09:81,a8:bd:27:4c:aa:91,38:17:c3:1f:09:82,a8:bd:27:4c:aa:90,38:17:c3:1f:09:83,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:1f:09:80,44:48:c1:91:95:a2,38:17:c3:19:36:30,20:a6:cd:42:13:f1,38:17:c3:1f:1c:10,b4:5d:50:e1:96:42,38:17:c3:1f:1c:11,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,38:17:c3:1f:19:c0,66:2a:2f:53:7c:99,44:48:c1:91:95:a3,38:17:c3:1f:14:01,38:17:c3:22:61:91,44:48:c1:91:95:a1,38:17:c3:1f:19:f2,38:17:c3:1f:19:f0,38:17:c3:1f:19:f1,38:17:c3:19:d7:71,38:17:c3:19:d7:72,44:48:c1:91:95:a0,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,80:8d:b7:55:29:d0,38:17:c3:19:36:31,80:8d:b7:55:25:e3,80:8d:b7:55:25:f0,38:17:c3:19:36:32,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:25:f3,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:f2,80:8d:b7:55:25:e0,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,80:8d:b7:55:35:10,80:8d:b7:55:25:f1,38:17:c3:1e:ff:10,80:8d:b7:55:3a:51,80:8d:b7:55:35:12,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,38:17:c3:1e:ff:12,ea:9e:b4:53:24:54,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,68:ff:7b:e4:af:39,38:17:c3:19:71:90,80:8d:b7:55:39:d0,38:17:c3:1e:ff:11,38:17:c3:19:71:91,38:17:c3:19:71:92,80:8d:b7:55:35:02,68:ff:7b:e4:af:38,38:17:c3:1f:22:30,80:8d:b7:55:29:d1,38:17:c3:1e:ff:02,80:8d:b7:55:29:d2,38:17:c3:19:71:80,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1e:ff:00,38:17:c3:1e:ff:01,80:8d:b7:55:35:00,38:17:c3:19:71:82,38:17:c3:19:71:81,20:a6:cd:50:24:b0,80:8d:b7:55:35:01,80:8d:b7:55:29:c0,80:8d:b7:55:29:c2,38:17:c3:1f:22:31,00:4e:35:df:06:52,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:29:c1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,80:8d:b7:55:39:c0,20:a6:cd:50:24:b2,38:17:c3:1f:22:32,00:4e:35:de:e1:12,20:a6:cd:50:24:a1,20:a6:cd:50:24:b1,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:11,38:17:c3:1f:0e:10,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,x,y,label
-78,-79,-81,-75,-83,-83,-81,-89,-89,-91,-74,-78,-74,-78,-62,-76,-64,-74,-80,-88,-74,-87,-84,-78,-77,-79,-94,-77,-79,-79,-84,-80,-85,-100,-84,-92,-89,-64,-79,-78,-86,-87,-86,-76,-69,-76,-81,-100,-86,-86,-87,-86,-62,-70,-61,-64,-68,-84,-88,-68,-85,-79,-90,-86,-89,-82,-88,-81,-80,-85,-85,-86,-87,-83,-92,-82,-84,-84,-81,-87,-88,-91,-87,-90,-85,-90,-86,-90,-86,-88,-95,-85,-76,-89,-86,-90,-89,-88,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-81,-77,-78,-75,-83,-83,-81,-89,-89,-88,-73,-76,-73,-76,-63,-77,-63,-73,-79,-88,-74,-87,-84,-79,-79,-79,-90,-79,-79,-79,-84,-80,-85,-100,-85,-92,-89,-63,-79,-78,-85,-88,-85,-75,-68,-75,-81,-100,-86,-86,-88,-85,-60,-63,-61,-64,-69,-84,-87,-68,-85,-83,-90,-86,-88,-82,-88,-82,-80,-85,-84,-85,-86,-83,-92,-81,-83,-83,-82,-87,-89,-91,-88,-90,-85,-90,-85,-87,-86,-88,-95,-85,-77,-89,-86,-90,-92,-89,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-78,-78,-80,-75,-83,-83,-81,-88,-88,-88,-74,-74,-74,-75,-58,-75,-59,-74,-80,-93,-74,-87,-84,-79,-79,-79,-90,-79,-79,-79,-84,-79,-84,-100,-83,-92,-89,-59,-79,-81,-91,-88,-88,-82,-78,-82,-81,-93,-86,-86,-88,-82,-67,-59,-64,-65,-72,-83,-87,-71,-89,-83,-90,-88,-88,-85,-88,-86,-88,-84,-84,-83,-83,-83,-92,-86,-82,-83,-85,-87,-88,-91,-88,-90,-82,-90,-85,-87,-86,-88,-95,-87,-79,-89,-88,-90,-92,-89,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-78,-80,-77,-75,-86,-85,-85,-88,-88,-88,-77,-74,-76,-73,-56,-74,-57,-76,-78,-90,-76,-90,-84,-76,-76,-77,-90,-76,-82,-83,-84,-79,-83,-100,-83,-92,-89,-56,-82,-82,-87,-81,-87,-94,-71,-79,-78,-93,-82,-80,-88,-82,-63,-66,-64,-65,-69,-83,-87,-70,-88,-79,-90,-87,-88,-85,-88,-87,-88,-83,-83,-83,-83,-84,-92,-86,-84,-84,-86,-87,-88,-91,-88,-90,-82,-90,-85,-87,-86,-88,-93,-87,-79,-89,-87,-90,-90,-90,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-78,-80,-77,-82,-87,-87,-85,-88,-89,-87,-75,-74,-76,-74,-56,-73,-57,-76,-79,-90,-75,-90,-84,-78,-77,-78,-90,-77,-84,-83,-83,-79,-83,-100,-82,-92,-89,-57,-84,-83,-88,-79,-87,-79,-70,-79,-78,-93,-79,-82,-89,-83,-63,-60,-63,-60,-70,-83,-88,-71,-87,-79,-90,-87,-88,-85,-88,-89,-89,-84,-83,-83,-84,-85,-92,-86,-83,-85,-86,-87,-90,-91,-88,-90,-84,-90,-85,-87,-86,-88,-92,-88,-79,-89,-87,-90,-90,-90,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-80,-80,-77,-82,-87,-87,-85,-89,-89,-87,-75,-73,-75,-74,-55,-75,-57,-76,-78,-90,-75,-90,-84,-78,-77,-78,-90,-77,-83,-83,-83,-79,-81,-100,-81,-89,-89,-56,-82,-82,-88,-79,-88,-79,-71,-79,-80,-93,-79,-82,-88,-85,-64,-60,-63,-60,-70,-83,-88,-70,-87,-79,-90,-87,-88,-89,-88,-86,-90,-82,-84,-84,-83,-85,-92,-86,-84,-85,-88,-87,-90,-91,-88,-90,-84,-90,-85,-87,-86,-88,-92,-88,-81,-89,-87,-90,-90,-90,-87,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-76,-77,-75,-82,-84,-87,-85,-89,-88,-88,-74,-72,-76,-73,-56,-74,-57,-75,-79,-90,-75,-90,-90,-78,-78,-78,-90,-78,-83,-82,-82,-79,-82,-100,-82,-89,-89,-56,-82,-83,-87,-81,-86,-80,-71,-79,-78,-93,-81,-80,-91,-85,-62,-65,-63,-64,-71,-83,-88,-70,-86,-79,-90,-87,-88,-85,-88,-88,-90,-83,-84,-84,-84,-86,-92,-86,-85,-84,-85,-87,-90,-91,-88,-90,-84,-90,-85,-87,-86,-88,-92,-88,-81,-89,-87,-90,-92,-90,-87,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-80,-77,-77,-82,-87,-85,-85,-88,-88,-88,-78,-74,-78,-74,-59,-73,-59,-78,-79,-90,-76,-90,-90,-76,-76,-75,-90,-76,-83,-85,-82,-79,-82,-100,-82,-89,-89,-60,-85,-84,-89,-82,-88,-80,-69,-79,-78,-92,-79,-79,-89,-84,-63,-65,-65,-63,-70,-83,-89,-69,-87,-79,-90,-89,-88,-86,-88,-86,-90,-87,-85,-84,-84,-85,-92,-87,-85,-85,-87,-87,-90,-91,-87,-90,-84,-90,-85,-87,-86,-88,-92,-88,-79,-89,-87,-90,-92,-90,-87,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-78,-80,-78,-76,-85,-83,-84,-86,-84,-87,-71,-73,-71,-74,-61,-73,-60,-72,-78,-90,-73,-90,-90,-74,-74,-75,-90,-75,-85,-85,-81,-83,-81,-100,-80,-89,-100,-63,-84,-86,-85,-83,-84,-80,-72,-79,-79,-92,-83,-82,-90,-81,-63,-60,-68,-65,-71,-82,-89,-71,-88,-81,-90,-85,-88,-87,-88,-89,-90,-90,-89,-89,-84,-84,-88,-89,-83,-84,-89,-87,-88,-91,-87,-90,-82,-90,-85,-87,-86,-88,-92,-88,-79,-89,-87,-90,-91,-90,-87,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-78,-77,-80,-76,-85,-85,-84,-88,-86,-87,-72,-71,-72,-72,-58,-71,-59,-71,-78,-92,-70,-90,-90,-73,-74,-75,-90,-74,-84,-84,-81,-82,-80,-100,-80,-89,-100,-57,-83,-84,-85,-82,-85,-76,-72,-76,-79,-92,-83,-82,-90,-81,-66,-72,-68,-66,-71,-83,-89,-71,-85,-76,-90,-85,-88,-87,-88,-88,-90,-90,-89,-89,-90,-86,-89,-89,-87,-86,-89,-87,-88,-93,-87,-90,-82,-90,-85,-87,-86,-100,-92,-87,-76,-89,-87,-90,-91,-90,-87,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-78,-77,-77,-77,-86,-86,-85,-88,-88,-88,-72,-71,-70,-72,-60,-70,-59,-72,-78,-92,-72,-90,-90,-76,-74,-75,-90,-75,-84,-84,-80,-82,-81,-100,-80,-89,-100,-60,-83,-83,-84,-84,-85,-75,-70,-77,-78,-92,-82,-81,-90,-83,-65,-75,-68,-72,-71,-84,-89,-72,-85,-79,-100,-84,-88,-87,-88,-88,-88,-90,-89,-89,-90,-86,-89,-89,-86,-87,-89,-87,-88,-91,-87,-100,-84,-100,-85,-87,-86,-100,-92,-87,-77,-100,-87,-90,-91,-90,-87,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-79,-77,-78,-78,-85,-85,-85,-88,-87,-86,-73,-72,-73,-71,-62,-70,-61,-72,-78,-92,-72,-90,-90,-75,-75,-74,-90,-75,-82,-82,-81,-87,-81,-100,-80,-89,-100,-62,-83,-83,-86,-82,-85,-76,-72,-76,-80,-92,-81,-82,-90,-83,-66,-70,-64,-70,-71,-84,-89,-71,-85,-79,-100,-85,-88,-87,-88,-90,-88,-90,-89,-89,-90,-85,-89,-88,-86,-85,-89,-87,-88,-91,-87,-100,-84,-100,-85,-87,-86,-100,-92,-91,-76,-100,-87,-90,-91,-90,-87,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-81,-81,-78,-76,-85,-86,-85,-87,-87,-87,-73,-71,-73,-71,-63,-71,-62,-73,-78,-92,-73,-90,-90,-76,-75,-77,-90,-75,-83,-83,-80,-87,-79,-100,-80,-89,-100,-62,-84,-83,-86,-82,-85,-76,-71,-75,-79,-92,-82,-82,-90,-84,-65,-70,-64,-70,-71,-84,-89,-72,-82,-78,-100,-85,-88,-87,-91,-87,-89,-90,-89,-89,-89,-86,-89,-87,-86,-86,-89,-87,-88,-92,-87,-100,-84,-100,-85,-87,-86,-100,-92,-89,-75,-100,-87,-90,-91,-90,-87,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-78,-78,-81,-75,-85,-86,-85,-85,-87,-87,-72,-72,-72,-73,-62,-72,-63,-72,-78,-92,-72,-90,-90,-76,-75,-76,-90,-76,-83,-83,-80,-87,-80,-100,-81,-89,-100,-62,-84,-83,-86,-82,-86,-77,-72,-77,-79,-92,-82,-82,-90,-84,-65,-71,-66,-70,-70,-83,-89,-72,-85,-78,-100,-85,-88,-87,-89,-87,-86,-89,-90,-88,-88,-86,-89,-89,-87,-86,-89,-87,-88,-91,-87,-100,-84,-100,-85,-87,-86,-100,-92,-89,-75,-100,-87,-90,-91,-90,-87,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-83,-83,-81,-75,-85,-86,-80,-88,-88,-86,-76,-67,-76,-66,-58,-66,-57,-77,-81,-92,-76,-90,-90,-74,-75,-75,-90,-76,-84,-86,-85,-82,-84,-100,-85,-89,-100,-57,-84,-85,-86,-82,-91,-74,-70,-77,-79,-92,-81,-81,-91,-84,-66,-64,-65,-70,-70,-84,-89,-70,-93,-79,-100,-85,-88,-90,-89,-89,-85,-89,-90,-90,-90,-82,-89,-88,-82,-82,-87,-90,-88,-91,-87,-100,-85,-100,-85,-87,-86,-100,-92,-87,-74,-100,-87,-84,-85,-85,-87,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-83,-83,-83,-79,-83,-84,-81,-88,-90,-89,-77,-67,-77,-65,-64,-66,-61,-76,-82,-92,-77,-90,-90,-76,-76,-76,-90,-77,-86,-86,-82,-82,-84,-100,-84,-89,-100,-61,-85,-85,-91,-67,-91,-75,-70,-75,-79,-92,-68,-67,-91,-85,-64,-60,-63,-69,-70,-85,-89,-68,-94,-79,-100,-85,-88,-88,-89,-88,-85,-89,-90,-89,-90,-82,-89,-88,-82,-82,-90,-90,-88,-91,-87,-100,-84,-100,-85,-85,-84,-100,-92,-84,-75,-100,-87,-84,-85,-85,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-83,-82,-83,-78,-83,-84,-81,-88,-89,-90,-78,-67,-77,-65,-63,-67,-62,-77,-83,-92,-77,-90,-90,-76,-76,-75,-89,-77,-88,-85,-86,-77,-85,-100,-83,-90,-100,-62,-85,-87,-89,-84,-89,-74,-70,-74,-79,-92,-83,-80,-91,-85,-64,-64,-65,-69,-70,-85,-89,-68,-88,-78,-100,-85,-88,-87,-89,-88,-87,-90,-89,-89,-89,-82,-91,-88,-83,-83,-87,-90,-88,-91,-87,-100,-83,-100,-85,-85,-84,-100,-92,-86,-73,-100,-87,-86,-87,-85,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-82,-83,-82,-81,-83,-84,-81,-90,-89,-88,-78,-66,-77,-66,-62,-66,-63,-77,-83,-92,-77,-90,-90,-76,-76,-76,-89,-77,-86,-85,-84,-77,-83,-100,-84,-90,-100,-62,-86,-86,-89,-81,-89,-74,-72,-72,-79,-92,-82,-81,-91,-85,-65,-62,-64,-65,-70,-85,-89,-68,-88,-78,-100,-90,-90,-88,-88,-87,-86,-89,-89,-90,-91,-81,-90,-86,-81,-83,-87,-88,-88,-91,-87,-100,-85,-100,-85,-85,-86,-100,-92,-85,-74,-100,-87,-85,-85,-85,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-82,-83,-82,-81,-83,-81,-81,-88,-90,-89,-77,-66,-76,-65,-60,-66,-60,-77,-86,-92,-77,-90,-90,-78,-77,-78,-89,-78,-86,-85,-84,-77,-84,-100,-84,-90,-100,-59,-84,-85,-92,-84,-91,-73,-69,-71,-79,-92,-80,-82,-91,-84,-65,-65,-64,-65,-68,-86,-89,-69,-90,-79,-100,-90,-89,-87,-87,-87,-86,-91,-91,-91,-92,-83,-91,-87,-80,-83,-86,-87,-88,-91,-87,-100,-85,-100,-86,-86,-86,-100,-92,-83,-74,-100,-87,-86,-85,-85,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
