38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,32:f7:72:50:57:3b,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,b0:be:76:f8:30:5e,44:48:c1:a5:82:30,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,80:8d:b7:55:3a:50,64:e5:99:c3:13:3c,38:17:c3:1f:08:50,38:17:c3:1e:fc:b2,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:19:55:52,38:17:c3:19:55:50,38:17:c3:19:55:51,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,66:2a:2f:53:7c:99,38:17:c3:24:58:a1,38:17:c3:24:58:a2,68:ff:7b:e4:af:38,68:ff:7b:e4:af:39,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,44:48:c1:a5:82:32,44:48:c1:a5:82:31,70:56:81:c9:91:ab,00:4e:35:df:06:40,80:8d:b7:55:39:d0,00:4e:35:df:06:42,00:4e:35:de:e1:11,00:4e:35:de:e1:12,00:4e:35:de:e1:10,38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,38:17:c3:1e:ff:00,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:01:92,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,60:32:b1:3e:1a:b7,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:01:81,38:17:c3:1e:ff:12,b4:5d:50:e1:92:33,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e3,44:48:c1:a5:82:20,38:17:c3:1f:01:82,80:8d:b7:55:25:e1,38:17:c3:1f:01:80,80:8d:b7:55:25:e0,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,80:8d:b7:55:3a:40,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,b4:5d:50:e1:92:23,60:32:b1:3e:1a:b8,80:8d:b7:55:25:e2,00:4e:35:df:06:41,38:17:c3:1f:09:90,38:17:c3:19:71:90,38:17:c3:1f:09:93,20:a6:cd:42:0b:e3,38:17:c3:1f:09:83,20:a6:cd:42:0b:f3,a8:bd:27:4c:bd:30,38:17:c3:1f:22:32,38:17:c3:1f:22:31,20:a6:cd:42:0b:f0,20:a6:cd:50:24:a0,38:17:c3:19:71:92,38:17:c3:1f:09:92,38:17:c3:1f:09:91,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:1f:00:b0,38:17:c3:19:45:a0,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,00:4e:35:de:e1:02,a8:bd:27:4c:bd:31,00:4e:35:de:e1:01,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:32,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,00:4e:35:df:0e:12,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,00:4e:35:de:d7:52,00:4e:35:de:d7:50,00:4e:35:de:d7:53,00:4e:35:de:d7:51,38:17:c3:19:71:91,00:4e:35:de:e1:00,00:4e:35:de:d7:40,00:4e:35:df:0e:10,00:4e:35:de:d7:43,00:4e:35:de:d7:42,38:17:c3:19:71:80,38:17:c3:19:36:30,38:17:c3:19:36:32,38:17:c3:19:36:31,a8:bd:27:4c:bd:22,00:4e:35:de:d7:41,a8:bd:27:4c:bd:21,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:df:0e:11,38:17:c3:1f:22:22,a8:bd:27:4c:bd:20,00:4e:35:df:0e:02,00:4e:35:df:0e:00,00:4e:35:df:0e:01,38:17:c3:24:4f:10,38:17:c3:24:58:a0,38:17:c3:1f:0f:90,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:19:71:81,38:17:c3:19:71:82,00:4e:35:df:27:12,x,y,label
-100,-100,-100,-100,-79,-78,-79,-66,-53,-100,-100,-100,-60,-100,-90,-100,-90,-91,-100,-100,-80,-79,-80,-80,-79,-79,-89,-100,-100,-88,-81,-61,-61,-54,-55,-100,-73,-56,-72,-79,-80,-80,-77,-100,-78,-100,-77,-90,-73,-73,-71,-72,-100,-85,-87,-85,-77,-87,-78,-68,-69,-77,-87,-77,-89,-87,-90,-77,-89,-85,-100,-100,-86,-92,-89,-100,-92,-100,-100,-100,-79,-67,-67,-67,-93,-100,-100,-93,-79,-79,-76,-77,-88,-83,-57,-57,-89,-79,-74,-71,-80,-71,-100,-83,-100,-82,-85,-92,-74,-79,-79,-80,-85,-90,-84,-74,-100,-87,-100,-100,-100,-100,-92,-84,-83,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-87,-89,-89,-89,-90,-100,-100,-93,-91,-89,-100,-100,-100,-77,-78,-77,-79,-87,-88,-89,-85,-92,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-100,-100,-100,-100,-82,-92,-82,-63,-62,-100,-100,-100,-56,-100,-89,-100,-87,-88,-100,-100,-70,-71,-70,-75,-73,-74,-89,-100,-100,-88,-81,-55,-55,-65,-61,-100,-77,-52,-76,-79,-79,-80,-76,-100,-77,-100,-75,-90,-74,-74,-74,-75,-100,-81,-82,-84,-73,-88,-74,-78,-78,-71,-87,-73,-90,-87,-90,-69,-89,-89,-100,-100,-85,-92,-89,-100,-92,-100,-100,-100,-80,-67,-67,-67,-93,-100,-100,-93,-81,-80,-75,-81,-82,-81,-52,-51,-90,-82,-74,-73,-80,-75,-100,-83,-100,-82,-85,-92,-73,-81,-80,-80,-85,-90,-84,-76,-100,-88,-100,-100,-100,-100,-92,-84,-83,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-83,-88,-83,-89,-89,-89,-90,-100,-100,-93,-91,-89,-100,-100,-100,-78,-78,-78,-77,-87,-88,-89,-85,-92,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-100,-100,-100,-100,-83,-84,-82,-62,-64,-100,-100,-100,-54,-100,-88,-100,-88,-88,-100,-100,-70,-69,-70,-74,-76,-74,-91,-100,-100,-82,-81,-56,-54,-64,-63,-100,-77,-54,-77,-79,-80,-80,-77,-100,-77,-100,-78,-90,-76,-76,-76,-77,-100,-85,-84,-86,-72,-91,-74,-74,-74,-73,-87,-73,-90,-87,-90,-71,-89,-84,-100,-100,-85,-92,-89,-100,-92,-100,-100,-100,-85,-66,-66,-66,-93,-100,-100,-93,-81,-79,-77,-82,-82,-82,-54,-53,-87,-82,-71,-72,-82,-74,-100,-77,-100,-81,-88,-92,-68,-85,-85,-85,-89,-90,-80,-77,-100,-88,-100,-100,-100,-100,-90,-87,-84,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-84,-88,-84,-89,-89,-89,-90,-100,-100,-93,-91,-90,-90,-87,-89,-82,-81,-81,-82,-87,-85,-89,-85,-92,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-100,-100,-100,-100,-83,-84,-82,-62,-59,-100,-100,-100,-55,-100,-82,-100,-82,-82,-100,-100,-78,-77,-77,-73,-71,-74,-89,-100,-100,-81,-81,-56,-56,-57,-59,-100,-77,-51,-80,-85,-85,-80,-83,-87,-90,-100,-84,-88,-71,-71,-72,-73,-100,-82,-83,-83,-73,-92,-74,-78,-80,-72,-87,-73,-90,-88,-89,-75,-89,-82,-100,-100,-87,-92,-100,-100,-90,-100,-100,-100,-79,-67,-66,-65,-93,-100,-100,-93,-80,-80,-77,-78,-82,-82,-51,-51,-90,-83,-65,-67,-79,-76,-100,-81,-100,-81,-86,-92,-67,-80,-79,-79,-89,-92,-83,-77,-100,-90,-100,-100,-100,-100,-89,-81,-82,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-82,-88,-81,-89,-90,-89,-90,-100,-100,-93,-91,-90,-90,-87,-89,-77,-76,-76,-76,-90,-85,-89,-85,-92,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-100,-100,-100,-100,-85,-86,-85,-63,-63,-100,-100,-100,-53,-100,-88,-100,-89,-89,-100,-100,-82,-77,-76,-72,-71,-72,-86,-100,-100,-81,-81,-52,-52,-63,-65,-100,-78,-58,-81,-80,-78,-80,-77,-87,-79,-100,-77,-88,-77,-78,-78,-77,-100,-85,-85,-87,-73,-91,-73,-75,-76,-72,-87,-74,-90,-88,-89,-80,-89,-82,-100,-100,-87,-91,-100,-100,-90,-100,-100,-100,-81,-64,-63,-63,-93,-100,-100,-93,-80,-82,-75,-85,-82,-82,-54,-56,-92,-83,-69,-68,-77,-75,-100,-81,-100,-81,-86,-92,-69,-80,-81,-81,-89,-92,-82,-81,-100,-87,-100,-100,-100,-100,-89,-81,-82,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-82,-89,-81,-89,-90,-89,-90,-91,-100,-93,-91,-90,-90,-87,-89,-83,-83,-83,-83,-86,-85,-89,-85,-92,-89,-90,-91,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-100,-100,-100,-100,-85,-79,-85,-68,-69,-100,-100,-100,-56,-100,-86,-100,-85,-86,-100,-100,-73,-70,-73,-74,-75,-75,-83,-100,-100,-82,-81,-56,-57,-67,-68,-100,-73,-62,-74,-81,-81,-81,-78,-87,-78,-100,-78,-88,-79,-78,-79,-79,-100,-84,-83,-83,-70,-88,-71,-75,-75,-71,-88,-70,-88,-88,-89,-78,-88,-84,-100,-100,-87,-90,-88,-100,-90,-100,-100,-100,-82,-62,-62,-62,-93,-100,-100,-93,-84,-83,-75,-84,-82,-86,-62,-62,-84,-83,-67,-67,-77,-76,-100,-85,-100,-85,-87,-92,-69,-81,-82,-82,-88,-92,-85,-74,-100,-87,-100,-100,-100,-100,-92,-83,-84,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-79,-89,-80,-89,-90,-89,-90,-91,-100,-93,-91,-90,-90,-87,-89,-86,-84,-85,-83,-86,-82,-89,-85,-92,-89,-90,-91,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-100,-100,-100,-100,-80,-80,-80,-62,-66,-100,-100,-100,-55,-100,-85,-100,-86,-85,-100,-100,-70,-71,-69,-74,-75,-77,-92,-100,-100,-81,-81,-54,-54,-67,-66,-100,-78,-61,-75,-84,-84,-85,-78,-87,-78,-100,-78,-88,-78,-78,-82,-77,-100,-81,-82,-80,-72,-88,-72,-75,-75,-72,-87,-72,-88,-88,-89,-72,-90,-84,-100,-100,-88,-90,-90,-100,-90,-100,-100,-100,-80,-63,-64,-64,-93,-100,-100,-93,-84,-83,-75,-84,-82,-86,-61,-61,-87,-83,-67,-66,-77,-75,-100,-85,-100,-85,-90,-92,-67,-81,-81,-80,-87,-92,-85,-79,-100,-86,-100,-100,-100,-100,-92,-83,-84,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-81,-93,-81,-89,-90,-89,-90,-91,-100,-93,-91,-91,-90,-87,-89,-84,-84,-86,-85,-85,-81,-89,-85,-92,-89,-88,-91,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-100,-100,-100,-100,-80,-80,-80,-70,-65,-100,-100,-100,-52,-100,-86,-100,-88,-86,-100,-100,-80,-71,-69,-74,-75,-77,-85,-100,-100,-81,-81,-52,-52,-66,-66,-100,-78,-53,-75,-82,-83,-83,-80,-87,-81,-100,-81,-88,-69,-71,-71,-71,-100,-81,-82,-80,-75,-86,-73,-77,-78,-73,-86,-76,-87,-88,-90,-79,-90,-81,-100,-100,-88,-89,-90,-100,-90,-100,-100,-100,-85,-60,-64,-63,-93,-100,-100,-93,-79,-78,-78,-78,-80,-80,-55,-54,-89,-83,-68,-68,-77,-75,-100,-85,-100,-85,-90,-92,-65,-84,-86,-86,-87,-92,-85,-71,-100,-87,-100,-100,-100,-100,-92,-80,-80,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-82,-93,-82,-89,-90,-89,-90,-91,-100,-93,-91,-91,-90,-87,-89,-82,-85,-83,-86,-85,-82,-100,-100,-100,-100,-88,-91,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-100,-100,-100,-100,-79,-80,-79,-67,-66,-100,-100,-100,-51,-100,-87,-100,-86,-85,-100,-100,-77,-71,-69,-72,-72,-72,-84,-100,-100,-84,-81,-51,-52,-65,-67,-100,-75,-58,-75,-83,-84,-86,-80,-87,-80,-100,-80,-88,-72,-72,-71,-72,-100,-84,-86,-87,-72,-89,-72,-74,-73,-71,-90,-72,-89,-88,-90,-76,-88,-82,-100,-100,-92,-89,-89,-100,-90,-100,-100,-100,-83,-69,-76,-70,-93,-100,-100,-93,-82,-82,-85,-84,-84,-84,-58,-61,-86,-85,-67,-67,-77,-77,-100,-85,-100,-85,-90,-92,-73,-84,-85,-85,-88,-92,-83,-75,-100,-87,-100,-100,-100,-100,-89,-82,-81,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-85,-88,-84,-89,-89,-89,-90,-91,-100,-93,-91,-91,-90,-87,-89,-84,-84,-84,-85,-85,-84,-100,-100,-100,-100,-88,-91,-90,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-100,-100,-100,-100,-79,-80,-79,-73,-67,-100,-100,-100,-56,-100,-87,-100,-86,-85,-100,-100,-78,-77,-78,-72,-70,-71,-73,-100,-100,-87,-81,-56,-55,-63,-67,-100,-76,-64,-75,-81,-81,-82,-81,-89,-82,-88,-82,-88,-72,-71,-73,-72,-100,-86,-86,-87,-72,-90,-71,-74,-80,-71,-90,-72,-89,-88,-90,-79,-88,-81,-100,-100,-92,-89,-89,-100,-92,-100,-100,-100,-87,-68,-67,-70,-93,-100,-100,-93,-81,-82,-85,-84,-82,-84,-62,-64,-86,-81,-69,-67,-77,-77,-100,-82,-100,-81,-90,-92,-73,-84,-85,-85,-88,-92,-81,-76,-100,-85,-100,-100,-100,-100,-90,-80,-81,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-85,-90,-84,-89,-88,-89,-90,-91,-100,-93,-91,-92,-90,-87,-89,-82,-83,-82,-83,-84,-84,-90,-100,-100,-88,-88,-91,-90,-91,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-100,-100,-100,-100,-79,-80,-80,-73,-69,-100,-100,-100,-56,-100,-87,-100,-86,-85,-100,-100,-77,-78,-77,-69,-70,-71,-87,-100,-100,-84,-81,-55,-53,-67,-65,-100,-76,-61,-75,-80,-80,-81,-81,-89,-82,-88,-81,-88,-71,-71,-73,-72,-100,-85,-86,-85,-72,-92,-72,-79,-80,-72,-90,-74,-89,-88,-90,-74,-88,-82,-100,-100,-90,-89,-89,-100,-90,-100,-100,-100,-86,-68,-68,-67,-93,-100,-100,-93,-81,-82,-76,-82,-81,-81,-60,-61,-86,-82,-70,-69,-82,-80,-100,-81,-100,-82,-92,-92,-73,-86,-85,-85,-88,-92,-81,-75,-100,-85,-100,-100,-100,-100,-89,-81,-81,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-82,-88,-83,-89,-88,-89,-90,-91,-100,-93,-91,-92,-90,-87,-89,-82,-81,-81,-81,-85,-84,-90,-100,-100,-88,-88,-92,-90,-91,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-100,-100,-100,-100,-79,-80,-80,-73,-68,-100,-100,-100,-56,-100,-87,-100,-86,-85,-100,-100,-76,-77,-76,-71,-69,-71,-84,-100,-100,-84,-81,-56,-56,-68,-67,-100,-73,-59,-72,-80,-80,-81,-81,-89,-81,-88,-80,-88,-72,-72,-71,-71,-100,-85,-86,-85,-73,-91,-74,-78,-75,-73,-89,-72,-89,-88,-90,-74,-88,-82,-100,-100,-90,-89,-89,-100,-92,-100,-100,-100,-86,-68,-68,-68,-93,-100,-100,-93,-83,-82,-81,-84,-85,-84,-59,-61,-88,-83,-67,-68,-82,-75,-100,-81,-100,-83,-91,-92,-66,-87,-87,-87,-88,-93,-81,-73,-100,-83,-100,-100,-100,-100,-88,-81,-82,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-82,-88,-82,-89,-88,-89,-90,-91,-100,-93,-91,-92,-91,-87,-89,-89,-90,-89,-89,-87,-84,-90,-100,-100,-88,-88,-92,-90,-91,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-100,-100,-100,-100,-79,-80,-81,-68,-69,-100,-100,-100,-51,-100,-86,-100,-86,-85,-100,-100,-77,-76,-76,-73,-73,-74,-83,-100,-100,-84,-81,-52,-52,-69,-70,-100,-76,-62,-75,-82,-81,-78,-81,-89,-81,-88,-81,-88,-70,-71,-70,-70,-100,-87,-86,-85,-76,-92,-74,-78,-78,-75,-89,-74,-89,-88,-90,-76,-92,-82,-100,-100,-92,-87,-89,-100,-92,-100,-100,-100,-85,-67,-67,-67,-93,-100,-100,-93,-84,-81,-81,-81,-82,-83,-61,-59,-88,-82,-67,-66,-82,-78,-100,-81,-100,-83,-91,-92,-68,-85,-86,-85,-88,-93,-82,-70,-100,-85,-100,-100,-100,-100,-90,-82,-81,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-82,-89,-83,-89,-87,-89,-90,-91,-100,-93,-91,-89,-91,-87,-89,-83,-82,-82,-82,-86,-82,-90,-100,-100,-88,-88,-93,-90,-91,-90,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-100,-100,-100,-100,-79,-80,-76,-67,-70,-100,-100,-100,-61,-100,-86,-100,-86,-85,-100,-100,-76,-78,-77,-74,-73,-75,-86,-100,-100,-79,-100,-59,-60,-70,-70,-100,-74,-63,-74,-80,-81,-81,-72,-89,-72,-88,-72,-88,-72,-72,-72,-71,-100,-86,-85,-86,-72,-92,-71,-78,-74,-73,-89,-71,-89,-88,-88,-76,-89,-81,-100,-100,-96,-89,-89,-100,-94,-100,-100,-100,-91,-68,-67,-68,-100,-100,-100,-100,-84,-81,-76,-81,-83,-80,-60,-60,-94,-83,-70,-70,-81,-76,-100,-79,-100,-80,-91,-100,-68,-85,-86,-85,-86,-93,-78,-75,-100,-87,-100,-100,-100,-100,-88,-83,-81,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-82,-87,-81,-89,-89,-89,-90,-91,-100,-100,-91,-89,-91,-87,-89,-85,-83,-84,-84,-87,-82,-90,-100,-100,-88,-88,-93,-90,-91,-90,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-100,-100,-100,-100,-78,-80,-77,-78,-68,-100,-100,-100,-57,-100,-85,-100,-85,-86,-100,-100,-77,-77,-76,-73,-73,-72,-90,-100,-100,-79,-100,-57,-56,-69,-69,-100,-74,-65,-74,-80,-78,-78,-77,-87,-76,-89,-77,-89,-75,-73,-74,-73,-100,-83,-82,-84,-73,-92,-72,-79,-77,-74,-89,-74,-89,-88,-88,-79,-89,-83,-100,-100,-96,-90,-89,-100,-94,-100,-100,-100,-88,-68,-70,-68,-100,-100,-100,-100,-84,-81,-81,-81,-83,-80,-61,-61,-94,-83,-84,-69,-81,-76,-100,-79,-100,-80,-91,-100,-69,-87,-86,-89,-85,-93,-78,-75,-100,-84,-100,-100,-100,-100,-87,-83,-81,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-83,-88,-86,-88,-88,-89,-90,-91,-100,-100,-91,-89,-91,-87,-89,-84,-86,-85,-86,-84,-82,-90,-100,-100,-88,-88,-92,-90,-91,-90,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-100,-100,-100,-100,-78,-80,-77,-67,-70,-100,-100,-100,-57,-100,-84,-100,-85,-86,-100,-100,-75,-75,-74,-73,-73,-72,-84,-100,-100,-78,-100,-55,-56,-70,-70,-100,-75,-64,-75,-80,-80,-80,-79,-87,-79,-89,-79,-89,-74,-76,-81,-75,-100,-85,-85,-85,-72,-91,-74,-81,-83,-72,-89,-71,-89,-88,-87,-79,-89,-81,-100,-100,-96,-90,-89,-100,-90,-100,-100,-100,-86,-69,-70,-68,-100,-100,-100,-100,-78,-79,-81,-80,-86,-80,-66,-65,-89,-84,-72,-72,-76,-77,-100,-81,-100,-78,-91,-100,-71,-86,-87,-86,-85,-93,-79,-75,-100,-85,-100,-100,-100,-100,-87,-82,-82,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-83,-90,-86,-88,-89,-89,-90,-91,-100,-100,-91,-89,-91,-87,-89,-84,-86,-85,-86,-84,-82,-90,-100,-100,-88,-88,-92,-90,-91,-90,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-100,-100,-100,-100,-75,-77,-77,-67,-73,-100,-100,-100,-56,-100,-84,-100,-88,-87,-100,-100,-76,-77,-76,-71,-72,-72,-87,-100,-100,-78,-82,-57,-56,-72,-73,-100,-76,-66,-75,-81,-80,-82,-79,-88,-78,-89,-79,-87,-72,-73,-72,-75,-100,-85,-85,-86,-74,-91,-74,-78,-80,-75,-89,-75,-89,-88,-89,-81,-89,-83,-100,-100,-96,-90,-89,-100,-91,-100,-100,-100,-86,-68,-71,-68,-100,-100,-100,-100,-80,-81,-80,-79,-86,-80,-69,-69,-92,-84,-68,-69,-76,-78,-100,-81,-100,-78,-91,-100,-69,-86,-85,-85,-89,-93,-79,-75,-100,-86,-100,-100,-100,-100,-87,-83,-83,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-83,-86,-83,-88,-87,-89,-90,-91,-100,-100,-91,-89,-91,-87,-89,-88,-86,-87,-86,-86,-83,-90,-100,-100,-88,-88,-92,-90,-91,-90,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-100,-100,-100,-100,-75,-77,-77,-66,-70,-100,-100,-100,-63,-100,-87,-100,-86,-87,-100,-100,-75,-75,-75,-73,-74,-73,-85,-100,-100,-81,-82,-63,-59,-70,-70,-100,-76,-66,-76,-83,-84,-83,-81,-88,-81,-89,-81,-87,-73,-72,-73,-73,-100,-86,-84,-83,-74,-92,-73,-81,-80,-76,-89,-74,-89,-88,-89,-80,-89,-83,-100,-100,-96,-90,-89,-100,-91,-100,-100,-100,-85,-68,-71,-70,-100,-100,-100,-100,-80,-81,-78,-81,-82,-80,-65,-65,-92,-82,-70,-69,-82,-81,-100,-81,-100,-79,-91,-100,-70,-85,-85,-85,-87,-93,-82,-76,-100,-84,-100,-100,-100,-100,-88,-83,-83,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-83,-88,-82,-88,-88,-89,-90,-91,-100,-100,-91,-89,-91,-87,-89,-83,-85,-85,-84,-85,-82,-90,-100,-100,-88,-88,-92,-90,-91,-92,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-100,-100,-100,-100,-78,-78,-77,-64,-74,-100,-100,-100,-58,-100,-86,-100,-85,-85,-100,-100,-78,-78,-79,-74,-74,-73,-86,-100,-100,-81,-82,-58,-59,-73,-72,-100,-77,-69,-76,-82,-82,-82,-82,-88,-82,-89,-82,-87,-74,-74,-73,-72,-100,-85,-88,-86,-73,-90,-73,-79,-79,-74,-89,-73,-89,-90,-88,-79,-89,-83,-100,-100,-96,-90,-89,-100,-91,-100,-100,-87,-89,-70,-71,-70,-100,-100,-100,-100,-80,-78,-79,-80,-82,-80,-68,-69,-89,-81,-70,-68,-82,-81,-100,-81,-100,-79,-91,-100,-70,-85,-85,-89,-85,-93,-82,-74,-100,-84,-100,-100,-100,-100,-89,-81,-81,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-84,-87,-85,-88,-89,-89,-90,-91,-100,-100,-91,-89,-91,-87,-89,-85,-85,-87,-86,-85,-84,-90,-100,-100,-88,-88,-92,-90,-91,-92,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
