20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,20:a6:cd:42:0a:c2,44:48:c1:91:95:a3,44:48:c1:91:aa:20,20:a6:cd:42:0a:c3,44:48:c1:91:aa:21,44:48:c1:91:d0:00,44:48:c1:91:aa:22,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:19:d2,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,38:17:c3:1f:19:d0,80:8d:b7:55:25:f0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,44:48:c1:91:d0:04,38:17:c3:24:47:50,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:19:c1,38:17:c3:22:61:90,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:14:00,38:17:c3:1f:09:93,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,a8:bd:27:4c:aa:83,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,a8:bd:27:4c:aa:81,38:17:c3:1a:cf:d0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:1c:10,b4:5d:50:e1:96:42,38:17:c3:1f:00:a2,b4:5d:50:e1:96:43,38:17:c3:1f:09:90,38:17:c3:1f:09:91,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,a8:bd:27:4c:aa:93,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:19:45:a0,20:a6:cd:42:13:f0,72:32:b1:3e:1a:b8,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:80,38:17:c3:1f:09:83,44:48:c1:91:95:a2,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:24:56:50,38:17:c3:1f:19:f0,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,38:17:c3:19:d7:72,38:17:c3:19:36:30,38:17:c3:22:61:91,66:2a:2f:53:7c:99,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:61,80:8d:b7:55:25:e3,38:17:c3:19:d7:60,80:8d:b7:55:25:f1,38:17:c3:19:36:31,80:8d:b7:55:35:03,80:8d:b7:55:29:d0,80:8d:b7:55:3a:50,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,38:17:c3:1e:ff:10,80:8d:b7:55:3a:52,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:51,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,38:17:c3:19:71:90,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,ea:9e:b4:53:24:54,38:17:c3:19:36:32,80:8d:b7:55:35:00,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,80:8d:b7:55:35:01,80:8d:b7:55:35:02,68:ff:7b:e4:af:38,80:8d:b7:55:39:d1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1e:ff:01,20:a6:cd:50:24:b0,80:8d:b7:55:39:d2,80:8d:b7:55:29:c0,80:8d:b7:55:29:d1,80:8d:b7:55:29:c1,80:8d:b7:55:29:d2,80:8d:b7:55:29:c2,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1f:22:30,00:4e:35:df:06:52,38:17:c3:1f:0e:10,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,20:a6:cd:50:24:a1,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1f:22:32,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:de:e1:12,38:17:c3:1f:22:31,00:4e:35:de:e1:10,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:0e:02,38:17:c3:1f:22:20,x,y,label
-100,-89,-100,-100,-89,-93,-100,-88,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-89,-82,-93,-82,-46,-81,-47,-87,-92,-100,-94,-100,-100,-87,-87,-86,-87,-91,-89,-92,-89,-88,-88,-100,-100,-47,-92,-91,-88,-88,-87,-87,-87,-62,-86,-85,-100,-88,-100,-88,-100,-100,-100,-83,-82,-81,-61,-100,-100,-100,-100,-63,-92,-88,-88,-85,-84,-100,-100,-100,-100,-75,-90,-76,-83,-76,-84,-85,-100,-82,-89,-88,-86,-88,-100,-85,-85,-100,-93,-80,-82,-100,-91,-83,-83,-100,-100,-92,-83,-84,-84,-84,-84,-83,-84,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-100,-100,-100,-100,-93,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-80,-91,-80,-43,-79,-43,-87,-92,-100,-91,-100,-100,-87,-86,-89,-85,-91,-89,-92,-100,-100,-100,-100,-100,-43,-92,-91,-86,-88,-87,-86,-88,-59,-87,-87,-100,-86,-100,-86,-100,-100,-100,-88,-90,-78,-58,-100,-100,-100,-100,-58,-92,-92,-85,-87,-90,-100,-100,-100,-100,-74,-78,-74,-89,-74,-87,-85,-100,-84,-89,-88,-90,-88,-100,-85,-91,-100,-93,-83,-82,-100,-91,-86,-83,-100,-100,-92,-85,-84,-85,-86,-87,-87,-87,-91,-89,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-100,-100,-100,-100,-93,-100,-87,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-89,-82,-91,-83,-45,-84,-45,-87,-92,-100,-91,-100,-100,-87,-86,-90,-85,-91,-89,-92,-100,-100,-100,-100,-100,-45,-92,-91,-86,-87,-87,-91,-88,-57,-87,-87,-100,-86,-100,-86,-100,-100,-100,-86,-86,-78,-58,-100,-100,-100,-100,-57,-92,-91,-85,-87,-90,-100,-100,-100,-100,-74,-83,-75,-89,-73,-87,-84,-100,-84,-89,-88,-90,-88,-100,-85,-91,-100,-93,-77,-76,-100,-91,-82,-77,-100,-100,-92,-85,-84,-85,-87,-87,-87,-87,-91,-89,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-100,-100,-100,-100,-93,-100,-87,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-89,-83,-91,-83,-46,-83,-46,-87,-92,-100,-91,-100,-100,-87,-86,-90,-85,-91,-89,-92,-100,-100,-100,-100,-100,-47,-92,-91,-86,-86,-87,-91,-88,-57,-87,-85,-100,-85,-100,-86,-100,-100,-100,-86,-85,-76,-58,-100,-100,-100,-100,-57,-92,-91,-85,-87,-90,-100,-100,-100,-100,-75,-79,-76,-89,-74,-87,-85,-100,-79,-89,-88,-90,-91,-100,-85,-91,-100,-93,-77,-78,-100,-91,-84,-75,-100,-100,-92,-85,-86,-85,-86,-87,-87,-87,-91,-90,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-100,-100,-100,-100,-93,-100,-87,-100,-100,-100,-100,-100,-100,-100,-90,-100,-93,-100,-89,-83,-91,-82,-46,-82,-46,-87,-92,-100,-91,-100,-100,-87,-86,-88,-85,-91,-89,-92,-100,-100,-100,-100,-100,-47,-92,-91,-86,-86,-87,-93,-88,-57,-87,-87,-100,-86,-100,-87,-100,-100,-100,-88,-85,-81,-57,-100,-100,-100,-100,-58,-92,-91,-85,-87,-90,-100,-100,-100,-100,-75,-79,-74,-90,-74,-87,-86,-100,-79,-89,-88,-90,-89,-100,-85,-91,-100,-93,-77,-76,-100,-91,-84,-77,-100,-100,-92,-85,-85,-86,-85,-87,-87,-87,-91,-90,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-100,-100,-100,-100,-93,-100,-87,-100,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-89,-86,-91,-83,-45,-84,-46,-87,-92,-100,-91,-100,-100,-87,-86,-88,-85,-91,-89,-91,-100,-100,-100,-100,-100,-46,-92,-91,-86,-87,-87,-91,-88,-58,-87,-87,-100,-86,-100,-87,-100,-100,-100,-86,-85,-83,-57,-100,-100,-100,-100,-58,-92,-93,-85,-87,-90,-100,-100,-100,-100,-74,-78,-74,-90,-74,-87,-85,-100,-81,-89,-88,-90,-89,-100,-85,-85,-100,-93,-75,-76,-100,-100,-84,-76,-100,-100,-100,-86,-86,-85,-85,-87,-87,-87,-91,-90,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-100,-100,-100,-100,-93,-100,-87,-100,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-89,-84,-91,-83,-45,-84,-46,-87,-92,-100,-91,-100,-100,-89,-86,-89,-85,-91,-89,-91,-100,-100,-100,-100,-100,-46,-92,-91,-86,-87,-87,-91,-88,-58,-92,-87,-100,-87,-100,-86,-100,-100,-100,-86,-88,-80,-57,-100,-100,-100,-100,-57,-91,-92,-85,-87,-90,-100,-100,-100,-100,-74,-83,-74,-90,-73,-87,-85,-100,-81,-89,-88,-90,-91,-100,-85,-85,-100,-93,-77,-78,-100,-100,-84,-77,-100,-100,-100,-85,-85,-86,-88,-87,-87,-87,-91,-90,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-100,-100,-100,-100,-93,-100,-87,-100,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-89,-81,-91,-81,-42,-81,-42,-87,-92,-100,-89,-100,-100,-91,-86,-89,-85,-100,-100,-91,-100,-100,-100,-100,-100,-42,-100,-100,-87,-87,-87,-87,-86,-55,-88,-88,-100,-87,-100,-86,-100,-100,-100,-82,-82,-83,-54,-100,-100,-100,-100,-56,-91,-88,-86,-87,-90,-100,-100,-100,-100,-79,-76,-78,-90,-78,-87,-85,-100,-81,-100,-90,-91,-91,-100,-85,-85,-100,-100,-80,-81,-100,-100,-83,-81,-100,-100,-100,-85,-86,-85,-84,-88,-87,-88,-86,-86,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-88,-87,-100,-87,-100,-89,-82,-91,-81,-43,-81,-44,-87,-92,-100,-90,-100,-100,-91,-86,-90,-85,-100,-100,-91,-100,-100,-100,-100,-100,-44,-100,-100,-87,-89,-86,-86,-87,-56,-87,-87,-100,-87,-100,-86,-100,-100,-100,-81,-82,-81,-56,-100,-100,-100,-100,-57,-91,-86,-87,-87,-90,-100,-100,-100,-100,-79,-89,-78,-90,-78,-87,-85,-100,-81,-100,-90,-91,-91,-100,-85,-85,-100,-100,-80,-79,-100,-100,-79,-80,-100,-100,-92,-85,-85,-86,-86,-88,-87,-88,-86,-86,-93,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-88,-87,-100,-87,-100,-100,-82,-88,-81,-42,-81,-42,-100,-93,-100,-90,-100,-100,-88,-86,-89,-85,-100,-100,-91,-100,-100,-100,-100,-100,-43,-100,-100,-86,-89,-86,-86,-87,-55,-87,-89,-100,-87,-100,-86,-100,-100,-100,-86,-84,-82,-54,-100,-100,-100,-100,-55,-92,-87,-86,-87,-90,-100,-100,-100,-100,-78,-75,-78,-90,-78,-87,-85,-100,-81,-100,-90,-91,-91,-100,-85,-85,-100,-100,-83,-82,-100,-100,-81,-82,-100,-100,-91,-86,-87,-86,-88,-88,-87,-88,-85,-84,-93,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-88,-88,-100,-89,-100,-100,-80,-90,-81,-43,-81,-43,-100,-93,-100,-90,-100,-100,-88,-86,-89,-85,-100,-100,-91,-100,-100,-100,-100,-100,-43,-100,-100,-87,-89,-88,-86,-87,-56,-87,-87,-100,-87,-100,-86,-100,-100,-100,-83,-82,-83,-56,-100,-100,-100,-100,-55,-92,-87,-86,-87,-90,-100,-100,-100,-100,-78,-89,-80,-90,-79,-87,-85,-100,-82,-100,-90,-91,-91,-100,-85,-85,-100,-100,-82,-82,-100,-100,-81,-82,-100,-100,-91,-85,-86,-88,-88,-88,-87,-88,-85,-84,-93,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-88,-87,-100,-87,-100,-100,-81,-90,-81,-42,-81,-41,-100,-93,-100,-90,-100,-100,-88,-86,-88,-85,-100,-100,-91,-100,-100,-100,-100,-100,-42,-100,-100,-87,-89,-88,-86,-87,-55,-87,-87,-100,-87,-100,-86,-100,-100,-100,-84,-84,-83,-55,-100,-100,-100,-100,-55,-92,-88,-86,-87,-90,-100,-100,-100,-100,-78,-87,-78,-90,-78,-87,-85,-100,-81,-100,-90,-91,-90,-100,-85,-85,-100,-100,-83,-82,-100,-100,-79,-82,-100,-100,-91,-89,-87,-88,-88,-88,-87,-88,-84,-84,-93,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-88,-88,-100,-89,-100,-100,-82,-91,-82,-42,-82,-43,-100,-93,-100,-90,-100,-100,-89,-86,-90,-85,-100,-100,-91,-100,-100,-100,-100,-100,-44,-100,-100,-85,-89,-89,-85,-88,-55,-89,-85,-100,-87,-100,-86,-100,-100,-100,-84,-82,-85,-55,-100,-100,-100,-100,-55,-92,-86,-86,-87,-90,-100,-100,-100,-100,-79,-83,-80,-90,-79,-87,-85,-100,-81,-100,-90,-91,-87,-100,-85,-85,-100,-100,-82,-83,-100,-100,-81,-84,-100,-100,-91,-84,-85,-86,-86,-90,-90,-88,-84,-84,-93,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-88,-88,-100,-89,-100,-90,-87,-87,-87,-43,-86,-42,-87,-93,-100,-88,-100,-100,-89,-86,-90,-85,-100,-100,-91,-100,-100,-100,-100,-100,-41,-100,-100,-89,-89,-89,-88,-87,-59,-89,-86,-100,-87,-100,-86,-100,-100,-100,-81,-82,-86,-60,-100,-100,-100,-100,-59,-92,-87,-88,-88,-88,-100,-100,-100,-100,-77,-75,-80,-88,-79,-87,-82,-100,-81,-100,-90,-91,-87,-100,-82,-83,-100,-100,-78,-78,-100,-100,-81,-78,-100,-100,-91,-82,-83,-82,-83,-90,-90,-88,-84,-86,-93,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-88,-89,-100,-89,-100,-87,-86,-89,-86,-45,-87,-45,-88,-93,-100,-89,-100,-100,-89,-86,-90,-85,-100,-100,-91,-100,-100,-100,-100,-100,-44,-100,-100,-88,-89,-89,-88,-87,-58,-89,-86,-100,-87,-100,-90,-100,-100,-100,-81,-83,-86,-57,-100,-100,-100,-100,-59,-92,-90,-88,-88,-88,-100,-100,-100,-100,-75,-77,-76,-88,-76,-88,-86,-100,-89,-100,-90,-91,-87,-100,-85,-84,-100,-100,-79,-78,-100,-100,-87,-78,-100,-100,-91,-82,-84,-83,-83,-82,-90,-88,-87,-85,-93,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-88,-89,-100,-89,-100,-87,-85,-88,-85,-43,-84,-44,-89,-93,-100,-88,-100,-100,-89,-86,-90,-85,-100,-100,-91,-100,-100,-100,-100,-100,-43,-100,-100,-90,-89,-89,-92,-87,-59,-89,-86,-100,-87,-100,-90,-100,-100,-100,-82,-83,-85,-58,-100,-100,-100,-100,-58,-92,-90,-91,-89,-88,-100,-100,-100,-100,-76,-79,-75,-88,-76,-88,-84,-100,-89,-100,-90,-91,-87,-100,-85,-84,-100,-100,-77,-77,-100,-100,-87,-78,-100,-100,-91,-83,-84,-83,-83,-83,-84,-83,-87,-85,-93,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-88,-90,-100,-92,-100,-87,-87,-88,-86,-42,-86,-42,-89,-93,-100,-88,-100,-100,-89,-86,-90,-85,-100,-100,-91,-100,-100,-100,-100,-100,-42,-100,-100,-89,-89,-89,-88,-87,-59,-89,-85,-100,-87,-100,-88,-100,-100,-100,-83,-82,-79,-57,-100,-100,-100,-100,-58,-92,-90,-90,-88,-87,-100,-100,-100,-100,-74,-79,-75,-87,-75,-87,-84,-100,-89,-100,-90,-91,-87,-100,-85,-84,-100,-100,-77,-77,-100,-100,-85,-78,-100,-100,-91,-82,-83,-82,-84,-83,-81,-83,-85,-85,-93,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-88,-90,-100,-92,-100,-88,-85,-87,-86,-41,-85,-40,-87,-93,-100,-89,-100,-100,-87,-86,-89,-85,-100,-100,-91,-100,-100,-100,-100,-100,-41,-100,-100,-90,-89,-89,-91,-87,-57,-89,-85,-100,-87,-100,-89,-100,-100,-100,-85,-83,-86,-57,-100,-100,-100,-100,-57,-92,-90,-90,-86,-88,-100,-100,-100,-100,-76,-78,-76,-87,-76,-87,-89,-100,-89,-100,-90,-91,-85,-100,-85,-84,-100,-100,-78,-77,-100,-100,-82,-78,-100,-100,-91,-83,-84,-83,-84,-83,-81,-83,-84,-84,-93,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-88,-90,-100,-92,-100,-90,-85,-88,-85,-45,-86,-45,-88,-92,-100,-89,-100,-100,-87,-86,-90,-85,-100,-100,-91,-100,-100,-100,-100,-100,-45,-100,-100,-88,-88,-85,-90,-86,-56,-89,-85,-100,-88,-100,-88,-100,-100,-100,-81,-81,-86,-57,-100,-100,-100,-100,-57,-92,-90,-89,-86,-89,-100,-100,-100,-100,-76,-77,-76,-88,-77,-89,-89,-100,-89,-100,-90,-91,-84,-100,-85,-84,-100,-100,-72,-73,-100,-100,-86,-73,-100,-100,-91,-83,-83,-82,-82,-84,-84,-84,-84,-85,-93,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
