20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a1,44:48:c1:91:95:a2,20:a6:cd:42:0a:c2,44:48:c1:91:95:a3,20:a6:cd:42:0a:c3,44:48:c1:91:aa:21,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,38:17:c3:1f:19:d2,80:8d:b7:55:25:f3,38:17:c3:1f:19:d0,80:8d:b7:55:25:f0,38:17:c3:1f:19:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d1,38:17:c3:1f:14:11,20:a6:cd:42:0a:d2,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,9c:d6:43:60:92:e0,20:a6:cd:42:0a:d0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:24:47:50,44:48:c1:91:d0:04,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:22:61:90,38:17:c3:1f:19:c2,38:17:c3:1f:19:c0,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:09:93,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,38:17:c3:19:36:30,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:1a:cf:d0,20:a6:cd:42:13:f0,38:17:c3:1a:cf:d2,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,38:17:c3:24:56:50,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,38:17:c3:1f:19:f0,20:a6:cd:42:13:f2,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,38:17:c3:1f:09:90,b4:5d:50:e1:96:43,38:17:c3:1f:09:91,38:17:c3:1f:09:81,a8:bd:27:4c:aa:91,38:17:c3:1f:09:82,a8:bd:27:4c:aa:90,44:48:c1:91:95:b0,38:17:c3:1f:09:83,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,a8:bd:27:4c:aa:92,38:17:c3:19:45:b1,38:17:c3:1f:09:80,38:17:c3:19:d7:70,66:2a:2f:53:7c:99,44:48:c1:91:aa:20,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:95:a0,44:48:c1:91:aa:22,38:17:c3:1f:1c:10,38:17:c3:1f:19:c1,38:17:c3:22:5e:f0,38:17:c3:22:61:92,38:17:c3:22:61:91,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,80:8d:b7:55:25:e3,38:17:c3:19:d7:61,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:11,38:17:c3:1e:ff:10,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:39:d0,80:8d:b7:55:35:12,80:8d:b7:55:35:02,68:ff:7b:e4:af:39,80:8d:b7:55:35:01,80:8d:b7:55:3a:41,38:17:c3:19:71:90,b0:be:76:f8:30:5e,38:17:c3:1e:ff:12,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:ff:11,ea:9e:b4:53:24:54,80:8d:b7:55:39:d1,80:8d:b7:55:35:00,68:ff:7b:e4:af:38,80:8d:b7:55:3a:40,80:8d:b7:55:39:d2,80:8d:b7:55:3a:42,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:19:71:80,80:8d:b7:55:29:d0,80:8d:b7:55:29:d1,38:17:c3:1f:22:30,80:8d:b7:55:29:d2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,00:4e:35:df:06:40,20:a6:cd:50:24:b0,38:17:c3:1e:ff:01,38:17:c3:1f:22:31,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,80:8d:b7:55:39:c1,00:4e:35:df:06:52,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:de:e1:12,00:4e:35:df:06:50,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:22:32,00:4e:35:df:06:51,38:17:c3:1f:0e:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,80:8d:b7:55:4d:10,x,y,label
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-90,-83,-100,-80,-100,-80,-100,-93,-100,-100,-100,-64,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-92,-100,-100,-100,-81,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-56,-100,-81,-100,-81,-100,-52,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-51,-52,-90,-90,-84,-92,-89,-87,-88,-62,-63,-78,-63,-100,-100,-80,-79,-76,-77,-81,-82,-82,-78,-76,-78,-81,-82,-82,-89,-81,-84,-90,-85,-85,-91,-65,-78,-100,-100,-77,-86,-87,-83,-93,-84,-88,-83,-84,-85,-100,-82,-82,-89,-83,-85,-85,-100,-90,-84,-100,-100,-88,-88,-85,-90,-86,-87,-87,-92,-86,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-90,-83,-100,-79,-100,-79,-100,-93,-100,-100,-100,-65,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-94,-100,-100,-100,-81,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-62,-100,-81,-100,-80,-100,-52,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-51,-51,-90,-90,-84,-92,-89,-87,-88,-63,-64,-81,-63,-100,-100,-79,-80,-76,-77,-82,-84,-82,-77,-76,-78,-82,-81,-81,-87,-82,-85,-90,-85,-85,-91,-65,-77,-100,-100,-77,-88,-89,-85,-93,-84,-87,-84,-86,-84,-100,-82,-82,-89,-83,-85,-85,-100,-90,-83,-100,-100,-88,-88,-85,-94,-86,-87,-87,-92,-86,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-90,-87,-100,-81,-100,-80,-100,-93,-100,-100,-100,-63,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-94,-100,-100,-100,-81,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-57,-100,-82,-100,-81,-100,-52,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-50,-51,-94,-90,-84,-92,-89,-87,-88,-60,-63,-82,-63,-100,-100,-80,-81,-78,-75,-81,-80,-80,-77,-75,-75,-82,-82,-83,-88,-80,-82,-90,-83,-84,-91,-71,-77,-100,-100,-77,-88,-87,-84,-93,-84,-87,-84,-86,-85,-100,-83,-82,-90,-82,-85,-85,-100,-90,-84,-100,-88,-88,-86,-85,-94,-86,-87,-87,-91,-86,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-89,-100,-79,-100,-81,-100,-93,-100,-100,-100,-66,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-94,-100,-100,-100,-81,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-57,-100,-81,-100,-81,-100,-51,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-50,-51,-94,-90,-84,-92,-89,-87,-88,-64,-64,-80,-64,-100,-100,-79,-79,-78,-77,-80,-80,-81,-77,-77,-77,-82,-82,-83,-90,-82,-85,-90,-88,-83,-91,-65,-78,-100,-100,-77,-87,-88,-86,-95,-84,-89,-83,-86,-85,-100,-80,-80,-90,-80,-85,-85,-100,-91,-84,-100,-88,-88,-86,-85,-94,-85,-85,-86,-92,-86,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-89,-100,-80,-100,-79,-100,-93,-100,-100,-100,-64,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-94,-100,-100,-100,-81,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-60,-100,-78,-100,-77,-100,-54,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-52,-53,-94,-90,-84,-92,-89,-87,-88,-63,-63,-81,-63,-100,-100,-80,-79,-78,-77,-81,-80,-81,-77,-77,-77,-82,-82,-83,-91,-81,-87,-90,-88,-83,-92,-65,-77,-100,-100,-77,-90,-88,-86,-95,-84,-89,-83,-86,-85,-100,-80,-80,-90,-80,-85,-85,-100,-89,-84,-100,-88,-86,-88,-85,-93,-85,-85,-86,-92,-86,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-89,-100,-73,-100,-74,-100,-93,-100,-100,-100,-63,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-94,-100,-100,-100,-81,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-65,-100,-78,-100,-76,-100,-50,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-50,-50,-94,-90,-100,-92,-89,-87,-88,-62,-59,-76,-61,-100,-100,-74,-75,-78,-75,-80,-80,-81,-78,-74,-74,-88,-88,-83,-87,-81,-81,-100,-82,-83,-92,-65,-78,-100,-100,-78,-84,-88,-82,-95,-79,-87,-80,-84,-86,-100,-80,-80,-90,-80,-87,-87,-100,-89,-84,-88,-88,-86,-88,-87,-93,-85,-85,-86,-92,-86,-91,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-91,-89,-100,-73,-100,-74,-100,-93,-100,-100,-100,-65,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-82,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-66,-100,-78,-100,-77,-100,-50,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-50,-50,-94,-90,-100,-92,-89,-87,-88,-60,-61,-78,-61,-100,-100,-73,-72,-81,-74,-79,-79,-81,-78,-74,-75,-86,-86,-87,-85,-80,-82,-100,-82,-83,-88,-72,-78,-88,-89,-78,-84,-86,-94,-92,-79,-86,-80,-84,-83,-100,-85,-86,-89,-86,-86,-85,-100,-89,-84,-88,-88,-86,-88,-84,-93,-85,-85,-87,-92,-86,-91,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-89,-100,-72,-100,-72,-100,-93,-100,-100,-100,-63,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-82,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-60,-100,-81,-100,-80,-100,-50,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-52,-51,-94,-90,-100,-92,-89,-87,-88,-60,-60,-78,-60,-100,-100,-73,-73,-81,-75,-79,-80,-79,-78,-72,-73,-86,-88,-87,-87,-79,-83,-100,-84,-80,-90,-72,-79,-91,-90,-79,-87,-85,-82,-92,-80,-86,-79,-85,-85,-100,-84,-84,-87,-84,-86,-88,-100,-89,-85,-88,-88,-86,-88,-87,-91,-85,-85,-87,-92,-86,-91,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-89,-100,-74,-100,-74,-100,-93,-100,-100,-100,-66,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-88,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-61,-100,-77,-100,-80,-100,-53,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-53,-53,-94,-90,-100,-92,-89,-87,-88,-59,-60,-78,-59,-100,-100,-73,-74,-80,-77,-79,-79,-79,-80,-76,-77,-87,-86,-87,-85,-78,-84,-100,-84,-81,-89,-72,-79,-90,-90,-79,-87,-85,-87,-92,-80,-86,-81,-85,-84,-100,-84,-83,-87,-83,-85,-86,-100,-89,-85,-88,-88,-86,-88,-85,-91,-85,-85,-87,-92,-86,-91,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-89,-100,-73,-100,-73,-100,-93,-100,-100,-100,-65,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-88,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-65,-100,-78,-100,-77,-100,-52,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-52,-51,-94,-90,-100,-92,-89,-87,-88,-59,-59,-78,-58,-100,-100,-73,-73,-81,-78,-78,-79,-78,-80,-75,-77,-87,-86,-87,-86,-78,-84,-87,-84,-78,-90,-72,-79,-89,-87,-79,-87,-86,-84,-92,-78,-85,-86,-84,-83,-100,-87,-85,-89,-86,-87,-86,-100,-89,-85,-87,-88,-86,-88,-87,-89,-81,-86,-86,-93,-91,-91,-90,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-89,-100,-73,-100,-73,-100,-100,-100,-100,-100,-66,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-88,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-61,-100,-78,-100,-78,-100,-52,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-51,-53,-94,-100,-100,-92,-89,-87,-88,-59,-59,-78,-59,-100,-100,-73,-73,-81,-76,-78,-80,-79,-77,-77,-76,-86,-86,-87,-86,-79,-83,-88,-84,-81,-87,-72,-78,-89,-87,-77,-85,-85,-84,-91,-79,-86,-80,-84,-83,-100,-87,-85,-89,-86,-86,-85,-100,-90,-85,-87,-88,-86,-88,-87,-91,-84,-86,-86,-92,-91,-91,-90,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-84,-100,-76,-100,-75,-100,-100,-100,-100,-100,-75,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-82,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-59,-100,-85,-100,-84,-100,-51,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-52,-51,-94,-100,-100,-92,-89,-87,-88,-59,-60,-79,-59,-100,-100,-75,-75,-80,-73,-81,-81,-83,-79,-73,-71,-81,-82,-82,-87,-82,-82,-88,-84,-79,-91,-72,-80,-89,-87,-79,-87,-87,-84,-91,-79,-87,-80,-82,-83,-100,-87,-85,-88,-86,-85,-85,-100,-90,-82,-87,-88,-86,-88,-85,-91,-83,-83,-84,-92,-86,-91,-90,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-84,-100,-74,-100,-74,-100,-100,-100,-100,-100,-73,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-82,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-57,-100,-85,-100,-86,-100,-50,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-49,-48,-94,-100,-100,-92,-89,-87,-88,-60,-60,-74,-60,-100,-100,-74,-73,-80,-73,-83,-82,-82,-81,-72,-73,-81,-81,-81,-85,-82,-83,-88,-84,-78,-93,-72,-81,-89,-87,-81,-88,-85,-84,-91,-79,-85,-78,-82,-80,-100,-87,-85,-88,-86,-85,-85,-100,-90,-80,-87,-88,-88,-88,-84,-91,-83,-83,-84,-92,-86,-91,-90,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-83,-100,-73,-100,-73,-100,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-82,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-61,-100,-84,-100,-84,-100,-49,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-48,-48,-94,-100,-100,-92,-89,-87,-88,-62,-62,-74,-60,-100,-100,-73,-73,-80,-72,-81,-82,-82,-81,-73,-72,-81,-81,-81,-84,-82,-83,-88,-83,-78,-90,-72,-81,-91,-89,-81,-88,-85,-84,-88,-79,-85,-78,-81,-81,-100,-87,-85,-88,-86,-84,-85,-100,-90,-80,-86,-86,-88,-88,-84,-91,-83,-83,-85,-92,-86,-91,-90,-85,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-83,-100,-73,-100,-74,-100,-100,-100,-100,-100,-75,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-82,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-59,-100,-84,-100,-84,-100,-50,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-49,-50,-94,-100,-100,-92,-89,-87,-88,-62,-63,-74,-63,-100,-100,-74,-74,-80,-72,-82,-82,-83,-77,-73,-73,-81,-81,-82,-85,-82,-85,-88,-83,-80,-90,-72,-77,-90,-91,-77,-89,-85,-84,-90,-80,-83,-80,-81,-81,-100,-81,-82,-88,-80,-84,-85,-100,-91,-80,-86,-86,-88,-88,-84,-93,-83,-82,-84,-92,-86,-91,-90,-85,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-86,-100,-75,-100,-74,-100,-100,-100,-100,-100,-76,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-93,-82,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-51,-100,-85,-100,-84,-100,-48,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-49,-50,-94,-100,-100,-92,-89,-87,-88,-60,-62,-80,-62,-100,-100,-74,-74,-79,-73,-82,-81,-81,-76,-73,-73,-83,-82,-82,-85,-82,-83,-88,-84,-79,-93,-72,-78,-91,-91,-77,-86,-85,-83,-88,-79,-85,-81,-81,-80,-100,-81,-82,-86,-80,-84,-86,-100,-92,-82,-86,-86,-88,-88,-84,-91,-84,-83,-83,-92,-93,-91,-90,-86,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-86,-100,-73,-100,-74,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-93,-82,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-62,-100,-84,-100,-85,-100,-51,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-50,-49,-94,-100,-100,-92,-100,-100,-100,-62,-62,-78,-60,-100,-100,-74,-73,-79,-72,-83,-85,-81,-77,-72,-72,-81,-84,-82,-92,-82,-83,-91,-84,-79,-90,-72,-77,-90,-90,-78,-87,-84,-83,-88,-79,-85,-80,-81,-81,-100,-81,-82,-86,-80,-85,-84,-100,-92,-82,-85,-87,-88,-88,-85,-94,-84,-83,-83,-92,-93,-91,-90,-87,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-86,-100,-74,-100,-75,-100,-100,-100,-100,-100,-69,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-93,-82,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-57,-100,-84,-100,-85,-100,-47,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-47,-47,-94,-100,-100,-92,-100,-100,-100,-63,-65,-79,-66,-100,-100,-74,-74,-86,-77,-86,-87,-85,-76,-76,-77,-79,-80,-80,-86,-85,-91,-91,-84,-81,-89,-72,-76,-89,-88,-76,-86,-87,-83,-90,-83,-84,-83,-83,-84,-100,-77,-76,-87,-78,-88,-85,-100,-91,-84,-88,-86,-88,-87,-90,-90,-86,-87,-84,-92,-89,-91,-90,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-86,-100,-76,-100,-75,-100,-100,-100,-100,-100,-68,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-93,-82,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-56,-100,-87,-100,-85,-100,-47,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-49,-69,-94,-100,-100,-92,-100,-100,-100,-64,-65,-79,-65,-100,-100,-76,-76,-84,-77,-83,-83,-84,-77,-77,-77,-80,-80,-80,-87,-85,-91,-88,-84,-81,-88,-72,-76,-91,-89,-76,-88,-87,-83,-91,-80,-87,-82,-83,-84,-100,-77,-77,-90,-78,-89,-90,-100,-89,-84,-88,-86,-88,-87,-90,-92,-84,-87,-84,-92,-89,-89,-90,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
