20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a1,44:48:c1:91:95:a2,20:a6:cd:42:0a:c2,44:48:c1:91:95:a3,20:a6:cd:42:0a:c3,44:48:c1:91:aa:21,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,38:17:c3:1f:19:d2,80:8d:b7:55:25:f3,38:17:c3:1f:19:d0,80:8d:b7:55:25:f0,38:17:c3:1f:19:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d1,38:17:c3:1f:14:11,20:a6:cd:42:0a:d2,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,9c:d6:43:60:92:e0,20:a6:cd:42:0a:d0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:24:47:50,44:48:c1:91:d0:04,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:22:61:90,38:17:c3:1f:19:c2,38:17:c3:1f:19:c0,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:09:93,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,38:17:c3:19:36:30,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:1a:cf:d0,20:a6:cd:42:13:f0,38:17:c3:1a:cf:d2,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,38:17:c3:24:56:50,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,38:17:c3:1f:19:f0,20:a6:cd:42:13:f2,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,38:17:c3:1f:09:90,b4:5d:50:e1:96:43,38:17:c3:1f:09:91,38:17:c3:1f:09:81,a8:bd:27:4c:aa:91,38:17:c3:1f:09:82,a8:bd:27:4c:aa:90,44:48:c1:91:95:b0,38:17:c3:1f:09:83,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,a8:bd:27:4c:aa:92,38:17:c3:19:45:b1,38:17:c3:1f:09:80,38:17:c3:19:d7:70,66:2a:2f:53:7c:99,44:48:c1:91:aa:20,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:95:a0,44:48:c1:91:aa:22,38:17:c3:1f:1c:10,38:17:c3:1f:19:c1,38:17:c3:22:5e:f0,38:17:c3:22:61:92,38:17:c3:22:61:91,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,80:8d:b7:55:25:e3,38:17:c3:19:d7:61,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:11,38:17:c3:1e:ff:10,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:39:d0,80:8d:b7:55:35:12,80:8d:b7:55:35:02,68:ff:7b:e4:af:39,80:8d:b7:55:35:01,80:8d:b7:55:3a:41,38:17:c3:19:71:90,b0:be:76:f8:30:5e,38:17:c3:1e:ff:12,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:ff:11,ea:9e:b4:53:24:54,80:8d:b7:55:39:d1,80:8d:b7:55:35:00,68:ff:7b:e4:af:38,80:8d:b7:55:3a:40,80:8d:b7:55:39:d2,80:8d:b7:55:3a:42,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:19:71:80,80:8d:b7:55:29:d0,80:8d:b7:55:29:d1,38:17:c3:1f:22:30,80:8d:b7:55:29:d2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,00:4e:35:df:06:40,20:a6:cd:50:24:b0,38:17:c3:1e:ff:01,38:17:c3:1f:22:31,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,80:8d:b7:55:39:c1,00:4e:35:df:06:52,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:de:e1:12,00:4e:35:df:06:50,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:22:32,00:4e:35:df:06:51,38:17:c3:1f:0e:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,80:8d:b7:55:4d:10,x,y,label
-85,-88,-100,-100,-86,-100,-76,-100,-91,-90,-91,-91,-90,-85,-100,-100,-91,-100,-100,-74,-87,-73,-87,-54,-73,-53,-93,-86,-100,-87,-85,-86,-87,-87,-88,-89,-90,-89,-88,-88,-100,-100,-100,-55,-90,-90,-84,-84,-84,-79,-80,-65,-79,-100,-65,-83,-82,-100,-100,-100,-100,-100,-77,-75,-76,-100,-77,-59,-100,-93,-100,-61,-100,-84,-87,-83,-100,-86,-100,-85,-100,-87,-100,-93,-91,-84,-80,-85,-84,-86,-84,-100,-80,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-86,-81,-80,-89,-89,-89,-89,-87,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-85,-88,-100,-100,-86,-100,-76,-100,-91,-90,-91,-89,-90,-85,-100,-100,-91,-100,-100,-75,-85,-74,-86,-54,-73,-54,-93,-87,-100,-87,-81,-81,-80,-80,-91,-88,-90,-89,-88,-88,-100,-100,-100,-54,-88,-92,-90,-83,-89,-80,-80,-60,-80,-100,-65,-82,-83,-100,-100,-100,-100,-100,-79,-78,-73,-100,-77,-60,-100,-94,-100,-61,-100,-90,-87,-89,-100,-88,-100,-88,-100,-87,-100,-100,-100,-84,-76,-89,-84,-89,-86,-100,-83,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-83,-81,-88,-87,-89,-88,-87,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-85,-88,-100,-100,-86,-100,-76,-100,-91,-90,-91,-89,-90,-85,-100,-100,-91,-100,-100,-77,-88,-77,-88,-52,-77,-53,-93,-87,-100,-88,-81,-82,-82,-81,-90,-88,-90,-89,-88,-88,-100,-100,-100,-51,-91,-91,-88,-82,-89,-84,-80,-61,-81,-100,-65,-82,-82,-100,-100,-100,-100,-100,-79,-79,-73,-100,-77,-61,-100,-94,-100,-61,-100,-88,-87,-88,-100,-88,-100,-89,-100,-86,-100,-100,-100,-83,-80,-88,-83,-89,-83,-100,-83,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-81,-90,-87,-90,-88,-85,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-85,-88,-100,-100,-86,-100,-76,-100,-91,-90,-91,-88,-90,-87,-100,-100,-91,-100,-100,-78,-88,-79,-89,-47,-78,-47,-93,-88,-100,-88,-81,-82,-85,-81,-91,-88,-90,-89,-88,-88,-100,-100,-100,-47,-91,-90,-88,-83,-91,-79,-81,-62,-79,-100,-65,-83,-82,-100,-100,-100,-100,-100,-80,-79,-79,-100,-77,-62,-100,-94,-100,-62,-100,-91,-90,-88,-100,-84,-100,-85,-100,-87,-100,-100,-100,-85,-79,-85,-86,-86,-85,-100,-84,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-81,-89,-88,-88,-88,-85,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-85,-88,-100,-100,-86,-100,-76,-100,-91,-90,-91,-87,-88,-87,-100,-100,-91,-100,-100,-79,-88,-78,-87,-50,-78,-51,-93,-90,-100,-89,-84,-84,-85,-84,-91,-88,-90,-89,-88,-88,-100,-100,-100,-51,-91,-92,-88,-82,-91,-86,-81,-63,-84,-100,-65,-81,-82,-100,-100,-100,-100,-100,-81,-77,-81,-100,-78,-62,-100,-94,-100,-73,-100,-92,-90,-88,-100,-85,-89,-86,-100,-87,-100,-100,-100,-85,-77,-84,-86,-85,-86,-100,-84,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-81,-88,-89,-88,-88,-85,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-85,-88,-100,-100,-86,-100,-76,-100,-91,-90,-91,-87,-88,-87,-100,-100,-91,-100,-100,-78,-87,-78,-89,-50,-77,-51,-93,-88,-100,-90,-84,-84,-84,-86,-91,-88,-93,-89,-88,-88,-100,-100,-100,-51,-91,-91,-88,-81,-91,-86,-81,-64,-83,-100,-65,-82,-82,-100,-100,-100,-100,-100,-80,-79,-81,-100,-80,-62,-100,-94,-100,-62,-100,-92,-90,-88,-100,-85,-88,-85,-100,-85,-100,-100,-100,-86,-78,-85,-87,-84,-86,-100,-84,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-87,-89,-89,-88,-89,-85,-84,-84,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-85,-88,-100,-100,-86,-100,-67,-100,-91,-90,-91,-88,-86,-88,-100,-100,-91,-100,-100,-78,-87,-78,-90,-52,-76,-50,-93,-88,-100,-90,-84,-85,-84,-85,-92,-88,-94,-89,-88,-88,-100,-100,-100,-51,-91,-92,-88,-95,-91,-86,-81,-62,-83,-100,-65,-81,-82,-100,-100,-100,-100,-100,-84,-75,-85,-100,-80,-64,-100,-94,-100,-64,-100,-91,-90,-88,-89,-85,-88,-84,-100,-85,-100,-100,-100,-85,-79,-86,-85,-85,-86,-90,-84,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-84,-89,-89,-88,-88,-84,-83,-84,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-85,-88,-100,-100,-86,-100,-75,-100,-100,-100,-100,-84,-83,-83,-100,-100,-91,-100,-100,-75,-91,-75,-90,-51,-76,-50,-93,-88,-100,-91,-84,-85,-86,-84,-92,-88,-94,-89,-88,-88,-100,-100,-100,-51,-91,-92,-88,-95,-91,-84,-83,-61,-85,-100,-65,-81,-82,-100,-100,-100,-100,-100,-79,-75,-78,-100,-83,-62,-100,-94,-100,-73,-100,-93,-90,-93,-89,-88,-88,-84,-100,-85,-100,-100,-100,-84,-80,-85,-82,-86,-83,-90,-81,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-80,-82,-90,-88,-87,-88,-84,-83,-84,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-88,-100,-100,-86,-100,-75,-100,-100,-100,-100,-84,-83,-83,-100,-100,-100,-100,-100,-75,-91,-74,-92,-51,-74,-52,-93,-88,-100,-89,-83,-85,-85,-86,-91,-88,-94,-89,-88,-88,-100,-100,-100,-52,-91,-91,-90,-95,-90,-86,-83,-61,-85,-100,-65,-81,-82,-100,-100,-100,-100,-100,-74,-86,-78,-100,-83,-60,-100,-94,-100,-60,-100,-92,-90,-91,-89,-88,-88,-84,-100,-90,-100,-100,-100,-84,-86,-85,-85,-86,-85,-90,-86,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-84,-86,-86,-86,-89,-84,-83,-84,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-88,-100,-100,-100,-100,-75,-100,-100,-100,-100,-84,-83,-83,-100,-100,-100,-100,-100,-74,-91,-73,-91,-50,-73,-50,-91,-88,-100,-92,-87,-86,-86,-87,-91,-88,-94,-91,-88,-88,-100,-100,-100,-49,-91,-91,-90,-95,-90,-86,-83,-60,-88,-100,-69,-83,-85,-100,-100,-100,-100,-100,-79,-82,-80,-100,-83,-59,-100,-90,-100,-62,-100,-92,-90,-91,-89,-87,-88,-88,-100,-90,-100,-100,-100,-85,-93,-86,-85,-86,-86,-90,-83,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-83,-83,-83,-86,-86,-86,-87,-84,-83,-84,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-88,-100,-100,-100,-100,-75,-100,-100,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-73,-90,-72,-89,-52,-72,-51,-91,-91,-100,-90,-83,-84,-83,-83,-91,-88,-94,-91,-100,-100,-100,-100,-100,-52,-91,-91,-90,-95,-93,-86,-83,-62,-88,-100,-69,-83,-85,-100,-100,-100,-100,-100,-76,-82,-78,-100,-83,-59,-100,-90,-100,-60,-100,-92,-90,-91,-89,-84,-88,-85,-100,-91,-100,-100,-100,-83,-83,-86,-83,-84,-84,-90,-84,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-83,-84,-83,-86,-87,-89,-86,-84,-83,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-88,-100,-100,-100,-100,-75,-100,-100,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-75,-90,-76,-92,-48,-76,-48,-91,-91,-100,-90,-88,-88,-88,-88,-91,-88,-94,-91,-100,-100,-100,-100,-100,-48,-91,-91,-90,-95,-93,-87,-86,-59,-86,-100,-69,-83,-85,-100,-100,-100,-100,-100,-80,-82,-78,-100,-79,-58,-100,-90,-100,-60,-100,-92,-90,-91,-89,-86,-88,-86,-100,-91,-100,-100,-100,-85,-88,-86,-86,-87,-85,-90,-82,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-83,-83,-88,-88,-88,-88,-87,-84,-83,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-88,-100,-100,-100,-100,-75,-100,-100,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-77,-90,-76,-91,-52,-76,-52,-91,-91,-100,-90,-87,-87,-87,-87,-91,-88,-94,-91,-100,-100,-100,-100,-100,-53,-91,-91,-90,-95,-91,-81,-81,-57,-81,-100,-69,-84,-85,-100,-100,-100,-100,-100,-80,-82,-80,-100,-79,-61,-100,-90,-100,-61,-100,-92,-90,-91,-89,-86,-88,-85,-100,-91,-100,-100,-100,-85,-80,-87,-84,-86,-85,-90,-86,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-83,-85,-84,-88,-88,-86,-87,-84,-83,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-88,-100,-100,-100,-100,-75,-100,-100,-100,-100,-84,-83,-84,-100,-100,-100,-100,-100,-74,-90,-75,-91,-43,-74,-43,-91,-91,-100,-90,-87,-87,-86,-86,-91,-88,-94,-91,-100,-100,-100,-100,-100,-43,-91,-91,-90,-84,-90,-81,-81,-54,-81,-100,-69,-85,-84,-100,-100,-100,-100,-100,-79,-82,-79,-100,-80,-54,-100,-93,-100,-53,-100,-92,-90,-91,-89,-86,-88,-90,-100,-91,-100,-100,-100,-75,-86,-90,-75,-86,-75,-90,-82,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-79,-83,-82,-85,-84,-84,-84,-84,-83,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-88,-100,-100,-100,-100,-75,-100,-100,-100,-100,-84,-83,-84,-100,-100,-100,-100,-100,-74,-90,-71,-90,-42,-73,-42,-91,-89,-100,-90,-83,-84,-84,-83,-91,-88,-94,-93,-100,-100,-100,-100,-100,-42,-91,-91,-90,-84,-90,-81,-81,-56,-81,-100,-69,-85,-84,-100,-100,-100,-100,-100,-79,-82,-78,-100,-84,-51,-100,-91,-100,-54,-100,-88,-90,-91,-87,-87,-88,-87,-100,-91,-100,-100,-100,-77,-87,-85,-78,-86,-79,-90,-86,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-79,-85,-84,-84,-83,-83,-84,-84,-83,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-88,-100,-100,-100,-100,-75,-100,-100,-100,-100,-84,-84,-84,-100,-89,-100,-92,-100,-72,-90,-73,-90,-44,-71,-43,-91,-89,-100,-90,-84,-84,-85,-84,-91,-88,-94,-93,-100,-100,-100,-100,-100,-43,-91,-91,-90,-83,-91,-81,-81,-68,-80,-100,-65,-82,-83,-100,-100,-100,-100,-100,-79,-82,-78,-100,-84,-54,-100,-91,-100,-54,-100,-90,-90,-91,-87,-88,-88,-87,-100,-91,-100,-100,-100,-78,-91,-90,-78,-89,-78,-90,-81,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-79,-82,-82,-84,-84,-86,-84,-84,-83,-82,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-88,-100,-100,-100,-100,-75,-100,-100,-100,-100,-85,-85,-85,-100,-89,-100,-92,-100,-77,-90,-76,-92,-42,-77,-43,-91,-89,-100,-91,-83,-84,-84,-84,-91,-88,-94,-93,-100,-100,-100,-100,-100,-42,-91,-91,-90,-84,-89,-81,-81,-56,-80,-100,-72,-83,-84,-100,-100,-100,-100,-100,-79,-85,-79,-100,-84,-55,-100,-91,-100,-55,-100,-91,-90,-90,-87,-87,-88,-87,-100,-86,-100,-100,-100,-74,-86,-85,-74,-86,-75,-90,-81,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-72,-81,-81,-84,-84,-84,-85,-83,-83,-83,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-88,-100,-100,-100,-100,-75,-100,-100,-100,-100,-85,-85,-85,-100,-89,-100,-92,-100,-77,-90,-76,-92,-41,-77,-42,-91,-89,-100,-90,-83,-83,-82,-84,-91,-88,-94,-93,-100,-100,-100,-100,-100,-43,-91,-91,-90,-84,-88,-85,-86,-54,-80,-100,-72,-83,-84,-100,-100,-100,-100,-100,-81,-86,-81,-100,-84,-55,-100,-91,-100,-53,-100,-91,-90,-89,-87,-87,-88,-87,-100,-89,-100,-100,-100,-75,-85,-89,-76,-86,-76,-90,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-72,-81,-81,-83,-84,-84,-84,-83,-83,-83,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-88,-100,-100,-100,-100,-75,-100,-100,-100,-100,-85,-85,-85,-100,-89,-100,-92,-100,-78,-91,-79,-91,-42,-78,-42,-91,-90,-100,-91,-83,-83,-84,-83,-91,-88,-94,-93,-100,-100,-100,-100,-100,-42,-91,-91,-90,-84,-90,-85,-86,-54,-80,-100,-71,-87,-85,-100,-100,-100,-100,-100,-81,-82,-81,-100,-84,-53,-100,-91,-100,-53,-100,-91,-90,-89,-89,-87,-88,-90,-100,-89,-100,-100,-100,-75,-80,-89,-76,-86,-76,-88,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-72,-81,-82,-84,-84,-84,-84,-84,-83,-83,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
