44:48:c1:91:95:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a2,44:48:c1:91:95:a3,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:19:36:30,38:17:c3:19:36:32,38:17:c3:1a:cf:d0,38:17:c3:1a:cf:d2,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:81,38:17:c3:1f:09:82,44:48:c1:91:95:b0,38:17:c3:1f:09:83,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:09:80,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,b6:e6:2d:69:d5:58,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:24:47:50,44:48:c1:91:d0:04,38:17:c3:24:47:52,38:17:c3:24:47:51,66:2a:2f:53:7c:99,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:1f:19:c0,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,a8:bd:27:4c:aa:80,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,a8:bd:27:4c:aa:81,38:17:c3:22:5e:f2,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,38:17:c3:24:56:52,72:32:b1:3e:1a:b7,38:17:c3:24:56:50,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:1c:10,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,38:17:c3:1f:19:f0,38:17:c3:22:61:90,44:48:c1:91:aa:21,44:48:c1:91:aa:22,38:17:c3:24:56:51,ac:e2:d3:c4:08:e6,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,38:17:c3:22:61:92,38:17:c3:22:61:91,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:25:e3,38:17:c3:19:36:31,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:3a:50,80:8d:b7:55:35:11,38:17:c3:1e:ff:10,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:35:12,80:8d:b7:55:25:e1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,02:54:af:fe:54:11,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:19:71:90,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,80:8d:b7:55:3a:40,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:71:92,68:ff:7b:e4:af:38,38:17:c3:19:71:91,68:ff:7b:e4:af:39,80:8d:b7:55:35:02,ea:9e:b4:53:24:54,80:8d:b7:55:35:00,80:8d:b7:55:29:d0,80:8d:b7:55:29:d1,80:8d:b7:55:35:01,80:8d:b7:55:29:d2,80:8d:b7:55:29:c0,38:17:c3:1e:ff:00,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,20:a6:cd:50:24:b0,00:4e:35:df:06:52,38:17:c3:1f:22:32,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,00:4e:35:de:e1:12,38:17:c3:1f:22:31,20:a6:cd:50:24:a1,00:4e:35:df:06:40,20:a6:cd:50:24:b1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,20:a6:cd:50:24:b2,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1f:0e:10,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,00:4e:35:df:06:41,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,x,y,label
-100,-100,-100,-94,-87,-93,-87,-100,-100,-84,-83,-84,-88,-90,-100,-100,-100,-100,-76,-73,-89,-89,-100,-100,-92,-92,-92,-92,-93,-83,-83,-82,-100,-89,-84,-87,-85,-87,-87,-85,-100,-88,-90,-88,-75,-85,-86,-75,-56,-75,-56,-85,-85,-100,-85,-100,-100,-85,-88,-86,-88,-91,-90,-88,-84,-87,-88,-94,-100,-100,-100,-57,-90,-90,-86,-82,-83,-65,-82,-100,-80,-85,-100,-86,-100,-100,-90,-100,-100,-76,-100,-81,-66,-92,-100,-100,-66,-93,-84,-88,-89,-88,-91,-92,-91,-100,-100,-100,-86,-91,-88,-86,-89,-89,-89,-88,-88,-89,-87,-88,-88,-88,-89,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,367,124,9
-100,-100,-100,-100,-83,-83,-84,-100,-100,-84,-85,-83,-88,-91,-100,-100,-100,-100,-77,-79,-92,-89,-100,-100,-92,-86,-92,-92,-93,-82,-83,-82,-100,-89,-84,-87,-86,-87,-87,-85,-100,-100,-90,-100,-78,-85,-86,-79,-59,-79,-58,-85,-85,-100,-91,-100,-100,-83,-83,-82,-84,-91,-90,-88,-84,-87,-88,-94,-100,-100,-100,-58,-90,-92,-82,-86,-83,-65,-85,-100,-80,-85,-100,-82,-100,-100,-90,-100,-100,-76,-100,-80,-65,-92,-100,-100,-63,-93,-84,-86,-86,-86,-85,-92,-100,-100,-100,-100,-80,-91,-100,-86,-100,-100,-90,-90,-88,-90,-87,-88,-88,-88,-89,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-100,-100,-100,-100,-83,-83,-83,-100,-100,-83,-82,-82,-92,-89,-100,-100,-100,-100,-81,-82,-92,-89,-100,-100,-92,-86,-92,-92,-93,-84,-84,-85,-100,-89,-84,-87,-86,-87,-87,-85,-100,-100,-90,-100,-81,-85,-92,-80,-57,-81,-58,-85,-85,-100,-91,-100,-100,-83,-83,-86,-84,-90,-89,-88,-84,-87,-88,-94,-100,-100,-100,-57,-91,-92,-82,-86,-83,-65,-85,-100,-80,-83,-100,-82,-100,-100,-90,-100,-100,-81,-100,-80,-64,-92,-100,-100,-66,-93,-84,-87,-86,-85,-87,-92,-100,-100,-100,-100,-77,-91,-100,-87,-100,-100,-90,-91,-88,-91,-87,-88,-88,-88,-89,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-100,-100,-100,-100,-84,-85,-85,-100,-100,-83,-82,-84,-90,-89,-100,-100,-100,-100,-76,-77,-90,-90,-100,-100,-92,-87,-92,-92,-93,-86,-85,-85,-100,-89,-84,-87,-86,-87,-87,-85,-100,-100,-90,-100,-76,-92,-91,-77,-61,-77,-60,-85,-85,-100,-89,-100,-100,-83,-83,-83,-83,-90,-90,-88,-84,-87,-88,-94,-100,-100,-100,-61,-91,-91,-71,-85,-82,-61,-82,-100,-80,-71,-100,-71,-100,-100,-90,-100,-100,-75,-100,-77,-62,-92,-100,-100,-62,-93,-84,-87,-87,-85,-86,-92,-100,-100,-100,-100,-75,-91,-100,-87,-100,-100,-90,-91,-88,-91,-87,-88,-88,-88,-89,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-100,-100,-100,-100,-85,-84,-85,-100,-100,-83,-83,-84,-88,-89,-100,-100,-100,-100,-76,-81,-90,-88,-100,-100,-92,-87,-92,-92,-93,-84,-85,-85,-100,-89,-84,-87,-87,-87,-87,-85,-100,-100,-90,-100,-79,-89,-88,-78,-58,-78,-59,-88,-85,-100,-89,-100,-100,-83,-84,-83,-84,-89,-89,-88,-84,-87,-88,-93,-100,-100,-100,-59,-91,-89,-71,-83,-84,-62,-82,-100,-82,-71,-100,-71,-100,-100,-90,-100,-100,-78,-100,-77,-63,-92,-100,-100,-62,-93,-84,-84,-86,-84,-85,-92,-100,-100,-100,-100,-77,-91,-100,-84,-100,-100,-94,-91,-88,-92,-87,-88,-88,-87,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-100,-100,-100,-100,-87,-86,-85,-100,-100,-83,-83,-84,-89,-90,-100,-100,-100,-100,-79,-79,-88,-90,-100,-100,-92,-88,-92,-92,-93,-86,-84,-86,-100,-89,-84,-87,-87,-87,-87,-85,-100,-100,-90,-100,-78,-89,-90,-78,-59,-78,-60,-88,-87,-100,-88,-100,-100,-83,-84,-84,-83,-93,-89,-88,-84,-87,-88,-93,-100,-100,-100,-59,-91,-92,-84,-83,-83,-61,-84,-100,-80,-85,-100,-84,-100,-100,-90,-100,-100,-77,-100,-76,-59,-92,-100,-100,-62,-93,-84,-85,-84,-85,-85,-92,-100,-100,-100,-100,-82,-91,-100,-86,-100,-100,-94,-91,-88,-92,-89,-87,-87,-88,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-100,-100,-100,-100,-84,-84,-85,-100,-100,-84,-83,-82,-89,-89,-100,-100,-100,-100,-78,-79,-91,-89,-100,-100,-92,-87,-92,-92,-93,-85,-83,-85,-100,-89,-84,-87,-85,-87,-87,-85,-100,-100,-90,-100,-78,-88,-89,-78,-61,-78,-60,-88,-87,-100,-89,-100,-100,-84,-84,-83,-84,-91,-91,-88,-91,-87,-88,-94,-100,-100,-100,-59,-90,-91,-84,-83,-84,-63,-83,-100,-79,-85,-100,-86,-100,-100,-90,-100,-100,-77,-100,-74,-63,-92,-100,-100,-63,-93,-84,-85,-85,-86,-86,-92,-100,-100,-100,-100,-80,-91,-100,-83,-100,-100,-92,-91,-88,-92,-89,-87,-87,-88,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-100,-100,-100,-100,-87,-89,-88,-100,-100,-82,-80,-81,-89,-89,-100,-100,-100,-100,-82,-81,-88,-89,-87,-89,-100,-87,-100,-100,-100,-88,-87,-87,-90,-89,-84,-87,-89,-100,-87,-100,-100,-100,-100,-100,-77,-88,-89,-77,-52,-76,-52,-88,-93,-100,-91,-100,-100,-84,-84,-91,-84,-91,-91,-95,-91,-87,-88,-94,-100,-100,-100,-52,-90,-91,-83,-83,-83,-60,-83,-100,-79,-85,-100,-86,-100,-100,-90,-100,-100,-80,-100,-74,-60,-92,-100,-100,-60,-93,-84,-85,-86,-85,-85,-100,-100,-100,-100,-100,-81,-100,-100,-83,-100,-100,-88,-88,-89,-88,-89,-87,-87,-88,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-100,-100,-100,-87,-89,-88,-100,-100,-82,-82,-82,-89,-89,-100,-100,-100,-100,-80,-77,-88,-89,-87,-88,-100,-84,-100,-100,-100,-85,-86,-86,-88,-89,-84,-87,-89,-100,-87,-100,-100,-100,-100,-100,-78,-88,-90,-78,-53,-78,-52,-88,-91,-100,-91,-100,-100,-90,-84,-90,-84,-91,-91,-95,-91,-87,-88,-94,-100,-100,-100,-53,-90,-94,-73,-83,-84,-59,-83,-100,-79,-69,-100,-72,-100,-100,-90,-100,-100,-80,-100,-74,-60,-92,-100,-100,-60,-93,-84,-85,-86,-85,-85,-100,-100,-100,-100,-100,-82,-100,-100,-83,-100,-100,-87,-90,-87,-87,-89,-87,-87,-88,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-100,-100,-100,-87,-89,-88,-100,-100,-83,-82,-82,-89,-89,-100,-100,-100,-100,-80,-77,-88,-89,-87,-88,-100,-84,-100,-100,-100,-86,-86,-86,-88,-89,-84,-87,-89,-100,-87,-100,-100,-100,-100,-100,-77,-91,-89,-77,-52,-77,-52,-92,-93,-100,-92,-100,-100,-90,-84,-90,-84,-91,-91,-95,-91,-87,-88,-94,-100,-100,-100,-54,-90,-94,-84,-83,-84,-61,-83,-100,-79,-83,-100,-83,-100,-100,-90,-100,-100,-80,-100,-74,-60,-92,-100,-100,-59,-93,-91,-85,-86,-86,-85,-100,-100,-100,-100,-100,-79,-100,-100,-83,-100,-100,-87,-87,-88,-87,-89,-87,-87,-88,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-100,-100,-100,-87,-89,-88,-100,-100,-81,-82,-82,-87,-88,-100,-100,-100,-100,-80,-76,-89,-88,-87,-87,-100,-86,-100,-100,-100,-87,-86,-85,-88,-89,-84,-87,-91,-100,-87,-100,-100,-100,-100,-100,-78,-90,-91,-77,-52,-78,-53,-91,-93,-100,-92,-100,-100,-90,-84,-88,-84,-91,-91,-95,-91,-87,-88,-94,-100,-100,-100,-53,-90,-94,-90,-83,-83,-60,-83,-100,-82,-83,-100,-85,-100,-100,-90,-100,-100,-79,-100,-74,-60,-92,-100,-100,-60,-93,-91,-86,-85,-87,-85,-100,-100,-100,-100,-100,-74,-100,-100,-83,-100,-100,-87,-87,-87,-88,-89,-87,-87,-89,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-100,-100,-100,-87,-90,-88,-100,-100,-82,-81,-82,-87,-90,-100,-100,-100,-100,-79,-77,-88,-90,-87,-87,-100,-84,-100,-100,-100,-86,-86,-87,-87,-89,-84,-87,-90,-100,-87,-100,-100,-100,-100,-100,-78,-91,-92,-78,-53,-77,-54,-91,-93,-100,-91,-100,-100,-90,-84,-88,-84,-91,-91,-95,-91,-87,-88,-94,-100,-100,-100,-53,-90,-92,-84,-83,-83,-59,-84,-100,-85,-83,-100,-83,-100,-100,-90,-100,-100,-81,-100,-83,-59,-92,-100,-100,-59,-93,-91,-87,-86,-85,-87,-100,-100,-100,-100,-100,-75,-100,-100,-83,-100,-100,-88,-87,-88,-87,-89,-87,-87,-89,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-100,-100,-100,-87,-90,-88,-100,-100,-81,-81,-82,-89,-88,-100,-100,-100,-100,-79,-78,-89,-89,-89,-88,-100,-85,-100,-100,-100,-86,-86,-85,-88,-89,-84,-87,-90,-100,-87,-100,-100,-100,-100,-100,-77,-91,-91,-77,-52,-78,-52,-90,-93,-100,-90,-100,-100,-90,-84,-90,-84,-91,-91,-95,-91,-87,-88,-94,-100,-100,-100,-53,-90,-92,-83,-84,-83,-59,-82,-100,-85,-83,-100,-85,-100,-100,-90,-100,-100,-81,-100,-81,-60,-92,-100,-100,-60,-93,-91,-85,-85,-85,-85,-100,-100,-100,-100,-100,-84,-100,-100,-83,-100,-100,-89,-88,-87,-88,-89,-87,-87,-89,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-100,-100,-100,-84,-85,-84,-100,-100,-81,-81,-82,-91,-90,-93,-100,-100,-100,-78,-77,-89,-90,-89,-88,-100,-89,-100,-100,-100,-77,-76,-77,-88,-89,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-85,-89,-89,-85,-49,-85,-49,-89,-93,-100,-90,-100,-100,-90,-84,-87,-84,-91,-91,-95,-91,-100,-100,-94,-100,-100,-100,-49,-90,-92,-87,-84,-83,-55,-82,-100,-84,-83,-100,-85,-100,-100,-100,-100,-100,-78,-100,-75,-55,-100,-100,-100,-54,-100,-91,-87,-89,-88,-88,-100,-100,-100,-100,-100,-78,-100,-100,-83,-100,-100,-90,-90,-89,-89,-87,-89,-88,-89,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-100,-100,-100,-84,-85,-84,-100,-100,-91,-81,-82,-92,-91,-93,-100,-100,-100,-77,-79,-91,-91,-89,-88,-100,-88,-100,-100,-100,-80,-81,-81,-88,-89,-100,-87,-91,-100,-100,-100,-100,-100,-100,-100,-86,-90,-89,-85,-48,-83,-48,-89,-93,-100,-89,-100,-100,-90,-84,-87,-84,-91,-91,-95,-91,-100,-100,-94,-100,-100,-100,-49,-90,-92,-87,-84,-83,-54,-85,-100,-84,-83,-100,-85,-100,-100,-100,-100,-100,-78,-100,-78,-54,-100,-100,-100,-56,-100,-91,-87,-89,-88,-87,-100,-100,-100,-100,-100,-77,-100,-100,-83,-100,-100,-89,-90,-89,-90,-87,-89,-87,-89,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-100,-100,-100,-84,-84,-86,-100,-100,-90,-81,-82,-92,-91,-93,-100,-100,-100,-79,-79,-90,-90,-89,-88,-100,-88,-100,-100,-100,-80,-80,-80,-88,-89,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-83,-90,-90,-82,-48,-83,-49,-90,-93,-100,-89,-100,-100,-90,-84,-87,-84,-91,-91,-95,-91,-100,-100,-94,-100,-100,-100,-47,-90,-92,-88,-86,-87,-55,-85,-100,-83,-87,-100,-85,-100,-100,-100,-100,-100,-79,-100,-78,-56,-100,-100,-100,-51,-100,-91,-88,-90,-89,-87,-100,-100,-100,-100,-100,-82,-100,-100,-83,-100,-100,-87,-87,-88,-87,-87,-87,-87,-89,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-100,-100,-100,-84,-85,-85,-100,-100,-90,-81,-82,-90,-92,-93,-100,-100,-100,-79,-77,-91,-91,-89,-88,-100,-88,-100,-100,-100,-81,-81,-81,-88,-89,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-83,-90,-89,-83,-49,-83,-47,-88,-93,-100,-89,-100,-100,-90,-84,-87,-84,-91,-91,-95,-91,-100,-100,-94,-100,-100,-100,-48,-90,-92,-87,-85,-86,-56,-85,-100,-85,-88,-100,-88,-100,-100,-100,-100,-100,-80,-100,-78,-54,-100,-100,-100,-56,-100,-91,-87,-89,-86,-89,-100,-100,-100,-100,-100,-76,-100,-100,-82,-100,-100,-88,-88,-88,-88,-86,-87,-90,-89,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-100,-100,-100,-84,-85,-84,-100,-100,-90,-81,-82,-90,-91,-93,-100,-100,-100,-78,-78,-90,-91,-89,-88,-100,-85,-100,-100,-100,-79,-80,-81,-90,-89,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-83,-90,-90,-82,-48,-82,-48,-89,-93,-100,-88,-100,-100,-90,-84,-87,-84,-91,-91,-95,-94,-100,-100,-94,-100,-100,-100,-47,-90,-92,-87,-84,-86,-56,-86,-100,-85,-89,-100,-89,-100,-100,-100,-100,-100,-79,-100,-78,-54,-100,-100,-100,-55,-100,-91,-87,-88,-87,-87,-100,-100,-100,-100,-100,-82,-100,-100,-81,-100,-100,-89,-88,-89,-88,-86,-87,-90,-89,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
