44:48:c1:91:95:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a2,44:48:c1:91:95:a3,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:19:36:30,38:17:c3:19:36:32,38:17:c3:1a:cf:d0,38:17:c3:1a:cf:d2,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:81,38:17:c3:1f:09:82,44:48:c1:91:95:b0,38:17:c3:1f:09:83,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:09:80,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,b6:e6:2d:69:d5:58,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:24:47:50,44:48:c1:91:d0:04,38:17:c3:24:47:52,38:17:c3:24:47:51,66:2a:2f:53:7c:99,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:1f:19:c0,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,a8:bd:27:4c:aa:80,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,a8:bd:27:4c:aa:81,38:17:c3:22:5e:f2,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,38:17:c3:24:56:52,72:32:b1:3e:1a:b7,38:17:c3:24:56:50,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:1c:10,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,38:17:c3:1f:19:f0,38:17:c3:22:61:90,44:48:c1:91:aa:21,44:48:c1:91:aa:22,38:17:c3:24:56:51,ac:e2:d3:c4:08:e6,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,38:17:c3:22:61:92,38:17:c3:22:61:91,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:25:e3,38:17:c3:19:36:31,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:3a:50,80:8d:b7:55:35:11,38:17:c3:1e:ff:10,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:35:12,80:8d:b7:55:25:e1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,02:54:af:fe:54:11,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:19:71:90,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,80:8d:b7:55:3a:40,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:71:92,68:ff:7b:e4:af:38,38:17:c3:19:71:91,68:ff:7b:e4:af:39,80:8d:b7:55:35:02,ea:9e:b4:53:24:54,80:8d:b7:55:35:00,80:8d:b7:55:29:d0,80:8d:b7:55:29:d1,80:8d:b7:55:35:01,80:8d:b7:55:29:d2,80:8d:b7:55:29:c0,38:17:c3:1e:ff:00,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,20:a6:cd:50:24:b0,00:4e:35:df:06:52,38:17:c3:1f:22:32,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,00:4e:35:de:e1:12,38:17:c3:1f:22:31,20:a6:cd:50:24:a1,00:4e:35:df:06:40,20:a6:cd:50:24:b1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,20:a6:cd:50:24:b2,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1f:0e:10,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,00:4e:35:df:06:41,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,x,y,label
-100,-100,-100,-100,-82,-82,-82,-85,-85,-79,-79,-78,-89,-93,-92,-90,-100,-100,-92,-87,-92,-100,-100,-100,-100,-93,-100,-100,-100,-70,-70,-70,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-85,-62,-85,-61,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-95,-100,-100,-100,-63,-100,-100,-78,-88,-91,-87,-88,-100,-92,-78,-100,-81,-100,-100,-100,-100,-100,-92,-100,-89,-74,-100,-100,-100,-74,-100,-100,-87,-86,-86,-88,-100,-100,-100,-100,-100,-69,-100,-100,-72,-100,-100,-75,-75,-74,-75,-75,-77,-78,-83,-84,-83,-90,-89,-91,-90,-85,-85,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,571,124,21
-100,-100,-100,-100,-82,-82,-82,-85,-85,-80,-81,-79,-89,-93,-92,-90,-100,-100,-92,-87,-93,-100,-100,-100,-100,-90,-100,-100,-100,-68,-70,-69,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-87,-64,-87,-63,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-91,-100,-100,-100,-65,-100,-100,-78,-88,-90,-72,-89,-100,-93,-78,-100,-81,-100,-100,-100,-100,-100,-91,-100,-91,-71,-100,-100,-100,-87,-100,-100,-87,-86,-86,-88,-100,-100,-100,-100,-100,-69,-100,-100,-70,-100,-100,-74,-75,-74,-75,-75,-76,-78,-83,-83,-84,-90,-89,-90,-91,-85,-85,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,571,124,21
-100,-100,-100,-100,-77,-79,-79,-86,-85,-75,-76,-74,-89,-93,-92,-90,-100,-100,-92,-89,-93,-100,-100,-100,-100,-90,-100,-100,-100,-64,-65,-63,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-86,-64,-87,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-91,-100,-100,-100,-64,-100,-100,-78,-88,-90,-69,-89,-100,-93,-78,-100,-81,-100,-100,-100,-100,-100,-91,-100,-91,-69,-100,-100,-100,-69,-100,-100,-87,-86,-86,-88,-100,-100,-100,-100,-100,-68,-100,-100,-68,-100,-100,-70,-71,-71,-72,-69,-71,-71,-83,-83,-84,-90,-89,-90,-91,-85,-86,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,124,22
-100,-100,-100,-100,-75,-74,-79,-86,-86,-71,-70,-71,-89,-93,-92,-90,-100,-100,-92,-92,-93,-100,-100,-100,-100,-90,-100,-100,-100,-67,-65,-67,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-88,-65,-88,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-64,-100,-100,-78,-88,-90,-72,-89,-100,-93,-78,-100,-81,-100,-100,-100,-100,-100,-91,-100,-91,-69,-100,-100,-100,-72,-100,-100,-100,-86,-86,-88,-100,-100,-100,-100,-100,-70,-100,-100,-68,-100,-100,-71,-72,-72,-72,-70,-70,-71,-86,-86,-85,-90,-89,-90,-91,-84,-86,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,124,22
-100,-100,-100,-100,-75,-74,-79,-84,-85,-70,-71,-70,-89,-93,-92,-100,-100,-100,-92,-92,-93,-100,-100,-100,-100,-90,-100,-100,-100,-65,-66,-65,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-89,-66,-90,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-65,-100,-100,-78,-88,-90,-71,-89,-100,-93,-78,-100,-81,-100,-100,-100,-100,-100,-91,-100,-91,-72,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-70,-100,-100,-71,-69,-69,-70,-70,-70,-71,-86,-86,-85,-90,-100,-90,-91,-86,-86,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,124,22
-100,-100,-100,-100,-76,-75,-76,-86,-86,-75,-73,-73,-89,-93,-92,-100,-100,-100,-92,-92,-93,-100,-100,-100,-100,-90,-100,-100,-100,-67,-64,-66,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-91,-66,-89,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-64,-100,-100,-78,-88,-90,-70,-89,-100,-89,-78,-100,-81,-100,-100,-100,-100,-100,-94,-100,-91,-70,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-70,-100,-100,-72,-72,-72,-72,-70,-69,-71,-86,-86,-86,-88,-100,-90,-91,-86,-86,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,124,22
-100,-100,-100,-100,-76,-77,-77,-85,-85,-75,-73,-73,-89,-93,-92,-100,-100,-100,-93,-92,-93,-100,-100,-100,-100,-90,-100,-100,-100,-66,-67,-67,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-87,-65,-89,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-64,-100,-100,-78,-88,-90,-70,-89,-100,-93,-78,-100,-81,-100,-100,-100,-100,-100,-92,-100,-91,-69,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-68,-100,-100,-72,-73,-72,-72,-69,-89,-71,-87,-86,-86,-88,-100,-90,-91,-86,-85,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,124,22
-100,-100,-100,-100,-76,-77,-77,-86,-86,-73,-74,-73,-89,-93,-92,-100,-100,-100,-93,-92,-93,-100,-100,-100,-100,-91,-100,-100,-100,-66,-66,-67,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-87,-64,-88,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-64,-100,-100,-78,-88,-90,-70,-89,-100,-92,-78,-100,-81,-100,-100,-100,-100,-100,-94,-100,-91,-69,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-67,-100,-100,-70,-71,-71,-72,-69,-70,-70,-87,-88,-87,-88,-100,-90,-91,-84,-85,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,124,22
-100,-100,-100,-100,-80,-78,-79,-85,-85,-71,-71,-71,-89,-93,-92,-100,-100,-100,-93,-92,-93,-100,-100,-100,-100,-91,-100,-100,-100,-77,-76,-76,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-67,-83,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-66,-100,-100,-78,-88,-90,-75,-89,-100,-93,-78,-100,-81,-100,-100,-100,-100,-100,-92,-100,-91,-69,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-67,-100,-100,-70,-70,-71,-70,-69,-70,-70,-79,-80,-79,-88,-100,-92,-93,-84,-83,-89,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-100,-100,-75,-75,-75,-84,-83,-73,-71,-73,-89,-93,-92,-100,-100,-100,-93,-92,-93,-100,-100,-100,-100,-89,-100,-100,-100,-68,-67,-68,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-89,-65,-88,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-65,-100,-100,-78,-88,-90,-75,-89,-100,-93,-78,-100,-81,-100,-100,-100,-100,-100,-92,-100,-91,-76,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-68,-100,-100,-64,-65,-65,-65,-75,-75,-90,-79,-96,-81,-88,-100,-89,-90,-81,-83,-89,-90,-90,-90,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-100,-100,-74,-74,-74,-81,-81,-73,-73,-73,-100,-93,-92,-100,-100,-100,-92,-92,-93,-100,-100,-100,-100,-91,-100,-100,-100,-63,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-85,-66,-85,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-66,-100,-100,-100,-88,-90,-84,-89,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-91,-80,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-66,-100,-100,-64,-63,-62,-64,-84,-75,-77,-81,-96,-81,-88,-100,-89,-90,-81,-81,-89,-91,-90,-90,-90,-91,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-100,-100,-77,-76,-77,-83,-83,-75,-76,-75,-100,-93,-92,-100,-100,-100,-92,-92,-93,-100,-100,-100,-100,-91,-100,-100,-100,-65,-66,-66,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-85,-66,-84,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-67,-100,-100,-100,-88,-90,-80,-89,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-91,-78,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-67,-100,-100,-64,-64,-64,-63,-74,-75,-76,-81,-81,-82,-88,-100,-90,-91,-83,-85,-89,-91,-89,-90,-90,-91,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-100,-100,-77,-75,-80,-82,-82,-74,-73,-74,-100,-93,-92,-100,-100,-100,-92,-93,-93,-100,-100,-100,-100,-91,-100,-100,-100,-63,-66,-65,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-83,-65,-83,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-65,-100,-100,-100,-88,-90,-79,-89,-100,-93,-100,-100,-88,-100,-100,-100,-100,-100,-91,-100,-93,-81,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-69,-100,-100,-62,-62,-64,-65,-73,-73,-76,-81,-81,-82,-92,-100,-93,-90,-82,-83,-90,-89,-89,-90,-90,-91,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-100,-100,-76,-76,-75,-82,-82,-75,-72,-76,-100,-93,-92,-100,-100,-100,-92,-93,-93,-100,-100,-100,-100,-91,-100,-100,-100,-65,-65,-65,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-83,-62,-83,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-64,-100,-100,-100,-88,-90,-80,-89,-100,-93,-100,-100,-88,-100,-100,-100,-100,-100,-91,-100,-93,-77,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-69,-100,-100,-63,-64,-62,-63,-75,-74,-76,-82,-83,-82,-92,-100,-89,-89,-81,-81,-90,-89,-89,-90,-92,-91,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-100,-100,-76,-74,-76,-85,-83,-69,-68,-68,-100,-93,-92,-100,-100,-100,-92,-93,-93,-100,-100,-100,-100,-91,-100,-100,-100,-65,-65,-65,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-86,-68,-85,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-68,-100,-100,-100,-88,-90,-73,-89,-100,-91,-100,-100,-88,-100,-100,-100,-100,-100,-91,-100,-93,-73,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-61,-100,-100,-66,-67,-68,-68,-67,-68,-88,-80,-83,-82,-92,-100,-90,-90,-83,-83,-90,-89,-89,-90,-89,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-100,-76,-74,-76,-85,-83,-66,-66,-67,-100,-93,-92,-100,-100,-100,-93,-93,-93,-100,-100,-100,-100,-91,-100,-100,-100,-71,-72,-71,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-84,-67,-84,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-67,-100,-100,-100,-88,-90,-74,-89,-100,-92,-100,-100,-88,-100,-100,-100,-100,-100,-91,-100,-93,-72,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-63,-100,-100,-68,-68,-69,-68,-66,-68,-70,-80,-80,-82,-92,-100,-92,-90,-83,-83,-88,-90,-89,-90,-89,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-100,-76,-74,-74,-82,-82,-65,-66,-66,-100,-93,-92,-100,-100,-100,-92,-93,-93,-100,-100,-100,-100,-91,-100,-100,-100,-71,-70,-70,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-68,-85,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-67,-100,-100,-100,-88,-90,-75,-89,-100,-92,-100,-100,-88,-100,-100,-100,-100,-100,-91,-100,-93,-74,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-64,-100,-100,-69,-69,-69,-69,-68,-68,-66,-83,-79,-79,-92,-100,-90,-90,-82,-82,-89,-91,-91,-90,-89,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-100,-74,-75,-78,-82,-82,-66,-66,-67,-100,-93,-92,-100,-100,-100,-92,-93,-93,-100,-100,-100,-100,-90,-100,-100,-100,-70,-69,-69,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-69,-85,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-68,-100,-100,-86,-88,-90,-74,-89,-100,-81,-85,-100,-84,-100,-100,-100,-100,-100,-91,-100,-93,-74,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-64,-100,-100,-71,-69,-69,-71,-66,-69,-68,-79,-79,-82,-91,-100,-90,-91,-82,-82,-89,-90,-91,-89,-89,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
