20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a2,20:a6:cd:42:0a:c2,44:48:c1:91:95:a3,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,38:17:c3:19:d7:70,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:24:47:50,44:48:c1:91:d0:04,38:17:c3:24:47:52,38:17:c3:22:61:91,38:17:c3:24:47:51,38:17:c3:22:61:92,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:22:61:90,38:17:c3:1f:19:c0,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:09:93,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,38:17:c3:19:36:30,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,20:a6:cd:42:13:f0,20:a6:cd:42:13:f1,b4:5d:50:e1:96:40,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:1c:10,38:17:c3:1f:19:f0,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,38:17:c3:1f:09:90,b4:5d:50:e1:96:43,38:17:c3:1f:1c:12,38:17:c3:1f:09:91,38:17:c3:1f:1c:11,a8:bd:27:4c:aa:91,38:17:c3:1f:09:81,a8:bd:27:4c:aa:90,38:17:c3:1f:09:82,38:17:c3:1f:09:83,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,a8:bd:27:4c:aa:93,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:1f:09:80,38:17:c3:1f:19:f2,38:17:c3:22:5e:f0,38:17:c3:1f:19:f1,66:2a:2f:53:7c:99,20:a6:cd:42:0b:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,08:36:c9:53:bf:8b,80:8d:b7:55:25:e3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:25:f1,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f2,80:8d:b7:55:35:03,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:12,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,38:17:c3:1e:ff:10,80:8d:b7:55:39:d0,38:17:c3:1e:ff:11,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,68:ff:7b:e4:af:39,38:17:c3:1e:ff:12,38:17:c3:19:71:90,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,38:17:c3:19:71:92,38:17:c3:19:71:91,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:22:30,20:a6:cd:50:24:b0,80:8d:b7:55:29:d0,80:8d:b7:55:39:c2,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,68:ff:7b:e4:af:38,00:4e:35:df:06:52,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:1f:0e:10,38:17:c3:1f:22:31,00:4e:35:de:e1:12,80:8d:b7:55:29:c2,00:4e:35:df:06:51,00:4e:35:df:06:50,00:4e:35:df:06:41,38:17:c3:1f:22:32,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,x,y,label
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-78,-100,-100,-100,-100,-82,-100,-83,-61,-82,-61,-100,-100,-100,-100,-100,-100,-91,-100,-92,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-93,-100,-100,-76,-91,-90,-89,-100,-100,-100,-100,-100,-90,-88,-88,-88,-76,-100,-100,-100,-100,-75,-100,-91,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-66,-72,-67,-100,-66,-100,-100,-100,-100,-100,-92,-65,-71,-71,-71,-71,-80,-69,-71,-70,-70,-69,-100,-89,-85,-85,-86,-85,-86,-91,-91,-86,-88,-89,-89,-87,-89,-88,-88,-89,-91,-89,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-100,-100,-100,-82,-100,-83,-63,-83,-62,-100,-100,-100,-100,-100,-100,-91,-100,-92,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-93,-100,-100,-76,-91,-90,-88,-100,-100,-100,-100,-100,-90,-88,-88,-90,-73,-100,-100,-100,-100,-74,-100,-93,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-64,-77,-67,-100,-63,-100,-100,-100,-100,-100,-91,-66,-70,-70,-70,-71,-80,-71,-72,-69,-70,-70,-100,-87,-86,-86,-82,-81,-87,-91,-91,-88,-88,-89,-88,-87,-88,-88,-88,-89,-92,-90,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-79,-100,-100,-100,-100,-83,-100,-83,-63,-82,-61,-100,-100,-100,-100,-100,-100,-91,-100,-92,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-93,-100,-100,-77,-91,-90,-90,-100,-100,-100,-100,-100,-90,-88,-88,-90,-76,-100,-100,-100,-100,-77,-100,-93,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-65,-74,-65,-100,-65,-100,-100,-100,-100,-100,-93,-66,-70,-69,-72,-72,-79,-71,-72,-69,-68,-70,-100,-87,-85,-85,-80,-82,-86,-91,-91,-85,-87,-88,-88,-86,-88,-87,-89,-88,-92,-90,-89,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-81,-100,-100,-100,-100,-90,-100,-90,-64,-87,-66,-100,-100,-100,-100,-100,-100,-91,-100,-92,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-92,-100,-100,-77,-91,-90,-90,-100,-100,-100,-100,-100,-90,-100,-94,-90,-78,-100,-100,-100,-100,-79,-100,-92,-100,-100,-100,-100,-100,-100,-89,-100,-87,-100,-100,-100,-100,-68,-76,-68,-100,-68,-100,-100,-100,-100,-100,-93,-69,-76,-77,-67,-69,-80,-67,-68,-70,-70,-71,-100,-87,-85,-86,-79,-80,-84,-91,-91,-85,-87,-89,-89,-86,-88,-87,-89,-89,-92,-90,-89,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-81,-100,-100,-100,-100,-87,-100,-87,-66,-87,-63,-100,-100,-100,-100,-100,-100,-91,-100,-92,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-92,-100,-100,-77,-91,-90,-90,-100,-100,-100,-100,-100,-90,-100,-94,-90,-79,-100,-100,-100,-100,-76,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-68,-73,-68,-100,-68,-100,-100,-100,-100,-100,-92,-68,-73,-75,-68,-69,-78,-69,-68,-70,-70,-70,-100,-87,-84,-84,-78,-80,-84,-91,-91,-85,-87,-90,-88,-86,-88,-87,-91,-88,-92,-90,-89,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-80,-100,-100,-100,-100,-88,-100,-88,-67,-88,-63,-100,-100,-100,-100,-100,-100,-91,-100,-92,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-94,-100,-100,-76,-91,-90,-90,-100,-100,-100,-100,-100,-90,-100,-94,-90,-77,-100,-100,-100,-100,-78,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-66,-73,-68,-100,-68,-100,-100,-100,-100,-100,-93,-69,-73,-73,-68,-68,-78,-68,-68,-69,-69,-70,-100,-87,-85,-86,-78,-80,-83,-91,-91,-85,-88,-90,-88,-86,-89,-87,-88,-88,-92,-90,-89,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-80,-100,-100,-100,-100,-89,-100,-89,-70,-89,-70,-100,-100,-100,-100,-100,-100,-91,-100,-92,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-94,-100,-100,-76,-100,-90,-90,-100,-100,-100,-100,-100,-90,-100,-94,-90,-77,-100,-100,-100,-100,-78,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-72,-70,-72,-100,-71,-100,-100,-100,-100,-100,-93,-68,-68,-70,-67,-69,-85,-67,-67,-76,-77,-74,-100,-87,-85,-85,-78,-80,-84,-100,-100,-83,-87,-90,-88,-86,-89,-87,-90,-89,-92,-88,-87,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-80,-100,-100,-100,-100,-89,-100,-89,-71,-89,-70,-100,-100,-100,-100,-100,-100,-91,-100,-92,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-94,-100,-100,-76,-100,-90,-90,-100,-100,-100,-100,-100,-90,-100,-94,-90,-77,-100,-100,-100,-100,-75,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-72,-66,-71,-100,-72,-100,-100,-100,-100,-100,-93,-68,-69,-69,-68,-67,-85,-66,-67,-77,-74,-77,-100,-88,-86,-84,-80,-79,-84,-100,-100,-84,-87,-90,-88,-86,-89,-87,-90,-89,-92,-90,-88,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-79,-100,-100,-100,-100,-88,-100,-88,-64,-88,-64,-100,-100,-100,-100,-100,-100,-91,-100,-92,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-94,-100,-100,-74,-100,-90,-89,-100,-100,-100,-100,-100,-90,-88,-94,-90,-74,-100,-100,-100,-100,-73,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-75,-71,-74,-100,-73,-100,-100,-100,-100,-100,-93,-69,-70,-71,-69,-69,-79,-68,-68,-77,-76,-77,-100,-88,-87,-86,-79,-80,-86,-100,-100,-85,-87,-89,-88,-86,-89,-87,-88,-87,-92,-90,-88,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-81,-100,-100,-100,-100,-88,-100,-89,-64,-88,-64,-100,-100,-100,-100,-100,-100,-91,-100,-92,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-94,-100,-100,-74,-100,-90,-89,-100,-100,-100,-100,-100,-90,-88,-94,-90,-68,-100,-100,-100,-100,-73,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-73,-66,-73,-100,-74,-100,-100,-100,-100,-100,-93,-68,-70,-70,-69,-68,-76,-68,-68,-77,-77,-75,-100,-88,-86,-87,-78,-77,-86,-100,-100,-85,-88,-89,-89,-86,-90,-87,-90,-88,-92,-90,-88,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-81,-81,-100,-100,-100,-100,-90,-100,-91,-64,-89,-64,-100,-100,-100,-100,-100,-100,-91,-100,-92,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-94,-100,-100,-75,-100,-90,-90,-100,-100,-100,-100,-100,-90,-90,-94,-90,-73,-100,-100,-100,-100,-75,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-73,-70,-73,-100,-72,-100,-100,-100,-100,-100,-93,-68,-71,-72,-68,-68,-76,-67,-67,-77,-76,-77,-100,-88,-87,-87,-79,-78,-85,-100,-100,-89,-88,-88,-88,-86,-90,-87,-89,-89,-92,-90,-88,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-78,-81,-100,-100,-100,-100,-89,-100,-89,-66,-88,-69,-100,-100,-100,-100,-100,-100,-91,-100,-92,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-94,-100,-100,-74,-100,-90,-90,-100,-100,-100,-100,-100,-90,-90,-94,-88,-75,-100,-100,-100,-100,-76,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-72,-62,-73,-100,-73,-100,-100,-100,-100,-100,-93,-68,-70,-70,-69,-68,-79,-69,-69,-75,-76,-77,-100,-88,-86,-84,-79,-77,-85,-100,-100,-84,-89,-89,-89,-86,-90,-87,-90,-89,-92,-90,-88,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-78,-81,-100,-100,-100,-100,-84,-100,-83,-61,-84,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-94,-100,-100,-74,-100,-100,-92,-100,-100,-100,-100,-100,-100,-90,-94,-88,-71,-100,-100,-100,-100,-70,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-67,-59,-69,-100,-67,-100,-100,-100,-100,-100,-93,-70,-66,-63,-71,-72,-76,-71,-72,-79,-80,-80,-100,-88,-83,-83,-78,-79,-83,-100,-100,-83,-89,-88,-87,-83,-83,-83,-86,-87,-90,-90,-87,-90,-90,-91,-89,-84,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-82,-78,-100,-100,-100,-100,-87,-100,-87,-60,-87,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-92,-100,-100,-75,-100,-91,-92,-100,-100,-100,-100,-100,-100,-90,-94,-90,-74,-100,-100,-100,-100,-73,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-72,-77,-71,-100,-72,-100,-100,-100,-100,-100,-88,-72,-69,-69,-69,-68,-73,-69,-68,-74,-74,-80,-100,-88,-84,-83,-72,-73,-82,-100,-88,-82,-84,-91,-90,-88,-86,-86,-89,-89,-90,-90,-87,-90,-87,-91,-85,-86,-85,-85,-93,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-77,-100,-100,-100,-100,-87,-100,-87,-60,-87,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-92,-100,-100,-73,-100,-90,-92,-100,-100,-100,-100,-100,-100,-90,-94,-90,-74,-100,-100,-100,-100,-69,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-73,-68,-74,-100,-73,-100,-100,-100,-100,-100,-90,-70,-69,-71,-69,-68,-73,-68,-69,-75,-74,-74,-100,-88,-83,-84,-73,-72,-83,-91,-89,-84,-86,-89,-88,-88,-87,-87,-87,-89,-90,-90,-87,-90,-85,-91,-85,-88,-89,-87,-92,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-79,-100,-100,-100,-100,-89,-100,-85,-59,-86,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-92,-100,-100,-72,-100,-90,-92,-100,-100,-100,-100,-100,-100,-90,-94,-90,-71,-100,-100,-100,-100,-69,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-72,-62,-72,-100,-72,-100,-100,-100,-100,-100,-84,-72,-69,-68,-73,-73,-73,-72,-72,-76,-74,-73,-100,-88,-81,-82,-72,-71,-84,-91,-89,-81,-86,-91,-91,-84,-84,-83,-89,-91,-90,-90,-87,-88,-87,-91,-86,-87,-89,-88,-92,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-78,-100,-100,-100,-100,-89,-100,-85,-59,-86,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-92,-100,-100,-71,-100,-91,-92,-100,-100,-100,-100,-100,-100,-90,-89,-90,-71,-100,-100,-100,-100,-72,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-74,-72,-75,-100,-73,-100,-100,-100,-100,-100,-92,-69,-68,-68,-70,-71,-74,-70,-70,-72,-74,-74,-100,-88,-84,-85,-75,-71,-85,-91,-90,-83,-86,-89,-89,-86,-87,-85,-89,-89,-90,-90,-87,-88,-87,-91,-85,-87,-89,-88,-92,-87,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-77,-100,-100,-100,-100,-85,-100,-85,-58,-85,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-92,-100,-100,-71,-100,-90,-92,-100,-100,-100,-100,-100,-100,-90,-89,-90,-71,-100,-100,-100,-100,-70,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-75,-75,-74,-100,-75,-100,-100,-100,-100,-100,-91,-69,-68,-67,-69,-69,-74,-69,-69,-72,-73,-74,-100,-86,-86,-86,-73,-75,-83,-89,-89,-83,-85,-89,-88,-85,-86,-85,-88,-89,-89,-90,-87,-90,-87,-91,-85,-87,-89,-88,-92,-87,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-77,-80,-100,-100,-100,-100,-87,-100,-87,-65,-87,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-92,-100,-100,-72,-100,-90,-92,-100,-100,-100,-100,-100,-100,-90,-89,-90,-71,-100,-100,-100,-100,-68,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-68,-65,-69,-100,-69,-100,-100,-100,-100,-100,-88,-77,-69,-70,-75,-76,-77,-76,-76,-79,-78,-80,-100,-85,-86,-86,-75,-78,-86,-90,-92,-87,-86,-85,-86,-82,-84,-81,-87,-86,-89,-88,-85,-90,-88,-91,-88,-83,-83,-82,-92,-87,-92,-93,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
