20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a2,20:a6:cd:42:0a:c2,44:48:c1:91:95:a3,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,38:17:c3:19:d7:70,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:24:47:50,44:48:c1:91:d0:04,38:17:c3:24:47:52,38:17:c3:22:61:91,38:17:c3:24:47:51,38:17:c3:22:61:92,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:22:61:90,38:17:c3:1f:19:c0,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:09:93,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,38:17:c3:19:36:30,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,20:a6:cd:42:13:f0,20:a6:cd:42:13:f1,b4:5d:50:e1:96:40,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:1c:10,38:17:c3:1f:19:f0,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,38:17:c3:1f:09:90,b4:5d:50:e1:96:43,38:17:c3:1f:1c:12,38:17:c3:1f:09:91,38:17:c3:1f:1c:11,a8:bd:27:4c:aa:91,38:17:c3:1f:09:81,a8:bd:27:4c:aa:90,38:17:c3:1f:09:82,38:17:c3:1f:09:83,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,a8:bd:27:4c:aa:93,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:1f:09:80,38:17:c3:1f:19:f2,38:17:c3:22:5e:f0,38:17:c3:1f:19:f1,66:2a:2f:53:7c:99,20:a6:cd:42:0b:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,08:36:c9:53:bf:8b,80:8d:b7:55:25:e3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:25:f1,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f2,80:8d:b7:55:35:03,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:12,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,38:17:c3:1e:ff:10,80:8d:b7:55:39:d0,38:17:c3:1e:ff:11,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,68:ff:7b:e4:af:39,38:17:c3:1e:ff:12,38:17:c3:19:71:90,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,38:17:c3:19:71:92,38:17:c3:19:71:91,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:22:30,20:a6:cd:50:24:b0,80:8d:b7:55:29:d0,80:8d:b7:55:39:c2,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,68:ff:7b:e4:af:38,00:4e:35:df:06:52,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:1f:0e:10,38:17:c3:1f:22:31,00:4e:35:de:e1:12,80:8d:b7:55:29:c2,00:4e:35:df:06:51,00:4e:35:df:06:50,00:4e:35:df:06:41,38:17:c3:1f:22:32,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,x,y,label
-86,-85,-100,-100,-100,-85,-100,-89,-100,-100,-88,-88,-88,-84,-100,-93,-100,-88,-74,-89,-73,-51,-73,-51,-89,-90,-100,-86,-100,-100,-83,-84,-83,-86,-83,-90,-89,-93,-87,-91,-100,-91,-100,-100,-100,-100,-100,-51,-91,-90,-87,-83,-87,-77,-79,-63,-78,-94,-77,-81,-82,-100,-100,-88,-77,-83,-77,-84,-62,-92,-100,-100,-93,-63,-89,-87,-91,-100,-86,-100,-85,-89,-86,-89,-89,-100,-100,-93,-92,-82,-89,-80,-85,-81,-85,-88,-100,-100,-100,-92,-87,-83,-84,-86,-86,-100,-85,-86,-86,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-86,-85,-100,-100,-100,-85,-100,-89,-100,-100,-88,-89,-88,-84,-100,-93,-100,-85,-72,-87,-74,-55,-74,-55,-88,-90,-100,-86,-100,-100,-87,-85,-85,-84,-84,-91,-89,-93,-87,-91,-100,-91,-100,-100,-100,-100,-100,-54,-91,-91,-86,-83,-87,-82,-82,-59,-78,-94,-76,-80,-82,-100,-100,-100,-75,-83,-77,-81,-60,-92,-100,-100,-91,-59,-100,-86,-91,-100,-86,-100,-84,-89,-84,-89,-89,-100,-100,-93,-92,-81,-89,-81,-82,-80,-83,-88,-100,-100,-100,-92,-87,-84,-86,-86,-85,-100,-84,-86,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-86,-85,-100,-100,-100,-85,-100,-87,-100,-100,-88,-89,-88,-87,-100,-93,-100,-87,-73,-86,-72,-51,-72,-51,-87,-90,-100,-88,-100,-100,-87,-87,-86,-86,-87,-90,-90,-92,-87,-91,-100,-91,-100,-100,-100,-100,-100,-53,-89,-90,-86,-81,-88,-78,-78,-67,-78,-94,-76,-82,-82,-100,-100,-100,-76,-83,-75,-81,-66,-92,-100,-100,-91,-66,-100,-89,-91,-100,-86,-100,-83,-89,-83,-89,-88,-100,-100,-93,-100,-82,-84,-82,-84,-82,-83,-88,-100,-100,-100,-92,-87,-84,-84,-84,-85,-100,-84,-83,-85,-85,-88,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-86,-85,-100,-100,-100,-85,-100,-89,-100,-100,-88,-89,-88,-87,-100,-93,-100,-87,-74,-89,-74,-52,-74,-52,-88,-90,-100,-89,-100,-100,-84,-85,-85,-84,-86,-92,-90,-96,-87,-91,-100,-91,-100,-100,-100,-100,-100,-53,-89,-90,-88,-83,-87,-79,-79,-63,-79,-94,-78,-82,-90,-100,-100,-100,-77,-84,-75,-81,-63,-92,-100,-100,-91,-64,-100,-88,-91,-100,-88,-100,-82,-89,-82,-89,-90,-100,-100,-93,-100,-82,-71,-82,-82,-81,-82,-88,-100,-100,-100,-92,-85,-84,-83,-86,-85,-100,-85,-85,-85,-85,-88,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-90,-88,-100,-100,-100,-88,-100,-84,-100,-100,-88,-89,-92,-87,-100,-100,-100,-86,-73,-89,-73,-49,-73,-48,-87,-90,-100,-89,-100,-100,-86,-84,-87,-86,-86,-91,-90,-96,-100,-91,-100,-91,-100,-100,-100,-100,-100,-48,-89,-89,-86,-82,-91,-79,-68,-61,-77,-94,-82,-86,-86,-100,-100,-100,-79,-81,-75,-82,-61,-92,-100,-100,-91,-61,-100,-91,-91,-100,-87,-100,-85,-90,-91,-90,-87,-100,-100,-100,-100,-78,-84,-77,-87,-79,-85,-88,-100,-100,-100,-92,-85,-85,-87,-85,-86,-100,-86,-86,-87,-86,-87,-93,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-90,-89,-100,-100,-100,-86,-100,-84,-100,-100,-100,-89,-92,-87,-100,-100,-100,-86,-73,-91,-73,-48,-73,-47,-87,-90,-100,-91,-100,-100,-86,-84,-87,-85,-86,-91,-90,-96,-100,-91,-100,-91,-100,-100,-100,-100,-100,-47,-89,-89,-86,-86,-90,-81,-68,-61,-77,-94,-82,-85,-87,-100,-100,-100,-78,-78,-79,-78,-61,-100,-100,-100,-91,-61,-100,-90,-91,-100,-87,-100,-85,-91,-90,-90,-87,-100,-100,-100,-100,-74,-85,-76,-87,-75,-85,-88,-100,-100,-100,-92,-85,-86,-86,-87,-86,-100,-86,-85,-87,-86,-87,-93,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-90,-89,-100,-100,-100,-86,-100,-84,-100,-100,-100,-89,-92,-87,-100,-100,-100,-86,-73,-91,-73,-47,-73,-47,-87,-93,-100,-90,-100,-100,-86,-84,-89,-84,-86,-91,-90,-96,-100,-91,-100,-91,-100,-100,-100,-100,-100,-47,-89,-89,-89,-85,-90,-85,-84,-62,-83,-94,-82,-84,-85,-100,-100,-100,-79,-82,-78,-81,-62,-100,-100,-100,-91,-62,-100,-90,-91,-100,-89,-100,-85,-91,-89,-90,-87,-100,-100,-100,-100,-76,-83,-77,-89,-76,-85,-88,-100,-100,-100,-92,-85,-87,-87,-86,-85,-100,-85,-86,-88,-86,-87,-93,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-88,-89,-100,-100,-100,-86,-100,-87,-100,-100,-100,-89,-92,-87,-100,-100,-100,-86,-71,-94,-71,-48,-72,-48,-87,-93,-100,-89,-100,-100,-86,-84,-87,-85,-86,-91,-90,-96,-100,-91,-100,-91,-100,-100,-100,-100,-100,-48,-89,-89,-89,-86,-90,-83,-82,-63,-83,-94,-81,-87,-87,-100,-100,-100,-80,-81,-78,-80,-62,-100,-100,-100,-91,-62,-100,-92,-91,-100,-89,-100,-85,-91,-90,-90,-87,-100,-100,-100,-100,-76,-83,-77,-90,-76,-85,-88,-100,-100,-100,-92,-85,-83,-84,-89,-87,-100,-87,-87,-86,-88,-87,-93,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-88,-88,-100,-100,-100,-86,-100,-87,-100,-100,-100,-89,-92,-87,-100,-100,-100,-86,-71,-89,-72,-47,-73,-47,-87,-93,-100,-91,-100,-100,-85,-85,-85,-85,-87,-91,-90,-96,-100,-91,-100,-91,-100,-100,-100,-100,-100,-47,-89,-89,-89,-86,-91,-83,-82,-61,-83,-94,-81,-85,-85,-100,-100,-100,-77,-86,-78,-81,-62,-100,-100,-100,-91,-61,-100,-90,-94,-100,-89,-100,-85,-91,-92,-90,-86,-100,-100,-100,-100,-81,-88,-82,-90,-83,-85,-88,-100,-100,-100,-92,-84,-83,-84,-87,-88,-100,-88,-89,-86,-88,-87,-93,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-88,-88,-100,-100,-100,-86,-100,-89,-100,-100,-100,-89,-92,-87,-100,-100,-100,-86,-73,-89,-72,-48,-73,-48,-87,-93,-100,-91,-100,-100,-87,-88,-86,-85,-87,-91,-90,-96,-100,-91,-100,-91,-100,-100,-100,-100,-100,-47,-89,-89,-88,-86,-88,-83,-82,-60,-83,-94,-81,-85,-85,-100,-100,-100,-81,-86,-80,-81,-63,-100,-100,-100,-91,-63,-100,-88,-94,-100,-89,-100,-85,-91,-86,-90,-86,-100,-100,-100,-100,-75,-88,-76,-85,-76,-85,-88,-100,-100,-100,-92,-84,-83,-84,-85,-87,-100,-87,-84,-85,-85,-87,-93,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-88,-88,-100,-100,-100,-86,-100,-89,-100,-100,-100,-87,-87,-88,-100,-100,-100,-86,-75,-91,-76,-44,-75,-43,-87,-93,-100,-93,-100,-100,-86,-86,-88,-86,-85,-91,-90,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-89,-90,-88,-87,-88,-83,-82,-52,-83,-100,-82,-85,-85,-100,-100,-100,-79,-80,-81,-80,-51,-100,-100,-100,-91,-52,-100,-94,-90,-100,-89,-100,-87,-91,-88,-90,-86,-100,-100,-100,-100,-77,-88,-78,-87,-76,-87,-100,-100,-100,-100,-100,-78,-86,-84,-87,-87,-100,-89,-88,-85,-84,-85,-93,-93,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-88,-88,-100,-100,-100,-86,-100,-89,-100,-100,-100,-87,-87,-88,-100,-100,-100,-86,-75,-91,-75,-44,-75,-43,-87,-93,-100,-93,-100,-100,-85,-85,-85,-86,-87,-90,-90,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-89,-91,-88,-85,-92,-83,-86,-51,-85,-100,-83,-85,-86,-100,-100,-100,-79,-82,-79,-80,-51,-100,-100,-100,-91,-52,-100,-94,-90,-100,-89,-100,-86,-91,-86,-90,-86,-100,-100,-100,-100,-76,-85,-77,-87,-77,-86,-100,-100,-100,-100,-100,-75,-87,-89,-86,-87,-100,-87,-87,-85,-86,-87,-93,-93,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-88,-88,-100,-100,-100,-86,-100,-87,-100,-100,-100,-87,-87,-88,-100,-100,-100,-86,-74,-91,-74,-45,-74,-44,-87,-93,-100,-93,-100,-100,-86,-86,-86,-89,-86,-91,-90,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-89,-92,-88,-87,-94,-85,-86,-52,-85,-100,-84,-86,-87,-100,-100,-100,-78,-80,-79,-80,-51,-100,-100,-100,-87,-52,-100,-92,-90,-100,-89,-100,-86,-91,-88,-90,-86,-100,-100,-100,-100,-93,-84,-78,-87,-78,-87,-100,-100,-100,-100,-100,-77,-87,-89,-87,-88,-100,-86,-86,-85,-86,-87,-93,-93,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-88,-88,-100,-100,-100,-86,-100,-87,-100,-100,-100,-87,-87,-88,-100,-100,-100,-86,-76,-91,-75,-45,-75,-44,-87,-93,-100,-93,-100,-100,-87,-86,-86,-89,-87,-91,-90,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-89,-91,-88,-86,-94,-87,-86,-51,-84,-100,-84,-82,-86,-100,-100,-100,-80,-80,-77,-81,-51,-100,-100,-100,-87,-51,-100,-92,-90,-100,-89,-100,-88,-91,-87,-90,-86,-100,-100,-100,-100,-78,-88,-76,-86,-78,-87,-100,-100,-100,-100,-100,-69,-88,-89,-87,-87,-100,-85,-87,-85,-86,-87,-93,-93,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-88,-88,-100,-100,-100,-86,-100,-87,-100,-100,-100,-87,-87,-88,-100,-100,-100,-86,-76,-91,-75,-44,-76,-45,-87,-95,-100,-93,-100,-100,-86,-86,-85,-89,-86,-92,-90,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-89,-91,-88,-87,-93,-85,-87,-53,-84,-100,-81,-86,-83,-100,-100,-100,-80,-80,-77,-81,-51,-100,-100,-100,-89,-51,-100,-92,-90,-100,-89,-100,-86,-91,-87,-90,-86,-100,-100,-100,-100,-78,-81,-77,-86,-77,-87,-100,-89,-100,-88,-100,-77,-87,-89,-87,-88,-100,-86,-87,-85,-86,-87,-93,-95,-89,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-88,-88,-100,-100,-100,-86,-100,-87,-100,-100,-100,-88,-88,-88,-100,-100,-100,-86,-75,-91,-75,-45,-75,-45,-87,-95,-100,-93,-100,-100,-85,-86,-86,-88,-86,-93,-90,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-89,-91,-88,-86,-93,-85,-87,-52,-84,-100,-81,-86,-86,-100,-100,-100,-77,-81,-77,-81,-51,-100,-100,-100,-90,-51,-100,-92,-90,-100,-89,-100,-88,-91,-86,-90,-86,-100,-100,-100,-100,-77,-81,-78,-86,-77,-86,-100,-89,-100,-88,-100,-78,-88,-88,-87,-88,-100,-88,-86,-85,-86,-87,-93,-95,-90,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-88,-88,-100,-100,-100,-86,-100,-87,-100,-100,-100,-82,-82,-83,-100,-100,-100,-86,-73,-91,-72,-41,-73,-41,-87,-95,-100,-92,-100,-100,-87,-86,-89,-80,-87,-93,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-100,-91,-89,-83,-89,-85,-87,-55,-84,-100,-89,-82,-83,-100,-100,-100,-82,-85,-82,-81,-56,-100,-100,-100,-90,-56,-100,-90,-90,-100,-89,-100,-88,-91,-86,-90,-86,-100,-100,-100,-100,-78,-78,-77,-86,-78,-86,-100,-89,-100,-88,-100,-82,-79,-79,-85,-85,-100,-84,-86,-81,-81,-81,-100,-95,-90,-91,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-88,-88,-100,-100,-100,-86,-100,-86,-100,-100,-100,-82,-81,-82,-100,-100,-100,-86,-78,-92,-78,-43,-79,-42,-87,-95,-100,-92,-100,-100,-86,-86,-89,-79,-87,-94,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-91,-89,-85,-87,-85,-87,-56,-84,-100,-87,-84,-84,-100,-100,-100,-82,-84,-81,-81,-56,-100,-100,-100,-90,-54,-100,-89,-90,-100,-87,-100,-88,-91,-86,-90,-88,-100,-100,-100,-100,-79,-78,-80,-86,-79,-86,-100,-89,-100,-88,-100,-79,-79,-79,-85,-85,-90,-86,-86,-82,-81,-84,-100,-95,-90,-91,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-88,-88,-100,-100,-100,-89,-100,-86,-100,-100,-100,-83,-81,-82,-100,-100,-100,-86,-78,-92,-78,-43,-78,-43,-87,-95,-100,-94,-100,-100,-86,-86,-87,-80,-87,-94,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-94,-87,-84,-87,-85,-87,-55,-84,-100,-88,-83,-84,-100,-100,-100,-81,-82,-81,-81,-54,-100,-100,-100,-90,-56,-100,-86,-90,-100,-87,-100,-88,-91,-93,-90,-88,-100,-100,-100,-100,-78,-72,-79,-90,-78,-86,-100,-89,-100,-88,-100,-82,-79,-80,-85,-85,-90,-86,-85,-82,-82,-84,-100,-95,-90,-91,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
