44:48:c1:91:95:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a2,44:48:c1:91:95:a3,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,80:8d:b7:55:25:f0,38:17:c3:19:d7:70,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:22:61:90,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:19:36:30,38:17:c3:1a:cf:d0,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:83,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:09:80,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d1,38:17:c3:1f:14:11,20:a6:cd:42:0a:d2,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,44:48:c1:91:d0:04,38:17:c3:24:47:50,38:17:c3:24:47:52,38:17:c3:24:47:51,66:2a:2f:53:7c:99,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,a8:bd:27:4c:aa:80,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,a8:bd:27:4c:aa:81,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,38:17:c3:24:56:51,72:32:b1:3e:1a:b7,38:17:c3:24:56:50,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:1c:10,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,44:48:c1:91:aa:21,86:0d:8e:aa:25:a4,38:17:c3:22:5e:f2,44:48:c1:91:aa:20,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:1f:19:c0,38:17:c3:24:56:52,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:25:f3,38:17:c3:19:36:31,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,38:17:c3:19:36:32,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:35:13,b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:35:12,80:8d:b7:55:35:11,38:17:c3:1e:ff:10,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:29:d0,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:19:71:92,38:17:c3:19:71:90,68:ff:7b:e4:af:38,38:17:c3:19:71:91,80:8d:b7:55:39:d0,80:8d:b7:55:35:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:25:e0,68:ff:7b:e4:af:39,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:39:c1,38:17:c3:1f:22:30,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,38:17:c3:1f:22:32,38:17:c3:1f:0e:10,80:8d:b7:55:29:d1,38:17:c3:1e:ff:02,80:8d:b7:55:29:d2,38:17:c3:1e:ff:00,20:a6:cd:50:24:b0,00:4e:35:df:06:52,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,38:17:c3:1e:ff:01,38:17:c3:1f:22:31,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:29:c0,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:51,00:4e:35:df:06:50,00:4e:35:de:e1:12,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:11,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,80:8d:b7:55:4d:10,x,y,timestamp
-89,-88,-88,-84,-100,-100,-100,-100,-100,-100,-100,-91,-86,-86,-93,-92,-61,-67,-86,-86,-88,-89,-85,-81,-82,-82,-81,-82,-82,-81,-88,-78,-77,-78,-74,-81,-81,-81,-82,-81,-83,-77,-70,-75,-71,-64,-76,-65,-69,-80,-88,-71,-86,-86,-70,-71,-70,-71,-79,-79,-77,-79,-78,-78,-95,-65,-80,-80,-82,-75,-75,-72,-75,-92,-82,-82,-100,-83,-90,-84,-89,-100,-60,-92,-61,-74,-83,-89,-100,-70,-84,-76,-81,-80,-91,-81,-81,-100,-100,-100,-92,-88,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,110,785,544636722864
-89,-88,-88,-84,-100,-100,-100,-100,-100,-100,-100,-91,-86,-85,-94,-91,-60,-66,-86,-86,-92,-88,-85,-81,-83,-81,-81,-81,-81,-82,-88,-78,-77,-78,-74,-81,-81,-81,-82,-82,-81,-76,-69,-77,-70,-67,-77,-65,-71,-80,-88,-69,-86,-85,-71,-71,-71,-70,-80,-80,-77,-79,-78,-77,-95,-65,-80,-80,-83,-79,-75,-73,-76,-92,-81,-82,-100,-82,-91,-84,-89,-100,-65,-92,-61,-73,-83,-89,-100,-73,-84,-79,-80,-80,-92,-80,-79,-100,-100,-100,-92,-88,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,110,785,548467537029
-89,-88,-88,-84,-85,-86,-87,-100,-100,-100,-100,-91,-85,-86,-94,-91,-60,-67,-85,-85,-92,-88,-85,-85,-85,-86,-86,-81,-83,-81,-88,-80,-81,-81,-80,-82,-84,-85,-82,-86,-87,-74,-76,-73,-76,-57,-73,-58,-75,-80,-88,-76,-86,-85,-73,-74,-73,-71,-80,-80,-78,-81,-82,-82,-95,-58,-80,-80,-83,-81,-82,-69,-82,-92,-83,-82,-100,-82,-91,-81,-89,-100,-65,-92,-61,-70,-83,-89,-100,-67,-84,-79,-85,-85,-90,-85,-85,-100,-100,-100,-92,-88,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,110,768,600859099353
-89,-88,-88,-84,-85,-86,-87,-100,-100,-100,-100,-91,-85,-84,-94,-91,-63,-64,-85,-85,-92,-88,-85,-86,-88,-86,-87,-82,-82,-82,-88,-79,-78,-79,-80,-82,-84,-85,-89,-88,-87,-72,-76,-70,-76,-57,-72,-54,-76,-80,-88,-76,-86,-85,-73,-74,-73,-71,-83,-83,-78,-82,-82,-83,-95,-58,-83,-83,-83,-85,-82,-69,-82,-92,-84,-82,-100,-83,-91,-81,-89,-100,-61,-92,-69,-71,-83,-89,-100,-71,-84,-79,-84,-83,-90,-84,-84,-100,-100,-100,-92,-88,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,110,768,604672891487
-89,-88,-88,-84,-85,-86,-87,-100,-100,-100,-100,-91,-85,-85,-94,-91,-61,-67,-86,-86,-92,-88,-85,-88,-87,-88,-88,-82,-82,-82,-88,-78,-80,-78,-77,-85,-84,-83,-88,-87,-86,-72,-76,-72,-77,-57,-71,-58,-77,-81,-88,-77,-86,-85,-73,-72,-72,-72,-82,-81,-83,-82,-82,-82,-95,-58,-81,-82,-83,-84,-82,-69,-82,-92,-85,-82,-100,-86,-91,-81,-89,-100,-61,-92,-68,-71,-81,-89,-100,-71,-83,-79,-83,-86,-90,-84,-83,-100,-100,-100,-92,-88,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,110,768,608502301381
-89,-88,-88,-84,-85,-86,-87,-100,-100,-100,-100,-91,-86,-84,-94,-91,-62,-64,-86,-86,-88,-88,-85,-87,-86,-87,-87,-82,-81,-83,-87,-77,-80,-78,-79,-83,-83,-83,-87,-87,-87,-73,-77,-72,-77,-57,-71,-58,-77,-81,-92,-77,-86,-85,-71,-72,-71,-72,-82,-81,-83,-81,-82,-80,-95,-57,-81,-81,-83,-81,-83,-72,-82,-92,-83,-83,-100,-83,-91,-81,-89,-100,-61,-92,-69,-72,-81,-89,-100,-71,-81,-79,-84,-84,-91,-83,-84,-100,-100,-100,-92,-88,-89,-91,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,110,768,612315884869
-89,-88,-88,-86,-85,-86,-87,-100,-100,-100,-100,-91,-85,-85,-94,-91,-62,-66,-86,-86,-89,-88,-85,-88,-86,-87,-87,-82,-83,-83,-87,-83,-76,-80,-78,-85,-83,-83,-87,-87,-87,-74,-77,-72,-77,-57,-74,-58,-77,-81,-88,-78,-86,-85,-72,-71,-72,-72,-81,-81,-80,-80,-83,-82,-91,-57,-81,-82,-83,-82,-83,-68,-82,-92,-83,-82,-100,-82,-91,-81,-89,-100,-62,-92,-69,-71,-80,-89,-100,-69,-82,-79,-83,-84,-91,-84,-84,-100,-100,-100,-92,-88,-89,-91,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,110,768,616143987472
-89,-88,-88,-84,-88,-88,-88,-100,-100,-100,-100,-91,-85,-84,-94,-91,-62,-71,-85,-83,-89,-87,-85,-87,-87,-87,-86,-82,-83,-83,-87,-80,-81,-80,-81,-84,-83,-83,-87,-87,-86,-73,-76,-72,-77,-57,-72,-56,-77,-83,-91,-77,-86,-85,-73,-72,-72,-72,-82,-82,-81,-82,-82,-80,-91,-58,-81,-83,-83,-82,-82,-71,-82,-92,-83,-81,-100,-82,-91,-82,-89,-100,-61,-92,-72,-71,-83,-89,-100,-68,-82,-76,-84,-84,-91,-84,-84,-100,-100,-100,-92,-88,-89,-91,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,110,768,619982428720
-88,-86,-87,-85,-88,-88,-88,-100,-100,-100,-100,-91,-85,-91,-94,-92,-66,-67,-85,-83,-89,-87,-85,-86,-86,-86,-86,-84,-83,-83,-87,-80,-79,-80,-77,-84,-83,-83,-89,-90,-90,-78,-77,-79,-78,-65,-78,-65,-78,-83,-90,-78,-86,-85,-75,-75,-75,-76,-83,-84,-81,-86,-86,-85,-91,-65,-83,-83,-81,-72,-71,-71,-71,-92,-83,-79,-100,-78,-91,-83,-89,-100,-61,-92,-64,-69,-82,-89,-100,-70,-83,-76,-84,-84,-91,-84,-85,-100,-100,-100,-92,-88,-89,-91,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,110,750,660757919486
-88,-86,-87,-84,-88,-88,-88,-100,-100,-100,-100,-91,-90,-89,-94,-92,-65,-70,-91,-89,-89,-87,-85,-88,-88,-88,-87,-83,-82,-83,-87,-80,-80,-80,-77,-84,-83,-86,-86,-88,-87,-78,-78,-76,-78,-60,-77,-58,-79,-83,-90,-78,-86,-85,-76,-74,-77,-75,-84,-84,-80,-89,-87,-86,-91,-60,-84,-84,-80,-75,-74,-68,-75,-92,-78,-80,-100,-79,-91,-83,-89,-100,-67,-92,-64,-68,-82,-89,-100,-68,-83,-76,-86,-84,-87,-84,-84,-100,-100,-100,-92,-88,-89,-91,-100,-92,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,110,750,664574346724
-88,-90,-87,-85,-86,-87,-87,-100,-100,-100,-100,-91,-90,-92,-94,-92,-65,-75,-91,-89,-89,-87,-85,-88,-88,-88,-87,-81,-80,-80,-87,-82,-81,-80,-80,-84,-83,-86,-86,-87,-89,-78,-78,-78,-79,-60,-79,-59,-78,-83,-90,-78,-86,-85,-77,-76,-76,-76,-82,-82,-83,-83,-80,-80,-91,-60,-82,-82,-79,-76,-72,-70,-75,-92,-77,-81,-100,-82,-91,-86,-89,-100,-66,-92,-64,-67,-83,-89,-100,-67,-84,-76,-86,-85,-87,-84,-84,-100,-100,-100,-92,-88,-89,-91,-100,-92,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,110,750,668389305942
-88,-90,-87,-85,-87,-87,-87,-100,-100,-100,-100,-91,-86,-86,-94,-92,-69,-71,-91,-87,-89,-87,-89,-90,-90,-90,-90,-81,-82,-82,-87,-82,-81,-80,-79,-84,-83,-86,-86,-87,-87,-78,-80,-77,-80,-67,-79,-67,-80,-83,-90,-80,-86,-85,-73,-74,-75,-74,-84,-85,-83,-86,-86,-86,-91,-68,-84,-85,-82,-76,-72,-67,-73,-92,-73,-79,-100,-79,-91,-86,-89,-100,-69,-92,-69,-65,-83,-89,-100,-68,-84,-80,-86,-85,-87,-84,-84,-100,-100,-100,-92,-88,-89,-91,-100,-90,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,110,750,672207051357
-88,-90,-87,-89,-87,-86,-87,-100,-100,-100,-100,-91,-88,-88,-94,-92,-67,-71,-90,-87,-88,-87,-85,-88,-87,-87,-87,-84,-82,-82,-87,-82,-82,-82,-79,-84,-87,-86,-87,-89,-88,-77,-79,-76,-80,-63,-76,-63,-79,-84,-90,-79,-86,-85,-75,-74,-75,-74,-83,-82,-83,-86,-85,-85,-91,-61,-81,-82,-79,-75,-74,-69,-75,-92,-77,-79,-100,-81,-91,-82,-89,-100,-67,-92,-69,-70,-83,-89,-100,-71,-83,-80,-84,-84,-87,-84,-84,-100,-100,-100,-92,-88,-89,-91,-100,-93,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,110,750,676024619949
-88,-90,-87,-88,-87,-86,-88,-100,-88,-100,-100,-90,-91,-89,-94,-92,-67,-63,-90,-90,-88,-89,-86,-87,-87,-86,-88,-83,-82,-82,-87,-82,-82,-81,-79,-84,-87,-86,-90,-88,-88,-76,-79,-76,-79,-66,-77,-65,-79,-84,-90,-79,-86,-85,-75,-75,-75,-75,-82,-82,-83,-86,-85,-85,-91,-65,-81,-82,-79,-74,-74,-67,-74,-92,-77,-78,-100,-82,-91,-84,-89,-100,-67,-92,-71,-68,-83,-89,-100,-68,-83,-80,-83,-84,-87,-84,-85,-100,-100,-100,-92,-88,-89,-91,-100,-92,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,110,750,679862521093
-88,-90,-87,-88,-89,-86,-88,-100,-88,-100,-100,-90,-89,-87,-94,-92,-67,-68,-90,-90,-88,-87,-86,-86,-87,-87,-88,-84,-85,-85,-87,-82,-82,-81,-79,-84,-87,-84,-88,-86,-87,-67,-77,-67,-77,-68,-67,-68,-78,-84,-90,-77,-100,-85,-75,-77,-74,-76,-83,-85,-83,-84,-82,-83,-91,-67,-84,-84,-81,-78,-75,-71,-78,-100,-78,-81,-100,-80,-91,-84,-100,-100,-69,-100,-68,-71,-83,-100,-100,-69,-83,-80,-85,-85,-87,-85,-84,-100,-100,-100,-100,-100,-100,-91,-100,-85,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,110,733,724384069201
-88,-90,-87,-88,-89,-86,-88,-100,-88,-100,-100,-90,-88,-87,-100,-92,-70,-68,-92,-88,-86,-86,-85,-86,-87,-86,-86,-85,-84,-85,-87,-81,-81,-81,-79,-84,-87,-79,-87,-88,-88,-66,-80,-65,-80,-67,-64,-67,-78,-84,-90,-80,-100,-100,-76,-75,-77,-78,-86,-85,-77,-88,-86,-86,-91,-66,-84,-85,-82,-76,-77,-71,-75,-100,-76,-80,-100,-81,-91,-81,-100,-100,-68,-100,-68,-71,-83,-100,-100,-71,-83,-80,-83,-84,-87,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,110,733,728195907377
-88,-90,-87,-88,-89,-86,-88,-100,-88,-100,-100,-90,-92,-89,-100,-92,-66,-69,-92,-91,-86,-87,-86,-91,-87,-90,-91,-85,-84,-85,-89,-83,-82,-82,-79,-84,-84,-84,-85,-84,-84,-69,-81,-68,-80,-57,-68,-58,-80,-84,-90,-80,-100,-100,-75,-75,-75,-74,-83,-82,-80,-87,-87,-88,-91,-58,-82,-82,-82,-76,-77,-65,-75,-100,-76,-80,-100,-81,-91,-81,-100,-100,-68,-100,-68,-65,-83,-100,-100,-64,-83,-82,-87,-85,-87,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,110,733,731998292480
-88,-90,-87,-88,-89,-86,-88,-100,-88,-100,-100,-90,-89,-90,-100,-92,-64,-71,-89,-89,-86,-87,-84,-91,-87,-90,-90,-84,-86,-85,-89,-83,-83,-82,-77,-83,-83,-82,-84,-85,-84,-69,-81,-67,-80,-57,-69,-59,-79,-86,-90,-81,-100,-100,-75,-75,-74,-77,-84,-83,-78,-87,-86,-87,-91,-58,-82,-82,-81,-75,-73,-66,-76,-100,-81,-81,-100,-81,-91,-81,-100,-100,-68,-100,-69,-65,-83,-100,-100,-65,-83,-82,-86,-86,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-88,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,110,733,735823266124
