38:17:c3:19:71:90,38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,44:48:c1:a5:82:30,80:8d:b7:55:25:f2,44:48:c1:a5:82:32,80:8d:b7:55:25:f3,44:48:c1:a5:82:31,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,b8:27:eb:9f:6b:77,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:20,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:22:30,38:17:c3:1f:01:92,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:01:90,38:17:c3:1f:01:91,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:01:81,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:31,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:d0,00:4e:35:df:06:40,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:12,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,b4:5d:50:e1:96:53,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,72:32:b1:3e:1a:b7,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,38:17:c3:1e:ff:00,00:4e:35:de:e1:10,80:8d:b7:55:35:01,80:8d:b7:55:35:02,38:17:c3:1e:ff:02,a8:bd:27:4c:bd:30,80:8d:b7:55:35:00,38:17:c3:19:55:52,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:82,38:17:c3:19:d7:61,b4:5d:50:e1:92:23,66:2a:2f:53:7c:99,38:17:c3:1e:ff:01,20:a6:cd:50:24:a0,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:09:90,b4:5d:50:e1:92:30,00:4e:35:de:e1:11,b4:5d:50:e1:96:50,68:ff:7b:e4:af:38,68:ff:7b:e4:af:39,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:e3,38:17:c3:1f:09:83,38:17:c3:1f:00:b0,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,20:a6:cd:42:0b:f0,72:32:b1:3e:1a:b8,38:17:c3:19:71:91,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:09:91,20:a6:cd:42:0b:f2,38:17:c3:19:71:92,38:17:c3:19:45:a1,38:17:c3:19:45:a2,44:48:c1:91:95:b3,38:17:c3:1f:08:50,44:48:c1:91:95:b2,a8:bd:27:4c:bd:32,00:4e:35:de:e1:00,a8:bd:27:4c:bd:31,38:17:c3:1f:08:52,38:17:c3:1f:08:51,3e:33:00:4a:90:c1,38:17:c3:1f:08:41,38:17:c3:1f:08:42,44:48:c1:91:95:b0,44:48:c1:91:95:b1,00:4e:35:de:d7:53,b4:5d:50:e1:92:21,00:4e:35:de:d7:52,38:17:c3:1f:08:40,00:4e:35:de:e1:02,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,00:4e:35:df:0e:12,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:19:55:40,00:4e:35:de:e1:01,38:17:c3:19:55:41,38:17:c3:19:36:31,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:df:0e:11,38:17:c3:19:55:42,38:17:c3:19:36:32,38:17:c3:1e:fc:b0,38:17:c3:19:71:82,00:4e:35:de:d7:43,38:17:c3:1f:22:22,00:4e:35:df:0e:00,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,a8:bd:27:4c:bd:20,00:4e:35:df:0e:10,00:4e:35:df:0e:02,00:4e:35:df:0e:01,38:17:c3:1e:fc:a0,a8:bd:27:4c:bd:22,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,a8:bd:27:4c:bd:21,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,64:e5:99:c3:13:3c,00:4e:35:df:27:01,00:4e:35:df:27:00,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:1b:08:b0,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:58:a0,00:4e:35:df:27:02,00:4e:35:df:27:12,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:de:d7:40,00:4e:35:de:d7:42,00:4e:35:de:d7:41,x,y,timestamp
-92,-74,-87,-65,-86,-72,-55,-82,-57,-80,-54,-81,-82,-27,-82,-83,-82,-66,-87,-65,-64,-64,-64,-69,-84,-68,-84,-84,-89,-67,-89,-87,-91,-86,-87,-88,-89,-90,-91,-90,-91,-89,-85,-86,-76,-77,-77,-64,-65,-64,-50,-81,-72,-80,-80,-85,-80,-77,-80,-92,-78,-68,-90,-65,-66,-77,-75,-49,-49,-89,-74,-75,-69,-87,-100,-74,-100,-83,-86,-86,-80,-82,-87,-100,-81,-78,-77,-77,-90,-100,-83,-92,-87,-90,-86,-88,-100,-77,-85,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-92,-91,-90,-100,-90,-91,-92,-91,-90,-84,-85,-91,-89,-90,-88,-88,-85,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,426,2112832403828
-92,-71,-89,-72,-86,-71,-55,-79,-54,-79,-53,-79,-79,-28,-83,-83,-83,-66,-87,-67,-63,-63,-65,-67,-83,-66,-83,-84,-88,-77,-89,-87,-88,-86,-87,-88,-89,-90,-91,-100,-100,-89,-85,-86,-73,-74,-74,-65,-64,-63,-51,-82,-72,-82,-81,-87,-79,-77,-77,-92,-80,-65,-88,-67,-63,-77,-75,-49,-50,-89,-74,-75,-69,-87,-100,-74,-100,-83,-86,-86,-80,-82,-87,-100,-81,-79,-77,-78,-90,-100,-83,-92,-87,-90,-86,-87,-100,-72,-85,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-92,-91,-91,-100,-100,-100,-92,-91,-90,-85,-88,-91,-89,-90,-88,-88,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,426,2119909245440
-92,-71,-89,-71,-86,-70,-57,-79,-57,-79,-58,-79,-78,-27,-83,-83,-84,-69,-86,-70,-64,-64,-61,-68,-86,-70,-86,-87,-88,-72,-90,-87,-87,-86,-87,-88,-89,-90,-100,-100,-100,-89,-85,-100,-80,-79,-78,-65,-63,-65,-46,-82,-73,-82,-81,-84,-75,-75,-74,-92,-78,-64,-86,-65,-64,-77,-75,-48,-47,-84,-77,-72,-73,-87,-100,-74,-100,-83,-100,-86,-80,-82,-100,-100,-80,-76,-77,-77,-90,-100,-83,-93,-100,-90,-86,-87,-100,-72,-83,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-89,-100,-100,-100,-92,-91,-90,-87,-87,-89,-89,-90,-88,-88,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,426,2127491731947
-94,-72,-89,-71,-86,-71,-59,-78,-57,-78,-59,-78,-78,-34,-84,-83,-84,-67,-86,-69,-62,-63,-63,-69,-86,-68,-85,-87,-89,-73,-89,-87,-86,-89,-87,-88,-89,-90,-100,-100,-100,-89,-85,-100,-77,-77,-77,-64,-66,-64,-45,-82,-72,-82,-81,-84,-76,-76,-74,-92,-78,-65,-85,-66,-67,-76,-76,-48,-49,-84,-76,-70,-69,-87,-100,-70,-100,-83,-100,-86,-80,-79,-100,-100,-80,-78,-77,-77,-90,-100,-83,-91,-100,-90,-86,-87,-100,-72,-83,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-88,-91,-88,-100,-100,-100,-92,-91,-90,-87,-86,-90,-87,-90,-88,-88,-88,-90,-87,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,426,2134416224861
-94,-71,-89,-71,-86,-71,-59,-79,-58,-78,-59,-78,-80,-28,-83,-84,-84,-69,-86,-68,-63,-62,-63,-67,-86,-67,-85,-88,-90,-73,-89,-87,-84,-93,-87,-88,-89,-90,-100,-100,-100,-89,-85,-100,-77,-77,-77,-66,-67,-64,-45,-79,-73,-82,-82,-81,-75,-76,-75,-92,-78,-66,-85,-65,-65,-75,-76,-48,-49,-87,-75,-70,-73,-87,-100,-70,-100,-83,-100,-86,-80,-79,-100,-100,-80,-78,-77,-77,-90,-100,-83,-90,-100,-90,-86,-87,-100,-77,-82,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-89,-100,-100,-100,-92,-91,-90,-86,-87,-88,-89,-90,-87,-88,-87,-90,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,426,2141411896734
-94,-72,-89,-71,-86,-71,-50,-71,-50,-70,-51,-71,-71,-31,-81,-82,-82,-69,-81,-69,-64,-64,-65,-70,-82,-69,-81,-89,-88,-69,-87,-100,-88,-93,-100,-100,-89,-90,-100,-100,-100,-89,-85,-100,-77,-82,-81,-63,-64,-67,-52,-79,-63,-78,-81,-87,-73,-75,-74,-92,-78,-68,-88,-84,-67,-75,-76,-52,-52,-87,-75,-76,-77,-87,-100,-70,-100,-83,-100,-86,-80,-79,-100,-100,-80,-78,-77,-79,-90,-100,-85,-92,-100,-90,-86,-86,-100,-77,-86,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-89,-92,-100,-100,-92,-91,-90,-86,-87,-88,-89,-92,-87,-88,-87,-90,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,408,2183124888124
-94,-70,-89,-71,-86,-70,-52,-71,-52,-71,-52,-71,-70,-28,-81,-83,-82,-70,-81,-70,-64,-64,-65,-70,-82,-70,-81,-90,-89,-67,-87,-100,-85,-93,-100,-100,-89,-90,-100,-100,-100,-89,-87,-100,-82,-81,-80,-65,-65,-64,-57,-82,-62,-80,-80,-85,-73,-72,-74,-92,-75,-69,-86,-68,-67,-75,-76,-56,-54,-86,-75,-77,-75,-87,-100,-79,-100,-81,-100,-86,-81,-81,-100,-100,-81,-78,-77,-79,-90,-100,-85,-87,-100,-90,-86,-85,-100,-81,-86,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-89,-89,-100,-88,-100,-91,-90,-86,-87,-88,-89,-92,-87,-88,-87,-90,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,408,2190662230777
-94,-72,-89,-71,-86,-72,-49,-70,-50,-70,-48,-71,-69,-28,-81,-81,-80,-71,-82,-71,-64,-63,-62,-70,-82,-71,-82,-88,-88,-69,-87,-87,-88,-93,-87,-87,-89,-90,-100,-100,-100,-89,-86,-100,-82,-81,-80,-67,-67,-66,-55,-79,-60,-78,-79,-87,-73,-73,-75,-92,-76,-68,-88,-65,-65,-75,-76,-55,-57,-91,-75,-77,-75,-87,-100,-79,-87,-81,-100,-86,-83,-81,-100,-100,-81,-75,-77,-79,-90,-100,-85,-90,-100,-90,-88,-88,-100,-81,-88,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-92,-90,-93,-90,-100,-88,-100,-91,-100,-86,-87,-88,-89,-92,-87,-88,-87,-90,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,408,2197612804004
-94,-72,-89,-73,-86,-72,-49,-70,-49,-71,-49,-70,-70,-29,-82,-81,-82,-71,-82,-72,-63,-63,-63,-71,-82,-70,-82,-88,-88,-69,-87,-87,-87,-93,-87,-87,-89,-90,-100,-100,-100,-89,-88,-100,-81,-80,-80,-67,-65,-66,-56,-81,-61,-82,-82,-82,-74,-74,-72,-92,-79,-68,-88,-69,-67,-78,-80,-54,-55,-87,-81,-77,-79,-87,-100,-78,-87,-85,-100,-83,-83,-81,-100,-100,-81,-76,-75,-76,-90,-100,-85,-89,-100,-90,-88,-85,-100,-80,-84,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-92,-90,-93,-90,-100,-88,-100,-91,-100,-86,-87,-88,-89,-92,-87,-91,-87,-90,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,408,2205385056397
-94,-73,-89,-74,-86,-72,-50,-73,-49,-71,-50,-72,-71,-37,-81,-82,-82,-70,-83,-72,-64,-64,-64,-73,-82,-71,-82,-88,-87,-71,-87,-87,-89,-93,-87,-87,-89,-90,-100,-100,-100,-89,-90,-100,-83,-83,-82,-65,-66,-67,-56,-80,-60,-81,-82,-85,-74,-75,-73,-92,-79,-65,-88,-66,-65,-78,-81,-55,-55,-88,-81,-77,-80,-87,-100,-82,-87,-80,-100,-83,-80,-82,-100,-100,-81,-76,-75,-76,-90,-100,-85,-90,-100,-90,-87,-84,-100,-83,-84,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-92,-90,-93,-90,-100,-88,-100,-91,-100,-86,-87,-88,-89,-90,-87,-93,-87,-90,-87,-87,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,408,2212396074467
-94,-72,-89,-72,-86,-72,-50,-71,-50,-71,-49,-72,-71,-29,-82,-83,-82,-71,-82,-71,-63,-65,-63,-71,-82,-72,-83,-87,-89,-70,-88,-87,-87,-93,-87,-87,-89,-90,-100,-100,-100,-89,-89,-100,-83,-83,-82,-66,-64,-67,-56,-80,-64,-80,-80,-85,-74,-75,-74,-92,-79,-65,-89,-65,-65,-77,-80,-55,-55,-89,-80,-83,-83,-87,-100,-83,-87,-81,-100,-83,-80,-82,-100,-100,-81,-76,-75,-77,-90,-100,-90,-92,-100,-90,-86,-87,-100,-83,-86,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-92,-90,-93,-90,-100,-88,-100,-91,-100,-86,-87,-88,-89,-90,-87,-93,-87,-90,-87,-87,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,408,2219546068527
-89,-74,-89,-74,-100,-73,-48,-74,-48,-75,-47,-75,-75,-37,-83,-86,-83,-68,-82,-69,-63,-64,-64,-67,-82,-68,-83,-87,-90,-70,-90,-87,-86,-93,-87,-87,-100,-100,-100,-100,-100,-100,-89,-100,-77,-77,-77,-63,-65,-64,-61,-80,-62,-80,-80,-87,-71,-74,-73,-100,-79,-68,-87,-68,-67,-78,-76,-61,-61,-89,-77,-71,-72,-100,-100,-83,-87,-81,-100,-86,-79,-79,-100,-100,-79,-77,-75,-79,-100,-100,-87,-93,-100,-100,-86,-87,-100,-76,-85,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-88,-100,-100,-92,-90,-93,-90,-100,-88,-100,-91,-100,-86,-87,-88,-89,-91,-87,-88,-87,-90,-87,-87,-93,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,389,2251169409713
-89,-74,-89,-71,-100,-71,-48,-77,-49,-78,-48,-79,-79,-31,-84,-85,-84,-69,-82,-68,-63,-64,-65,-68,-82,-68,-83,-87,-90,-70,-88,-87,-87,-93,-87,-87,-100,-100,-100,-93,-100,-100,-89,-100,-75,-76,-73,-69,-68,-68,-62,-80,-59,-79,-80,-88,-71,-74,-77,-100,-79,-69,-88,-67,-68,-77,-76,-61,-60,-87,-80,-69,-73,-100,-100,-73,-87,-81,-100,-86,-82,-79,-100,-100,-79,-77,-75,-79,-100,-100,-86,-94,-100,-100,-86,-89,-100,-76,-89,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-89,-100,-100,-92,-90,-92,-90,-100,-92,-100,-91,-100,-86,-87,-88,-89,-83,-87,-84,-87,-92,-87,-87,-93,-83,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,389,2258028997262
-92,-74,-89,-73,-100,-71,-48,-78,-48,-77,-49,-77,-76,-31,-83,-83,-83,-70,-82,-69,-63,-65,-64,-70,-82,-70,-83,-87,-87,-70,-91,-87,-87,-93,-87,-87,-100,-100,-100,-94,-100,-100,-89,-100,-76,-76,-76,-69,-69,-69,-60,-79,-62,-80,-77,-87,-73,-74,-74,-100,-79,-66,-88,-64,-64,-77,-76,-60,-61,-87,-80,-73,-72,-86,-100,-73,-87,-81,-100,-86,-81,-79,-100,-100,-81,-77,-75,-76,-100,-100,-86,-93,-100,-100,-86,-89,-100,-77,-87,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-93,-89,-100,-100,-100,-100,-90,-100,-100,-92,-90,-92,-90,-100,-92,-100,-91,-100,-86,-87,-88,-89,-90,-87,-87,-87,-92,-87,-87,-93,-83,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,389,2265498828822
-93,-73,-89,-72,-100,-74,-48,-76,-47,-75,-48,-75,-74,-30,-85,-84,-84,-67,-82,-67,-63,-69,-72,-67,-82,-67,-83,-87,-92,-70,-90,-87,-86,-90,-87,-87,-100,-100,-100,-94,-100,-100,-89,-100,-78,-79,-78,-69,-70,-70,-58,-76,-62,-79,-79,-89,-77,-74,-76,-100,-79,-69,-85,-68,-68,-77,-76,-60,-60,-85,-80,-73,-73,-86,-100,-75,-87,-81,-100,-86,-81,-78,-100,-100,-81,-77,-75,-76,-100,-100,-85,-93,-100,-100,-86,-89,-100,-77,-90,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-87,-91,-100,-100,-100,-100,-90,-100,-100,-92,-92,-92,-90,-100,-90,-92,-90,-100,-86,-87,-88,-89,-89,-87,-88,-87,-92,-87,-89,-93,-89,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,389,2273131190173
-90,-72,-89,-73,-100,-72,-48,-76,-48,-76,-48,-75,-77,-35,-84,-84,-84,-68,-82,-67,-63,-63,-63,-67,-82,-68,-83,-87,-90,-69,-89,-87,-86,-90,-86,-86,-100,-100,-100,-94,-100,-100,-89,-100,-77,-77,-76,-68,-68,-68,-59,-77,-62,-80,-79,-87,-77,-76,-75,-100,-76,-67,-85,-69,-69,-77,-76,-91,-60,-84,-80,-73,-73,-86,-85,-75,-87,-81,-100,-86,-81,-79,-100,-100,-79,-77,-75,-77,-100,-100,-86,-94,-100,-100,-86,-89,-100,-78,-87,-100,-93,-92,-100,-100,-100,-100,-100,-100,-100,-87,-91,-100,-100,-100,-100,-89,-100,-100,-92,-91,-92,-90,-100,-90,-90,-90,-100,-86,-87,-88,-89,-90,-87,-90,-87,-92,-87,-89,-93,-89,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,389,2280986436524
-86,-69,-89,-71,-100,-70,-47,-77,-46,-77,-46,-77,-77,-36,-83,-84,-83,-69,-91,-70,-64,-64,-64,-68,-91,-68,-89,-87,-91,-68,-89,-87,-86,-90,-86,-86,-100,-100,-100,-94,-100,-100,-89,-100,-78,-79,-78,-67,-67,-67,-60,-80,-63,-81,-81,-81,-71,-71,-72,-100,-76,-62,-88,-62,-66,-79,-76,-60,-60,-90,-76,-73,-74,-87,-85,-74,-86,-81,-100,-81,-81,-78,-100,-100,-79,-74,-75,-74,-100,-100,-86,-89,-100,-100,-86,-89,-100,-79,-80,-100,-93,-92,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-88,-100,-100,-92,-91,-92,-90,-89,-90,-90,-90,-100,-86,-87,-88,-89,-91,-87,-89,-87,-90,-87,-89,-93,-89,-87,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,389,2288165505063
-90,-69,-100,-71,-100,-77,-63,-74,-63,-76,-62,-77,-77,-28,-86,-86,-85,-69,-87,-71,-69,-70,-69,-70,-86,-70,-87,-87,-90,-60,-88,-87,-86,-90,-86,-86,-100,-100,-100,-94,-100,-100,-89,-100,-78,-77,-77,-70,-70,-70,-59,-75,-69,-74,-75,-83,-73,-75,-75,-100,-76,-58,-89,-58,-56,-79,-76,-59,-59,-89,-81,-71,-72,-87,-85,-72,-86,-81,-100,-80,-81,-81,-100,-100,-79,-77,-77,-74,-100,-100,-86,-89,-100,-100,-89,-89,-100,-79,-80,-100,-89,-92,-100,-100,-100,-100,-100,-100,-100,-87,-90,-100,-100,-100,-100,-88,-100,-100,-92,-91,-92,-90,-89,-90,-90,-90,-100,-100,-100,-92,-89,-78,-87,-77,-100,-84,-100,-89,-93,-77,-78,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,371,2317431090260
-90,-69,-100,-71,-100,-75,-63,-77,-63,-76,-65,-78,-78,-27,-88,-88,-89,-72,-89,-73,-70,-69,-66,-72,-89,-72,-89,-87,-89,-75,-89,-87,-86,-90,-86,-86,-100,-100,-100,-94,-100,-100,-89,-100,-81,-81,-81,-71,-70,-71,-58,-75,-70,-75,-75,-83,-74,-74,-76,-100,-81,-61,-90,-60,-61,-80,-79,-58,-59,-88,-82,-71,-73,-87,-82,-72,-86,-82,-100,-84,-81,-81,-100,-100,-79,-76,-77,-74,-100,-100,-86,-89,-100,-100,-89,-89,-100,-81,-83,-100,-87,-92,-100,-100,-100,-100,-100,-100,-100,-87,-90,-100,-100,-100,-100,-89,-100,-100,-92,-91,-92,-89,-89,-89,-90,-90,-100,-100,-100,-92,-100,-76,-100,-76,-100,-84,-100,-89,-93,-77,-76,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,371,2324489105726
