38:17:c3:19:71:90,38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,44:48:c1:a5:82:30,80:8d:b7:55:25:f2,44:48:c1:a5:82:32,80:8d:b7:55:25:f3,44:48:c1:a5:82:31,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,b8:27:eb:9f:6b:77,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:20,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:22:30,38:17:c3:1f:01:92,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:01:90,38:17:c3:1f:01:91,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:01:81,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:31,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:d0,00:4e:35:df:06:40,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:12,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,b4:5d:50:e1:96:53,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,72:32:b1:3e:1a:b7,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,38:17:c3:1e:ff:00,00:4e:35:de:e1:10,80:8d:b7:55:35:01,80:8d:b7:55:35:02,38:17:c3:1e:ff:02,a8:bd:27:4c:bd:30,80:8d:b7:55:35:00,38:17:c3:19:55:52,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:82,38:17:c3:19:d7:61,b4:5d:50:e1:92:23,66:2a:2f:53:7c:99,38:17:c3:1e:ff:01,20:a6:cd:50:24:a0,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:09:90,b4:5d:50:e1:92:30,00:4e:35:de:e1:11,b4:5d:50:e1:96:50,68:ff:7b:e4:af:38,68:ff:7b:e4:af:39,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:e3,38:17:c3:1f:09:83,38:17:c3:1f:00:b0,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,20:a6:cd:42:0b:f0,72:32:b1:3e:1a:b8,38:17:c3:19:71:91,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:09:91,20:a6:cd:42:0b:f2,38:17:c3:19:71:92,38:17:c3:19:45:a1,38:17:c3:19:45:a2,44:48:c1:91:95:b3,38:17:c3:1f:08:50,44:48:c1:91:95:b2,a8:bd:27:4c:bd:32,00:4e:35:de:e1:00,a8:bd:27:4c:bd:31,38:17:c3:1f:08:52,38:17:c3:1f:08:51,3e:33:00:4a:90:c1,38:17:c3:1f:08:41,38:17:c3:1f:08:42,44:48:c1:91:95:b0,44:48:c1:91:95:b1,00:4e:35:de:d7:53,b4:5d:50:e1:92:21,00:4e:35:de:d7:52,38:17:c3:1f:08:40,00:4e:35:de:e1:02,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,00:4e:35:df:0e:12,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:19:55:40,00:4e:35:de:e1:01,38:17:c3:19:55:41,38:17:c3:19:36:31,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:df:0e:11,38:17:c3:19:55:42,38:17:c3:19:36:32,38:17:c3:1e:fc:b0,38:17:c3:19:71:82,00:4e:35:de:d7:43,38:17:c3:1f:22:22,00:4e:35:df:0e:00,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,a8:bd:27:4c:bd:20,00:4e:35:df:0e:10,00:4e:35:df:0e:02,00:4e:35:df:0e:01,38:17:c3:1e:fc:a0,a8:bd:27:4c:bd:22,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,a8:bd:27:4c:bd:21,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,64:e5:99:c3:13:3c,00:4e:35:df:27:01,00:4e:35:df:27:00,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:1b:08:b0,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:58:a0,00:4e:35:df:27:02,00:4e:35:df:27:12,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:de:d7:40,00:4e:35:de:d7:42,00:4e:35:de:d7:41,x,y,timestamp
-92,-100,-100,-100,-100,-100,-82,-58,-82,-60,-83,-57,-59,-28,-72,-72,-72,-80,-100,-81,-84,-83,-83,-82,-100,-81,-100,-89,-90,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-92,-81,-82,-81,-72,-65,-54,-65,-66,-71,-64,-63,-61,-100,-79,-66,-100,-67,-67,-88,-88,-71,-71,-89,-89,-70,-71,-73,-75,-70,-73,-72,-100,-72,-100,-100,-100,-79,-100,-65,-63,-64,-100,-100,-93,-90,-100,-100,-88,-87,-100,-100,-71,-100,-91,-84,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-90,-100,-100,-100,-85,-100,-79,-83,-79,-86,-85,-100,-85,-87,-100,-100,-91,-100,-90,-86,-83,-100,-100,-82,-86,-86,-70,-84,-70,-100,-100,-100,-82,-70,-100,-84,-100,-100,-100,-100,-86,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,147,3215212979814
-92,-83,-100,-100,-100,-100,-85,-57,-83,-59,-82,-58,-57,-29,-73,-72,-72,-82,-100,-82,-84,-84,-83,-82,-100,-81,-100,-89,-90,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-93,-92,-81,-81,-81,-72,-66,-53,-66,-65,-75,-62,-63,-60,-100,-79,-65,-100,-65,-67,-88,-88,-73,-73,-89,-89,-71,-70,-73,-73,-70,-74,-77,-100,-76,-100,-89,-100,-79,-100,-64,-64,-65,-100,-100,-93,-89,-100,-100,-88,-87,-100,-100,-74,-100,-92,-84,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-90,-100,-100,-100,-85,-100,-78,-72,-79,-86,-85,-100,-85,-87,-100,-100,-91,-100,-90,-86,-77,-100,-100,-78,-86,-86,-70,-80,-71,-100,-100,-100,-82,-68,-100,-84,-100,-100,-100,-100,-86,-85,-85,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,147,3222009411321
-91,-83,-100,-100,-100,-100,-82,-58,-83,-60,-82,-59,-58,-27,-72,-72,-72,-82,-100,-80,-85,-83,-83,-80,-100,-80,-100,-89,-89,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-93,-92,-82,-81,-81,-73,-65,-54,-65,-65,-74,-65,-63,-66,-100,-79,-66,-100,-65,-67,-86,-88,-72,-73,-90,-87,-69,-69,-73,-76,-70,-74,-77,-100,-74,-100,-89,-100,-79,-100,-65,-64,-64,-100,-100,-93,-89,-100,-100,-88,-87,-100,-100,-76,-100,-90,-84,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-90,-100,-100,-100,-85,-100,-77,-82,-79,-86,-85,-100,-85,-87,-100,-100,-91,-100,-90,-86,-83,-100,-100,-78,-86,-86,-70,-83,-70,-100,-100,-100,-78,-67,-100,-84,-100,-100,-100,-100,-87,-85,-85,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,147,3228971508506
-91,-83,-100,-100,-100,-100,-83,-74,-83,-71,-82,-73,-73,-29,-72,-72,-81,-82,-100,-81,-85,-83,-83,-82,-100,-82,-100,-89,-89,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-93,-92,-78,-80,-80,-71,-65,-53,-67,-68,-72,-62,-60,-61,-100,-79,-67,-100,-67,-67,-86,-88,-71,-72,-90,-87,-77,-78,-83,-76,-78,-74,-77,-100,-71,-100,-89,-100,-79,-100,-62,-62,-62,-100,-100,-100,-95,-100,-100,-88,-87,-100,-100,-73,-100,-90,-84,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-90,-100,-100,-100,-89,-100,-78,-77,-78,-87,-90,-100,-100,-100,-100,-100,-89,-100,-90,-100,-77,-100,-100,-80,-87,-87,-70,-77,-67,-100,-100,-100,-80,-68,-100,-84,-100,-100,-100,-100,-87,-85,-85,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,129,3253874671622
-91,-83,-100,-100,-100,-100,-81,-71,-82,-73,-81,-74,-75,-31,-82,-81,-81,-83,-100,-83,-85,-88,-83,-82,-100,-83,-100,-89,-89,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-93,-92,-78,-80,-81,-72,-64,-52,-65,-66,-69,-64,-64,-64,-100,-79,-70,-100,-72,-69,-86,-88,-72,-72,-87,-87,-78,-75,-83,-76,-77,-74,-73,-100,-69,-100,-89,-100,-79,-100,-61,-64,-63,-100,-100,-100,-95,-100,-100,-88,-87,-100,-100,-70,-100,-89,-84,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-90,-100,-100,-100,-90,-100,-78,-77,-79,-87,-90,-100,-100,-100,-100,-100,-89,-100,-90,-100,-77,-100,-100,-80,-87,-87,-70,-77,-70,-100,-100,-100,-79,-70,-100,-84,-100,-100,-100,-89,-87,-85,-85,-78,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,129,3260409007505
-91,-83,-100,-100,-100,-100,-84,-71,-84,-72,-83,-71,-72,-27,-84,-85,-85,-83,-100,-83,-85,-88,-83,-83,-100,-83,-100,-89,-89,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-93,-92,-78,-80,-81,-74,-66,-50,-65,-67,-77,-63,-62,-63,-100,-79,-72,-100,-71,-71,-86,-88,-72,-73,-87,-87,-78,-75,-83,-76,-77,-74,-73,-100,-77,-100,-89,-100,-80,-100,-61,-61,-86,-100,-100,-100,-93,-100,-100,-88,-87,-100,-100,-77,-100,-89,-84,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-90,-100,-100,-100,-90,-100,-80,-79,-81,-87,-90,-100,-100,-100,-100,-100,-89,-100,-90,-100,-79,-100,-100,-79,-87,-87,-70,-79,-68,-100,-100,-100,-79,-67,-100,-84,-100,-100,-100,-89,-87,-85,-85,-80,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,129,3267266039169
-91,-83,-100,-100,-100,-100,-84,-71,-84,-79,-84,-80,-77,-28,-83,-83,-83,-81,-100,-81,-85,-88,-83,-80,-100,-80,-100,-89,-89,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-93,-92,-81,-78,-81,-72,-64,-50,-66,-64,-72,-68,-65,-67,-100,-79,-69,-100,-68,-87,-86,-88,-71,-72,-89,-87,-77,-76,-83,-76,-75,-74,-73,-100,-73,-100,-89,-100,-80,-100,-62,-61,-61,-100,-100,-100,-93,-100,-100,-88,-87,-100,-100,-74,-100,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-90,-100,-100,-100,-88,-100,-80,-79,-80,-89,-88,-100,-100,-100,-100,-100,-90,-100,-89,-100,-75,-100,-100,-77,-87,-87,-72,-73,-68,-100,-100,-100,-77,-68,-100,-84,-100,-100,-100,-89,-87,-85,-85,-80,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,129,3274136263177
-91,-83,-100,-100,-100,-100,-83,-76,-82,-75,-83,-77,-76,-28,-83,-83,-84,-81,-100,-81,-85,-88,-83,-81,-100,-81,-100,-89,-89,-85,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-93,-92,-79,-79,-82,-72,-66,-51,-66,-66,-72,-61,-62,-62,-100,-79,-69,-100,-68,-69,-86,-88,-71,-71,-89,-87,-74,-73,-81,-80,-75,-79,-73,-100,-74,-100,-89,-100,-78,-100,-60,-85,-62,-100,-100,-100,-92,-100,-100,-88,-87,-100,-100,-71,-100,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-90,-100,-100,-100,-91,-100,-77,-80,-77,-90,-89,-100,-100,-100,-100,-100,-90,-100,-90,-100,-81,-100,-100,-76,-87,-87,-70,-78,-73,-100,-100,-100,-76,-74,-100,-84,-100,-100,-100,-88,-87,-85,-85,-76,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,129,3281022756039
-91,-83,-100,-100,-100,-100,-84,-77,-84,-75,-83,-78,-78,-27,-81,-83,-84,-82,-100,-80,-85,-88,-83,-82,-100,-82,-100,-89,-89,-85,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-93,-92,-81,-80,-81,-72,-62,-52,-64,-65,-72,-65,-64,-65,-100,-79,-68,-100,-68,-68,-86,-88,-73,-72,-89,-87,-75,-75,-80,-80,-75,-81,-78,-100,-72,-100,-89,-100,-78,-100,-63,-62,-62,-100,-100,-100,-92,-100,-100,-88,-87,-100,-100,-71,-100,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-90,-100,-100,-100,-89,-100,-80,-80,-77,-90,-89,-100,-100,-100,-100,-100,-90,-100,-90,-100,-79,-100,-100,-80,-87,-87,-71,-80,-72,-100,-100,-100,-82,-71,-100,-84,-100,-100,-100,-88,-85,-85,-85,-76,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,129,3287644287494
-91,-83,-100,-100,-100,-100,-84,-71,-84,-70,-83,-71,-70,-28,-81,-83,-84,-77,-100,-78,-85,-88,-83,-79,-100,-79,-100,-89,-89,-85,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-93,-92,-82,-81,-81,-75,-62,-57,-60,-62,-75,-58,-62,-63,-100,-90,-64,-100,-64,-62,-86,-88,-75,-75,-89,-87,-77,-75,-80,-81,-74,-81,-78,-100,-76,-100,-89,-100,-78,-100,-51,-52,-51,-100,-100,-100,-92,-100,-100,-88,-87,-100,-100,-74,-100,-91,-84,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-90,-100,-100,-100,-91,-100,-77,-78,-77,-90,-91,-100,-100,-100,-100,-100,-90,-100,-90,-100,-81,-100,-100,-87,-87,-87,-64,-80,-64,-100,-100,-100,-88,-62,-100,-84,-100,-100,-100,-88,-85,-85,-100,-86,-88,-88,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,110,3317477965452
-91,-83,-100,-100,-100,-100,-79,-70,-79,-70,-79,-70,-69,-30,-81,-83,-84,-76,-100,-76,-85,-88,-83,-76,-100,-76,-100,-89,-89,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-93,-92,-79,-81,-81,-73,-63,-58,-62,-63,-74,-55,-55,-56,-100,-90,-62,-100,-64,-62,-86,-82,-74,-74,-89,-87,-75,-75,-80,-81,-76,-81,-78,-100,-74,-91,-89,-100,-78,-100,-57,-58,-56,-100,-100,-100,-93,-100,-100,-88,-87,-100,-100,-74,-100,-91,-84,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-90,-100,-100,-100,-91,-100,-79,-81,-78,-90,-91,-100,-100,-100,-100,-100,-90,-100,-90,-100,-79,-100,-100,-80,-87,-87,-69,-80,-67,-100,-100,-100,-80,-67,-100,-84,-100,-100,-100,-87,-84,-83,-100,-81,-87,-91,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,110,3324931662480
-91,-83,-100,-100,-100,-100,-80,-71,-80,-71,-79,-71,-71,-29,-82,-81,-82,-77,-100,-76,-85,-88,-83,-78,-100,-77,-100,-89,-89,-80,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-93,-92,-82,-83,-80,-73,-64,-55,-62,-63,-73,-57,-57,-58,-100,-90,-64,-100,-62,-62,-86,-82,-72,-72,-90,-87,-75,-77,-81,-81,-76,-80,-74,-100,-72,-91,-89,-100,-78,-100,-57,-57,-56,-100,-100,-100,-91,-100,-100,-88,-87,-100,-100,-74,-100,-90,-85,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-90,-100,-100,-100,-93,-100,-79,-82,-78,-90,-91,-100,-100,-100,-100,-100,-92,-100,-90,-100,-84,-100,-100,-79,-87,-87,-69,-83,-69,-100,-100,-100,-80,-68,-100,-84,-100,-100,-100,-86,-84,-83,-100,-82,-87,-87,-86,-84,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,110,3331787373519
-91,-83,-100,-100,-100,-100,-83,-68,-82,-69,-82,-69,-69,-27,-82,-81,-82,-78,-100,-77,-85,-88,-83,-79,-100,-78,-100,-89,-89,-79,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-93,-92,-83,-83,-83,-74,-62,-57,-62,-62,-74,-55,-55,-55,-100,-90,-67,-100,-70,-68,-86,-82,-72,-72,-90,-87,-77,-75,-81,-81,-76,-80,-74,-100,-73,-91,-89,-100,-78,-100,-50,-51,-51,-100,-100,-100,-94,-100,-100,-88,-87,-100,-100,-72,-100,-94,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-78,-82,-77,-90,-91,-100,-100,-100,-100,-100,-92,-100,-90,-100,-86,-100,-100,-78,-87,-87,-66,-87,-63,-100,-100,-100,-79,-68,-100,-100,-100,-100,-100,-86,-84,-83,-100,-82,-87,-87,-86,-84,-87,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,110,3338747281537
-91,-83,-100,-100,-100,-100,-83,-68,-82,-69,-82,-69,-69,-28,-82,-81,-82,-79,-100,-79,-85,-88,-83,-80,-100,-78,-100,-89,-89,-78,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-93,-92,-83,-83,-83,-74,-63,-61,-62,-63,-72,-57,-57,-56,-100,-90,-64,-100,-63,-65,-86,-82,-73,-73,-90,-87,-78,-79,-81,-81,-76,-83,-74,-100,-72,-91,-89,-100,-78,-100,-50,-50,-51,-100,-100,-100,-90,-100,-100,-88,-87,-100,-100,-73,-100,-91,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-79,-85,-77,-90,-91,-100,-100,-100,-100,-100,-92,-100,-90,-100,-89,-100,-100,-81,-87,-87,-66,-87,-66,-100,-100,-100,-82,-66,-100,-100,-100,-100,-100,-88,-83,-83,-100,-82,-85,-87,-86,-84,-87,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,110,3345812571014
-91,-83,-100,-100,-100,-100,-83,-69,-83,-68,-83,-69,-69,-28,-82,-81,-82,-78,-100,-78,-85,-88,-83,-79,-100,-79,-100,-89,-89,-78,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-93,-92,-83,-83,-80,-73,-62,-58,-59,-59,-76,-56,-57,-55,-100,-90,-64,-100,-66,-65,-81,-81,-72,-73,-89,-82,-74,-76,-79,-78,-75,-79,-77,-100,-74,-91,-89,-100,-78,-100,-50,-50,-49,-100,-100,-100,-90,-100,-100,-88,-87,-100,-100,-72,-100,-92,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-78,-87,-77,-90,-91,-100,-100,-100,-100,-100,-92,-100,-90,-100,-81,-100,-100,-83,-87,-87,-66,-84,-68,-100,-100,-100,-83,-67,-100,-100,-100,-100,-100,-87,-83,-83,-84,-82,-87,-86,-85,-83,-86,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,110,3352604753147
-91,-83,-100,-100,-100,-100,-81,-72,-80,-72,-79,-72,-72,-27,-82,-81,-82,-83,-100,-82,-85,-88,-89,-82,-100,-83,-100,-89,-89,-83,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-84,-85,-84,-73,-69,-59,-69,-70,-68,-64,-63,-61,-100,-90,-69,-100,-68,-70,-81,-81,-74,-73,-89,-82,-74,-76,-79,-78,-75,-79,-77,-100,-70,-91,-89,-100,-78,-100,-52,-53,-52,-100,-100,-100,-90,-100,-100,-88,-87,-100,-100,-68,-100,-91,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-78,-82,-77,-90,-91,-100,-100,-100,-100,-100,-92,-100,-91,-100,-81,-100,-100,-79,-87,-87,-64,-81,-65,-100,-100,-100,-83,-63,-100,-100,-100,-100,-100,-87,-83,-83,-84,-80,-87,-86,-85,-80,-86,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,92,3376947931210
-91,-83,-100,-100,-100,-100,-83,-75,-83,-75,-83,-76,-76,-28,-82,-82,-82,-81,-100,-81,-87,-87,-89,-78,-100,-79,-100,-100,-89,-80,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-81,-81,-81,-72,-70,-58,-68,-67,-73,-60,-63,-61,-100,-90,-72,-100,-70,-70,-81,-81,-72,-71,-89,-82,-78,-76,-84,-82,-76,-93,-81,-100,-74,-91,-89,-100,-78,-100,-50,-51,-50,-100,-100,-100,-91,-100,-100,-88,-100,-100,-100,-72,-100,-91,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-73,-76,-74,-90,-91,-100,-100,-100,-100,-100,-92,-100,-91,-100,-84,-100,-100,-85,-87,-87,-70,-81,-70,-100,-100,-100,-83,-68,-100,-100,-100,-100,-100,-87,-83,-83,-84,-80,-87,-86,-85,-80,-86,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,92,3383823997301
-91,-83,-100,-100,-100,-100,-82,-71,-83,-69,-82,-72,-72,-33,-82,-82,-82,-83,-100,-82,-87,-87,-89,-82,-100,-80,-100,-100,-89,-80,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-81,-86,-85,-75,-67,-59,-66,-68,-67,-61,-61,-62,-100,-90,-70,-100,-70,-68,-84,-84,-77,-76,-89,-84,-78,-76,-84,-82,-76,-93,-81,-100,-70,-91,-89,-100,-71,-100,-52,-52,-53,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-69,-100,-91,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-72,-79,-71,-90,-91,-100,-100,-100,-100,-100,-92,-100,-91,-100,-80,-100,-100,-85,-87,-87,-65,-80,-64,-100,-100,-100,-85,-64,-100,-83,-100,-100,-100,-87,-83,-84,-84,-80,-87,-86,-85,-80,-86,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,92,3390909808861
-91,-83,-100,-100,-100,-100,-82,-71,-81,-70,-82,-71,-71,-28,-82,-82,-82,-79,-100,-80,-87,-87,-89,-80,-100,-81,-100,-100,-89,-82,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-82,-82,-82,-72,-68,-57,-68,-68,-69,-60,-60,-62,-100,-86,-67,-100,-67,-69,-84,-84,-72,-72,-89,-84,-78,-76,-85,-84,-79,-82,-79,-100,-71,-91,-91,-100,-72,-100,-54,-54,-54,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-70,-100,-91,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-72,-80,-71,-90,-91,-100,-100,-100,-100,-100,-92,-100,-91,-100,-80,-100,-100,-82,-87,-87,-66,-79,-65,-100,-100,-100,-81,-66,-100,-83,-100,-100,-100,-87,-83,-84,-84,-80,-87,-86,-85,-80,-86,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,92,3397307439953
