38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,44:48:c1:a5:82:30,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,38:17:c3:1e:ff:00,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:20,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:01:92,38:17:c3:1f:22:30,38:17:c3:1f:22:31,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:19:55:52,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,b4:5d:50:e1:92:23,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:d0,00:4e:35:df:06:40,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:11,00:4e:35:de:e1:12,00:4e:35:de:e1:10,2a:16:ad:ec:da:ab,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,00:4e:35:de:e1:02,66:2a:2f:53:7c:99,68:ff:7b:e4:af:38,b4:5d:50:e1:96:53,68:ff:7b:e4:af:39,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,72:32:b1:3e:1a:b7,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,a8:bd:27:4c:bd:30,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:1f:22:32,20:a6:cd:50:24:a1,a8:bd:27:4c:bd:31,b4:5d:50:e1:96:52,72:32:b1:3e:1a:b8,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:1f:09:91,b4:5d:50:e1:96:51,38:17:c3:19:71:90,20:a6:cd:50:24:a2,b4:5d:50:e1:96:50,20:a6:cd:50:24:a0,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:45:a1,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f3,38:17:c3:1f:00:b0,38:17:c3:19:45:a2,38:17:c3:1f:00:b1,a8:bd:27:4c:bd:32,20:a6:cd:42:0b:f0,38:17:c3:1f:08:50,38:17:c3:1f:09:83,38:17:c3:19:55:41,38:17:c3:1f:08:52,00:4e:35:de:e1:00,00:4e:35:df:0e:12,00:4e:35:de:d7:53,00:4e:35:de:d7:52,44:48:c1:91:95:b3,b4:5d:50:e1:92:22,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,00:4e:35:de:e1:01,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:51,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,00:4e:35:de:d7:40,00:4e:35:de:d7:43,00:4e:35:df:0e:11,38:17:c3:19:36:30,00:4e:35:df:0e:10,38:17:c3:19:71:80,38:17:c3:19:36:31,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1e:fc:b0,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:19:36:32,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,00:4e:35:df:0e:02,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:1f:0f:90,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,38:17:c3:1b:08:a0,38:17:c3:1b:08:a2,38:17:c3:1b:08:a1,x,y,timestamp
-48,-81,-49,-81,-49,-81,-71,-70,-71,-71,-71,-71,-71,-83,-70,-70,-71,-63,-83,-63,-80,-81,-83,-63,-82,-63,-82,-81,-81,-56,-73,-89,-86,-91,-90,-72,-71,-88,-86,-87,-85,-90,-88,-78,-79,-81,-79,-84,-86,-85,-85,-89,-72,-73,-73,-68,-77,-74,-87,-88,-100,-92,-100,-83,-81,-81,-80,-100,-92,-90,-88,-89,-76,-74,-71,-69,-91,-71,-71,-75,-55,-53,-67,-67,-81,-54,-78,-79,-78,-83,-83,-85,-83,-95,-81,-81,-86,-89,-92,-88,-90,-90,-91,-91,-90,-90,-92,-87,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,724,922473427563
-50,-81,-50,-82,-51,-81,-70,-70,-73,-71,-73,-72,-74,-84,-70,-70,-72,-62,-81,-62,-80,-81,-79,-62,-82,-61,-81,-82,-83,-57,-71,-89,-86,-89,-90,-71,-70,-87,-84,-85,-85,-87,-87,-79,-78,-81,-79,-85,-86,-86,-87,-89,-68,-72,-73,-70,-86,-72,-86,-86,-100,-90,-90,-83,-79,-79,-79,-100,-92,-90,-91,-89,-74,-75,-72,-68,-91,-69,-70,-76,-54,-53,-69,-70,-81,-53,-81,-79,-81,-83,-83,-84,-83,-95,-81,-81,-86,-89,-92,-89,-90,-90,-91,-91,-90,-90,-92,-88,-90,-89,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,724,926318728864
-50,-82,-51,-81,-50,-81,-72,-71,-72,-72,-74,-72,-73,-85,-71,-71,-71,-62,-80,-63,-83,-82,-83,-63,-80,-62,-81,-80,-78,-53,-73,-87,-100,-91,-90,-74,-73,-87,-83,-83,-83,-87,-87,-75,-75,-80,-75,-88,-89,-86,-89,-89,-78,-84,-76,-68,-86,-70,-85,-85,-100,-92,-90,-83,-85,-84,-84,-100,-92,-93,-91,-89,-72,-72,-71,-72,-91,-72,-73,-72,-59,-59,-67,-64,-88,-57,-82,-81,-81,-83,-81,-84,-84,-100,-84,-84,-86,-89,-100,-89,-86,-90,-91,-90,-90,-90,-90,-89,-91,-89,-90,-88,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,707,989099816288
-51,-80,-48,-80,-49,-79,-72,-72,-74,-72,-74,-74,-75,-85,-71,-71,-71,-57,-80,-57,-85,-85,-84,-59,-80,-57,-80,-79,-79,-56,-71,-87,-90,-88,-92,-72,-72,-88,-81,-83,-83,-87,-87,-75,-76,-79,-75,-88,-89,-86,-89,-89,-76,-77,-75,-66,-85,-70,-85,-85,-100,-90,-90,-80,-82,-80,-82,-100,-92,-93,-92,-89,-72,-71,-69,-75,-87,-75,-73,-73,-59,-64,-67,-67,-83,-62,-79,-83,-82,-84,-81,-84,-84,-100,-84,-83,-86,-89,-100,-89,-86,-90,-90,-90,-91,-90,-90,-89,-91,-89,-90,-88,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,707,992958759984
-52,-82,-53,-83,-53,-83,-72,-72,-73,-72,-72,-73,-72,-85,-73,-72,-72,-66,-80,-66,-82,-83,-82,-65,-80,-91,-80,-79,-80,-55,-74,-87,-90,-89,-92,-73,-73,-86,-86,-85,-85,-87,-86,-79,-76,-80,-75,-88,-88,-89,-87,-89,-76,-76,-76,-68,-88,-69,-84,-85,-100,-95,-90,-82,-80,-80,-79,-100,-92,-93,-91,-90,-73,-73,-69,-75,-91,-76,-75,-72,-62,-61,-67,-68,-81,-64,-79,-83,-82,-84,-74,-84,-82,-100,-78,-79,-86,-89,-100,-90,-86,-90,-91,-91,-91,-91,-90,-89,-90,-89,-90,-88,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,707,996802323681
-50,-83,-51,-85,-51,-86,-74,-73,-77,-73,-77,-78,-79,-85,-71,-71,-71,-61,-81,-62,-82,-84,-82,-61,-80,-63,-81,-82,-81,-55,-75,-88,-90,-90,-92,-74,-75,-88,-84,-83,-84,-89,-87,-76,-76,-82,-75,-90,-90,-89,-89,-89,-77,-77,-73,-66,-84,-68,-84,-85,-100,-91,-90,-83,-82,-82,-83,-100,-91,-93,-91,-90,-70,-70,-66,-72,-91,-71,-72,-71,-59,-59,-65,-66,-89,-58,-79,-83,-82,-84,-81,-84,-84,-100,-84,-84,-86,-89,-100,-90,-86,-90,-91,-90,-91,-91,-89,-89,-90,-89,-90,-88,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,707,1000664389721
-51,-84,-51,-84,-50,-83,-72,-72,-77,-73,-78,-79,-77,-85,-73,-72,-73,-63,-81,-63,-82,-82,-84,-62,-81,-63,-81,-80,-81,-53,-76,-87,-90,-92,-87,-76,-76,-88,-84,-83,-84,-88,-88,-75,-75,-81,-75,-90,-88,-90,-88,-90,-77,-76,-77,-66,-84,-68,-84,-84,-100,-91,-90,-80,-83,-83,-83,-100,-94,-93,-91,-90,-71,-71,-66,-73,-90,-72,-72,-69,-60,-59,-67,-66,-86,-58,-82,-81,-82,-84,-81,-84,-84,-100,-84,-84,-86,-89,-100,-90,-86,-90,-89,-90,-90,-91,-90,-89,-90,-89,-90,-88,-88,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,707,1004515281334
-51,-84,-50,-84,-54,-83,-73,-73,-76,-74,-75,-77,-76,-85,-72,-71,-72,-62,-80,-63,-84,-81,-83,-63,-81,-61,-81,-80,-80,-53,-75,-87,-90,-90,-87,-75,-75,-87,-83,-83,-83,-89,-87,-80,-76,-80,-80,-88,-90,-90,-89,-90,-77,-75,-77,-66,-85,-68,-85,-86,-100,-91,-90,-80,-84,-84,-82,-100,-92,-93,-92,-90,-71,-71,-66,-73,-90,-72,-74,-69,-61,-60,-66,-66,-86,-75,-82,-82,-83,-84,-81,-84,-84,-100,-84,-84,-86,-89,-100,-90,-86,-90,-89,-91,-90,-91,-90,-89,-92,-89,-90,-88,-91,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,707,1008372253104
-51,-78,-52,-77,-51,-77,-73,-73,-71,-73,-72,-73,-72,-85,-75,-74,-74,-61,-80,-62,-81,-82,-82,-60,-81,-60,-81,-82,-82,-54,-70,-89,-90,-90,-87,-71,-71,-85,-91,-86,-88,-85,-86,-75,-76,-81,-74,-89,-90,-90,-89,-91,-75,-72,-70,-81,-85,-67,-89,-85,-100,-87,-90,-75,-81,-83,-79,-100,-92,-92,-91,-90,-74,-72,-67,-72,-89,-83,-70,-71,-59,-60,-66,-66,-82,-58,-82,-81,-81,-80,-81,-83,-84,-100,-79,-81,-100,-89,-100,-90,-86,-90,-90,-91,-89,-91,-90,-91,-92,-89,-90,-88,-90,-89,-90,-92,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,690,1050485050952
-52,-77,-51,-77,-51,-77,-73,-73,-72,-72,-72,-71,-73,-85,-72,-72,-70,-59,-79,-61,-81,-82,-82,-60,-80,-59,-80,-83,-83,-61,-77,-88,-90,-90,-87,-76,-75,-85,-90,-90,-90,-85,-86,-76,-76,-82,-74,-89,-90,-90,-89,-90,-75,-72,-70,-67,-86,-67,-89,-87,-85,-86,-86,-82,-81,-83,-79,-100,-92,-92,-91,-92,-77,-72,-69,-72,-91,-73,-71,-77,-63,-60,-67,-65,-80,-63,-81,-82,-81,-80,-79,-83,-84,-100,-79,-81,-100,-89,-100,-90,-89,-90,-89,-91,-90,-91,-90,-91,-92,-89,-90,-88,-90,-89,-89,-92,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,690,1054331696680
-52,-77,-52,-78,-52,-78,-74,-72,-71,-72,-73,-72,-72,-86,-73,-71,-72,-59,-80,-59,-83,-85,-83,-61,-80,-59,-79,-82,-81,-60,-76,-88,-90,-90,-87,-75,-74,-83,-88,-88,-87,-85,-83,-76,-76,-82,-75,-89,-90,-90,-89,-90,-75,-72,-75,-67,-89,-68,-89,-87,-85,-86,-86,-82,-82,-82,-82,-100,-89,-92,-91,-92,-77,-79,-67,-72,-92,-72,-71,-79,-65,-64,-67,-67,-80,-64,-81,-81,-81,-80,-79,-83,-84,-100,-79,-80,-100,-89,-100,-90,-89,-90,-89,-89,-90,-91,-94,-91,-92,-89,-90,-88,-90,-89,-89,-92,-94,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,690,1058211118814
-50,-78,-52,-78,-50,-77,-73,-73,-71,-73,-73,-72,-72,-86,-72,-72,-72,-60,-82,-61,-83,-83,-83,-62,-82,-61,-82,-81,-82,-58,-74,-89,-90,-92,-87,-75,-75,-83,-90,-90,-90,-84,-83,-73,-76,-81,-75,-89,-90,-90,-89,-90,-75,-72,-75,-69,-87,-66,-89,-87,-85,-86,-86,-82,-79,-78,-79,-100,-89,-92,-91,-92,-79,-80,-67,-73,-91,-72,-71,-78,-62,-62,-69,-68,-81,-63,-81,-81,-81,-80,-79,-83,-84,-94,-79,-80,-100,-88,-100,-90,-89,-89,-90,-90,-90,-91,-93,-89,-92,-89,-90,-88,-90,-89,-90,-92,-94,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,690,1062074245219
-55,-78,-52,-77,-52,-78,-74,-73,-72,-74,-72,-72,-71,-85,-71,-71,-71,-64,-81,-65,-83,-83,-82,-63,-82,-65,-82,-81,-80,-54,-75,-89,-90,-92,-87,-74,-74,-84,-91,-91,-90,-83,-84,-74,-74,-82,-73,-89,-89,-90,-89,-92,-75,-75,-72,-69,-87,-69,-89,-87,-85,-87,-86,-81,-82,-83,-82,-100,-89,-91,-91,-94,-78,-77,-68,-72,-91,-73,-71,-76,-61,-64,-67,-68,-80,-65,-81,-81,-81,-80,-79,-84,-85,-94,-79,-78,-100,-88,-100,-90,-89,-89,-89,-90,-91,-91,-93,-89,-92,-90,-90,-88,-90,-89,-90,-92,-94,-89,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,690,1065934275686
-54,-76,-54,-78,-53,-76,-75,-74,-71,-75,-72,-72,-71,-85,-71,-70,-71,-62,-83,-63,-85,-84,-86,-63,-82,-63,-82,-81,-81,-58,-74,-89,-90,-92,-87,-74,-73,-83,-91,-91,-92,-83,-84,-72,-72,-80,-73,-89,-89,-90,-89,-90,-74,-74,-72,-70,-87,-69,-88,-87,-88,-87,-88,-80,-83,-83,-82,-100,-87,-91,-91,-94,-76,-76,-69,-73,-91,-72,-72,-78,-64,-65,-67,-68,-85,-65,-81,-80,-80,-80,-79,-84,-85,-94,-79,-78,-100,-88,-100,-90,-89,-89,-89,-90,-91,-91,-91,-89,-92,-90,-90,-88,-90,-89,-90,-92,-94,-88,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,690,1069791007820
-63,-76,-63,-80,-63,-79,-73,-72,-71,-73,-70,-70,-71,-86,-72,-73,-72,-58,-75,-57,-79,-78,-81,-57,-75,-58,-75,-74,-76,-57,-75,-89,-90,-88,-87,-75,-76,-83,-82,-82,-82,-83,-84,-79,-81,-75,-73,-86,-86,-87,-86,-90,-78,-74,-78,-64,-87,-64,-82,-82,-89,-89,-88,-74,-80,-81,-82,-100,-91,-91,-91,-94,-72,-72,-68,-72,-86,-70,-71,-71,-63,-60,-64,-64,-85,-63,-79,-79,-79,-82,-74,-88,-86,-91,-82,-79,-100,-88,-92,-90,-89,-85,-86,-90,-87,-91,-92,-89,-92,-90,-100,-100,-90,-89,-90,-92,-94,-88,-90,-90,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,673,1113211820043
-63,-76,-61,-79,-63,-80,-73,-72,-72,-73,-73,-74,-71,-86,-70,-71,-70,-57,-75,-57,-77,-76,-76,-57,-75,-57,-74,-78,-78,-64,-75,-87,-90,-83,-87,-75,-75,-82,-82,-82,-82,-83,-82,-82,-81,-76,-73,-86,-86,-87,-86,-88,-75,-74,-74,-64,-87,-63,-83,-82,-89,-90,-93,-78,-80,-81,-81,-100,-91,-87,-91,-94,-71,-72,-68,-70,-84,-70,-69,-73,-68,-67,-65,-65,-87,-68,-77,-79,-79,-82,-74,-88,-86,-91,-82,-79,-100,-88,-90,-90,-89,-85,-86,-86,-86,-91,-92,-89,-92,-90,-100,-100,-90,-89,-90,-92,-94,-92,-90,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,673,1117067752020
-61,-82,-60,-80,-63,-81,-73,-72,-70,-73,-71,-71,-69,-87,-71,-69,-70,-57,-75,-57,-78,-76,-78,-57,-74,-57,-75,-77,-78,-57,-74,-87,-90,-85,-88,-73,-74,-83,-82,-82,-82,-82,-84,-82,-81,-79,-73,-86,-87,-87,-88,-88,-74,-73,-73,-65,-82,-66,-84,-83,-89,-90,-93,-76,-80,-81,-82,-100,-91,-87,-91,-94,-72,-72,-71,-70,-85,-71,-69,-73,-68,-68,-63,-64,-85,-65,-78,-76,-79,-81,-74,-88,-87,-88,-78,-80,-100,-88,-91,-90,-89,-85,-86,-87,-87,-91,-92,-89,-92,-90,-100,-100,-90,-89,-90,-92,-94,-92,-90,-90,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,673,1120931805196
-59,-79,-60,-79,-58,-78,-71,-71,-71,-71,-71,-71,-71,-88,-70,-70,-71,-57,-78,-57,-79,-80,-79,-58,-77,-57,-78,-76,-76,-60,-77,-88,-88,-88,-88,-77,-77,-85,-79,-80,-79,-82,-84,-82,-81,-76,-73,-86,-87,-87,-86,-88,-71,-73,-73,-67,-83,-64,-82,-83,-89,-89,-93,-77,-82,-82,-83,-100,-89,-87,-91,-93,-76,-75,-73,-68,-87,-66,-68,-76,-67,-68,-67,-67,-84,-68,-76,-75,-79,-81,-74,-87,-86,-92,-78,-80,-88,-88,-91,-90,-90,-87,-87,-87,-87,-91,-92,-89,-92,-90,-100,-100,-90,-89,-90,-92,-91,-92,-90,-90,-91,-92,-91,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,673,1124793202174
-62,-77,-62,-80,-62,-80,-74,-72,-70,-74,-72,-70,-70,-87,-70,-70,-69,-58,-75,-58,-78,-78,-79,-59,-76,-59,-76,-76,-77,-55,-76,-89,-88,-87,-89,-76,-75,-86,-81,-82,-82,-85,-85,-82,-81,-78,-73,-86,-86,-87,-86,-90,-82,-71,-70,-67,-83,-66,-82,-83,-89,-91,-93,-77,-82,-84,-84,-100,-90,-90,-89,-93,-74,-75,-69,-69,-87,-70,-69,-73,-68,-65,-63,-68,-84,-67,-76,-79,-79,-79,-74,-88,-88,-93,-82,-81,-88,-88,-91,-90,-90,-87,-85,-86,-87,-89,-92,-87,-89,-88,-100,-100,-90,-89,-90,-92,-92,-92,-90,-90,-91,-91,-91,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,673,1128651587276
