38:17:c3:1f:0e:12,80:8d:b7:55:39:c2,38:17:c3:19:d7:62,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,00:4e:35:df:06:41,44:48:c1:a5:82:30,00:4e:35:df:06:42,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,b8:27:eb:9f:6b:77,00:4e:35:de:e1:12,00:4e:35:de:e1:10,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,b4:5d:50:e1:96:50,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,38:17:c3:1f:01:92,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,38:17:c3:1f:01:90,38:17:c3:1f:01:91,20:a6:cd:50:24:a2,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,38:17:c3:1f:0e:00,38:17:c3:19:45:b1,38:17:c3:1f:01:81,38:17:c3:1f:01:82,80:8d:b7:55:3a:42,38:17:c3:1f:01:80,b4:5d:50:e1:92:33,38:17:c3:1e:ff:00,00:4e:35:de:e1:11,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,80:8d:b7:55:3a:52,38:17:c3:1e:ff:01,60:32:b1:3e:1a:b8,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,38:17:c3:1e:ff:12,80:8d:b7:55:35:03,00:4e:35:df:06:40,80:8d:b7:55:3a:41,80:8d:b7:55:25:e2,80:8d:b7:55:3a:40,44:48:c1:a5:82:21,80:8d:b7:55:25:e3,38:17:c3:19:71:90,66:2a:2f:53:7c:99,68:ff:7b:e4:af:38,38:17:c3:1f:22:32,38:17:c3:1f:22:31,80:8d:b7:55:25:e0,20:a6:cd:50:24:a1,38:17:c3:1f:09:93,38:17:c3:1f:09:90,b4:5d:50:e1:96:51,44:48:c1:a5:82:22,44:48:c1:a5:82:20,20:a6:cd:42:0b:f0,72:32:b1:3e:1a:b8,38:17:c3:19:71:91,38:17:c3:1f:00:b0,38:17:c3:19:55:52,80:8d:b7:55:25:e1,20:a6:cd:42:0b:f3,38:17:c3:19:45:a2,38:17:c3:19:55:51,b4:5d:50:e1:92:31,68:ff:7b:e4:af:39,b4:5d:50:e1:92:23,38:17:c3:1f:09:83,38:17:c3:19:55:50,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,00:4e:35:de:d7:52,00:4e:35:de:e1:02,38:17:c3:1f:08:50,a8:bd:27:4c:bd:32,b4:5d:50:e1:92:20,38:17:c3:1f:08:51,38:17:c3:1f:08:52,00:4e:35:de:d7:43,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,44:48:c1:91:95:b3,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,00:4e:35:de:d7:53,00:4e:35:df:0e:12,a8:bd:27:4c:bd:31,44:48:c1:91:95:b0,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:de:e1:01,00:4e:35:de:e1:00,38:17:c3:19:71:92,00:4e:35:de:d7:40,00:4e:35:de:d7:42,00:4e:35:de:d7:41,a8:bd:27:4c:bd:30,38:17:c3:19:36:30,00:4e:35:df:0e:11,a8:bd:27:4c:bd:21,44:48:c1:91:95:b1,44:48:c1:91:95:b2,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:19:36:31,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,a8:bd:27:4c:bd:22,00:4e:35:df:0e:02,38:17:c3:1e:fc:a0,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,00:4e:35:df:0e:10,38:17:c3:1e:fc:a2,a8:bd:27:4c:bd:20,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:1f:0f:90,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,00:4e:35:df:27:01,00:4e:35:df:27:02,00:4e:35:df:27:00,38:17:c3:1b:08:b0,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:df:27:12,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:df:27:11,x,y,timestamp
-69,-66,-87,-64,-66,-71,-89,-68,-89,-60,-62,-82,-53,-82,-54,-72,-55,-71,-72,-72,-28,-86,-80,-82,-82,-82,-76,-84,-77,-92,-72,-72,-73,-100,-91,-74,-82,-74,-84,-64,-85,-79,-89,-91,-100,-87,-86,-87,-85,-100,-80,-75,-78,-59,-60,-100,-87,-100,-77,-100,-88,-100,-78,-100,-77,-100,-85,-87,-87,-71,-89,-91,-72,-70,-86,-72,-82,-78,-100,-78,-62,-100,-100,-90,-93,-87,-90,-85,-100,-100,-100,-92,-63,-61,-100,-91,-100,-100,-79,-100,-100,-100,-78,-76,-89,-87,-100,-78,-100,-77,-78,-91,-88,-90,-100,-90,-90,-91,-89,-88,-100,-85,-85,-86,-90,-89,-88,-87,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,380,24443627491821
-71,-64,-87,-64,-66,-72,-89,-72,-89,-54,-63,-82,-47,-80,-46,-72,-47,-71,-72,-72,-28,-83,-80,-80,-81,-80,-76,-83,-77,-92,-72,-72,-75,-100,-91,-77,-84,-78,-84,-68,-76,-77,-89,-89,-100,-87,-86,-87,-85,-100,-77,-75,-78,-55,-54,-100,-86,-100,-77,-100,-88,-100,-78,-100,-77,-100,-84,-87,-90,-68,-89,-91,-70,-68,-86,-71,-82,-78,-100,-78,-60,-100,-100,-90,-93,-87,-90,-85,-100,-100,-100,-92,-60,-60,-100,-91,-100,-100,-78,-100,-100,-100,-78,-76,-89,-87,-100,-78,-100,-76,-77,-91,-88,-89,-100,-87,-90,-91,-86,-87,-100,-85,-85,-86,-90,-89,-88,-87,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,380,24448848036454
-70,-68,-87,-64,-68,-71,-89,-71,-89,-55,-62,-82,-47,-83,-48,-73,-45,-73,-73,-75,-29,-85,-84,-82,-80,-81,-77,-83,-76,-92,-72,-75,-75,-100,-91,-77,-83,-76,-84,-78,-78,-79,-87,-88,-100,-86,-87,-89,-86,-100,-79,-75,-78,-56,-56,-100,-90,-100,-77,-100,-88,-100,-75,-100,-76,-100,-86,-90,-89,-70,-89,-89,-67,-67,-86,-72,-83,-78,-100,-79,-60,-100,-100,-90,-93,-87,-90,-85,-100,-100,-100,-92,-57,-60,-100,-91,-100,-100,-79,-100,-100,-100,-78,-76,-89,-87,-100,-78,-100,-76,-77,-91,-88,-89,-100,-87,-90,-91,-88,-87,-100,-85,-85,-86,-90,-89,-88,-87,-90,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,380,24454104190671
-71,-67,-87,-68,-67,-74,-89,-71,-89,-58,-61,-82,-47,-82,-47,-72,-47,-72,-73,-72,-30,-86,-85,-82,-82,-81,-75,-85,-75,-92,-78,-75,-76,-100,-91,-76,-85,-75,-84,-78,-79,-79,-87,-90,-100,-83,-84,-89,-86,-100,-81,-75,-78,-57,-59,-100,-90,-100,-77,-100,-88,-100,-78,-100,-77,-100,-86,-88,-88,-74,-89,-89,-73,-73,-86,-74,-81,-78,-100,-79,-58,-100,-100,-89,-92,-87,-90,-85,-100,-100,-100,-92,-57,-57,-100,-91,-100,-100,-79,-100,-100,-100,-79,-78,-89,-87,-100,-79,-100,-77,-78,-91,-88,-94,-100,-88,-90,-91,-90,-89,-100,-85,-85,-86,-90,-89,-88,-87,-89,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,380,24459202968898
-74,-65,-89,-66,-63,-74,-89,-75,-89,-58,-62,-82,-45,-83,-45,-72,-46,-73,-72,-71,-29,-81,-82,-84,-82,-83,-72,-86,-73,-100,-74,-75,-75,-100,-100,-71,-88,-72,-85,-78,-77,-77,-87,-88,-100,-85,-84,-89,-86,-100,-79,-75,-78,-56,-56,-100,-90,-100,-77,-100,-100,-100,-78,-100,-79,-100,-82,-88,-88,-71,-100,-89,-70,-70,-100,-73,-84,-78,-100,-75,-57,-81,-100,-89,-93,-100,-100,-100,-100,-100,-100,-100,-58,-58,-100,-91,-100,-100,-83,-100,-100,-100,-79,-77,-89,-100,-100,-83,-100,-76,-77,-100,-100,-92,-100,-89,-90,-100,-89,-89,-100,-89,-100,-100,-100,-100,-100,-100,-89,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,354,24566926215315
-72,-68,-89,-69,-69,-71,-87,-69,-88,-57,-61,-83,-45,-83,-45,-72,-44,-73,-74,-73,-32,-81,-82,-87,-88,-87,-75,-89,-74,-100,-74,-72,-72,-100,-100,-75,-89,-75,-91,-78,-77,-78,-87,-91,-100,-85,-84,-89,-86,-100,-79,-80,-80,-55,-55,-100,-87,-100,-80,-100,-100,-100,-75,-100,-77,-100,-82,-88,-88,-68,-100,-89,-68,-67,-100,-73,-84,-75,-84,-78,-59,-84,-100,-89,-93,-100,-100,-100,-100,-100,-100,-100,-58,-60,-100,-100,-100,-100,-79,-100,-100,-100,-80,-78,-100,-100,-100,-78,-100,-77,-74,-100,-100,-88,-100,-90,-90,-100,-88,-89,-100,-89,-100,-100,-100,-100,-100,-100,-87,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,354,24572044496511
-71,-64,-89,-65,-66,-72,-87,-72,-88,-55,-61,-82,-44,-81,-44,-73,-44,-74,-73,-73,-29,-82,-82,-85,-86,-86,-72,-86,-73,-100,-73,-73,-73,-100,-100,-72,-86,-72,-87,-78,-77,-78,-87,-88,-100,-87,-84,-89,-86,-100,-79,-80,-80,-57,-57,-100,-90,-100,-80,-100,-100,-100,-80,-100,-76,-100,-82,-88,-88,-70,-100,-89,-69,-69,-100,-73,-84,-77,-84,-78,-58,-84,-100,-89,-93,-89,-100,-100,-100,-100,-100,-100,-58,-58,-100,-100,-100,-100,-79,-100,-100,-100,-83,-75,-100,-100,-100,-84,-100,-76,-77,-100,-100,-88,-100,-90,-90,-100,-91,-89,-100,-89,-100,-100,-100,-100,-100,-100,-90,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,354,24577103840311
-71,-67,-89,-67,-67,-71,-87,-71,-88,-57,-63,-80,-45,-81,-46,-75,-46,-74,-74,-74,-30,-83,-83,-86,-85,-86,-71,-88,-72,-100,-74,-75,-75,-100,-100,-73,-86,-72,-87,-68,-77,-78,-87,-90,-100,-85,-84,-89,-86,-100,-79,-80,-80,-56,-54,-100,-90,-100,-80,-100,-100,-100,-77,-100,-79,-100,-82,-88,-88,-65,-100,-89,-65,-65,-100,-73,-84,-77,-84,-78,-58,-80,-100,-90,-93,-89,-100,-100,-100,-100,-100,-100,-58,-58,-100,-100,-100,-100,-82,-82,-100,-100,-81,-77,-100,-100,-100,-81,-100,-79,-79,-100,-100,-89,-100,-89,-90,-100,-89,-88,-100,-89,-100,-100,-100,-100,-100,-100,-89,-91,-89,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,354,24582191838851
-72,-69,-89,-67,-69,-72,-87,-72,-88,-56,-62,-83,-45,-82,-45,-72,-46,-72,-87,-71,-31,-85,-86,-81,-80,-80,-75,-84,-75,-100,-75,-74,-75,-100,-100,-75,-86,-73,-84,-68,-77,-78,-87,-87,-100,-84,-84,-89,-86,-100,-77,-82,-80,-56,-57,-100,-90,-100,-80,-100,-100,-100,-78,-100,-78,-100,-82,-88,-90,-67,-100,-89,-68,-67,-100,-73,-84,-76,-86,-79,-59,-80,-100,-90,-93,-87,-89,-85,-100,-100,-100,-100,-59,-59,-100,-100,-100,-100,-79,-86,-100,-100,-80,-77,-100,-100,-100,-80,-100,-79,-77,-100,-100,-89,-100,-87,-90,-100,-88,-88,-100,-89,-100,-100,-100,-100,-100,-100,-88,-91,-89,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,354,24587300346610
-70,-68,-89,-69,-67,-71,-90,-71,-89,-57,-62,-85,-45,-83,-45,-71,-46,-71,-72,-72,-29,-84,-86,-81,-81,-83,-76,-84,-76,-100,-75,-73,-73,-100,-100,-75,-83,-75,-85,-68,-79,-78,-87,-88,-100,-84,-84,-89,-86,-100,-77,-82,-80,-55,-55,-100,-90,-100,-80,-100,-100,-100,-78,-100,-78,-100,-84,-88,-91,-69,-100,-89,-68,-68,-100,-73,-84,-78,-86,-78,-59,-80,-100,-89,-93,-88,-89,-85,-100,-100,-100,-100,-59,-59,-100,-100,-100,-100,-79,-86,-100,-100,-79,-79,-100,-100,-100,-80,-100,-79,-79,-100,-100,-89,-100,-88,-90,-100,-90,-87,-100,-89,-100,-88,-100,-100,-100,-100,-88,-91,-89,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,354,24592815005670
-71,-64,-89,-67,-65,-70,-90,-71,-89,-54,-63,-79,-51,-79,-51,-81,-51,-81,-81,-80,-36,-84,-86,-83,-82,-82,-73,-86,-74,-100,-77,-74,-79,-100,-100,-76,-85,-75,-85,-68,-79,-78,-100,-88,-100,-84,-84,-100,-100,-100,-77,-82,-80,-54,-54,-100,-90,-100,-80,-100,-100,-100,-78,-100,-75,-100,-84,-88,-90,-67,-100,-100,-68,-70,-100,-79,-78,-72,-86,-78,-59,-80,-100,-87,-93,-87,-89,-85,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-80,-86,-100,-100,-80,-74,-100,-100,-100,-75,-100,-75,-75,-100,-100,-88,-88,-87,-100,-100,-90,-87,-100,-89,-88,-88,-100,-100,-100,-100,-87,-100,-89,-90,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,327,24632136919197
-70,-67,-89,-64,-66,-71,-90,-71,-89,-59,-64,-79,-49,-78,-49,-82,-49,-81,-80,-80,-27,-84,-84,-81,-81,-80,-81,-83,-75,-100,-76,-77,-77,-100,-100,-75,-82,-76,-82,-72,-79,-81,-100,-87,-100,-84,-84,-100,-100,-100,-80,-82,-80,-57,-58,-100,-90,-100,-80,-100,-100,-100,-70,-100,-76,-100,-84,-100,-88,-67,-100,-100,-66,-66,-100,-79,-80,-70,-82,-71,-63,-80,-100,-87,-93,-87,-89,-83,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-78,-82,-100,-100,-77,-77,-100,-100,-100,-75,-100,-77,-77,-100,-100,-86,-87,-87,-100,-100,-90,-87,-100,-89,-88,-88,-100,-86,-100,-100,-86,-100,-100,-90,-85,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,327,24637163560861
-70,-67,-89,-65,-67,-70,-90,-69,-89,-58,-64,-79,-50,-77,-51,-80,-51,-79,-80,-79,-28,-80,-84,-80,-80,-79,-76,-83,-75,-100,-77,-74,-77,-100,-100,-75,-81,-75,-81,-60,-79,-82,-100,-86,-100,-86,-84,-100,-100,-100,-80,-82,-80,-59,-58,-100,-90,-100,-80,-100,-100,-100,-70,-100,-76,-100,-80,-100,-90,-67,-100,-96,-67,-66,-100,-78,-80,-72,-82,-71,-60,-80,-100,-87,-93,-86,-89,-83,-100,-100,-100,-100,-59,-60,-100,-100,-100,-100,-77,-82,-100,-100,-76,-75,-100,-100,-100,-75,-100,-75,-76,-100,-100,-86,-88,-88,-86,-100,-90,-88,-100,-89,-88,-88,-100,-86,-100,-100,-85,-100,-86,-90,-84,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,327,24642289462943
-73,-63,-89,-66,-64,-72,-90,-72,-89,-60,-62,-77,-54,-78,-51,-79,-50,-79,-78,-87,-35,-80,-84,-80,-80,-79,-74,-82,-76,-100,-75,-77,-77,-100,-100,-75,-82,-76,-83,-71,-78,-82,-100,-88,-100,-86,-84,-100,-100,-100,-79,-82,-79,-58,-61,-100,-93,-100,-80,-100,-100,-100,-72,-100,-77,-100,-80,-100,-90,-65,-100,-96,-65,-66,-100,-78,-80,-72,-84,-69,-58,-83,-100,-87,-93,-86,-89,-83,-100,-100,-100,-100,-58,-58,-100,-100,-100,-100,-76,-85,-100,-100,-76,-76,-100,-100,-100,-77,-100,-76,-76,-100,-100,-86,-88,-89,-89,-100,-90,-88,-100,-89,-88,-88,-100,-85,-83,-84,-85,-100,-86,-90,-86,-87,-92,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,327,24647305776170
-73,-65,-89,-66,-62,-73,-90,-72,-89,-59,-61,-77,-53,-78,-53,-80,-53,-80,-80,-80,-28,-80,-80,-80,-80,-80,-75,-82,-74,-100,-76,-76,-76,-100,-100,-75,-82,-73,-82,-69,-78,-78,-100,-88,-100,-89,-84,-100,-100,-100,-78,-82,-79,-57,-57,-100,-91,-100,-80,-100,-100,-100,-70,-100,-77,-100,-80,-100,-89,-67,-100,-96,-66,-66,-100,-80,-78,-71,-84,-71,-58,-80,-100,-87,-93,-88,-88,-83,-100,-100,-100,-100,-60,-59,-100,-100,-100,-100,-77,-85,-100,-100,-76,-76,-100,-82,-100,-76,-100,-76,-76,-100,-100,-85,-88,-90,-87,-100,-90,-88,-100,-89,-88,-88,-100,-83,-84,-84,-85,-100,-86,-90,-86,-85,-92,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,327,24652432480126
-70,-65,-89,-66,-62,-68,-90,-69,-89,-58,-62,-76,-55,-80,-54,-77,-53,-75,-75,-75,-28,-84,-84,-82,-82,-82,-75,-88,-74,-100,-77,-76,-78,-100,-100,-77,-86,-76,-87,-69,-78,-78,-100,-86,-100,-90,-84,-100,-100,-100,-78,-82,-81,-56,-57,-100,-92,-100,-80,-100,-100,-100,-71,-100,-77,-100,-84,-100,-89,-68,-100,-90,-69,-67,-100,-80,-78,-68,-84,-68,-61,-80,-100,-88,-93,-86,-88,-83,-100,-100,-100,-100,-62,-62,-100,-100,-100,-100,-79,-85,-100,-100,-79,-77,-100,-82,-100,-79,-100,-78,-76,-100,-100,-83,-89,-89,-88,-100,-86,-88,-100,-88,-87,-88,-100,-83,-84,-84,-82,-100,-88,-90,-82,-81,-92,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,327,24657550237156
-73,-60,-86,-61,-61,-74,-86,-74,-87,-52,-67,-77,-54,-77,-54,-81,-53,-80,-80,-80,-38,-79,-81,-80,-81,-80,-73,-91,-73,-90,-75,-75,-74,-100,-90,-76,-86,-72,-87,-69,-78,-78,-89,-83,-100,-86,-84,-89,-91,-100,-78,-78,-78,-52,-55,-100,-90,-100,-80,-100,-100,-100,-67,-100,-76,-100,-81,-100,-89,-59,-100,-90,-60,-62,-100,-80,-77,-67,-84,-68,-64,-75,-88,-90,-93,-83,-84,-80,-100,-100,-100,-100,-65,-65,-100,-100,-89,-100,-78,-93,-100,-100,-77,-75,-100,-82,-100,-78,-100,-75,-75,-100,-100,-75,-89,-92,-88,-100,-90,-89,-100,-88,-87,-88,-100,-83,-84,-84,-76,-100,-88,-90,-75,-75,-92,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,300,24695443878912
-76,-63,-88,-61,-63,-76,-86,-75,-87,-57,-64,-78,-58,-75,-59,-80,-58,-79,-79,-79,-28,-85,-85,-80,-81,-80,-71,-88,-72,-90,-75,-77,-75,-100,-90,-71,-86,-71,-88,-77,-79,-78,-89,-84,-100,-84,-84,-89,-91,-100,-78,-78,-78,-55,-55,-100,-90,-100,-80,-100,-100,-100,-67,-100,-73,-100,-81,-100,-89,-60,-100,-90,-61,-62,-100,-80,-78,-67,-84,-77,-67,-75,-89,-81,-93,-86,-84,-80,-100,-100,-100,-100,-66,-66,-100,-100,-89,-100,-75,-93,-100,-100,-78,-74,-85,-82,-100,-78,-100,-73,-73,-100,-100,-78,-89,-89,-88,-100,-89,-88,-100,-88,-87,-88,-100,-83,-84,-84,-78,-100,-88,-90,-77,-78,-92,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,300,24700576767816
-76,-61,-89,-61,-61,-78,-86,-77,-88,-55,-63,-77,-64,-77,-64,-79,-64,-80,-80,-78,-29,-82,-82,-81,-80,-82,-73,-88,-74,-90,-80,-77,-80,-100,-90,-73,-88,-74,-88,-66,-79,-78,-89,-85,-100,-81,-84,-89,-91,-100,-81,-78,-78,-55,-54,-100,-89,-100,-80,-100,-100,-100,-68,-100,-73,-100,-83,-100,-89,-63,-100,-90,-65,-61,-100,-80,-80,-69,-84,-69,-69,-79,-88,-84,-93,-85,-86,-80,-100,-100,-100,-100,-69,-70,-100,-100,-87,-100,-80,-93,-100,-100,-79,-72,-85,-82,-100,-79,-100,-72,-71,-100,-100,-76,-91,-89,-88,-100,-90,-90,-100,-88,-87,-88,-100,-83,-84,-84,-75,-100,-88,-90,-77,-76,-92,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,300,24705676000471
-77,-62,-89,-61,-61,-77,-88,-76,-88,-53,-58,-77,-63,-79,-62,-81,-62,-81,-81,-79,-28,-81,-81,-82,-82,-82,-73,-88,-73,-93,-80,-80,-81,-100,-90,-71,-88,-71,-89,-67,-79,-81,-89,-85,-100,-83,-84,-89,-91,-100,-81,-78,-79,-55,-55,-100,-89,-100,-79,-100,-100,-100,-69,-100,-70,-100,-82,-100,-89,-63,-100,-90,-60,-63,-100,-76,-78,-68,-84,-68,-70,-79,-89,-85,-93,-85,-84,-82,-100,-100,-100,-100,-68,-68,-100,-100,-89,-100,-78,-84,-100,-100,-78,-72,-85,-82,-100,-79,-100,-71,-71,-100,-100,-77,-91,-92,-88,-100,-89,-91,-100,-88,-87,-88,-100,-83,-84,-84,-77,-100,-88,-90,-78,-78,-92,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,300,24710789377552
