38:17:c3:1f:0e:12,80:8d:b7:55:39:c2,38:17:c3:19:d7:62,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,00:4e:35:df:06:41,44:48:c1:a5:82:30,00:4e:35:df:06:42,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,b8:27:eb:9f:6b:77,00:4e:35:de:e1:12,00:4e:35:de:e1:10,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,b4:5d:50:e1:96:50,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,38:17:c3:1f:01:92,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,38:17:c3:1f:01:90,38:17:c3:1f:01:91,20:a6:cd:50:24:a2,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,38:17:c3:1f:0e:00,38:17:c3:19:45:b1,38:17:c3:1f:01:81,38:17:c3:1f:01:82,80:8d:b7:55:3a:42,38:17:c3:1f:01:80,b4:5d:50:e1:92:33,38:17:c3:1e:ff:00,00:4e:35:de:e1:11,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,80:8d:b7:55:3a:52,38:17:c3:1e:ff:01,60:32:b1:3e:1a:b8,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,38:17:c3:1e:ff:12,80:8d:b7:55:35:03,00:4e:35:df:06:40,80:8d:b7:55:3a:41,80:8d:b7:55:25:e2,80:8d:b7:55:3a:40,44:48:c1:a5:82:21,80:8d:b7:55:25:e3,38:17:c3:19:71:90,66:2a:2f:53:7c:99,68:ff:7b:e4:af:38,38:17:c3:1f:22:32,38:17:c3:1f:22:31,80:8d:b7:55:25:e0,20:a6:cd:50:24:a1,38:17:c3:1f:09:93,38:17:c3:1f:09:90,b4:5d:50:e1:96:51,44:48:c1:a5:82:22,44:48:c1:a5:82:20,20:a6:cd:42:0b:f0,72:32:b1:3e:1a:b8,38:17:c3:19:71:91,38:17:c3:1f:00:b0,38:17:c3:19:55:52,80:8d:b7:55:25:e1,20:a6:cd:42:0b:f3,38:17:c3:19:45:a2,38:17:c3:19:55:51,b4:5d:50:e1:92:31,68:ff:7b:e4:af:39,b4:5d:50:e1:92:23,38:17:c3:1f:09:83,38:17:c3:19:55:50,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,00:4e:35:de:d7:52,00:4e:35:de:e1:02,38:17:c3:1f:08:50,a8:bd:27:4c:bd:32,b4:5d:50:e1:92:20,38:17:c3:1f:08:51,38:17:c3:1f:08:52,00:4e:35:de:d7:43,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,44:48:c1:91:95:b3,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,00:4e:35:de:d7:53,00:4e:35:df:0e:12,a8:bd:27:4c:bd:31,44:48:c1:91:95:b0,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:de:e1:01,00:4e:35:de:e1:00,38:17:c3:19:71:92,00:4e:35:de:d7:40,00:4e:35:de:d7:42,00:4e:35:de:d7:41,a8:bd:27:4c:bd:30,38:17:c3:19:36:30,00:4e:35:df:0e:11,a8:bd:27:4c:bd:21,44:48:c1:91:95:b1,44:48:c1:91:95:b2,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:19:36:31,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,a8:bd:27:4c:bd:22,00:4e:35:df:0e:02,38:17:c3:1e:fc:a0,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,00:4e:35:df:0e:10,38:17:c3:1e:fc:a2,a8:bd:27:4c:bd:20,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:1f:0f:90,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,00:4e:35:df:27:01,00:4e:35:df:27:02,00:4e:35:df:27:00,38:17:c3:1b:08:b0,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:df:27:12,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:df:27:11,x,y,timestamp
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-75,-100,-75,-100,-100,-100,-100,-100,-100,-31,-74,-75,-100,-100,-100,-100,-100,-100,-100,-73,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-75,-100,-100,-81,-100,-100,-81,-82,-100,-100,-75,-89,-100,-90,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-89,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-78,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-46,-100,-100,-100,-76,-78,-100,-100,-100,-100,-46,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-85,-100,-50,-83,-84,-90,-92,-90,-84,-83,-100,-87,-87,-87,-100,-100,-86,-89,-88,-90,-100,-87,-88,-89,-100,560,-450,27100996160703
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-75,-100,-75,-100,-100,-100,-100,-100,-100,-42,-73,-73,-100,-100,-100,-100,-100,-100,-100,-69,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-73,-100,-100,-82,-100,-100,-82,-83,-100,-100,-75,-89,-100,-89,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-89,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-78,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-46,-100,-100,-100,-76,-79,-100,-100,-100,-100,-44,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-85,-100,-49,-83,-84,-90,-92,-90,-83,-84,-100,-87,-87,-87,-100,-100,-86,-88,-88,-90,-100,-87,-88,-89,-100,560,-450,27106460756274
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-75,-100,-75,-100,-100,-100,-100,-100,-100,-31,-73,-73,-100,-100,-100,-100,-100,-100,-100,-71,-70,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-72,-100,-100,-82,-100,-100,-82,-82,-100,-100,-75,-89,-100,-89,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-89,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-77,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-46,-100,-100,-100,-76,-75,-100,-100,-100,-100,-48,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-85,-100,-49,-83,-83,-90,-92,-90,-84,-84,-100,-87,-87,-87,-100,-100,-86,-90,-90,-90,-100,-89,-88,-87,-100,560,-450,27111538841376
-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-53,-80,-100,-79,-100,-100,-100,-100,-100,-100,-35,-74,-74,-100,-100,-100,-100,-100,-100,-100,-71,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-74,-100,-100,-84,-100,-100,-84,-83,-100,-100,-79,-89,-100,-89,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-89,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-82,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-44,-100,-100,-100,-84,-84,-100,-100,-100,-100,-45,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-85,-100,-58,-84,-87,-90,-91,-92,-87,-86,-100,-87,-87,-87,-89,-87,-88,-86,-86,-87,-100,-89,-88,-87,-100,587,-450,27167963253386
-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-51,-76,-100,-77,-100,-100,-100,-100,-100,-100,-28,-76,-77,-100,-100,-100,-100,-100,-100,-100,-70,-69,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-77,-100,-100,-84,-100,-100,-81,-83,-100,-100,-76,-89,-100,-89,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-89,-100,-94,-100,-100,-92,-100,-100,-100,-100,-100,-100,-82,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-46,-100,-100,-100,-84,-84,-100,-100,-100,-100,-46,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-85,-100,-54,-84,-88,-90,-91,-92,-88,-86,-100,-87,-87,-87,-89,-89,-87,-87,-85,-85,-100,-89,-88,-87,-100,587,-450,27172988752811
-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-53,-76,-100,-76,-100,-100,-100,-100,-100,-100,-29,-71,-71,-100,-100,-100,-100,-100,-100,-100,-72,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-89,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-68,-100,-100,-84,-100,-100,-81,-83,-100,-100,-79,-89,-100,-89,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-89,-100,-94,-100,-100,-91,-100,-100,-100,-100,-100,-100,-82,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-47,-100,-100,-100,-85,-82,-100,-100,-100,-100,-46,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-85,-100,-56,-84,-86,-90,-91,-92,-89,-89,-100,-87,-87,-87,-89,-88,-88,-89,-87,-85,-100,-89,-88,-87,-100,587,-450,27177998159580
-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-53,-76,-100,-78,-100,-100,-100,-100,-100,-100,-29,-76,-78,-100,-100,-100,-100,-100,-100,-100,-73,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-78,-100,-100,-84,-100,-100,-82,-83,-100,-100,-76,-89,-100,-89,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-89,-100,-94,-100,-100,-92,-100,-100,-100,-100,-100,-100,-84,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-46,-100,-100,-100,-85,-84,-100,-100,-100,-100,-47,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-85,-100,-56,-84,-88,-90,-92,-92,-87,-88,-100,-100,-87,-87,-89,-88,-88,-87,-85,-87,-100,-89,-88,-87,-100,587,-450,27183053022130
-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-52,-75,-100,-77,-100,-100,-100,-100,-100,-100,-28,-73,-74,-100,-100,-100,-100,-100,-100,-100,-73,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-74,-100,-100,-81,-100,-100,-81,-81,-100,-100,-75,-89,-100,-89,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-89,-100,-94,-100,-100,-91,-100,-100,-100,-100,-100,-100,-84,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-46,-100,-100,-100,-84,-84,-100,-100,-100,-100,-46,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-85,-100,-56,-84,-87,-90,-92,-92,-87,-88,-100,-100,-87,-87,-89,-88,-88,-86,-86,-87,-100,-89,-88,-87,-100,587,-450,27188134116920
-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-53,-78,-100,-78,-100,-100,-100,-100,-100,-100,-29,-72,-71,-100,-100,-100,-100,-100,-100,-100,-71,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-92,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-71,-100,-100,-81,-100,-100,-81,-81,-100,-100,-78,-89,-100,-89,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-89,-100,-94,-100,-100,-91,-100,-100,-100,-100,-100,-100,-93,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-47,-100,-100,-100,-81,-80,-100,-100,-100,-100,-47,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-80,-100,-56,-86,-86,-90,-92,-92,-87,-88,-100,-100,-100,-100,-89,-88,-88,-87,-86,-88,-100,-89,-88,-87,-100,587,-450,27193171948116
-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-58,-74,-100,-73,-100,-100,-100,-100,-100,-100,-29,-76,-76,-100,-100,-100,-100,-100,-100,-100,-78,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-92,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-75,-100,-100,-83,-100,-100,-85,-83,-100,-100,-73,-89,-100,-89,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-91,-100,-100,-100,-100,-100,-100,-81,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-46,-100,-100,-100,-82,-82,-100,-100,-100,-100,-47,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-80,-100,-61,-86,-87,-100,-92,-92,-89,-86,-100,-100,-100,-100,-89,-88,-88,-87,-87,-88,-100,-89,-88,-87,-100,614,-450,27235943229662
-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-60,-72,-100,-72,-100,-100,-100,-100,-100,-100,-29,-80,-79,-100,-100,-100,-100,-100,-100,-100,-73,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-92,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-78,-100,-100,-83,-100,-100,-83,-84,-100,-100,-72,-89,-100,-89,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-91,-100,-100,-100,-100,-100,-100,-84,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-46,-100,-100,-100,-84,-84,-100,-100,-100,-100,-46,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-80,-100,-65,-86,-85,-100,-93,-92,-87,-87,-100,-100,-90,-100,-89,-90,-88,-86,-86,-87,-100,-89,-88,-87,-100,614,-450,27240976285545
-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-60,-73,-100,-74,-100,-100,-100,-100,-100,-100,-30,-73,-73,-100,-100,-100,-100,-100,-100,-100,-71,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-73,-100,-100,-83,-100,-100,-83,-84,-100,-100,-74,-89,-100,-89,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-91,-100,-100,-100,-100,-100,-100,-86,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-44,-100,-100,-100,-86,-86,-100,-100,-100,-100,-44,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-80,-100,-61,-86,-87,-100,-93,-92,-87,-86,-100,-100,-90,-100,-89,-90,-88,-91,-86,-88,-100,-89,-88,-87,-100,614,-450,27246218058252
-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-59,-74,-100,-74,-100,-100,-100,-100,-100,-100,-30,-76,-77,-100,-100,-100,-100,-100,-100,-100,-75,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-77,-100,-100,-83,-100,-100,-82,-82,-100,-100,-69,-89,-100,-89,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-91,-100,-100,-100,-100,-100,-100,-82,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-45,-100,-100,-100,-83,-82,-100,-100,-100,-100,-45,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-80,-100,-62,-86,-89,-100,-93,-92,-85,-85,-100,-100,-90,-100,-89,-90,-86,-87,-85,-87,-100,-89,-88,-87,-100,614,-450,27251508980333
-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-59,-73,-100,-73,-100,-100,-100,-100,-100,-100,-37,-79,-78,-100,-100,-100,-100,-100,-100,-100,-79,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-92,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-78,-100,-100,-83,-100,-100,-82,-84,-100,-100,-73,-89,-100,-89,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-91,-100,-100,-100,-100,-100,-100,-83,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-44,-100,-100,-100,-83,-84,-100,-100,-100,-100,-46,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-80,-100,-60,-86,-87,-100,-93,-92,-85,-87,-100,-100,-90,-100,-89,-90,-86,-87,-88,-87,-100,-89,-88,-87,-100,614,-450,27256544867935
-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-60,-73,-100,-72,-100,-100,-100,-100,-100,-100,-27,-77,-77,-100,-100,-100,-100,-100,-100,-100,-74,-76,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-92,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-78,-100,-100,-83,-100,-100,-83,-84,-100,-100,-74,-89,-100,-89,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-91,-100,-100,-100,-100,-100,-100,-83,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-45,-100,-100,-100,-83,-83,-100,-100,-100,-100,-45,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-80,-100,-63,-86,-87,-100,-92,-92,-86,-87,-100,-100,-90,-100,-89,-90,-86,-86,-87,-87,-100,-89,-88,-87,-100,614,-450,27261557624392
-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-64,-79,-100,-78,-100,-100,-100,-100,-100,-100,-29,-69,-69,-100,-100,-100,-100,-100,-100,-100,-74,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-83,-100,-100,-83,-84,-100,-100,-79,-100,-100,-100,-100,-100,-93,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-91,-100,-100,-100,-100,-100,-100,-78,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-47,-100,-100,-100,-77,-76,-100,-100,-100,-100,-47,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-62,-90,-100,-100,-100,-100,-80,-100,-63,-86,-89,-100,-92,-92,-88,-87,-100,-100,-90,-100,-89,-90,-86,-86,-85,-85,-100,-100,-100,-100,-100,641,-450,27291441077193
-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-64,-83,-100,-80,-100,-100,-100,-100,-100,-100,-29,-71,-70,-100,-100,-100,-100,-100,-100,-100,-75,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-83,-100,-100,-83,-84,-100,-100,-75,-100,-100,-100,-100,-100,-93,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-91,-100,-100,-100,-100,-100,-100,-76,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-47,-100,-100,-100,-76,-79,-100,-100,-100,-100,-47,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-63,-90,-100,-100,-100,-100,-80,-100,-64,-86,-87,-100,-92,-92,-87,-86,-100,-100,-90,-100,-89,-90,-86,-86,-86,-85,-100,-100,-100,-100,-100,641,-450,27296468153597
-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-63,-82,-100,-83,-100,-100,-100,-100,-100,-100,-29,-74,-74,-100,-100,-100,-100,-100,-100,-100,-75,-77,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-84,-100,-100,-85,-84,-100,-100,-79,-100,-100,-100,-100,-100,-93,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-95,-100,-100,-100,-100,-100,-100,-76,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-47,-100,-100,-100,-76,-79,-100,-100,-100,-100,-42,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-64,-89,-100,-100,-89,-100,-80,-100,-64,-85,-87,-100,-92,-92,-87,-86,-100,-100,-90,-100,-89,-90,-86,-85,-84,-84,-100,-100,-100,-100,-100,641,-450,27301562494220
-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-62,-83,-100,-80,-100,-100,-100,-100,-100,-100,-30,-74,-75,-100,-100,-100,-100,-100,-100,-100,-76,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-83,-100,-100,-84,-83,-100,-100,-79,-100,-100,-100,-100,-100,-93,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-95,-100,-100,-100,-100,-100,-100,-77,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-45,-100,-100,-100,-77,-79,-100,-100,-100,-100,-47,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-62,-89,-100,-100,-89,-100,-80,-100,-62,-85,-85,-100,-92,-92,-86,-87,-100,-100,-90,-100,-89,-90,-86,-86,-86,-84,-100,-100,-100,-100,-100,641,-450,27306636243541
-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-63,-80,-100,-80,-100,-100,-100,-100,-100,-100,-29,-74,-73,-100,-100,-100,-100,-100,-100,-100,-74,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-82,-100,-100,-84,-83,-100,-100,-79,-100,-100,-100,-100,-100,-91,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-95,-100,-100,-100,-100,-100,-100,-80,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-46,-100,-100,-100,-77,-78,-100,-100,-100,-100,-46,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-64,-89,-100,-100,-89,-100,-80,-100,-64,-82,-88,-100,-92,-92,-87,-86,-100,-100,-90,-100,-89,-90,-86,-85,-85,-85,-100,-100,-100,-100,-100,641,-450,27312333905153
