20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,20:a6:cd:42:0a:c2,44:48:c1:91:95:a3,44:48:c1:91:aa:20,20:a6:cd:42:0a:c3,44:48:c1:91:aa:21,44:48:c1:91:d0:00,44:48:c1:91:aa:22,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:19:d2,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,38:17:c3:1f:19:d0,80:8d:b7:55:25:f0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,44:48:c1:91:d0:04,38:17:c3:24:47:50,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:19:c1,38:17:c3:22:61:90,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:14:00,38:17:c3:1f:09:93,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,a8:bd:27:4c:aa:83,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,a8:bd:27:4c:aa:81,38:17:c3:1a:cf:d0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:1c:10,b4:5d:50:e1:96:42,38:17:c3:1f:00:a2,b4:5d:50:e1:96:43,38:17:c3:1f:09:90,38:17:c3:1f:09:91,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,a8:bd:27:4c:aa:93,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:19:45:a0,20:a6:cd:42:13:f0,72:32:b1:3e:1a:b8,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:80,38:17:c3:1f:09:83,44:48:c1:91:95:a2,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:24:56:50,38:17:c3:1f:19:f0,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,38:17:c3:19:d7:72,38:17:c3:19:36:30,38:17:c3:22:61:91,66:2a:2f:53:7c:99,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:61,80:8d:b7:55:25:e3,38:17:c3:19:d7:60,80:8d:b7:55:25:f1,38:17:c3:19:36:31,80:8d:b7:55:35:03,80:8d:b7:55:29:d0,80:8d:b7:55:3a:50,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,38:17:c3:1e:ff:10,80:8d:b7:55:3a:52,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:51,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,38:17:c3:19:71:90,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,ea:9e:b4:53:24:54,38:17:c3:19:36:32,80:8d:b7:55:35:00,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,80:8d:b7:55:35:01,80:8d:b7:55:35:02,68:ff:7b:e4:af:38,80:8d:b7:55:39:d1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1e:ff:01,20:a6:cd:50:24:b0,80:8d:b7:55:39:d2,80:8d:b7:55:29:c0,80:8d:b7:55:29:d1,80:8d:b7:55:29:c1,80:8d:b7:55:29:d2,80:8d:b7:55:29:c2,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1f:22:30,00:4e:35:df:06:52,38:17:c3:1f:0e:10,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,20:a6:cd:50:24:a1,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1f:22:32,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:de:e1:12,38:17:c3:1f:22:31,00:4e:35:de:e1:10,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:0e:02,38:17:c3:1f:22:20,x,y,timestamp
-100,-89,-100,-100,-89,-93,-100,-87,-100,-87,-100,-90,-88,-100,-100,-100,-100,-100,-100,-88,-67,-88,-67,-49,-68,-49,-88,-91,-100,-90,-100,-100,-80,-80,-80,-80,-91,-89,-89,-89,-88,-88,-100,-100,-49,-92,-91,-88,-82,-80,-89,-79,-64,-79,-79,-100,-83,-100,-82,-100,-100,-100,-79,-79,-79,-63,-100,-100,-100,-100,-61,-92,-88,-87,-81,-81,-100,-100,-93,-93,-79,-80,-79,-81,-79,-80,-86,-100,-84,-89,-88,-86,-85,-100,-85,-86,-100,-93,-84,-83,-100,-91,-85,-84,-100,-100,-92,-83,-83,-82,-83,-87,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,180,619,1286357701852
-100,-89,-100,-100,-89,-93,-100,-88,-100,-87,-100,-90,-88,-100,-100,-100,-100,-100,-100,-89,-67,-88,-67,-50,-67,-51,-90,-91,-100,-86,-100,-100,-80,-80,-79,-81,-91,-89,-89,-89,-88,-88,-100,-100,-50,-92,-91,-88,-83,-80,-90,-79,-64,-79,-78,-100,-83,-100,-82,-100,-100,-100,-77,-78,-84,-61,-100,-100,-100,-100,-63,-92,-89,-89,-80,-81,-100,-100,-93,-93,-79,-84,-77,-80,-78,-80,-84,-100,-84,-89,-88,-86,-86,-100,-84,-85,-100,-93,-84,-83,-100,-91,-80,-84,-100,-100,-92,-83,-83,-83,-83,-89,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,180,619,1291599394766
-100,-89,-100,-100,-89,-93,-100,-88,-100,-87,-100,-90,-88,-100,-100,-100,-100,-100,-100,-88,-68,-87,-67,-52,-67,-51,-89,-91,-100,-89,-100,-100,-79,-79,-79,-79,-91,-89,-89,-89,-88,-88,-100,-100,-51,-92,-91,-89,-83,-80,-88,-79,-63,-79,-80,-100,-82,-100,-83,-100,-100,-100,-78,-77,-80,-62,-100,-100,-100,-100,-62,-92,-88,-89,-79,-80,-100,-100,-93,-93,-77,-85,-78,-80,-77,-80,-84,-100,-87,-89,-88,-86,-86,-100,-84,-85,-100,-93,-84,-83,-100,-91,-82,-84,-100,-100,-92,-83,-83,-83,-83,-88,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,180,619,1296822350546
-100,-89,-100,-100,-89,-93,-100,-89,-100,-100,-100,-90,-88,-100,-100,-100,-100,-100,-100,-89,-67,-87,-67,-50,-67,-50,-87,-91,-100,-88,-100,-100,-79,-80,-79,-80,-91,-89,-89,-89,-88,-88,-100,-100,-50,-92,-91,-89,-84,-79,-88,-79,-63,-80,-81,-100,-82,-100,-82,-100,-100,-100,-80,-77,-83,-62,-100,-100,-100,-100,-62,-92,-89,-89,-81,-80,-100,-100,-93,-93,-79,-85,-79,-80,-78,-80,-85,-100,-87,-89,-88,-86,-86,-100,-85,-85,-100,-93,-85,-83,-100,-91,-82,-83,-100,-100,-92,-83,-82,-82,-83,-91,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,180,619,1301651772002
-100,-89,-100,-100,-89,-93,-100,-86,-100,-100,-100,-90,-88,-100,-100,-100,-100,-100,-100,-89,-77,-91,-76,-46,-76,-47,-87,-92,-100,-91,-100,-100,-85,-84,-86,-80,-91,-89,-89,-89,-88,-88,-100,-100,-46,-92,-91,-88,-84,-86,-87,-86,-60,-86,-87,-100,-82,-100,-82,-100,-100,-100,-80,-82,-81,-61,-100,-100,-100,-100,-63,-92,-88,-88,-81,-82,-100,-100,-93,-93,-76,-82,-76,-81,-75,-81,-85,-100,-84,-89,-88,-86,-86,-100,-85,-85,-100,-93,-85,-83,-100,-91,-83,-82,-100,-100,-92,-85,-84,-85,-84,-91,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,205,619,1334655496781
-100,-89,-100,-100,-89,-93,-100,-86,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-89,-79,-91,-78,-48,-77,-48,-87,-93,-100,-91,-100,-100,-87,-90,-86,-88,-91,-89,-89,-89,-88,-88,-100,-100,-48,-92,-91,-87,-87,-85,-86,-85,-63,-87,-84,-100,-88,-100,-88,-100,-100,-100,-84,-82,-79,-63,-100,-100,-100,-100,-62,-92,-86,-86,-84,-83,-100,-100,-93,-93,-76,-88,-77,-85,-76,-83,-85,-100,-80,-89,-88,-86,-86,-100,-85,-85,-100,-93,-83,-83,-100,-91,-83,-83,-100,-100,-92,-84,-84,-84,-83,-91,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,205,619,1339858118967
-100,-89,-100,-100,-89,-93,-100,-86,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-89,-80,-91,-79,-47,-80,-48,-87,-92,-100,-91,-100,-100,-86,-90,-87,-88,-91,-89,-89,-89,-88,-88,-100,-100,-48,-92,-91,-88,-89,-86,-89,-85,-62,-86,-87,-100,-87,-100,-88,-100,-100,-100,-81,-81,-79,-61,-100,-100,-100,-100,-60,-92,-87,-88,-85,-86,-100,-100,-93,-93,-75,-87,-75,-84,-77,-85,-85,-100,-80,-89,-88,-86,-86,-100,-85,-85,-100,-93,-85,-85,-100,-91,-85,-85,-100,-100,-92,-84,-85,-85,-86,-84,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,205,619,1345096044433
-100,-89,-100,-100,-89,-93,-100,-86,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-89,-77,-91,-77,-47,-77,-48,-87,-91,-100,-91,-100,-100,-90,-90,-89,-88,-91,-89,-89,-89,-88,-88,-100,-100,-48,-92,-91,-87,-89,-85,-88,-86,-61,-86,-87,-100,-87,-100,-88,-100,-100,-100,-84,-81,-78,-60,-100,-100,-100,-100,-60,-92,-87,-87,-84,-87,-100,-100,-93,-93,-76,-91,-77,-85,-76,-85,-85,-100,-82,-89,-88,-86,-87,-100,-85,-85,-100,-93,-83,-82,-100,-91,-80,-82,-100,-100,-92,-86,-84,-85,-85,-84,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,205,619,1350316410525
-100,-89,-100,-100,-89,-93,-100,-86,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-89,-77,-93,-75,-47,-76,-47,-87,-90,-100,-94,-100,-100,-88,-86,-87,-88,-91,-89,-92,-89,-88,-88,-100,-100,-48,-92,-91,-87,-88,-89,-88,-88,-62,-86,-83,-100,-89,-100,-87,-100,-100,-100,-83,-81,-78,-60,-100,-100,-100,-100,-61,-92,-87,-88,-83,-82,-100,-100,-93,-93,-76,-87,-77,-84,-76,-82,-85,-100,-77,-89,-88,-86,-88,-100,-85,-85,-100,-93,-80,-82,-100,-91,-83,-81,-100,-100,-92,-86,-86,-85,-84,-84,-83,-84,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,205,619,1355545682138
-100,-89,-100,-100,-89,-93,-100,-88,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-89,-82,-93,-82,-46,-81,-47,-87,-92,-100,-94,-100,-100,-87,-87,-86,-87,-91,-89,-92,-89,-88,-88,-100,-100,-47,-92,-91,-88,-88,-87,-87,-87,-62,-86,-85,-100,-88,-100,-88,-100,-100,-100,-83,-82,-81,-61,-100,-100,-100,-100,-63,-92,-88,-88,-85,-84,-100,-100,-100,-100,-75,-90,-76,-83,-76,-84,-85,-100,-82,-89,-88,-86,-88,-100,-85,-85,-100,-93,-80,-82,-100,-91,-83,-83,-100,-100,-92,-83,-84,-84,-84,-84,-83,-84,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,205,619,1360834398334
-100,-100,-100,-100,-100,-93,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-80,-91,-80,-43,-79,-43,-87,-92,-100,-91,-100,-100,-87,-86,-89,-85,-91,-89,-92,-100,-100,-100,-100,-100,-43,-92,-91,-86,-88,-87,-86,-88,-59,-87,-87,-100,-86,-100,-86,-100,-100,-100,-88,-90,-78,-58,-100,-100,-100,-100,-58,-92,-92,-85,-87,-90,-100,-100,-100,-100,-74,-78,-74,-89,-74,-87,-85,-100,-84,-89,-88,-90,-88,-100,-85,-91,-100,-93,-83,-82,-100,-91,-86,-83,-100,-100,-92,-85,-84,-85,-86,-87,-87,-87,-91,-89,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,231,619,1395378591341
-100,-100,-100,-100,-100,-93,-100,-87,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-89,-82,-91,-83,-45,-84,-45,-87,-92,-100,-91,-100,-100,-87,-86,-90,-85,-91,-89,-92,-100,-100,-100,-100,-100,-45,-92,-91,-86,-87,-87,-91,-88,-57,-87,-87,-100,-86,-100,-86,-100,-100,-100,-86,-86,-78,-58,-100,-100,-100,-100,-57,-92,-91,-85,-87,-90,-100,-100,-100,-100,-74,-83,-75,-89,-73,-87,-84,-100,-84,-89,-88,-90,-88,-100,-85,-91,-100,-93,-77,-76,-100,-91,-82,-77,-100,-100,-92,-85,-84,-85,-87,-87,-87,-87,-91,-89,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,231,619,1400532300350
-100,-100,-100,-100,-100,-93,-100,-87,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-89,-83,-91,-83,-46,-83,-46,-87,-92,-100,-91,-100,-100,-87,-86,-90,-85,-91,-89,-92,-100,-100,-100,-100,-100,-47,-92,-91,-86,-86,-87,-91,-88,-57,-87,-85,-100,-85,-100,-86,-100,-100,-100,-86,-85,-76,-58,-100,-100,-100,-100,-57,-92,-91,-85,-87,-90,-100,-100,-100,-100,-75,-79,-76,-89,-74,-87,-85,-100,-79,-89,-88,-90,-91,-100,-85,-91,-100,-93,-77,-78,-100,-91,-84,-75,-100,-100,-92,-85,-86,-85,-86,-87,-87,-87,-91,-90,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,231,619,1405656912431
-100,-100,-100,-100,-100,-93,-100,-87,-100,-100,-100,-100,-100,-100,-100,-90,-100,-93,-100,-89,-83,-91,-82,-46,-82,-46,-87,-92,-100,-91,-100,-100,-87,-86,-88,-85,-91,-89,-92,-100,-100,-100,-100,-100,-47,-92,-91,-86,-86,-87,-93,-88,-57,-87,-87,-100,-86,-100,-87,-100,-100,-100,-88,-85,-81,-57,-100,-100,-100,-100,-58,-92,-91,-85,-87,-90,-100,-100,-100,-100,-75,-79,-74,-90,-74,-87,-86,-100,-79,-89,-88,-90,-89,-100,-85,-91,-100,-93,-77,-76,-100,-91,-84,-77,-100,-100,-92,-85,-85,-86,-85,-87,-87,-87,-91,-90,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,231,619,1410805121127
-100,-100,-100,-100,-100,-93,-100,-87,-100,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-89,-86,-91,-83,-45,-84,-46,-87,-92,-100,-91,-100,-100,-87,-86,-88,-85,-91,-89,-91,-100,-100,-100,-100,-100,-46,-92,-91,-86,-87,-87,-91,-88,-58,-87,-87,-100,-86,-100,-87,-100,-100,-100,-86,-85,-83,-57,-100,-100,-100,-100,-58,-92,-93,-85,-87,-90,-100,-100,-100,-100,-74,-78,-74,-90,-74,-87,-85,-100,-81,-89,-88,-90,-89,-100,-85,-85,-100,-93,-75,-76,-100,-100,-84,-76,-100,-100,-100,-86,-86,-85,-85,-87,-87,-87,-91,-90,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,231,619,1416023419146
-100,-100,-100,-100,-100,-93,-100,-87,-100,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-89,-84,-91,-83,-45,-84,-46,-87,-92,-100,-91,-100,-100,-89,-86,-89,-85,-91,-89,-91,-100,-100,-100,-100,-100,-46,-92,-91,-86,-87,-87,-91,-88,-58,-92,-87,-100,-87,-100,-86,-100,-100,-100,-86,-88,-80,-57,-100,-100,-100,-100,-57,-91,-92,-85,-87,-90,-100,-100,-100,-100,-74,-83,-74,-90,-73,-87,-85,-100,-81,-89,-88,-90,-91,-100,-85,-85,-100,-93,-77,-78,-100,-100,-84,-77,-100,-100,-100,-85,-85,-86,-88,-87,-87,-87,-91,-90,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,231,619,1420977953988
-100,-100,-100,-100,-100,-93,-100,-87,-100,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-89,-81,-91,-81,-42,-81,-42,-87,-92,-100,-89,-100,-100,-91,-86,-89,-85,-100,-100,-91,-100,-100,-100,-100,-100,-42,-100,-100,-87,-87,-87,-87,-86,-55,-88,-88,-100,-87,-100,-86,-100,-100,-100,-82,-82,-83,-54,-100,-100,-100,-100,-56,-91,-88,-86,-87,-90,-100,-100,-100,-100,-79,-76,-78,-90,-78,-87,-85,-100,-81,-100,-90,-91,-91,-100,-85,-85,-100,-100,-80,-81,-100,-100,-83,-81,-100,-100,-100,-85,-86,-85,-84,-88,-87,-88,-86,-86,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,282,619,1469927385011
-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-88,-87,-100,-87,-100,-89,-82,-91,-81,-43,-81,-44,-87,-92,-100,-90,-100,-100,-91,-86,-90,-85,-100,-100,-91,-100,-100,-100,-100,-100,-44,-100,-100,-87,-89,-86,-86,-87,-56,-87,-87,-100,-87,-100,-86,-100,-100,-100,-81,-82,-81,-56,-100,-100,-100,-100,-57,-91,-86,-87,-87,-90,-100,-100,-100,-100,-79,-89,-78,-90,-78,-87,-85,-100,-81,-100,-90,-91,-91,-100,-85,-85,-100,-100,-80,-79,-100,-100,-79,-80,-100,-100,-92,-85,-85,-86,-86,-88,-87,-88,-86,-86,-93,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,282,619,1474912883967
-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-88,-87,-100,-87,-100,-100,-82,-88,-81,-42,-81,-42,-100,-93,-100,-90,-100,-100,-88,-86,-89,-85,-100,-100,-91,-100,-100,-100,-100,-100,-43,-100,-100,-86,-89,-86,-86,-87,-55,-87,-89,-100,-87,-100,-86,-100,-100,-100,-86,-84,-82,-54,-100,-100,-100,-100,-55,-92,-87,-86,-87,-90,-100,-100,-100,-100,-78,-75,-78,-90,-78,-87,-85,-100,-81,-100,-90,-91,-91,-100,-85,-85,-100,-100,-83,-82,-100,-100,-81,-82,-100,-100,-91,-86,-87,-86,-88,-88,-87,-88,-85,-84,-93,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,282,619,1480015971465
