38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,32:f7:72:50:57:3b,38:17:c3:1f:0e:12,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,38:17:c3:19:55:40,44:48:c1:a5:82:30,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,38:17:c3:1f:08:50,38:17:c3:1e:fc:b2,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:20,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:22:30,38:17:c3:1f:01:92,38:17:c3:1f:22:32,38:17:c3:1f:22:31,60:32:b1:3e:1a:b7,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:19:55:52,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:33,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,00:4e:35:df:06:40,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,68:ff:7b:e4:af:38,68:ff:7b:e4:af:39,b4:5d:50:e1:96:53,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,38:17:c3:24:58:b0,72:32:b1:3e:1a:b7,38:17:c3:24:58:b1,38:17:c3:24:58:b2,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,64:e5:99:c3:13:3c,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:24:58:a0,38:17:c3:24:58:a1,80:8d:b7:55:3a:40,80:8d:b7:55:25:e3,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,20:a6:cd:50:24:a0,00:4e:35:df:06:42,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,b4:5d:50:e1:96:50,66:2a:2f:53:7c:99,38:17:c3:19:d7:60,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,20:a6:cd:50:24:a2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,b4:5d:50:e1:92:23,00:4e:35:de:e1:00,20:a6:cd:50:24:a1,38:17:c3:1f:00:b0,00:4e:35:de:e1:11,00:4e:35:de:e1:10,80:8d:b7:55:25:e2,38:17:c3:19:45:a0,20:a6:cd:42:0b:f3,38:17:c3:19:71:90,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:19:71:91,60:32:b1:3e:1a:b8,20:a6:cd:42:0b:f0,72:32:b1:3e:1a:b8,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:32,20:a6:cd:42:0b:e3,a8:bd:27:4c:bd:31,00:4e:35:de:e1:01,00:4e:35:de:e1:02,44:48:c1:91:95:b3,44:48:c1:91:95:b2,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:19:71:92,00:4e:35:de:d7:43,00:4e:35:df:0e:12,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:19:36:30,38:17:c3:19:36:32,38:17:c3:19:36:31,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:22,00:4e:35:df:0e:01,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:a2,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:24:4f:02,00:4e:35:df:27:12,38:17:c3:1b:08:a2,00:4e:35:de:d7:42,00:4e:35:de:d7:40,x,y,timestamp
-100,-100,-100,-100,-69,-91,-90,-68,-69,-100,-58,-58,-79,-56,-79,-80,-80,-93,-100,-100,-91,-100,-100,-78,-77,-77,-70,-87,-69,-69,-69,-69,-67,-87,-70,-86,-87,-86,-59,-89,-82,-100,-87,-87,-92,-81,-78,-89,-91,-88,-79,-79,-86,-84,-87,-88,-71,-62,-62,-62,-85,-55,-65,-84,-83,-83,-84,-91,-90,-91,-80,-82,-78,-70,-100,-86,-100,-100,-68,-68,-80,-100,-73,-73,-56,-56,-88,-73,-77,-77,-100,-100,-76,-82,-86,-85,-100,-89,-100,-84,-90,-92,-72,-70,-72,-91,-92,-84,-89,-88,-88,-86,-85,-84,-91,-92,-100,-89,-89,-86,-100,-100,-94,-100,-100,-100,-96,-100,-100,-100,-90,-100,-92,-93,-89,-100,-90,-88,-89,-89,-89,-87,-87,-89,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,553,3219303983666
-100,-100,-100,-100,-69,-91,-90,-71,-72,-100,-56,-56,-78,-58,-78,-79,-77,-93,-100,-100,-91,-100,-100,-75,-74,-73,-75,-89,-76,-68,-68,-69,-75,-88,-75,-90,-87,-85,-60,-89,-83,-100,-87,-88,-82,-82,-77,-89,-91,-88,-78,-78,-86,-84,-87,-88,-71,-61,-63,-64,-85,-54,-61,-85,-74,-76,-75,-93,-90,-91,-80,-80,-79,-66,-100,-86,-100,-100,-66,-66,-81,-100,-73,-73,-56,-55,-86,-73,-79,-79,-100,-100,-79,-82,-84,-85,-100,-89,-100,-84,-90,-92,-69,-69,-69,-91,-93,-84,-89,-91,-88,-86,-85,-84,-91,-92,-100,-89,-89,-86,-100,-100,-94,-100,-100,-100,-96,-100,-100,-100,-90,-100,-92,-94,-89,-100,-90,-88,-89,-90,-89,-87,-88,-89,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,553,3223189066373
-100,-100,-100,-100,-67,-91,-90,-66,-67,-90,-56,-58,-79,-57,-79,-79,-79,-93,-100,-100,-91,-100,-100,-79,-77,-79,-71,-84,-70,-72,-70,-70,-71,-83,-72,-83,-85,-85,-65,-89,-88,-100,-87,-86,-87,-85,-79,-89,-94,-88,-79,-78,-86,-84,-86,-88,-71,-65,-63,-66,-83,-58,-68,-83,-78,-78,-78,-94,-90,-91,-79,-80,-78,-73,-100,-85,-100,-100,-74,-73,-79,-100,-74,-75,-55,-59,-87,-75,-77,-74,-100,-100,-79,-82,-84,-85,-100,-89,-100,-83,-90,-92,-70,-70,-70,-91,-91,-84,-89,-91,-88,-86,-85,-84,-91,-92,-100,-89,-89,-86,-100,-100,-94,-100,-100,-100,-96,-100,-100,-100,-90,-100,-92,-94,-89,-100,-90,-88,-89,-90,-91,-86,-86,-86,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,553,3226877700643
-100,-100,-100,-100,-66,-91,-90,-66,-66,-90,-53,-53,-75,-53,-75,-75,-75,-88,-100,-87,-87,-100,-100,-77,-79,-78,-65,-86,-67,-58,-60,-61,-69,-85,-66,-85,-84,-85,-69,-89,-88,-100,-87,-90,-87,-85,-84,-89,-91,-88,-83,-85,-86,-84,-85,-88,-75,-61,-50,-60,-83,-52,-69,-84,-83,-83,-84,-94,-90,-91,-80,-80,-78,-68,-100,-87,-100,-100,-68,-67,-77,-100,-74,-75,-51,-51,-90,-75,-77,-76,-100,-100,-79,-82,-85,-84,-100,-89,-100,-82,-90,-92,-74,-74,-74,-91,-90,-86,-89,-86,-100,-88,-88,-84,-91,-92,-100,-85,-87,-86,-100,-100,-94,-100,-100,-100,-96,-100,-100,-100,-90,-100,-92,-94,-89,-100,-90,-88,-100,-89,-91,-86,-86,-86,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,536,3271025405365
-100,-100,-100,-100,-70,-91,-90,-69,-69,-88,-54,-56,-75,-56,-75,-76,-75,-87,-100,-87,-86,-100,-100,-83,-79,-80,-69,-83,-68,-60,-61,-60,-69,-83,-68,-83,-87,-87,-67,-89,-87,-100,-87,-87,-87,-88,-83,-89,-92,-88,-84,-84,-86,-84,-87,-100,-74,-61,-60,-59,-90,-49,-69,-83,-86,-85,-84,-94,-90,-91,-75,-80,-72,-70,-100,-86,-100,-100,-72,-70,-77,-100,-74,-75,-51,-51,-91,-75,-77,-77,-100,-100,-77,-84,-85,-84,-100,-89,-100,-89,-90,-92,-74,-75,-74,-91,-90,-86,-89,-87,-100,-88,-88,-84,-91,-92,-100,-85,-87,-86,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-90,-100,-84,-89,-89,-100,-89,-88,-100,-89,-92,-86,-86,-86,-88,-88,-83,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,536,3274875843385
-100,-100,-100,-100,-70,-91,-90,-70,-69,-88,-54,-55,-78,-55,-77,-74,-77,-87,-100,-86,-85,-100,-100,-79,-78,-79,-65,-86,-67,-60,-61,-60,-67,-85,-68,-86,-85,-85,-73,-89,-86,-100,-87,-87,-85,-85,-83,-89,-92,-88,-84,-84,-86,-84,-84,-100,-74,-60,-61,-60,-83,-50,-68,-82,-81,-82,-83,-94,-90,-91,-80,-80,-74,-70,-100,-86,-100,-100,-72,-77,-78,-100,-74,-75,-51,-50,-91,-82,-76,-78,-100,-100,-76,-84,-86,-86,-100,-89,-100,-82,-90,-92,-75,-74,-75,-91,-89,-85,-89,-86,-100,-87,-87,-84,-100,-92,-100,-87,-87,-87,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-91,-100,-84,-90,-90,-100,-90,-100,-100,-92,-92,-87,-87,-86,-88,-88,-84,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,536,3278748687654
-100,-100,-100,-100,-69,-91,-90,-69,-70,-88,-56,-56,-77,-57,-76,-75,-75,-85,-100,-86,-85,-100,-100,-79,-78,-82,-67,-88,-62,-60,-59,-61,-67,-88,-67,-88,-85,-86,-70,-89,-87,-100,-100,-85,-87,-87,-81,-100,-92,-100,-82,-82,-86,-84,-85,-87,-71,-60,-60,-60,-81,-50,-69,-81,-81,-82,-81,-94,-90,-93,-77,-79,-75,-69,-100,-84,-100,-100,-69,-69,-79,-100,-74,-75,-49,-48,-91,-82,-79,-78,-100,-100,-76,-83,-86,-86,-100,-89,-100,-82,-90,-92,-72,-73,-72,-91,-92,-85,-89,-88,-100,-86,-89,-84,-100,-92,-100,-88,-89,-89,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-91,-100,-84,-91,-89,-100,-90,-100,-100,-90,-90,-87,-89,-86,-90,-90,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,536,3282609012132
-100,-100,-100,-100,-69,-91,-90,-68,-69,-88,-55,-55,-77,-56,-76,-76,-76,-85,-100,-85,-84,-100,-100,-81,-81,-81,-66,-89,-64,-62,-61,-61,-65,-89,-65,-90,-85,-85,-66,-89,-85,-100,-100,-85,-87,-87,-79,-100,-92,-100,-80,-79,-86,-84,-84,-87,-72,-62,-60,-61,-81,-49,-70,-81,-79,-78,-79,-94,-90,-93,-78,-75,-76,-69,-100,-85,-100,-100,-68,-68,-78,-100,-74,-81,-49,-49,-91,-82,-77,-77,-100,-100,-80,-83,-86,-86,-100,-89,-100,-81,-90,-92,-73,-73,-72,-91,-89,-85,-89,-87,-100,-88,-89,-84,-100,-92,-100,-88,-88,-89,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-91,-100,-84,-90,-89,-100,-89,-100,-100,-90,-90,-88,-88,-86,-90,-88,-84,-83,-83,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,536,3286469571037
-100,-100,-100,-100,-68,-91,-90,-68,-70,-88,-56,-53,-74,-55,-74,-74,-76,-85,-100,-87,-86,-100,-100,-83,-83,-83,-66,-89,-67,-59,-59,-60,-67,-88,-66,-89,-85,-84,-64,-89,-87,-100,-100,-87,-87,-87,-82,-94,-92,-100,-81,-81,-86,-84,-84,-87,-73,-61,-73,-58,-81,-51,-71,-81,-81,-83,-82,-94,-90,-93,-78,-78,-75,-68,-100,-86,-100,-100,-68,-68,-78,-100,-90,-81,-50,-50,-91,-82,-76,-79,-100,-100,-78,-83,-86,-86,-100,-89,-100,-81,-90,-92,-72,-77,-72,-91,-90,-85,-89,-83,-100,-88,-89,-86,-100,-92,-100,-88,-88,-89,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-91,-100,-85,-91,-89,-100,-91,-100,-100,-92,-90,-88,-88,-86,-90,-88,-84,-83,-83,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,536,3290352325775
-100,-100,-100,-100,-72,-91,-90,-72,-73,-88,-44,-45,-80,-44,-80,-79,-80,-87,-100,-87,-86,-100,-100,-81,-80,-80,-76,-89,-75,-57,-57,-56,-75,-88,-75,-89,-85,-90,-70,-89,-91,-100,-100,-89,-89,-90,-77,-94,-92,-100,-78,-77,-100,-100,-84,-87,-75,-66,-63,-66,-79,-51,-66,-79,-77,-80,-77,-94,-100,-93,-78,-79,-75,-69,-100,-87,-100,-100,-70,-68,-79,-100,-74,-73,-51,-50,-91,-82,-77,-76,-100,-100,-78,-81,-86,-86,-100,-100,-100,-79,-100,-100,-76,-76,-75,-91,-90,-85,-100,-89,-100,-86,-85,-86,-100,-100,-100,-88,-89,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-85,-91,-87,-100,-87,-100,-100,-92,-90,-88,-88,-86,-90,-88,-84,-83,-83,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,519,3344074796588
-100,-100,-100,-100,-69,-91,-90,-72,-71,-88,-45,-44,-83,-44,-83,-83,-82,-88,-100,-87,-86,-100,-100,-78,-79,-78,-72,-87,-71,-58,-57,-56,-72,-87,-72,-85,-85,-90,-76,-89,-91,-100,-100,-88,-85,-90,-76,-94,-92,-100,-77,-76,-100,-100,-84,-87,-81,-63,-63,-63,-79,-58,-64,-79,-77,-79,-79,-94,-100,-93,-78,-79,-75,-68,-100,-89,-100,-100,-68,-69,-79,-100,-74,-73,-59,-57,-90,-82,-75,-75,-100,-100,-76,-81,-86,-91,-100,-100,-100,-79,-100,-100,-82,-81,-82,-91,-90,-85,-100,-85,-100,-86,-85,-88,-100,-100,-100,-85,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-85,-91,-88,-100,-87,-100,-100,-91,-90,-88,-88,-86,-90,-90,-84,-83,-83,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,519,3347919639086
-100,-100,-100,-100,-70,-91,-90,-69,-70,-88,-45,-44,-82,-44,-80,-82,-81,-87,-100,-89,-88,-100,-100,-78,-78,-78,-70,-87,-92,-59,-57,-58,-71,-86,-70,-87,-85,-90,-70,-89,-82,-100,-100,-88,-85,-85,-77,-94,-92,-100,-77,-76,-100,-100,-84,-87,-82,-60,-61,-60,-79,-55,-63,-77,-77,-79,-79,-94,-91,-93,-79,-79,-79,-67,-100,-89,-100,-100,-67,-65,-81,-100,-75,-76,-56,-56,-90,-82,-78,-76,-100,-100,-76,-81,-86,-91,-100,-100,-100,-77,-100,-100,-79,-82,-82,-91,-90,-85,-100,-84,-100,-86,-85,-86,-100,-100,-100,-85,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-90,-91,-88,-100,-87,-100,-100,-91,-90,-88,-88,-86,-94,-92,-84,-83,-83,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,519,3351756434606
-100,-100,-100,-100,-70,-91,-90,-70,-71,-88,-44,-44,-82,-44,-82,-83,-83,-86,-100,-88,-86,-100,-100,-79,-79,-78,-70,-86,-69,-58,-57,-58,-70,-86,-71,-87,-85,-92,-76,-91,-82,-100,-100,-89,-85,-85,-77,-94,-92,-100,-77,-76,-100,-100,-84,-87,-83,-60,-63,-59,-78,-57,-65,-76,-78,-79,-78,-94,-91,-93,-80,-80,-79,-66,-100,-91,-100,-100,-68,-66,-78,-100,-72,-72,-59,-59,-90,-82,-74,-76,-100,-100,-76,-81,-86,-91,-100,-100,-100,-77,-100,-100,-83,-84,-83,-91,-90,-85,-100,-84,-100,-85,-86,-86,-100,-100,-100,-84,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-86,-88,-87,-100,-87,-100,-100,-93,-93,-88,-88,-86,-94,-92,-84,-83,-87,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,519,3355595924969
-100,-100,-100,-100,-71,-91,-90,-71,-71,-88,-44,-44,-82,-44,-83,-82,-83,-86,-100,-86,-87,-100,-100,-79,-78,-79,-70,-85,-70,-56,-58,-57,-70,-87,-71,-86,-85,-90,-74,-91,-86,-100,-100,-92,-88,-87,-77,-94,-92,-100,-77,-77,-100,-100,-84,-87,-82,-61,-63,-63,-79,-57,-64,-79,-79,-78,-79,-94,-90,-93,-78,-79,-79,-67,-100,-92,-100,-100,-66,-67,-79,-100,-75,-76,-57,-56,-91,-79,-78,-77,-100,-100,-79,-83,-86,-91,-100,-100,-100,-79,-100,-100,-82,-83,-81,-91,-90,-85,-100,-82,-100,-86,-86,-87,-85,-100,-100,-82,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-86,-88,-88,-100,-87,-100,-100,-93,-93,-88,-88,-86,-94,-92,-84,-83,-87,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,519,3359432346373
-100,-100,-100,-100,-70,-91,-90,-71,-71,-88,-44,-44,-83,-44,-83,-83,-84,-87,-100,-87,-87,-100,-100,-83,-79,-79,-71,-87,-70,-57,-58,-57,-71,-87,-71,-86,-85,-90,-72,-89,-87,-100,-100,-92,-87,-86,-76,-94,-92,-100,-77,-77,-100,-100,-84,-87,-82,-63,-61,-63,-79,-58,-64,-76,-76,-77,-79,-95,-90,-93,-78,-79,-79,-67,-100,-91,-100,-100,-67,-67,-79,-100,-74,-76,-57,-57,-91,-76,-77,-77,-100,-100,-76,-83,-90,-91,-100,-100,-100,-79,-100,-100,-82,-83,-81,-91,-90,-85,-100,-83,-100,-86,-86,-87,-85,-100,-100,-83,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-86,-87,-87,-100,-89,-100,-100,-94,-91,-88,-88,-86,-92,-92,-84,-83,-87,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,519,3363286712309
-100,-100,-100,-100,-72,-87,-88,-72,-72,-88,-47,-48,-78,-48,-77,-77,-76,-94,-100,-86,-87,-100,-100,-86,-85,-87,-71,-89,-77,-56,-58,-57,-76,-89,-75,-90,-85,-89,-71,-89,-90,-100,-100,-87,-90,-87,-77,-94,-92,-100,-79,-78,-100,-100,-84,-87,-78,-67,-67,-67,-79,-51,-67,-83,-75,-74,-74,-93,-90,-93,-79,-81,-78,-67,-100,-90,-100,-100,-67,-66,-80,-100,-76,-76,-51,-51,-90,-77,-75,-71,-100,-100,-73,-83,-90,-91,-100,-100,-100,-83,-100,-100,-78,-77,-77,-100,-90,-85,-100,-82,-100,-87,-90,-87,-85,-100,-100,-82,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-86,-90,-91,-100,-88,-100,-100,-90,-92,-86,-86,-86,-92,-92,-88,-89,-87,-88,-88,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,502,3408881985052
-100,-100,-100,-100,-69,-87,-88,-70,-69,-88,-46,-46,-77,-46,-79,-78,-78,-92,-100,-86,-90,-100,-100,-86,-85,-87,-75,-91,-76,-58,-60,-60,-76,-89,-75,-90,-85,-89,-65,-89,-90,-100,-100,-87,-90,-87,-77,-94,-92,-100,-78,-78,-100,-100,-84,-87,-79,-66,-76,-66,-82,-54,-65,-83,-69,-69,-69,-93,-90,-93,-82,-80,-80,-69,-100,-86,-100,-100,-70,-70,-81,-100,-76,-76,-51,-54,-90,-77,-73,-73,-100,-100,-72,-85,-90,-89,-100,-100,-100,-83,-100,-100,-79,-81,-78,-100,-90,-87,-100,-83,-100,-87,-90,-87,-85,-100,-100,-83,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-92,-89,-91,-100,-89,-100,-100,-91,-92,-86,-87,-86,-92,-90,-88,-89,-88,-88,-88,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,502,3412745037916
-100,-100,-100,-100,-69,-89,-88,-71,-71,-87,-46,-46,-78,-46,-79,-78,-78,-92,-100,-86,-90,-100,-100,-86,-85,-87,-76,-92,-75,-60,-60,-74,-75,-89,-76,-90,-85,-89,-66,-89,-90,-100,-100,-86,-90,-90,-80,-94,-92,-100,-79,-79,-100,-100,-84,-87,-78,-62,-73,-65,-82,-52,-65,-83,-73,-72,-72,-93,-90,-93,-82,-82,-78,-70,-100,-85,-100,-100,-69,-68,-81,-100,-76,-76,-53,-53,-90,-77,-74,-75,-100,-100,-72,-85,-90,-90,-100,-100,-100,-83,-100,-100,-79,-78,-79,-100,-89,-87,-100,-84,-100,-87,-90,-87,-85,-100,-100,-84,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-93,-92,-100,-90,-100,-100,-90,-90,-87,-87,-87,-90,-90,-88,-89,-88,-88,-88,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,502,3416608195310
-100,-100,-100,-100,-69,-88,-88,-71,-72,-88,-48,-47,-78,-47,-78,-78,-79,-92,-100,-86,-90,-100,-100,-86,-85,-87,-75,-91,-75,-60,-60,-60,-75,-89,-74,-90,-85,-89,-68,-89,-90,-100,-100,-85,-92,-91,-75,-94,-92,-100,-77,-79,-100,-100,-84,-87,-78,-63,-65,-64,-83,-55,-65,-82,-72,-73,-68,-91,-90,-93,-82,-82,-80,-68,-100,-86,-100,-100,-68,-69,-81,-100,-77,-79,-52,-55,-90,-79,-74,-71,-100,-100,-74,-86,-90,-90,-100,-100,-100,-81,-100,-100,-78,-77,-78,-100,-86,-89,-100,-86,-100,-87,-85,-88,-85,-100,-100,-84,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-92,-90,-100,-92,-100,-100,-90,-90,-86,-86,-86,-92,-90,-88,-89,-88,-87,-86,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,502,3420514647496
-100,-100,-100,-100,-70,-88,-88,-71,-71,-88,-47,-47,-78,-47,-79,-79,-79,-92,-100,-86,-90,-100,-100,-87,-85,-87,-75,-92,-76,-59,-59,-60,-75,-89,-75,-90,-85,-89,-68,-90,-90,-100,-100,-85,-91,-91,-79,-94,-92,-100,-78,-78,-100,-100,-84,-87,-77,-62,-65,-66,-82,-56,-65,-82,-73,-73,-72,-93,-90,-93,-82,-80,-77,-70,-100,-86,-100,-100,-69,-69,-81,-100,-77,-77,-51,-52,-88,-78,-75,-71,-100,-100,-74,-86,-89,-88,-100,-100,-100,-82,-100,-100,-77,-77,-78,-100,-95,-89,-100,-86,-100,-87,-85,-88,-85,-100,-100,-86,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-92,-92,-100,-92,-100,-100,-90,-90,-87,-86,-87,-92,-90,-88,-89,-88,-87,-86,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,502,3424378424213
