38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,32:f7:72:50:57:3b,38:17:c3:1f:0e:12,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,38:17:c3:19:55:40,44:48:c1:a5:82:30,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,38:17:c3:1f:08:50,38:17:c3:1e:fc:b2,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:20,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:22:30,38:17:c3:1f:01:92,38:17:c3:1f:22:32,38:17:c3:1f:22:31,60:32:b1:3e:1a:b7,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:19:55:52,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:33,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,00:4e:35:df:06:40,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,68:ff:7b:e4:af:38,68:ff:7b:e4:af:39,b4:5d:50:e1:96:53,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,38:17:c3:24:58:b0,72:32:b1:3e:1a:b7,38:17:c3:24:58:b1,38:17:c3:24:58:b2,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,64:e5:99:c3:13:3c,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:24:58:a0,38:17:c3:24:58:a1,80:8d:b7:55:3a:40,80:8d:b7:55:25:e3,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,20:a6:cd:50:24:a0,00:4e:35:df:06:42,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,b4:5d:50:e1:96:50,66:2a:2f:53:7c:99,38:17:c3:19:d7:60,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,20:a6:cd:50:24:a2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,b4:5d:50:e1:92:23,00:4e:35:de:e1:00,20:a6:cd:50:24:a1,38:17:c3:1f:00:b0,00:4e:35:de:e1:11,00:4e:35:de:e1:10,80:8d:b7:55:25:e2,38:17:c3:19:45:a0,20:a6:cd:42:0b:f3,38:17:c3:19:71:90,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:19:71:91,60:32:b1:3e:1a:b8,20:a6:cd:42:0b:f0,72:32:b1:3e:1a:b8,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:32,20:a6:cd:42:0b:e3,a8:bd:27:4c:bd:31,00:4e:35:de:e1:01,00:4e:35:de:e1:02,44:48:c1:91:95:b3,44:48:c1:91:95:b2,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:19:71:92,00:4e:35:de:d7:43,00:4e:35:df:0e:12,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:19:36:30,38:17:c3:19:36:32,38:17:c3:19:36:31,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:22,00:4e:35:df:0e:01,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:a2,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:24:4f:02,00:4e:35:df:27:12,38:17:c3:1b:08:a2,00:4e:35:de:d7:42,00:4e:35:de:d7:40,x,y,timestamp
-100,-90,-100,-100,-82,-80,-77,-81,-81,-75,-85,-86,-82,-87,-82,-81,-81,-100,-88,-100,-100,-88,-87,-84,-85,-84,-86,-100,-87,-90,-100,-88,-86,-100,-86,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-72,-100,-93,-100,-73,-72,-100,-100,-100,-100,-100,-88,-87,-86,-77,-79,-51,-76,-68,-68,-68,-94,-100,-100,-100,-100,-92,-73,-100,-100,-100,-100,-73,-73,-100,-94,-87,-87,-80,-79,-91,-88,-82,-82,-100,-100,-80,-82,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-92,-100,-100,-77,-100,-89,-87,-100,-82,-100,-100,-79,-78,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-60,-100,-60,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-87,-100,-100,-100,-72,-75,-75,-87,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,91,4882132013449
-100,-90,-100,-100,-83,-79,-78,-81,-83,-79,-84,-83,-81,-83,-81,-81,-80,-100,-85,-100,-100,-86,-86,-85,-84,-83,-87,-100,-86,-90,-100,-88,-86,-100,-87,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-68,-100,-93,-100,-68,-69,-100,-100,-100,-100,-100,-88,-87,-86,-73,-79,-47,-72,-68,-69,-69,-93,-100,-100,-100,-100,-92,-70,-100,-100,-100,-100,-71,-70,-100,-94,-82,-83,-79,-79,-91,-82,-82,-73,-100,-100,-80,-82,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-92,-100,-100,-78,-100,-89,-87,-100,-81,-100,-100,-79,-79,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-100,-61,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-87,-100,-100,-100,-72,-75,-75,-87,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,91,4885947393812
-100,-100,-100,-100,-86,-78,-78,-87,-86,-79,-84,-84,-77,-84,-79,-78,-78,-100,-86,-100,-100,-86,-87,-91,-88,-83,-89,-100,-88,-90,-100,-88,-88,-100,-88,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-66,-100,-93,-100,-67,-66,-100,-100,-100,-100,-100,-88,-91,-88,-73,-81,-58,-72,-65,-68,-68,-94,-100,-100,-100,-100,-92,-65,-100,-100,-100,-100,-65,-64,-100,-94,-82,-83,-80,-81,-91,-82,-77,-76,-100,-100,-79,-82,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-92,-100,-100,-81,-100,-89,-87,-100,-82,-100,-100,-79,-80,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-63,-100,-63,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-87,-100,-100,-100,-74,-75,-75,-87,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,91,4889762741258
-100,-100,-100,-100,-86,-79,-79,-87,-86,-79,-86,-88,-79,-88,-79,-79,-78,-100,-85,-100,-100,-85,-85,-91,-88,-83,-83,-100,-82,-90,-100,-88,-83,-100,-83,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-71,-100,-93,-100,-71,-71,-100,-100,-100,-100,-100,-84,-91,-85,-77,-76,-42,-72,-66,-68,-67,-94,-100,-100,-100,-100,-90,-72,-100,-100,-100,-100,-73,-72,-100,-94,-82,-83,-77,-77,-91,-86,-79,-79,-100,-100,-79,-82,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-91,-100,-100,-81,-100,-90,-89,-100,-86,-100,-100,-80,-80,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-100,-61,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-87,-100,-100,-100,-71,-73,-71,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,73,4930501787753
-100,-100,-100,-100,-85,-79,-78,-88,-86,-79,-87,-87,-82,-87,-82,-81,-80,-100,-86,-100,-100,-87,-86,-91,-88,-83,-84,-100,-84,-90,-100,-88,-84,-100,-84,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-69,-100,-93,-100,-69,-69,-100,-100,-100,-100,-100,-84,-91,-85,-75,-80,-47,-72,-65,-65,-65,-94,-100,-100,-100,-100,-90,-72,-100,-100,-100,-100,-72,-72,-100,-94,-82,-83,-79,-79,-91,-86,-76,-78,-100,-100,-81,-82,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-91,-100,-100,-79,-100,-88,-87,-100,-88,-100,-100,-80,-80,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-100,-63,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-87,-100,-100,-100,-71,-73,-70,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,73,4934301436710
-100,-100,-100,-100,-86,-79,-78,-87,-88,-79,-85,-85,-81,-85,-82,-82,-82,-100,-85,-100,-100,-86,-86,-91,-88,-83,-84,-100,-84,-90,-100,-88,-84,-100,-83,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-70,-100,-93,-100,-70,-68,-100,-100,-100,-100,-100,-85,-85,-84,-73,-79,-43,-74,-65,-64,-64,-94,-100,-100,-100,-100,-89,-72,-100,-100,-100,-100,-73,-72,-100,-94,-82,-83,-79,-78,-91,-86,-72,-79,-100,-100,-76,-82,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-91,-100,-100,-79,-100,-87,-88,-100,-81,-100,-100,-79,-80,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-60,-100,-62,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-87,-100,-100,-100,-71,-73,-73,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,73,4938112273271
-100,-100,-100,-100,-87,-79,-78,-88,-87,-79,-87,-85,-81,-85,-82,-81,-81,-100,-87,-100,-100,-87,-87,-89,-88,-83,-84,-100,-85,-90,-100,-88,-84,-100,-84,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-68,-100,-93,-100,-88,-68,-100,-100,-100,-100,-100,-85,-85,-97,-81,-80,-44,-74,-65,-64,-64,-94,-100,-100,-100,-100,-89,-72,-100,-100,-100,-100,-72,-73,-100,-94,-85,-84,-79,-78,-91,-84,-72,-76,-100,-100,-76,-82,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-91,-100,-100,-81,-100,-87,-88,-100,-85,-100,-100,-79,-78,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-63,-100,-62,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-87,-100,-100,-100,-71,-73,-73,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,73,4941932581030
-100,-100,-100,-100,-86,-81,-80,-87,-86,-82,-87,-88,-84,-85,-84,-83,-84,-100,-88,-100,-100,-89,-87,-89,-88,-83,-84,-100,-84,-90,-100,-89,-84,-100,-84,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-67,-100,-93,-100,-68,-67,-100,-100,-100,-100,-100,-85,-85,-97,-85,-80,-44,-73,-63,-63,-63,-94,-100,-100,-100,-100,-89,-70,-100,-100,-100,-100,-69,-69,-100,-94,-85,-84,-78,-80,-91,-84,-76,-79,-100,-100,-76,-82,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-91,-100,-100,-79,-100,-87,-89,-100,-86,-100,-100,-78,-79,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-65,-100,-63,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-87,-100,-100,-100,-73,-73,-71,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,73,4945752423372
-100,-100,-100,-100,-87,-85,-80,-85,-86,-82,-85,-86,-81,-86,-81,-82,-81,-100,-86,-100,-100,-86,-86,-89,-88,-83,-85,-100,-85,-90,-100,-89,-85,-100,-84,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-68,-100,-93,-100,-69,-70,-100,-100,-100,-100,-100,-86,-85,-87,-85,-79,-45,-73,-66,-66,-66,-94,-100,-100,-100,-100,-89,-71,-100,-100,-100,-100,-72,-72,-100,-94,-85,-84,-79,-78,-91,-84,-79,-79,-100,-100,-78,-82,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-91,-100,-100,-79,-100,-86,-86,-100,-86,-100,-100,-79,-78,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-62,-100,-61,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-87,-100,-100,-100,-73,-73,-71,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,73,4949544744413
-100,-100,-100,-100,-84,-81,-82,-83,-85,-81,-87,-86,-74,-84,-75,-75,-76,-100,-83,-100,-100,-83,-83,-89,-88,-83,-85,-100,-85,-90,-100,-89,-85,-100,-85,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-86,-85,-87,-72,-79,-41,-69,-67,-65,-65,-94,-100,-100,-100,-100,-93,-67,-100,-100,-100,-100,-67,-68,-100,-100,-85,-84,-79,-79,-100,-85,-82,-79,-100,-100,-82,-82,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-95,-100,-100,-86,-100,-86,-86,-100,-87,-100,-100,-82,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-58,-100,-59,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-87,-100,-100,-100,-69,-69,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,56,4987222095127
-100,-100,-100,-100,-86,-81,-82,-85,-85,-81,-88,-87,-77,-88,-77,-78,-78,-100,-82,-100,-100,-82,-82,-89,-88,-83,-85,-100,-85,-90,-100,-89,-85,-100,-85,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-86,-85,-85,-72,-81,-40,-69,-66,-67,-67,-94,-100,-100,-100,-100,-93,-68,-100,-100,-100,-100,-67,-68,-100,-100,-85,-84,-82,-81,-100,-85,-81,-80,-100,-100,-81,-82,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-95,-100,-100,-85,-100,-89,-86,-100,-87,-100,-100,-85,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-62,-100,-61,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-87,-87,-100,-100,-100,-69,-69,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,56,4991025637574
-100,-100,-100,-100,-86,-81,-82,-86,-86,-81,-86,-86,-78,-86,-78,-78,-78,-100,-81,-100,-100,-81,-82,-89,-88,-83,-85,-100,-85,-90,-100,-89,-85,-100,-85,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-86,-88,-85,-72,-81,-40,-76,-65,-66,-68,-94,-84,-100,-100,-100,-93,-67,-100,-100,-100,-100,-67,-67,-100,-100,-85,-83,-80,-81,-100,-82,-81,-80,-100,-100,-80,-82,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-94,-100,-100,-84,-100,-89,-86,-100,-87,-100,-100,-85,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-59,-100,-57,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-87,-100,-100,-100,-75,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,56,4994821402104
-100,-100,-100,-100,-85,-81,-82,-85,-86,-81,-89,-89,-78,-87,-78,-78,-77,-100,-83,-100,-100,-83,-84,-89,-88,-83,-85,-100,-86,-90,-100,-89,-84,-100,-85,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-72,-73,-100,-100,-100,-100,-100,-86,-88,-82,-72,-79,-40,-76,-66,-69,-69,-94,-84,-100,-100,-100,-91,-65,-100,-100,-100,-100,-67,-67,-100,-100,-85,-83,-80,-80,-100,-82,-80,-80,-100,-100,-80,-82,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-94,-100,-100,-85,-100,-89,-86,-100,-89,-100,-100,-86,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-57,-100,-56,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-87,-100,-100,-100,-73,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,56,4998607446738
-100,-100,-100,-100,-83,-81,-82,-85,-82,-81,-89,-89,-79,-88,-80,-79,-78,-100,-82,-100,-100,-82,-82,-89,-88,-83,-87,-100,-88,-90,-100,-89,-88,-100,-89,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-85,-85,-85,-71,-80,-40,-73,-70,-69,-70,-94,-84,-100,-100,-100,-90,-71,-100,-100,-100,-100,-71,-71,-100,-87,-85,-83,-80,-79,-100,-82,-81,-83,-100,-100,-80,-82,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-94,-100,-100,-85,-100,-87,-87,-100,-89,-100,-100,-85,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-60,-100,-59,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-87,-100,-100,-100,-73,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,56,5002400673559
-100,-100,-100,-100,-83,-81,-82,-83,-83,-81,-85,-85,-77,-85,-77,-77,-76,-100,-81,-100,-100,-81,-81,-89,-88,-83,-86,-100,-85,-90,-100,-89,-85,-100,-85,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-74,-72,-100,-100,-100,-100,-100,-85,-85,-86,-73,-81,-41,-76,-70,-66,-68,-94,-71,-100,-100,-100,-90,-68,-100,-100,-100,-100,-69,-67,-100,-87,-85,-83,-80,-80,-100,-82,-74,-72,-100,-100,-81,-82,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-94,-100,-100,-85,-100,-87,-87,-100,-83,-100,-100,-85,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-57,-100,-58,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-87,-100,-100,-100,-74,-69,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,56,5006210253766
-100,-100,-100,-100,-85,-79,-81,-85,-86,-83,-86,-84,-84,-85,-84,-86,-84,-100,-82,-100,-100,-82,-82,-89,-88,-83,-86,-100,-82,-90,-100,-89,-87,-100,-87,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-83,-88,-83,-72,-84,-47,-73,-71,-72,-71,-94,-71,-100,-100,-100,-88,-73,-100,-100,-100,-100,-73,-73,-100,-87,-82,-82,-82,-82,-100,-82,-84,-78,-100,-100,-80,-85,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-94,-100,-100,-79,-100,-87,-87,-100,-86,-100,-100,-80,-79,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-65,-100,-65,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-87,-100,-100,-100,-70,-69,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,39,5047388667552
-100,-100,-100,-100,-85,-83,-84,-85,-86,-83,-85,-85,-83,-86,-84,-83,-84,-100,-82,-100,-100,-84,-82,-89,-88,-83,-86,-100,-86,-90,-100,-89,-86,-100,-86,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-84,-83,-83,-72,-78,-50,-83,-73,-74,-74,-94,-88,-100,-100,-100,-92,-71,-100,-100,-100,-100,-70,-70,-100,-87,-82,-81,-77,-77,-100,-82,-84,-78,-100,-100,-80,-85,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-98,-100,-100,-82,-100,-87,-87,-100,-86,-100,-100,-82,-80,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-66,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-87,-100,-100,-100,-69,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,39,5051188126041
-100,-100,-100,-100,-85,-83,-84,-85,-86,-83,-88,-88,-79,-87,-79,-81,-80,-100,-82,-100,-100,-84,-82,-89,-88,-83,-86,-100,-87,-100,-100,-89,-87,-100,-86,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-75,-74,-100,-100,-100,-100,-100,-84,-83,-83,-73,-75,-40,-73,-70,-71,-70,-94,-88,-100,-100,-100,-92,-75,-89,-100,-100,-100,-74,-74,-100,-89,-82,-81,-74,-75,-100,-82,-78,-80,-100,-100,-81,-85,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-98,-100,-100,-79,-100,-87,-87,-100,-86,-100,-100,-81,-79,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-66,-100,-67,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-87,-100,-100,-100,-76,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,39,5054986197185
-100,-100,-100,-100,-85,-83,-84,-85,-86,-83,-89,-90,-84,-89,-84,-84,-83,-100,-86,-100,-100,-87,-86,-89,-88,-83,-86,-100,-85,-100,-100,-89,-86,-100,-86,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-72,-73,-100,-100,-100,-100,-100,-84,-83,-85,-73,-74,-41,-84,-72,-72,-72,-94,-88,-100,-100,-100,-92,-73,-89,-100,-100,-100,-74,-74,-100,-89,-83,-82,-74,-74,-100,-82,-77,-77,-100,-100,-80,-85,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-93,-100,-100,-80,-100,-87,-87,-100,-86,-100,-100,-81,-80,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-68,-100,-67,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-87,-100,-100,-100,-77,-75,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,39,5058778970777
-100,-100,-100,-100,-86,-81,-80,-86,-85,-80,-88,-88,-80,-87,-79,-80,-80,-100,-86,-100,-100,-88,-86,-89,-88,-83,-88,-100,-87,-100,-100,-89,-89,-100,-87,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-84,-83,-85,-74,-74,-41,-73,-73,-72,-74,-94,-89,-100,-100,-100,-92,-76,-89,-100,-100,-100,-76,-75,-100,-89,-85,-84,-74,-74,-100,-84,-78,-81,-100,-100,-80,-85,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-93,-100,-100,-76,-100,-87,-87,-100,-85,-100,-100,-76,-76,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-100,-64,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-87,-100,-100,-100,-77,-75,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,272,39,5062581498380
