38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:71:90,38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:19:55:41,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,44:48:c1:a5:82:30,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,b8:27:eb:9f:6b:77,38:17:c3:1e:ff:00,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:20,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:22:30,38:17:c3:1f:01:92,38:17:c3:1f:22:32,38:17:c3:1e:ff:02,60:32:b1:3e:1a:b7,38:17:c3:1e:ff:01,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:1f:09:90,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:55:52,38:17:c3:19:45:b2,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,80:8d:b7:55:39:c2,00:4e:35:de:e1:00,00:4e:35:de:e1:01,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:d0,00:4e:35:df:06:40,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:11,00:4e:35:de:e1:12,00:4e:35:de:e1:10,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,00:4e:35:de:e1:02,66:2a:2f:53:7c:99,68:ff:7b:e4:af:38,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,a8:bd:27:4c:bd:32,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,00:4e:35:de:d7:51,00:4e:35:de:d7:50,80:8d:b7:55:3a:40,00:4e:35:de:d7:53,00:4e:35:de:d7:52,60:32:b1:3e:1a:b8,b4:5d:50:e1:96:53,38:17:c3:19:45:b1,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,80:8d:b7:55:25:e0,38:17:c3:1f:22:31,38:17:c3:1f:09:83,20:a6:cd:50:24:a2,b4:5d:50:e1:92:23,38:17:c3:1f:09:93,20:a6:cd:42:0b:f3,38:17:c3:1f:09:92,20:a6:cd:50:24:a0,20:a6:cd:50:24:a1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e3,72:32:b1:3e:1a:b8,68:ff:7b:e4:af:39,38:17:c3:19:55:40,38:17:c3:19:55:42,b4:5d:50:e1:92:22,44:48:c1:91:95:b0,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,72:32:b1:3e:1a:b7,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:50,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:08:40,00:4e:35:df:0e:12,a8:bd:27:4c:bd:31,38:17:c3:1f:22:20,00:4e:35:df:0e:11,00:4e:35:de:d7:42,00:4e:35:de:d7:41,00:4e:35:de:d7:43,38:17:c3:19:36:32,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,a8:bd:27:4c:bd:30,38:17:c3:1f:22:22,38:17:c3:19:36:30,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,38:17:c3:19:45:b0,00:4e:35:df:0e:10,64:e5:99:c3:13:3c,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,00:4e:35:df:27:00,00:4e:35:de:d7:40,x,y,timestamp
-85,-85,-85,-79,-92,-84,-80,-100,-79,-93,-65,-64,-72,-63,-73,-72,-72,-36,-100,-85,-86,-84,-73,-89,-73,-76,-76,-76,-74,-87,-72,-87,-100,-90,-76,-85,-100,-86,-100,-87,-100,-94,-100,-100,-100,-100,-74,-100,-73,-73,-100,-100,-100,-100,-77,-77,-77,-78,-66,-82,-82,-67,-66,-60,-78,-62,-76,-78,-78,-77,-78,-73,-75,-77,-84,-86,-100,-84,-84,-79,-60,-59,-85,-59,-86,-83,-82,-62,-60,-92,-82,-74,-75,-83,-84,-73,-83,-84,-86,-100,-100,-100,-100,-84,-86,-100,-100,-82,-100,-100,-100,-100,-100,-80,-86,-82,-87,-100,-86,-86,-85,-90,-85,-85,-100,-100,-100,-89,-100,-100,-100,-89,-87,-100,-89,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,417,3044189131337
-85,-86,-86,-81,-92,-84,-80,-100,-79,-93,-63,-63,-73,-62,-73,-74,-74,-37,-100,-84,-85,-85,-73,-89,-72,-77,-76,-77,-74,-90,-72,-89,-100,-91,-76,-86,-100,-85,-100,-89,-100,-94,-100,-100,-100,-100,-74,-100,-74,-74,-100,-100,-100,-100,-79,-77,-77,-77,-67,-82,-83,-67,-66,-58,-79,-61,-76,-77,-80,-79,-79,-72,-73,-74,-82,-88,-100,-84,-85,-79,-60,-60,-87,-60,-86,-83,-82,-58,-58,-93,-82,-74,-73,-82,-82,-73,-81,-80,-86,-100,-100,-100,-100,-84,-85,-100,-100,-82,-100,-100,-100,-100,-100,-80,-86,-82,-87,-100,-81,-86,-85,-92,-85,-86,-100,-100,-100,-89,-100,-100,-100,-89,-87,-100,-87,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,417,3051172575293
-84,-85,-86,-80,-92,-81,-81,-100,-79,-93,-63,-62,-74,-62,-73,-74,-73,-39,-100,-87,-87,-88,-73,-87,-72,-74,-78,-74,-72,-88,-71,-91,-100,-90,-76,-86,-100,-87,-100,-87,-100,-94,-100,-100,-100,-100,-74,-100,-75,-74,-100,-100,-100,-100,-76,-76,-76,-77,-66,-83,-83,-66,-67,-58,-78,-63,-76,-78,-78,-79,-79,-72,-73,-74,-82,-87,-100,-82,-82,-79,-60,-60,-87,-60,-83,-83,-82,-57,-57,-93,-82,-74,-74,-78,-78,-73,-79,-79,-86,-100,-100,-100,-100,-84,-85,-100,-100,-82,-100,-100,-100,-100,-100,-80,-86,-82,-87,-100,-80,-80,-85,-92,-84,-87,-100,-100,-100,-89,-100,-100,-100,-89,-87,-100,-87,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,417,3057714617530
-86,-85,-86,-81,-92,-81,-80,-100,-80,-93,-64,-63,-73,-61,-73,-73,-72,-40,-100,-87,-89,-88,-69,-87,-71,-74,-75,-73,-72,-89,-74,-89,-100,-90,-71,-84,-100,-84,-100,-87,-100,-94,-100,-100,-100,-100,-73,-100,-74,-73,-100,-100,-100,-100,-78,-77,-77,-77,-66,-83,-84,-67,-67,-63,-78,-62,-78,-78,-80,-80,-80,-72,-72,-72,-83,-87,-100,-85,-83,-82,-60,-60,-87,-60,-85,-84,-83,-62,-59,-93,-82,-72,-71,-85,-86,-73,-83,-84,-86,-100,-100,-100,-100,-84,-86,-100,-100,-82,-100,-100,-100,-100,-100,-80,-86,-82,-87,-100,-81,-81,-85,-92,-87,-85,-100,-100,-100,-89,-100,-100,-100,-89,-87,-100,-87,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,417,3064555318309
-86,-87,-88,-75,-92,-80,-75,-100,-74,-93,-73,-71,-70,-70,-72,-71,-72,-37,-100,-84,-82,-83,-71,-87,-74,-74,-77,-77,-73,-87,-73,-88,-100,-90,-74,-90,-100,-85,-100,-85,-100,-94,-100,-100,-100,-100,-74,-100,-74,-74,-100,-100,-100,-100,-79,-80,-89,-79,-64,-84,-83,-65,-64,-60,-79,-65,-78,-79,-75,-73,-75,-74,-74,-72,-84,-88,-100,-81,-80,-74,-57,-56,-88,-58,-81,-82,-82,-61,-58,-91,-82,-74,-72,-81,-81,-70,-81,-82,-93,-100,-100,-100,-100,-84,-86,-100,-100,-85,-100,-100,-100,-100,-100,-80,-83,-81,-87,-100,-79,-80,-85,-92,-86,-86,-100,-100,-100,-89,-100,-100,-100,-89,-87,-100,-87,-90,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,394,3094460722308
-87,-88,-87,-82,-92,-83,-81,-100,-81,-93,-65,-65,-71,-65,-70,-69,-69,-34,-100,-84,-83,-84,-71,-90,-76,-80,-80,-80,-75,-87,-74,-88,-100,-90,-75,-87,-100,-87,-100,-85,-100,-94,-100,-100,-100,-100,-76,-100,-76,-74,-100,-100,-100,-100,-82,-82,-83,-81,-65,-85,-84,-65,-65,-59,-78,-64,-75,-78,-78,-78,-80,-72,-74,-75,-84,-80,-100,-84,-84,-78,-57,-56,-88,-58,-83,-82,-82,-60,-57,-91,-82,-74,-73,-85,-86,-73,-85,-85,-93,-100,-100,-100,-100,-84,-88,-100,-100,-89,-100,-100,-100,-100,-100,-80,-80,-79,-87,-100,-82,-83,-85,-92,-86,-86,-100,-100,-100,-89,-100,-100,-100,-89,-87,-100,-87,-90,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,394,3101514457201
-87,-86,-86,-78,-92,-83,-78,-100,-78,-93,-67,-67,-69,-67,-70,-70,-69,-33,-100,-81,-82,-81,-73,-89,-76,-75,-71,-73,-74,-89,-74,-88,-100,-89,-77,-87,-100,-87,-100,-88,-100,-94,-100,-100,-100,-100,-77,-100,-77,-74,-100,-100,-100,-100,-79,-80,-80,-80,-67,-82,-83,-66,-67,-59,-79,-60,-79,-79,-82,-81,-81,-75,-73,-73,-83,-80,-100,-79,-79,-80,-58,-57,-88,-59,-80,-80,-81,-61,-62,-91,-80,-74,-73,-84,-85,-73,-84,-85,-93,-100,-100,-100,-100,-80,-88,-100,-100,-89,-100,-100,-100,-100,-100,-81,-80,-79,-90,-100,-82,-83,-85,-92,-86,-86,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-87,-90,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,394,3108291843865
-87,-88,-88,-79,-92,-83,-79,-100,-78,-89,-69,-69,-71,-70,-70,-70,-70,-33,-100,-85,-86,-85,-72,-90,-74,-77,-74,-74,-72,-90,-71,-91,-100,-90,-69,-87,-90,-87,-100,-87,-100,-89,-88,-100,-100,-100,-73,-100,-74,-72,-100,-100,-100,-100,-80,-79,-80,-80,-66,-82,-84,-66,-65,-60,-79,-65,-79,-78,-81,-80,-81,-75,-73,-73,-83,-81,-100,-79,-80,-78,-60,-59,-88,-59,-81,-82,-82,-57,-57,-91,-82,-74,-72,-83,-84,-73,-84,-85,-93,-94,-100,-100,-100,-79,-88,-100,-100,-89,-100,-100,-100,-100,-100,-81,-80,-80,-90,-86,-82,-83,-85,-92,-86,-86,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-87,-90,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,394,3115253775789
-89,-90,-88,-79,-92,-79,-80,-100,-81,-89,-64,-64,-71,-66,-70,-71,-70,-33,-100,-86,-84,-86,-75,-90,-74,-75,-75,-71,-75,-88,-73,-90,-100,-89,-76,-89,-90,-88,-100,-86,-100,-89,-88,-100,-100,-100,-75,-100,-73,-72,-100,-100,-100,-100,-84,-82,-83,-82,-65,-83,-82,-66,-66,-61,-78,-65,-77,-75,-80,-80,-82,-80,-80,-80,-82,-79,-100,-80,-81,-80,-57,-57,-91,-56,-79,-83,-84,-60,-58,-88,-84,-74,-72,-82,-82,-73,-83,-81,-93,-94,-100,-100,-100,-79,-88,-100,-100,-90,-100,-100,-100,-100,-100,-81,-80,-80,-90,-86,-80,-80,-85,-92,-86,-86,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-87,-90,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,394,3122333561828
-87,-88,-87,-82,-92,-79,-83,-100,-82,-89,-67,-69,-70,-66,-70,-72,-71,-32,-100,-85,-85,-83,-74,-89,-74,-76,-75,-73,-73,-89,-74,-89,-100,-89,-74,-88,-88,-90,-100,-86,-100,-89,-88,-100,-100,-100,-73,-100,-74,-73,-100,-100,-100,-100,-82,-82,-82,-81,-64,-83,-82,-63,-65,-59,-75,-65,-76,-76,-77,-78,-80,-80,-80,-80,-83,-82,-100,-79,-79,-79,-59,-61,-89,-61,-80,-82,-84,-56,-58,-88,-84,-75,-75,-82,-81,-74,-82,-83,-88,-94,-100,-100,-100,-79,-88,-100,-100,-86,-100,-100,-100,-100,-100,-79,-78,-80,-89,-82,-80,-82,-85,-92,-86,-86,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-87,-90,-89,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,394,3129305384065
-87,-86,-86,-79,-92,-79,-79,-100,-78,-89,-63,-66,-75,-65,-75,-79,-75,-40,-100,-81,-80,-80,-71,-91,-71,-77,-78,-76,-73,-89,-70,-89,-88,-89,-74,-83,-88,-82,-100,-90,-100,-89,-88,-100,-100,-100,-76,-100,-76,-73,-100,-100,-88,-100,-84,-83,-83,-84,-69,-81,-82,-71,-70,-51,-76,-74,-76,-73,-79,-77,-77,-73,-72,-73,-81,-82,-100,-78,-78,-73,-54,-56,-89,-55,-79,-82,-84,-51,-50,-88,-83,-63,-64,-79,-79,-66,-78,-79,-88,-94,-100,-100,-100,-79,-82,-100,-100,-86,-100,-100,-100,-100,-100,-79,-78,-80,-89,-82,-80,-82,-85,-92,-86,-86,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-87,-90,-89,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,371,3159593765877
-87,-86,-89,-79,-92,-82,-79,-100,-80,-89,-66,-67,-74,-66,-74,-74,-73,-51,-100,-81,-82,-80,-71,-91,-71,-75,-73,-75,-73,-89,-70,-89,-88,-89,-73,-81,-88,-80,-100,-90,-100,-89,-88,-100,-100,-100,-74,-100,-74,-73,-100,-100,-88,-100,-83,-83,-83,-83,-67,-85,-85,-67,-67,-54,-75,-69,-77,-77,-74,-73,-74,-73,-74,-75,-84,-82,-100,-81,-81,-78,-54,-54,-88,-54,-82,-83,-84,-53,-54,-86,-82,-68,-67,-80,-79,-68,-79,-79,-88,-94,-100,-100,-100,-79,-81,-100,-100,-90,-100,-100,-100,-100,-100,-79,-78,-80,-89,-83,-83,-83,-85,-92,-86,-86,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-87,-90,-89,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,371,3166755352124
-87,-86,-87,-76,-92,-82,-74,-100,-75,-89,-67,-67,-75,-67,-73,-72,-72,-32,-100,-80,-82,-80,-69,-90,-72,-70,-74,-76,-70,-89,-71,-89,-88,-89,-73,-80,-88,-80,-100,-88,-100,-89,-88,-100,-100,-100,-74,-100,-74,-75,-100,-100,-88,-100,-83,-84,-84,-84,-67,-84,-84,-68,-67,-54,-70,-71,-76,-76,-79,-79,-78,-70,-71,-70,-84,-82,-100,-79,-80,-78,-55,-54,-88,-55,-80,-79,-80,-56,-55,-86,-80,-67,-67,-82,-84,-67,-84,-85,-88,-94,-100,-100,-100,-79,-81,-100,-100,-90,-100,-100,-100,-100,-100,-79,-78,-80,-89,-82,-83,-83,-85,-92,-86,-86,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-87,-100,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,371,3173717245819
-86,-87,-88,-76,-92,-82,-77,-100,-77,-89,-69,-68,-73,-69,-72,-73,-72,-31,-100,-81,-81,-81,-69,-90,-72,-76,-74,-75,-70,-89,-71,-89,-88,-88,-79,-82,-88,-82,-100,-89,-100,-89,-88,-100,-100,-100,-74,-100,-75,-75,-100,-100,-88,-100,-84,-85,-84,-85,-67,-84,-83,-65,-68,-54,-78,-71,-77,-77,-77,-79,-76,-70,-71,-70,-83,-82,-100,-80,-80,-78,-56,-56,-87,-57,-78,-82,-83,-52,-53,-86,-83,-67,-67,-81,-80,-67,-80,-81,-88,-94,-100,-100,-100,-79,-82,-100,-100,-87,-100,-100,-100,-100,-100,-79,-78,-80,-89,-82,-83,-83,-85,-92,-86,-86,-100,-100,-100,-100,-100,-100,-100,-90,-88,-100,-87,-100,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,371,3180677431806
-86,-87,-87,-76,-92,-82,-77,-100,-77,-89,-67,-68,-73,-68,-71,-82,-72,-43,-100,-81,-81,-80,-70,-90,-71,-77,-75,-76,-71,-89,-69,-89,-88,-92,-77,-81,-88,-81,-100,-87,-100,-89,-88,-100,-100,-100,-77,-100,-75,-75,-100,-100,-88,-100,-84,-84,-84,-84,-68,-84,-83,-76,-69,-55,-77,-71,-76,-77,-77,-75,-78,-70,-71,-70,-85,-81,-100,-81,-80,-76,-56,-56,-87,-57,-80,-81,-81,-55,-56,-90,-82,-66,-67,-79,-80,-68,-78,-79,-88,-94,-100,-100,-100,-79,-82,-100,-100,-87,-100,-100,-100,-100,-100,-81,-78,-81,-89,-82,-82,-83,-85,-92,-86,-86,-100,-100,-100,-100,-100,-100,-100,-90,-88,-100,-87,-88,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,371,3187764974616
-87,-87,-87,-76,-92,-82,-76,-100,-76,-89,-68,-67,-72,-68,-72,-72,-72,-39,-100,-81,-82,-81,-70,-90,-70,-77,-76,-76,-69,-89,-68,-89,-88,-89,-81,-82,-88,-82,-100,-89,-100,-89,-88,-100,-100,-100,-77,-100,-75,-75,-100,-100,-88,-100,-84,-84,-84,-84,-67,-84,-83,-68,-67,-54,-74,-75,-76,-77,-74,-75,-75,-73,-72,-73,-85,-82,-100,-80,-82,-77,-56,-57,-87,-56,-80,-81,-81,-54,-57,-89,-82,-63,-66,-79,-78,-62,-80,-79,-88,-94,-100,-100,-100,-79,-80,-100,-100,-87,-100,-100,-100,-100,-100,-81,-78,-77,-89,-82,-84,-83,-85,-92,-86,-86,-100,-100,-100,-100,-100,-100,-100,-90,-88,-100,-87,-88,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,371,3194816638624
-82,-82,-82,-82,-100,-53,-82,-88,-81,-87,-69,-68,-70,-68,-69,-71,-70,-29,-100,-100,-80,-80,-79,-91,-79,-100,-79,-77,-79,-100,-80,-100,-100,-100,-81,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-71,-72,-100,-100,-100,-100,-95,-85,-89,-86,-71,-86,-87,-80,-72,-68,-74,-70,-74,-74,-77,-79,-79,-71,-62,-73,-88,-89,-100,-100,-100,-77,-55,-55,-88,-56,-80,-100,-100,-66,-68,-89,-100,-72,-72,-83,-83,-68,-82,-84,-100,-100,-100,-100,-100,-85,-80,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-81,-100,-86,-54,-78,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-92,-88,-100,-83,-100,-100,-100,-100,-80,-79,-80,-72,-87,-72,-86,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,354,337401297891
-81,-80,-82,-82,-89,-81,-82,-88,-81,-87,-68,-68,-68,-67,-68,-67,-69,-41,-100,-81,-81,-82,-76,-91,-76,-75,-75,-78,-77,-100,-75,-100,-100,-90,-83,-80,-100,-82,-100,-100,-100,-92,-100,-100,-100,-100,-72,-100,-72,-73,-100,-100,-100,-100,-84,-84,-86,-85,-71,-83,-83,-71,-71,-69,-74,-70,-74,-74,-77,-76,-77,-79,-78,-78,-84,-84,-100,-100,-100,-79,-60,-57,-87,-59,-80,-85,-84,-69,-69,-89,-85,-68,-69,-83,-87,-72,-87,-88,-100,-100,-100,-100,-100,-85,-80,-100,-100,-90,-100,-100,-100,-100,-100,-83,-83,-75,-100,-83,-54,-79,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-92,-88,-100,-83,-100,-100,-100,-100,-80,-79,-80,-72,-87,-72,-86,-86,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,354,342707112316
-82,-83,-83,-82,-88,-82,-82,-89,-82,-87,-69,-69,-70,-69,-68,-68,-68,-42,-100,-80,-81,-81,-76,-91,-76,-77,-77,-76,-77,-100,-77,-100,-100,-90,-81,-81,-100,-80,-100,-100,-100,-92,-100,-100,-100,-100,-74,-100,-73,-73,-100,-100,-100,-100,-85,-85,-85,-84,-71,-86,-86,-70,-71,-69,-74,-69,-75,-75,-77,-78,-77,-76,-76,-78,-84,-85,-100,-80,-79,-79,-59,-81,-87,-62,-79,-83,-83,-68,-69,-89,-83,-70,-68,-86,-86,-84,-85,-86,-100,-100,-100,-100,-100,-85,-79,-100,-100,-88,-100,-100,-100,-100,-100,-83,-81,-79,-100,-83,-75,-78,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-92,-88,-100,-83,-100,-100,-100,-100,-80,-79,-80,-72,-87,-72,-86,-86,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,354,347928145647
-83,-83,-83,-82,-88,-79,-81,-89,-82,-89,-68,-68,-70,-67,-72,-80,-69,-39,-100,-80,-81,-82,-76,-90,-79,-77,-77,-76,-77,-100,-75,-100,-100,-92,-82,-79,-100,-80,-100,-100,-100,-93,-100,-100,-100,-100,-73,-100,-73,-71,-100,-100,-100,-100,-86,-86,-86,-86,-71,-86,-86,-70,-70,-70,-74,-69,-75,-74,-80,-79,-83,-76,-77,-77,-84,-81,-100,-80,-79,-79,-55,-54,-91,-55,-79,-83,-83,-72,-71,-87,-83,-70,-68,-87,-88,-84,-87,-88,-100,-100,-100,-100,-100,-85,-81,-100,-100,-90,-100,-100,-100,-100,-100,-83,-81,-78,-100,-82,-75,-78,-100,-100,-100,-100,-90,-100,-89,-100,-100,-100,-100,-86,-88,-100,-88,-100,-100,-100,-100,-80,-79,-80,-72,-87,-72,-86,-86,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,354,353049495958
-83,-82,-82,-81,-89,-78,-81,-88,-82,-89,-69,-69,-68,-69,-69,-68,-69,-41,-100,-80,-81,-81,-76,-90,-79,-76,-78,-78,-77,-100,-75,-100,-100,-92,-79,-81,-100,-81,-100,-100,-100,-93,-100,-100,-100,-100,-81,-100,-73,-71,-100,-100,-100,-100,-85,-85,-87,-86,-69,-86,-88,-71,-70,-70,-74,-69,-74,-74,-78,-79,-77,-78,-78,-77,-84,-82,-100,-81,-79,-79,-54,-54,-91,-54,-79,-83,-83,-69,-70,-88,-83,-72,-72,-84,-85,-71,-84,-84,-100,-100,-100,-100,-100,-85,-81,-100,-100,-91,-100,-100,-100,-100,-100,-83,-82,-78,-100,-82,-81,-78,-100,-100,-100,-100,-90,-100,-89,-87,-86,-85,-100,-86,-88,-100,-88,-100,-100,-100,-100,-80,-79,-80,-72,-87,-72,-86,-86,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,354,358604727049
